index,label,English,French,German,Italian,Spanish,Turkish
10,Cute_woman_01,Would you be my boyfriend?,Tu veux devenir mon petit ami ?,"Hast du Lust, mein Freund zu werden?",Vuoi essere il mio ragazzo?,¿Quieres ser mi novio?,Sevgilim olur musun?
11,021,"I'll give you {TAG_1} {TAG_2},
if you go out with me.","Si tu sors avec moi, je te donnerai
{TAG_1}{TAG_2}.","Ich geb dir auch jede Menge {TAG_1},
wenn du mich nimmst.","Ti darò {TAG_1}{TAG_2},
se accetterai di uscire con me.","Si sales conmigo, te daré
{TAG_1} {TAG_2}.",Benimle çıkarsan sana {TAG_1} {TAG_2} veririm.
12,001,Sure.,D'accord !,Mit Freuden werde ich {TAG_1}!,Certo!,¡Vale!,Tabii.
13,002,I'm sorry...,Désol{TAG_1}...,Nein... Es geht einfach nicht!,Mi dispiace...,Lo siento...,Üzgünüm...
14,003,Hold on a minute!,Eh ! Pas si vite !,Moment mal!,Aspetta un minuto!,¡Un momento!,Bir dakika!
15,004,Nobody loves you more than me!,"Cel{TAG_1} qui t'aime vraiment, c'est moi !",Nur ich kann dich wirklich lieben!,Nessuno ti ama più di me!,¡Nadie te ama tanto como yo!,Seni benden daha çok seven yok!
16,014,I love you more!,"Je t'aime encore plus qu'{TAG_1}, crois-moi !","Niemals! Ich bin {TAG_1}, {TAG_2} dich mehr liebt
als alle anderen!",Io ti amo di più!,¡Yo te amo mucho más!,Ben daha çok seviyorum!
17,007,No way! I love you the most!,"Impossible, c'est moi qui t'aime le plus !","Nein! Ich war zuerst hier! In der Liebe
bin ich also auch die Nummer eins!",Non è vero! Sono io ad amarti di più!,"¡Y un jamón! Yo te quiero más, ¡al infinito!",Olmaz! Seni en çok ben seviyorum!
18,017,"Who do you choose, {TAG_1}?","Qui choisis-tu, {TAG_1} ?","Wen von uns wählst du aus,
{TAG_1}?","Chi scegli, {TAG_1}?","¿A quién eliges, {TAG_1}?","{TAG_1}, kimi seçiyorsun?"
19,015,"No, no!",C'est même pas vrai !,"Nein, nein!","No, no!","¡No, no!","Hayır, hayır!"
20,018,"Who do you choose, {TAG_1}?","Qui choisis-tu, {TAG_1} ?","Auf wen fällt deine Wahl, {TAG_1}?","Chi scegli, {TAG_1}?","¿A quién vas a elegir, {TAG_1}?","{TAG_1}, kimi seçiyorsun?"
21,005,"{TAG_1}, I'm so glad you feel
the same way.","Je suis si heureu{TAG_1} que tu ressentes la même
chose que moi, {TAG_2}.","{TAG_1}, ich bin so froh,
dass du meine Gefühle teilst!","{TAG_1}, sono felice di sapere
che ricambi i miei sentimenti.","¡Estoy tan content{TAG_1} de que sientas lo mismo
por mí, {TAG_2}!","{TAG_1}, benimle aynı şeyleri hissetmene
çok sevindim."
22,023,Yikes!,Haaa !,Waaaaaas?!,Aaah!,¡Uaaaa!,Eyvah!
23,006,"So, what do you think about us
becoming sweethearts?",Vous êtes d'accord avec ce choix ?,Bist du mit dieser Wahl einverstanden?,"Credi che saremo una
bella coppia?",¿Crees que hacemos buena pareja?,"Peki, sevgili olmamıza ne dersin?"
24,008,"I'm sorry, neither.","Désol{TAG_1}, aucun{TAG_2} des deux.","Tut mir echt leid, ihr beiden, aber...",Mi dispiace per voi due.,"Lo siento, pero no me interesa {TAG_1}.","Üzgünüm, ikinizi de seçmiyorum."
25,016,"I'm sorry, none of you.","Désol{TAG_1}, vous ne m'intéressez pas.","Tut mir echt leid miteinander, aber...","Mi dispiace, non ho preferenze.","Lo siento mucho.
No estoy {TAG_1}.","Üzgünüm, hiçbirinizi seçmiyorum."
26,Song_man_00,"♪You're in the centre of my stage
and I've got a script for you to read","♪ Tu es au centre de ma scène,
pour toi j'ai écrit un scénario","♪Im Spielfilm meines Lebens
wär noch 'ne Rolle für dich frei.","♪Sei l'eroina del prossimo atto
e io ho il copione adatto.","♪Tú eres mi estrella y tengo
un guion para ti.","♪Hayat sahnemin tam ortasındasın,
senin için yazdığım bir rol var"
27,Song_man_01,"♪It's so easy for you to say
'I love you, and you love me'","♪ Si tu veux être ma Juliette,
je serai ton Roméo","♪Wenn du die Rolle übernimmst,
dann ist die Gage einerlei...","♪Devi solo dire come ti chiami
e subito dopo dire che mi ami.","♪Que dice que te amo, y que
tú me amas a mí.","♪Senden tek istediğim şu repliği söylemen:
“Seni seviyorum, sen de beni seviyorsun”"
28,Song_woman_00,"♪I want to see your smiling face
from now and ever more","♪ Le spectacle va commencer,
mets-toi à l'aise pour le regarder","♪Ich will dein Lächeln öfter sehn,
noch mehr als bisher jeden Tag.","♪Mostrami il tuo volto sorridente
incantevole come la luna crescente.","♪Quiero verte sonreír cada
día de mi vida.","♪O gülümseyen yüzünü
bundan sonra hep görmek istiyorum"
29,Song_woman_01,"♪I want us both to be together
until the final encore","♪ Je te resterai fidèle
jusqu'au tout dernier rappel","♪Will stets an deiner Seite bleiben,
weil ich dein Lächeln wirklich mag!","♪Resta per sempre al mio fianco
e non sarai mai stanco.","♪¡Quédate a mi lado y nunca me
dejes, alma gemela mía!","♪Son perde kapanana dek
ikimiz hep yan yana olalım"
30,025,That's it.,"Et voilà, c'est fini.",Das war's!,Ecco qui.,Y ya está.,Hepsi bu.
31,026,"So, what did you think?","Alors, qu'est-ce que tu en dis ?",Was meinst du dazu?,Che ne pensi?,¿Saldrás conmigo?,"Peki, ne düşünüyorsun?"
32,027,{TAG_1} didn't even show up...,"Finalement, {TAG_1} n'est pas venu{TAG_2}...","Am verabredeten Tag jedoch erschien
{TAG_1} nicht am vereinbarten Ort...",Alla fine non si è presentat{TAG_1}...,Al final no vino nadie...,{TAG_1} gelmedi bile...
33,BtnLabel0-00,"OK, why not.",Je vous soutiens !,Einverstanden!,Ma certo!,¡Sí!,"Olur, neden olmasın."
34,BtnLabel0-01,Not right now...,Non.,Moment!,Non molto...,No...,Şimdilik olmaz...
