index,codepoint,char,page,x,y,width,height,byte10,byte11,byte12,tail_hex
56,89,Y,1,990,228,8,15,0,11,8,000000
57,90,Z,1,345,871,9,15,0,11,9,000000
58,91,[,1,292,933,6,16,0,12,6,000000
59,92,\,1,547,678,6,16,0,12,6,000000
60,93,],1,774,455,6,16,0,12,6,000000
61,94,^,1,360,856,9,15,0,11,9,000000
62,95,_,0,255,1021,7,2,0,254,7,000000
63,96,`,1,842,393,6,9,0,11,6,000000
64,97,a,1,570,661,8,12,0,8,8,000000
65,98,b,1,639,571,9,16,0,12,9,000000
66,99,c,1,800,431,8,12,0,8,8,000000
67,100,d,1,221,991,9,16,0,12,9,000000
68,101,e,1,262,964,8,12,0,8,8,000000
69,102,f,1,238,992,6,16,0,12,6,000000
70,103,g,1,501,724,9,12,0,8,9,000000
71,104,h,1,522,695,8,16,0,12,8,000000
72,105,i,1,827,406,4,15,0,11,4,000000
73,106,j,1,402,833,4,15,0,11,4,000000
74,107,k,1,756,465,7,16,0,12,7,000000
75,108,l,1,445,781,4,16,0,12,4,000000
76,109,m,1,611,601,12,12,0,8,12,000000
77,110,n,1,715,512,8,12,0,8,8,000000
78,111,o,1,700,526,9,12,0,8,9,000000
79,112,p,1,955,271,9,12,0,8,9,000000
80,113,q,1,639,588,9,12,0,8,9,000000
81,114,r,1,895,339,6,12,0,8,6,000000
82,115,s,1,970,257,8,12,0,8,8,000000
83,116,t,1,580,648,6,15,0,11,6,000000
84,117,u,1,941,287,8,12,0,8,8,000000
85,118,v,1,370,859,7,11,0,7,7,000000
86,119,w,1,465,760,10,11,0,7,10,000000
87,120,x,1,393,841,7,11,0,7,7,000000
88,121,y,1,649,585,7,11,0,7,7,000000
89,122,z,1,531,700,8,11,0,7,8,000000
90,123,{,1,480,751,6,16,0,12,6,000000
91,124,|,1,793,434,5,16,0,12,5,000000
92,125,},1,315,916,6,16,0,12,6,000000
93,126,~,1,587,648,7,8,0,11,7,000000
94,128,,0,1020,2,1,1,0,14,0,000000
95,129,,0,1022,0,1,1,0,14,0,000000
96,130,,0,1020,4,1,1,0,14,0,000000
97,131,,0,1022,2,1,1,0,14,0,000000
98,132,,0,1020,6,1,1,0,14,0,000000
99,133,,0,1022,4,1,1,0,14,0,000000
100,134,,0,1020,8,1,1,0,14,0,000000
101,135,,0,1022,6,1,1,0,14,0,000000
102,136,,0,1020,10,1,1,0,14,0,000000
103,137,,0,1022,8,1,1,0,14,0,000000
104,138,,0,1020,12,1,1,0,14,0,000000
105,139,,0,1022,10,1,1,0,14,0,000000
106,140,,0,1020,14,1,1,0,14,0,000000
107,141,,0,1022,12,1,1,0,14,0,000000
108,142,,0,1020,16,1,1,0,14,0,000000
109,143,,0,1022,14,1,1,0,14,0,000000
110,144,,0,1020,18,1,1,0,14,0,000000
111,145,,0,1022,16,1,1,0,14,0,000000
112,146,,0,1020,20,1,1,0,14,0,000000
113,147,,0,1022,18,1,1,0,14,0,000000
114,148,,0,1020,22,1,1,0,14,0,000000
115,149,,0,1022,20,1,1,0,14,0,000000
116,150,,0,1020,24,1,1,0,14,0,000000
117,151,,0,1022,22,1,1,0,14,0,000000
118,152,,0,1020,26,1,1,0,14,0,000000
119,153,,0,1022,24,1,1,0,14,0,000000
120,154,,0,1020,28,1,1,0,14,0,000000
121,155,,0,1022,26,1,1,0,14,0,000000
122,156,,0,1020,30,1,1,0,14,0,000000
123,157,,0,1022,28,1,1,0,14,0,000000
124,158,,0,1020,32,1,1,0,14,0,000000
125,159,,0,1022,30,1,1,0,14,0,000000
126,160, ,0,1020,34,1,1,0,14,5,000000
127,161,¡,1,626,604,6,13,0,9,6,000000
128,162,¢,1,278,941,9,13,0,9,9,000000
129,163,£,1,627,572,11,15,0,11,11,000000
130,164,¤,1,533,686,9,13,0,9,9,000000
131,165,¥,1,915,296,9,15,0,11,9,000000
132,166,¦,1,850,379,5,16,0,12,5,000000
133,167,§,0,225,36,14,16,0,12,14,000000
134,168,¨,0,0,1018,14,5,0,13,14,000000
135,169,©,1,355,828,12,15,0,11,12,000000
136,170,ª,1,925,309,5,14,0,11,5,000000
137,171,«,1,895,326,10,12,0,8,10,000000
138,172,¬,1,668,567,7,9,0,5,7,000000
139,173,­,0,330,1020,7,3,0,4,7,000000
140,174,®,1,375,810,12,15,0,11,12,000000
141,175,¯,1,710,525,7,6,0,10,7,000000
142,176,°,0,15,1017,14,6,0,12,14,000000
143,177,±,1,1005,85,14,15,0,11,14,000000
144,178,²,1,835,393,6,15,0,11,6,000000
145,179,³,1,810,423,6,15,0,11,6,000000
146,180,´,0,45,1017,14,6,0,13,14,000000
147,181,µ,1,355,872,8,12,0,8,8,000000
148,182,¶,0,30,234,14,16,0,12,14,000000
149,183,·,1,965,270,6,7,0,7,6,000000
150,184,¸,1,210,1018,7,5,0,1,7,000000
151,185,¹,1,864,368,6,11,0,11,6,000000
152,186,º,1,610,623,5,14,0,11,5,000000
153,187,»,1,925,296,10,12,0,8,10,000000
154,188,¼,1,735,466,10,16,0,12,10,000000
155,189,½,1,990,211,10,16,0,12,10,000000
156,190,¾,1,600,601,10,16,0,12,10,000000
157,191,¿,1,267,950,10,13,0,9,10,000000
158,192,À,1,270,912,10,18,0,14,10,000000
159,193,Á,1,525,657,10,18,0,14,10,000000
160,194,Â,1,780,402,10,18,0,14,10,000000
161,195,Ã,1,390,793,10,18,0,14,10,000000
162,196,Ä,1,645,538,10,18,0,14,10,000000
163,197,Å,1,900,283,10,18,0,14,10,000000
164,198,Æ,1,615,556,13,15,0,11,13,000000
165,199,Ç,1,240,960,11,15,0,11,11,000000
166,200,È,1,495,705,9,18,0,14,9,000000
167,201,É,1,268,931,9,18,0,14,9,000000
168,202,Ê,1,523,676,9,18,0,14,9,000000
169,203,Ë,1,778,421,9,18,0,14,9,000000
170,204,Ì,1,906,325,5,18,0,14,5,000000
171,205,Í,1,677,555,5,18,0,14,5,000000
172,206,Î,1,247,985,5,18,0,14,5,000000
173,207,Ï,1,299,933,5,18,0,14,5,000000
174,208,Ð,1,630,555,12,15,0,11,12,000000
175,209,Ñ,1,720,438,11,18,0,14,11,000000
176,210,Ò,0,60,198,13,18,0,14,13,000000
177,211,Ó,0,150,108,13,18,0,14,13,000000
178,212,Ô,0,240,18,13,18,0,14,13,000000
179,213,Õ,0,45,216,13,18,0,14,13,000000
180,214,Ö,0,135,126,13,18,0,14,13,000000
181,215,×,0,165,1009,14,14,0,10,14,000000
182,216,Ø,1,465,693,13,16,0,12,13,000000
183,217,Ù,1,975,183,11,18,0,14,11,000000
184,218,Ú,1,330,829,11,18,0,14,11,000000
185,219,Û,1,585,574,11,18,0,14,11,000000
186,220,Ü,1,840,319,11,18,0,14,11,000000
187,221,Ý,1,791,415,8,18,0,14,8,000000
188,222,Þ,1,330,887,9,15,0,11,9,000000
189,223,ß,1,585,632,9,15,0,11,9,000000
190,224,à,1,600,618,8,15,0,11,8,000000
191,225,á,1,855,363,8,15,0,11,8,000000
192,226,â,1,765,453,8,15,0,11,8,000000
193,227,ã,1,630,588,8,15,0,11,8,000000
194,228,ä,1,306,917,8,14,0,10,8,000000
195,229,å,1,417,798,8,15,0,11,8,000000
196,230,æ,1,866,346,12,12,0,8,12,000000
197,231,ç,1,490,740,8,12,0,8,8,000000
198,232,è,1,492,724,8,15,0,11,8,000000
199,233,é,1,375,843,8,15,0,11,8,000000
200,234,ê,1,393,825,8,15,0,11,8,000000
201,235,ë,1,561,662,8,14,0,10,8,000000
202,236,ì,1,460,775,4,15,0,11,4,000000
203,237,í,1,511,724,4,15,0,11,4,000000
204,238,î,1,348,887,4,15,0,11,4,000000
205,239,ï,1,332,903,4,14,0,10,4,000000
206,240,ð,1,855,346,10,16,0,12,10,000000
207,241,ñ,1,402,817,8,15,0,11,8,000000
208,242,ò,1,840,377,9,15,0,11,9,000000
209,243,ó,1,296,917,9,15,0,11,9,000000
210,244,ô,1,551,662,9,15,0,11,9,000000
211,245,õ,1,810,407,9,15,0,11,9,000000
212,246,ö,1,774,440,9,14,0,10,9,000000
213,247,÷,1,105,986,14,15,0,11,14,000000
214,248,ø,1,915,312,9,12,0,8,9,000000
215,249,ù,1,668,551,8,15,0,11,8,000000
216,250,ú,1,649,569,8,15,0,11,8,000000
217,251,û,1,1015,206,8,15,0,11,8,000000
218,252,ü,1,784,440,8,14,0,10,8,000000
219,253,ý,1,340,887,7,15,0,11,7,000000
220,254,þ,1,746,466,9,16,0,12,9,000000
221,255,ÿ,1,384,843,7,14,0,10,7,000000
222,322,ł,1,936,292,4,16,0,12,4,000000
223,338,Œ,1,870,301,13,15,0,11,13,000000
224,339,œ,1,388,812,13,12,0,8,13,000000
225,913,Α,0,120,144,14,16,0,12,14,000000
226,914,Β,1,360,731,14,15,0,11,14,000000
227,915,Γ,1,615,476,14,15,0,11,14,000000
228,916,Δ,0,210,54,14,16,0,12,14,000000
229,917,Ε,1,870,221,14,15,0,11,14,000000
230,918,Ζ,1,225,867,14,15,0,11,14,000000
231,919,Η,1,480,612,14,15,0,11,14,000000
232,920,Θ,1,735,357,14,15,0,11,14,000000
233,921,Ι,1,990,102,14,15,0,11,14,000000
234,922,Κ,1,90,1003,14,15,0,11,14,000000
235,923,Λ,0,15,252,14,16,0,12,14,000000
236,924,Μ,1,345,748,14,15,0,11,14,000000
237,925,Ν,1,600,493,14,15,0,11,14,000000
238,926,Ξ,1,855,238,14,15,0,11,14,000000
239,927,Ο,1,210,884,14,15,0,11,14,000000
240,928,Π,1,465,629,14,15,0,11,14,000000
241,929,Ρ,1,720,374,14,15,0,11,14,000000
242,931,Σ,1,975,119,14,15,0,11,14,000000
243,932,Τ,1,330,765,14,15,0,11,14,000000
244,933,Υ,1,585,510,14,15,0,11,14,000000
245,934,Φ,1,840,255,14,15,0,11,14,000000
246,935,Χ,1,195,901,14,15,0,11,14,000000
247,936,Ψ,1,450,646,14,15,0,11,14,000000
248,937,Ω,1,705,391,14,15,0,11,14,000000
249,945,α,0,120,1011,14,12,0,8,14,000000
250,946,β,1,960,136,14,15,0,11,14,000000
251,947,γ,0,150,1011,14,12,0,8,14,000000
252,948,δ,1,315,782,14,15,0,11,14,000000
253,949,ε,1,885,300,14,12,0,8,14,000000
254,950,ζ,0,105,162,14,16,0,12,14,000000
255,951,η,1,1005,180,14,12,0,8,14,000000
256,952,θ,1,570,527,14,15,0,11,14,000000
257,953,ι,0,105,1012,14,11,0,7,14,000000
258,954,κ,0,135,1012,14,11,0,7,14,000000
259,955,λ,1,825,272,14,15,0,11,14,000000
260,956,μ,1,643,557,14,11,0,7,14,000000
261,957,ν,1,747,437,14,12,0,8,14,000000
262,958,ξ,1,180,918,14,15,0,11,14,000000
263,959,ο,1,612,573,14,12,0,8,14,000000
264,960,π,1,900,302,14,11,0,7,14,000000
265,961,ρ,1,867,318,14,12,0,8,14,000000
266,963,σ,1,225,961,14,12,0,8,14,000000
267,964,τ,1,465,737,14,11,0,7,14,000000
268,965,υ,1,480,706,14,12,0,8,14,000000
269,966,φ,1,435,663,14,15,0,11,14,000000
270,967,χ,1,240,947,14,12,0,8,14,000000
271,968,ψ,1,690,408,14,15,0,11,14,000000
272,969,ω,1,495,692,14,12,0,8,14,000000
273,1025,Ё,0,0,0,14,17,0,13,14,000000
274,1040,А,0,195,72,14,16,0,12,14,000000
275,1041,Б,1,945,153,14,15,0,11,14,000000
276,1042,В,1,300,799,14,15,0,11,14,000000
277,1043,Г,1,555,544,14,15,0,11,14,000000
278,1044,Д,1,810,289,14,15,0,11,14,000000
279,1045,Е,1,165,935,14,15,0,11,14,000000
280,1046,Ж,1,420,680,14,15,0,11,14,000000
281,1047,З,1,675,425,14,15,0,11,14,000000
282,1048,И,1,930,170,14,15,0,11,14,000000
283,1049,Й,0,15,0,14,17,0,13,14,000000
284,1050,К,1,285,816,14,15,0,11,14,000000
285,1051,Л,1,540,561,14,15,0,11,14,000000
286,1052,М,1,795,306,14,15,0,11,14,000000
287,1053,Н,1,150,952,14,15,0,11,14,000000
288,1054,О,1,405,697,14,15,0,11,14,000000
289,1055,П,1,660,442,14,15,0,11,14,000000
290,1056,Р,1,915,187,14,15,0,11,14,000000
291,1057,С,1,270,833,14,15,0,11,14,000000
292,1058,Т,1,525,578,14,15,0,11,14,000000
293,1059,У,1,780,323,14,15,0,11,14,000000
294,1060,Ф,1,135,969,14,15,0,11,14,000000
295,1061,Х,1,390,714,14,15,0,11,14,000000
296,1062,Ц,1,645,459,14,15,0,11,14,000000
297,1063,Ч,1,900,204,14,15,0,11,14,000000
298,1064,Ш,1,255,850,14,15,0,11,14,000000
299,1065,Щ,1,510,595,14,15,0,11,14,000000
300,1066,Ъ,1,765,340,14,15,0,11,14,000000
301,1067,Ы,1,120,986,14,15,0,11,14,000000
302,1068,Ь,1,375,731,14,15,0,11,14,000000
303,1069,Э,1,630,476,14,15,0,11,14,000000
304,1070,Ю,1,885,221,14,15,0,11,14,000000
305,1071,Я,1,1005,101,14,15,0,11,14,000000
306,1072,а,1,210,978,14,12,0,8,14,000000
307,1073,б,1,240,867,14,15,0,11,14,000000
308,1074,в,1,195,1007,14,11,0,7,14,000000
309,1075,г,1,450,752,14,11,0,7,14,000000
310,1076,д,1,705,497,14,11,0,7,14,000000
311,1077,е,1,465,724,14,12,0,8,14,000000
312,1078,ж,1,195,994,14,12,0,8,14,000000
313,1079,з,1,960,242,14,11,0,7,14,000000
314,1080,и,1,450,739,14,12,0,8,14,000000
315,1081,й,1,597,574,14,13,0,9,14,000000
316,1082,к,1,705,484,14,12,0,8,14,000000
317,1083,л,1,315,888,14,11,0,7,14,000000
318,1084,м,1,960,229,14,12,0,8,14,000000
319,1085,н,1,315,875,14,12,0,8,14,000000
320,1086,о,1,570,620,14,12,0,8,14,000000
321,1087,п,1,570,633,14,11,0,7,14,000000
322,1088,р,1,825,365,14,12,0,8,14,000000
323,1089,с,1,720,471,14,12,0,8,14,000000
324,1090,т,1,825,378,14,11,0,7,14,000000
325,1091,у,1,750,453,14,11,0,7,14,000000
326,1092,ф,0,0,270,14,16,0,12,14,000000
327,1093,х,1,615,588,14,11,0,7,14,000000
328,1094,ц,1,975,216,14,12,0,8,14,000000
329,1095,ч,1,180,1011,14,12,0,8,14,000000
330,1096,ш,1,435,756,14,12,0,8,14,000000
331,1097,щ,1,690,501,14,12,0,8,14,000000
332,1098,ъ,1,870,331,14,11,0,7,14,000000
333,1099,ы,1,945,246,14,12,0,8,14,000000
334,1100,ь,1,735,453,14,12,0,8,14,000000
335,1101,э,1,990,198,14,12,0,8,14,000000
336,1102,ю,1,330,862,14,12,0,8,14,000000
337,1103,я,1,720,484,14,11,0,7,14,000000
338,1105,ё,1,195,965,14,14,0,10,14,000000
339,8208,‐,1,90,1019,14,4,0,6,14,000000
340,8213,―,0,270,1020,14,3,0,6,14,000000
341,8216,‘,1,135,1017,14,6,0,12,14,000000
342,8217,’,1,105,1018,14,5,0,12,14,000000
343,8220,“,1,426,798,14,8,0,12,14,000000
344,8221,”,0,30,1016,14,7,0,12,14,000000
345,8224,†,0,90,180,14,16,0,12,14,000000
346,8225,‡,0,180,90,14,16,0,12,14,000000
347,8229,‥,0,60,1016,14,7,0,7,14,000000
348,8230,…,1,611,614,14,8,0,7,14,000000
349,8240,‰,0,270,0,14,16,0,12,14,000000
350,8242,′,1,150,1016,14,7,0,12,14,000000
351,8243,″,1,866,359,14,8,0,12,14,000000
352,8251,※,1,495,612,14,15,0,11,14,000000
353,8364,€,1,342,829,12,16,0,12,12,000000
354,8451,℃,0,74,198,14,16,0,12,14,000000
355,8491,Å,0,164,108,14,16,0,12,14,000000
356,8592,←,1,585,607,14,12,0,8,14,000000
357,8593,↑,0,254,18,14,16,0,12,14,000000
358,8594,→,1,840,352,14,12,0,8,14,000000
359,8595,↓,0,59,217,14,16,0,12,14,000000
360,8658,⇒,1,450,710,14,14,0,10,14,000000
361,8660,⇔,1,705,455,14,14,0,10,14,000000
362,8704,∀,1,750,357,14,15,0,11,14,000000
363,8706,∂,1,105,1002,14,15,0,11,14,000000
364,8707,∃,1,360,747,14,15,0,11,14,000000
365,8711,∇,1,615,492,14,15,0,11,14,000000
366,8712,∈,1,960,200,14,14,0,10,14,000000
367,8715,∋,1,315,846,14,14,0,10,14,000000
368,8730,√,0,149,127,14,16,0,12,14,000000
369,8733,∝,1,852,319,14,13,0,9,14,000000
370,8734,∞,1,225,947,14,13,0,9,14,000000
371,8736,∠,1,870,237,14,15,0,11,14,000000
372,8741,∥,0,0,18,14,17,0,13,14,000000
373,8743,∧,1,225,883,14,15,0,11,14,000000
374,8744,∨,1,480,628,14,15,0,11,14,000000
375,8745,∩,1,735,373,14,15,0,11,14,000000
376,8746,∪,1,990,118,14,15,0,11,14,000000
377,8747,∫,0,240,37,14,16,0,12,14,000000
378,8748,∬,0,225,53,14,16,0,12,14,000000
379,8756,∴,1,570,591,14,14,0,10,14,000000
380,8757,∵,1,825,336,14,14,0,10,14,000000
381,8765,∽,1,480,692,14,13,0,9,14,000000
382,8786,≒,1,345,764,14,15,0,11,14,000000
383,8800,≠,1,180,982,14,14,0,10,14,000000
384,8801,≡,1,210,964,14,13,0,9,14,000000
385,8806,≦,0,45,235,14,16,0,12,14,000000
386,8807,≧,0,135,145,14,16,0,12,14,000000
387,8810,≪,1,600,509,14,15,0,11,14,000000
388,8811,≫,1,855,254,14,15,0,11,14,000000
389,8834,⊂,1,435,727,14,14,0,10,14,000000
390,8835,⊃,1,690,472,14,14,0,10,14,000000
391,8838,⊆,1,210,900,14,15,0,11,14,000000
392,8839,⊇,1,465,645,14,15,0,11,14,000000
393,8869,⊥,1,720,390,14,15,0,11,14,000000
394,8978,⌒,0,75,1014,14,9,0,13,14,000000
395,9472,─,0,285,1020,14,3,0,6,14,000000
396,9473,━,1,165,1014,14,9,0,7,14,000000
397,9474,│,0,30,0,14,17,0,13,14,000000
398,9475,┃,0,15,18,14,17,0,13,14,000000
399,9484,┌,0,90,1013,14,10,0,6,14,000000
400,9487,┏,1,975,229,14,11,0,7,14,000000
401,9488,┐,1,402,806,14,10,0,6,14,000000
402,9491,┓,1,435,769,14,11,0,7,14,000000
403,9492,└,0,30,251,14,16,0,13,14,000000
404,9495,┗,0,0,36,14,17,0,13,14,000000
405,9496,┘,0,45,0,14,17,0,13,14,000000
406,9499,┛,0,30,18,14,17,0,13,14,000000
407,9500,├,0,15,36,14,17,0,13,14,000000
408,9501,┝,0,0,54,14,17,0,13,14,000000
409,9504,┠,0,60,0,14,17,0,13,14,000000
410,9507,┣,0,45,18,14,17,0,13,14,000000
411,9508,┤,0,30,36,14,17,0,13,14,000000
412,9509,┥,0,15,54,14,17,0,13,14,000000
413,9512,┨,0,0,72,14,17,0,13,14,000000
414,9515,┫,0,75,0,14,17,0,13,14,000000
415,9516,┬,1,899,314,14,10,0,6,14,000000
416,9519,┯,1,690,514,14,11,0,7,14,000000
417,9520,┰,1,465,749,14,10,0,6,14,000000
418,9523,┳,1,945,259,14,11,0,7,14,000000
419,9524,┴,0,60,18,14,17,0,13,14,000000
420,9527,┷,0,45,36,14,17,0,13,14,000000
421,9528,┸,0,30,54,14,17,0,13,14,000000
422,9531,┻,0,15,72,14,17,0,13,14,000000
423,9532,┼,0,0,90,14,17,0,13,14,000000
424,9535,┿,0,90,0,14,17,0,13,14,000000
425,9538,╂,0,75,18,14,17,0,13,14,000000
426,9547,╋,0,60,36,14,17,0,13,14,000000
427,9632,■,0,120,161,14,16,0,12,14,000000
428,9633,□,0,210,71,14,16,0,12,14,000000
429,9650,▲,1,945,217,14,14,0,10,14,000000
430,9651,△,1,300,863,14,14,0,10,14,000000
431,9660,▼,1,555,608,14,14,0,10,14,000000
432,9661,▽,1,810,353,14,14,0,10,14,000000
433,9670,◆,0,45,54,14,17,0,13,14,000000
434,9671,◇,0,30,72,14,17,0,13,14,000000
435,9675,○,0,15,269,14,16,0,12,14,000000
436,9678,◎,0,105,179,14,16,0,12,14,000000
437,9679,●,0,195,89,14,16,0,12,14,000000
438,9711,◯,0,15,90,14,17,0,13,14,000000
439,9733,★,0,105,0,14,17,0,13,14,000000
440,9734,☆,0,0,108,14,17,0,13,14,000000
441,9792,♀,0,285,0,14,16,0,12,14,000000
442,9794,♂,1,975,135,14,15,0,11,14,000000
443,9834,♪,0,0,287,14,16,0,12,14,000000
444,9837,♭,0,90,197,14,16,0,12,14,000000
445,9839,♯,0,180,107,14,16,0,12,14,000000
446,12288,　,0,1022,32,1,1,0,14,14,000000
447,12289,、,1,411,817,14,7,0,3,14,000000
448,12290,。,1,677,547,14,7,0,3,14,000000
449,12291,〃,1,165,999,14,14,0,10,14,000000
450,12293,々,1,330,781,14,15,0,11,14,000000
451,12294,〆,1,585,526,14,15,0,11,14,000000
452,12295,〇,0,270,17,14,16,0,12,14,000000
453,12296,〈,0,90,18,14,17,0,13,14,000000
454,12297,〉,0,75,36,14,17,0,13,14,000000
455,12298,《,0,60,54,14,17,0,13,14,000000
456,12299,》,0,45,72,14,17,0,13,14,000000
457,12300,「,0,74,215,14,16,0,12,14,000000
458,12301,」,1,465,710,14,13,0,9,14,000000
459,12302,『,0,164,125,14,16,0,12,14,000000
460,12303,』,1,195,980,14,13,0,9,14,000000
461,12304,【,0,30,90,14,17,0,13,14,000000
462,12305,】,0,120,0,14,17,0,13,14,000000
463,12306,〒,1,840,271,14,15,0,11,14,000000
464,12307,〓,0,255,35,14,16,0,12,14,000000
465,12308,〔,0,15,108,14,17,0,13,14,000000
466,12309,〕,0,105,18,14,17,0,13,14,000000
467,12353,ぁ,1,450,725,14,13,0,9,14,000000
468,12354,あ,0,240,54,14,16,0,12,14,000000
469,12355,ぃ,1,300,892,14,12,0,8,14,000000
470,12356,い,1,420,744,14,14,0,10,14,000000
471,12357,ぅ,1,705,470,14,13,0,9,14,000000
472,12358,う,1,195,917,14,15,0,11,14,000000
473,12359,ぇ,1,960,215,14,13,0,9,14,000000
474,12360,え,0,225,70,14,16,0,12,14,000000
475,12361,ぉ,1,315,861,14,13,0,9,14,000000
476,12362,お,0,60,234,14,16,0,12,14,000000
477,12363,か,0,150,144,14,16,0,12,14,000000
478,12364,が,0,45,252,14,16,0,12,14,000000
479,12365,き,0,135,162,14,16,0,12,14,000000
480,12366,ぎ,0,30,268,14,16,0,12,14,000000
481,12367,く,0,120,178,14,16,0,12,14,000000
482,12368,ぐ,0,210,88,14,16,0,12,14,000000
483,12369,け,1,450,662,14,15,0,11,14,000000
484,12370,げ,0,300,0,14,16,0,12,14,000000
485,12371,こ,1,675,489,14,14,0,10,14,000000
486,12372,ご,0,15,286,14,16,0,12,14,000000
487,12373,さ,0,105,196,14,16,0,12,14,000000
488,12374,ざ,0,195,106,14,16,0,12,14,000000
489,12375,し,1,705,407,14,15,0,11,14,000000
490,12376,じ,1,960,152,14,15,0,11,14,000000
491,12377,す,0,285,17,14,16,0,12,14,000000
492,12378,ず,0,0,304,14,16,0,12,14,000000
493,12379,せ,1,315,798,14,15,0,11,14,000000
494,12380,ぜ,0,89,214,14,16,0,12,14,000000
495,12381,そ,1,570,543,14,15,0,11,14,000000
496,12382,ぞ,0,179,124,14,16,0,12,14,000000
497,12383,た,0,270,34,14,16,0,12,14,000000
498,12384,だ,0,255,52,14,16,0,12,14,000000
499,12385,ち,0,75,232,14,16,0,12,14,000000
500,12386,ぢ,0,165,142,14,16,0,12,14,000000
501,12387,っ,1,345,859,14,11,0,7,14,000000
502,12388,つ,1,570,606,14,13,0,9,14,000000
503,12389,づ,0,240,71,14,16,0,12,14,000000
504,12390,て,1,930,234,14,14,0,10,14,000000
505,12391,で,1,285,880,14,14,0,10,14,000000
506,12392,と,0,60,251,14,16,0,12,14,000000
507,12393,ど,0,150,161,14,16,0,12,14,000000
508,12394,な,0,225,87,14,16,0,12,14,000000
509,12395,に,1,825,288,14,15,0,11,14,000000
510,12396,ぬ,0,45,269,14,16,0,12,14,000000
511,12397,ね,0,135,179,14,16,0,12,14,000000
512,12398,の,1,540,625,14,14,0,10,14,000000
513,12399,は,1,180,934,14,15,0,11,14,000000
514,12400,ば,0,30,285,14,16,0,12,14,000000
515,12401,ぱ,0,120,195,14,16,0,12,14,000000
516,12402,ひ,1,435,679,14,15,0,11,14,000000
517,12403,び,0,210,105,14,16,0,12,14,000000
518,12404,ぴ,0,315,0,14,16,0,12,14,000000
519,12405,ふ,1,690,424,14,15,0,11,14,000000
520,12406,ぶ,0,300,17,14,16,0,12,14,000000
521,12407,ぷ,0,15,303,14,16,0,12,14,000000
522,12408,へ,1,825,351,14,13,0,9,14,000000
523,12409,べ,1,945,169,14,15,0,11,14,000000
524,12410,ぺ,1,300,815,14,15,0,11,14,000000
525,12411,ほ,1,555,560,14,15,0,11,14,000000
526,12412,ぼ,0,0,126,14,17,0,13,14,000000
527,12413,ぽ,0,105,213,14,16,0,12,14,000000
528,12414,ま,0,195,123,14,16,0,12,14,000000
