file,index,label,TR_Turkish,QA_Note
CheckSaveData.csv,0,CreateFile,"⟦MSBT:0E00000003000400FF4600FF⟧Kayıt verisi⟦MSBT:0E00000003000400000000FF⟧ oluşturuluyor.
Lütfen bekleyin.",
CheckSaveData.csv,1,CreateFileSuccess,⟦MSBT:0E00000003000400FF4600FF⟧Kayıt verisi⟦MSBT:0E00000003000400000000FF⟧ oluşturuldu.,
CheckSaveData.csv,2,RecreateFile,"⟦MSBT:0E00000003000400FF4600FF⟧Kayıt verisi⟦MSBT:0E00000003000400000000FF⟧
yeniden oluşturuluyor.
Lütfen bekleyin.",
CheckSaveData.csv,3,RepairData,"⟦MSBT:0E00000003000400FF4600FF⟧Kayıt verisi⟦MSBT:0E00000003000400000000FF⟧ bozuk.
Yeni veri oluşturuluyor...",
CheckSaveData.csv,4,ErrorOccured,Bir ⟦MSBT:0E00000003000400FF4600FF⟧hata⟦MSBT:0E00000003000400000000FF⟧ oluştu.,
CheckSaveData.csv,5,IsExecFormat,"⟦MSBT:0E00000003000400FF4B32FF⟧Kayıt verisi⟦MSBT:0E00000003000400000000FF⟧ yeniden
oluşturulsun mu?",
CheckSaveData.csv,6,MiiDBFormatted,"⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF4B32FF⟧Mii Oluşturucu⟦MSBT:0E00000003000400000000FF⟧ için ⟦MSBT:0E00000003000400FF4B32FF⟧kayıt verisi⟦MSBT:0E00000003000400000000FF⟧
bozuktu. Yeni veri
oluşturuldu.⟦MSBT:0E000000020002006400⟧",
CommonUI.csv,0,DialogYes,Evet,
CommonUI.csv,1,DialogNo,Hayır,
CommonUI.csv,2,DialogOK,Tamam,
CommonUI.csv,3,SaveInfoMessage,⟦MSBT:0E000000020002004400⟧Kaydediliyor...⟦MSBT:0E000000020002006400⟧,
CommonUI.csv,4,TitleRights,"©2016 HAL Laboratory, Inc. / Nintendo",
CommonUI.csv,5,SkipText,ATLA,
CommonUI.csv,6,CompleteOKButtonText,Tamam,
Confetti.csv,0,TitleStart,Başla,
Confetti.csv,1,TitleBack,Çık,
Confetti.csv,2,LevelSelectCloseButton,⟦MSBT:0E000000020002005000⟧Kapat⟦MSBT:0E000000020002006400⟧,
Confetti.csv,3,LevelSelectUpHeader,Seviye Seçimi,
Confetti.csv,4,LevelSelectUpProd,⟦MSBT:0E000000020002005A00⟧Başlamak için Warp Yıldızı'na bin!⟦MSBT:0E000000020002006400⟧,
Confetti.csv,5,LevelSelectUpUnlock,⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E00020002000000⟧⟦MSBT:0E00000003000400000000FF⟧ açıldı!,
Confetti.csv,6,StageNameLevel1,Seviye 1,
Confetti.csv,7,StageNameLevel2,Seviye 2,
Confetti.csv,8,StageNameLevel3,Seviye 3,
Confetti.csv,9,RankWindowLevel1,Seviye 1,
Confetti.csv,10,RankWindowLevel2,Seviye 2,
Confetti.csv,11,RankWindowLevel3,Seviye 3,
Confetti.csv,12,LevelSelectLoHeader,Kontroller,
Confetti.csv,13,LevelSelectLoOpMove,⟦MSBT:0E000000020002005500⟧Hareket⟦MSBT:0E000000020002006400⟧,
Confetti.csv,14,LevelSelectLoOpTurn,Döndür,
Confetti.csv,15,LevelSelectLoOpSwallow,Yut,
Confetti.csv,16,LevelSelectLoOpSquat,Çömel,
Confetti.csv,17,LevelSelectLoOpHover,Süzül,
Confetti.csv,18,LevelSelectLoOpJump,Zıpla,
Confetti.csv,19,LevelSelectLoOpInhale,⟦MSBT:0E000000020002005500⟧İçine Çek⟦MSBT:0E000000020002006400⟧,
Confetti.csv,20,LevelSelectLoOpVomit,Tükür,
Confetti.csv,21,LevelSelectLoOpAirBall,⟦MSBT:0E000000020002004B00⟧Hava Mermisi⟦MSBT:0E000000020002006400⟧,
Confetti.csv,22,LevelSelectLoToTitle,Başlığa,
Confetti.csv,23,LevelSelectLoCancel,Geri,
Confetti.csv,24,LevelSelectLoDecide,Başla,
Confetti.csv,25,TutorialButtonTitle,Eğitim,
Confetti.csv,26,CloseButtonTitle,Geri,
Confetti.csv,27,HeaderLevel1,1 - ⟦MSBT:0E00020001000000⟧,
Confetti.csv,28,HeaderLevel2,2 - ⟦MSBT:0E00020001000000⟧,
Confetti.csv,29,HeaderLevel3,3 - ⟦MSBT:0E00020001000000⟧,
Confetti.csv,30,HighScore,Rekor,
Confetti.csv,31,PauseButtonTitle,Mola,
Confetti.csv,32,PauseScreenText,Mola,
Confetti.csv,33,LevelSelectButtonTitlePause,Çık,
Confetti.csv,34,RetryButtonTitlePause,Baştan,
Confetti.csv,35,PauseConfirmLevelSelect,"⟦MSBT:0E00000003000400FF4B32FF⟧Oyundan çıkıp⟦MSBT:0E00000003000400000000FF⟧
seviye seçimine dönmek
istiyor musun?",
Confetti.csv,36,PauseConfirmRetry,"Baştan denemek
istiyor musun?",
Confetti.csv,37,BonusNameTime,Süre Bonusu,
Confetti.csv,38,BonusNameNoDamage,Hasarsız,
Confetti.csv,39,BonusNameSpeed,Hızlı Bitir,
Confetti.csv,40,BonusNameCoinComp,Tüm Paralar,
Confetti.csv,41,BonusNameFullCombo,⟦MSBT:0E000000020002005500⟧Mükemmel Kombo⟦MSBT:0E000000020002006400⟧,
Confetti.csv,42,ResultClearTimeText,Süre,
Confetti.csv,43,ResultMaxComboText,En İyi Kombo,
Confetti.csv,44,ResultRankingBtnText,⟦MSBT:0E00010002000000⟧ Sıralama,
Confetti.csv,45,ResultBackBtnText,⟦MSBT:0E00010002000000⟧ Geri,
Confetti.csv,46,ResultBonusNoDamageText,Hasarsız,
Confetti.csv,47,ResultBonusSpeedText,"Hızlı
Bitir",
Confetti.csv,48,ResultBonusCoinCompText,"Tüm
Paralar",
Confetti.csv,49,ResultBonusFullComboText,"⟦MSBT:0E000000020002005A00⟧Tüm
Kombolar⟦MSBT:0E000000020002006400⟧",
Confetti.csv,50,LevelSelectButtonTitle,Seviye Seç,
Confetti.csv,51,RetryButtonTitle,Tekrar,
Confetti.csv,52,DialogYes,Evet,
Confetti.csv,53,DialogNo,Hayır,
Confetti.csv,54,DialogOK,Tamam,
Confetti.csv,55,TutorialHeaderText,Eğitim,
Confetti.csv,56,TutorialOkBtn,⟦MSBT:0E000000020002004600⟧Tamam⟦MSBT:0E000000020002006400⟧,
Confetti.csv,57,TutorialPageNum,⟦MSBT:0E00020001000000⟧,
Confetti.csv,58,TutorialPageNumSlash,/,
Confetti.csv,59,TutorialPageNumMax,⟦MSBT:0E00020001000000⟧,
Confetti.csv,60,TutorialPage1Caption1,Kirby 3D'de!,
Confetti.csv,61,TutorialPage1,"⟦MSBT:0E000000020002005A00⟧Düşmanları ⟦MSBT:0E00000003000400FF4B32FF⟧3D etaplarda⟦MSBT:0E00000003000400000000FF⟧ yen
ve ⟦MSBT:0E00000003000400FF4B32FF⟧en yüksek puanı⟦MSBT:0E00000003000400000000FF⟧
hedefle!⟦MSBT:0E000000020002006400⟧",
Confetti.csv,62,TutorialPage2Caption1,İçine Çek!,
Confetti.csv,63,TutorialPage2Caption1-2,Dön ve içine çek!,
Confetti.csv,64,TutorialPage2Caption2,Tükür!,
Confetti.csv,65,TutorialPage2Caption2-2,Dön ve tükür!,
Confetti.csv,66,TutorialPage2,"⟦MSBT:0E00010001000000⟧ ile ⟦MSBT:0E00000003000400FF4600FF⟧içine çek⟦MSBT:0E00000003000400000000FF⟧/⟦MSBT:0E00000003000400FF4600FF⟧tükür⟦MSBT:0E00000003000400000000FF⟧!
⟦MSBT:0E00010001000000⟧'yı basılı tutup ⟦MSBT:0E00010014000000⟧ ile
⟦MSBT:0E00000003000400FF4600FF⟧nişan al⟦MSBT:0E00000003000400000000FF⟧!",
Confetti.csv,67,TutorialPage3Caption1,İçine çektiklerini yut!,
Confetti.csv,68,TutorialPage3,"⟦MSBT:0E00010004000000⟧ veya ⟦MSBT:0E00010005000000⟧ ile
⟦MSBT:0E00000003000400FF4600FF⟧çömel⟦MSBT:0E00000003000400000000FF⟧. Bir nesneyi
çektikten sonra çömelip
⟦MSBT:0E00000003000400FF4600FF⟧onu yut⟦MSBT:0E00000003000400000000FF⟧!",
Confetti.csv,69,TutorialPage4Caption1,Kombo için çok düşman devir!,
Confetti.csv,70,TutorialPage4,"⟦MSBT:0E00000003000400FF4600FF⟧Kombolar⟦MSBT:0E00000003000400000000FF⟧ yaparak
⟦MSBT:0E00000003000400FF4600FF⟧puanını⟦MSBT:0E00000003000400000000FF⟧ yükselt!",
Confetti.csv,71,TutorialPage4Attention,Yıldız mermilerini ⟦MSBT:0E00000003000400FF4600FF⟧ıskalama⟦MSBT:0E00000003000400000000FF⟧!,
Confetti.csv,72,TutorialPage5Caption1,Mermiyle düşmanları devir!,
Confetti.csv,73,TutorialPage5,"⟦MSBT:0E00000003000400FF4600FF⟧Delici mermiyle⟦MSBT:0E00000003000400000000FF⟧ bir sürü
düşmanı devirip ⟦MSBT:0E00000003000400FF4600FF⟧puanını
uçur⟦MSBT:0E00000003000400000000FF⟧!",
Demo.csv,0,UnknownName,???,
Demo.csv,1,SusieName,Susie,
Demo.csv,2,HartmannName,Bşk. Haltmann,
Demo.csv,3,StarDreamName,⟦MSBT:0E000000020002005F00⟧Yıldız Rüyası⟦MSBT:0E000000020002006400⟧,
Demo.csv,4,Boss03AppearSusieSerif01,"Heehee...⟦MSBT:0E00000004000000⟧Buralarda bir yerli
göreceğimi sanmazdım...",
Demo.csv,5,Boss03AppearSusieSerif02,"Kusura bakma. Kendimi tanıtayım.⟦MSBT:0E00000004000000⟧Adım ⟦MSBT:0E00030003000000⟧⟦MSBT:0E00000003000400FF4B32FF⟧Susie⟦MSBT:0E00000003000400000000FF⟧,
⟦MSBT:0E00000003000400FF4B32FF⟧Haltmann Şirketi⟦MSBT:0E00000003000400000000FF⟧ yönetici asistanıyım.",
Demo.csv,6,Boss03AppearSusieSerif03,Tanıştığıma memnun oldum.,
Demo.csv,7,Boss03AppearSusieSerif04,"Şu gezegene bak.⟦MSBT:0E00000004000000⟧Temiz hava, taze su...⟦MSBT:0E00000004000000⟧Burada bol doğal kaynak
var.",
Demo.csv,8,Boss03AppearSusieSerif05,"Ama bu dünyada yaşayanlar
bu zenginliği cepte sanıyor.",
Demo.csv,9,Boss03AppearSusieSerif06,"Yazık, ama neyse...",
Demo.csv,10,Boss03AppearSusieSerif07,"“⟦MSBT:0E00000003000400FF4B32FF⟧Mekanik İşgal Projesi⟦MSBT:0E00000003000400000000FF⟧”
tam gaz ilerliyor...",
Demo.csv,11,Boss03AppearSusieSerif08,"ve halkın ne yazık ki...
engel olarak belirlendi.",
Demo.csv,12,Boss03AppearSusieSerif09,"En içten taziyelerim. Bunca yolu
geldiğin için üzgünüm...⟦MSBT:0E00000004000000⟧ama korkarım...",
Demo.csv,13,Boss03AppearSusieSerif10,⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00030001000000⟧yok edilmelisin!⟦MSBT:0E00030002000000⟧⟦MSBT:0E000000020002006400⟧,
Demo.csv,14,Boss04AppearSusieSerif01,"Yüce⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ ona taparız,⟦MSBT:0E00000004000000⟧Yüce⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ ona taparız!⟦MSBT:0E00000004000000⟧Her gün⟦MSBT:0E00030003000000⟧ ona⟦MSBT:0E00030003000000⟧ şan dileriz!",
Demo.csv,15,Boss04AppearSusieSerif02,"Ah!
Affedersin.⟦MSBT:0E00000004000000⟧Bu, şirketimizin harika
marşıydı: “⟦MSBT:0E00000003000400FF4B32FF⟧Yüce Haltmann⟦MSBT:0E00000003000400000000FF⟧”.⟦MSBT:0E00000004000000⟧Bazen fark etmeden
yüksek sesle söylüyorum. Çok akılda kalıcı!",
Demo.csv,16,Boss04AppearSusieSerif03,"Her neyse, doğrusu,
seni tekrar görmek güzel.",
Demo.csv,17,Boss04AppearSusieSerif04,"Ben Susie'yim; ama
beni hatırlıyorsundur.",
Demo.csv,18,Boss04AppearSusieSerif05,"Sana bir hikâye anlatayım.⟦MSBT:0E00000004000000⟧Yakın zamanda beni çok
etkileyen biriyle tanıştım.",
Demo.csv,19,Boss04AppearSusieSerif06,"Güçlü ve özgüvenliydi...
En üst düzey bir şövalye.⟦MSBT:0E00000004000000⟧Çok etkilendim... ⟦MSBT:0E00000004000000⟧Onu baştan aşağı yeniledim!",
Demo.csv,20,Boss04AppearSusieSerif07,"Ve onu
güvenlik görevlisi yaptım!",
Demo.csv,21,Boss04AppearSusieSerif08,"Heehee! Acaba
ona ne diyeceksin?⟦MSBT:0E00000004000000⟧Tanıtayım...⟦MSBT:0E00000004000000⟧⟦MSBT:0E00030003000000⟧Model #M-7110.
⟦MSBT:0E00000003000400FF4B32FF⟧Meka Knight⟦MSBT:0E00000003000400000000FF⟧...",
Demo.csv,22,Boss04AppearSusieSerif09,⟦MSBT:0E00030001000000⟧⟦MSBT:0E000000020002009600⟧SALDIR!⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00030002000000⟧,
Demo.csv,23,Boss05AppearSusieSerif01,"Yalvarırız,⟦MSBT:0E00030003000000⟧ sevgili Haltmann!⟦MSBT:0E00000004000000⟧Yalvarırız,⟦MSBT:0E00030003000000⟧ sevgili Haltmann!⟦MSBT:0E00000004000000⟧İşimizi kutsayın,⟦MSBT:0E00030003000000⟧⟦MSBT:0E00030003000000⟧ huzurla kalın!",
Demo.csv,24,Boss05AppearSusieSerif02,"Ah, merhaba!
Yine karşılaştık.⟦MSBT:0E00000004000000⟧⟦MSBT:0E00030003000000⟧Eminim beni hatırlıyorsun.
⟦MSBT:0E00030003000000⟧Susie? Çekici sekreter? Evet?",
Demo.csv,25,Boss05AppearSusieSerif04,"Neyse, az önce gerçekten
şaşırdım.⟦MSBT:0E00000004000000⟧⟦MSBT:0E00030003000000⟧Meka Knight'ımı hurdaya çevirdin.",
Demo.csv,26,Boss05AppearSusieSerif06,...Hmph.⟦MSBT:0E00000004000000⟧⟦MSBT:0E000000020002004B00⟧Demek Ana Bilgisayar da kusursuz değil...⟦MSBT:0E000000020002006400⟧,
Demo.csv,27,Boss05AppearSusieSerif07,"Ama merak etme! Sıradaki
ajan isyanını ezer.",
Demo.csv,28,Boss05AppearSusieSerif08,"En yeni
nanogenetik teknolojiyle yaratıldı.⟦MSBT:0E00000004000000⟧⟦MSBT:0E00030003000000⟧Acımasız. ⟦MSBT:0E00030003000000⟧Azimli.
⟦MSBT:0E00030003000000⟧O... kraliyet ölçüsünde bir klon!",
Demo.csv,29,Boss05AppearSusieSerif10,"Heehee!⟦MSBT:0E00000004000000⟧⟦MSBT:0E00030003000000⟧Ve belli ki sana
ezelden beri kinli!",
Demo.csv,30,Boss05AppearSusieSerif11,Hazır ol...,
Demo.csv,31,Boss05AppearSusieSerif12,"Model #D-0030⟦MSBT:0E00030003000000⟧
⟦MSBT:0E00030000000000⟧⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00000003000400FF4B32FF⟧Dedede Klonu!⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧",
Demo.csv,32,Boss05AppearSusieSerif13,"Şu küçük pembe belayı görüyor musun?⟦MSBT:0E00030003000000⟧
⟦MSBT:0E00030000000000⟧Yok et!",
Demo.csv,33,Boss06FirstAppearSusieSerif01,"Burası Haltmann Şirketi'nin
genel merkezi.⟦MSBT:0E00000004000000⟧Şirketin kalbi burası.",
Demo.csv,34,Boss06FirstAppearSusieSerif02,"Ve sen de buradasın,
sanki kendi evinmiş gibi...",
Demo.csv,35,Boss06FirstAppearSusieSerif03,"Siz yerlilere
görgü öğretmek gerek!",
Demo.csv,36,Boss06FirstAppearSusieSerif04,"Biliyor musun, bu şirkette en sevdiğim şey
düzen ve denetim.",
Demo.csv,37,Boss06FirstAppearSusieSerif05,"Kusursuz düzenli bir yaşamın
keyfini anlayamazsın.",
Demo.csv,38,Boss06FirstAppearSusieSerif06,"Bugün sana
özel bir şeyim var.",
Demo.csv,39,Boss06FirstAppearSusieSerif07,"Üretim bandından yeni çıkmış
en yeni ürünümüze bak!",
Demo.csv,40,Boss06FirstAppearSusieSerif08,"En yeni teknolojiyle
tamamen güncellendi.⟦MSBT:0E00000004000000⟧Şarj olmadan
24 saat çalışır...⟦MSBT:0E00000004000000⟧Acımasız bir
dövüş makinesi olarak programlandı.⟦MSBT:0E00000004000000⟧⟦MSBT:0E00030003000000⟧Biz ona ⟦MSBT:0E00000003000400FF4B32FF⟧Meka Knight+⟦MSBT:0E00000003000400000000FF⟧ diyoruz!⟦MSBT:0E00000004000000⟧Umarım seversin.
İyi günler! Bay bay!",
Demo.csv,41,Boss06LastAppearSusieSerif01,"Olamaz...
Hayır... İmkânsız!",
Demo.csv,42,Boss06LastAppearSusieSerif02,"Ana Bilgisayar'ın geliştirdiği makine
iki kez... yenildi...!",
Demo.csv,43,Boss06LastAppearSusieSerif03,"Sanırım işi
kendi ellerime alma zamanı!",
Demo.csv,44,Boss06LastAppearHartmannSerif04,"Yeter, Susie.",
Demo.csv,45,Boss06LastAppearSusieSerif05,A-ama efendim...,
Demo.csv,46,Boss06LastAppearHartmannSerif06,"Merhaba. Sekreterimle
ilgilendiğin için teşekkür ederim.",
Demo.csv,47,Boss06LastAppearHartmannSerif07,"Susie, görevden alındın.
Burada işin bitti.",
Demo.csv,48,Boss06LastAppearHartmannSerif08,Şimdi çekilebilirsin.,
Demo.csv,49,Boss06LastAppearSusieSerif09,"...Evet, efendim.",
Demo.csv,50,Boss06LastAppearHartmannSerif10,Pekâlâ.,
Demo.csv,51,Boss06LastAppearHartmannSerif11,"Ben Haltmann Şirketi'nin
başkanı ve CEO'suyum.⟦MSBT:0E00000004000000⟧Astlarım bana...",
Demo.csv,52,Boss06LastAppearHartmannSerif12,⟦MSBT:0E00000003000400FF4B32FF⟧Başkan Haltmann⟦MSBT:0E00000003000400000000FF⟧.,
Demo.csv,53,Boss06LastAppearHartmannSerif13,"Yerli pembe yaratık!
Şuna bak!",
Demo.csv,54,Boss06LastAppearHartmannSerif14,"İnanılmaz!
⟦MSBT:0E00030003000000⟧Evet. ⟦MSBT:0E00030003000000⟧Bu ⟦MSBT:0E00030003000000⟧gerçekten ⟦MSBT:0E00030003000000⟧harika!",
Demo.csv,55,Boss06LastAppearHartmannSerif15,"Bilinen evrendeki en ileri
uygarlıkları analiz ettik.⟦MSBT:0E00000004000000⟧Ve bu bilgiyle,
bunu yeniden etkinleştirdik...",
Demo.csv,56,Boss06LastAppearHartmannSerif16,"Ana bilgisayar...
⟦MSBT:0E00000003000400FF4B32FF⟧Yıldız Rüyası⟦MSBT:0E00000003000400000000FF⟧.",
Demo.csv,57,Boss06LastAppearHartmannSerif17,"Yani!
⟦MSBT:0E00030003000000⟧İzin ⟦MSBT:0E00030003000000⟧ver ⟦MSBT:0E00030003000000⟧de ⟦MSBT:0E00030003000000⟧açıklayayım.",
Demo.csv,58,Boss06LastAppearHartmannSerif18,"Yıldız Rüyası'nın hazırladığı iş
planına göre...",
Demo.csv,59,Boss06LastAppearHartmannSerif19,Bugün itibarıyla...,
Demo.csv,60,Boss06LastAppearHartmannSerif20,⟦MSBT:0E00030001000000⟧⟦MSBT:0E000000020002008200⟧işin bitti!⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00030002000000⟧,
Demo.csv,61,Boss06LastDeadHartmannSerif001,Ugh...,
Demo.csv,62,Boss06LastDeadHartmannSerif002,"Siz! Nankör yerliler,
haddinizi bilmelisiniz!",
Demo.csv,63,Boss06LastDeadHartmannSerif003,"⟦MSBT:0E00030003000000⟧Vahşi! ⟦MSBT:0E00030003000000⟧Vahşi!
⟦MSBT:0E00030003000000⟧Vahşi! ⟦MSBT:0E00030003000000⟧Vahşi!",
Demo.csv,64,Boss06LastDeadHartmannSerif004,⟦MSBT:0E000000020002007800⟧Hepiniz vahşisiniz!⟦MSBT:0E000000020002006400⟧,
Demo.csv,65,Boss06LastDeadHartmannSerif005,Küstahlığın cezasız kalmayacak!,
Demo.csv,66,Boss06LastDeadHartmannSerif006,"Şimdi var olan en güçlü makine
Yıldız Rüyası'nı etkinleştireceğim.",
Demo.csv,67,Boss06LastDeadHartmannSerif007,Ve siz pis yerliler...,
Demo.csv,68,Boss06LastDeadHartmannSerif008,⟦MSBT:0E000000020002007300⟧yok edileceksiniz!⟦MSBT:0E000000020002006400⟧,
Demo.csv,69,Boss06LastDeadHartmannSerif101,Ne?!,
Demo.csv,70,Boss06LastDeadHartmannSerif102,"Sen! Susie!
Ne yaptın...?!",
Demo.csv,71,Boss06LastDeadHartmannSerif103,"Ben... kontrol...
edemiyorum...",
Demo.csv,72,Boss06LastDeadSusieSerif201,Evet!⟦MSBT:0E00000004000000⟧Bugün hiç gelmez sandım!,
Demo.csv,73,Boss06LastDeadSusieSerif202,"Yıldız Rüyası artık
benim, Bay Haltmann.⟦MSBT:0E00000004000000⟧Ona çok
alıcı bulacağımdan eminim.",
Demo.csv,74,Boss06LastDeadSusieSerif203,"Hee!
Nasılım?⟦MSBT:0E00000004000000⟧Havalı bir şirket
casusu gibi, değil mi?",
Demo.csv,75,Boss06LastDeadSusieSerif204,⟦MSBT:0E000000020002004B00⟧Muhtemelen ne dediğimi anlamıyorsun...⟦MSBT:0E000000020002006400⟧,
Demo.csv,76,Boss06LastDeadSusieSerif205,Önemi yok.⟦MSBT:0E00000004000000⟧Tek ihtiyacım Program Denetleyicisi...,
Demo.csv,77,Boss06LastDeadSusieSerif206,"Zavallı Yıldız Rüyası!⟦MSBT:0E00000004000000⟧Tüm veritabanın
yakında benim!",
Demo.csv,78,Boss06LastDeadSusieSerif207,Aaaaaaaaa!,
Demo.csv,79,Boss06LastDeadStarDreamSerif301,Bip bip bop...⟦MSBT:0E00000004000000⟧Ben...bu...şey...yim...,
Demo.csv,80,Boss06LastDeadStarDreamSerif302,"...sonsuz...işletim...sis...
⟦MSBT:0E00000003000400FF4B32FF⟧Yıldız Rüyası⟦MSBT:0E00000003000400000000FF⟧...",
Demo.csv,81,Boss06LastDeadStarDreamSerif303,"Sözdizimi hatası...
Ben...⟦MSBT:0E00000003000400FF4B32FF⟧Haltmann⟦MSBT:0E00000003000400000000FF⟧...?",
Demo.csv,82,Boss06LastDeadStarDreamSerif304,"İlgisiz hata üzerine yazılıyor...
Lütfen bekleyin...",
Demo.csv,83,Boss06LastDeadStarDreamSerif305,"Bip bop...
⟦MSBT:0E00030003000000⟧...Ö...höm.",
Demo.csv,84,Boss06LastDeadStarDreamSerif306,"Bu... organik bedenle...
Tüm yaşamı... inceledim.",
Demo.csv,85,Boss06LastDeadStarDreamSerif307,"Bu şirketin ⟦MSBT:0E00000003000400FF4B32FF⟧hedefi⟦MSBT:0E00000003000400000000FF⟧
her zaman refah oldu.",
