index,label,English,French,German,Italian,Spanish,Turkish
55,st_ghost,ghost costume,costume de fantôme,Geisterkostüm,costume da spettro,disfraz de fantasma,hayalet kostümü
56,st_guardsman,guardsman uniform,uniforme de garde,Gardistenuniform,divisa da guardia reale,uniforme de guardia real,kraliyet muhafızı üniforması
57,st_kilt,highland outfit,costume écossais,Kilt,completo scozzese,traje de escocés,İskoç kıyafeti
58,st_american_football_referee,referee uniform,tenue d'arbitre,Football-Schirioutfit,uniforme da arbitro,uniforme de árbitro,hakem üniforması
59,st_sailor2,sailor outfit,costume de marin,Seemanns-Outfit,uniforme da marinaio,uniforme de marinero,denizci kıyafeti
60,st_wizard2,wizard outfit,costume de magicien,Magierrobe,completo da stregone,disfraz de mago,büyücü kıyafeti
61,st_gladiator,gladiator armour,costume de gladiateur,Gladiatorrüstung,armatura da gladiatore,disfraz de gladiador,gladyatör zırhı
62,st_napoleon,Napoleonic uniform,costume napoléonien,Napoleon-Uniform,uniforme napoleonica,disfraz napoleónico,Napolyon dönemi üniforması
63,st_viking,Viking costume,costume de Viking,Wikingerkostüm,costume da vichingo,disfraz de vikingo,Viking kostümü
64,st_bavarian,Bavarian outfit,costume bavarois,Lederhose,completo bavarese,traje tirolés,Bavyera kıyafeti
65,st_antique_military_outfit,colonial uniform,uniforme XVIIIe,Kolonialuniform,uniforme coloniale,disfraz de colono,sömürge dönemi üniforması
66,st_uncle_sam_suit,Uncle Sam costume,costume d'oncle Sam,Uncle-Sam-Kostüm,costume da Zio Sam,traje del tío Sam,Sam Amca kostümü
67,st_riding_costume,showjumping outfit,tenue d'équitation,Jockey-Outfit,completo da equitazione,traje de jinete,binicilik kıyafeti
68,st_flapper_dress,flapper outfit,tenue années folles,Wilde-Zwanziger-Kleid,abito da ragazza anni '20,vestido años veinte,1920’ler flapper kıyafeti
69,st_samba_dancer,samba outfit,tenue de samba,Sambakleid,abito da samba,vestido de samba,samba kıyafeti
70,st_american_football,American football uniform,tenue de foot américain,Football-Outfit,completo da football,traje fútbol americano,Amerikan futbolu üniforması
71,st_banana ,banana costume,costume de banane,Bananenkostüm,costume da banana,disfraz de plátano,muz kostümü
72,st_hot_dog,hot dog costume,costume de hot-dog,Hotdog-Kostüm,costume da hot dog,disfraz perrito caliente,sosisli kostümü
73,st_gnome,gnome costume,costume de lutin,Zwergenkostüm,costume da gnomo,disfraz de gnomo,cüce kostümü
74,st_eskimo,Eskimo clothes,costume d'Inuit,Eskimokleidung,costume da eschimese,traje de esquimal,Eskimo kıyafeti
75,st_pharaoh,pharaoh costume,costume de pharaon,Pharao-Kostüm,costume da faraone,disfraz de faraón,firavun kostümü
76,st_ladybug,ladybird costume,costume de coccinelle,Marienkäfer-Kostüm,costume da coccinella,disfraz de mariquita,uğur böceği kostümü
77,st_expedition,safari outfit,tenue de safari,Safarikleidung,completo da safari,traje de safari,safari kıyafeti
