index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
23,0x0741,Dark Pit,Pit maléfique,Finsterer Pit,Pit oscuro,de Pit Sombrío,ブラックピット,Dark Pit,Pit maléfique,de Pit Sombrío,Karanlık Pit,
24,0x0742,Palutena,Palutena,Palutena,Palutena,de Palutena,パルテナ,Palutena,Paluténa,de Palutena,Palutena,
25,0x0780,Mr. Game & Watch,Mr. Game & Watch,Mr. Game & Watch,Mr. Game & Watch,de Mr. Game & Watch,Mr.ゲーム＆ウォッチ,Mr. Game & Watch,Mr. Game & Watch,de Mr. Game & Watch,Mr. Game & Watch,
26,0x0781,R.O.B.,R.O.B.,R.O.B.,R.O.B.,de R.O.B.,ロボット,R.O.B.,R.O.B.,de R.O.B.,R.O.B.,
27,0x0782,Duck Hunt Duo,Duo Duck Hunt,Duck-Hunt-Duo,Duo Duck Hunt,del Dúo Duck Hunt,ダックハント,Duck Hunt,Duck Hunt,de Duck Hunt,Duck Hunt Duo,
28,0x07C0,Mii Brawler,Boxeur Mii,Mii-Boxer,Lottatore Mii,del karateka Mii,Mii ⟦MSBT:0E00000000000C00040008004B304F3068304630⟧格闘タイプ,Mii Brawler,Bagarreur Mii,del peleador Mii,Mii Dövüşçüsü,
29,0x0800,Inkling,Inkling,Inkling,Inkling,del inkling,インクリング,Inkling,Inkling,de inkling,Inkling,
30,0x1906,Charizard,Dracaufeu,Glurak,Charizard,de Charizard,リザードン,Charizard,Dracaufeu,de Charizard,Charizard,
31,0x1919,Pikachu,Pikachu,Pikachu,Pikachu,de Pikachu,ピカチュウ,Pikachu,Pikachu,de Pikachu,Pikachu,
32,0x1927,Jigglypuff,Rondoudou,Pummeluff,Jigglypuff,de Jigglypuff,プリン,Jigglypuff,Rondoudou,de Jigglypuff,Jigglypuff,
33,0x1996,Mewtwo,Mewtwo,Mewtu,Mewtwo,de Mewtwo,ミュウツー,Mewtwo,Mewtwo,de Mewtwo,Mewtwo,
34,0x1AC0,Lucario,Lucario,Lucario,Lucario,de Lucario,ルカリオ,Lucario,Lucario,de Lucario,Lucario,
35,0x1B92,Greninja,Amphinobi,Quajutsu,Greninja,de Greninja,ゲッコウガ,Greninja,Amphinobi,de Greninja,Greninja,
36,0x1F00,Kirby,Kirby,Kirby,Kirby,de Kirby,カービィ,Kirby,Kirby,de Kirby,Kirby,
37,0x1F01,Meta Knight,Meta Knight,Meta-Knight,Meta Knight,de Meta Knight,メタナイト,Meta Knight,Meta Knight,de Meta Knight,Meta Knight,
38,0x1F02,King Dedede,Roi DaDiDou,König Dedede,King Dedede,del Rey Dedede,デデデ⟦MSBT:0E00000000000C0004000800603044304A304630⟧大王,King Dedede,Roi Dadidou,del Rey Dedede,Kral Dedede,
39,0x2100,Marth,Marth,Marth,Marth,de Marth,マルス,Marth,Marth,de Marth,Marth,
40,0x2101,Ike,Ike,Ike,Ike,de Ike,アイク,Ike,Ike,de Ike,Ike,
41,0x2102,Lucina,Lucina,Lucina,Lucina,de Lucina,ルキナ,Lucina,Lucina,de Lucina,Lucina,
42,0x2103,Robin,Daraen,Daraen,Daraen,de Daraen,ルフレ,Robin,Robin,de Robin,Robin,
43,0x2104,Roy,Roy,Roy,Roy,de Roy,ロイ,Roy,Roy,de Roy,Roy,
44,0x2240,Shulk,Shulk,Shulk,Shulk,de Shulk,シュルク,Shulk,Shulk,de Shulk,Shulk,
45,0x2280,Ness,Ness,Ness,Ness,de Ness,ネス,Ness,Ness,de Ness,Ness,
46,0x2281,Lucas,Lucas,Lucas,Lucas,de Lucas,リュカ,Lucas,Lucas,de Lucas,Lucas,
47,0x22C0,Chibi-Robo,Chibi-Robo,Chibi-Robo,Chibi-Robo,de Chibi-Robo,ちびロボ,Chibi-Robo,Chibi-Robo,de Chibi-Robo,Chibi-Robo,
48,0x000001,Dr. Mario,Dr. Mario,Dr. Mario,Dr. Mario,del Dr. Mario,ドクターマリオ,Dr. Mario,Dr. Mario,del Dr. Mario,Dr. Mario,
49,0x000401,Rosalina & Luma,Harmonie et Luma,Rosalina,Rosalinda e Sfavillotto,de Estela y Destello,ロゼッタ&チコ,Rosalina & Luma,Rosalina et Luma,de Rosalina y Destello,Rosalina & Luma,
50,0x010001,Toon Link,Link Cartoon,Toon-Link,Link cartone,de Toon Link,トゥーンリンク,Toon Link,Link Cartoon,de Toon Link,Toon Link,
51,0x010101,Sheik,Sheik,Shiek,Sheik,de Sheik,シーク,Sheik,Sheik,de Sheik,Sheik,
52,0x010201,Ganondorf,Ganondorf,Ganondorf,Ganondorf,de Ganondorf,ガノンドロフ,Ganondorf,Ganondorf,de Ganondorf,Ganondorf,
53,0x05C001,Zero Suit Samus,Samus sans armure,Zero Suit Samus,Samus Tuta Zero,de Samus Zero,ゼロスーツサムス,Zero Suit Samus,Samus sans combinaison,de Samus Zero,Zırhsız Samus,
54,0x064001,Olimar,Olimar,Olimar,Olimar,de Olimar,ピクミン&オリマー,Olimar,Olimar,de Olimar,Olimar,
55,0x07C001,Mii Sword Fighter,Épéiste Mii,Mii-Schwertkämpfer,Spadaccino Mii,del espadachín Mii,Mii ⟦MSBT:0E00000000000E0004000A0051309330583085306430⟧剣術タイプ,Mii Swordfighter,Épéiste Mii,del espadachín Mii,Mii Kılıççısı,
56,0x07C002,Mii Gunner,Tireuse Mii,Mii-Schützin,Fuciliere Mii,de la tiradora Mii,Mii ⟦MSBT:0E00000000000C00040008005730833052304D30⟧射撃タイプ,Mii Gunner,Tireuse Mii,de la tiradora Mii,Mii Nişancısı,
57,0x080001,Inkling Girl,Fille Inkling,Inkling-Mädchen,Ragazza Inkling,del inkling chica,ガール,Inkling Girl,fille inkling,de la inkling chica,Inkling Kız,
58,0x080002,Inkling Boy,Garçon Inkling,Inkling-Junge,Ragazzo Inkling,del inkling chico,ボーイ,Inkling Boy,garçon inkling,del inkling chico,Inkling Erkek,
59,0x080003,Inkling Squid,Calamar Inkling,Inkling-Tintenfisch,Calamaro Inkling,del inkling calamar,イカ,Inkling Squid,calmar inkling,del inkling calamar,Inkling Kalamar,
60,Series5,an Animal Crossing amiibo,Animal Crossing,Animal Crossing-amiibo,un amiibo di Animal Crossing,de Animal Crossing,どうぶつの⟦MSBT:0E000000000008000200040082308A30⟧森,Animal Crossing series,Animal Crossing,de Animal Crossing,Animal Crossing amiibo,
61,0x1F03,Waddle Dee,Waddle Dee,Waddle Dee,Waddle Dee,de Waddle Dee,ワドルディ,Waddle Dee,Waddle Dee,de Waddle Dee,Waddle Dee,
