index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
10,AmiiboTutorialWindowTitleP1,Kirby gets abilities from amiibo!,Kirby et le pouvoir des amiibo !,⟦MSBT:0E000000020002005500⟧amiibo verleihen Kirby Spezial-Power!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Kirby ottiene abilità dagli amiibo!⟦MSBT:0E000000020002006400⟧,¡⟦MSBT:0E000000020002005A00⟧Los amiibo dan habilidades a Kirby!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiiboすいこみで のうりょくゲット！,Inhale an amiibo for abilities!,Kirby et le pouvoir des amiibo!,¡⟦MSBT:0E000000020002005A00⟧Los amiibo dan habilidades a Kirby!⟦MSBT:0E000000020002006400⟧,Kirby amiibo'dan yetenek alır!,
11,AmiiboTutorialWindowTextP1,"If you have an ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧,
Kirby can ⟦MSBT:0E00000003000400FE9A10FF⟧inhale⟦MSBT:0E00000003000400000000FF⟧ it to
get a ⟦MSBT:0E00000003000400FE9A10FF⟧Copy Ability⟦MSBT:0E00000003000400000000FF⟧!","Si vous avez un ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧,
Kirby peut l'⟦MSBT:0E00000003000400FE9A10FF⟧aspirer⟦MSBT:0E00000003000400000000FF⟧ pour
obtenir un ⟦MSBT:0E00000003000400FE9A10FF⟧pouvoir⟦MSBT:0E00000003000400000000FF⟧ !","⟦MSBT:0E000000020002005A00⟧Besitzt du ein ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧, kann
Kirby es ⟦MSBT:0E00000003000400FE9A10FF⟧einsaugen ⟦MSBT:0E00000003000400000000FF⟧und eine
⟦MSBT:0E00000003000400FE9A10FF⟧Spezial-Power⟦MSBT:0E00000003000400000000FF⟧ erhalten!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Sei hai un ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧, Kirby
lo può ⟦MSBT:0E00000003000400FE9A10FF⟧risucchiare⟦MSBT:0E00000003000400000000FF⟧ per
acquisire un'⟦MSBT:0E00000003000400FE9A10FF⟧abilità⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Si tienes un ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧, Kirby lo
puede ⟦MSBT:0E00000003000400FE9A10FF⟧absorber⟦MSBT:0E00000003000400000000FF⟧ y obtener
una ⟦MSBT:0E00000003000400FE9A10FF⟧habilidad⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiibo⟦MSBT:0E00000003000400000000FF⟧を つかって
⟦MSBT:0E00000003000400FE9A10FF⟧コピーのうりょく⟦MSBT:0E00000003000400000000FF⟧を ゲット！
⟦MSBT:0E00000000000600020002006A30⟧名づけて ⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiiboすいこみ！⟦MSBT:0E00000003000400000000FF⟧","Use an ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo ⟦MSBT:0E00000003000400000000FF⟧to get a
⟦MSBT:0E00000003000400FE9A10FF⟧Copy Ability⟦MSBT:0E00000003000400000000FF⟧! Yes, Kirby
can ⟦MSBT:0E00000003000400FE9A10FF⟧inhale⟦MSBT:0E00000003000400000000FF⟧ amiibo!","Si vous avez un ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧,
Kirby peut l'⟦MSBT:0E00000003000400FE9A10FF⟧aspirer⟦MSBT:0E00000003000400000000FF⟧ pour
obtenir un ⟦MSBT:0E00000003000400FE9A10FF⟧pouvoir⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005A00⟧¡Si tienes un ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧, Kirby lo
puede ⟦MSBT:0E00000003000400FE9A10FF⟧absorber⟦MSBT:0E00000003000400000000FF⟧ y obtener
una ⟦MSBT:0E00000003000400FE9A10FF⟧habilidad⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Bir ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo⟦MSBT:0E00000003000400000000FF⟧'n varsa, Kirby
onu ⟦MSBT:0E00000003000400FE9A10FF⟧içine çekip⟦MSBT:0E00000003000400000000FF⟧ bir
⟦MSBT:0E00000003000400FE9A10FF⟧Kopya Yeteneği⟦MSBT:0E00000003000400000000FF⟧ kazanabilir!⟦MSBT:0E000000020002006400⟧",
12,AmiiboTutorialWindowTitleP2,Touch the amiibo icon,Touchez l'icône amiibo !,Berühre das amiibo-Symbol,Tocca l'icona amiibo,Toca el icono de amiibo.,⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiiboボタンを タッチしよう！,Tap the amiibo button!,Touchez l'icône amiibo!,Toca el icono de amiibo.,amiibo simgesine dokun,
13,AmiiboTutorialWindowTextP2,"⟦MSBT:0E00000003000400FE9A10FF⟧Touch ⟦MSBT:0E00000003000400000000FF⟧the ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo icon⟦MSBT:0E00000003000400000000FF⟧,
scan an amiibo, and
Kirby will inhale it!","⟦MSBT:0E000000020002005F00⟧En jeu, ⟦MSBT:0E00000003000400FE9A10FF⟧touchez⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FE9A10FF⟧l'icône⟦MSBT:0E000000020002005F00⟧
amiibo ⟦MSBT:0E000000020002005F00⟧⟦MSBT:0E00000003000400000000FF⟧sur l'écran tactile,
puis scannez un amiibo.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FE9A10FF⟧amiibo-Symbol berühren⟦MSBT:0E00000003000400000000FF⟧,
dann amiibo scannen: So
saugt Kirby das amiibo ein.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FE9A10FF⟧Tocca ⟦MSBT:0E00000003000400000000FF⟧l'⟦MSBT:0E00000003000400FE9A10FF⟧icona amiibo⟦MSBT:0E00000003000400000000FF⟧,
poi leggi l'amiibo e
Kirby lo risucchierà!","⟦MSBT:0E000000020002005F00⟧⟦MSBT:0E00000003000400FE9A10FF⟧Toca ⟦MSBT:0E00000003000400000000FF⟧el ⟦MSBT:0E00000003000400FE9A10FF⟧icono de amiibo
⟦MSBT:0E00000003000400000000FF⟧y escanea un amiibo para
que Kirby lo absorba.⟦MSBT:0E000000020002006400⟧","ゲーム⟦MSBT:0E00000000000A0002000600613085304630⟧中、 ⟦MSBT:0E000000000008000200040057305F30⟧下がめんの
⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiiboボタン⟦MSBT:0E00000003000400000000FF⟧を ⟦MSBT:0E00000003000400FE9A10FF⟧タッチ⟦MSBT:0E00000003000400000000FF⟧して
⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiiboを おいてみよう！","⟦MSBT:0E00000003000400FE9A10FF⟧Touch ⟦MSBT:0E00000003000400000000FF⟧the ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo icon⟦MSBT:0E00000003000400000000FF⟧,
and then scan an amiibo
to inhale it!","⟦MSBT:0E000000020002005F00⟧En jeu, ⟦MSBT:0E00000003000400FE9A10FF⟧touchez⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FE9A10FF⟧l'icône⟦MSBT:0E000000020002005F00⟧
amiibo ⟦MSBT:0E000000020002005F00⟧⟦MSBT:0E00000003000400000000FF⟧sur l'écran tactile,
puis scannez un amiibo.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FE9A10FF⟧Toca ⟦MSBT:0E00000003000400000000FF⟧el ⟦MSBT:0E00000003000400FE9A10FF⟧icono de amiibo
⟦MSBT:0E00000003000400000000FF⟧y lee un amiibo para
que Kirby lo absorba.","⟦MSBT:0E00000003000400FE9A10FF⟧Dokun⟦MSBT:0E00000003000400000000FF⟧: ⟦MSBT:0E00000003000400FE9A10FF⟧amiibo simgesine⟦MSBT:0E00000003000400000000FF⟧,
bir amiibo tara ve
Kirby onu içine çeksin!",
14,AmiiboTutorialWindowTitleP3,Inhaling various amiibo,Si vous avez plusieurs amiibo...,Verschiedene amiibo einsaugen,Leggere vari amiibo,⟦MSBT:0E000000020002005900⟧Puedes escanear diferentes amiibo.⟦MSBT:0E000000020002006400⟧,いろいろな ⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiiboを すいこめ！,Inhale various amiibo figures!,Si vous avez plusieurs amiibo...,Puedes leer diferentes amiibo.,Çeşitli amiibo'ları içine çek,
15,AmiiboTutorialWindowTextP3,"Your amiibo might give
you a ⟦MSBT:0E00000003000400FE9A10FF⟧special ability⟦MSBT:0E00000003000400000000FF⟧ or
a ⟦MSBT:0E00000003000400FE9A10FF⟧recovery item⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005100⟧Vous pouvez les scanner pour
recevoir des ⟦MSBT:0E00000003000400FE9A10FF⟧pouvoirs ⟦MSBT:0E000000020002005500⟧spéciaux
⟦MSBT:0E000000020002005100⟧⟦MSBT:0E00000003000400000000FF⟧et des ⟦MSBT:0E00000003000400FE9A10FF⟧objets de soins⟦MSBT:0E00000003000400000000FF⟧ !⟦MSBT:0E000000020002006400⟧","Dein amiibo kann dir
eine ⟦MSBT:0E00000003000400FE9A10FF⟧Spezial-Power⟦MSBT:0E00000003000400000000FF⟧ oder
ein ⟦MSBT:0E00000003000400FE9A10FF⟧Heilitem⟦MSBT:0E00000003000400000000FF⟧ geben.","⟦MSBT:0E000000020002005A00⟧L'amiibo può darti un'⟦MSBT:0E00000003000400FE9A10FF⟧abilità⟦MSBT:0E000000020002005A00⟧
speciale⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400000000FF⟧... e persino un
⟦MSBT:0E00000003000400FE9A10FF⟧oggetto salvavita⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Puede que el amiibo te dé
una ⟦MSBT:0E00000003000400FE9A10FF⟧habilidad especial⟦MSBT:0E00000003000400000000FF⟧ o
un ⟦MSBT:0E00000003000400FE9A10FF⟧objeto de recuperación⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000000000C000C000800A230DF30FC30DC30⟧amiiboから ⟦MSBT:0E00000003000400FE9A10FF⟧とくべつな
のうりょく⟦MSBT:0E00000003000400000000FF⟧が ⟦MSBT:0E00000000000600020002006630⟧手に⟦MSBT:0E00000000000800020004006F304430⟧入ることも！
⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00000000000800020004004B304430⟧回ふくアイテム⟦MSBT:0E00000003000400000000FF⟧も もらえるぞ！","Your amiibo might give
you a ⟦MSBT:0E00000003000400FE9A10FF⟧special ability⟦MSBT:0E00000003000400000000FF⟧ or
a ⟦MSBT:0E00000003000400FE9A10FF⟧recovery item⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005100⟧Vous pouvez les scanner pour
recevoir des ⟦MSBT:0E00000003000400FE9A10FF⟧pouvoirs ⟦MSBT:0E000000020002005500⟧spéciaux
⟦MSBT:0E000000020002005100⟧⟦MSBT:0E00000003000400000000FF⟧et des ⟦MSBT:0E00000003000400FE9A10FF⟧objets de soins⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Puede que el amiibo te dé
una ⟦MSBT:0E00000003000400FE9A10FF⟧habilidad especial⟦MSBT:0E00000003000400000000FF⟧ o
un ⟦MSBT:0E00000003000400FE9A10FF⟧objeto de recuperación⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧amiibo'n bazen
⟦MSBT:0E00000003000400FE9A10FF⟧özel yetenek⟦MSBT:0E00000003000400000000FF⟧ veya
⟦MSBT:0E00000003000400FE9A10FF⟧iyileştirme eşyası⟦MSBT:0E00000003000400000000FF⟧ verebilir!⟦MSBT:0E000000020002006400⟧",
16,BackBtnText,Quit,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,Ende,Esci,Salir,もどる,Back,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,Salir,Çık,
17,ConfettiTitleText,Kirby 3D Rumble,⟦MSBT:0E000000020002005F00⟧Les défis 3D de Kirby⟦MSBT:0E000000020002006400⟧,Kirbys 3D Arena,Sfida 3D Kirby,⟦MSBT:0E000000020002006100⟧Desafíos 3D de Kirby⟦MSBT:0E000000020002006400⟧,カービィの3Dチャレンジ,Kirby 3D Rumble,⟦MSBT:0E000000020002005F00⟧Les défis 3D de Kirby⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Desafíos 3D de Kirby⟦MSBT:0E000000020002006400⟧,Kirby 3D Mücadelesi,
18,MelonTitleText,Team Kirby Clash,L'attaque des Kirby,Kirbys Teamjagd,Squadra Kirby in azione,Héroes legendarios,みんなで！カービィハンターズ,Team Kirby Clash,L'attaque des Kirby,Héroes legendarios,Kirby Takımı Kapışması,
19,ArenaOpenText,"Victory on victory!
⟦MSBT:0E00000003000400FF4B32FF⟧The Arena⟦MSBT:0E00000003000400000000FF⟧ is now unlocked!","L'⟦MSBT:0E00000003000400FF4B32FF⟧Arène⟦MSBT:0E00000003000400000000FF⟧ est ouverte !
Combien de combats
pouvez-vous enchaîner ?","Lass Siege
aufeinander folgen!
⟦MSBT:0E00000003000400FF4B32FF⟧Die Arena⟦MSBT:0E00000003000400000000FF⟧ ist eröffnet!","Una vittoria dietro l'altra!
L'⟦MSBT:0E00000003000400FF4B32FF⟧Arena⟦MSBT:0E00000003000400000000FF⟧ è ora disponibile!","Has desbloqueado ⟦MSBT:0E00000003000400FF4B32FF⟧El Coliseo⟦MSBT:0E00000003000400000000FF⟧.
¡La gloria te espera!","かちぬいて つきすすめ！
⟦MSBT:0E00000003000400FF4B32FF⟧かちぬきボスバトル⟦MSBT:0E00000003000400000000FF⟧が
あそべるように なりました。","Victory on victory!
⟦MSBT:0E00000003000400FF4B32FF⟧The Arena⟦MSBT:0E00000003000400000000FF⟧ is now unlocked!","L'⟦MSBT:0E00000003000400FF4B32FF⟧Arène⟦MSBT:0E00000003000400000000FF⟧ est ouverte!
Combien de combats
pouvez-vous enchaîner?","Has desbloqueado ⟦MSBT:0E00000003000400FF4B32FF⟧El Coliseo⟦MSBT:0E00000003000400000000FF⟧.
¡La gloria te espera!","Zafer üstüne zafer!
⟦MSBT:0E00000003000400FF4B32FF⟧Arena⟦MSBT:0E00000003000400000000FF⟧ açıldı!",
20,ArenaExtraOpenText,"Become the true master!
⟦MSBT:0E00000003000400FF4B32FF⟧The True Arena⟦MSBT:0E00000003000400000000FF⟧ is
now unlocked.","L'⟦MSBT:0E00000003000400FF4B32FF⟧Arène Ultime ⟦MSBT:0E00000003000400000000FF⟧est ouverte !
Préparez-vous au défi
de tous les défis !","Werde zum Waffenmeister!
⟦MSBT:0E00000003000400FF4B32FF⟧Die NEUE Arena⟦MSBT:0E00000003000400000000FF⟧ ist eröffnet!","Scatena tutta la tua
potenza! L'⟦MSBT:0E00000003000400FF4B32FF⟧Arena Finale⟦MSBT:0E00000003000400000000FF⟧
è ora disponibile!","Has desbloqueado
⟦MSBT:0E00000003000400FF4B32FF⟧El verdadero Coliseo⟦MSBT:0E00000003000400000000FF⟧.
¡Ha llegado la hora de que
demuestres lo que vales!","⟦MSBT:0E000000000008000200040057309330⟧真の⟦MSBT:0E00000000000C00040008004A30463058308330⟧王者を めざすんだ！
⟦MSBT:0E00000003000400FF4B32FF⟧⟦MSBT:0E000000000008000200040057309330⟧真 かちぬきボスバトル⟦MSBT:0E00000003000400000000FF⟧が
あそべるように なりました。","Become the true master!
⟦MSBT:0E00000003000400FF4B32FF⟧The True Arena⟦MSBT:0E00000003000400000000FF⟧ is
now unlocked.","L'⟦MSBT:0E00000003000400FF4B32FF⟧Arène Ultime ⟦MSBT:0E00000003000400000000FF⟧est ouverte!
Préparez-vous au défi
de tous les défis!","Has desbloqueado
⟦MSBT:0E00000003000400FF4B32FF⟧El verdadero Coliseo⟦MSBT:0E00000003000400000000FF⟧.
¡Ha llegado la hora de que
demuestres lo que vales!","Gerçek usta ol!
⟦MSBT:0E00000003000400FF4B32FF⟧Gerçek Arena⟦MSBT:0E00000003000400000000FF⟧
açıldı.",
21,MetaGoOpenText,"The classic mode is back!
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knightmare Returns
⟦MSBT:0E00000003000400000000FF⟧has been unlocked!","Le mode de jeu classique
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight - le retour⟦MSBT:0E00000003000400000000FF⟧
est disponible !","Der Klassik-Modus ist
zurück! ⟦MSBT:0E00000003000400FF4B32FF⟧Albtraumeta-Knights
Rückkehr ⟦MSBT:0E00000003000400000000FF⟧ist jetzt verfügbar!","La modalità classica è
tornata! ⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight: il
ritorno ⟦MSBT:0E00000003000400000000FF⟧è ora disponibile!","Has desbloqueado
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight contrataca⟦MSBT:0E00000003000400000000FF⟧.
¡Vuelve a disfrutar de
este modo clásico!","あのモードが かえってきた！
⟦MSBT:0E00000003000400FF4B32FF⟧メタナイトでゴー リターンズ⟦MSBT:0E00000003000400000000FF⟧が
あそべるように なりました。","The classic mode is back!
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knightmare Returns 
⟦MSBT:0E00000003000400000000FF⟧has been unlocked!","Le mode de jeu classique
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight - le retour⟦MSBT:0E00000003000400000000FF⟧
est disponible!","Has desbloqueado
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight contrataca⟦MSBT:0E00000003000400000000FF⟧.
¡Vuelve a disfrutar de
este modo clásico!","Klasik mod geri döndü!
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight'ın Dönüşü
⟦MSBT:0E00000003000400000000FF⟧açıldı!",
