index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
10,LvMapAbilityRoomOpenDialogText,"The ⟦MSBT:0E00000003000400FE9A10FF⟧Copy Ability Room
⟦MSBT:0E00000003000400000000FF⟧has been unlocked! Have
fun testing Copy Abilities!","L'⟦MSBT:0E00000003000400FE9A10FF⟧aire d'entraînement ⟦MSBT:0E00000003000400000000FF⟧est
ouverte ! Vous pouvez y
essayer tous les pouvoirs !","⟦MSBT:0E000000020002005F00⟧Du hast den ⟦MSBT:0E00000003000400FE9A10FF⟧Spezial-Power- 
Testraum⟦MSBT:0E00000003000400000000FF⟧ freigeschaltet! Viel
Spaß beim Power-Test.⟦MSBT:0E000000020002006400⟧","Hai sbloccato la ⟦MSBT:0E00000003000400FE9A10FF⟧stanza
delle abilità⟦MSBT:0E00000003000400000000FF⟧! Divertiti a
sperimentare i tuoi poteri!","Has desbloqueado la ⟦MSBT:0E00000003000400FE9A10FF⟧zona
de pruebas⟦MSBT:0E00000003000400000000FF⟧. ¡Diviértete
probando las habilidades!","⟦MSBT:0E00000003000400FE9A10FF⟧のうりょくおためしべや⟦MSBT:0E00000003000400000000FF⟧ オープン！
⟦MSBT:0E000000000008000200040044308D30⟧色んな コピーのうりょくで
あそんでみよう！","The ⟦MSBT:0E00000003000400FE9A10FF⟧Ability Testing Area
⟦MSBT:0E00000003000400000000FF⟧has been unlocked! Have
fun testing Copy Abilities!","L'⟦MSBT:0E00000003000400FE9A10FF⟧aire d'entraînement ⟦MSBT:0E00000003000400000000FF⟧est
ouverte! Vous pouvez y
essayer tous les pouvoirs!","Has desbloqueado la ⟦MSBT:0E00000003000400FE9A10FF⟧sala
de habilidades⟦MSBT:0E00000003000400000000FF⟧. ¡Diviértete
probando las habilidades!","⟦MSBT:0E00000003000400FE9A10FF⟧Kopya Yeteneği Odası
⟦MSBT:0E00000003000400000000FF⟧açıldı!
Kopya Yeteneklerini dene!",
11,LoScreenPauseBtn,Pause,Pause,Pause,Pausa,Pausa,ポーズ,Pause,Pause,Pausa,Mola,
12,LoScreenExitBtnWMap,"Mode
Select","Menu
principal","Modus-
auswahl","⟦MSBT:0E000000020002005500⟧Menu
principale⟦MSBT:0E000000020002006400⟧",Salir,"モード
セレクト","Mode
select","Menu
principal",Salir,"Mod
Seçimi",
13,LoScreenExitBtnLvMap,"World
Map","Carte du
monde","Welt-
karte","⟦MSBT:0E000000020002005300⟧ Mappa del
 mondo⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Mapa del
mundo⟦MSBT:0E000000020002006400⟧","ワールド
マップ","World
Map","Carte du
monde","⟦MSBT:0E000000020002005500⟧Mapa del
mundo⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Dünya
Haritası⟦MSBT:0E000000020002006400⟧",
14,LoScreenIcCubeBtn,⟦MSBT:0E000000020002005000⟧Code Cubes⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Cubacodes⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005F00⟧Robo-
blocks⟦MSBT:0E000000020002006400⟧","Cubi
codice",⟦MSBT:0E000000020002005000⟧Cibercubos⟦MSBT:0E000000020002006400⟧,ICキューブ,⟦MSBT:0E000000020002005000⟧Code Cubes⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Cubacodes⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Cibercubos⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Kod Küpleri⟦MSBT:0E000000020002006400⟧,
15,LoScreenStickerBtn,Stickers,⟦MSBT:0E000000020002005500⟧Vignettes⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Sticker⟦MSBT:0E000000020002006400⟧,Adesivi,⟦MSBT:0E000000020002005500⟧Pegatinas⟦MSBT:0E000000020002006400⟧,ステッカー,⟦MSBT:0E000000020002005000⟧Stickers⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Vignettes⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004C00⟧Calcomanías⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Çıkartma⟦MSBT:0E000000020002006400⟧,
16,LoScreenHeaderIcCubeNumSlash,/,/,/,/,/,/,/,/,/,/,
17,IcCubeListBackBtn,Back,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Zurück⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧Indietro⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Atrás⟦MSBT:0E000000020002006400⟧,もどる,Back,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Atrás⟦MSBT:0E000000020002006400⟧,Geri,
18,IcCubeListPanelBossText,Boss,Boss,Boss,Boss,Jefe,BOSS,Boss,Boss,Jefe,Patron,
19,IcCubeListPanelExText,EX,EX,EX,EX,EX,EX,EX,EX,EX,EX,
20,IcCubeListLoPageNumSlash,/,/,/,/,/,/,/,/,/,/,
21,LastDialogTextB,"Battle the bosses
in Area 6!","⟦MSBT:0E000000020002005F00⟧Affrontez les boss
de la zone 6 !⟦MSBT:0E000000020002006400⟧","Kämpfe gegen die
Bosse von Welt 6!","Combatti i boss
nell'area 6!","¡Lucha contra los
jefes del área 6!","エリア6の
ボスたちと たたかう！","Battle the bosses
in Area 6!","⟦MSBT:0E000000020002005F00⟧Affrontez les boss
de la zone 6!⟦MSBT:0E000000020002006400⟧","¡Enfréntate a los
jefes del área 6!","Bölge 6'da
patronlarla savaş!",
22,LastDialogTextT,"⟦MSBT:0E000000020002005F00⟧Take on Star Dream
in Area 7!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Affrontez l'Idole des
étoiles dans la zone 7 !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Kämpfe in Welt 7
gegen Sternentraum!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Sfida Sogno Stellare
nell'area 7!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Lucha contra Sueño
Estelar en el área 7!⟦MSBT:0E000000020002006400⟧","エリア7の
「⟦MSBT:0E00000000000800020004007B305730⟧星の⟦MSBT:0E000000000008000200040086308130⟧夢」に いどむ！","⟦MSBT:0E000000020002005F00⟧Take on Star Dream
in Area 7!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧Affrontez l'Idole des
étoiles dans la zone 7!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¡Enfréntate a Sueño
Estelar en el área 7!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Bölge 7'de
Yıldız Rüyası'yla savaş!⟦MSBT:0E000000020002006400⟧",
23,LastDialogBackBtn,Back,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Zurück⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧Indietro⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Atrás⟦MSBT:0E000000020002006400⟧,もどる,Back,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Atrás⟦MSBT:0E000000020002006400⟧,Geri,
24,LvMapAbilityRoomText,⟦MSBT:0E000000020002004500⟧Copy Ability Room⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧Aire d'entraînement⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003E00⟧Spezial-Power-Test⟦MSBT:0E000000020002006400⟧, ⟦MSBT:0E000000020002003C00⟧Stanza delle abilità⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003E00⟧Zona de pruebas⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004000⟧のうりょくおためしべや へ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003E00⟧Ability Testing Area⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧Aire d'entraînement⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004000⟧Sala de habilidades⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Kopya Odası⟦MSBT:0E000000020002006400⟧,
