index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
10,TutorialTitleTextP3,New Bosses and Tough Enemies,De nouveaux boss et ennemis !,"Neue Bosse, harte Gegner",Nuovi boss e nemici tenaci,Nuevos jefes y fieros enemigos,てきは⟦MSBT:0E00000000000C0004000800573093304C305F30⟧新型の リニューアル ボス！,New Bosses and Tough Enemies,De nouveaux boss et ennemis!,Nuevos jefes y fieros enemigos,Yeni Patronlar ve Zorlu Düşmanlar,
11,TutorialMainTextP3,"Fight ⟦MSBT:0E00000003000400FE9A10FF⟧new⟦MSBT:0E00000003000400000000FF⟧ bosses and
⟦MSBT:0E00000003000400FE9A10FF⟧tougher⟦MSBT:0E00000003000400000000FF⟧ enemies while
Kirby takes a ⟦MSBT:0E00000003000400FE9A10FF⟧nap⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005F00⟧Kirby fait la ⟦MSBT:0E00000003000400FE9A10FF⟧sieste⟦MSBT:0E00000003000400000000FF⟧... C'est
donc à vous d'affronter
de redoutables ennemis !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Kämpfe gegen ⟦MSBT:0E00000003000400FE9A10FF⟧neue Bosse⟦MSBT:0E00000003000400000000FF⟧
und ⟦MSBT:0E00000003000400FE9A10FF⟧härtere Gegner⟦MSBT:0E00000003000400000000FF⟧, während
Kirby ein ⟦MSBT:0E00000003000400FE9A10FF⟧Nickerchen⟦MSBT:0E00000003000400000000FF⟧ hält.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Combatti ⟦MSBT:0E00000003000400FE9A10FF⟧nuovi⟦MSBT:0E00000003000400000000FF⟧ boss e
nemici ⟦MSBT:0E00000003000400FE9A10FF⟧più potenti⟦MSBT:0E00000003000400000000FF⟧ mentre
Kirby schiaccia un ⟦MSBT:0E00000003000400FE9A10FF⟧pisolino⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Lucha contra ⟦MSBT:0E00000003000400FE9A10FF⟧nuevos⟦MSBT:0E00000003000400000000FF⟧ jefes y
enemigos ⟦MSBT:0E00000003000400FE9A10FF⟧más fieros⟦MSBT:0E00000003000400000000FF⟧ mientras
Kirby se echa una ⟦MSBT:0E00000003000400FE9A10FF⟧cabezadita⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00000000000C0004000800573093304C305F30⟧新型⟦MSBT:0E00000003000400000000FF⟧ボスと、⟦MSBT:0E00000003000400FE9A10FF⟧⟦MSBT:0E00000000000E0004000A00553044304D3087304630⟧最強のてき⟦MSBT:0E00000003000400000000FF⟧が⟦MSBT:0E00000000000600020002007E30⟧待つ！
カービィが ⟦MSBT:0E00000003000400FE9A10FF⟧おひるね ⟦MSBT:0E00000003000400000000FF⟧している
その⟦MSBT:0E00000000000A0002000600423044306030⟧間に、つぶせ カンパニー！","Fight ⟦MSBT:0E00000003000400FE9A10FF⟧new bosses⟦MSBT:0E00000003000400000000FF⟧ and
⟦MSBT:0E00000003000400FE9A10FF⟧tougher enemies⟦MSBT:0E00000003000400000000FF⟧ while
Kirby takes a ⟦MSBT:0E00000003000400FE9A10FF⟧nap⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005F00⟧Kirby fait la ⟦MSBT:0E00000003000400FE9A10FF⟧sieste⟦MSBT:0E00000003000400000000FF⟧... C'est
donc à vous d'affronter
de ⟦MSBT:0E00000003000400FE9A10FF⟧redoutables ennemis⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Lucha contra ⟦MSBT:0E00000003000400FE9A10FF⟧nuevos⟦MSBT:0E00000003000400000000FF⟧ jefes y
⟦MSBT:0E00000003000400FE9A10FF⟧enemigos más fieros⟦MSBT:0E00000003000400000000FF⟧ mientras
Kirby se toma una ⟦MSBT:0E00000003000400FE9A10FF⟧siesta⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","Kirby ⟦MSBT:0E00000003000400FE9A10FF⟧uyurken⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FE9A10FF⟧yeni patronlar⟦MSBT:0E00000003000400000000FF⟧ ve
⟦MSBT:0E00000003000400FE9A10FF⟧zorlu düşmanlarla⟦MSBT:0E00000003000400000000FF⟧ savaş!",
12,TimeSeparator1,:,:,:,:,:,:,:,:,:,:,
13,TimeSeparator2,:,:,:,:,:,:,:,:,:,:,
14,TimeSeparator3,.,",",",",",",",",.,.,",",.,",",
15,TimeBar1,-,-,-,-,-,-,-,-,-,-,
16,TimeBar2,--,- -,--,--,--,- -,- -,- -,--,--,
17,ExplainText,"⟦MSBT:0E00000003000400FFF972FF⟧Compare⟦MSBT:0E00000003000400000000FF⟧ best times via
⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Beat other
players' times to rack
up ⟦MSBT:0E00000003000400FFF972FF⟧StreetPass wins⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧Comparez vos ⟦MSBT:0E00000003000400FFF972FF⟧meilleurs temps⟦MSBT:0E00000003000400000000FF⟧
avec ceux des autres joueurs
via ⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧. Remportez le
plus de ⟦MSBT:0E00000003000400FFF972FF⟧victoires⟦MSBT:0E00000003000400000000FF⟧ possibles !⟦MSBT:0E000000020002006400⟧","Vergleiche dich über
⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ mit anderen
Spielern. Erringe gegen
sie ⟦MSBT:0E00000003000400FFF972FF⟧StreetPass-Siege⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FFF972FF⟧Confronta⟦MSBT:0E00000003000400000000FF⟧ i tempi record⟦MSBT:0E000000020002005A00⟧
⟦MSBT:0E000000020002005A00⟧tramite ⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Supera
i tempi degli altri e ottieni
⟦MSBT:0E00000003000400FFF972FF⟧vittorie StreetPass⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Compara tus ⟦MSBT:0E00000003000400FFF972FF⟧récords ⟦MSBT:0E00000003000400000000FF⟧a través
de ⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧. ¡Supera a otros
jugadores y suma ⟦MSBT:0E00000003000400FFF972FF⟧victorias⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFF972FF⟧すれちがい⟦MSBT:0E000000000008000200040064304630⟧通⟦MSBT:0E000000000008000200040057309330⟧信⟦MSBT:0E00000003000400000000FF⟧で
⟦MSBT:0E00000003000400FFF972FF⟧ベストタイム⟦MSBT:0E00000003000400000000FF⟧を こうかん！
⟦MSBT:0E00000003000400FFF972FF⟧すれちがい⟦MSBT:0E0000000000100006000C005730873046308A3059304630⟧勝利数⟦MSBT:0E00000003000400000000FF⟧を ふやすべく
メタナイトで ゴー！","Compare ⟦MSBT:0E00000003000400FFF972FF⟧time records ⟦MSBT:0E00000003000400000000FF⟧via
⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Beat other
players' times to rack up
⟦MSBT:0E00000003000400FFF972FF⟧StreetPass wins⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005500⟧Comparez vos ⟦MSBT:0E00000003000400FFF972FF⟧meilleurs temps⟦MSBT:0E00000003000400000000FF⟧
avec ceux des autres joueurs
via ⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧. Remportez le
plus de ⟦MSBT:0E00000003000400FFF972FF⟧victoires⟦MSBT:0E00000003000400000000FF⟧ possibles!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Compara tus ⟦MSBT:0E00000003000400FFF972FF⟧récords ⟦MSBT:0E00000003000400000000FF⟧a través
de ⟦MSBT:0E00000003000400FFF972FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧. ¡Supera a otros
jugadores y suma ⟦MSBT:0E00000003000400FFF972FF⟧victorias⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧En iyi sürelerini ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ ile
⟦MSBT:0E00000003000400FE9A10FF⟧kıyasla⟦MSBT:0E00000003000400000000FF⟧! Rakiplerinin sürelerini
geçip ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass zaferleri⟦MSBT:0E00000003000400000000FF⟧
kazan!⟦MSBT:0E000000020002006400⟧",
18,ResetText,⟦MSBT:0E00010002000000⟧ Delete Records,⟦MSBT:0E00010002000000⟧ Effacer les records,⟦MSBT:0E00010002000000⟧ Rekorde löschen,⟦MSBT:0E00010002000000⟧ Elimina record,⟦MSBT:0E00010002000000⟧ Borrar resultados,⟦MSBT:0E00010002000000⟧ きろくを けす,⟦MSBT:0E00010002000000⟧ Delete Records,⟦MSBT:0E00010002000000⟧ Effacer les records,⟦MSBT:0E00010002000000⟧ Borrar resultados,⟦MSBT:0E00010002000000⟧ Rekorları Sil,
19,LvText,Lv,⟦MSBT:0E000000020002004A00⟧Niv.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Lv.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Liv.⟦MSBT:0E000000020002006400⟧,N.,Lv,Lv,⟦MSBT:0E000000020002004B00⟧Niv.⟦MSBT:0E000000020002006400⟧,N.,⟦MSBT:0E000000020002005500⟧Sv⟦MSBT:0E000000020002006400⟧,
20,LevelResultClearTimeText,Clear Time,Temps,⟦MSBT:0E000000020002004E00⟧Benötigte Zeit:⟦MSBT:0E000000020002006400⟧,Tempo,Récords,クリアタイム,Clear Time,Temps,Récords,Süre,
21,LevelResultBestTimeText,Best Time,Record,Bestzeit:,⟦MSBT:0E000000020002005500⟧Tempo record⟦MSBT:0E000000020002006400⟧,Tiempos,BEST TIME,Best Time,Record,Tiempos,⟦MSBT:0E000000020002005A00⟧Rekor⟦MSBT:0E000000020002006400⟧,
22,LevelResultTotalTimeText,Total,Total,Gesamt:,Totale,Total,TOTAL,Total,Total,Total,Toplam,
23,LevelResultNextStageBtn,Next,Suite,⟦MSBT:0E000000020002005000⟧Weiter⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Avanti⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Seguir⟦MSBT:0E000000020002006400⟧,つぎへ,Next,Suite,⟦MSBT:0E000000020002005000⟧Seguir⟦MSBT:0E000000020002006400⟧,İleri,
24,BestTimeMyHeaderText,Best Times,Records,Bestzeit:,⟦MSBT:0E000000020002005500⟧Tempi record⟦MSBT:0E000000020002006400⟧,Récords,ベストタイム,Best Times,Records,Récords,⟦MSBT:0E000000020002005A00⟧Rekorlar⟦MSBT:0E000000020002006400⟧,
25,BestTimeClearTimeText,Clear Time,Temps,Benötigte Zeit:,Tempo,Tiempos,クリアタイム,Clear Time,Temps,Tiempos,Süre,
26,BestTimeRivalHeaderText1,⟦MSBT:0E000000020002005500⟧StreetPass Time⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Résultats StreetPass⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧StreetPass-Zeit⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005900⟧Tempo StreetPass⟦MSBT:0E000000020002006400⟧,StreetPass,すれちがいタイム,⟦MSBT:0E000000020002005500⟧StreetPass Time⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Résultats StreetPass⟦MSBT:0E000000020002006400⟧,StreetPass,⟦MSBT:0E000000020002005A00⟧StreetPass Süresi⟦MSBT:0E000000020002006400⟧,
27,BestTimeRivalHeaderText2,⟦MSBT:0E000000020002005A00⟧Best StreetPass Time⟦MSBT:0E000000020002006400⟧,Record StreetPass,⟦MSBT:0E000000020002005500⟧StreetPass-Rekord⟦MSBT:0E000000020002006400⟧,Record StreetPass,Récord StreetPass,すれちがいベストタイム,⟦MSBT:0E000000020002005A00⟧Best StreetPass Time⟦MSBT:0E000000020002006400⟧,Record StreetPass,Récord StreetPass,⟦MSBT:0E000000020002005500⟧StreetPass Rekoru⟦MSBT:0E000000020002006400⟧,
28,BestTimeRivalUnknown1,?,?,?,?,?,?,?,?,?,?,
29,BestTimeRivalUnknown2,??,??,??,??,??,??,??,??,??,??,
30,BestTimeBackBtn,Back,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Zurück⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧Indietro⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Atrás⟦MSBT:0E000000020002006400⟧,もどる,Back,⟦MSBT:0E000000020002004B00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Atrás⟦MSBT:0E000000020002006400⟧,Geri,
31,BestTimeCountText,,,,,,回,,,,,
32,BestTimeWinCountText,StreetPass wins: ,Victoires StreetPass :,StreetPass-Siege: ,Vittorie StreetPass:,Victorias StreetPass:,すれちがい勝利数,StreetPass wins: ,Victoires StreetPass :,Victorias StreetPass:,StreetPass zaferleri: ,
33,BestTimeDeleteDialogText1,"Delete records and
⟦MSBT:0E00000003000400FF4B32FF⟧reset Meta Knightmare⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(You will keep StreetPass data.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Effacer les meilleurs temps
et ⟦MSBT:0E00000003000400FF4B32FF⟧réinitialiser Meta Knight -
le retour ⟦MSBT:0E00000003000400000000FF⟧? (Les données
StreetPass seront conservées.)⟦MSBT:0E000000020002006400⟧","Rekorde löschen und ⟦MSBT:0E00000003000400FF4B32FF⟧Alb-
traumeta-Knight neu starten⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass-Daten bleiben
erhalten.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Vuoi eliminare i record e
⟦MSBT:0E00000003000400FF4B32FF⟧ripristinare Meta Knight:
il ritorno⟦MSBT:0E00000003000400000000FF⟧? (I dati StreetPass
non andranno persi.)⟦MSBT:0E000000020002006400⟧","¿Quieres borrar los resultados
y ⟦MSBT:0E00000003000400FF4B32FF⟧reiniciar Meta Knight
contrataca⟦MSBT:0E00000003000400000000FF⟧? (Se guardarán
los datos de StreetPass.)","⟦MSBT:0E00000003000400FF4B32FF⟧「メタナイトでゴー」⟦MSBT:0E00000003000400000000FF⟧の
きろくを けして ⟦MSBT:0E00000003000400FF4B32FF⟧リセット⟦MSBT:0E00000003000400000000FF⟧しますか？
⟦MSBT:0E000000020002005A00⟧(すれちがい⟦MSBT:0E00000000000C00040008006430463057309330⟧通信のきろくは のこります)⟦MSBT:0E000000020002006400⟧","Delete records and
⟦MSBT:0E00000003000400FF4B32FF⟧reset Meta Knightmare⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass data will remain.)
⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Effacer les meilleurs temps
et ⟦MSBT:0E00000003000400FF4B32FF⟧réinitialiser Meta Knight -
le retour⟦MSBT:0E00000003000400000000FF⟧? (Les données
StreetPass seront conservées.)⟦MSBT:0E000000020002006400⟧","¿Quieres borrar los resultados
y ⟦MSBT:0E00000003000400FF4B32FF⟧reiniciar Meta Knight
contrataca⟦MSBT:0E00000003000400000000FF⟧? (Se guardarán
los datos de StreetPass).","Rekorları silip
⟦MSBT:0E00000003000400FF4B32FF⟧Meta Knight'ın Dönüşü'nü
sıfırlamak⟦MSBT:0E00000003000400000000FF⟧ istiyor musun?
⟦MSBT:0E000000020002005A00⟧(StreetPass verileri korunur.)⟦MSBT:0E000000020002006400⟧",
34,BestTimeDeleteDialogYes,⟦MSBT:0E00000003000400FF6400FF⟧Delete⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Effacer⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Löschen⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Elimina⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Sí⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧けす⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Delete⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Effacer⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Sí⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Sil⟦MSBT:0E00000003000400000000FF⟧,
35,BestTimeDeleteDialogNo,Cancel,Annuler,Abbruch,No,No,やめる,Cancel,Annuler,No,İptal,
