index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
10,ArmorActionGetOff,Exit,Sortir,Raus!,Esci,Bajar,おりる,Exit,Sortir,Bajar,Çık,
11,ArmorActionLift,Hold,⟦MSBT:0E000000020002005F00⟧Porter⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Heben⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Prendi⟦MSBT:0E000000020002006400⟧,Coger,もつ,Hold,⟦MSBT:0E000000020002005F00⟧Porter⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Agarrar⟦MSBT:0E000000020002006400⟧,Tut,
12,ArmorActionPutOff,⟦MSBT:0E000000020002005A00⟧Let Go⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Lâcher⟦MSBT:0E000000020002006400⟧,Lösen,⟦MSBT:0E000000020002005500⟧Lascia⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Soltar⟦MSBT:0E000000020002006400⟧,はずす,⟦MSBT:0E000000020002005A00⟧Let Go⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Lâcher⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Soltar⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Bırak⟦MSBT:0E000000020002006400⟧,
13,BossNameBlocky,Blocky,Blocky,Blocky,Blocky,Blocky,ブロッキー,Blocky,Blocky,Blocky,Blocky,
14,BossNameBlockyEx,Blocky 2.0,Blocky 2.0,Blocky 2.0,Blocky 2.0,Blocky 2.0,Re:ブロッキー,Blocky 2.0,Blocky 2.0,Blocky 2.0,Blocky 2.0,
15,BossNameBonkers,Bonkers,Bonkers,Bonkers,Bonkers,Bonkers,ボンカース,Bonkers,Bonkers,Bonkers,Bonkers,
16,BossNameBonkersEx,Bonkers 2.0,Bonkers 2.0,Bonkers 2.0,Bonkers 2.0,Bonkers 2.0,Re:ボンカース,Bonkers 2.0,Bonkers 2.0,Bonkers 2.0,Bonkers 2.0,
17,BossNameDubior,Dubior,Dubior,Dubior,Dubior,Dubior,ドゥビア,Dubior,Dubior,Dubior,Dubior,
18,BossNameDubiorEx,Dubior 2.0,Dubior 2.0,Dubior 2.0,Dubior 2.0,Dubior 2.0,Re:ドゥビア,Dubior 2.0,Dubior 2.0,Dubior 2.0,Dubior 2.0,
19,BossNameKingsdoo,King Doo,Roi Doo,König Glubsch,Re Doo,Rey Doo,キングスドゥ,King Doo,Roi Doo,Rey Doo,Kral Doo,
20,BossNameKingsdooEx,King Doo 2.0,Roi Doo 2.0,König Glubsch 2.0,Re Doo 2.0,Rey Doo 2.0,Re:キングスドゥ,King Doo 2.0,Roi Doo 2.0,Rey Doo 2.0,Kral Doo 2.0,
21,BossNamePoisonboros,Miasmoros,Miasmoros,Toxiboros,Miasmoros,Hedoamo,ポイズンボロス,Miasmoros,Miasmoros,Hedoamo,Zehirboros,
22,BossNamePoisonborosEx,Miasmoros 2.0,Miasmoros 2.0,Toxiboros 2.0,Miasmoros 2.0,Hedoamo 2.0,Re:ポイズンボロス,Miasmoros 2.0,Miasmoros 2.0,Hedoamo 2.0,Zehirboros 2.0,
23,BossNameWhispyborg,Clanky Woods,Méca-Whispy,Cyber-Whispy,Whispyborg,Whispyborg,ウィスピーボーグ,Clanky Woods,Méca-Whispy,Whispyborg,Meka Whispy,
24,BossNameWhispyborgEx,Clanky Woods 2.0,Méca-Whispy 2.0,Cyber-Whispy 2.0,Whispyborg 2.0,Whispyborg 2.0,Re:ウィスピーボーグ,Clanky Woods 2.0,Méca-Whispy 2.0,Whispyborg 2.0,Meka Whispy 2.0,
25,BossNameHolokracko,Holo-Kracko,Holo-Kracko,Holo-Kracko,Olo-Kracko,Holokracko,ホロ・クラッコ,Holo-Kracko,Holo-Kracko,Holokracko,Holo-Kracko,
26,BossNameHolokrackoEx,Holo-Kracko 2.0,Holo-Kracko 2.0,Holo-Kracko 2.0,Olo-Kracko 2.0,Holokracko 2.0,Re:ホロ・クラッコ,Holo-Kracko 2.0,Holo-Kracko 2.0,Holokracko 2.0,Holo-Kracko 2.0,
27,BossNameHolospherelowpers,Holo-Doomers,Holo-Chimair,Holo-Spuk,Olo-Fenix,Holoespectros,ホロ・ローパーズ,Holo-Doomers,Holo-Chimair,Holoesfespectros,Holo-Hayaletler,
28,BossNameHolospherelowpersEx,Holo-Doomers 2.0,Holo-Chimair 2.0,Holo-Spuk 2.0,Olo-Fenix 2.0,Holoespectros 2.0,Re:ホロ・ローパーズ,Holo-Doomers 2.0,Holo-Chimair 2.0,Holoesfespectros 2.0,Holo-Hayaletler 2.0,
29,BossNameHoloicedragon,Holo-Ice Dragon,Holo-Dragon de glace,Holo-Ice Dragon,Olo-Ice Dragon,Holo Ice Dragon,ホロ・アイスドラゴン,Holo-Ice Dragon,Holo-Dragon de glace,Holodragón de hielo,Holo-Buz Ejderi,
30,BossNameHoloicedragonEx,Holo-Ice Dragon 2.0,Holo-Dragon de glace 2.0,Holo-Ice Dragon 2.0,Olo-Ice Dragon 2.0,Holo Ice Dragon 2.0,Re:ホロ・アイスドラゴン,Holo-Ice Dragon 2.0,⟦MSBT:0E000000020002005A00⟧Holo-Dragon de glace 2.0⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Holodragón de hielo 2.0⟦MSBT:0E000000020002006400⟧,Holo-Buz Ejderi 2.0,
31,BossNameHologaraga,Holo-Coily Rattler,Holo-Krotal,⟦MSBT:0E000000020002005A00⟧Holo-Klapperschlängler⟦MSBT:0E000000020002006400⟧,Olo-Sonaglius,Holocascabel,ホロ・ガラーガ,Holo-Coily Rattler,Holo-Krotal,Holocascabel,Holo-Çıngıraklı,
32,BossNameHologaragaEx,Holo-Coily Rattler 2.0,Holo-Krotal 2.0,⟦MSBT:0E000000020002005A00⟧Holo-Klappersch. 2.0⟦MSBT:0E000000020002006400⟧,Olo-Sonaglius 2.0,Holocascabel 2.0,Re:ホロ・ガラーガ,Holo-Coily Rattler 2.0,Holo-Krotal 2.0,Holocascabel 2.0,Holo-Çıngıraklı 2.0,
33,BossNameZankibble,Kibble Blade,Seigneur Hache,Ritter Rammkamm,Ser de' Zac,Gladiosharpe,ザンキブル,Kibble Blade,Seigneur Hache,Gladiosharpe,Kibble Kılıcı,
34,BossNameZankibbleEx,Kibble Blade 2.0,Seigneur Hache 2.0,⟦MSBT:0E000000020002005A00⟧Ritter Rammkamm 2.0⟦MSBT:0E000000020002006400⟧,Ser de' Zac 2.0,Gladiosharpe 2.0,Re:ザンキブル,Kibble Blade 2.0,Seigneur Hache 2.0,Gladiosharpe 2.0,Kibble Kılıcı 2.0,
35,BossNameArmorSpanner,Invader Armour,Armure de combat,Invasorenpanzer,Armatura d'assalto,Armadura invasora,インベードアーマー,Invader Armor,Armure invasion,Armadura invasora,İstilacı Zırhı,
36,BossNameScrewRoboGiant,Gigavolt,Gigavolt,Gigavolt,Gigavolt,Gigavolt,⟦MSBT:0E000000020002006400⟧鉄巨兵ギガヴォルト⟦MSBT:0E000000020002006400⟧,Gigavolt,Gigavolt,Gigavolt,Gigavolt,
37,BossNameScrewRoboGiant2,Gigavolt II,Gigavolt II,Gigavolt II,Gigavolt+,Gigavolt II,鉄巨兵ギガヴォルト2,Gigavolt II,Gigavolt II,Gigavolt II,Gigavolt II,
38,BossNameHolographSystemCore,Holo Defence API,Holo-défense,⟦MSBT:0E000000020002005A00⟧Holo-Defensiv.sys⟦MSBT:0E000000020002006400⟧,Firewall olografico,Holodefensor,ホログラフ防衛システムズ,Holo Defense API,Holo-défense,Holodefensor,Holo Savunma,
39,BossNameHolographSystemCoreEx,Holo Defence API 2.0,Holo-défense 2.0,⟦MSBT:0E000000020002005A00⟧Holo-Defensiv.sys 2.0⟦MSBT:0E000000020002006400⟧,Firewall olografico 2.0,Holodefensor 2.0,Re:ホログラフ防衛システムズ,Holo Defense API 2.0,Holo-défense 2.0,Holodefensor 2.0,Holo Savunma 2.0,
40,BossNameTelepatris,Telepathos,Télépathos,Teleporterling,Telepathos,Telepathos,テレパトリス,Telepathos,Télépathos,Telepathos,Telepatos,
41,BossNameTelepatrisEx,Telepathos 2.0,Télépathos 2.0,Teleporterling 2.0,Telepathos 2.0,Telepathos 2.0,Re:テレパトリス,Telepathos 2.0,Télépathos 2.0,Telepathos 2.0,Telepatos 2.0,
42,BossNameShootingCannon,C.O.G.S.,Base engrenages,N-Goor-Basis,IngraBase,Base MK,ンギュア基地,C.O.G.S.,Base engrenages,Base MK,Dişli Üssü,
43,BossNameSusie,Susie,Susie,Susi,Susie,Susi,秘書スージー,Susie,Susie,Susi,Susie,
44,BossNameSusieEx,Susie 2.0,Susie 2.0,Susi 2.0,Susie 2.0,Susi 2.0,Re:秘書スージー,Susie 2.0,Susie 2.0,Susi 2.0,Susie 2.0,
45,BossNameMetaknightborg,Mecha Knight,Méca-Knight,Mecha-Knight,Mecha Knight,Meca Knight,メタナイトボーグ,Mecha Knight,Méca-Knight,Meca Knight,Meka Knight,
46,BossNameMetaknightborgEx,Stock Mecha Knight,Unité Méca-Knight,Mecha-Serie A,Mecha Knight seriale,Modelo Meca Knight,強化量産メタナイトボーグ,Stock Mecha Knight,Unité Méca-Knight,Modelo Meca Knight,Seri Meka Knight,
47,BossNameMetaknightborgkai,Mecha Knight+,Méca-Knight Ver. 2,⟦MSBT:0E000000020002006400⟧Mecha-Knight+⟦MSBT:0E000000020002006400⟧,Mecha Knight+,Meca Knight +,メタナイトボーグ改,Mecha Knight+,Méca-Knight Ver. 2,Meca Knight +,Meka Knight+,
48,BossNameClonededede,Dedede Clone,Clone de DaDiDou,Dedede-Klon,Clone di Dedede,Clon Dedede,クローンデデデ,Dedede Clone,Clone de Dadidou,Clon Dedede,Dedede Klonu,
49,BossNameClonedededeEx,Dedede Clone 2.0,Clone de DaDiDou 2.0,Dedede-Klon 2.0,Clone di Dedede 2.0,Clon Dedede 2.0,Re:クローンデデデ,Dedede Clone 2.0,Clone de Dadidou 2.0,Clon Dedede 2.0,Dedede Klonu 2.0,
50,BossNameClonedededeWithCannon,Dedede Clones & D3,Clones de DaDiDou & D3,Dedede-Klone & D3,Cloni di Dedede e D3,Clones Dedede y D3,クローンデデデ&D3砲,Dedede Clones & D3,⟦MSBT:0E000000020002005F00⟧Clones de Dadidou & D3⟦MSBT:0E000000020002006400⟧,Clones Dedede y D3,Dedede Klonları & D3,
51,BossNameClonedededeWithCannonEx,⟦MSBT:0E000000020002005F00⟧Dedede Clones & D3 2.0⟦MSBT:0E000000020002006400⟧,Clones de DaDiDou & D3 2.0,⟦MSBT:0E000000020002005A00⟧Dedede-Klone & D3 2.0⟦MSBT:0E000000020002006400⟧,Cloni di Dedede e D3 2.0,Clones Dedede y D3 2.0,Re:クローンデデデ&D3砲,⟦MSBT:0E000000020002005F00⟧Dedede Clones & D3 2.0⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Clones de Dadidou & D3 2.0⟦MSBT:0E000000020002006400⟧,Clones Dedede y D3 2.0,⟦MSBT:0E000000020002005F00⟧Dedede Klonları & D3 2.0⟦MSBT:0E000000020002006400⟧,
52,BossNameKaboola,Core Kabula,Noyau Boumbala,Nucleaboola,Kabula Ka-bum,Nucleokabula,コア・カブーラー,Core Kabula,Noyau Boumbala,Nucleokabula,Çekirdek Kabula,
53,BossNameSecurityservice,Security Force,Drone de sécurité,Security-Drohne,Robosentinella,Vigilante robótico,セキュリティサービス,Security Force,Drone de sécurité,Vigilante robótico,Güvenlik Gücü,
54,BossNameSecurityserviceEx,Security Force 2.0,Drone de sécurité 2.0,Security-Drohne 2.0,Robosentinella 2.0,Vigilante robótico 2.0,Re:セキュリティサービス,Security Force 2.0,Drone de sécurité 2.0,Vigilante robótico 2.0,Güvenlik Gücü 2.0,
55,BossNameHartmann,President Haltmann,Président Haltmann,Präsident Haltmann,Presidente Haltmann,Presidente Haltmann,プレジデント・ハルトマン,President Haltmann,Président Haltmann,Presidente Haltmann,Başkan Haltmann,
56,BossNameHartmannEx,Pres. Haltmann 2.0,Prés. Haltmann 2.0,Präs. Haltmann 2.0,Presidente Haltmann 2.0,Presidente Haltmann 2.0,Re:プレジデント・ハルトマン,Pres. Haltmann 2.0,Prés. Haltmann 2.0,Presidente Haltmann 2.0,Bşk. Haltmann 2.0,
57,BossNameMothercomputer,Star Dream,Idole des étoiles,Sternentraum,Sogno Stellare,Sueño Estelar,星の夢,Star Dream,Idole des étoiles,Sueño Estelar,Yıldız Rüyası,
58,BossNameMothercomputerEx,Star Dream Soul OS,idole_des_etoiles.exe,Sternengeist OS,Sogno Stellare.exe,Sueño Estelar.exe,星の夢.Soul OS,Star Dream Soul OS,idole_des_etoiles.exe,Sueño Estelar.exe,Yıldız Rüyası.exe,
59,BossNameMothercomputership,Star Dream,Idole des étoiles,Sternentraum,Sogno Stellare,Sueño Estelar,星の夢,Star Dream,Idole des étoiles,Sueño Estelar,Yıldız Rüyası,
60,BossNameMothercomputershipEx,Star Dream Soul OS,idole_des_etoiles.exe,Sternengeist OS,Sogno Stellare.exe,Sueño Estelar.exe,星の夢.Soul OS,Star Dream Soul OS,idole_des_etoiles.exe,Sueño Estelar.exe,Yıldız Rüyası.exe,
61,BossNameMothercomputerScrewBattle,Star Dream,Idole des étoiles,Sternentraum,Sogno Stellare,Sueño Estelar,星の夢,Star Dream,Idole des étoiles,Sueño Estelar,Yıldız Rüyası,
62,BossNameClonedarkmatter,Dark Matter Clone,Clone de Matière Noire,Dark-Matter-Klon,Clone di Dark Matter,Clon Materia oscura,クローン剣士ダークマター,Dark Matter Clone,Clone de Matière Noire,Clon Materia oscura,Kara Madde Klonu,
63,BossNameMothercomputersoulcore,Star Dream Soul OS,idole_des_etoiles.exe,Sternengeist OS,Sogno Stellare.exe,Sueño Estelar.exe,星の夢.Soul OS,Star Dream Soul OS,idole_des_etoiles.exe,Sueño Estelar.exe,Yıldız Rüyası.exe,
64,BossNameGalacticknight,Galacta Knight Returns,Galacta Knight invoqué,⟦MSBT:0E000000020002005A00⟧Ultra-Knights Rückkehr⟦MSBT:0E000000020002006400⟧,Il ritorno di Galacta Knight,Galacta Knight contrataca,ギャラクティックナイト リターンズ,Galacta Knight Returns,Galacta Knight invoqué,Galacta Knight contrataca,Galacta Knight Dönüyor,
65,BossNameClonesectnia,Sectonia Clone,Clone de Sectonia,Sectonia-Klon,Clone di Sectonia,Clon Sectonia,クローンセクトニア,Sectonia Clone,Clone de Sectonia,Clon Sectonia,Sectonia Klonu,
