index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
15,LevelSelectLoOpSwallow,Swallow,Avaler,Schlucken,Inghiotti,Tragar,のみこみ,Swallow,Avaler,Tragar,Yut,
16,LevelSelectLoOpSquat,Crouch,S'accroupir,Hocken,Abbassati,Agacharse,しゃがみ,Crouch,S'accroupir,Agacharse,Çömel,
17,LevelSelectLoOpHover,Hover,Flotter,⟦MSBT:0E000000020002005500⟧Schweben⟦MSBT:0E000000020002006400⟧,Vola,Flotar,ホバリング,Hover,Flotter,Flotar,Süzül,
18,LevelSelectLoOpJump,Jump,Sauter,Springen,Salta,Saltar,ジャンプ,Jump,Sauter,Saltar,Zıpla,
19,LevelSelectLoOpInhale,Inhale,Aspirer,⟦MSBT:0E000000020002005A00⟧Einsaugen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Risucchia⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Absorber⟦MSBT:0E000000020002006400⟧,すいこみ,Inhale,Aspirer,⟦MSBT:0E000000020002005F00⟧Absorber⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧İçine Çek⟦MSBT:0E000000020002006400⟧,
20,LevelSelectLoOpVomit,Spit,Expulser,⟦MSBT:0E000000020002004B00⟧Ausspucken⟦MSBT:0E000000020002006400⟧,Espelli,Escupir,はきだし,Spit,Expulser,Escupir,Tükür,
21,LevelSelectLoOpAirBall,Air Bullet,⟦MSBT:0E000000020002005F00⟧Bulle d'air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Luftkugel⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Proiettile⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Pr. aéreo⟦MSBT:0E000000020002006400⟧,くうきだん,Air Bullet,⟦MSBT:0E000000020002005F00⟧Bulle d'air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Pr. aéreo⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Hava Mermisi⟦MSBT:0E000000020002006400⟧,
22,LevelSelectLoToTitle,To Title,Retour,Zurück,Al titolo,Atrás,タイトルへ,To Title,Retour,Atrás,Başlığa,
23,LevelSelectLoCancel,Back,⟦MSBT:0E000000020002005500⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Zurück⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Indietro⟦MSBT:0E000000020002006400⟧,Atrás,もどる,Back,⟦MSBT:0E000000020002005500⟧Retour⟦MSBT:0E000000020002006400⟧,Atrás,Geri,
24,LevelSelectLoDecide,Start,⟦MSBT:0E000000020002005A00⟧Allons-y !⟦MSBT:0E000000020002006400⟧,Start,Inizia,Empezar,スタート！,Start,⟦MSBT:0E000000020002005A00⟧Allons-y!⟦MSBT:0E000000020002006400⟧,Empezar,Başla,
25,TutorialButtonTitle,Tutorial,Tutoriel,Tutorial,Tutorial,Tutorial,あそびかた,Tutorial,Tutoriel,Guía,Eğitim,
26,CloseButtonTitle,Back,Retour,Zurück,Indietro,Atrás,とじる,Back,Retour,Atrás,Geri,
27,HeaderLevel1,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,1 - ⟦MSBT:0E00020001000000⟧,
28,HeaderLevel2,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,2 - ⟦MSBT:0E00020001000000⟧,
29,HeaderLevel3,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,3 - ⟦MSBT:0E00020001000000⟧,
30,HighScore,Best,Record,Rekord,Record,Récord,ハイスコア,Best,Record,Récord,Rekor,
31,PauseButtonTitle,Pause,Pause,Pause,Pausa,Pausa,ポーズ,Pause,Pause,Pausa,Mola,
32,PauseScreenText,Pause,Pause,Pause,Pausa,Pausa,ポーズ,Pause,Pause,Pausa,Mola,
33,LevelSelectButtonTitlePause,Quit,Quitter,Beenden,Esci,Salir,やめる,Quit,Quitter,Salir,Çık,
34,RetryButtonTitlePause,Restart,⟦MSBT:0E000000020002005500⟧Réessayer⟦MSBT:0E000000020002006400⟧,Neustart,Riprova,Reiniciar,やりなおす,Restart,⟦MSBT:0E000000020002005500⟧Réessayer⟦MSBT:0E000000020002006400⟧,Reiniciar,Baştan,
35,PauseConfirmLevelSelect,"⟦MSBT:0E00000003000400FF4B32FF⟧Quit the game ⟦MSBT:0E00000003000400000000FF⟧and return
to level selection?","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter⟦MSBT:0E00000003000400000000FF⟧ et revenir au
choix du niveau ?","⟦MSBT:0E00000003000400FF4B32FF⟧Spiel beenden⟦MSBT:0E00000003000400000000FF⟧ und
zurück zur Levelauswahl?","Vuoi ⟦MSBT:0E00000003000400FF4B32FF⟧uscire dal gioco
⟦MSBT:0E00000003000400000000FF⟧e tornare alla selezione
del livello?","⟦MSBT:0E000000020002005F00⟧¿Quieres ⟦MSBT:0E00000003000400FF4B32FF⟧salir ⟦MSBT:0E00000003000400000000FF⟧y volver a la
pantalla de selección de nivel?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧ゲームをやめて⟦MSBT:0E00000003000400000000FF⟧
レベルセレクトへ もどりますか？","⟦MSBT:0E00000003000400FF4B32FF⟧Quit the game ⟦MSBT:0E00000003000400000000FF⟧and return 
to level selection?","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter⟦MSBT:0E00000003000400000000FF⟧ et revenir au
choix du niveau?","⟦MSBT:0E000000020002005F00⟧¿Quieres ⟦MSBT:0E00000003000400FF4B32FF⟧salir ⟦MSBT:0E00000003000400000000FF⟧y volver a la
pantalla de selección de nivel?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧Oyundan çıkıp⟦MSBT:0E00000003000400000000FF⟧
seviye seçimine dönmek
istiyor musun?",
36,PauseConfirmRetry,Try again from the start?,Réessayer du début ?,Noch einmal neu beginnen?,"Vuoi riprovare a
giocare dall'inizio?","⟦MSBT:0E000000020002005F00⟧¿Quieres volver a empezar
desde el principio?⟦MSBT:0E000000020002006400⟧",さいしょから やりなおしますか？,Try again from the start?,Réessayer du début?,"⟦MSBT:0E000000020002005F00⟧¿Quieres volver a empezar
desde el principio?⟦MSBT:0E000000020002006400⟧","Baştan denemek
istiyor musun?",
37,BonusNameTime,Time Bonus,Bonus de temps,Zeitbonus,Bonus tempo,⟦MSBT:0E000000020002004900⟧Bonificación por tiempo⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧タイムボーナス⟦MSBT:0E000000020002006400⟧,Time Bonus,Bonus de temps,⟦MSBT:0E000000020002004900⟧Bonificación por tiempo⟦MSBT:0E000000020002006400⟧,Süre Bonusu,
38,BonusNameNoDamage,No Damage,Aucun dégât,Ohne Schaden,Nessun danno,Sin daño,⟦MSBT:0E000000020002006400⟧ノーダメージ⟦MSBT:0E000000020002006400⟧,No Damage,Aucun dégât,Sin daño,Hasarsız,
39,BonusNameSpeed,Speed Clear,Rapidité,⟦MSBT:0E000000020002005A00⟧Flotter Abschluss⟦MSBT:0E000000020002006400⟧,Velocità,Turbo,⟦MSBT:0E000000020002006400⟧スピードクリア⟦MSBT:0E000000020002006400⟧,Speed Clear,Rapidité,Turbo,Hızlı Bitir,
40,BonusNameCoinComp,All Coins,⟦MSBT:0E000000020002005A00⟧Toutes les pièces⟦MSBT:0E000000020002006400⟧,Alle Münzen,Tutte le monete,⟦MSBT:0E000000020002005500⟧Todas las monedas⟦MSBT:0E000000020002006400⟧,コイン⟦MSBT:0E000000020002006400⟧コンプリート⟦MSBT:0E000000020002006400⟧,All Coins,⟦MSBT:0E000000020002005A00⟧Toutes les pièces⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Todas las monedas⟦MSBT:0E000000020002006400⟧,Tüm Paralar,
41,BonusNameFullCombo,⟦MSBT:0E000000020002005F00⟧Perfect Combo⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Tous les combos⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Perfekte Combo⟦MSBT:0E000000020002006400⟧,Tutte le combo,⟦MSBT:0E000000020002005A00⟧Todos los combos⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧フルコンボ⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Perfect Combo⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Tous les combos⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Todos los combos⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Mükemmel Kombo⟦MSBT:0E000000020002006400⟧,
42,ResultClearTimeText,Clear Time,Temps,Benötigte Zeit,Tempo,Tiempo,クリアタイム,Clear Time,Temps,Tiempo,Süre,
43,ResultMaxComboText,Best Combo,Combo max,Beste Combo,Record combo,Combo máximo,さいだいコンボ⟦MSBT:0E000000000008000200040059304630⟧数,Best Combo,Combo max,Combo máximo,En İyi Kombo,
44,ResultRankingBtnText,⟦MSBT:0E00010002000000⟧ Ranking,⟦MSBT:0E00010002000000⟧ Classement,⟦MSBT:0E00010002000000⟧ Rangliste,⟦MSBT:0E00010002000000⟧ Podio,⟦MSBT:0E00010002000000⟧ Récords,⟦MSBT:0E00010002000000⟧ ランキング,⟦MSBT:0E00010002000000⟧ Ranking,⟦MSBT:0E00010002000000⟧ Classement,⟦MSBT:0E00010002000000⟧ Récords,⟦MSBT:0E00010002000000⟧ Sıralama,
45,ResultBackBtnText,⟦MSBT:0E00010002000000⟧ Back,⟦MSBT:0E00010002000000⟧ Retour,⟦MSBT:0E00010002000000⟧ Zurück,⟦MSBT:0E00010002000000⟧ Indietro,⟦MSBT:0E00010002000000⟧ Atrás,⟦MSBT:0E00010002000000⟧ もどる,⟦MSBT:0E00010002000000⟧ Back,⟦MSBT:0E00010002000000⟧ Retour,⟦MSBT:0E00010002000000⟧ Atrás,⟦MSBT:0E00010002000000⟧ Geri,
46,ResultBonusNoDamageText,No Damage,"Aucun
dégât",⟦MSBT:0E000000020002005500⟧Ohne Schaden⟦MSBT:0E000000020002006400⟧,"Nessun
danno",Sin daño,ノーダメージ,No Damage,"Aucun
dégât",Sin daño,Hasarsız,
47,ResultBonusSpeedText,"Speed
Clear",Rapidité,"Flotter
Abschluss",Velocità,Turbo,"スピード
クリア","Speed
Clear",Rapidité,Turbo,"Hızlı
Bitir",
48,ResultBonusCoinCompText,All Coins,"Toutes les
pièces",Alle Münzen,"Tutte le
monete","Todas las
monedas","コイン
コンプリート",All Coins,"Toutes les
pièces","Todas las
monedas","Tüm
Paralar",
49,ResultBonusFullComboText,⟦MSBT:0E000000020002005F00⟧Full Combos⟦MSBT:0E000000020002006400⟧,"Tous les
combos","Volle
Combos","Tutte le
combo","Todos los
combos",フルコンボ,⟦MSBT:0E000000020002005F00⟧Full Combos⟦MSBT:0E000000020002006400⟧,"Tous les
combos","Todos los
combos","⟦MSBT:0E000000020002005A00⟧Tüm
Kombolar⟦MSBT:0E000000020002006400⟧",
50,LevelSelectButtonTitle,Level Select,Choix du niveau,Levelauswahl,Seleziona livello,Elegir nivel,レベルセレクトへ,Level Select,Choix du niveau,Elegir nivel,Seviye Seç,
51,RetryButtonTitle,Retry,Réessayer,Noch einmal,Riprova,Reintentar,もういちど,Retry,Réessayer,Reintentar,Tekrar,
52,DialogYes,Yes,Oui,Ja,Sì,Sí,はい,Yes,Oui,Sí,Evet,
53,DialogNo,No,Non,Nein,No,No,いいえ,No,Non,No,Hayır,
54,DialogOK,OK,OK,OK,OK,Aceptar,OK,OK,OK,Aceptar,Tamam,
55,TutorialHeaderText,Tutorial,Tutoriel,Tutorial,Tutorial,Tutorial,あそびかた,Tutorial,Tutoriel,Guía,Eğitim,
56,TutorialOkBtn,OK,OK,OK,OK,⟦MSBT:0E000000020002004E00⟧Aceptar⟦MSBT:0E000000020002006400⟧,OK,OK,OK,⟦MSBT:0E000000020002004E00⟧Aceptar⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Tamam⟦MSBT:0E000000020002006400⟧,
57,TutorialPageNum,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,
58,TutorialPageNumSlash,/,/,/,/,/,/,/,/,/,/,
59,TutorialPageNumMax,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,⟦MSBT:0E00020001000000⟧,
60,TutorialPage1Caption1,Kirby in 3D!,Kirby en 3D !,Kirby in 3D!,Kirby in 3D!,¡Kirby en 3D!,すって はいての 3Dアクション！,Kirby in 3D!,Kirby en 3D!,¡Kirby en 3D!,Kirby 3D'de!,
61,TutorialPage1,"Defeat enemies in
⟦MSBT:0E00000003000400FF4600FF⟧3D stages⟦MSBT:0E00000003000400000000FF⟧ and go for
the ⟦MSBT:0E00000003000400FF4600FF⟧high score⟦MSBT:0E00000003000400000000FF⟧!","Obtenez le plus haut
⟦MSBT:0E00000003000400FF4600FF⟧score ⟦MSBT:0E00000003000400000000FF⟧possible dans
des ⟦MSBT:0E00000003000400FF4600FF⟧niveaux en 3D ⟦MSBT:0E00000003000400000000FF⟧!","Besiege Gegner in
⟦MSBT:0E00000003000400FF4600FF⟧3D-Umgebungen⟦MSBT:0E00000003000400000000FF⟧ und
hole dir den ⟦MSBT:0E00000003000400FF4600FF⟧Highscore⟦MSBT:0E00000003000400000000FF⟧!","Sconfiggi i nemici nei
⟦MSBT:0E00000003000400FF4600FF⟧livelli in 3D⟦MSBT:0E00000003000400000000FF⟧ e punta al
⟦MSBT:0E00000003000400FF4600FF⟧record⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005A00⟧Derrota a los enemigos en
las ⟦MSBT:0E00000003000400FF4600FF⟧fases en 3D ⟦MSBT:0E00000003000400000000FF⟧y logra la
⟦MSBT:0E00000003000400FF4600FF⟧máxima puntuación⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4600FF⟧3Dくうかん⟦MSBT:0E00000003000400000000FF⟧を かけまわり
すべての てきを たおす
⟦MSBT:0E00000003000400FF4600FF⟧スコアアタック！⟦MSBT:0E00000003000400000000FF⟧","Defeat enemies in 
⟦MSBT:0E00000003000400FF4600FF⟧3D stages⟦MSBT:0E00000003000400000000FF⟧, and go
for the ⟦MSBT:0E00000003000400FF4600FF⟧high score⟦MSBT:0E00000003000400000000FF⟧!","Obtenez le plus haut
⟦MSBT:0E00000003000400FF4600FF⟧pointage ⟦MSBT:0E00000003000400000000FF⟧possible dans
des ⟦MSBT:0E00000003000400FF4600FF⟧étapes en 3D⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005A00⟧Derrota a los enemigos en
las ⟦MSBT:0E00000003000400FF4600FF⟧fases en 3D ⟦MSBT:0E00000003000400000000FF⟧y logra la
⟦MSBT:0E00000003000400FF4600FF⟧máxima puntuación⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Düşmanları ⟦MSBT:0E00000003000400FF4B32FF⟧3D etaplarda⟦MSBT:0E00000003000400000000FF⟧ yen
ve ⟦MSBT:0E00000003000400FF4B32FF⟧en yüksek puanı⟦MSBT:0E00000003000400000000FF⟧
hedefle!⟦MSBT:0E000000020002006400⟧",
62,TutorialPage2Caption1,Inhale!,Aspirer,Einsaugen,Risucchia!,¡Absorbe!,すいこみ！,Inhale!,Aspirer,¡Absorbe!,İçine Çek!,
63,TutorialPage2Caption1-2,Turn and inhale!,⟦MSBT:0E000000020002006300⟧Orienter l'aspiration⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Umdrehen/einsaugen!⟦MSBT:0E000000020002006400⟧,Girati e risucchia!,¡Gira y absorbe!,かいてんして すいこみ！,Turn and inhale!,⟦MSBT:0E000000020002006300⟧Orienter l'aspiration⟦MSBT:0E000000020002006400⟧,¡Gira y absorbe!,Dön ve içine çek!,
64,TutorialPage2Caption2,Spit!,Expulser,Ausspucken!,Espelli!,¡Escupe!,はきだし！,Spit!,Expulser,¡Escupe!,Tükür!,
65,TutorialPage2Caption2-2,Turn and spit!,Orienter l'expulsion,⟦MSBT:0E000000020002005500⟧Umdrehen/ausspucken!⟦MSBT:0E000000020002006400⟧,Girati ed espelli!,¡Gira y escupe!,かいてんして はきだし！,Turn and spit!,Orienter l'expulsion,¡Gira y escupe!,Dön ve tükür!,
