index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
10,Boss03AppearSusieSerif07,"Our ""⟦MSBT:0E00000003000400FF4B32FF⟧Mechanising Occupation Project⟦MSBT:0E00000003000400000000FF⟧""
is now well underway...","Notre ⟦MSBT:0E00000003000400FF4B32FF⟧Projet d'Invasion Mécanique⟦MSBT:0E00000003000400000000FF⟧
est bien avancé.","Unser Projekt „⟦MSBT:0E00000003000400FF4B32FF⟧Mechanisierte
Besetzung⟦MSBT:0E00000003000400000000FF⟧“ hat begonnen.","Il nostro ⟦MSBT:0E00000003000400FF4B32FF⟧Progetto di Occupazione
Meccanica⟦MSBT:0E00000003000400000000FF⟧ è ben avviato.","Nuestro ⟦MSBT:0E00000003000400FF4B32FF⟧Proceso de Invasión y
Mecanización⟦MSBT:0E00000003000400000000FF⟧ ya está muy avanzado. ","アナタ⟦MSBT:0E00000000000800020004004C305F30⟧方は、われわれの
⟦MSBT:0E00000003000400FF4B32FF⟧「キカイ⟦MSBT:0E00000000000600020002004B30⟧化しんりゃくプロジェクト」⟦MSBT:0E00000003000400000000FF⟧に とって、","Our ⟦MSBT:0E00000003000400FF4B32FF⟧Mechanizing Occupation Project⟦MSBT:0E00000003000400000000FF⟧
is now under way...","Notre ⟦MSBT:0E00000003000400FF4B32FF⟧Projet d'Invasion Mécanique⟦MSBT:0E00000003000400000000FF⟧
est bien en marche.","Nuestro ⟦MSBT:0E00000003000400FF4B32FF⟧Proceso de Invasión y
Mecanización⟦MSBT:0E00000003000400000000FF⟧ ya está muy avanzado. ","“⟦MSBT:0E00000003000400FF4B32FF⟧Mekanik İşgal Projesi⟦MSBT:0E00000003000400000000FF⟧”
tam gaz ilerliyor...",
11,Boss03AppearSusieSerif08,"and your people have unfortunately
been identified as...obstacles.","Et votre peuple n'est malheureusement
rien de plus qu'un obstacle pour nous.","Und ihr Ureinwohner stellt leider ein
Hindernis für dessen Umsetzung dar.","E, sfortunatamente, la tua gente è
stata identificata come ""ostacolo"".","Y me temo que vosotros sois...
un obstáculo en nuestros planes.","ジャマな ⟦MSBT:0E00000000000C00040008005D30933056304430⟧存在と
はんだん されました。","and your people have unfortunately
been identified as...obstacles.","Et votre peuple n'est malheureusement
rien de plus qu'un obstacle pour nous.","Y me temo que ustedes son...
un obstáculo en nuestros planes.","ve halkın ne yazık ki...
engel olarak belirlendi.",
12,Boss03AppearSusieSerif09,"Our most sincere condolences, and I'm
sorry you had to come all this way...⟦MSBT:0E00000004000000⟧but I'm afraid...","Je suis terriblement désolée que vous
ayez fait tout ce chemin pour rien.⟦MSBT:0E00000004000000⟧Mais il ne me reste plus qu'une
chose à faire...","Es ehrt dich, dass du den weiten Weg
bis hier auf dich genommen hast...⟦MSBT:0E00000004000000⟧Allerdings befürchte ich...","Le mie più sincere condoglianze.⟦MSBT:0E00000004000000⟧Mi spiace che tu abbia fatto tanta
strada per niente, ma temo che...","Sé que has hecho un gran esfuerzo
para llegar hasta aquí.⟦MSBT:0E00000004000000⟧Pero...","ここまで ごそくろう いただき、
たいへん おそれ⟦MSBT:0E00000000000600020002004430⟧入りますが…⟦MSBT:0E00000004000000⟧すみやかに…","Our most sincere condolences, and I'm
sorry you had to come all this way...⟦MSBT:0E00000004000000⟧but I'm afraid...","Je suis terriblement désolée que vous
ayez fait tout ce chemin pour rien.⟦MSBT:0E00000004000000⟧Mais il ne me reste plus qu'une
chose à faire...","Sé que has hecho un gran esfuerzo
para llegar hasta aquí.⟦MSBT:0E00000004000000⟧Pero...","En içten taziyelerim. Bunca yolu
geldiğin için üzgünüm...⟦MSBT:0E00000004000000⟧ama korkarım...",
13,Boss03AppearSusieSerif10,⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00030001000000⟧you must be destroyed!⟦MSBT:0E00030002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00030001000000⟧Vous anéantir !⟦MSBT:0E00030002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00030001000000⟧⟦MSBT:0E000000020002009600⟧Das ist dein Ende!⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00030002000000⟧,⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00030001000000⟧Verrai distrutto!⟦MSBT:0E00030002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00030001000000⟧⟦MSBT:0E000000020002009600⟧¡debes ser eliminado!⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00030002000000⟧,⟦MSBT:0E00030001000000⟧⟦MSBT:0E000000020002009600⟧くじょ されて くださいませ！⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00030002000000⟧,⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00030001000000⟧you must be destroyed!⟦MSBT:0E00030002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00030001000000⟧Vous anéantir!⟦MSBT:0E00030002000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00030001000000⟧⟦MSBT:0E000000020002009600⟧¡debes ser eliminado!⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00030002000000⟧,⟦MSBT:0E000000020002009600⟧⟦MSBT:0E00030001000000⟧yok edilmelisin!⟦MSBT:0E00030002000000⟧⟦MSBT:0E000000020002006400⟧,
14,Boss04AppearSusieSerif01,"Noble⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ we adore him,⟦MSBT:0E00000004000000⟧Noble⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ we adore him!⟦MSBT:0E00000004000000⟧Every day⟦MSBT:0E00030003000000⟧ we wish⟦MSBT:0E00030003000000⟧ him glory!","Ô noble⟦MSBT:0E00030003000000⟧ Haltmann,
président de nos cœurs !⟦MSBT:0E00000004000000⟧Ô noble⟦MSBT:0E00030003000000⟧ Haltmann,
président de nos cœurs !⟦MSBT:0E00000004000000⟧Chaque jour⟦MSBT:0E00030003000000⟧ rend hommage⟦MSBT:0E00030003000000⟧
à ta grandeur !","Nobler⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ wir verehren,⟦MSBT:0E00000004000000⟧Nobler⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ wir verehren⟦MSBT:0E00000004000000⟧Dich, oh⟦MSBT:0E00030003000000⟧ Herr im⟦MSBT:0E00030003000000⟧ Weltenraum!","Nobile⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ ti adoriamo!⟦MSBT:0E00000004000000⟧Nobile⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ ti adoriamo!⟦MSBT:0E00000004000000⟧Sempre⟦MSBT:0E00030003000000⟧ la tua gloria⟦MSBT:0E00030003000000⟧ cantiamo!","Presi⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ es usted genial.⟦MSBT:0E00000004000000⟧Presi⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ es usted genial.⟦MSBT:0E00000004000000⟧Es la mar⟦MSBT:0E00030003000000⟧ de especial.⟦MSBT:0E00030003000000⟧ ¡Qué figura!",おーお～⟦MSBT:0E00030003000000⟧　いーだいな⟦MSBT:0E00030003000000⟧　ハールトマン～⟦MSBT:0E00000004000000⟧おーお～⟦MSBT:0E00030003000000⟧　いーだいな⟦MSBT:0E00030003000000⟧　ハールトマン～⟦MSBT:0E00000004000000⟧⟦MSBT:0E000000000008000400040068308F30⟧永遠にー⟦MSBT:0E00030003000000⟧　⟦MSBT:0E00000000000600020002006F30⟧果てなくー⟦MSBT:0E00030003000000⟧　⟦MSBT:0E000000000008000200040055304B30⟧栄えよ～,"Noble⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ we adore him⟦MSBT:0E00000004000000⟧Noble⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ we adore him!⟦MSBT:0E00000004000000⟧Every day⟦MSBT:0E00030003000000⟧ we wish⟦MSBT:0E00030003000000⟧ him glory!","Ô noble⟦MSBT:0E00030003000000⟧ Haltmann,
président de nos cœurs!⟦MSBT:0E00000004000000⟧Ô noble⟦MSBT:0E00030003000000⟧ Haltmann,
président de nos cœurs!⟦MSBT:0E00000004000000⟧Chaque jour⟦MSBT:0E00030003000000⟧ rend hommage⟦MSBT:0E00030003000000⟧
à ta grandeur!","Presi⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ es usted genial.⟦MSBT:0E00000004000000⟧Presi⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ es usted genial.⟦MSBT:0E00000004000000⟧Es un ser⟦MSBT:0E00030003000000⟧ muy especial.⟦MSBT:0E00030003000000⟧ ¡Qué figura!","Yüce⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ ona taparız,⟦MSBT:0E00000004000000⟧Yüce⟦MSBT:0E00030003000000⟧ Haltmann,⟦MSBT:0E00030003000000⟧ ona taparız!⟦MSBT:0E00000004000000⟧Her gün⟦MSBT:0E00030003000000⟧ ona⟦MSBT:0E00030003000000⟧ şan dileriz!",
15,Boss04AppearSusieSerif02,"Oh!
Pardon me.⟦MSBT:0E00000004000000⟧That was our company's wonderful
theme song, ""⟦MSBT:0E00000003000400FF4B32FF⟧The Noble Haltmann⟦MSBT:0E00000003000400000000FF⟧"".⟦MSBT:0E00000004000000⟧Sometimes I just find myself
singing it out loud. It's so catchy!","Oh.
Excusez-moi.⟦MSBT:0E00000004000000⟧Je fredonnais l'hymne de notre société.⟦MSBT:0E00000004000000⟧Il s'appelle ⟦MSBT:0E00000003000400FF4B32FF⟧Ô noble Haltmann⟦MSBT:0E00000003000400000000FF⟧.
Je suis sûre que vous l'adorez déjà.","...Oh.
Verzeihung.⟦MSBT:0E00000004000000⟧Das war unsere vielfach
ausgezeichnete Firmenhymne,⟦MSBT:0E00000004000000⟧„⟦MSBT:0E00000003000400FF4B32FF⟧Der noble Haltmann⟦MSBT:0E00000003000400000000FF⟧“.
Ich musste sie jetzt einfach singen...","Oh!
Mi devi scusare.⟦MSBT:0E00000004000000⟧Quello era il nostro magnifico inno
aziendale, ""⟦MSBT:0E00000003000400FF4B32FF⟧Il nobile Haltmann⟦MSBT:0E00000003000400000000FF⟧"".⟦MSBT:0E00000004000000⟧A volte lo canto senza accorgemene.
È davvero orecchiabile!","¡Ahí va!, perdona...⟦MSBT:0E00000004000000⟧Ese es el himno de nuestra empresa,
«⟦MSBT:0E00000003000400FF4B32FF⟧El gran presidente Haltmann⟦MSBT:0E00000003000400000000FF⟧».⟦MSBT:0E00000004000000⟧No he podido resistirme a cantar.
¿A que te pone la piel de gallina?","……おっと、
たいへん しつれい いたしました。⟦MSBT:0E00000004000000⟧われらが カンパニーの
すばらしい⟦MSBT:0E00000000000A0004000600573083304B30⟧社歌、⟦MSBT:0E00000004000000⟧⟦MSBT:0E00000003000400FF4B32FF⟧「⟦MSBT:0E00000000000A00040006004E3093304C30⟧銀河に⟦MSBT:0E00000000000800040004006A306030⟧名立たるハルトマン」⟦MSBT:0E00000003000400000000FF⟧。⟦MSBT:0E00000004000000⟧ついつい ⟦MSBT:0E00000000000800020004004F306130⟧口ずさんで しまいましたわ。","Oh!
Pardon me.⟦MSBT:0E00000004000000⟧That was our company's wonderful
theme song, ""⟦MSBT:0E00000003000400FF4B32FF⟧The Noble Haltmann⟦MSBT:0E00000003000400000000FF⟧.""⟦MSBT:0E00000004000000⟧Sometimes I just find myself
singing it out loud. It's so catchy!","Oh.
Excusez-moi.⟦MSBT:0E00000004000000⟧Je fredonnais l'hymne de notre société.⟦MSBT:0E00000004000000⟧Il s'appelle ⟦MSBT:0E00000003000400FF4B32FF⟧Ô noble Haltmann⟦MSBT:0E00000003000400000000FF⟧.
Je suis sûre que vous l'adorez déjà.","¡Huy!, perdona...⟦MSBT:0E00000004000000⟧Ese es el himno de nuestra empresa,
""⟦MSBT:0E00000003000400FF4B32FF⟧El gran presidente Haltmann⟦MSBT:0E00000003000400000000FF⟧"".⟦MSBT:0E00000004000000⟧No he podido resistirme a cantar.
¿A poco no te inspira a trabajar duro?","Ah!
Affedersin.⟦MSBT:0E00000004000000⟧Bu, şirketimizin harika
marşıydı: “⟦MSBT:0E00000003000400FF4B32FF⟧Yüce Haltmann⟦MSBT:0E00000003000400000000FF⟧”.⟦MSBT:0E00000004000000⟧Bazen fark etmeden
yüksek sesle söylüyorum. Çok akılda kalıcı!",
16,Boss04AppearSusieSerif03,"At any rate, I must say,
how nice to see you again.","Passons. Je suis ravie de vous
revoir, vous savez.","Jedenfalls...
Schön, dich wieder mal zu sehen.","Comunque... Ammetto che mi
fa piacere rivederti.","En cualquier caso, es un placer
volver a verte.","さて…
また、お⟦MSBT:0E00000000000600020002004230⟧会いしましたね。","At any rate, I must say,
how nice to see you again.","Passons. Je suis ravie de vous
revoir, vous savez.","En cualquier caso, es un placer
volver a verte.","Her neyse, doğrusu,
seni tekrar görmek güzel.",
17,Boss04AppearSusieSerif04,"I'm Susie, but I'm sure
you remember me.","Je suis Susie, mais je pense que
vous vous souvenez de moi.","Ich bin Susi, die Assistentin der
Geschäftsleitung.","Mi chiamo Susie, ma di certo
ti ricorderai di me.","Soy Susi. Te acuerdas de mí, ¿no?",⟦MSBT:0E00000000000A0004000600723057308730⟧秘書スージー でございます。,"I'm Susie, but I'm sure
you remember me.","Je suis Susie, mais je pense que
vous vous souvenez de moi.","Soy Susi. Te acuerdas de mí, ¿no?","Ben Susie'yim; ama
beni hatırlıyorsundur.",
18,Boss04AppearSusieSerif05,"Let me tell you a story.⟦MSBT:0E00000004000000⟧Not long ago, I met someone
who impressed me very much.","Je vais vous raconter une histoire
qui m'est arrivée tout récemment...⟦MSBT:0E00000004000000⟧J'ai rencontré quelqu'un qui m'a
beaucoup impressionnée.","Also, vor ein paar Tagen...⟦MSBT:0E00000004000000⟧Da traf ich einen SEHR
interessanten Mann.","Lascia che ti racconti una storia.⟦MSBT:0E00000004000000⟧Qualche tempo fa, ho incontrato
qualcuno che mi ha davvero colpita.","Voy a contarte una historia. ⟦MSBT:0E00000004000000⟧Hace poco conocí a alguien de lo
más interesante.","そうそう、
ワタクシ ⟦MSBT:0E00000000000C0004000800553044304D309330⟧最近…⟦MSBT:0E00000004000000⟧とーっても ステキな ⟦MSBT:0E00000000000800020004004B305F30⟧方に
お⟦MSBT:0E00000000000600020002004230⟧会いしましたわ。","Let me tell you a story.⟦MSBT:0E00000004000000⟧Not long ago, I met someone
who impressed me very much.","Je vais vous raconter une histoire
qui m'est arrivée tout récemment...⟦MSBT:0E00000004000000⟧J'ai rencontré quelqu'un qui m'a
beaucoup impressionnée.","Voy a contarte una historia. ⟦MSBT:0E00000004000000⟧Hace poco conocí a alguien de lo
más interesante.","Sana bir hikâye anlatayım.⟦MSBT:0E00000004000000⟧Yakın zamanda beni çok
etkileyen biriyle tanıştım.",
19,Boss04AppearSusieSerif06,"He was strong and full of confidence...
A knight of the highest order.⟦MSBT:0E00000004000000⟧I was so impressed... ⟦MSBT:0E00000004000000⟧I gave him a complete remodel!","Il était fort et rayonnait d'assurance.
Un véritable chevalier.⟦MSBT:0E00000004000000⟧J'étais sous le charme...⟦MSBT:0E00000004000000⟧Alors j'ai décidé de le rendre
encore plus exceptionnel !","Er ist so stark, so selbstbewusst...
Ein Ritter vom höchsten Stande...⟦MSBT:0E00000004000000⟧Ich war unglaublich angetan, da gab
es dann nur eins zu tun... ⟦MSBT:0E00000004000000⟧Ich habe seiner Physis ein Upgrade
spendiert, das sich gewaschen hat.","Era forte e sicuro di sé.⟦MSBT:0E00000004000000⟧Un vero cavaliere senza macchia e
senza paura.⟦MSBT:0E00000004000000⟧Non potevo perdere l'occasione...
così l'ho completamente trasformato!","Fuerte, seguro de sí mismo...
Un caballero en toda regla.⟦MSBT:0E00000004000000⟧Me dejó tan impactada...⟦MSBT:0E00000004000000⟧que lo remodelé por completo.","いさましくて クールで、
ハイレベルな⟦MSBT:0E00000000000A0004000600513093305730⟧剣士⟦MSBT:0E000000000008000200040055307E30⟧様…⟦MSBT:0E00000004000000⟧で、せっかく
お⟦MSBT:0E00000000000600020002004230⟧会いできたの ですから、⟦MSBT:0E00000004000000⟧ちょっぴり ⟦MSBT:0E00000000000C00040008005C30933057309330⟧全身カイゾウして…","He was strong and full of confidence...
A knight of the highest order.⟦MSBT:0E00000004000000⟧I was so impressed... ⟦MSBT:0E00000004000000⟧I gave him a complete remodel!","Il était fort et rayonnait d'assurance.
Un véritable chevalier.⟦MSBT:0E00000004000000⟧J'étais sous le charme...⟦MSBT:0E00000004000000⟧Alors j'ai décidé de le rendre
encore plus exceptionnel!","Fuerte, seguro de sí mismo...
Un caballero de lo más noble.⟦MSBT:0E00000004000000⟧Me dejó tan impactada...⟦MSBT:0E00000004000000⟧que lo remodelé por completo.","Güçlü ve özgüvenliydi...
En üst düzey bir şövalye.⟦MSBT:0E00000004000000⟧Çok etkilendim... ⟦MSBT:0E00000004000000⟧Onu baştan aşağı yeniledim!",
20,Boss04AppearSusieSerif07,"And I hired him as
a security guard!","Et d'en faire un vrai chevalier servant...
servant Haltmann SA, bien sûr !","Außerdem hab ich ihn für die Security
unserer Firma engagiert.","E l'ho anche assunto come
guardia di sicurezza!","Y ahora trabaja como agente de
seguridad en nuestra corporación.","わが⟦MSBT:0E000000000008000200040057308330⟧社の セキュリティマシンと
させて いただきました。","And I hired him as a
company security guard.","Et d'en faire un vrai chevalier servant...
servant la Société Haltmann, bien sûr!","Y ahora trabaja como agente de
seguridad en nuestra corporación.","Ve onu
güvenlik görevlisi yaptım!",
