index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
12,RankingLoPageText,"⟦MSBT:0E00000003000400FE9A10FF⟧Compare⟦MSBT:0E00000003000400000000FF⟧ best times via
⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Beat other
players' times to rack
up ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass wins⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E00000003000400FE9A10FF⟧Partagez⟦MSBT:0E00000003000400000000FF⟧ votre record
via ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, et
remportez le plus de
⟦MSBT:0E00000003000400FE9A10FF⟧victoires⟦MSBT:0E00000003000400000000FF⟧ possibles !","⟦MSBT:0E00000003000400FE9A10FF⟧Teile⟦MSBT:0E00000003000400000000FF⟧ deine beste Zeit
über ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Wie
viele ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass-Siege⟦MSBT:0E00000003000400000000FF⟧
wirst du erringen?","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FE9A10FF⟧Confronta⟦MSBT:0E00000003000400000000FF⟧ i tempi record
tramite ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Supera
i tempi degli altri e ottieni
⟦MSBT:0E00000003000400FE9A10FF⟧vittorie StreetPass⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧¡⟦MSBT:0E00000003000400FE9A10FF⟧Comparte⟦MSBT:0E00000003000400000000FF⟧ tus récords a
través de ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!
¿Cuántas ⟦MSBT:0E00000003000400FE9A10FF⟧victorias ⟦MSBT:0E00000003000400000000FF⟧eres
capaz de conseguir?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FE9A10FF⟧すれちがい⟦MSBT:0E00000000000C00040008006430463057309330⟧通信⟦MSBT:0E00000003000400000000FF⟧で
ベストタイムを ⟦MSBT:0E00000003000400FE9A10FF⟧こうかん！⟦MSBT:0E00000003000400000000FF⟧
かちぬいて ⟦MSBT:0E00000003000400FE9A10FF⟧すれちがい
⟦MSBT:0E00000000000C00040008005730873046308A30⟧勝利⟦MSBT:0E000000000008000200040059304630⟧数⟦MSBT:0E00000003000400000000FF⟧を ふやせ！","⟦MSBT:0E00000003000400FE9A10FF⟧Share⟦MSBT:0E00000003000400000000FF⟧ your best time
via ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!
How many ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass
wins⟦MSBT:0E00000003000400000000FF⟧ can you get?","⟦MSBT:0E00000003000400FE9A10FF⟧Partagez⟦MSBT:0E00000003000400000000FF⟧ votre record
via ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, et
remportez le plus de
⟦MSBT:0E00000003000400FE9A10FF⟧victoires⟦MSBT:0E00000003000400000000FF⟧ possible!","⟦MSBT:0E000000020002005F00⟧¡⟦MSBT:0E00000003000400FE9A10FF⟧Comparte⟦MSBT:0E00000003000400000000FF⟧ tus récords a
través de ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!
¿Cuántas ⟦MSBT:0E00000003000400FE9A10FF⟧victorias ⟦MSBT:0E00000003000400000000FF⟧eres
capaz de conseguir?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧En iyi sürelerini ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ ile
⟦MSBT:0E00000003000400FE9A10FF⟧kıyasla⟦MSBT:0E00000003000400000000FF⟧! Rakiplerinin sürelerini
geçip ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass zaferleri⟦MSBT:0E00000003000400000000FF⟧
kazan!⟦MSBT:0E000000020002006400⟧",
13,RankingLoExPageText,"⟦MSBT:0E00000003000400FE9A10FF⟧Compare⟦MSBT:0E00000003000400000000FF⟧ best times via
⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Beat other
players' times to rack
up ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass wins⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E00000003000400FE9A10FF⟧Partagez⟦MSBT:0E00000003000400000000FF⟧ votre record
via ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, et
remportez le plus de
⟦MSBT:0E00000003000400FE9A10FF⟧victoires⟦MSBT:0E00000003000400000000FF⟧ possibles !","⟦MSBT:0E00000003000400FE9A10FF⟧Teile⟦MSBT:0E00000003000400000000FF⟧ deine beste Zeit
über ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Wie
viele ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass-Siege⟦MSBT:0E00000003000400000000FF⟧
wirst du erringen?","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FE9A10FF⟧Confronta⟦MSBT:0E00000003000400000000FF⟧ i tempi record
tramite ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Supera
i tempi degli altri e ottieni
⟦MSBT:0E00000003000400FE9A10FF⟧vittorie StreetPass⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧¡⟦MSBT:0E00000003000400FE9A10FF⟧Comparte⟦MSBT:0E00000003000400000000FF⟧ tus récords a
través de ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!
¿Cuántas ⟦MSBT:0E00000003000400FE9A10FF⟧victorias ⟦MSBT:0E00000003000400000000FF⟧eres
capaz de conseguir?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FE9A10FF⟧すれちがい⟦MSBT:0E00000000000C00040008006430463057309330⟧通信⟦MSBT:0E00000003000400000000FF⟧で
ベストタイムを ⟦MSBT:0E00000003000400FE9A10FF⟧こうかん！⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FE9A10FF⟧すれちがい⟦MSBT:0E00000000000C00040008005730873046308A30⟧勝利⟦MSBT:0E000000000008000200040059304630⟧数⟦MSBT:0E00000003000400000000FF⟧を ふやし
⟦MSBT:0E000000000008000200040057309330⟧真の⟦MSBT:0E00000000000C00040008004A30463058308330⟧王者に なれ！","⟦MSBT:0E00000003000400FE9A10FF⟧Share⟦MSBT:0E00000003000400000000FF⟧ your best time
via ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!
How many ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass
wins⟦MSBT:0E00000003000400000000FF⟧ can you get?","⟦MSBT:0E00000003000400FE9A10FF⟧Partagez⟦MSBT:0E00000003000400000000FF⟧ votre record
via ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, et
remportez le plus de
⟦MSBT:0E00000003000400FE9A10FF⟧victoires⟦MSBT:0E00000003000400000000FF⟧ possible!","⟦MSBT:0E000000020002005F00⟧¡⟦MSBT:0E00000003000400FE9A10FF⟧Comparte⟦MSBT:0E00000003000400000000FF⟧ tus récords a
través de ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!
¿Cuántas ⟦MSBT:0E00000003000400FE9A10FF⟧victorias ⟦MSBT:0E00000003000400000000FF⟧eres
capaz de conseguir?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧En iyi sürelerini ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ ile
⟦MSBT:0E00000003000400FE9A10FF⟧kıyasla⟦MSBT:0E00000003000400000000FF⟧! Rakiplerinin sürelerini
geçip ⟦MSBT:0E00000003000400FE9A10FF⟧StreetPass zaferleri⟦MSBT:0E00000003000400000000FF⟧
kazan!⟦MSBT:0E000000020002006400⟧",
14,RankingLoHeaderText,StreetPass wins:,⟦MSBT:0E000000020002005500⟧Victoires StreetPass :⟦MSBT:0E000000020002006400⟧,StreetPass-Siege:,⟦MSBT:0E000000020002005F00⟧Vittorie StreetPass:⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Victorias StreetPass:⟦MSBT:0E000000020002006400⟧,すれちがい勝利数,StreetPass wins:,⟦MSBT:0E000000020002005500⟧Victoires StreetPass :⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Victorias StreetPass:⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧StreetPass zaferleri:⟦MSBT:0E000000020002006400⟧,
15,RankingLoCountText,,,,,,回,,,,,
16,RankingLoPageNumSlash,/,/,/,/,/,/,/,/,/,/,
17,RankingLoUnknown,???,???,???,???,(?),？？？？？,? ? ?,???,(?),???,
18,RankingLoDeleteDialogText1,"Delete your records and
⟦MSBT:0E00000003000400FF4B32FF⟧reset the Arena⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(You will keep StreetPass data.)⟦MSBT:0E000000020002006400⟧","Effacer vos records et
⟦MSBT:0E00000003000400FF4B32FF⟧réinitialiser l'Arène⟦MSBT:0E00000003000400000000FF⟧ ?
⟦MSBT:0E000000020002005A00⟧(Les données StreetPass
seront conservées.)⟦MSBT:0E000000020002006400⟧","Rekorde löschen und
⟦MSBT:0E00000003000400FF4B32FF⟧die Arena zurücksetzen⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass-Daten werden
nicht gelöscht.)⟦MSBT:0E000000020002006400⟧","Vuoi cancellare i tuoi
record e ⟦MSBT:0E00000003000400FF4B32FF⟧ripristinare
l'Arena⟦MSBT:0E00000003000400000000FF⟧? I dati StreetPass
non andranno persi.","¿Quieres borrar los resultados
y ⟦MSBT:0E00000003000400FF4B32FF⟧reiniciar El Coliseo⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(Se guardarán los datos de
StreetPass.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧「かちぬきボスバトル」⟦MSBT:0E00000003000400000000FF⟧の
きろくを けして ⟦MSBT:0E00000003000400FF4B32FF⟧リセット⟦MSBT:0E00000003000400000000FF⟧しますか？
⟦MSBT:0E000000020002005A00⟧(すれちがい⟦MSBT:0E00000000000C00040008006430463057309330⟧通信のきろくは のこります)⟦MSBT:0E000000020002006400⟧","Delete your records and
⟦MSBT:0E00000003000400FF4B32FF⟧reset The Arena⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass data will remain.)⟦MSBT:0E000000020002006400⟧","Effacer vos records et
⟦MSBT:0E00000003000400FF4B32FF⟧réinitialiser l'Arène⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(Les données StreetPass
seront conservées.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¿Quieres borrar los resultados
y ⟦MSBT:0E00000003000400FF4B32FF⟧reiniciar El Coliseo⟦MSBT:0E00000003000400000000FF⟧?
(Se guardarán los datos de
StreetPass).⟦MSBT:0E000000020002006400⟧","Rekorları silip
⟦MSBT:0E00000003000400FF4B32FF⟧Arena'yı sıfırla⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass verileri korunur.)⟦MSBT:0E000000020002006400⟧",
19,RankingLoExDeleteDialogText1,"Delete your records and
⟦MSBT:0E00000003000400FF4B32FF⟧reset the True Arena⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(You will keep StreetPass data.)⟦MSBT:0E000000020002006400⟧","Effacer vos records et
⟦MSBT:0E00000003000400FF4B32FF⟧réinitialiser l'Arène Ultime⟦MSBT:0E00000003000400000000FF⟧ ?
⟦MSBT:0E000000020002005A00⟧(Les données StreetPass
seront conservées.)⟦MSBT:0E000000020002006400⟧","Rekorde löschen und ⟦MSBT:0E00000003000400FF4B32FF⟧die
NEUE Arena zurücksetzen⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass-Daten werden
nicht gelöscht.)⟦MSBT:0E000000020002006400⟧","Vuoi cancellare i tuoi
record e ⟦MSBT:0E00000003000400FF4B32FF⟧ripristinare l'Arena
finale⟦MSBT:0E00000003000400000000FF⟧? I dati StreetPass
non andranno persi.","⟦MSBT:0E000000020002005A00⟧¿Quieres borrar los resultados
y ⟦MSBT:0E00000003000400FF4B32FF⟧reiniciar El verdadero Coliseo⟦MSBT:0E00000003000400000000FF⟧?⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧(Se guardarán los datos de
StreetPass.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧「⟦MSBT:0E000000000008000200040057309330⟧真 かちぬきボスバトル」⟦MSBT:0E00000003000400000000FF⟧の
きろくを けして ⟦MSBT:0E00000003000400FF4B32FF⟧リセット⟦MSBT:0E00000003000400000000FF⟧しますか？
⟦MSBT:0E000000020002005A00⟧(すれちがい⟦MSBT:0E00000000000C00040008006430463057309330⟧通信のきろくは のこります)⟦MSBT:0E000000020002006400⟧","Delete your records and
⟦MSBT:0E00000003000400FF4B32FF⟧reset The True Arena⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass data will remain.)⟦MSBT:0E000000020002006400⟧","Effacer vos records et
⟦MSBT:0E00000003000400FF4B32FF⟧réinitialiser l'Arène Ultime⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(Les données StreetPass
seront conservées.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧¿Quieres borrar los resultados
y ⟦MSBT:0E00000003000400FF4B32FF⟧reiniciar El verdadero Coliseo⟦MSBT:0E00000003000400000000FF⟧?
(Se guardarán los datos de
StreetPass).⟦MSBT:0E000000020002006400⟧","Rekorları silip
⟦MSBT:0E00000003000400FF4B32FF⟧Gerçek Arena'yı sıfırla⟦MSBT:0E00000003000400000000FF⟧?
⟦MSBT:0E000000020002005A00⟧(StreetPass verileri korunur.)⟦MSBT:0E000000020002006400⟧",
20,RankingLoDeleteDialogText2,"Deleted records cannot be
recovered. ⟦MSBT:0E00000003000400FF4B32FF⟧Are you sure⟦MSBT:0E00000003000400000000FF⟧?","Les données effacées ne
peuvent pas être récupérées.
⟦MSBT:0E00000003000400FF4B32FF⟧Continuer⟦MSBT:0E00000003000400000000FF⟧ ?","Gelöschte Rekorde können
nicht wiederhergestellt
werden. ⟦MSBT:0E00000003000400FF4B32FF⟧Trotzdem fortfahren⟦MSBT:0E00000003000400000000FF⟧?","I record cancellati non
potranno essere recuperati.
⟦MSBT:0E00000003000400FF4B32FF⟧Vuoi continuare⟦MSBT:0E00000003000400000000FF⟧?","Los datos borrados no se
pueden recuperar. ⟦MSBT:0E00000003000400FF4B32FF⟧¿Seguro
que quieres continuar?⟦MSBT:0E00000003000400000000FF⟧","けした きろくは もどりません。
⟦MSBT:0E00000003000400FF4B32FF⟧ほんとうに よろしいですか？⟦MSBT:0E00000003000400000000FF⟧","Deleted records cannot be
recovered. ⟦MSBT:0E00000003000400FF4B32FF⟧Are you sure⟦MSBT:0E00000003000400000000FF⟧?","Les données effacées ne
peuvent pas être récupérées.
⟦MSBT:0E00000003000400FF4B32FF⟧Continuer⟦MSBT:0E00000003000400000000FF⟧?","Los datos borrados no se
pueden recuperar. ⟦MSBT:0E00000003000400FF4B32FF⟧¿Seguro
que quieres continuar?⟦MSBT:0E00000003000400000000FF⟧","Silinen rekorlar
geri alınamaz. ⟦MSBT:0E00000003000400FF4B32FF⟧Emin misin⟦MSBT:0E00000003000400000000FF⟧?",
21,RankingLoDeleteDialogYes,⟦MSBT:0E00000003000400FF6400FF⟧Delete⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Effacer⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Löschen⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Cancella⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Borrar⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧けす⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Delete⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Effacer⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Borrar⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF6400FF⟧Sil⟦MSBT:0E00000003000400000000FF⟧,
22,RankingLoDeleteDialogNo,Cancel,Annuler,Abbruch,No,Cancelar,やめる,Cancel,Annuler,Cancelar,İptal,
23,GameClearLoText,Records,Records,Rangliste,Podio,Récords,ランキング,Rankings,⟦MSBT:0E000000020002005400⟧Classement⟦MSBT:0E000000020002006400⟧,Récords,Rekorlar,
24,GameOverLoRetryButton,Retry,Réessayer,⟦MSBT:0E000000020002005A00⟧Neuer Versuch⟦MSBT:0E000000020002006400⟧,Riprova,Reintentar,もういちど,Retry,Réessayer,Reintentar,Tekrar,
25,GameOverLoEndButton,Quit,Quitter,Beenden,Esci,Salir,おわる,Quit,Quitter,Salir,Çık,
26,GameOverUpMessage01,You'll get 'em next time...,Vous allez y arriver...,Nächstes Mal klappt's...,"Prova ancora, ce la farai!",Te falta práctica...,カイショウナシ…,You'll get 'em next time...,Vous allez y arriver...,Te falta práctica...,Bir dahaki sefere...,
27,GameOverUpMessage02,Don't give up!,N'abandonnez pas !,Gib nicht auf!,Non mollare!,¡No te rindas!,みちは ながい…,Don't give up!,N'abandonnez pas!,¡No te rindas y vencerás!,Pes etme!,
28,GameOverUpMessage03,So close!,Vous y êtes presque !,Du warst nah dran!,C'eri quasi!,¡Casi lo consigues!,あとちょっと！,So close!,Vous y êtes presque!,¡Casi lo consigues!,Neredeyse!,
29,TimeHiddenMin,??,???,??,??,??,??,??,???,??,??,
30,TimeHiddenSec,??,???,??,??,??,??,??,???,??,??,
31,TimeHiddenMsec,??,???,??,??,??,??,??,???,??,??,
32,BossRestText,Left:,⟦MSBT:0E000000020002005A00⟧Reste⟦MSBT:0E000000020002006400⟧,Noch,⟦MSBT:0E000000020002004B00⟧Ancora⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Jefes:⟦MSBT:0E000000020002006400⟧,のこり,Left:,⟦MSBT:0E000000020002005000⟧Encore⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Jefes:⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Kalan:⟦MSBT:0E000000020002006400⟧,
33,BossName01,Clanky Woods,Méca-Whispy,Cyber-Whispy,Whispyborg,Whispyborg,ウィスピーボーグ,Clanky Woods,Méca-Whispy,Whispyborg,Meka Whispy,
34,BossName02,Holo Defence API,Holo-défense,Holo-Defensiv.sys,Firewall olografico,Holodefensor,ホログラフ防衛システムズ,Holo Defense API,Holo-défense,Holodefensor,Holo Savunma,
35,BossName03,Susie,Susie,Susi,Susie,Susi,秘書スージー,Susie,Susie,Susi,Susie,
36,BossName04,Mid-Boss All Stars 1,Alliance des mini boss 1,Miniboss-Parade 1,I mini boss All Star 1,Equipo subjefes 1,中ボス オールスターズ1,Mid-Boss All Stars 1,Alliance mini boss 1,Equipo subjefes 1,Ara Patron Karması 1,
37,BossName05,Mecha Knight,Méca-Knight,Mecha-Knight,Mecha Knight,Meca Knight,メタナイトボーグ,Mecha Knight,Méca-Knight,Meca Knight,Meka Knight,
38,BossName06,Dedede Clone,Clone de DaDiDou,Dedede-Klon,Clone di Dedede,Clon Dedede,クローンデデデ,Dedede Clone,Clone de Dadidou,Clon Dedede,Dedede Klonu,
39,BossName07,C.O.G.S.,Base engrenages,N-Goor-Basis,IngraBase,Base MK,ンギュア基地,C.O.G.S.,Base engrenages,Base MK,Dişli Üssü,
40,BossName08,Mid-Boss All Stars 2,Alliance des mini boss 2,Miniboss-Parade 2,I mini boss All Star 2,Equipo subjefes 2,中ボス オールスターズ2,Mid-Boss All Stars 2,Alliance mini boss 2,Equipo subjefes 2,Ara Patron Karması 2,
41,BossName09,Mecha Knight+,Méca-Knight Ver. 2,Mecha-Knight+,Mecha Knight+,Meca Knight +,メタナイトボーグ改,Mecha Knight+,Méca-Knight Ver. 2,Meca Knight +,Meka Knight+,
42,BossName10,President Haltmann,Président Haltmann,Präsident Haltmann,Presidente Haltmann,Presidente Haltmann,プレジデント・ハルトマン,President Haltmann,Président Haltmann,Presidente Haltmann,Başkan Haltmann,
43,BossName11,Star Dream,Idole des étoiles,Sternentraum,Sogno Stellare,Sueño Estelar,星の夢,Star Dream,Idole des étoiles,Sueño Estelar,Yıldız Rüyası,
44,BossNameEx01,Clanky Woods 2.0,Méca-Whispy 2.0,Cyber-Whispy 2.0,Whispyborg 2.0,Whispyborg 2.0,Re:ウィスピーボーグ,Clanky Woods 2.0,Méca-Whispy 2.0,Whispyborg 2.0,Meka Whispy 2.0,
45,BossNameEx02,Holo Defence API 2.0,Holo-défense 2.0,⟦MSBT:0E000000020002005A00⟧Holo-Defensiv.sys 2.0⟦MSBT:0E000000020002006400⟧,Firewall olografico 2.0,Holodefensor 2.0,Re:ホログラフ防衛システムズ,⟦MSBT:0E000000020002005F00⟧Holo Defense API 2.0⟦MSBT:0E000000020002006400⟧,Holo-défense 2.0,Holodefensor 2.0,Holo Savunma 2.0,
46,BossNameEx03,Susie 2.0,Susie 2.0,Susi 2.0,Susie 2.0,Susi 2.0,Re:秘書スージー,Susie 2.0,Susie 2.0,Susi 2.0,Susie 2.0,
47,BossNameEx04,Mid-Boss All Stars 1,Alliance des mini boss 1,Miniboss-Parade 1,I mini boss All Star 1,Equipo subjefes 1,中ボス オールスターズ1,Mid-Boss All Stars 1,Alliance mini boss 1,Equipo subjefes 1,Ara Patron Karması 1,
48,BossNameEx05,Stock Mecha Knight,Unité Méca-Knight,Mecha-Serie A,Mecha Knight seriale,Modelo Meca Knight,強化量産メタナイトボーグ,Stock Mecha Knight,Unité Méca-Knight,Modelo Meca Knight,Seri Meka Knight,
49,BossNameEx06,Dedede Clone 2.0,⟦MSBT:0E000000020002005F00⟧Clone de DaDiDou 2.0⟦MSBT:0E000000020002006400⟧,Dedede-Klon 2.0,Clone di Dedede 2.0,Clon Dedede 2.0,Re:クローンデデデ,Dedede Clone 2.0,⟦MSBT:0E000000020002005F00⟧Clone de Dadidou 2.0⟦MSBT:0E000000020002006400⟧,Clon Dedede 2.0,Dedede Klonu 2.0,
50,BossNameEx07,"C.O.G.S.
Core Kabula","Base engrenages
Noyau Boumbala","N-Goor-Basis
Nucleaboola","IngraBase
Kabula Ka-bum","Base MK
Nucleokabula","ンギュア基地
コア・カブーラー","C.O.G.S.
Core Kabula","Base engrenages
Noyau Boumbala","Base MK
Nucleokabula","Dişli Üssü
Çekirdek Kabula",
51,BossNameEx08,Mid-Boss All Stars 2,Alliance des mini boss 2,Miniboss-Parade 2,I mini boss All Star 2,Equipo subjefes 2,中ボス オールスターズ2,Mid-Boss All Stars 2,Alliance mini boss 2,Equipo subjefes 2,Ara Patron Karması 2,
