index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
11,LevelUpExp,Gained ⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000003000400FF4B32FF⟧experience⟦MSBT:0E00000003000400000000FF⟧!,Vous avez gagné ⟦MSBT:0E00020001000000⟧ points d'⟦MSBT:0E00000003000400FF4B32FF⟧expérience⟦MSBT:0E00000003000400000000FF⟧ !,⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000003000400FF4B32FF⟧Erfahrungspunkte⟦MSBT:0E00000003000400000000FF⟧ erhalten!,Hai ottenuto ⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000003000400FF4B32FF⟧Punti Esperienza⟦MSBT:0E00000003000400000000FF⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Experiencia⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧けいけんち⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧ を かくとく！,Gained ⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000003000400FF4B32FF⟧experience⟦MSBT:0E00000003000400000000FF⟧!,Vous avez gagné ⟦MSBT:0E00020001000000⟧ points d'⟦MSBT:0E00000003000400FF4B32FF⟧expérience⟦MSBT:0E00000003000400000000FF⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Experiencia⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000003000400FF4B32FF⟧deneyim⟦MSBT:0E00000003000400000000FF⟧ kazanıldı!,
12,LevelUpLevel,Reached ⟦MSBT:0E00000003000400FF4B32FF⟧level⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧!,Vous avez atteint le ⟦MSBT:0E00000003000400FF4B32FF⟧niveau⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧ !,⟦MSBT:0E00000003000400FF4B32FF⟧Level⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧ erreicht!,Hai raggiunto il ⟦MSBT:0E00000003000400FF4B32FF⟧livello⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Nivel⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧レベル⟦MSBT:0E00000003000400000000FF⟧が ⟦MSBT:0E00020001000000⟧ にアップした！,⟦MSBT:0E00000003000400FF4B32FF⟧Level⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧ reached!,Vous avez atteint le ⟦MSBT:0E00000003000400FF4B32FF⟧niveau⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Nivel⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧Seviye⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00020001000000⟧'ye ulaştın!,
13,LevelUpHP,⟦MSBT:0E00000003000400FF4B32FF⟧Stamina ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,Votre ⟦MSBT:0E00000003000400FF4B32FF⟧santé⟦MSBT:0E00000003000400000000FF⟧ augmente de ⟦MSBT:0E00020001000000⟧ !,⟦MSBT:0E00000003000400FF4B32FF⟧Kraft ⟦MSBT:0E00000003000400000000FF⟧um ⟦MSBT:0E00020001000000⟧ gestiegen!,⟦MSBT:0E00000003000400FF4B32FF⟧Energia ⟦MSBT:0E00000003000400000000FF⟧aumentata di ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Vida⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧たいりょく⟦MSBT:0E00000003000400000000FF⟧が ⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000000000600020002004230⟧上がった！,⟦MSBT:0E00000003000400FF4B32FF⟧Stamina ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,Votre ⟦MSBT:0E00000003000400FF4B32FF⟧santé⟦MSBT:0E00000003000400000000FF⟧ augmente de ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Vida⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧Dayanıklılık ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
14,LevelUpAttack,⟦MSBT:0E00000003000400FF4B32FF⟧Attack ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,Votre⟦MSBT:0E00000003000400FF4B32FF⟧ attaque ⟦MSBT:0E00000003000400000000FF⟧augmente de ⟦MSBT:0E00020001000000⟧ !,⟦MSBT:0E00000003000400FF4B32FF⟧Angriff ⟦MSBT:0E00000003000400000000FF⟧um ⟦MSBT:0E00020001000000⟧ gestiegen!,⟦MSBT:0E00000003000400FF4B32FF⟧Attacco ⟦MSBT:0E00000003000400000000FF⟧aumentato di ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Ataque⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧こうげき⟦MSBT:0E00000003000400000000FF⟧が ⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000000000600020002004230⟧上がった！,⟦MSBT:0E00000003000400FF4B32FF⟧Attack ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,Votre⟦MSBT:0E00000003000400FF4B32FF⟧ attaque ⟦MSBT:0E00000003000400000000FF⟧augmente de ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Ataque⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧Saldırı ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
15,LevelUpRecovery,⟦MSBT:0E00000003000400FF4B32FF⟧Recovery ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,Votre ⟦MSBT:0E00000003000400FF4B32FF⟧récupération⟦MSBT:0E00000003000400000000FF⟧ augmente de ⟦MSBT:0E00020001000000⟧ !,⟦MSBT:0E00000003000400FF4B32FF⟧Heilung ⟦MSBT:0E00000003000400000000FF⟧um ⟦MSBT:0E00020001000000⟧ gestiegen!,⟦MSBT:0E00000003000400FF4B32FF⟧Recupero ⟦MSBT:0E00000003000400000000FF⟧aumentato di ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Curación⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧かいふく⟦MSBT:0E00000003000400000000FF⟧が ⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000000000600020002004230⟧上がった！,⟦MSBT:0E00000003000400FF4B32FF⟧Recovery ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,Votre ⟦MSBT:0E00000003000400FF4B32FF⟧récupération⟦MSBT:0E00000003000400000000FF⟧ augmente de ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Curación⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧İyileştirme ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
16,LevelUpMeteor,⟦MSBT:0E00000003000400FF4B32FF⟧Team Meteor power ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E000000020002005F00⟧La ⟦MSBT:0E00000003000400FF4B32FF⟧puissance d'union météore⟦MSBT:0E00000003000400000000FF⟧ augmente de ⟦MSBT:0E00020001000000⟧ !⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000003000400FF4B32FF⟧Coop-Meteorkraft ⟦MSBT:0E00000003000400000000FF⟧um ⟦MSBT:0E00020001000000⟧ gestiegen!,⟦MSBT:0E00000003000400FF4B32FF⟧Potenza della Meteora amica ⟦MSBT:0E00000003000400000000FF⟧aumentata di ⟦MSBT:0E00020001000000⟧!,¡⟦MSBT:0E00000003000400FF4B32FF⟧Poder del aerolito amigo⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧フレンドメテオ⟦MSBT:0E00000003000400000000FF⟧の つよさが ⟦MSBT:0E00020001000000⟧ ⟦MSBT:0E00000000000600020002004230⟧上がった！,⟦MSBT:0E00000003000400FF4B32FF⟧Team Meteor power ⟦MSBT:0E00000003000400000000FF⟧increased by ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E000000020002005F00⟧La ⟦MSBT:0E00000003000400FF4B32FF⟧puissance d'union météore⟦MSBT:0E00000003000400000000FF⟧ augmente de ⟦MSBT:0E00020001000000⟧!⟦MSBT:0E000000020002006400⟧,¡⟦MSBT:0E00000003000400FF4B32FF⟧Poder del aerolito amigo⟦MSBT:0E00000003000400000000FF⟧ + ⟦MSBT:0E00020001000000⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧Takım Meteoru gücü ⟦MSBT:0E00000003000400000000FF⟧+⟦MSBT:0E00020001000000⟧!,
17,LevelUpOther1,Spirit increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.),⟦MSBT:0E000000020002005F00⟧Votre intelligence augmente de ⟦MSBT:0E00020001000000⟧ ! (C'est inutile.)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005500⟧Entschlossenheit um ⟦MSBT:0E00020001000000⟧ Punkte gestiegen. Toll, oder?⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005F00⟧Spirito aumentato di ⟦MSBT:0E00020001000000⟧! (Non che serva a molto.)⟦MSBT:0E000000020002006400⟧,¡Ánimo +⟦MSBT:0E00020001000000⟧! (No sirve de mucho.),きあいが ⟦MSBT:0E00020001000000⟧ポイント ⟦MSBT:0E00000000000600020002004230⟧上がった！ （いみがない）,Spirit increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.),⟦MSBT:0E000000020002005F00⟧Votre intelligence augmente de ⟦MSBT:0E00020001000000⟧! (C'est inutile.)⟦MSBT:0E000000020002006400⟧,¡Ánimo +⟦MSBT:0E00020001000000⟧! (No sirve de mucho).,Ruh ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.),
18,LevelUpOther2,⟦MSBT:0E000000020002005F00⟧Kindness increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005F00⟧Votre gentillesse augmente de ⟦MSBT:0E00020001000000⟧ ! (Super, non ?)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Freundlichkeit um ⟦MSBT:0E00020001000000⟧ Punkte gestiegen. Toll, oder?⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005500⟧Gentilezza aumentata di ⟦MSBT:0E00020001000000⟧! (Non che serva a molto.)⟦MSBT:0E000000020002006400⟧,¡Amabilidad +⟦MSBT:0E00020001000000⟧! (No sirve de mucho.),やさしさが ⟦MSBT:0E00020001000000⟧ポイント ⟦MSBT:0E00000000000600020002004230⟧上がった！ （いみがない）,⟦MSBT:0E000000020002005F00⟧Kindness increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005F00⟧Votre gentillesse augmente de ⟦MSBT:0E00020001000000⟧! (Super, non?)⟦MSBT:0E000000020002006400⟧",¡Amabilidad +⟦MSBT:0E00020001000000⟧! (No sirve de mucho).,⟦MSBT:0E000000020002005F00⟧Nezaket ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
19,LevelUpOther3,⟦MSBT:0E000000020002005A00⟧Eye Sparkle increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Votre charisme augmente de ⟦MSBT:0E00020001000000⟧ ! (Ça n'a aucun effet.)⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005500⟧Kühnheit des Blicks um ⟦MSBT:0E00020001000000⟧ Punkte gestiegen. Toll, oder?⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005500⟧Magnetismo aumentato di ⟦MSBT:0E00020001000000⟧! (Non che serva a molto.)⟦MSBT:0E000000020002006400⟧,¡Brillo de ojos +⟦MSBT:0E00020001000000⟧! (No sirve de mucho.),めのいろつやが ⟦MSBT:0E00020001000000⟧ポイント ⟦MSBT:0E00000000000600020002004230⟧上がった！ （いみがない）,⟦MSBT:0E000000020002005A00⟧Eye Sparkle increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Votre charisme augmente de ⟦MSBT:0E00020001000000⟧! (Ça n'a aucun effet.)⟦MSBT:0E000000020002006400⟧,¡Brillo de ojos +⟦MSBT:0E00020001000000⟧! (No sirve de mucho).,⟦MSBT:0E000000020002005A00⟧Göz Parıltısı ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
20,LevelUpOther4,⟦MSBT:0E000000020002005F00⟧Puffiness increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧La rêverie augmente de ⟦MSBT:0E00020001000000⟧ ! (Ça ne sert à rien...)⟦MSBT:0E000000020002006400⟧,"Fluffigkeit um ⟦MSBT:0E00020001000000⟧ Punkte gestiegen. Toll, oder?",⟦MSBT:0E000000020002005A00⟧Sofficità aumentata di ⟦MSBT:0E00020001000000⟧! (Non che serva a molto.)⟦MSBT:0E000000020002006400⟧,¡Ensoñación +⟦MSBT:0E00020001000000⟧! (No sirve de mucho.),プププが ⟦MSBT:0E00020001000000⟧ポイント ⟦MSBT:0E00000000000600020002004230⟧上がった！ （いみがない）,⟦MSBT:0E000000020002005F00⟧Puffiness increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧La rêverie augmente de ⟦MSBT:0E00020001000000⟧! (Ça ne sert à rien...)⟦MSBT:0E000000020002006400⟧,¡Blandura +⟦MSBT:0E00020001000000⟧! (No sirve de mucho).,⟦MSBT:0E000000020002005F00⟧Pofudukluk ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
21,LevelUpOther5,⟦MSBT:0E000000020002005F00⟧Rosiness increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,La rondeur de Kirby augmente de ⟦MSBT:0E00020001000000⟧ ! (Génial !),"⟦MSBT:0E000000020002005A00⟧Pausbackigkeit um ⟦MSBT:0E00020001000000⟧ Punkte gestiegen. Toll, oder?⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005A00⟧Roseità aumentata di ⟦MSBT:0E00020001000000⟧! (Non che serva a molto.)⟦MSBT:0E000000020002006400⟧,¡Suavidad + ⟦MSBT:0E00020001000000⟧! (No sirve de mucho.),ほっぺのおにくが ⟦MSBT:0E00020001000000⟧ポイント ⟦MSBT:0E00000000000600020002004230⟧上がった！ （いみがない）,⟦MSBT:0E000000020002005F00⟧Rosiness increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,La rondeur de Kirby augmente de ⟦MSBT:0E00020001000000⟧! (Génial!),¡Suavidad + ⟦MSBT:0E00020001000000⟧! (No sirve de mucho).,⟦MSBT:0E000000020002005F00⟧Pembelik ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
22,LevelUpOther6,⟦MSBT:0E000000020002005F00⟧Teamwork increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,L'esprit d'équipe augmente de ⟦MSBT:0E00020001000000⟧ ! (Ou pas...),"⟦MSBT:0E000000020002005000⟧Band zwischen euch um ⟦MSBT:0E00020001000000⟧ Punkte gestiegen. Toll, was?⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005000⟧Collaborazione aumentata di ⟦MSBT:0E00020001000000⟧! (Non che serva a molto.)⟦MSBT:0E000000020002006400⟧,¡Trabajo en equipo +⟦MSBT:0E00020001000000⟧! (No sirve de mucho.),なかまのきずなが ⟦MSBT:0E00020001000000⟧ポイント ⟦MSBT:0E00000000000600020002004230⟧上がった！ （いみがない）,⟦MSBT:0E000000020002005F00⟧Teamwork increased by ⟦MSBT:0E00020001000000⟧! (Not that it matters.)⟦MSBT:0E000000020002006400⟧,L'esprit d'équipe augmente de ⟦MSBT:0E00020001000000⟧! (Ou pas...),¡Trabajo en equipo +⟦MSBT:0E00020001000000⟧! (No sirve de mucho).,⟦MSBT:0E000000020002005F00⟧Takım Ruhu ⟦MSBT:0E00020001000000⟧ arttı! (Pek önemi yok.)⟦MSBT:0E000000020002006400⟧,
23,LevelUpMaximum,You've reached the ⟦MSBT:0E00000003000400FF4B32FF⟧maximum level⟦MSBT:0E00000003000400000000FF⟧!,Vous avez atteint le ⟦MSBT:0E00000003000400FF4B32FF⟧niveau maximum ⟦MSBT:0E00000003000400000000FF⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧Maximallevel⟦MSBT:0E00000003000400000000FF⟧ erreicht!,Hai raggiunto il ⟦MSBT:0E00000003000400FF4B32FF⟧livello massimo⟦MSBT:0E00000003000400000000FF⟧!,¡Has alcanzado el ⟦MSBT:0E00000003000400FF4B32FF⟧nivel máximo⟦MSBT:0E00000003000400000000FF⟧!,ついに ⟦MSBT:0E00000003000400FF4B32FF⟧さいだいレベル⟦MSBT:0E00000003000400000000FF⟧に とうたつした！,You've reached the ⟦MSBT:0E00000003000400FF4B32FF⟧maximum level⟦MSBT:0E00000003000400000000FF⟧!,Vous avez atteint le ⟦MSBT:0E00000003000400FF4B32FF⟧niveau maximum⟦MSBT:0E00000003000400000000FF⟧!,¡Has alcanzado el ⟦MSBT:0E00000003000400FF4B32FF⟧nivel máximo⟦MSBT:0E00000003000400000000FF⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧Maksimum seviyeye⟦MSBT:0E00000003000400000000FF⟧ ulaştın!,
24,LevelUpJobMaster,The ⟦MSBT:0E00000003000400FF4B32FF⟧mightiest role player ⟦MSBT:0E00000003000400000000FF⟧is born!,Gloire à ⟦MSBT:0E00000003000400FF4B32FF⟧la star du jeu de rôle ⟦MSBT:0E00000003000400000000FF⟧!,Der ⟦MSBT:0E00000003000400FF4B32FF⟧mächtigste Rollenspieler ⟦MSBT:0E00000003000400000000FF⟧ist geboren!,È nato il ⟦MSBT:0E00000003000400FF4B32FF⟧giocatore di ruolo più potente⟦MSBT:0E00000003000400000000FF⟧!,¡Te has convertido en toda ⟦MSBT:0E00000003000400FF4B32FF⟧una leyenda⟦MSBT:0E00000003000400000000FF⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧さいきょうの ジョブマスター⟦MSBT:0E00000003000400000000FF⟧が たんじょうした！,The ⟦MSBT:0E00000003000400FF4B32FF⟧mightiest role player ⟦MSBT:0E00000003000400000000FF⟧is born!,Gloire à ⟦MSBT:0E00000003000400FF4B32FF⟧la star du jeu de rôle⟦MSBT:0E00000003000400000000FF⟧!,¡Te has convertido en toda ⟦MSBT:0E00000003000400FF4B32FF⟧una leyenda⟦MSBT:0E00000003000400000000FF⟧!,⟦MSBT:0E00000003000400FF4B32FF⟧En güçlü rol oyuncusu⟦MSBT:0E00000003000400000000FF⟧ doğdu!,
