index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,US_English,US_French,US_Spanish,TR_Turkish,QA_Note
10,Lv6Start_09,"But he may be a little more...hostile
than you remember him!","Mais il pourrait être plus hostile
que dans tes souvenirs.","Er ist vielleicht etwas... feindseliger,
als du ihn in Erinnerung hast!","Credo che sarà solo un briciolo più...
ostile di quanto tu possa ricordare.","Aunque puede que te parezca
un poco más... ¡violento!",ぞんぶんに、⟦MSBT:0E00000000000A00020006005F305F304B30⟧戦わせて あげるのねっ！,"But he may be a little more...hostile
than you remember him!","Mais, il pourrait être plus hostile
que dans tes souvenirs.","Aunque puede que te parezca
un poco más... ¡violento!","Ama onu hatırladığından biraz daha...
saldırgan bulabilirsin!",
11,Lv6End_00,Wh-what is the meaning of this?!,Qu'est-ce que ça veut dire ?!,W-was bedeutet dies alles?!?,M-Ma... Che cosa...?,P-pero ¡¿qué es esto?!,　な、なんという ことでしょう！？,Wh-what is the meaning of this?!,Qu'est-ce que ça veut dire?,P-pero ¡¿qué es esto?!,N-ne demek bu?!,
12,Lv6End_01,I did just as Her Majesty commanded.,J'ai suivi les ordres de ma reine.,"Ich tat nur, was Ihre Majestät befahl.","Ho solo seguito gli ordini di Sua
Maestà. ",He hecho lo que ordenó Su Majestad.,⟦MSBT:0E00000000000C0004000800583087304A304630⟧女王⟦MSBT:0E000000000008000200040055307E30⟧様の⟦MSBT:0E000000000008000200040081304430⟧命により この⟦MSBT:0E00000000000C00040008008630463057308330⟧勇者をあやつり、,I did just as Her Majesty commanded.,J'ai suivi les ordres de ma reine.,He hecho lo que ordenó Su Majestad.,Majestelerinin emrettiğini yaptım.,
13,Lv6End_02,"The lower world should fall to its
knees before me!","Le monde d'en bas se prosternera
devant moi !","Die Niedere Welt soll vor mir auf
die Knie fallen!",Il mondo inferiore cadrà ai miei piedi!,"¡El mundo inferior debería
inclinarse ante mí!",⟦MSBT:0E00000000000A000400060052304B304430⟧下界を せいふくするハズが…,"The lower world should fall to its
knees before me!","Le monde d'en bas se prosternera
devant moi!","¡El mundo inferior debería
inclinarse ante mí!","Alt dünya önümde
diz çökmeli!",
14,Lv6End_03,"Could... Could you be the true hero
of the lower world?","Ou alors... Serais-tu le vrai héros
du monde d'en bas ?","Kann es sein... Bist du der wahre
Held der Niederen Welt?","Sarà così? Sarai tu il coraggioso
eroe del mondo inferiore?","A no ser que... ¡seas tú el héroe
verdadero del mundo inferior!","まさかっ？
キミが ホンモノの⟦MSBT:0E00000000000C00040008008630463057308330⟧勇者なのね…！","Could... Could you be the true hero
of the lower world?","Ou alors... Serais-tu le vrai héros
du monde d'en bas?","A no ser que... ¡seas tú el héroe
verdadero del mundo inferior!","Yoksa... Alt Dünya'nın gerçek
kahramanı sen misin?",
15,Lv6End_04,Curses! If that's true...,Bon sang ! Si c'est bien le cas...,Oh nein!!! Sollte dies wahr sein...,Maledizione! Non può essere...,¡Rayos! Si así fuera...,くそぉ、こうなればっ！,Curses! If that's true...,Bon sang! Si c'est bien le cas...,¡Rayos! Si así es...,Kahretsin! Eğer öyleyse...,
16,Lv6End_05,Majesty! Your Majesty Sectonia!,Votre Majesté ! Reine Sectonia !,Majestät! Eure Majestät Sectonia!,⟦MSBT:0E000000020002005D00⟧Maestà! Vostra Maestà... Queen Sectonia!⟦MSBT:0E000000020002006400⟧,¡Alteza! ¡Reina Sectonia!,⟦MSBT:0E00000000000C0004000800583087304A304630⟧女王⟦MSBT:0E000000000008000200040055307E30⟧様ぁ、⟦MSBT:0E00000000000C0004000800583087304A304630⟧女王セクトニア⟦MSBT:0E000000000008000200040055307E30⟧様ぁ～！！,Majesty! Your Majesty Sectonia!,Votre Majesté! Reine Sectonia!,¡Alteza! ¡Reina Sectonia!,Majesteleri! Kraliçe Sectonia!,
17,Lv6End_06,"Oh, glorious Sectonia!
Please come to my resc-","Ô glorieuse Sectonia !
Venez à mon sec...","Oh, wundervolle Sectonia!
Bitte kommt mir zu Hil--","Oh, mia splendida regina!
Vi prego, aiutat-","¡Oh, poderosa Sectonia!
Venid a salvarme, os lo rue...","おぉ、うるわしき セクトニア⟦MSBT:0E000000000008000200040055307E30⟧様っ！
お⟦MSBT:0E00000000000800020004005F305930⟧助けくだ…","Oh, glorious Sectonia!
Please come to my resc--","Ô glorieuse Sectonia!
Venez à mon sec...","¡Oh, poderosa Sectonia!
Sálveme, se lo rue...","Ah, görkemli Sectonia!
Lütfen beni kurta-",
18,Lv6End_07,Glaaaugh!,Glaaaaargh !,Uaaaah!,Aaargh!,¡Aaaah!,ぐふぁぁっ！！,Glaaaugh!,Glaaaaargh!,¡Aaaah!,Glaaaugh!,
19,Lv6End_08,Wh-why...?,Mais... pourquoi ?,W-warum?!?,N-No... P-Perché?,¿P-por qué?,な…ぜぇぇ………,Wh-why...?,"Mais, pourquoi?",¿P-por qué?,N-neden...?,
20,Lv6End_09,"Pitiful, Taranza...","Tu es pathétique, Taranza...","Bemitleidenswert, Taranza...","Patetico, Taranza...","Eres patético, Taraña...",　みにくき タランザよ…,"Pitiful, Taranza...","Tu es pathétique, Taranza...","Eres patético, Taraña...",Acınası Örümza...,
21,Lv6End_10,"I have no use for a fool who cannot
follow orders.","Si tu n'es pas capable d'exécuter
mes ordres, tu ne me sers à rien.","Einen Narren, der Befehle nicht
befolgen kann, brauche ich nicht.","Non mi serve uno sciocco come te,
incapace di eseguire un ordine.","¿De qué me sirve un payaso que
no sabe ni seguir órdenes?",⟦MSBT:0E000000000008000200040064304B30⟧使えぬ おろか⟦MSBT:0E000000000008000200040082306E30⟧者などいらぬわ…,"I have no use for a fool who cannot
follow orders.","Si tu n'es pas capable d'exécuter
mes ordres, tu ne me sers à rien.","¿De qué me sirve un payaso que
no sabe ni seguir órdenes?","Emirlere uyamayan bir aptala
ihtiyacım yok.",
22,Lv6End_11,"Now then, hero of the lower world.","À nous deux, héros du monde
d'en bas...","Nun denn, Held der Niederen Welt.","E ora veniamo a te, eroe del
mondo inferiore.","⟦MSBT:0E000000020002006300⟧Muy bien, héroe del mundo inferior...⟦MSBT:0E000000020002006400⟧",さて、⟦MSBT:0E00000000000A000400060052304B304430⟧下界の⟦MSBT:0E00000000000C00040008008630463057308330⟧勇者よ。,"Now then, hero of the lower world.","À nous deux, héros du monde
d'en bas.","⟦MSBT:0E000000020002006300⟧Muy bien, héroe del mundo inferior...⟦MSBT:0E000000020002006400⟧","Şimdi, Alt Dünya'nın kahramanı...",
23,Lv6End_12,"You would risk your life for
this land?","Tu risquerais ta vie pour 
sauver ce monde ?","⟦MSBT:0E000000020002006400⟧Du würdest für dieses Land
dein Leben riskieren?⟦MSBT:0E000000020002006400⟧","Per quale ragione sacrifichi la tua
vita per questo mondo?","Dime, ¿de verdad darías tu vida
por esta tierra?",⟦MSBT:0E00000000000A000400060080306E304630⟧無能な この⟦MSBT:0E00000000000800020004004F306B30⟧国の⟦MSBT:0E00000000000800020004005F307F30⟧民どもにかわり…,"You would risk your life for
this land?","Tu risquerais ta vie pour 
sauver ce monde?","Dime, ¿de verdad darías tu vida
por esta tierra?","Bu diyar için
canını riske mi atarsın?",
24,Lv6End_13,"You would stand against me,
the ruler of the heavens?","Tu te dresserais contre moi,
qui règne sur les cieux ?","Du würdest mir die Stirn bieten...
Mir, der Herrscherin der Himmel?","Per quale ragione affronti me,
regina incontrastata dei cieli?","¿Osarás enfrentarte a mí,
la reina de todos los cielos?","⟦MSBT:0E000000000008000200040059307930⟧全てを ⟦MSBT:0E00000000000800020004004A305530⟧治めんとする ⟦MSBT:0E00000000000C0004000800583087304A304630⟧女王に
あだなす というのか？","You would stand against me,
the ruler of the heavens?","Tu te dresserais contre moi,
qui règne sur les cieux?","¿Osarás enfrentarte a mí,
la reina de todos los cielos?","Göklerin hükümdarı olan
bana karşı mı çıkarsın?",
25,Lv6End_14,Very well...,Qu'il en soit ainsi...,⟦MSBT:0E000000020002006400⟧So sei es...⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006200⟧Molto bene, allora...⟦MSBT:0E000000020002006400⟧",Que así sea.,"よかろう。
では ⟦MSBT:0E00000000000800020004004A306E30⟧己がおろかさを、くやむがいい。",Very well...,Qu'il en soit ainsi...,Que así sea.,Peki...,
26,Lv6End_15,"You will bow before the
great Queen Sectonia!","Prosterne-toi devant la grande
Reine Sectonia !","Du wirst dich vor der großen
Königin Sectonia verbeugen!","Dovrai inchinarti al mio cospetto,
non avrai scelta!","¡Te arrodillarás ante la gran
Reina Sectonia!",⟦MSBT:0E00000000000C00040008007030933076306430⟧万物の⟦MSBT:0E00000000000C0004000800583087304A304630⟧女王、このセクトニアの…,"You will bow before the
great Queen Sectonia!","Prosterne-toi devant la grande
Reine Sectonia!","¡Te arrodillarás ante la gran
Reina Sectonia!","Yüce Kraliçe Sectonia'nın
önünde eğileceksin!",
27,Lv6End_16,My beauty rivals the divine...,"Ma beauté est sans pareille en
ce bas monde...",Meine Schönheit ist einzigartig...,"Dovrai inchinarti di fronte alla
mia bellezza, che non teme rivali!",Mi belleza no tiene rival...,"⟦MSBT:0E00000000000800020004004B307F30⟧神にも⟦MSBT:0E000000000008000200040072306830⟧等しき ⟦MSBT:0E00000000000600020002007330⟧美ぼうが⟦MSBT:0E00000000000800020004007E304830⟧前に、
ひれふし… あがめ…",My beauty rivals the divine...,"Ma beauté est sans pareille en
ce bas monde...",Mi belleza no tiene rival...,Güzelliğim ilahi olanla yarışır...,
28,Lv6End_17,"And my power will crush
all that you hold dear!","Et mes pouvoirs détruiront tout
ce qui t'est cher !","Und meine Macht wird alles
zerstören, was dir lieb ist!","E il mio potere spazzerà via
quanto hai di più caro al mondo.","¡y con mi poder destruiré todo
aquello que te importa!",⟦MSBT:0E000000000008000200040059307930⟧全てを ささげるがよいっ！！,"And my power will crush
all that you hold dear!","Et mes pouvoirs détruiront tout
ce qui t'est cher!","¡y con mi poder destruiré todo
aquello que te importa!","Gücüm de değer verdiğin her şeyi
ezip geçecek!",
29,Lv7Start_00,Bah... Aha...,Pfeuh... Ha ha ha...,Uahaha...,Uh... Ah...,Ay... Aah...,　クッフフ…フ……,Bah... Aha...,Pfeuh... Ha ha ha...,Ay... Aah...,Bah... Aha...,
30,Lv7Start_01,I...see.,Je vois...,Ich... verstehe.,D'accordo...,Bien...,な…る…ほど…な……,I...see.,Je vois...,Bien...,Anlıyorum...,
31,Lv7Start_02,"I expected as much from the hero
chosen by the Dreamstalk.","Je n'en attendais pas moins du
héros choisi par la Tige des rêves...","⟦MSBT:0E000000020002006300⟧Der von der Traumranke Auserwählte
ist so heldenhaft wie erwartet.⟦MSBT:0E000000020002006400⟧","Non potevo aspettarmi altro
dall'eroe della Pianta dei Sogni.","No esperaba menos del héroe
elegido por la Planta de ensueño.","さすがは…ワールドツリーが…
⟦MSBT:0E00000000000A00020006007F3061307330⟧導きし…⟦MSBT:0E00000000000C00040008008630463057308330⟧勇者よ…","I expected as much from the hero
chosen by the Dreamstalk.","Je n'en attendais pas moins du
héros choisi par la Tige des rêves...","No esperaba menos del héroe
elegido por la Planta de ensueño.","Rüya Sarmaşığı'nın seçtiği
kahramandan da bunu beklerdim.",
32,Lv7Start_03,"But I wonder... How will you
handle this?","Mais comment te débrouilleras-tu...
face à ça ?!","Jedoch frage ich mich... Wie wirst
du hiermit umgehen?","Tuttavia, mi chiedo...
Come riuscirai a battermi?","Aun así, me pregunto... ¿cómo
te enfrentarás a esto?",ならば… ⟦MSBT:0E00000000000600020002007F30⟧見るがいい…,"But I wonder... How will you
handle this?","Mais comment te débrouilleras-tu...
face à ça?!","Aun así, me pregunto... ¿cómo
te enfrentarás a esto?","Ama bakalım... Bununla
nasıl başa çıkacaksın?",
33,Lv7Start_04,"You see, true beauty...is control.","Tu vois, la véritable beauté...
c'est le pouvoir.",⟦MSBT:0E000000020002006300⟧Wahre Schönheit bedeutet Kontrolle.⟦MSBT:0E000000020002006400⟧,"Vedi... la vera bellezza
risiede nel controllo.",¿No conocías el poder de la belleza?,⟦MSBT:0E00000000000A0002000600463064304F30⟧美しき…この あやつりの⟦MSBT:0E00000000000C00040008007230583085306430⟧秘術を…！,"You see, true beauty...is control.","Tu vois, la véritable beauté,
c'est le pouvoir.",¿No conocías el poder de la belleza?,Gerçek güzellik... kontroldür.,
34,Lv7Start_05,"The Dreamstalk has guided you
thus far.","La Tige des rêves a pu te guider
jusqu'à maintenant...","Die Traumranke hat dich
bis hierher geführt.","La Pianta dei Sogni
ti ha guidato fin qui.","La Planta de ensueño te ha guiado
hasta aquí, pero...",ここまで そなたらを…⟦MSBT:0E00000000000A00020006007F3061307330⟧導きし…,"The Dreamstalk has guided you
thus far.","La Tige des rêves a pu te guider
jusqu'à maintenant...","La Planta de ensueño te ha guiado
hasta aquí, pero...","Rüya Sarmaşığı seni buraya kadar
yönlendirdi.",
35,Lv7Start_06,But its bloom will be your doom!,Mais sa fleur causera ta perte !,Doch ihre Blüte ist dein Verderben!,"La sua fioritura coinciderà
con la tua fine!",¡en su flor encontrarás la perdición!,ワールドツリーと ⟦MSBT:0E00000000000C0004000800443063305F304430⟧一体に…なろう…ぞ！,But its bloom will be your doom!,"Mais, sa fleur causera ta perte!",¡en su flor encontrarás la perdición!,Ama çiçeği senin sonun olacak!,
36,Lv7Start_07,"Floralia, Dream Land, and this
entire planet!","Et celle de Floralia, Dream Land,
et cette planète tout entière !","Floralia, Dream Land und der
gesamte Planet!","Floralia, Dream Land...
e tutto il pianeta...","Tú, Floralia, Dream Land,
¡y el mundo entero!",フロラルドも⟦MSBT:0E00000000000A000400060052304B304430⟧下界も… この⟦MSBT:0E00000000000800020004007B305730⟧星もろとも…,"Floralia, Dream Land, and this
entire planet!","Et celle de Floralia, Dream Land
et cette planète tout entière!","Tú, Floralia, Dream Land,
¡y el mundo entero!","Floralia, Rüya Diyarı ve
bu gezegenin tamamı!",
37,Lv7Start_08,You should all feel honoured.,Vous devriez vous sentir honorés...,Ihr alle solltet euch geehrt fühlen.,... dovreste sentirvi onorati...,⟦MSBT:0E000000020002006300⟧Deberíais sentiros halagados...⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E00000000000A00040006007F3089304430⟧未来えいごう… わらわの かてと
なり⟦MSBT:0E000000000008000200040064306530⟧続けることを…",You should all feel honored.,Vous devriez vous sentir honorés...,⟦MSBT:0E000000020002006300⟧Deberían sentirse halagados...⟦MSBT:0E000000020002006400⟧,Hepiniz onur duymalısınız.,
38,Lv7Start_09,"You will serve as my sustenance...
for eternity!","Vous serez ma réserve de vivres...
pour l'éternité !","Ihr werdet mir als Nahrung dienen...
Bis in alle Ewigkeit!","... onorati di essere la mia fonte
di sussistenza... ora e per sempre!","¡seréis mi sustento,
ahora y siempre!",⟦MSBT:0E00000000000C00040008005330463048304430⟧光栄に… ⟦MSBT:0E00000000000800020004004A308230⟧思うがいいっ！！,"You will serve as my sustenance...
for eternity!","Vous serez ma réserve de vivres...
pour l'éternité!","¡serán mi sustento
por toda la eternidad!","Sonsuza dek... besinim
olacaksınız!",
39,Ending_00,"And so Floralia was saved, thanks
to Kirby's heroic efforts.","Ainsi, grâce aux vaillants efforts
de Kirby, Floralia fut sauvée.","Und so wurde Floralia dank Kirbys 
heldenhaftem Einsatz gerettet.","⟦MSBT:0E000000020002006300⟧E fu così che Floralia venne salvata,
per merito di Kirby e del suo coraggio.⟦MSBT:0E000000020002006400⟧","Y así fue salvada Floralia, gracias
a los heroicos esfuerzos de Kirby.","カービィ⟦MSBT:0E00000000000800020004005F306130⟧達の かつやくで、
フロラルドは ⟦MSBT:0E000000000008000200040059304F30⟧救われました。","And so Floralia was saved, thanks
to Kirby's heroic efforts.","Ainsi, grâce aux vaillants efforts
de Kirby, Floralia fut sauvée.","Y así fue salvada Floralia, gracias
a los heroicos esfuerzos de Kirby.","Böylece Floralia, Kirby'nin
kahramanca çabalarıyla kurtuldu.",
40,Ending_01,"The People of the Sky had long lived
under the cruelties of the evil queen.","⟦MSBT:0E000000020002006200⟧La cruelle reine opprimait les habitants
du ciel depuis fort longtemps.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Das Himmelsvolk hatte lange unter
dem Joch der bösen Königin gelebt.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Gli Abitanti del Cielo patirono
a lungo le crudeltà della malvagia regina.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006200⟧Hacía mucho que los habitantes de los
cielos sufrían la crueldad de la reina.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000000000800020004006A304C30⟧長い⟦MSBT:0E00000000000A0002000600423044306030⟧間 この⟦MSBT:0E00000000000800020004004F306B30⟧国は、
⟦MSBT:0E00000000000600020002004230⟧悪しき⟦MSBT:0E00000000000C0004000800583087304A304630⟧女王に ⟦MSBT:0E00000000000800020004004F308B30⟧苦しめられていました。","The People of the Sky had long lived
under the cruelties of the evil queen.","⟦MSBT:0E000000020002006200⟧La cruelle reine opprimait les habitants
du ciel depuis longtemps.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006200⟧Hacía mucho que los habitantes de los
cielos sufrían la crueldad de la reina.⟦MSBT:0E000000020002006400⟧","Gökyüzü Halkı uzun süre
kötü kraliçenin zulmü altında yaşadı.",
41,Ending_02,"In a last-ditch effort to
save themselves","Dans un effort désespéré
pour échapper à leur sort...","In einem letzten verzweifelten
Versuch, sich zu retten,","In un ultimo disperato
tentativo di salvarsi...","En un último y desesperado intento
por salvarse,",このピンチを ⟦MSBT:0E000000000008000200040059304F30⟧救ってもらうため、⟦MSBT:0E00000000000C0004000800663093304F304630⟧天空の⟦MSBT:0E00000000000800020004005F307F30⟧民は…,"In a last-ditch effort to
save themselves,","Dans un effort désespéré
pour échapper à leur sort...","En un último y desesperado intento
por salvarse,","Kendilerini kurtarmak için
son bir çabayla",
42,Ending_03,"t⟦MSBT:0E000000020002006400⟧hey put their hopes and dreams into
a seed and sent it to the surface⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005B00⟧... ils placèrent tous leurs espoirs dans
une graine qu'ils lancèrent à la surface...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧entsandte es all seine Hoffnungen in
Form eines Samens hinunter zur Erde,⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧... le loro speranze furono riposte in un
seme, che riportarono in superficie...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧pusieron sus esperanzas en una
semilla y la mandaron a la superficie.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000000000A0004000600553044305430⟧最後の⟦MSBT:0E00000000000A00040006004D307C304630⟧希望を １つぶのタネに たくし、
⟦MSBT:0E00000000000C00040008006130583087304630⟧地上へと ⟦MSBT:0E00000000000600020002004A30⟧落としたのです。","t⟦MSBT:0E000000020002006400⟧hey put their hopes and dreams into
a seed and sent it to the surface...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005B00⟧...ils placèrent tous leurs espoirs dans
une graine qu'ils lancèrent à la surface...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧pusieron sus esperanzas en una
semilla y la mandaron a la superficie.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧umutlarını ve düşlerini
bir tohuma bağlayıp yüzeye yolladılar⟦MSBT:0E000000020002006400⟧",
43,Ending_04,"in order to bring Kirby, the hero of
Dream Land, to their rescue.","... afin d'appeler Kirby, le héros
de Dream Land, à leur secours.","um Kirby, den Helden des Dream
Land, zu seiner Rettung zu rufen.","... affinché Kirby, l'eroe di Dream
Land, accorresse in loro aiuto.","⟦MSBT:0E000000020002006000⟧Todo, con el objetivo de atraer a Kirby,
el héroe de Dream Land, hasta allí.⟦MSBT:0E000000020002006400⟧","プププランドに いるという⟦MSBT:0E00000000000C00040008008630463057308330⟧勇者、
カービィを いざなうために…","in order to bring Kirby, the hero of
Dream Land, to their rescue.","...afin d'appeler Kirby, le héros
de Dream Land, à leur secours.","⟦MSBT:0E000000020002006000⟧Todo, con el objetivo de atraer a Kirby,
el héroe de Dream Land, hasta allí.⟦MSBT:0E000000020002006400⟧","Rüya Diyarı'nın kahramanı Kirby'yi
yardıma çağırmak için.",
