index,label,English,French,German,Italian,Spanish,Turkish
16,ScrambleForBear_16,I love Mr Bear the most in the whole world!,"Moi, je suis la personne au monde qui aime
le plus ce nounours !",Kein Mii liebt mein Bärchen so wie ich!,"Io voglio bene a mister Orsacchiotto
più di chiunque altro!",¡Nadie quiere al señor Oso tanto como yo!,Ayıcığı dünyadaki herkesten çok seviyorum!
17,ScrambleForBear_17,"Well, I love Teddy most in the whole universe!","Oui, mais moi, je l'aime le plus de l'univers !","Das ist mein Bärchen! Und es hat
niemanden lieber als MICH!","Beh, io adoro Orsy più di tutto l'universo!","¡Pues yo quiero al señor Oso mucho más!
¡Al infinito!",Ben de Oyuncak Ayıyı bütün evrendeki her şeyden çok seviyorum!
18,ScrambleForBear_18,It's MY BEAR!,C'est mon nounours à moi !,Das ist MEIN TEDDY!,È il MIO orsacchiotto!,¡Es mi osito!,O BENİM AYIM!
19,ScrambleForBear_19,"NO, IT'S MY TEDDY!",Non ! C'est le mien !,NEIN! Das ist MEIN Teddy!,"No, è il MIO!",¡Que no! ¡Es mío!,"HAYIR, BENİM OYUNCAK AYIM!"
20,ScrambleForBear_20,"Mr Bear says he doesn't want you to touch
him any more!","Ça ne te va pas, d'avoir un nounours,
{TAG_1} !","Mein Bärchen sagt, du sollst
es nicht mehr anpacken!","Mister Orsacchiotto dice che non devi
toccarlo mai più.","¡El señor Oso dice que no quiere
que le toques más!","Ayıcık artık ona dokunmanı
istemediğini söylüyor!"
21,ScrambleForBear_21,"NO! Teddy says he doesn't want anything
to do with you any more!","Ça te va encore moins à toi, {TAG_1} !","Das ist mein Bärchen! Und es sagt,
DU sollst es nicht mehr anpacken!","Non è vero! Orsy dice che non vuole
avere più niente a che fare con te.","¡Anda ya! Dice que no quiere verte
nunca jamás en la vida.","HAYIR! Oyuncak Ayı artık seninle
hiç işi olsun istemiyormuş!"
22,ScrambleForBear_22,"Mr Bear would never be with you in a
THOUSAND years!","T'es pas assez bien pour avoir ce nounours,
{TAG_1} !","Herr Bär würde nicht in HUNDERT Jahren
mit dir spielen wollen!","Mister Orsacchiotto non ti vorrebbe nemmeno
fossi l'ultima persona su un'isola deserta!","¡El señor Oso dice que no te acerques
a él ni en sueños!",Ayıcık BİN yıl geçse de seninle olmaz!
23,ScrambleForBear_23,"Actually, Teddy would never be with you in
a MILLION years!","Bah, toi, t'es vraiment pas assez bien pour
avoir ce nounours, {TAG_1} !","Mit dir würde Bärle in TAUSEND Jahren
nicht spielen wollen!","E invece sei tu che non vorrebbe nemmeno
fossi l'ultima persona nell'universo!",¡Y a ti no te quiere ver ni en pintura!,"Asıl Oyuncak Ayı MİLYON
yıl geçse de seninle olmaz!"
24,ScrambleForBear_24,You always say you hate bears!,"Et puis, tu dis tout le temps que tu détestes
les nounours !","DU hast doch immer gesagt, Teddys sind fies!",Hai sempre detto che odii gli orsacchiotti!,"¡Pero si ni siquiera te gustan
los osos!",Sen zaten hep ayılardan nefret ettiğini söylersin!
25,ScrambleForBear_25,I NEVER! I always say I HEART bears!,"Non, c'est pas vrai ! Je dis tout le temps que
je les adore !","Niemals! Ich hab immer gesagt,
Teddys sind SÜSS!",Mai detto! Io adoro gli orsacchiotti!,¡Sí que me gustan! ¡Me chiflan!,ASLA! Ben hep ayılara BAYILDIĞIMI söylerim!
26,ScrambleForBear_26,Mr Bear doesn't like you so let him go!,"Mon petit nounours n'aime pas du tout que tu le
tiennes comme ça. Lâche-le !","Herr Bär steht nun mal nicht auf dich!
Lass ihn einfach in Ruhe!","A mister Orsacchiotto non piaci, lascialo andare!","¡El señor Oso no te quiere, suéltalo de una vez!","Ayıcık seni sevmiyor, bırak onu!"
27,ScrambleForBear_27,Won't! You can't make me!,"Non, TOI, lâche-le !","Gar nicht! DICH findet Bärle fies...
Lass du ihn los!","Nemmeno per sogno! 
Non puoi obbligarmi!",¡Que te lo has creído! Oblígame.,Bırakmam! Bana bıraktıramazsın!
28,ScrambleForBear_28,I NEED TO HUG THIS BEAR!,Je veux faire un câlin à ce nounours !,ICH BRAUCHE DIESEN BÄREN!,"IO VOGLIO ABBRACCIARE QUESTO
ORSACCHIOTTO!",¡TENGO QUE ABRAZAR AL OSITO!,BU AYIYA SARILMAM LAZIM!
29,ScrambleForBear_29,I NEED TO HUG THIS BEAR MORE!,Je lui ferai un câlin encore mieux que le tien !,UND DIESER BÄR BRAUCHT MICH!,IO DEVO ABBRACCIARLO DI PIÙ!,¡YO TENGO QUE ABRAZARLO MUCHO MÁS!,BENİM DAHA ÇOK SARILMAM LAZIM!
30,ScrambleForBear_30,"Mr Bear says he wants to play with me now.
ALONE!","Mon petit nounours dit qu'il veut s'amuser
avec moi !","Herr Bär sagt, er will jetzt mit mir spielen.
ALLEIN!","Mister Orsacchiotto dice che vuole giocare
SOLO con me!","¡El señor Oso dice que quiere jugar
conmigo A SOLAS!","Ayıcık şimdi benimle oynamak istiyormuş.
YALNIZCA BENİMLE!"
31,ScrambleForBear_31,"HE DIDN'T! He said he wants to be alone.
WITH ME!",C'est pas vrai ! Il dit qu'il veut jouer avec MOI !,"GAR NICHT! Bärle sagt, er will mit MIR spielen!",Non ha detto così! È con me che vuole giocare!,¡No ha dicho eso! ¡Quiere jugar CONMIGO!,"ÖYLE DEMEDİ! Yalnız kalmak istediğini söyledi.
BENİMLE YALNIZ!"
32,ScrambleForBear_32,Mr Bear loves me!,C'est moi que le nounours aime le plus !,Herr Bär mag mich am LIEBSTEN!,Mister Orsacchiotto vuole bene solo a me!,¡El señor Oso solo me quiere a mí!,Ayıcık beni seviyor!
33,ScrambleForBear_33,"IN YOUR DREAMS! He loves me more
than anything!",Non ! C'est moi qu'il aime le plus !,"DU TRÄUMST! MICH mag der Bär mehr als
alles andere auf der Welt!","Ti piacerebbe! Lui mi adora più di ogni
altra cosa!",¡No te flipes! A mí me quiere mucho más.,"RÜYANDA GÖRÜRSÜN! Beni her şeyden
çok seviyor!"
34,ScrambleForBear_34,"He just said he likes me better, actually!","Mon petit nounours dit que je suis bien mieux
que toi !","Gerade hat er aber gesagt, mich hat er lieber!","Mister Orsacchiotto ha appena detto
che preferisce me!",Acaba de decir que yo le caigo mejor.,Az önce aslında beni daha çok sevdiğini söyledi!
35,ScrambleForBear_35,NOT LIKELY! He said he likes ME better!,"C'est pas vrai ! Il dit que c'est MOI qui suis
bien mieux que toi !","LÜG NICHT! Mir sagt er, dass er
MICH lieber hat!",Ma quando mai! Preferisce ME!,¡Eso no te lo crees ni tú! Yo sí que le caigo bien.,HİÇ SANMIYORUM! BENİ daha çok sevdiğini söyledi!
36,ScrambleForBear_36,"Look! I will give you an even cuter bear but
this one is mine!","Je te donnerai un nounours bien plus mignon,
alors laisse-moi celui-ci !","Hör mal... Du kriegst einen anderen Teddy,
aber der hier ist mir!","Ascolta, ti regalerò un orsacchiotto ancora
più carino, ma questo è mio.","¡Escucha! Si me dejas en paz, te daré
un osito mucho más bonito que el mío.","Bak! Sana bundan daha tatlı bir ayı vereceğim ama
bu benim!"
37,ScrambleForBear_37,"I'm not interested in other bears. I want
this one!","Pas question ! Je veux celui-ci, maintenant !",Ich will keine anderen Teddys! Ich will den hier!,"A me non interessano gli altri orsacchiotti.
Io voglio solo lui!","¡No quiero otro osito, quiero este!",Başka ayı istemiyorum. Bunu istiyorum!
38,ScrambleForBear_38,Stop pulling! You're hurting him!,Ne tire pas dessus ! Tu lui fais mal !,Hör auf zu ziehen! Du tust ihm ja weh!,Piantala di tirarlo! Gli fai male!,¡Deja de tirar! ¡Le vas a hacer daño!,Çekmeyi bırak! Canını acıtıyorsun!
39,ScrambleForBear_39,"YOU stop pulling! You're the one that's
hurting him!","Non, TOI, arrête de tirer ! Ça lui fait mal !",Hör DU auf zu ziehen. DU tust ihm doch weh!,"Sei tu che devi piantarla!
Sei tu che gli stai facendo male!","¡Tú sí que le estás haciendo pupa!
¡Suelta de una vez!",Asıl SEN çekmeyi bırak! Canını acıtan sensin!
40,ScrambleForBear_40,This bear is my childhood friend!,Ce nounours est toute mon enfance !,Dieser Bär begleitet mich seit meiner Kindheit.,"Io e questo orsacchiotto siamo amici
fin da quando eravamo piccoli.",¡Este osito es mi amigo de la infancia!,Bu ayı benim çocukluk arkadaşım!
41,ScrambleForBear_41,This bear is my WHOLE LIFE!,"Et moi, c'est toute ma vie !","Nein, mich... Mich begleitet er schon
mein ganzes LEBEN!",Questo orsacchiotto è TUTTO per me!,¡Este osito LO ES TODO para mí!,Bu ayı benim BÜTÜN HAYATIM!
42,ScrambleForBear_42,Stop being violent with him!,Arrête de maltraiter mon nounours !,Sei nicht so brutal zu meinem Bärchen!,Smettila di strattonarlo!,¡Deja de meterte con él!,Ona sert davranmayı bırak!
43,ScrambleForBear_43,You're violent! Stop hurting him!,"C'est plutôt TOI qui devrais arrêter
de le maltraiter !","DU, du bist brutal! Du tust ihm ja weh!",Smettila tu. Gli stai facendo malissimo!,¡Eso tú! ¡Le haces daño!,Sert davranan sensin! Canını acıtma!
44,ScrambleForBear_44,Only I know how to make Mr Bear happy!,"Je suis l{TAG_1} seul{TAG_2} qui puisse rendre ce nounours
heureux !","Nur ich weiß, was Herr Bär braucht,
um glücklich zu sein!","Solo io so come rendere felice
mister Orsacchiotto.",¡Solo yo puedo hacer feliz al señor Oso!,"Ayıcığı nasıl mutlu
edeceğini yalnız ben bilirim!"
45,ScrambleForBear_45,NO! Only I know how to make Teddy happy!,"C'est pas vrai ! Il n'y a que moi qui puisse
le rendre heureux !","RED NICHT! Nur ICH weiß, was
diesen Teddy glücklich macht!",Non è vero! Solo io rendo Orsy felice!,¡No! ¡Solo yo puedo hacerle feliz!,HAYIR! Oyuncak Ayıyı nasıl mutlu edeceğini yalnız ben bilirim!
46,ScrambleForBear_46,Stop touching my bear!,Ne touche pas mon nounours !,PACK MEINEN TEDDY NICHT AN!,Ma la vuoi finire di toccare il mio orsacchiotto?!,¡Deja de tocar a mi osito!,Ayıma dokunmayı bırak!
47,ScrambleForBear_47,HEY! You stop touching MY bear!,"Non, TOI, ne touche pas mon nounours !",HEY! Pack du MEINEN Teddy nicht an!,Finiscila tu di toccare il MIO orsacchiotto!,¡OYE! ¡Deja tú de tocar a MI osito!,HEY! Asıl SEN BENİM ayıma dokunmayı bırak!
48,ScrambleForBear_NotFirst_00,"Actually, I don't even like this bear at all!
...Oops!","En vrai, je n'aime même pas ce nounours !
Oups...","Ehrlich gesagt...
Ich mag gar keine Teddys... Hm?","Sai che ti dico? Quest'orsacchiotto nemmeno
mi piace. Ops!","¡Bah, ni siquiera me gusta este osito!
¡Uy!","Aslında bu ayıyı hiç sevmiyorum bile!
...Eyvah!"
49,ScrambleForBear_NotFirst_01,"I can't stand this bear!
...Huh?","Moi non plus, je n'aime pas vraiment ce
nounours ! Oups...",Ich find Teddys auch kindisch... Nanu?,"Io non lo sopporto!
Eh?","¡Odio este osito!
¿Eh?","Bu ayıya hiç katlanamıyorum!
...Ha?"
50,ScrambleForBear_NotFirst_02,"Actually I don't even need this ugly old
bear! ...What the?!","En vrai, je n'ai pas besoin d'un nounours aussi
moche que ça ! Oups...","Ehrlich gesagt... Ich brauch diesen schäbigen,
alten Teddy gar nicht... Nanu?","A dire la verità, non mi serve questo
vecchio orripilante orsacchiotto! Ehi!","No necesito un osito viejo y feo
como este para nada... ¡Mecachis!","Aslında bu eski, çirkin ayıya ihtiyacım bile yok!
...Ne?!"
51,ScrambleForBear_NotFirst_03,"Well, I don't need this ugly old bear!
...What the?!","Oui, moi non plus, je n'ai pas besoin de ce vieux
nounours tout moche ! Oups...","Mit so einem alten, ranzigen Teddy kann ich
echt nichts anfangen... Ha?!","Beh, a me non serve questo vecchio
orsacchiotto. Come?!","¡No quiero un osito viejo y feo!
¡Uy!","Benim de bu eski, çirkin ayıya ihtiyacım yok!
...Ne?!"
52,ScrambleForBear_NotFirst_04,Give over! You're making him cry now!,"Lâche ce nounours ! Tu es en train de le faire
pleurer !",Gib ihn mir! Du bringst ihn ja zum Weinen!,Dammelo! Lo stai facendo piangere!,¡Dámelo! ¡Le estás haciendo llorar!,Yeter artık! Şimdi de ağlatıyorsun onu!
53,ScrambleForBear_NotFirst_05,"No, I'm not! I'm making him cry tears of JOY!","Même pas vrai ! Il pleure de joie car il est
avec moi !",Natürlich weint der! Der weint vor GLÜCK!,Non è vero! Sta versando lacrime di GIOIA!,¡Claro que no! Está llorando de felicidad.,Hayır! Sevinçten ağlatıyorum!
54,ScrambleForItem_Set_00,{TAG_1} my {TAG_2}!,C'est {TAG_1} {TAG_2} !,Das {TAG_1} {TAG_2} {TAG_3}!,Lascia stare {TAG_1} {TAG_2}!,¡Est{TAG_1} {TAG_2}!,{TAG_1} benim {TAG_2}!
55,ScrambleForItem_Set_01,No... {TAG_1} MY {TAG_2}!,"Non, c'est {TAG_1} {TAG_2} !",Nein! Das {TAG_1} {TAG_2} {TAG_3}!,"No, TU devi lasciar stare!","¡No, {TAG_1} {TAG_2}!",Hayır... {TAG_1} BENİM {TAG_2}!
56,ScrambleForItem_Set_02,"You have one already, don't you,
{TAG_1}?","Tu en as déjà, toi, {TAG_1} !","Du hast doch schon {TAG_1},
{TAG_2}! Oder?","Tu ce l'hai già, non è vero {TAG_1}?","Pero ¿tú no tienes ya {TAG_1},
{TAG_2}?","Senin zaten bir tane var, değil mi,
{TAG_1}?"
57,ScrambleForItem_Set_03,"I don't! You have a whole bunch of them,
{TAG_1}!","Non, je n'en ai pas ! Mais TOI, tu en as plein,
par contre, {TAG_1} !","Gar nicht! Aber du! Du hast doch selbst
schon eine Menge, {TAG_1}!","Non è vero! Sei tu ad averne
un mucchio, {TAG_1}!","¡Claro que no! ¡Tú tienes
un montón, {TAG_1}!","Yok! Asıl senin bir sürü var,
{TAG_1}!"
58,ScrambleForItem_Set_04,"You can't appreciate {TAG_1} {TAG_2},
{TAG_3}!","Tu es incapable d'apprécier {TAG_1}{TAG_2}
à leur juste valeur !","{TAG_1} {TAG_2} {TAG_3} doch viel
zu schade für dich, {TAG_4}!","Non è un genere di cose che tu possa
apprezzare!",¡Pero si no tienes ni idea de lo increíble que es!,"{TAG_1} {TAG_2} kıymetini bilmiyorsun,
{TAG_3}!"
59,ScrambleForItem_Set_05,"No, YOU don't appreciate {TAG_1} {TAG_2},
{TAG_3}!","Non, c'est toi qui n'y connais rien,
{TAG_1} !","Gar nicht wahr! Für DICH {TAG_1} {TAG_2}
viel zu schade, {TAG_3}!","No, {TAG_1}, sei tu che non capisci
niente di {TAG_2}!",¡Y tú no sabes apreciar sus propiedades!,"Hayır, asıl SEN {TAG_1} {TAG_2} kıymetini bilmiyorsun,
{TAG_3}!"
60,ScrambleForItem_Set_06,{TAG_1} gonna break! Quit it!,Arrête ! Tu vas {TAG_1} déchirer !,Hör auf! Du machst {TAG_1} noch kaputt!,Così si {TAG_1}! Piantala!,¡Para de una vez! ¡Se {TAG_1} a romper!,{TAG_1} kırılacak! Bırak artık!
61,ScrambleForItem_Set_07,YOU quit it!,"T'as qu'à {TAG_1} lâcher, toi !",Hör DU doch auf!,"Piantala tu, piuttosto!","¡No, para tú!",Asıl SEN bırak!
62,ScrambleForItem_Set_08,I found {TAG_1} first!,Je {TAG_1}ai trouvé{TAG_2} en premier !,Ich hab {TAG_1} zuerst gefunden!,Io {TAG_1} per prima!,¡Yo {TAG_1} he encontrado primero!,İlk ben buldum {TAG_1}!
63,ScrambleForItem_Set_09,NO! I found {TAG_1} first!,"Non, je {TAG_1}ai vu{TAG_2} avant toi !",Nein! Ich hab {TAG_1} zuerst entdeckt!,No! Sono io che {TAG_1} prima di tutti!,¡No! ¡He sido yo!,HAYIR! İlk ben buldum {TAG_1}!
64,ScrambleForItem_Set_10,I found {TAG_1} first!,"C'est moi qui {TAG_1}ai trouvé{TAG_2} en premier,
d'abord !",Ich war der Finder!,Io {TAG_1} prima di te!,¡Yo {TAG_1} he echado el ojo antes!,İlk ben buldum {TAG_1}!
65,ScrambleForItem_Set_11,But I touched {TAG_1} first!,"Peut-être, mais je {TAG_1}ai touché{TAG_2} avant toi !","Nein, ich hab's entdeckt!",E io {TAG_1} prima di te!,¡Pero yo {TAG_1} he tocado primero!,Ama önce ben dokundum {TAG_1}!
66,ScrambleForItem_Set_12,"If you don't stop it, I'm going to cry!",Je vais pleurer si tu ne lâches pas ça !,"Hör auf, oder ich flenne!","Se non la pianti, mi metto a piangere!","¡Si no paras, voy a echarme a llorar!",Bırakmazsan ağlayacağım!
67,ScrambleForItem_Set_13,I'm gonna cry more than you!,"Et moi, je vais pleurer encore plus que toi !",Ha! Ich flenn aber lauter als du!,E io mi metto a piangere più forte!,¡Pues yo pienso llorar mucho más que tú!,Ben senden daha çok ağlarım!
68,ScrambleForItem_Set_14,"You're SO ANNOYING!
Just give up!","Tu m'énerves ! Arrête, maintenant !","Du bist DOOF...
Jetzt gib {TAG_1} mir doch schon!","Sei la persona più pesante del mondo!
Lasciami in pace!","¡Eres la persona más pesada del mundo!
¡Déjame en paz!","ÇOK SİNİR BOZUCUSUN!
Vazgeç artık!"
69,ScrambleForItem_Set_15,YOU'RE ANNOYING! You give up!,"C'est TOI qui m'énerves, oui ! Arrête !","Du bist SELBER doof!
Gib du {TAG_1} mir doch!","Tu sei la persona più fastidiosa dell'universo!
Rinuncia!","¡Y tú, la persona más pesada del universo!",SİNİR BOZUCU OLAN SENSİN! Sen vazgeç!
70,ScrambleForItem_Set_16,"I love {TAG_1} {TAG_2} more than
the whole world!","J'aime {TAG_1}{TAG_2} plus que
tout au monde !","{TAG_1} {TAG_2} {TAG_3} mir
alles auf der Welt!","Io amo {TAG_1}{TAG_2} più di ogni
altra cosa al mondo!","¡Me {TAG_1} {TAG_2} {TAG_3}
más que nada en el mundo!","Benim için {TAG_1} {TAG_2} dünyadaki
her şeyden daha değerli!"
71,ScrambleForItem_Set_17,"I love {TAG_1} {TAG_2} more than
the whole universe!","Et moi, j'aime {TAG_1}{TAG_2}
plus que tout l'univers !","{TAG_1} {TAG_2} {TAG_3}
{TAG_4} meiner Galaxis!","Io amo {TAG_1}{TAG_2} più di ogni
altra cosa nell'universo!","¡Y a mí, más que nada en el universo!","Benim için {TAG_1} {TAG_2} bütün
evrenden bile daha değerli!"
72,ScrambleForItem_Set_18,Let...{TAG_1}...go!,Lâche ça !,Lass... schon... los!,Molla la presa!,¡Su... el... ta... YA!,Bı...{TAG_1}...rak!
73,ScrambleForItem_Set_19,No...I...won't!,Non ! Je ne lâcherai pas !,Nein! Lass... ich... nicht!,No... mollala tu!,¡Ni... hablar... del... peluquín!,Hayır... bırak... mam!
74,ScrambleForItem_Set_20,"{TAG_1}{TAG_2} {TAG_3} {TAG_4} suit you,
{TAG_5}!","Voyons, {TAG_1} ! Ça ne te va pas
du tout, {TAG_2}{TAG_3} !","{TAG_1} {TAG_2} {TAG_3} doch
gar nicht zu dir, {TAG_4}!","Cosa vuoi capire di {TAG_1},
{TAG_2}?","¡{TAG_1}{TAG_2} {TAG_3} {TAG_4},
{TAG_5}!","{TAG_1}{TAG_2} {TAG_3} {TAG_4} sana yakışıyor,
{TAG_5}!"
75,ScrambleForItem_Set_21,"No, {TAG_1} {TAG_2} {TAG_3} suit
YOU, {TAG_4}!","Non, c'est à toi que ça ne va pas du tout,
{TAG_1} !","Nein, {TAG_1} gar nicht zu DIR,
{TAG_2}!","Cosa vuoi capire TU di {TAG_1},
{TAG_2}!",¡A ti sí que {TAG_1}!,"Hayır, {TAG_1} {TAG_2} {TAG_3} asıl
SANA yakışıyor, {TAG_4}!"
76,ScrambleForItem_Set_22,You'll never have {TAG_1} in a THOUSAND years!,"Tu pourrais attendre 10 ans, je ne lâcherais
toujours pas, {TAG_1} !",Du kriegst {TAG_1} nicht in TAUSEND Jahren!,"Non mi arrenderò, nemmeno se aspetti
mille anni!",¡No te {TAG_1} daré ni en mil años!,BİN yıl geçse de {TAG_1} senin olamaz!
77,ScrambleForItem_Set_23,"Well, you'll never have {TAG_1} in a MILLION years!","J'espère que tu as le temps, car même après
100 ans, je ne lâcherais pas, {TAG_1} !","Und du kriegst {TAG_1} nicht in einer
MILLION Jahren!","Beh, io non mi arrenderò nemmeno tra
un milione di anni!","¡Pues yo no te {TAG_1} daré ni en un MILLÓN
de años!",MİLYON yıl geçse de {TAG_1} senin olamaz!
78,ScrambleForItem_Set_24,"You always say you loathe
{TAG_1}!","Tu dis toujours que tu détestes
{TAG_1}{TAG_2} !","Du sagst doch immer, du HASST
{TAG_1}!","Ma se hai sempre detto che detesti
{TAG_1}{TAG_2}!","¡Pero si siempre dices que odias
{TAG_1} {TAG_2}!","Sen hep {TAG_1} için 'nefret ediyorum'
dersin!"
79,ScrambleForItem_Set_25,"No! I always say I LOVE
{TAG_1}!","Non ! Je dis toujours que j'adore
{TAG_1}{TAG_2} !","Nein! Ich sag immer, {TAG_1}
{TAG_2} mir total viel SPASS!","Ma cosa t'inventi? Io ho sempre detto che
adoro {TAG_1}{TAG_2}!",¡Venga ya! ¡Lo que digo es que me {TAG_1}!,"Hayır! Ben hep {TAG_1} için 'BAYILIYORUM'
derim!"
80,ScrambleForItem_Set_26,{TAG_1}{TAG_2} {TAG_3} {TAG_4} perfect for me!,"{TAG_1}{TAG_2}{TAG_3}, c'est tout à fait
mon truc !","{TAG_1}{TAG_2} {TAG_3} {TAG_4} einfach
perfekt für mich!","Nient'altro fa al caso mio come
{TAG_1}{TAG_2}!","¡{TAG_1}{TAG_2} {TAG_3} me {TAG_4}
como anillo al dedo!",{TAG_1}{TAG_2} {TAG_3} {TAG_4} bana tam göre!
81,ScrambleForItem_Set_27,"No, {TAG_1} {TAG_2} {TAG_3} perfect for
ME!","Ah non, c'est mon truc à moi !","Nein, {TAG_1} {TAG_2} {TAG_3} perfekt
für MICH!","No, nient'altro fa al caso MIO come
{TAG_1}{TAG_2}!","¡Deja que me ría! ¡{TAG_1}{TAG_2} {TAG_3}
{TAG_4} para mí!","Hayır, {TAG_1} {TAG_2} {TAG_3} asıl
BANA göre!"
82,ScrambleForItem_Set_28,I'm an expert on {TAG_1}!,Je suis expert{TAG_1} en {TAG_2} !,Ich bin {TAG_1} für {TAG_2}!,"Quando si parla di {TAG_1},
io so proprio tutto!","¡Yo sé todo lo que hay que saber sobre
{TAG_1} {TAG_2}!",{TAG_1} konusunda uzmanım!
83,ScrambleForItem_Set_29,"No, I'M the expert on {TAG_1}!","Non ! C'est moi l'expert{TAG_1}
en {TAG_2}, ici !","Nein, ICH bin {TAG_1}
für {TAG_2}!",Io ne so più di te!,"¡Sigue soñando! ¡Nadie me supera en conocimientos
sobre {TAG_1} {TAG_2}!","Hayır, {TAG_1} konusunda uzman olan BENİM!"
84,ScrambleForItem_Set_30,I've wanted {TAG_1} for years!,Je rêve d'en avoir depuis mon enfance !,Ich wünsch mir schon seit Jahren {TAG_1}!,"Io voglio {TAG_1}{TAG_2}
da anni.","¡{TAG_1}{TAG_2} {TAG_3} siempre {TAG_4} sido
mi pasión!",Yıllardır aklımda tek şey {TAG_1}!
