index,label,English,French,German,Italian,Spanish,Turkish
22,Load_Dlg_Both_ConfirmCopy_01,Which do you want to carry over?,"De quelle version voulez-vous
importer les données ?","Welche Daten sollen übernommen
werden?","Di quale versione vuoi trasferire
i dati?","Elige la versión de la que quieres
transferir los datos.",Hangisini aktarmak istiyorsun?
23,Load_Dlg_Both_ConfirmCopy_Btn_00,Welcome Version,Version de bienvenue,Willkommensversion,Versione di benvenuto,Versión de bienvenida,Welcome Version
24,Load_Dlg_Both_ConfirmCopy_Btn_01,Demo version,Version démo,Demoversion,Versione demo,Versión de prueba,Demo Sürümü
25,Load_Dlg_Both_ConfirmCopy_Btn_02,Neither,Aucune,Keine Daten übernehmen,Nessuna,Cancelar,Hiçbiri
41,Load_Dlg_Net_NeedEula,"You must agree to the most recent 
Nintendo 3DS Service User Agreement 
and Privacy Policy in order to use 
SpotPass. ","Vous devez accepter les termes du 
contrat d'utilisation des services  
Nintendo 3DS et politique de  
confidentialité pour pouvoir  
utiliser SpotPass. ","Um SpotPass zu nutzen, musst du 
erst dem Vertrag zur Nutzung der 
Nintendo 3DS-Services zustimmen.","Per usare SpotPass devi accettare
l'Accordo per l'utilizzo dei servizi
Nintendo 3DS e policy sulla privacy.","Para usar SpotPass, debes aceptar
los términos del Contrato de Uso y 
Política de Privacidad de los 
Servicios de Nintendo 3DS.","SpotPass kullanmak için en güncel
Nintendo 3DS Hizmet Kullanıcı Sözleşmesi
ve Gizlilik Politikası koşullarını
kabul etmelisin."
42,Load_Dlg_Net_NotAgreeEula,"You will be unable to use
SpotPass. Is that OK?

(You can change SpotPass
settings at any time by going
to Options in the Town Hall.)","Vous ne pourrez pas utiliser
SpotPass. Continuer quand même ?

(Vous pouvez à tout moment
changer les paramètres SpotPass
dans le menu Options de la Mairie.)","SpotPass ist zurzeit nicht nutzbar.
Trotzdem fortfahren?

(Die Einstellungen zu SpotPass
kannst du im Rathaus unter
„Optionen“ ändern.)","Non potrai usare SpotPass.
Vuoi procedere?

Puoi modificare le impostazioni
SpotPass in qualsiasi momento
dal menu Opzioni del municipio.","No podrás usar SpotPass.
¿Quieres continuar?

(Puedes modificar los ajustes
de SpotPass en el menú
de Opciones del ayuntamiento
siempre que quieras.)","SpotPass'i kullanamayacaksın.
Devam edilsin mi?

(SpotPass ayarlarını istediğin zaman
Belediye Binasındaki Seçenekler
bölümünden değiştirebilirsin.)"
43,Load_Dlg_Net_NadlNotExist,"SpotPass is deactivated.
Do you want to use SpotPass to
receive notifications (including
advertisements and promotional
materials) and data from Nintendo
about Tomodachi Life special
items, letters from explorers etc.?","SpotPass est désactivé. Voulez-vous
utiliser SpotPass pour recevoir de
Nintendo des notifications (pouvant
inclure du contenu promotionnel et
publicitaire) et des données comme des
articles spéciaux pour Tomodachi Life
et des lettres des enfants voyageurs ?","SpotPass wurde deaktiviert!
Willst du via SpotPass von Nintendo
Informationen über Tomodachi Life
(evtl. auch Werbung und PR-Material)
sowie spezielle Items und Briefe von
reisenden Mii-Charakteren erhalten?","La funzione SpotPass è disattivata.
Vuoi attivare SpotPass per ricevere
da Nintendo notifiche relative
a Tomodachi Life, inclusi annunci
e messaggi pubblicitari, oggetti
speciali e lettere da parte dei
viaggiatori della tua isola?","SpotPass está desactivado.
¿Quieres recibir de Nintendo datos y
notificaciones sobre cartas de viajeros
de tu isla y objetos especiales
de Tomodachi Life (pueden incluir
material promocional) mediante SpotPass?","SpotPass devre dışı. Tomodachi Life
için Nintendo'dan bildirimler
(reklam ve tanıtım içerikleri dâhil),
özel eşyalar, gezgin mektupları vb.
verileri SpotPass ile almak ister misin?"
44,Load_Dlg_Net_NadlNotReRegist,"You can change SpotPass
settings at any time via Options
in the Town Hall.","Vous pouvez à tout moment
changer les paramètres SpotPass
dans le menu Options de la Mairie.","Die Einstellungen zu SpotPass
kannst du jederzeit im Rathaus
unter „Optionen“ ändern.","Puoi modificare le impostazioni
SpotPass in qualsiasi momento
dal menu Opzioni del municipio.","Puedes modificar los ajustes
de SpotPass en el menú
de Opciones del ayuntamiento
siempre que quieras.","SpotPass ayarlarını istediğin zaman
Belediye Binasındaki Seçenekler
bölümünden değiştirebilirsin."
45,Load_Dlg_Net_NadlError,"An error occurred while setting
SpotPass.

SpotPass has been deactivated.","Une erreur est survenue lors de
la configuration de SpotPass.
SpotPass a été désactivé.","Da beim Konfigurieren von
SpotPass ein Fehler aufgetreten
ist, wird die Kommunikation via
SpotPass deaktiviert.","Si è verificato un errore durante
l'impostazione di SpotPass.
La funzione SpotPass è stata
disattivata.","Se ha producido un error
mientras se establecían
los ajustes de SpotPass.
Se ha desactivado SpotPass.","SpotPass ayarlanırken bir hata oluştu.

SpotPass devre dışı bırakıldı."
46,Load_Dlg_Penalty_TidChanged,"Playing on a different system
may affect the time, prevent
available shop items from updating
normally, or other similar issues.
Do you want to continue?","Vous êtes sur le point de jouer à ce
jeu avec une autre console que la
dernière fois. Si vous continuez, il
se peut, par exemple, que l'heure
soit différente ou que les magasins
ne soient pas approvisionnés
normalement. Continuer ?","Du versuchst, auf einem anderen
System zu spielen als beim letzten
Mal. Fährst du fort, so kann dies
u. a. die Zeit auf der Insel verändern
oder es tauchen für einige Zeit
keine neuen Waren in Geschäften
auf der Insel auf. Fortfahren?","Stai provando a usare questo software
su una console differente. Se decidi di
proseguire potrebbe darsi, ad esempio,
che l'orario venga modificato o gli
oggetti nei negozi non cambino per
un po'. Vuoi proseguire?","Si juegas en otra consola, es posible
que cambie la hora en el programa
y que los productos de las tiendas
no se actualicen con normalidad,
entre otras cosas.
¿Quieres continuar?","Oyunu farklı bir sistemde oynamak
saati etkileyebilir, mağazadaki ürünlerin
normal şekilde yenilenmesini engelleyebilir
ve benzer sorunlara yol açabilir.
Devam etmek istiyor musun?"
47,Load_Dlg_Penalty_ClockChanged,"The system clock appears to
have been changed. This may
affect the time, prevent available
shop items from updating
normally, or other similar issues.
Do you want to continue?","L'horloge de la console semble avoir
été modifiée. Cela risque, entre autres,
de perturber l'heure définie dans le jeu
et l'approvisionnement des magasins.
Voulez-vous continuer ?","Die Systemuhr scheint verstellt
worden zu sein. Fährst du fort, so
kann dies u. a. die Zeit auf der
Insel verändern oder es tauchen
für einige Zeit keine neuen Waren
in Geschäften auf der Insel auf.
Fortfahren?","L'orologio interno della console è stato
modificato. Se decidi di proseguire
potrebbe darsi, ad esempio, che
l'orario venga modificato o gli oggetti
nei negozi non cambino per un po'.
Vuoi proseguire?","Se han cambiado los ajustes de
hora de la consola. Es posible
que cambie la hora en el programa
y que los productos de las tiendas
no se actualicen con normalidad,
entre otras cosas.
¿Quieres continuar?","Sistem saatinin değiştirilmiş olduğu
görünüyor. Bu, saati etkileyebilir,
mağazadaki ürünlerin normal şekilde
yenilenmesini engelleyebilir ve benzer
sorunlara yol açabilir.
Devam etmek istiyor musun?"
48,Load_Dlg_Penalty_ShutDown,"Press  to return to the HOME
Menu.","Appuyez sur  pour retourner
au menu HOME.","Drücke , um zum HOME-Menü
zurückzukehren.",Premi  per tornare al menu HOME.,Pulsa  para volver al menú HOME.,"HOME Menüsüne dönmek için
 tuşuna bas."
49,Load_Dlg_DeleteAll_Confirm1,"This will delete all of your save
data including all Mii characters,
relationships and collected items.
Once deleted, your data cannot
be recovered.

Do you want to delete your data?","Cette action va effacer toutes
vos données de sauvegarde.
Tous les Mii enregistrés, leurs
relations, ainsi que vos trésors,
vont être effacés et ne pourront
plus être récupérés. Voulez-vous
tout de même tout effacer ?","Es werden alle Speicherdaten
gelöscht. Die registrierten Mii-
Charaktere und ihre Beziehungen
verschwinden genauso wie alle
deine Schätze und so weiter.

Willst du trotzdem löschen?","Tutti i dati di salvataggio verranno
eliminati. Tutti i Mii registrati, le
loro relazioni e i tesori raccolti
saranno cancellati e non potrai
recuperarli.

Vuoi procedere?","Se van a borrar todos los datos
de guardado. También se eliminarán
todos los Mii registrados, sus relaciones
y los tesoros obtenidos. Una vez
borrados, los datos no se podrán
recuperar.
¿Quieres continuar?","Bu işlem tüm Mii karakterleri, ilişkiler
ve toplanan eşyalar dâhil tüm kayıt
verilerini silecek. Silinen veriler
geri getirilemez.

Verilerini silmek istiyor musun?"
50,Load_Dlg_DeleteAll_Confirm2,"Do you really want to delete
everything?","Voulez-vous vraiment
tout effacer ?","Ganz sicher, dass du
alles löschen willst?",Vuoi davvero eliminare tutti i dati?,"¿De verdad que quieres
borrar todos los datos?","Gerçekten her şeyi silmek
istiyor musun?"
51,Load_Dlg_DeleteAll_Confirm3,"Are you really really sure you
want to delete everything?","Voulez-vous VRAIMENT
tout effacer ?","Ganz, ganz sicher?
Du willst wirklich löschen?","Vuoi davvero... DAVVERO
cancellare tutto?","¿De verdad de la buena que
quieres borrarlo todo?","Her şeyi silmek istediğinden
gerçekten ama gerçekten emin misin?"
52,Load_Dlg_DeleteAll_Doing,Deleting data...,Effacement des données...,Löschvorgang...,Eliminazione in corso...,Borrando...,Veriler siliniyor...
53,Load_Dlg_DeleteAll_End,All data has been deleted.,"Toutes les données
ont été effacées.",Gelöscht.,I dati sono stati eliminati.,Se han borrado los datos.,Tüm veriler silindi.
