index,label,English,French,German,Italian,Spanish,Turkish
150,Hour_16,4 o'clock,16 heures,vier Uhr,16:00,16:00,saat 4
151,Hour_17,5 o'clock,17 heures,fünf Uhr,17:00,17:00,saat 5
152,Hour_18,6 o'clock,18 heures,sechs Uhr,18:00,18:00,saat 6
153,Hour_19,7 o'clock,19 heures,sieben Uhr,19:00,19:00,saat 7
154,Hour_20,8 o'clock,20 heures,acht Uhr,20:00,20:00,saat 8
155,Hour_21,9 o'clock,21 heures,neun Uhr,21:00,21:00,saat 9
156,Hour_22,10 o'clock,22 heures,zehn Uhr,22:00,22:00,saat 10
157,Hour_23,11 o'clock,23 heures,elf Uhr,23:00,23:00,saat 11
158,Hour_00_Voice,midnight,minuit,Mitternacht,mezzanotte,medianoche,gece yarısı
159,Hour_01_Voice,1 o'clock,une heure,ein Uhr,01:00,una en punto,saat 1
160,Hour_02_Voice,2 o'clock,deux heures,zwei Uhr,02:00,dos en punto,saat 2
161,Hour_03_Voice,3 o'clock,trois heures,drei Uhr,03:00,tres en punto,saat 3
162,Hour_04_Voice,4 o'clock,quatre heures,vier Uhr,04:00,cuatro en punto,saat 4
163,Hour_05_Voice,5 o'clock,cinq heures,fünf Uhr,05:00,cinco en punto,saat 5
164,Hour_06_Voice,6 o'clock,six heures,sechs Uhr,06:00,seis en punto,saat 6
165,Hour_07_Voice,7 o'clock,sept heures,sieben Uhr,07:00,siete en punto,saat 7
166,Hour_08_Voice,8 o'clock,huit heures,acht Uhr,08:00,ocho en punto,saat 8
167,Hour_09_Voice,9 o'clock,neuf heures,neun Uhr,09:00,nueve en punto,saat 9
168,Hour_10_Voice,10 o'clock,dix heures,zehn Uhr,10:00,diez en punto,saat 10
169,Hour_11_Voice,11 o'clock,onze heures,elf Uhr,11:00,once en punto,saat 11
170,Hour_12_Voice,12 o'clock,douze heures,zwölf Uhr,12:00,doce en punto,saat 12
171,Hour_13_Voice,1 o'clock,treize heures,ein Uhr,13:00,una en punto,saat 1
172,Hour_14_Voice,2 o'clock,quatorze heures,zwei Uhr,14:00,dos en punto,saat 2
173,Hour_15_Voice,3 o'clock,quinze heures,drei Uhr,15:00,tres en punto,saat 3
174,Hour_16_Voice,4 o'clock,seize heures,vier Uhr,16:00,cuatro en punto,saat 4
175,Hour_17_Voice,5 o'clock,dix-sept heures,fünf Uhr,17:00,cinco en punto,saat 5
176,Hour_18_Voice,6 o'clock,dix-huit heures,sechs Uhr,18:00,seis en punto,saat 6
177,Hour_19_Voice,7 o'clock,dix-neuf heures,sieben Uhr,19:00,siete en punto,saat 7
178,Hour_20_Voice,8 o'clock,vingt heures,acht Uhr,20:00,ocho en punto,saat 8
179,Hour_21_Voice,9 o'clock,vingt et une heures,neun Uhr,21:00,nueve en punto,saat 9
180,Hour_22_Voice,10 o'clock,vingt-deux heures,zehn Uhr,22:00,diez en punto,saat 10
181,Hour_23_Voice,11 o'clock,vingt-trois heures,elf Uhr,23:00,once en punto,saat 11
182,Week_Sun,Sun,Dim,So,dom,do.,Paz
183,Week_Mon,Mon,Lun,Mo,lun,lu.,Pzt
184,Week_Tue,Tue,Mar,Di,mar,ma.,Sal
185,Week_Wed,Wed,Mer,Mi,mer,mi.,Çar
186,Week_Thu,Thu,Jeu,Do,gio,ju.,Per
187,Week_Fri,Fri,Ven,Fr,ven,vi.,Cum
188,Week_Sat,Sat,Sam,Sa,sab,sá.,Cmt
189,Week_Sun_Voice,Sunday,dimanche,Sonntag,Domenica,domingo,Pazar
190,Week_Mon_Voice,Monday,lundi,Montag,Lunedì,lunes,Pazartesi
191,Week_Tue_Voice,Tuesday,mardi,Dienstag,Martedì,martes,Salı
192,Week_Wed_Voice,Wednesday,mercredi,Mittwoch,Mercoledì,miércoles,Çarşamba
193,Week_Thu_Voice,Thursday,jeudi,Donnerstag,Giovedì,jueves,Perşembe
194,Week_Fri_Voice,Friday,vendredi,Freitag,Venerdì,viernes,Cuma
195,Week_Sat_Voice,Saturday,samedi,Samstag,Sabato,sábado,Cumartesi
210,Season_Spring,Spring,printemps,Frühling,Primavera,primavera,İlkbahar
211,Season_Summer,Summer,été,Sommer,Estate,verano,Yaz
212,Season_Autumn,Autumn,automne,Herbst,Autunno,otoño,Sonbahar
213,Season_Winter,Winter,hiver,Winter,Inverno,invierno,Kış
214,Season_Spring_Voice,Spring,printemps,Frühling,Primavera,primavera,İlkbahar
215,Season_Summer_Voice,Summer,été,Sommer,Estate,verano,Yaz
216,Season_Autumn_Voice,Autumn,automne,Herbst,Autunno,otoño,Sonbahar
217,Season_Winter_Voice,Winter,hiver,Winter,Inverno,invierno,Kış
218,AM,am,,,,,ÖÖ
219,PM,pm,,,,,ÖS
220,AM_Voice,a m,,,,,öğleden önce
221,PM_Voice,p m,,,,,öğleden sonra
