index,label,English,French,German,Italian,Spanish,Turkish
11,Dlg_Explain_Mii2,"You can check an {TAG_1}explorer's info
{TAG_2}or {TAG_3}where they are {TAG_4}by using
the {TAG_5}exchange list {TAG_6}in the
lower right of the Touch Screen.","Vous pouvez voir le {TAG_1}profil d'un
voyageur{TAG_2}, et vérifier où le voyageur
{TAG_3}se trouve{TAG_4}, dans la {TAG_5}liste d'échanges
{TAG_6}située en bas à droite de l'écran.","Du kannst {TAG_1}Infos zu Reisenden
{TAG_2}und ihren {TAG_3}Aufenthaltsort {TAG_4}aus der
{TAG_5}Kontaktliste {TAG_6}rechts unten ersehen.","Puoi controllare il {TAG_1}profilo del
viaggiatore {TAG_2}o la sua {TAG_3}posizione
attuale {TAG_4}utilizzando la{TAG_5} lista degli
scambi {TAG_6}in basso a destra.","Puedes consultar los {TAG_1}datos del viajero{TAG_2}
o su {TAG_3}ubicación actual {TAG_4}a través de la
{TAG_5}lista de intercambios{TAG_6} que verás
en la esquina inferior derecha.","Dokunmatik Ekranın sağ altındaki {TAG_5}
değişim listesini{TAG_6} kullanarak
bir {TAG_1}gezginin bilgilerine{TAG_2}
veya {TAG_3}bulunduğu yere{TAG_4} bakabilirsin."
12,Dlg_Explain_Island,"Some {TAG_1}import goods{TAG_2} have arrived.
You can't get this stuff in the
regular shops!
You can find the imports in the
{TAG_3}import wear shop{TAG_4}. Go and
check it out!","Des {TAG_1}articles d'import{TAG_2} sont arrivés.
Ils sont rares et introuvables
dans les magasins normaux !
Les articles d'import sont en
vente dans le {TAG_3}magasin d'import{TAG_4}.
Allez y faire un tour !","Es wurden {TAG_1}Importwaren{TAG_2} geliefert.
Diese Waren erhältst du nicht in
normalen Geschäften!
Du kannst sie im Laden für
{TAG_3}Importwaren{TAG_4} kaufen. Geh gleich
einmal dorthin! ","Sono arrivati alcuni {TAG_1}articoli
importati{TAG_2}, ma non potrai comprarli
nei comuni negozi di abbigliamento.
Li troverai nel {TAG_3}negozio di abbigliamento
d'importazione{TAG_4}. Andiamo a dare
un'occhiata!","Acaban de llegar algunos {TAG_1}productos
importados{TAG_2}. ¡No los puedes comprar
en tiendas normales! Encontrarás
los objetos importados en la tienda
de {TAG_3}productos de importación{TAG_4}. ¡Échale
un vistazo!","Bazı {TAG_1}ithal ürünler{TAG_2} geldi.
Bunları normal
mağazalarda bulamazsın!
İthal ürünleri {TAG_3}ithal giyim
mağazasında{TAG_4} bulabilirsin.
Bir göz at!"
13,Dlg_Explain_MiiIsland0,"An {TAG_1}explorer{TAG_2} and {TAG_3}import goods{TAG_4}
have come to this island!","Un {TAG_1}voyageur{TAG_2} et un {TAG_3}article
d'import {TAG_4}sont arrivés sur l'île !","Ein {TAG_1}Reisender{TAG_2} und {TAG_3}Importware{TAG_4}
sind auf der Insel angekommen!","Un {TAG_1}viaggiatore{TAG_2} e un {TAG_3}articolo
d'importazione {TAG_4}sono arrivati sull'isola!","¡Acaban de llegar a la isla un {TAG_1}viajero
{TAG_2}y un {TAG_3}producto importado{TAG_4}!",Bu adaya bir {TAG_1}gezgin{TAG_2} ve {TAG_3}ithal ürünler{TAG_4} geldi!
14,Dlg_Explain_MiiIsland1,"Explorers find their way to all
kinds of islands on their travels.","Au cours de leurs périples,
les voyageurs vont d'île en île.","Reisende besuchen auf ihrem Weg
die unterschiedlichsten Inseln!","I viaggiatori approdano su diverse isole
nel corso dei loro viaggi.","Los viajeros visitan todo tipo
de islas en sus periplos.","Gezginler yolculuklarında
türlü türlü adalara uğrar."
15,Dlg_Explain_MiiIsland2,"The explorer will check out your
island and then be on their way.

Please be kind to explorers while
they are on your island.","Les voyageurs visiteront un peu
votre île avant de repartir.

Assurez-vous qu'ils passent
un bon séjour sur votre île.","Der Reisende wird deine Insel
besichtigen und reist dann weiter.

Bitte sei nett zu Reisenden, die
auf deiner Insel zu Besuch sind.","I viaggiatori ripartiranno dopo
un breve giro sull'isola.

Falli sentire a proprio agio
finché sono nei paraggi.","El viajero va a darse una vuelta
por la isla y luego continuará
con su viaje.

Sé amable con los viajeros que
vienen de visita.","Gezgin adanı
gezdikten sonra
yoluna devam edecek.
Adandayken gezginlere
iyi davran lütfen."
16,Dlg_Explain_MiiIsland3,"You can check an {TAG_1}explorer's info
{TAG_2}or {TAG_3}where they are {TAG_4}by using
the {TAG_5}exchange list {TAG_6}in the
lower right of the Touch Screen.","Vous pouvez voir le {TAG_1}profil d'un
voyageur{TAG_2}, et vérifier {TAG_3}où le voyageur
se trouve{TAG_4}, dans la {TAG_5}liste d'échanges
{TAG_6}située en bas à droite de l'écran.","Du kannst {TAG_1}Infos zu Reisenden
{TAG_2}und ihren {TAG_3}Aufenthaltsort {TAG_4}aus der
{TAG_5}Kontaktliste {TAG_6}rechts unten ersehen.","Puoi controllare il {TAG_1}profilo del
viaggiatore {TAG_2}o la sua {TAG_3}posizione
attuale {TAG_4}utilizzando la{TAG_5} lista degli
scambi {TAG_6}in basso a destra.","Puedes consultar los {TAG_1}datos del viajero{TAG_2}
o su {TAG_3}ubicación actual {TAG_4}a través de la
{TAG_5}lista de intercambios{TAG_6} que verás
en la esquina inferior derecha.","Dokunmatik Ekranın sağ altındaki {TAG_5}
değişim listesini{TAG_6} kullanarak
bir {TAG_1}gezginin bilgilerine{TAG_2}
veya {TAG_3}bulunduğu yere{TAG_4} bakabilirsin."
17,Dlg_Explain_MiiIsland4,"And you can't get import goods
in the regular shops!
You can find the imports in the
{TAG_1}import wear shop{TAG_2}. Why not go
and check it out?","Les {TAG_1}articles d'import{TAG_2} sont rares et
introuvables dans les magasins
normaux ! Ils sont en vente dans
le {TAG_3}magasin d'import{TAG_4}. Allez y faire
un tour !","Die Importwaren erhältst du nicht
in normalen Geschäften!
Du kannst sie im Laden für
{TAG_1}Importwaren{TAG_2} kaufen. Geh gleich
einmal dorthin! ","Inoltre non puoi comprare
gli articoli d'importazione nei
comuni negozi di abbigliamento!
Puoi trovarli nel {TAG_1}negozio di
abbigliamento d'importazione{TAG_2}.
Ricordati di dare un'occhiata!","Recuerda: ¡no puedes comprar
productos importados en las tiendas
normales! Encontrarás los objetos
importados en la tienda de {TAG_1}productos
de importación{TAG_2}. ¡Échale un vistazo!","İthal ürünleri normal
mağazalarda bulamazsın!
Bunları {TAG_1}ithal giyim
mağazasında{TAG_2} bulabilirsin.
Bir göz atmaya ne dersin?"
18,Msg_Text_Top,A boat arrived from {TAG_1}{TAG_2} Island{TAG_3}!,Un bateau est arrivé de l'{TAG_1}île {TAG_2}{TAG_3} !,Boot aus {TAG_1}{TAG_2} {TAG_3}angekommen!,Nave arrivata dall'{TAG_1}Isola{TAG_2} {TAG_3}{TAG_4}{TAG_5}!,¡Ha llegado un bote de la {TAG_1}isla {TAG_2}{TAG_3}{TAG_4}{TAG_5}!,{TAG_1}{TAG_2} Adası'ndan{TAG_3} bir tekne geldi!
19,Msg_Text_Traveler,"Explorer:
{TAG_1}{TAG_2}{TAG_3}","Voyageu{TAG_1} :
{TAG_2}{TAG_3}{TAG_4}","Reisender:
{TAG_1}{TAG_2}{TAG_3}","Viaggiatore:
{TAG_1}{TAG_2}{TAG_3}","Viajer{TAG_1}:
{TAG_2}{TAG_3}{TAG_4}.","Gezgin:
{TAG_1}{TAG_2}{TAG_3}"
20,Msg_Text_Body,"Imported goods:
{TAG_1}{TAG_2}{TAG_3}","Article importé :
{TAG_1}{TAG_2}{TAG_3}","Importware:
{TAG_1}{TAG_2}{TAG_3}","Articolo importato:
{TAG_1}{TAG_2}{TAG_3}","Producto importado:
{TAG_1}{TAG_2}{TAG_3}.","İthal ürünler:
{TAG_1}{TAG_2}{TAG_3}"
21,Msg_Text_Headwear,"Imported goods:
{TAG_1}{TAG_2}{TAG_3}","Article importé :
{TAG_1}{TAG_2}{TAG_3}","Importware:
{TAG_1}{TAG_2}{TAG_3}","Articolo importato:
{TAG_1}{TAG_2}{TAG_3}","Producto importado:
{TAG_1}{TAG_2}{TAG_3}.","İthal ürünler:
{TAG_1}{TAG_2}{TAG_3}"
22,Msg_ItemTitle_NoMii,"Import goods arrived from {TAG_1}
Island!","Des articles importés sont arrivés
de l'île {TAG_1} !",Importwaren aus {TAG_1} angekommen.,"Gli articoli importati sono arrivati
dall'Isola {TAG_1}!","¡Han llegado productos importados de
la isla {TAG_1}!",{TAG_1} Adası'ndan ithal ürünler geldi!
23,Msg_Text_Top_Export,{TAG_1} Island exports loaded on boat.,Article d'export de l'île {TAG_1} chargé.,Exportwaren aus {TAG_1} aufgeladen.,Articolo dell'Isola {TAG_1} caricato.,Producto de la isla {TAG_1} embarcado.,{TAG_1} Adası'nın ihraç ürünleri tekneye yüklendi.
24,Msg_Text_Top_ExportBody,{TAG_1}{TAG_2} {TAG_3}{TAG_4} loaded on boat.,"{TAG_1}{TAG_2}{TAG_3}{TAG_4} {TAG_5}{TAG_6}
charg{TAG_7} sur le bateau.",{TAG_1}{TAG_2} {TAG_3} aufs Schiff geladen.,"{TAG_1}{TAG_2} {TAG_3}{TAG_4}
sulla nave.","Se {TAG_1} {TAG_2} {TAG_3}{TAG_4}
{TAG_5}en el bote.",{TAG_1}{TAG_2} {TAG_3}{TAG_4} tekneye yüklendi.
25,Msg_Text_Top_ExportHeadwear,{TAG_1}{TAG_2} {TAG_3}{TAG_4} loaded on boat.,"{TAG_1}{TAG_2}{TAG_3}{TAG_4}{TAG_5} {TAG_6}
charg{TAG_7} sur le bateau.",{TAG_1}{TAG_2} {TAG_3}aufs Schiff geladen.,"{TAG_1}{TAG_2}{TAG_3} {TAG_4}
sulla nave.","{TAG_1} {TAG_2} {TAG_3}{TAG_4}
{TAG_5}en el bote.",{TAG_1}{TAG_2} {TAG_3}{TAG_4} tekneye yüklendi.
26,Msg_Text_Top_Leave,{TAG_1}{TAG_2} {TAG_3}has left by boat. ,{TAG_1}{TAG_2} {TAG_3}est part{TAG_4} en bateau.,{TAG_1}{TAG_2} {TAG_3}hat die Insel verlassen.,{TAG_1}{TAG_2} {TAG_3}ha lasciato l'isola. ,{TAG_1}{TAG_2} {TAG_3}ha salido de viaje.,{TAG_1}{TAG_2} {TAG_3}tekneyle ayrıldı.
27,Msg_Text_Count,{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}/{TAG_2},{TAG_1}/{TAG_2}
28,Btn_Call,Call,Appeler,Ansprechen,Chiama,Llamar,Ara
29,Btn_WList,Exchange List,Liste d'échanges,Kontaktliste,Lista degli scambi,Intercambios,Değişim Listesi
30,Btn_Talk_Stay,Would you like to stay?,Voulez-vous passer la nuit ici ?,Möchtest du eine Weile auf der Insel bleiben?,Vuoi fermarti?,¿Quieres quedarte?,Kalmak ister misin?
31,Btn_Talk_Hello,Hello!,Bonjour !,Hallo!,Ciao!,¡Hola!,Merhaba!
32,Btn_Talk_GoodEvening,Good evening!,Bonsoir !,Guten Abend!,Buonasera!,¡Buenas!,İyi akşamlar!
33,Btn_Talk_OK,OK!,D'accord !,"Klar, gerne!",OK!,¡Vale!,Tamam!
34,Btn_Talk_Think,Let me think...,Je vais y réfléchir...,Hmmm...,Fammici pensare,Déjame pensar,Bir düşüneyim...
35,Text_U_R,Fast forward,Avance rapide,Schnellvorlauf,Avanti veloce,Avanzar,Hızlı ileri sar
36,Text_Talk_Gone,"Actually, I changed my mind... I have to
continue on my travels.","Tout bien réfléchi, je vais plutôt continuer
mon voyage.","Ich hab's mir überlegt... Ich will lieber doch
meine Reise fortsetzen.","Ho cambiato idea...
Credo che continuerò il mio viaggio.","He cambiado de idea... Voy a continuar
con mis viajes.","Aslında fikrimi değiştirdim...
Yolculuğuma devam etmem gerek."
37,Text_Talk_GoneF,I decided...I'm gonna head off.,"J'ai changé d'avis. Finalement, je vais plutôt
continuer mon voyage.","Meine Entscheidung ist gefallen.
Ich werde meine Reise fortsetzen.",Ho deciso... Mi metto in viaggio.,Lo he decidido... Me marcho de aquí.,Karar verdim... Yola devam edeceğim.
38,Text_Talk_Error,"An error occurred.
So I don't think I can stay after all.","Une erreur est survenue... On dirait que
je ne vais pas pouvoir rester, finalement.","Ein Fehler ist aufgetreten.
Ich kann also wohl nicht hierbleiben.","Si è verificato un errore.
Non penso di potermi fermare.","Se ha producido un error...
Supongo que entonces no puedo quedarme.",Bir hata oluştu. Sanırım artık kalamam.
39,Text_Talk_ErrorF,"An error occurred.
So I'd better just be on my way.","Une erreur est survenue... Bon, je ferais mieux
de poursuivre ma route...","Ein Fehler ist aufgetreten.
Ich sollte meine Reise besser fortsetzen...","Si è verificato un errore.
Forse è meglio che mi rimetta in viaggio.","Se ha producido un error.
Será mejor que siga mi camino.",Bir hata oluştu. En iyisi yoluma devam edeyim.
40,Voice_Come_00,Here at last!,Enfin !,Endlich angekommen!,Finalmente ci sono!,¡Al fin he llegado!,Sonunda geldim!
41,Voice_Come_01,I made it!,Youpi !,Geschafft!,Ce l'ho fatta!,¡Lo logré!,Başardım!
42,Voice_Come_02,"Finally, dry land!",La terre ferme ! Enfin !,Endlich! Trockener Boden unter den Füßen!,Terra! Finalmente!,¡Al fin! ¡Tierra firme!,Nihayet kara göründü!
43,Voice_Come_03,Here I come!,Hop là !,Hier bin ich!,Eccomi!,¡Aquí estoy yo!,İşte geliyorum!
44,Voice_Come_04,At last!,Ouf !,Endlich!,Finalmente!,¡Al fin!,Sonunda!
45,Voice_Leave_00,Bye bye!,À la prochaine !,Tschö!,Ciao ciao!,¡Adiós!,Hoşça kal!
46,Voice_Leave_01,I'm off!,En route !,Auf geht's!,Eccoci qua!,¡Me piro!,Ben kaçtım!
47,Voice_Leave_02,So long!,Au revoir !,Bis dann!,Alla prossima!,¡Hasta pronto!,Görüşürüz!
48,Voice_Leave_03,See you!,À inde ces jours !,Bis später!,Arrivederci!,¡Nos vemos!,Sonra görüşürüz!
49,Voice_Leave_04,Tatty bye!,Ciao !,Adios!,Ci vediamo!,¡Adiosito!,Bay bay!
