index,label,English,French,German,Italian,Spanish,Turkish
12,Congratulations_03,What a wonderful day!,Quel grand jour ! C'est formidable !,Was für ein fantastischer Tag!,Cento di questi giorni!,¡Es un día maravilloso!,Ne harika bir gün!
13,Congratulations_04,Haaaaaaaaaaappy birthday!,Joy-eux an-ni-ver-saire !,Glückwuuunsch!,Auguriiiiiiiiiiiiiiiiii!,¡Feliz cumpleeee!,Doğum günün kutlu olsuuuuun!
14,Congratulations_05,"It's your special day, {TAG_1}
lookalike!","Vous êtes l{TAG_1}héro{TAG_2} du jour,
sosie{TAG_3} !","Heute bist du unser Star,
Ebenbild von {TAG_1}!","È il tuo giorno, sosia{TAG_1}!","¡Hoy es tu día, doble{TAG_1}!","Bugün senin özel günün, {TAG_1} benzeri!"
15,Congratulations_06,Happy B Day!,Très bon anniversaire !,"Alles Liebe, alles Gute!",Auguri di buon compleanno!,¡Feliz cumple!,İyi ki doğdun!
16,Congratulations_07,You're looking good!,"Vous êtes vraiment radieu{TAG_1}, aujourd'hui !","Hey, du siehst echt gut aus heute! ",Sembri davvero felice!,¡Estás radiante!,Bugün çok iyi görünüyorsun!
17,Congratulations_08,Can we cut the cake?,"Peut-on couper le gâteau, maintenant ?","Können wir jetzt den
Kuchen anschneiden?",Possiamo tagliare la torta?,¿Podemos cortar ya el pastel?,Pastayı kesebilir miyiz?
18,Congratulations_09,We always love you being around!,Vous vous occupez si bien de nous ! Merci !,"Wir sind dir immer
unglaublich dankbar!",Ci piace stare in tua compagnia!,¡Nos encanta tenerte cerca!,Yanımızda olmanı her zaman çok seviyoruz!
19,Congratulations_10,Hope you have a great year!,"J'espère que cette année de plus vous
sera bénéfique !","Auf ein weiteres, tolles Lebensjahr!",Ti auguriamo un anno strepitoso!,¡Espero que tengas un año fantástico!,Umarım harika bir yıl geçirirsin!
20,Congratulations_11,What did you wish for?,"Souhaiteriez-vous quelque chose de
spécial, aujourd'hui ?",Und was wünschst du dir?,Hai espresso un desiderio?,¿Qué deseo has pedido?,Ne diledin?
21,Congratulations_12,This is the best day ever!,C'est le plus beau jour de l'année !,Das ist der allerschönste Tag im Jahr!,Che giornata fantastica!,¡Es el mejor día de la historia!,Bu gelmiş geçmiş en güzel gün!
22,Congratulations_13,"You look like a totally different person today, 
{TAG_1} lookalike.","Cette journée a fait de vous quelqu'un
de neuf, sosie{TAG_1} !","Du wirkst heute ganz anders als gestern,
Ebenbild von {TAG_1}!","Oggi sembri proprio un'altra persona,
sosia{TAG_1}.","Pareces otra persona diferente,
doble{TAG_1}.","Bugün bambaşka biri
gibi görünüyorsun, {TAG_1} benzeri."
23,Congratulations_14,You sure do age well!,Cette année de plus vous va comme un charme !,Du siehst von Jahr zu Jahr besser aus!,L'anno in più te lo porti proprio bene!,¡No se te notan para nada los años!,Yaş almak sana gerçekten yakışıyor!
24,Congratulations_15,Are you going to call anybody today?,"Allez-vous appeler quelqu'un pour partager
le bonheur de cette journée ?",Willst du vielleicht irgendwen anrufen?,Chiamerai qualcuno oggi?,¿Vas a llamar hoy a alguien?,Bugün birini arayacak mısın?
25,Congratulations_16,Here's to another year together!,"Allez, à notre santé à tous !",Auf ein weiteres gemeinsames Jahr!,Festeggiamo un altro anno insieme!,¡Esto hay que celebrarlo!,Birlikte geçireceğimiz bir yıla daha!
26,Congratulations_17,We all helped make the cake!,Nous avons préparé ce gâteau tous ensemble !,"Wir haben diesen Kuchen alle
zusammen für dich gebacken!",La torta l'abbiamo preparata con le nostre mani!,¡Hemos hecho el pastel entre todos!,Pastayı hep birlikte yaptık!
27,Congratulations_18,Let's have another party next year too!,Il faut vraiment qu'on remette ça l'an prochain !,"Nächstes Jahr sollten wir wieder
so eine tolle Feier machen!",E l'anno prossimo... un'altra festa!,"¡El próximo año también tenemos
que montar una fiesta!",Gelecek yıl da yine parti yapalım!
28,Congratulations_19,I'm so happy for you!,Je suis tellement content{TAG_1} pour vous !,"Ich find's echt schön,
hier mit dir zu feiern!",Sono così felice per te!,¡Me alegro un montón por ti!,Senin adına çok sevindim!
29,Congratulations_20,I always get emotional at times like this...,J'en ai les larmes aux yeux !,Ich könnte heulen vor Glück...,Mi commuovo sempre in momenti come questi...,"Siempre me emociono en momentos
como este...",Böyle anlarda hep duygulanıyorum...
30,Congratulations_21,I just love birthday parties!,J'adore les fêtes d'anniversaire !,Ich LIEBE Geburtstagsfeiern!,Adoro le feste di compleanno!,¡Me encantan las fiestas de cumpleaños!,Doğum günü partilerine bayılıyorum!
31,Congratulations_22,"Everyone on {TAG_1} Island is 
celebrating with you today.","Toute la population de l'île {TAG_1}
va vous faire la fête, aujourd'hui !","Alle hier auf {TAG_1} feiern heute
den „Ebenbild-von-{TAG_2}-Tag“.","L'intera Isola {TAG_1} sta
festeggiando con te oggi!","Todos los residentes de la isla {TAG_1}
se han reunido aquí para celebrar tu cumple.","Bugün {TAG_1} Adası'ndaki herkes
seninle birlikte kutluyor."
32,Congratulations_Age_23,"I'm sure it's been a joyful {TAG_1} {TAG_2} for you. 
Here's to even more happy years!","Déjà {TAG_1} heureuse{TAG_2} année{TAG_3} sur Terre ! Je vous
souhaite que les suivantes le soient encore plus !","Ich hoffe, es {TAG_1} {TAG_2} {TAG_3} voller Glück für dich.
Auf weitere glückliche Jahre in der Zukunft!","Evviva! {TAG_1} {TAG_2}! E i prossimi
saranno ancora meglio!","¡Hala, ya tienes {TAG_1}! Apuesto que han sido unos años
maravillosos. ¡Espero que los próximos sean mejores!","Umarım geçirdiğin {TAG_1} {TAG_2} mutluluk dolu olmuştur.
Daha nice mutlu yıllara!"
33,Congratulations_Age_24,{TAG_1} {TAG_2} old sounds so grown up!,"{TAG_1} an{TAG_2} ? Mais dites-moi, c'est que
vous êtes une grande personne !","Mit {TAG_1} ist man schon richtig erwachsen, oder?",{TAG_1} {TAG_2}! Ormai sei grande!,¡{TAG_1}! ¡Qué mayor!,{TAG_1}{TAG_2} yaşında olmak kulağa ne kadar da yetişkin geliyor!
34,Congratulations_Age_25,"Everything feels different when you are
{TAG_1} {TAG_2} old.","C'est une nouvelle vie qui s'ouvre à vous
quand on a {TAG_1} an{TAG_2}, pas vrai ?","Alles ist anders, wenn man
erst einmal {TAG_1} ist, oder?","Quando compi {TAG_1} {TAG_2} vedi le cose in
modo completamente diverso.","Todo parece diferente cuando cumples
{TAG_1}.",{TAG_1}{TAG_2} yaşına gelince her şey farklı geliyor.
35,Congratulations_Age_26,"Some things you can only do when you're
{TAG_1} {TAG_2} old. I wonder what...","Vous découvrirez qu'il y a des choses qu'on ne
peut faire que quand on a {TAG_1} an{TAG_2} : profitez-en !","Denk nur an all die Sachen, die man erst tun
kann, wenn man {TAG_1} {TAG_2} alt ist.{TAG_3}Welche fallen dir da zum Beispiel ein?","Ci sono cose che puoi fare solo dopo aver
compiuto {TAG_1} {TAG_2}. Mi chiedo quali siano...","Hay ciertas cosas que solo puedes hacer
cuando cumples {TAG_1}.","Bazı şeyleri ancak {TAG_1}{TAG_2} yaşına gelince
yapabiliyorsun. Acaba neler..."
36,Congratulations_Age_27,{TAG_1} is a great age!,"Avoir {TAG_1} an{TAG_2}, c'est merveilleux !",{TAG_1} ist ein fantastisches Alter!,{TAG_1} {TAG_2}! Che età fantastica!,¡{TAG_1} es una edad perfecta!,{TAG_1} harika bir yaş!
37,Congratulations_Age_28,"{TAG_1} {TAG_2} old, eh?
Congrats!","Ça y est, {TAG_1} an{TAG_2}, hein ? Félicitations !","So, {TAG_1} {TAG_2} alt, was? Glückwunsch!","Quanti anni sono? {TAG_1}, eh? Auguri!",¿Así que cumples {TAG_1}? ¡Felicidades!,Demek {TAG_1}{TAG_2} yaşındasın? Tebrikler!
38,Congratulations_Under12_00,Are you really {TAG_1}? You act so grown up!,"Vous avez seulement {TAG_1} an{TAG_2} ?!
Quelle maturité vous avez, pour votre âge !","Bist du wirklich erst {TAG_1}? Du
wirkst schon so erwachsen...",Quanti anni hai? {TAG_1}? Sembri più grande!,"¿De verdad tienes {TAG_1}? ¡Pues te comportas
igual que los adultos!","Gerçekten {TAG_1} yaşında mısın?
Çok olgun davranıyorsun!"
39,Congratulations_Under12_01,"Wait, you're {TAG_1}? ...I thought you were older!","{TAG_1} an{TAG_2}, seulement ?
Oh, je vous voyais plus âgé{TAG_3} !","Du bist wirklich erst {TAG_1}?
Ich hätte dich älter geschätzt.","Quanti anni compi? Solo {TAG_1}?
Te ne avrei dati molti di più!",¿{TAG_1}? Pensé que eras un poco más mayor...,"Bir dakika, {TAG_1} yaşında mısın? ...Seni
daha büyük sanmıştım!"
40,Congratulations_Under12_02,"It's great to be young, isn't it?!",Comme c'est formidable d'être jeune !,"Jung sein ist fantastisch, oder?","È bello essere giovani, non è vero?",¡Qué bueno es ser joven! ¿Verdad?,"Genç olmak harika, değil mi?!"
41,Congratulations_Over30_00,"Are you really {TAG_1} years old? You look a lot
younger!","Vous avez vraiment {TAG_1} an{TAG_2} ?!
Vous ne les faites pas !","Bist du wirklich schon {TAG_1}?
Du siehst viiiel jünger aus!",Hai davvero {TAG_1} anni? Sembri molto più giovane!,"¿De verdad tienes {TAG_1}? ¡Pues pareces
más joven!","Gerçekten {TAG_1} yaşında mısın?
Çok daha genç görünüyorsun!"
42,Congratulations_Over30_01,{TAG_1} years old? You don't look it at all!,Vous avez déjà {TAG_1} an{TAG_2} ? On ne le dirait pas !,{TAG_1} Jahre? Das sieht man dir echt nicht an!,{TAG_1} anni? Non l'avrei mai detto!,¿{TAG_1}? No aparentas tu edad en absoluto.,{TAG_1} yaşında mı? Hiç göstermiyorsun!
43,Congratulations_Over30_02,You're at a great age!,"Oh, quel âge merveilleux !",Du bist in einem fantastischen Alter!,Proprio una bella età!,¡Estás en la edad perfecta!,Harika bir yaştasın!
44,Congratulations_Sequence_00,Con...,Bon,Herz-,Tanti...,¡Fe...,İyi
45,Congratulations_Sequence_01,grat...,an-,lich-,auguri...,li...,ki
46,Congratulations_Sequence_02,u...,ni-,en,di...,ci...,doğ-
47,Congratulations_Sequence_03,la...,ver-,Glück-,buon...,da...,"dun,"
48,Congratulations_Sequence_04,tions!,saire !,wunsch!,compleanno!,des!,kutlu olsun!
49,ThankYou_00,Thanks!,Merci !,Danke schön!,Grazie!,¡Gracias!,Teşekkürler!
50,Blow_00,Woo hoo!,Pfouuu !,Hurra!,Urrà!,¡Vivaaaa!,Yaşasın!
