index,id,English,French,Japanese,German,Spanish,Italian,Turkish
69,290,"My gut says there's more [C:FF337215]Mystery Junk[C:] around the [C:FF1D337A]Lake[C:]. Obey my gut, children. Obey my gut and go get 'em!",Mon instinct me dit qu'il y a encore du [C:FF337215]bric-à-brac mystérieux[C:] près du [C:FF1D337A]lac[C:]. Suivez mon instinct et ramenez-moi tout ça.,"[!TR] Mi panza dice que hay más [C:FF337215]Basura Misteriosa[C:] alrededor del [C:FF1D337A]Lago[C:]. Obedeced a mi barriga, niños. ¡Obedeced a mi barriga e id a por ella!","Mein Bauch sagt mir, es gibt noch mehr [C:FF337215]Mystery-Kram[C:] am [C:FF1D337A]See[C:]. Hört auf meinen Bauch, Kinder, und schlagt zu!","Mi panza dice que hay más [C:FF337215]Basura Misteriosa[C:] alrededor del [C:FF1D337A]Lago[C:]. Obedeced a mi barriga, niños. ¡Obedeced a mi barriga e id a por ella!",L'istinto mi dice che c'è altra [C:FF337215]Robaccia Misteriosa[C:] intorno al [C:FF1D337A]lago[C:]. Obbedite al mio istinto! Andatela a prendere!,Göbeğim [C:FF1D337A]Göl[C:] çevresinde daha çok [C:FF337215]Gizemli Hurda[C:] olduğunu söylüyor. Göbeğimin sözünü dinleyin çocuklar. Dinleyin ve gidip toplayın!
70,306,"Hey, kids! Stop your scuttlebuttin' and meet me over here at the stone entrance!","Hé, les enfants ! Retrouvez-moi là-bas, à l'entrée rocheuse !","[!TR] ¡Eh, niños! ¡Reuníos conmigo aquí en la entrada de piedra!","Hey, Kinder! Trefft mich drüben beim Steintor!","¡Eh, niños! ¡Reuníos conmigo aquí en la entrada de piedra!",Ragazzi! Raggiungetemi all'ingresso di pietra!,"Hey, çocuklar! Laklağı kesin de taş girişte benimle buluşun!"
71,308,Not so fast! There MUST be more [C:FF337215]Mystery Junk[C:] around here! My knee is swelling again!,Pas si vite ! Il doit y avoir encore du [C:FF337215]bric-à-brac mystérieux[C:] par ici. Mon genou est à nouveau enflé !,"[!TR] ¡No tan rápido! TIENE que haber más [C:FF337215]Basura Misteriosa[C:] por aquí, ¡me duele la rodilla otra vez!",Nicht so schnell! Hier muss noch mehr [C:FF337215]Mystery-Kram[C:] sein! Mein geschwollenes Knie irrt sich nie!,"¡No tan rápido! TIENE que haber más [C:FF337215]Basura Misteriosa[C:] por aquí, ¡me duele la rodilla otra vez!",Aspettate! DEVE esserci altra [C:FF337215]Robaccia Misteriosa[C:] qui in giro! Il ginocchio mi si è gonfiato di nuovo!,O kadar hızlı değil! Buralarda daha fazla [C:FF337215]Gizemli Hurda[C:] OLMALI! Dizim yine şişiyor!
72,309,"These are some top-notch tchotchkes, kids! You two would make great pickpockets!","Ce sont des super bidules, les enfants ! Vous feriez d'excellents voleurs à la tire !","[!TR] ¡Esta es basura de primera, niños! ¡Seríais unos rateros geniales!","Das ist aber erstklassiger Krimskrams, Kinder! Ihr würdet tolle Taschendiebe abgeben!","¡Esta es basura de primera, niños! ¡Seríais unos rateros geniales!","Questa è chincaglieria di prima classe! Dovreste fare gli scippatori, ragazzi!","Bunlar birinci sınıf ıvır zıvır, çocuklar! Sizden harika yankesiciler olur!"
73,310,"That's the ticket! Great job, kids. I'll take this crud back to the Shack.",C'est le ticket ! Bravo ! Je ramène ces saletés à la Cabane.,"[!TR] ¡Así se hace! Buen trabajo, niños. Llevaré estas porquerías a la Cabaña.","So wird's gemacht! Saubere Arbeit, Kinder! Ich bringe den Kram zurück zur Shack.","¡Así se hace! Buen trabajo, niños. Llevaré estas porquerías a la Cabaña.",Quel che ci voleva! Ottimo lavoro. Riporterò questa roba al negozio.,İşte bu! Aferin çocuklar. Bu döküntüleri Kulübeye ben götürürüm.
74,315,"Yo, dudes! [C:FF982420]Mr. Pines[C:] told me to tell you to “get your lazy butts” to the [C:FF1D337A]Gift Shop[C:].","Hé, les amis ! [C:FF982420]M. Pines[C:] m'a demandé de vous dire de « ramener vos fesses de fainéants » à la [C:FF1D337A]boutique de souvenirs[C:].","[!TR] ¡Ey, tíos! El [C:FF982420]Sr. Pines[C:] me dijo que os dijese que ""mováis vuestros traseros"" a la [C:FF1D337A]Tienda de Souvenirs[C:].","Hey, Leute! [C:FF982420]Mr. Pines[C:] lässt ausrichten, ihr sollt ""euren faulen Hintern"" zum [C:FF1D337A]Geschenkeladen[C:] bewegen.","¡Ey, tíos! El [C:FF982420]Sr. Pines[C:] me dijo que os dijese que ""mováis vuestros traseros"" a la [C:FF1D337A]Tienda de Souvenirs[C:].","Ehi, ragazzi! [C:FF982420]Il signor Pines[C:] mi ha detto di dirvi di ""alzare le chiappe"" e andare al [C:FF1D337A]negozio di souvenir[C:].","Hey, kankalar! [C:FF982420]Bay Pines[C:] “tembel popolarınızı” [C:FF1D337A]Hediyelik Eşya Dükkânı'na[C:] getirmenizi söylememi istedi."
75,344,Stand,Immobile,[!TR] Stand,Stand,Stand,Stand,Bekle
76,347,You know where you're going right? There's no shame in checking your [C:FF337215]Journal[C:]!,"Vous savez où aller, n'est-ce pas ? Il n'y a pas honte à avoir de lire son [C:FF337215]journal[C:] !","[!TR] Sabéis adónde vais, ¿no? No hay nada de malo en mirar vuestro [C:FF337215]Diario[C:]!","Ihr wisst aber, wo ihr hinmüsst, oder? Ein Blick ins [C:FF337215]Tagebuch[C:] kann nicht schaden!","Sabéis adónde vais, ¿no? No hay nada de malo en mirar vuestro [C:FF337215]Diario[C:]!","Sapete dove state andando, sì? Non dovete vergognarvi a controllare il [C:FF337215]diario[C:]!","Nereye gideceğinizi biliyorsunuz, değil mi? [C:FF337215]Günlüğe[C:] bakmanın utanılacak yanı yok!"
77,350,"Hmm. This looks like another lair, but there's no sign of any Beast.","Hmm. On dirait encore un repaire, mais il n'y a aucune trace de Bête.","[!TR] Mmhh. Esto parece otra madriguera, pero no hay señales de la Bestia.","Hm, sieht nach einem weiteren Unterschlupf aus. Aber keine Hinweise auf die Bestie.","Mmhh. Esto parece otra madriguera, pero no hay señales de la Bestia.","Uhm. Sembra un altro covo, ma non c'è traccia della belva.",Hımm. Burası başka bir in gibi ama Yaratıktan eser yok.
78,358,"Woooh, we got the [C:FF337215]Water Gemulet[C:]!","Youhou, on a récupéré la [C:FF337215]Gemulette de l'eau[C:] !","[!TR] ¡Guau, hemos conseguido el [C:FF337215]Gemuleto de Agua[C:]!",Juhu! Wir haben das [C:FF337215]Wasser-Juwulett[C:]!,"¡Guau, hemos conseguido el [C:FF337215]Gemuleto de Agua[C:]!","Urrà, abbiamo il [C:FF337215]Gemuleto dell'Acqua[C:]!",Vuu! [C:FF337215]Su Gemuleti'ni[C:] aldık!
79,359,"[C:FF982420]Jeff[C:]'s gonna love this! First, the [C:FF1D337A]Gnome Forest[C:]! Then? Limitless gold and Family Fun Days!",[C:FF982420]Jeff[C:] va être fou de joie ! D'abord la [C:FF1D337A]Forêt des gnomes[C:] ! Et ensuite ? De l'or qui coule à flots et des semaines entières d'amusement en famille !,[!TR] ¡A [C:FF982420]Jeff[C:] le va a encantar! ¡Primero el [C:FF1D337A]Bosque de los Gnomos[C:]! ¿Luego? ¡Oro ilimitado y Días de Diversión Familiar!,[C:FF982420]Jeff[C:] wird begeistert sein! Erst der [C:FF1D337A]Zwergenwald[C:]! Dann? Haufenweise Gold und grenzenloser Spaß für die ganze Familie!,¡A [C:FF982420]Jeff[C:] le va a encantar! ¡Primero el [C:FF1D337A]Bosque de los Gnomos[C:]! ¿Luego? ¡Oro ilimitado y Días de Diversión Familiar!,[C:FF982420]Jeff[C:] sarà entusiasta! Prima la [C:FF1D337A]Foresta degli Gnomi[C:] e poi? Oro a volontà e Giorni della Famiglia!,[C:FF982420]Jeff[C:] buna bayılacak! Önce [C:FF1D337A]Cüce Ormanı[C:]! Sonra? Sınırsız altın ve Aile Eğlencesi Günleri!
80,364,"BEHOLD the Oddities of Gravity Falls Lake! Pretty snazzy, eh?","REGARDEZ les bizarreries du lac de Gravity Falls ! Chouette, non ?","[!TR] ¡MIRAD las Rarezas del Lago de Gravity Falls! Bastante vistosas, ¿eh?","SEHT die Kuriositäten vom ""Gravity Falls""-See! Todschick, was?","¡MIRAD las Rarezas del Lago de Gravity Falls! Bastante vistosas, ¿eh?","AMMIRATE le Bizzarrie del lago di Gravity Falls! Mica male, eh?","Esrarengiz Kasaba Gölü'nün Tuhaflıklarına BAKIN! Şık, değil mi?"
81,366,"42 hours and I still haven't moved. I have become one with the floor, dudes!","42 heures que je suis ici sans bouger. Je me transforme en carrelage, les amis !","[!TR] 42 horas y aún no me he movido. ¡Me he fusionado con el suelo, tíos!","42 Stunden, und ich habe mich noch immer nicht bewegt. Ich bin am Boden festgewachsen, Leute!","42 horas y aún no me he movido. ¡Me he fusionado con el suelo, tíos!",42 ore e sono ancora qui impalato. Ormai sono tutt'uno col pavimento...,"42 saattir kıpırdamadım. Zeminin bir parçası oldum, kankalar!"
82,367,I'm cool with that.,Ça me va.,[!TR] ¡Guay!,Das wäre echt cool.,¡Guay!,Mi sta bene.,Bana uyar.
83,368,"Soos, you're a genius! The first tree I topple I'm gonna name after you!","Mousse, tu es un génie ! Je nommerai le premier arbre que je ferai tomber après toi !","[!TR] ¡Soos, eres un genio! ¡Al primer árbol que tire le pondré tu nombre!","Soos, du bist ein Genie! Den ersten Baum, den ich niedermähe, nenne ich nach dir!","¡Soos, eres un genio! ¡Al primer árbol que tire le pondré tu nombre!","Soos, sei un genio! Darò il tuo nome al primo albero che abbatterò!","Soos, sen bir dahisin! Devirdiğim ilk ağaca senin adını vereceğim!"
84,370,"Can't talk now, dudes. I'm trying to write a fanfic about my own life.","Je ne peux pas parler, les amis. Je suis en pleine écriture d'un récit sur ma vie.","[!TR] No puedo hablar ahora, chicos. Estoy intentando escribir una historia sobre mi propia vida.","Keine Zeit, Leute. Ich schreibe Fanfiction über mein eigenes Leben.","No puedo hablar ahora, chicos. Estoy intentando escribir una historia sobre mi propia vida.","Non posso parlare, amici. Sto scrivendo una fanfiction sulla mia vita.",Şimdi konuşamam kankalar. Kendi hayatımın hayran hikâyesini yazıyorum.
85,371,"Ah, I can almost smell that Gnome Gold, kids! Where to next?","Ah, j'arrive presque à sentir cet or gnome, les enfants ! Bon, et maintenant ?","[!TR] ¡Ah, casi puedo oler el Oro Gnomo, chicos! ¿A dónde vamos ahora?","Ich kann das Zwergengold fast schon riechen, Kinder! Wohin jetzt?","¡Ah, casi puedo oler el Oro Gnomo, chicos! ¿A dónde vamos ahora?","Ah, sento quasi l'odore di quell'Oro degli Gnomi! E ora dove andrete?","Ah, Cüce Altınının kokusunu şimdiden alıyorum çocuklar! Sırada neresi var?"
86,372,Stop lollygagging and go explore that decrepit forest!,Arrêtez de glandouiller et allez explorer cette vieille forêt !,[!TR] ¡Dejad de hacer el vago e id a explorar ese decrépito bosque!,Hängt hier nicht rum. Durchsucht diesen schäbigen Wald!,¡Dejad de hacer el vago e id a explorar ese decrépito bosque!,Smettetela di ciondolare e andate a esplorare quella foresta!,Aylaklığı bırakın da şu köhne ormanı keşfedin!
87,379,"Not so fast! There MUST be more [C:FF337215]Mystery Junk[C:] around here, I can feel it!","Pas si vite ! Il DOIT y avoir d'autres [C:FF337215]bric-à-brac mystérieux[C:] dans le coin, je le sens !","[!TR] ¡No tan rápido! TIENE que haber más [C:FF337215]Basura Misteriosa[C:] por aquí, ¡puedo sentirlo!",Nicht so schnell! Hier MUSS noch mehr [C:FF337215]Mystery-Kram[C:] sein! Ich spüre es genau!,"¡No tan rápido! TIENE que haber más [C:FF337215]Basura Misteriosa[C:] por aquí, ¡puedo sentirlo!",Aspettate! DEVE esserci altra [C:FF337215]Robaccia Misteriosa[C:] qui in giro! Lo sento!,"O kadar hızlı değil! Buralarda daha çok [C:FF337215]Gizemli Hurda[C:] OLMALI, hissediyorum!"
88,380,"Well done! You two remind me of myself when I was young. Those carefree, grave-robbing days…",Bien joué ! Vous me rappelez moi quand j'étais jeune. Quand je pillais des tombes dans l'insouciance...,[!TR] ¡Bien hecho! Me recordáis a mí cuando era joven. Esos días despreocupados saqueando tumbas...,"Gut gemacht! Ihr erinnert mich an mich selbst, als ich jung war. Die guten alten Grabräuberzeiten ...",¡Bien hecho! Me recordáis a mí cuando era joven. Esos días despreocupados saqueando tumbas...,"Ben fatto! Voi due siete proprio come me da giovane. Ah, quei giorni felici a profanare le tombe...",Aferin! Bana gençliğimi hatırlatıyorsunuz. O tasasız mezar soyma günleri…
89,381,That's more like it!,Voilà qui est mieux !,[!TR] ¡Eso parece!,Das ist schon besser!,¡Eso parece!,Ora sì che si ragiona!,İşte şimdi oldu!
90,384,No sign of the Beast yet. How about we stage a little surprise attack of our own?,Aucun signe de la bête pour l'instant. Et si on lui préparait une petite attaque-surprise ?,[!TR] Aún no hay señales de la bestia. ¿Y si montamos un pequeño ataque sorpresa?,Immer noch kein Zeichen von der Bestie. Warum starten wir nicht einen eigenen Überraschungsangriff?,Aún no hay señales de la bestia. ¿Y si montamos un pequeño ataque sorpresa?,Ancora nessun segno della belva. Perché non organizziamo noi un bell'attacco a sorpresa?,Yaratıktan hâlâ iz yok. Biz ona küçük bir sürpriz saldırı hazırlasak nasıl olur?
91,385,LOOK OVER THERE!,"ATTENTION, LÀ !",[!TR] ¡MIRA ALLÍ!,SIEH MAL DA!,¡MIRA ALLÍ!,GUARDA LÀ!,ŞURAYA BAK!
92,386,We got the [C:FF337215]Earth Gemulet[C:]!,On a récupéré la [C:FF337215]Gemulette de la terre[C:] !,[!TR] ¡Tenemos el [C:FF337215]Gemuleto de Tierra[C:]!,Wir haben das [C:FF337215]Erd-Juwulett[C:]!,¡Tenemos el [C:FF337215]Gemuleto de Tierra[C:]!,Abbiamo il [C:FF337215]Gemuleto della Terra[C:]!,[C:FF337215]Toprak Gemuleti'ni[C:] aldık!
93,388,"BOO! Over here, knuckleheads!","Hé, les enfants ! Retrouvez-moi là-bas, à l'entrée rocheuse !","[!TR] ¡Eh, niños! ¡Reuníos conmigo aquí en la entrada de piedra!","Hey, Kinder! Trefft mich drüben beim Steintor!","¡Eh, niños! ¡Reuníos conmigo aquí en la entrada de piedra!",Ragazzi! Raggiungetemi all'ingresso di pietra!,"BÖÖ! Buradayım, sersemler!"
94,390,What are you knuckleheads doing down here? There's a rich gnome out there who wants your [C:FF337215]Gemulet[C:]!,"Qu'est-ce que vous faites là, les andouilles ? Un gnome riche attend de récupérer vos [C:FF337215]Gemulettes[C:] !","[!TR] ¿Qué estáis haciendo aquí, cabezas del chorlito? ¡Hay uno gnomo rico ahí fuera que quiere vuestros [C:FF337215]Gemuletos[C:]!","Was macht ihr denn hier unten? Draußen wartet ein reicher Zwerg auf euch, der eure [C:FF337215]Juwulette[C:] will!","¿Qué estáis haciendo aquí, cabezas del chorlito? ¡Hay uno gnomo rico ahí fuera que quiere vuestros [C:FF337215]Gemuletos[C:]!","Che ci fate qui, zucconi? C'è un ricco gnomo che vuole i vostri [C:FF337215]gemuleti[C:]!",Siz sersemler burada ne yapıyorsunuz? Dışarıda [C:FF337215]Gemuletlerinizi[C:] bekleyen zengin bir cüce var!
95,392,"Kids, we stand before the dawn of a new era in Mystery Shack history.","Les enfants, nous sommes au début d'une nouvelle ère dans l'histoire de la Cabane aux mystères.","[!TR] Niños, estamos a punto de adentrarnos en una nueva era de la historia de la Cabaña del Misterio.","Kinder, eine neue Ära in der ""Mystery Shack""-Geschichte steht uns bevor.","Niños, estamos a punto de adentrarnos en una nueva era de la historia de la Cabaña del Misterio.","Ragazzi, si apre il baratro di una nuova era per il Regno del Mistero.","Çocuklar, Gizemli Kulübe tarihinin yepyeni bir çağının eşiğindeyiz."
96,393,"Get to the [C:FF1D337A]Caverns[C:], kids! As I always say, ""Gnome Gold today keeps the loan sharks away!""","Allez dans les [C:FF1D337A]Grottes[C:], les enfants ! Comme je le dis toujours, ""L'or gnome n'est pas fait pour les nains ! ""","[!TR] Id a las [C:FF1D337A]Cavernas[C:], niños! Como siempre digo: ""¡Oro Gnomo cada día, de los usureros me libraría!""","Zu den [C:FF1D337A]Höhlen[C:], Kinder! Zwergengold am Morgen vertreibt Kummer und Sorgen!","Id a las [C:FF1D337A]Cavernas[C:], niños! Como siempre digo: ""¡Oro Gnomo cada día, de los usureros me libraría!""","Forza, ragazzi, alle [C:FF1D337A]Caverne[C:]! Come dico sempre: ""Un Oro degli Gnomi al giorno leva gli strozzini di torno!"".","[C:FF1D337A]Mağaralara[C:] gidin çocuklar! Hep dediğim gibi: “Her gün bir Cüce Altını, tefeciyi uzak tutar!”"
97,400,Not so fast! There MUST be more mystery objects around here! Have you tried diving in lava to check?,"Pas si vite ! Il DOIT y avoir d'autres objets mystérieux dans le coin ! Vous avez regardé dans la lave, bien sûr ?",[!TR] ¡No tan rápido! ¡TIENE que haber más objetos misteriosos por aquí! ¿Habéis probado a sumergiros en la lava para comprobarlo?,Nicht so schnell! Hier MÜSSEN noch mehr magische Objekte sein! Habt ihr schon in der Lava nachgesehen?,¡No tan rápido! ¡TIENE que haber más objetos misteriosos por aquí! ¿Habéis probado a sumergiros en la lava para comprobarlo?,Aspettate! DEVONO esserci altri oggetti misteriosi qui in giro! Avete provato a guardare nelle pozze di lava?,O kadar hızlı değil! Buralarda daha çok gizemli eşya OLMALI! Lavın içine dalıp baktınız mı?
98,401,"This is some primo crud, kids! I'm taking it back to the Shack.","C'est un truc d'enfer, les enfants ! Je le rapporte à la Cabane.","[!TR] ¡Esto no es más que basura, niños! Me lo llevo a la Cabaña.","Das ist ja herrlicher Schrott, Kinder! Ich bringe ihn zurück zur Shack.","¡Esto no es más que basura, niños! Me lo llevo a la Cabaña.",Questa è roba di prima scelta! Vado a portarla al negozio.,"Bunlar birinci sınıf döküntü, çocuklar! Kulübeye götürüyorum."
99,402,"That's more like it! Great job, kids. I'll take these back to the Shack.","Voilà qui est mieux ! Bravo, les enfants. Je vais rapporter ça à la Cabane.","[!TR] ¡Así se hace! Buen trabajo, niños. Me llevaré esto de vuelta a la Cabaña.","Schon besser! Saubere Arbeit, Kinder! Ich bringe sie zurück zur Shack.","¡Así se hace! Buen trabajo, niños. Me llevaré esto de vuelta a la Cabaña.",Ora sì che si ragiona! Ottimo lavoro. Riporterò questa roba al negozio.,İşte şimdi oldu! Aferin çocuklar. Bunları Kulübeye ben götürürüm.
100,407,"Right on, Mabel, we did it! We got the [C:FF337215]Fire Gemulet[C:]!","Super, Mabel, on a réussi ! On a trouvé la [C:FF337215]Gemulette du feu[C:] !","[!TR] ¡Muy bien, Mabel! ¡Lo conseguidos! ¡Tenemos el [C:FF337215]Gemuleto de Fuego[C:]!","Geschafft, Mabel! Wir haben das [C:FF337215]Feuer-Juwulett[C:]!","¡Muy bien, Mabel! ¡Lo conseguidos! ¡Tenemos el [C:FF337215]Gemuleto de Fuego[C:]!","Fantastico, Mabel, ce l'abbiamo fatta! Abbiamo il [C:FF337215]Gemuleto del Fuoco[C:]!","İşte bu Mabel, başardık! [C:FF337215]Ateş Gemuleti'ni[C:] aldık!"
101,409,"C'mon over here, kids -- Grunkle's here to collect! I'd come to you, but ... yeah. That's not happening.","Hé, les enfants ! Retrouvez-moi là-bas, à l'entrée rocheuse !","[!TR] ¡Eh, niños! ¡Reuníos conmigo aquí en la entrada de piedra!","Hey, Kinder! Trefft mich drüben beim Steintor!","¡Eh, niños! ¡Reuníos conmigo aquí en la entrada de piedra!",Ragazzi! Raggiungetemi all'ingresso di pietra!,"Buraya gelin çocuklar; Stan Amcanız tahsilata geldi! Ben size gelirdim ama... yok, o iş olmaz."
102,411,Seriously?! That Gemulet is our ticket to a fortune! Get it over to [C:FF982420]Jeff[C:]!,Franchement ? Cette Gemulette va nous rendre richissimes ! Rapportez-la à [C:FF982420]Jeff[C:] !,[!TR] ¿De verdad? ¡Ese Gemuleto es nuestro pasaporte a una fortuna! ¡Llevádselo a [C:FF982420]Jeff[C:]!,Wirklich?! Das Juwulett bringt uns ein Vermögen ein! Bringt es zu [C:FF982420]Jeff[C:]!,¿De verdad? ¡Ese Gemuleto es nuestro pasaporte a una fortuna! ¡Llevádselo a [C:FF982420]Jeff[C:]!,Davvero? Quel gemuleto è il nostro passaporto per la ricchezza! Portatelo a [C:FF982420]Jeff[C:]!,Ciddi misiniz?! O Gemulet servete açılan biletimiz! Hemen [C:FF982420]Jeff'e[C:] götürün!
