index,codepoint,char,page,x,y,width,height,byte10,byte11,byte12,tail_hex
81,118,v,0,946,211,7,9,0,6,6,000000
82,119,w,0,689,471,7,9,0,6,6,000000
83,120,x,0,603,555,7,9,0,6,6,000000
84,121,y,0,988,170,7,10,0,6,6,000000
85,122,z,0,519,639,7,9,0,6,6,000000
86,123,{,0,303,853,6,12,0,8,6,000000
87,124,|,0,799,361,3,13,2,9,6,000000
88,125,},0,792,364,6,12,1,8,6,000000
89,126,~,0,650,513,7,4,0,8,6,000000
90,128,,0,492,674,4,4,1,5,6,000000
91,129,,0,442,724,4,4,1,5,6,000000
92,130,,0,385,781,4,4,1,5,6,000000
93,131,,0,611,555,4,4,1,5,6,000000
94,132,,0,175,991,4,4,1,5,6,000000
95,133,,0,212,954,4,4,1,5,6,000000
96,134,,0,933,231,4,4,1,5,6,000000
97,135,,0,904,263,4,4,1,5,6,000000
98,136,,0,615,550,4,4,1,5,6,000000
99,137,,0,334,833,4,4,1,5,6,000000
100,138,,0,266,901,4,4,1,5,6,000000
101,139,,0,301,866,4,4,1,5,6,000000
102,140,,0,945,221,4,4,1,5,6,000000
103,141,,0,374,793,4,4,1,5,6,000000
104,142,,0,733,434,4,4,1,5,6,000000
105,143,,0,483,684,4,4,1,5,6,000000
106,144,,0,512,655,4,4,1,5,6,000000
107,145,,0,682,486,4,4,1,5,6,000000
108,146,,0,250,918,4,4,1,5,6,000000
109,147,,0,195,972,4,4,1,5,6,000000
110,148,,0,180,988,4,4,1,5,6,000000
111,149,,0,747,421,4,4,1,5,6,000000
112,150,,0,434,734,4,4,1,5,6,000000
113,151,,0,465,703,4,4,1,5,6,000000
114,152,,0,996,172,4,4,1,5,6,000000
115,153,,0,1016,152,4,4,1,5,6,000000
116,154,,0,925,243,4,4,1,5,6,000000
117,155,,0,565,603,4,4,1,5,6,000000
118,156,,0,204,964,4,4,1,5,6,000000
119,157,,0,781,387,4,4,1,5,6,000000
120,158,,0,791,377,4,4,1,5,6,000000
121,159,,0,546,622,4,4,1,5,6,000000
122,160, ,0,314,854,4,4,1,5,6,000000
123,161,¡,0,807,359,4,4,1,5,6,000000
124,162,¢,0,363,805,4,4,1,5,6,000000
125,163,£,0,650,518,4,4,1,5,6,000000
126,164,¤,0,580,588,4,4,1,5,6,000000
127,165,¥,0,874,294,4,4,1,5,6,000000
128,166,¦,0,661,507,4,4,1,5,6,000000
129,167,§,0,918,238,6,13,3,9,12,000000
130,168,¨,0,233,932,8,4,2,9,12,000000
131,169,©,0,726,443,4,4,1,5,6,000000
132,170,ª,0,593,576,4,4,1,5,6,000000
133,171,«,0,986,181,4,4,1,5,6,000000
134,172,¬,0,880,289,4,4,1,5,6,000000
135,173,­,0,833,334,4,4,1,5,6,000000
136,174,®,0,844,325,4,4,1,5,6,000000
137,175,¯,0,717,452,4,4,1,5,6,000000
138,176,°,0,627,538,5,5,0,9,12,000000
139,177,±,0,222,895,11,11,1,8,12,000000
140,178,²,0,258,911,4,4,1,5,6,000000
141,179,³,0,293,876,4,4,1,5,6,000000
142,180,´,0,167,1001,4,4,4,9,12,000000
143,181,µ,0,398,771,4,4,1,5,6,000000
144,182,¶,0,448,670,9,13,1,9,12,000000
145,183,·,0,227,942,4,4,1,5,6,000000
146,184,¸,0,981,188,4,4,1,5,6,000000
147,185,¹,0,933,236,4,4,1,5,6,000000
148,186,º,0,938,231,4,4,1,5,6,000000
149,187,»,0,419,751,4,4,1,5,6,000000
150,188,¼,0,558,612,4,4,1,5,6,000000
151,189,½,0,504,665,4,4,1,5,6,000000
152,190,¾,0,867,303,4,4,1,5,6,000000
153,191,¿,0,770,399,4,4,1,5,6,000000
154,192,À,0,689,481,4,4,1,5,6,000000
155,193,Á,0,460,709,4,4,1,5,6,000000
156,194,Â,0,705,465,4,4,1,5,6,000000
157,195,Ã,0,755,414,4,4,1,5,6,000000
158,196,Ä,0,825,345,4,4,1,5,6,000000
159,197,Å,0,233,937,4,4,1,5,6,000000
160,198,Æ,0,954,216,4,4,1,5,6,000000
161,199,Ç,0,894,276,4,4,1,5,6,000000
162,200,È,0,697,473,4,4,1,5,6,000000
163,201,É,0,620,550,4,4,1,5,6,000000
164,202,Ê,0,671,497,4,4,1,5,6,000000
165,203,Ë,0,426,745,4,4,1,5,6,000000
166,204,Ì,0,851,317,4,4,1,5,6,000000
167,205,Í,0,452,719,4,4,1,5,6,000000
168,206,Î,0,342,825,4,4,1,5,6,000000
169,207,Ï,0,713,457,4,4,1,5,6,000000
170,208,Ð,0,187,984,4,4,1,5,6,000000
171,209,Ñ,0,152,1018,4,4,1,5,6,000000
172,210,Ò,0,637,531,4,4,1,5,6,000000
173,211,Ó,0,658,512,4,4,1,5,6,000000
174,212,Ô,0,626,544,4,4,1,5,6,000000
175,213,Õ,0,633,538,4,4,1,5,6,000000
176,214,Ö,0,816,355,4,4,1,5,6,000000
177,215,×,0,249,868,11,11,1,8,12,000000
178,216,Ø,0,913,258,4,4,1,5,6,000000
179,217,Ù,0,919,252,4,4,1,5,6,000000
180,218,Ú,0,245,926,4,4,1,5,6,000000
181,219,Û,0,974,195,4,4,1,5,6,000000
182,220,Ü,0,350,821,4,4,1,5,6,000000
183,221,Ý,0,601,570,4,4,1,5,6,000000
184,222,Þ,0,606,565,4,4,1,5,6,000000
185,223,ß,0,497,674,4,4,1,5,6,000000
186,224,à,0,442,729,4,4,1,5,6,000000
187,225,á,0,447,724,4,4,1,5,6,000000
188,226,â,0,385,786,4,4,1,5,6,000000
189,227,ã,0,611,560,4,4,1,5,6,000000
190,228,ä,0,616,555,4,4,1,5,6,000000
191,229,å,0,175,996,4,4,1,5,6,000000
192,230,æ,0,217,954,4,4,1,5,6,000000
193,231,ç,0,945,226,4,4,1,5,6,000000
194,232,è,0,950,221,4,4,1,5,6,000000
195,233,é,0,807,364,4,4,1,5,6,000000
196,234,ê,0,527,641,4,4,1,5,6,000000
197,235,ë,0,280,888,4,4,1,5,6,000000
198,236,ì,0,195,977,4,4,1,5,6,000000
199,237,í,0,886,286,4,4,1,5,6,000000
200,238,î,0,647,525,4,4,1,5,6,000000
201,239,ï,0,961,211,4,4,1,5,6,000000
202,240,ð,0,537,635,4,4,1,5,6,000000
203,241,ñ,0,904,268,4,4,1,5,6,000000
204,242,ò,0,909,263,4,4,1,5,6,000000
205,243,ó,0,334,838,4,4,1,5,6,000000
206,244,ô,0,339,833,4,4,1,5,6,000000
207,245,õ,0,266,906,4,4,1,5,6,000000
208,246,ö,0,271,900,4,4,1,5,6,000000
209,247,÷,0,593,544,11,9,1,7,12,000000
210,248,ø,0,301,871,4,4,1,5,6,000000
211,249,ù,0,374,798,4,4,1,5,6,000000
212,250,ú,0,379,791,4,4,1,5,6,000000
213,251,û,0,733,439,4,4,1,5,6,000000
214,252,ü,0,738,434,4,4,1,5,6,000000
215,253,ý,0,483,689,4,4,1,5,6,000000
216,254,þ,0,488,684,4,4,1,5,6,000000
217,255,ÿ,0,512,660,4,4,1,5,6,000000
218,913,Α,0,237,868,11,12,1,9,12,000000
219,914,Β,0,275,853,9,12,2,9,12,000000
220,915,Γ,0,623,515,8,12,2,9,12,000000
221,916,Δ,0,251,854,11,12,1,9,12,000000
222,917,Ε,0,289,839,9,12,2,9,12,000000
223,918,Ζ,0,303,826,9,12,2,9,12,000000
224,919,Η,0,331,797,9,12,2,9,12,000000
225,920,Θ,0,697,420,10,12,1,9,12,000000
226,921,Ι,0,542,622,3,12,5,9,12,000000
227,922,Κ,0,374,754,9,12,2,9,12,000000
228,923,Λ,0,265,840,11,12,1,9,12,000000
229,924,Μ,0,279,826,11,12,1,9,12,000000
230,925,Ν,0,711,406,10,12,1,9,12,000000
231,926,Ξ,0,416,712,9,12,2,9,12,000000
232,927,Ο,0,725,391,10,12,1,9,12,000000
233,928,Π,0,430,698,9,12,2,9,12,000000
234,929,Ρ,0,444,684,9,12,2,9,12,000000
235,931,Σ,0,501,628,9,12,2,9,12,000000
236,932,Τ,0,513,615,9,12,2,9,12,000000
237,933,Υ,0,307,798,11,12,1,9,12,000000
238,934,Φ,0,321,784,11,12,1,9,12,000000
239,935,Χ,0,571,558,9,12,2,9,12,000000
240,936,Ψ,0,583,545,9,12,2,9,12,000000
241,937,Ω,0,753,363,10,12,1,9,12,000000
242,945,α,0,426,711,10,10,1,7,12,000000
243,946,β,0,299,839,8,13,2,9,12,000000
244,947,γ,0,848,279,10,11,1,7,12,000000
245,948,δ,0,597,530,9,12,2,9,12,000000
246,949,ε,0,143,1013,8,10,2,7,12,000000
247,950,ζ,0,490,629,9,13,2,9,12,000000
248,951,η,0,677,460,9,11,2,7,12,000000
249,952,θ,0,613,516,9,12,2,9,12,000000
250,953,ι,0,413,750,5,10,4,7,12,000000
251,954,κ,0,213,943,8,10,2,7,12,000000
252,955,λ,0,627,502,9,12,2,9,12,000000
253,956,μ,0,691,446,9,11,2,7,12,000000
254,957,ν,0,440,697,10,10,1,7,12,000000
255,958,ξ,0,966,153,9,13,2,9,12,000000
256,959,ο,0,801,336,9,10,2,7,12,000000
257,960,π,0,835,302,10,9,1,6,12,000000
258,961,ρ,0,359,780,9,11,2,7,12,000000
259,963,σ,0,454,684,10,10,1,7,12,000000
260,964,τ,0,849,291,9,10,2,7,12,000000
261,965,υ,0,177,965,9,10,2,7,12,000000
262,966,φ,0,263,854,11,11,1,7,12,000000
263,967,χ,0,413,725,9,11,2,7,12,000000
264,968,ψ,0,853,252,10,13,1,9,12,000000
265,969,ω,0,347,781,11,10,1,7,12,000000
266,1025,Ё,0,655,474,9,12,2,9,12,000000
267,1040,А,0,335,770,11,12,1,9,12,000000
268,1041,Б,0,667,461,9,12,2,9,12,000000
269,1042,В,0,681,447,9,12,2,9,12,000000
270,1043,Г,0,637,502,8,12,2,9,12,000000
271,1044,Д,0,867,238,10,13,1,9,12,000000
272,1045,Е,0,695,433,9,12,2,9,12,000000
273,1046,Ж,0,0,1011,13,12,0,9,12,000000
274,1047,З,0,527,602,9,12,2,9,12,000000
275,1048,И,0,767,349,10,12,1,9,12,000000
276,1049,Й,0,781,335,10,12,1,9,12,000000
277,1050,К,0,177,952,9,12,2,9,12,000000
278,1051,Л,0,916,211,9,12,2,9,12,000000
279,1052,М,0,350,755,11,12,1,9,12,000000
280,1053,Н,0,862,267,9,12,2,9,12,000000
281,1054,О,0,795,321,10,12,1,9,12,000000
282,1055,П,0,874,253,9,12,2,9,12,000000
283,1056,Р,0,888,239,9,12,2,9,12,000000
284,1057,С,0,809,307,10,12,1,9,12,000000
285,1058,Т,0,902,225,9,12,2,9,12,000000
286,1059,У,0,458,671,9,12,2,9,12,000000
287,1060,Ф,0,377,728,11,12,1,9,12,000000
288,1061,Х,0,641,489,9,12,2,9,12,000000
289,1062,Ц,0,881,224,10,13,1,9,12,000000
290,1063,Ч,0,138,989,9,12,2,9,12,000000
291,1064,Ш,0,392,713,11,12,1,9,12,000000
292,1065,Щ,0,952,126,12,13,0,9,12,000000
293,1066,Ъ,0,406,699,11,12,1,9,12,000000
294,1067,Ы,0,420,685,11,12,1,9,12,000000
295,1068,Ь,0,167,965,9,12,2,9,12,000000
296,1069,Э,0,823,293,10,12,1,9,12,000000
297,1070,Ю,0,714,378,12,12,0,9,12,000000
298,1071,Я,0,208,919,9,12,2,9,12,000000
299,1072,а,0,859,280,9,10,2,7,12,000000
300,1073,б,0,958,167,9,12,2,9,12,000000
301,1074,в,0,162,978,9,10,2,7,12,000000
302,1075,г,0,936,220,8,10,2,7,12,000000
303,1076,д,0,359,768,10,11,1,7,12,000000
304,1077,е,0,950,192,9,10,2,7,12,000000
305,1078,ж,0,389,739,11,10,1,7,12,000000
306,1079,з,0,1001,144,9,10,2,7,12,000000
307,1080,и,0,978,164,9,10,2,7,12,000000
308,1081,й,0,484,655,9,11,2,8,12,000000
309,1082,к,0,904,252,8,10,2,7,12,000000
310,1083,л,0,825,316,9,10,2,7,12,000000
311,1084,м,0,401,726,11,10,1,7,12,000000
312,1085,н,0,746,400,9,10,2,7,12,000000
313,1086,о,0,617,529,9,10,2,7,12,000000
314,1087,п,0,350,792,9,10,2,7,12,000000
315,1088,р,0,328,810,9,11,2,7,12,000000
316,1089,с,0,796,350,9,10,2,7,12,000000
317,1090,т,0,143,1002,9,10,2,7,12,000000
318,1091,у,0,552,586,9,11,2,7,12,000000
319,1092,ф,0,15,15,13,13,0,9,12,000000
320,1093,х,0,213,932,9,10,2,7,12,000000
321,1094,ц,0,473,655,10,11,1,7,12,000000
322,1095,ч,0,936,209,9,10,2,7,12,000000
323,1096,ш,0,485,643,11,10,1,7,12,000000
324,1097,щ,0,447,658,12,11,0,7,12,000000
325,1098,ъ,0,708,419,11,10,1,7,12,000000
326,1099,ы,0,523,615,10,10,1,7,12,000000
327,1100,ь,0,894,252,9,10,2,7,12,000000
328,1101,э,0,908,238,9,10,2,7,12,000000
329,1102,ю,0,722,405,11,10,1,7,12,000000
330,1103,я,0,922,224,9,10,2,7,12,000000
331,1105,ё,0,940,195,9,12,2,9,12,000000
332,8208,‐,0,697,469,7,3,3,4,12,000000
333,8213,―,0,97,1020,13,3,0,4,12,000000
334,8216,‘,0,537,628,4,6,9,9,12,000000
335,8217,’,0,963,203,4,6,0,9,12,000000
336,8220,“,0,705,458,7,6,6,9,12,000000
337,8221,”,0,187,977,7,6,0,9,12,000000
338,8224,†,0,930,195,9,13,2,9,12,000000
339,8225,‡,0,977,150,9,13,2,9,12,000000
340,8229,‥,0,825,340,9,4,2,5,12,000000
341,8230,…,0,996,167,12,4,0,5,12,000000
342,8240,‰,0,966,112,13,12,0,9,12,000000
343,8242,′,0,816,349,5,5,0,9,12,000000
344,8243,″,0,756,408,8,5,0,9,12,000000
345,8251,※,0,277,840,11,11,1,8,12,000000
346,8451,℃,0,30,0,13,13,0,9,12,000000
347,8491,Å,0,461,644,11,12,1,9,12,000000
348,8592,←,0,872,267,13,7,0,6,12,000000
349,8593,↑,0,468,671,7,13,3,9,12,000000
350,8594,→,0,497,643,13,7,0,6,12,000000
351,8595,↓,0,569,571,7,13,3,9,12,000000
352,8658,⇒,0,991,134,13,9,0,7,12,000000
353,8660,⇔,0,1007,119,13,9,0,7,12,000000
354,8704,∀,0,489,616,11,12,1,9,12,000000
355,8706,∂,0,665,474,8,12,2,9,12,000000
356,8707,∃,0,503,602,12,11,0,8,12,000000
357,8711,∇,0,531,574,11,12,1,9,12,000000
358,8712,∈,0,291,826,11,11,1,8,12,000000
359,8715,∋,0,319,798,11,11,1,8,12,000000
360,8730,√,0,15,29,13,13,0,9,12,000000
361,8733,∝,0,950,203,12,7,0,6,12,000000
362,8734,∞,0,763,377,13,7,0,6,12,000000
363,8736,∠,0,316,811,11,10,1,7,12,000000
364,8741,∥,0,710,443,6,13,3,9,12,000000
365,8743,∧,0,559,546,11,12,1,9,12,000000
366,8744,∨,0,573,532,11,12,1,9,12,000000
367,8745,∩,0,333,784,11,11,1,8,12,000000
368,8746,∪,0,347,769,11,11,1,8,12,000000
369,8747,∫,0,234,906,7,13,3,9,12,000000
370,8748,∬,0,123,1004,9,13,2,9,12,000000
371,8756,∴,0,587,518,12,11,0,8,12,000000
372,8757,∵,0,601,504,12,11,0,8,12,000000
373,8765,∽,0,260,880,13,7,0,6,12,000000
374,8786,≒,0,540,587,11,10,1,8,12,000000
375,8800,≠,0,557,571,11,10,1,8,12,000000
376,8801,≡,0,751,388,11,9,1,7,12,000000
377,8806,≦,0,362,755,11,11,1,8,12,000000
378,8807,≧,0,389,727,11,11,1,8,12,000000
379,8810,≪,0,837,279,10,12,1,9,12,000000
380,8811,≫,0,851,266,10,12,1,9,12,000000
381,8834,⊂,0,404,713,11,11,1,8,12,000000
382,8835,⊃,0,418,699,11,11,1,8,12,000000
383,8838,⊆,0,615,490,12,11,0,8,12,000000
384,8839,⊇,0,629,476,12,11,0,8,12,000000
385,8869,⊥,0,751,377,11,10,1,7,12,000000
386,8978,⌒,0,465,698,13,4,0,9,12,000000
387,9472,─,0,483,680,14,3,255,3,12,000000
388,9473,━,0,733,429,14,4,255,4,12,000000
389,9474,│,0,346,810,3,14,5,9,12,000000
390,9475,┃,0,854,302,4,14,4,9,12,000000
391,9484,┌,0,835,325,8,8,5,3,12,000000
392,9487,┏,0,403,750,9,9,4,4,12,000000
393,9488,┐,0,960,194,9,8,255,3,12,000000
394,9491,┓,0,996,157,9,9,255,4,12,000000
395,9492,└,0,617,540,8,9,5,9,12,000000
396,9495,┗,0,777,377,9,9,4,9,12,000000
397,9496,┘,0,228,920,9,9,255,9,12,000000
398,9499,┛,0,274,876,9,9,255,9,12,000000
399,9500,├,0,792,335,8,14,5,9,12,000000
400,9501,┝,0,806,321,8,14,5,9,12,000000
401,9504,┠,0,920,196,9,14,4,9,12,000000
402,9507,┣,0,948,166,9,14,4,9,12,000000
403,9508,┤,0,864,252,9,14,255,9,12,000000
404,9509,┥,0,878,238,9,14,255,9,12,000000
405,9512,┨,0,892,224,9,14,255,9,12,000000
406,9515,┫,0,906,210,9,14,255,9,12,000000
407,9516,┬,0,820,307,14,8,255,3,12,000000
408,9519,┯,0,1008,109,14,9,255,4,12,000000
409,9520,┰,0,834,293,14,8,255,3,12,000000
410,9523,┳,0,123,994,14,9,255,4,12,000000
411,9524,┴,0,137,979,14,9,255,9,12,000000
412,9527,┷,0,152,965,14,9,255,9,12,000000
413,9528,┸,0,193,924,14,9,255,9,12,000000
414,9531,┻,0,207,909,14,9,255,9,12,000000
415,9532,┼,0,0,0,14,14,255,9,12,000000
416,9535,┿,0,0,15,14,14,255,9,12,000000
417,9538,╂,0,15,0,14,14,255,9,12,000000
418,9547,╋,0,0,30,14,14,255,9,12,000000
419,9632,■,0,29,15,13,13,0,9,12,000000
420,9633,□,0,44,0,13,13,0,9,12,000000
421,9650,▲,0,980,98,13,12,0,9,12,000000
422,9651,△,0,994,84,13,12,0,9,12,000000
423,9660,▼,0,1008,70,13,12,0,9,12,000000
424,9661,▽,0,965,126,13,12,0,9,12,000000
425,9670,◆,0,0,45,13,13,0,9,12,000000
426,9671,◇,0,15,43,13,13,0,9,12,000000
427,9675,○,0,29,29,13,13,0,9,12,000000
428,9678,◎,0,43,14,13,13,0,9,12,000000
429,9679,●,0,58,0,13,13,0,9,12,000000
430,9711,◯,0,0,59,13,13,0,9,12,000000
431,9733,★,0,43,28,13,13,0,9,12,000000
432,9734,☆,0,57,14,13,13,0,9,12,000000
433,9792,♀,0,152,975,9,13,2,9,12,000000
434,9794,♂,0,651,489,7,13,3,9,12,000000
435,9834,♪,0,193,934,9,13,2,9,12,000000
436,9837,♭,0,341,796,8,13,3,9,12,000000
437,9839,♯,0,896,196,11,13,1,9,12,000000
438,12288,　,0,987,150,3,3,255,255,12,000000
439,12289,、,0,913,252,5,5,0,1,12,000000
440,12290,。,0,886,279,6,6,0,2,12,000000
441,12291,〃,0,717,443,8,8,2,7,12,000000
442,12293,々,0,980,111,12,13,0,9,12,000000
443,12294,〆,0,14,57,13,13,0,9,12,000000
444,12295,〇,0,29,43,13,13,0,9,12,000000
445,12296,〈,0,960,180,7,13,5,9,12,000000
446,12297,〉,0,788,350,7,13,1,9,12,000000
447,12298,《,0,895,210,10,13,2,9,12,000000
448,12299,》,0,168,938,10,13,1,9,12,000000
449,12300,「,0,180,976,6,11,6,9,12,000000
450,12301,」,0,238,920,6,11,1,7,12,000000
451,12302,『,0,250,906,7,11,5,9,12,000000
452,12303,』,0,268,888,7,11,1,7,12,000000
453,12304,【,0,476,680,6,13,6,9,12,000000
454,12305,】,0,419,737,6,13,1,9,12,000000
455,12306,〒,0,432,685,11,11,1,8,12,000000
456,12307,〓,0,224,882,13,10,0,8,12,000000
457,12308,〔,0,726,429,6,13,6,9,12,000000
458,12309,〕,0,740,413,6,13,1,9,12,000000
459,12353,ぁ,0,643,462,11,12,1,8,12,000000
460,12354,あ,0,72,0,13,13,0,9,12,000000
461,12355,ぃ,0,473,643,11,11,1,7,12,000000
462,12356,い,0,994,97,13,12,0,8,12,000000
463,12357,ぅ,0,179,938,10,12,1,8,12,000000
464,12358,う,0,1008,83,12,13,0,9,12,000000
465,12359,ぇ,0,657,448,11,12,1,8,12,000000
466,12360,え,0,0,73,13,13,0,9,12,000000
467,12361,ぉ,0,671,434,11,12,1,8,12,000000
468,12362,お,0,43,42,13,13,0,9,12,000000
469,12363,か,0,57,28,13,13,0,9,12,000000
470,12364,が,0,71,14,13,13,0,9,12,000000
471,12365,き,0,14,71,13,13,0,9,12,000000
472,12366,ぎ,0,28,57,13,13,0,9,12,000000
473,12367,く,0,294,812,10,13,1,9,12,000000
474,12368,ぐ,0,84,1008,12,13,1,9,12,000000
475,12369,け,0,86,0,13,13,0,9,12,000000
476,12370,げ,0,0,87,13,13,0,9,12,000000
477,12371,こ,0,728,364,12,12,0,8,12,000000
478,12372,ご,0,43,56,13,13,0,9,12,000000
479,12373,さ,0,98,994,12,13,1,9,12,000000
480,12374,ざ,0,57,42,13,13,0,9,12,000000
481,12375,し,0,910,182,11,13,2,9,12,000000
482,12376,じ,0,924,168,11,13,2,9,12,000000
483,12377,す,0,71,28,13,13,0,9,12,000000
484,12378,ず,0,85,14,13,13,0,9,12,000000
485,12379,せ,0,14,85,13,13,0,9,12,000000
486,12380,ぜ,0,28,71,13,13,0,9,12,000000
487,12381,そ,0,100,0,13,13,0,9,12,000000
488,12382,ぞ,0,0,101,13,13,0,9,12,000000
489,12383,た,0,42,70,13,13,0,9,12,000000
490,12384,だ,0,57,56,13,13,0,9,12,000000
491,12385,ち,0,112,980,12,13,0,9,12,000000
492,12386,ぢ,0,71,42,13,13,0,9,12,000000
493,12387,っ,0,948,181,11,10,1,6,12,000000
494,12388,つ,0,938,154,13,11,0,8,12,000000
495,12389,づ,0,126,966,13,12,0,9,12,000000
496,12390,て,0,140,952,13,12,0,8,12,000000
497,12391,で,0,154,938,13,12,0,8,12,000000
498,12392,と,0,168,924,12,13,0,9,12,000000
499,12393,ど,0,85,28,13,13,0,9,12,000000
500,12394,な,0,99,14,13,13,0,9,12,000000
501,12395,に,0,182,910,12,13,1,9,12,000000
502,12396,ぬ,0,14,99,13,13,0,9,12,000000
503,12397,ね,0,28,85,13,13,0,9,12,000000
504,12398,の,0,196,896,13,12,0,8,12,000000
505,12399,は,0,114,0,13,13,0,9,12,000000
506,12400,ば,0,0,115,13,13,0,9,12,000000
507,12401,ぱ,0,42,84,13,13,0,9,12,000000
508,12402,ひ,0,56,70,13,13,0,9,12,000000
509,12403,び,0,71,56,13,13,0,9,12,000000
510,12404,ぴ,0,85,42,13,13,0,9,12,000000
511,12405,ふ,0,99,28,13,13,0,9,12,000000
512,12406,ぶ,0,113,14,13,13,0,9,12,000000
513,12407,ぷ,0,14,113,13,13,0,9,12,000000
514,12408,へ,0,364,742,13,10,0,7,12,000000
515,12409,べ,0,434,672,13,10,0,7,12,000000
516,12410,ぺ,0,476,630,13,10,0,7,12,000000
517,12411,ほ,0,28,99,13,13,0,9,12,000000
518,12412,ぼ,0,128,0,13,13,0,9,12,000000
519,12413,ぽ,0,0,129,13,13,0,9,12,000000
520,12414,ま,0,42,98,13,13,0,9,12,000000
521,12415,み,0,210,882,13,12,0,8,12,000000
522,12416,む,0,56,84,13,13,0,9,12,000000
523,12417,め,0,70,70,13,13,0,9,12,000000
524,12418,も,0,85,56,13,13,0,9,12,000000
525,12419,ゃ,0,742,350,12,12,0,8,12,000000
526,12420,や,0,99,42,13,13,0,9,12,000000
527,12421,ゅ,0,685,420,11,12,1,8,12,000000
528,12422,ゆ,0,113,28,13,13,0,9,12,000000
529,12423,ょ,0,305,812,10,12,1,8,12,000000
