"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"nincolle03_year","Çıkış: 1966 (JP)","Released: 1966 (JP)","Released: 1966 (JP)","Sortie : 1966 (Japon)","Sortie : 1966 (Japon)","Erschienen: 1966 (JP)","Uscita: 1966 (JP)","1966 (Japón)","1966 (Japón)","はつばい：1966ねん"
"nincolle04_name","Playing Cards","Playing Cards","Playing Cards","Cartes à jouer","Cartes à jouer","Spielkarten","Carte da gioco","Baraja de cartas","Baraja de cartas","ヤングメントランプ"
"nincolle04_caption_01","Standart kartlardan daha büyük bir tasarım.","A larger design than standard cards.","A larger design than standard cards.","Un format plus grand que la normale.","Un format plus grand que la normale.","Größeres Format als Standardkarten.","Carte più grandi del normale.","Cartas más grandes de lo normal.","Cartas más grandes de lo normal","ふつうのトランプより サイズがおおきめです。"
"nincolle04_text","Nintendo, bunlar da dâhil olmak üzere\npek çok çeşit oyun kartı üretti.\nBunlar 1960'larda yeni nesil\noyuncuların zevkine göre\ntasarlanmıştı.","Nintendo has made all sorts of\nplaying cards, among them those\nabove. These were designed for\nthe tastes of a new generation\nof players in the 1960s.","Nintendo has made all sorts of\nplaying cards, among them those\nabove. These were designed for\nthe tastes of a new generation\nof players in the 1960s.","Nintendo a fabriqué toutes sortes\nde cartes à jouer, dont celles-ci.\nElles ont été conçues pour plaire\nà la nouvelle génération de\njoueurs dans les années 60.","Nintendo a fabriqué toutes sortes\nde cartes à jouer, dont celles-ci.\nElles ont été conçues pour plaire\nà la nouvelle génération de\njoueurs dans les années 60.","Nintendo stellte viele verschiede-\nne Spielkarten her, unter anderem\ndie hier gezeigten. Sie wurden für\nden Geschmack der neuen Gene-\nration in den 1960ern entwickelt.","Nintendo ha prodotto molti tipi\ndi carte da gioco nel corso degli\nanni, tra cui quelle qui sopra.\nFurono create per soddisfare i\ngusti dei giocatori degli anni '60.","Nintendo ha fabricado muchos\ntipos de cartas, entre ellas,\nestas de aquí arriba. Fueron\ncreadas para satisfacer los\ngustos de la década de 1960.","Nintendo ha fabricado muchos\ntipos de cartas, entre ellas,\nestas de aquí arriba. Fueron\ncreadas para satisfacer los\ngustos de la década de 1960.","せかいで おなじみの カードゲーム。\nニンテンドーは プラスチックせいなど\nいろいろな トランプを つくりました。\nこのトランプは とくに わかものむけ。\nえがらが モダンで オサレでしょう？"
"nincolle04_year","Çıkış: 1967 (JP)","Released: 1967 (JP)","Released: 1967 (JP)","Sortie : 1967 (Japon)","Sortie : 1967 (Japon)","Erschienen: 1967 (JP)","Uscita: 1967 (JP)","1967 (Japón)","1967 (Japón)","はつばい：1967ねん"
"nincolle05_name","Ultra Machine","Ultra Machine","Ultra Machine","Ultra Machine","Ultra Machine","Ultra Machine","Ultra Machine","Ultra Machine","Ultra Machine","ウルトラマシン"
"nincolle05_caption_01","Hızlı atışlar için üretilmişti.","Made for swift-pitching action.","Made for swift-pitching action.","Pour les amateurs de base-ball.","Pour les amateurs de baseball.","Für schnelle Würfe.","Per chi ha il baseball nel cuore.","Creada para batear a gusto.","Creada para batear a gusto","とんでくるボールは けっこう はやい。"
"nincolle05_caption_02","Daha sonra satılan lüks sürüm.","The deluxe version, sold later.","The deluxe version, sold later.","La version de luxe, vendue plus tard.","La version de luxe, vendue plus tard.","Die später erschienene Luxus-Edition.","La versione deluxe, venduta più avanti.","La versión de lujo, vendida más tarde.","La versión de lujo, vendida más tarde","のちに はつばいされた <MSBT:0000:0000:04000A00C730E930C330AF30B930>DXばんです。"
"nincolle05_text","Bu, Nintendo'nun Ultra serisinin\nikinci ürünüydü; evde kullanılabilen\nbir top atma makinesiydi. Topları\nhafif tasarlanmıştı; yani sert vuruşlar\niçin bile güvenliydi!","This was the second product in\nNintendo's Ultra series, a\nbatting machine that could be\nused at home. Its balls were light\nin design—safe for big hits!","This was the second product in\nNintendo's Ultra series, a\nbatting machine that could be\nused at home. Its balls were light\nin design—safe for big hits!","Le second produit de la série\nUltra de Nintendo : un lanceur\nde balles à usage domestique.\nLes balles étant légères, on peut\nles renvoyer sans tout casser !","Le second produit de la série\nUltra de Nintendo : un lanceur\nde balles à usage domestique.\nLes balles étant légères, on peut\nles renvoyer sans tout casser!","Dies war das zweite Produkt in\nNintendos Ultra-Serie, eine\nBallwurfmaschine für zu Hause.\nIhre Bälle waren sehr leicht –\nperfekt für den großen Wurf!","È stato il secondo prodotto della\nlinea Ultra di Nintendo. Si tratta\ndi una macchina in grado di\nlanciare palline leggere e pensate\nsoprattutto per un uso casalingo.","Este fue el segundo producto de\nNintendo dentro de la línea Ultra:\nuna máquina de batear que se\npodía utilizar en casa. Las bolas\neran ligeras y seguras.","Este fue el segundo producto de\nNintendo dentro de la línea Ultra:\nuna máquina de batear que se\npodía utilizar en casa. Las bolas\neran ligeras y seguras.","ウルトラシリーズ だい２だん。\nおうちのなかで きがるに できる\nバッティングマシン です。\nピンポンだまのように かるいボールを\nつかっていたので あんぜんでした。"
"nincolle05_year","Çıkış: 1968 (JP)","Released: 1968 (JP)","Released: 1968 (JP)","Sortie : 1968 (Japon)","Sortie : 1968 (Japon)","Erschienen: 1968 (JP)","Uscita: 1968 (JP)","1968 (Japón)","1968 (Japón)","はつばい：1968ねん"
"nincolle06_name","N&B Blokları","N&B Blocks","N&B Blocks","N&B Blocks","N&B Blocks","N&B Blocks","N&B Blocks","N&B Blocks","N&B Blocks","<MSBT:0000:0000:06000800A830CC30D330FC30>N&Bブロック"
"nincolle06_caption_01","Roket temalı bir saat.","A rocket-themed clock.","A rocket-themed clock.","Une horloge ornée de fusées.","Une horloge ornée de fusées.","Eine Uhr mit Raketen.","Un orologio con due razzi.","Un reloj con dos cohetes.","Un reloj con dos cohetes","これは ロケットのかたちの とけい。"
"nincolle06_caption_02","Bloklardan yapılmış bir çiçek bahçesi.","A flower garden made of blocks.","A flower garden made of blocks.","Un jardin de fleurs tout en blocs.","Un jardin de fleurs tout en blocs.","Ein Blumengarten aus Blöcken.","Un giardino di fiori fatti di blocchi.","Unas flores hechas con bloques.","Unas flores hechas con bloques","おはなばたけだって つくれちゃいます。"
"nincolle06_text","Bu küçük bloklarla pek çok şekil\nyapılabiliyordu ve dünyanın ilk\nyuvarlak blokları olabilirlerdi.\nAma çıplak ayakla üstüne basmak\npek de eğlenceli değildi.","These small blocks were used to\nbuild lots of shapes and might\nhave been the first round blocks\nin the world. They weren't the\nmost fun to step on in bare feet.","These small blocks were used to\nbuild lots of shapes and might\nhave been the first round blocks\nin the world. They weren't the\nmost fun to step on in bare feet.","Ces blocs sont peut-être les tous\npremiers blocs ronds au monde.\nIls pouvaient s'assembler en une\nmultitude de formes. Marcher\ndessus pieds nus est déconseillé.","Ces blocs sont peut-être les tout\npremiers blocs ronds au monde.\nIls pouvaient s'assembler en une\nmultitude de formes. Marcher\ndessus pieds nus est déconseillé.","Diese kleinen Blöcke konnte\nman zu allen möglichen Formen\nzusammensetzen. Vielleicht waren\nsie die ersten runden Blöcke\nüberhaupt. Nur nicht drauftreten!","Questi piccoli blocchi venivano\nusati per costruzioni di ogni tipo\ne forse sono stati i primi blocchi\ndalla forma arrotondata. Calpestarli\na piedi nudi non era il massimo.","Estos pequeños bloques permitían\ncrear todo tipo de construcciones\ny quizá fueron los primeros que\nse fabricaron con forma redonda.\n¡Ojo con pisarlos sin zapatos!","Estos pequeños bloques permitían\ncrear todo tipo de construcciones\ny quizá fueron los primeros que\nse fabricaron con forma redonda.\n¡Ojo con pisarlos sin zapatos!","ちいさな ブロックの おもちゃ。\nすきなかたちに くみたてて あそびます。\nこのころ まるいかたちの ブロックは\nせかいではじめて だったそうです。\nすあしで ふむと ちょっといたい。"
"nincolle06_year","Çıkış: 1968 (JP)","Released: 1968 (JP)","Released: 1968 (JP)","Sortie : 1968 (Japon)","Sortie : 1968 (Japon)","Erschienen: 1968 (JP)","Uscita: 1968 (JP)","1968 (Japón)","1968 (Japón)","はつばい：1968ねん"
"nincolle07_name","Love Tester","Love Tester","Love Tester","Love Tester","Love Tester","Love Tester","Love Tester","Love Tester","Love Tester","ラブテスター"
"nincolle07_caption_01","Çift, hem el ele hem de uçlardan tutardı!","The pair held hands—and the ends!","The pair held hands—and the ends!","Main dans la main, saisir les disques.","Main dans la main, saisir les disques.","Man hält Händchen – und die Griffe!","Tenersi per mano e toccare il metallo.","El amor al alcance de la mano.","El amor al alcance de la mano","てをつないで きんぞくぶぶんを にぎります。"
"nincolle07_caption_02","Kılıfındaki Love Tester.","The Love Tester in its pouch.","The Love Tester in its pouch.","Le Love Tester dans son sac.","Le Love Tester dans son sac.","Der Love Tester in seiner Schachtel.","Il Love Tester nel suo astuccio.","El Love Tester en su estuche.","El Love Tester en su estuche","せんようポーチにいれて もちはこべます。"
"nincolle07_text","Bu oyuncak, olası bir çiftin aşkını\nölçüyordu. Gençler arasında büyük\nilgi gördü ama el ele tutuşma kısmı\nbazen gerçekten gergin bir sınav\nolabiliyordu!","This toy measured the love\nbetween a potential duo. It was a\nbig hit with young people, even if\nthe hand-holding part could be\na pretty tense test at times!","This toy measured the love\nbetween a potential duo. It was a\nbig hit with young people, even if\nthe hand-holding part could be\na pretty tense test at times!","Ce jouet mesure l'amour potentiel\nentre deux personnes. Ce fut un\ngrand succès auprès des jeunes.\nSe tenir la main pouvait d'ailleurs\nêtre déjà une épreuve en soi !","Ce jouet mesure l'amour potentiel\nentre deux personnes. Ce fut un\ngrand succès auprès des jeunes.\nSe tenir la main pouvait d'ailleurs\nêtre déjà une épreuve en soi!","Damit konnte man die Liebe eines\npotenziellen Pärchens messen.\nUnter jungen Leuten war das ein\ngroßer Hit, gerade weil eine\ngewisse Spannung in der Luft lag.","Questo oggetto misura l'amore di\nuna potenziale coppia. Fu un gran\nsuccesso fra i giovani, anche se\npoteva suscitare imbarazzo tenere\nper mano l'altra persona...","Este juguete medía el amor de\nuna posible pareja. Arrasó entre\nlos jóvenes, aunque la parte de\nhacer manitas con otra persona\npodía dar un poco de cosa...","Este juguete medía el amor de\nuna posible pareja. Arrasó entre\nlos jóvenes, aunque la parte de\ntomar la mano de otra persona\npodía dar un poco de ansiedad...","ふたりの ラブどを はかれる おもちゃ。\nあいてと てをつないで つかうので\nちょっと ドキドキ しそうですね。\nとうじの ナウな ヤングたちは\nこれで たいそう もりあがったとか。"
"nincolle07_year","Çıkış: 1969 (JP)","Released: 1969 (JP)","Released: 1969 (JP)","Sortie : 1969 (Japon)","Sortie : 1969 (Japon)","Erschienen: 1969 (JP)","Uscita: 1969 (JP)","1969 (Japón)","1969 (Japón)","はつばい：1969ねん"
"nincolle08_name","Ultra Dürbün","Ultra Scope","Ultra Scope","Ultra Scope","Ultra Scope","Ultra Scope","Ultra Scope","Ultra Scope","Ultra Scope","ウルトラスコープ"
"nincolle08_caption_01","Dürbünün yukarı düğmesine bas...","Hit the scope's up button...","Hit the scope's up button...","Appuie sur le bouton du périscope...","Appuie sur le bouton du périscope...","Drücke den Aufwärts-Knopf...","Premi il pulsante del periscopio...","Pulsa el botón del periscopio...","Oprime el botón del periscopio...","ふだんは こんなかんじ。スイッチを いれると…"
"nincolle08_caption_02","ve yaklaşık bir metre kadar uzar.","and it extends to three feet.","and it extends to three feet.","et il s'allonge sur près d'un mètre !","et il s'allonge sur près d'un mètre!","und es streckt sich fast einen Meter.","... e si estenderà fino a 90 centimetri!","¡y se elevará 90 centímetros!","¡y se elevará 90 centímetros!","こんなに ながくなります。アームは 90センチ。"
"nincolle08_text","Bu, Nintendo'nun Ultra serisinin\nüçüncü ürünüydü; uzayabilen bir\ndürbündü. Duvarın öte yanındaki\nsırları gözetlemek\niçin birebirdi.","This was the third product in\nNintendo's Ultra series, an\nextendable periscope. It was\ngreat for scoping out secrets\non the other side of a wall.","This was the third product in\nNintendo's Ultra series, an\nextendable periscope. It was\ngreat for scoping out secrets\non the other side of a wall.","Voici le troisième produit Nintendo\ndans la série Ultra. Ce bras\ntélescopique équipé d'un miroir\nest parfait pour voir les secrets\nqui se cachent derrière un mur.","Voici le troisième produit Nintendo\ndans la série Ultra. Ce bras\ntélescopique équipé d'un miroir\nest parfait pour voir les secrets\nqui se cachent derrière un mur.","Das dritte Produkt in Nintendos\nUltra-Serie, ein ausfahrbares\nPeriskop. Großartig, um heraus-\nzufinden, was auf der anderen\nSeite einer Mauer vor sich geht.","È stato il terzo prodotto della linea\nUltra di Nintendo. Si tratta di un\nperiscopio estensibile, l'ideale\nper spiare con discrezione cosa\naccadeva nel giardino del vicino.","Este fue el tercer lanzamiento\nde la línea Ultra de Nintendo:\nun periscopio que se alargaba.\nEra ideal para curiosear lo que\nsucedía en el jardín del vecino.","Este fue el tercer lanzamiento\nde la línea Ultra de Nintendo:\nun periscopio que se alargaba.\nEra ideal para curiosear lo que\nsucedía en el jardín del vecino.","ウルトラシリーズ だい３だん。\nかがみのついた アームをのばして\nとおくのものや かべのむこうのものを\nのぞいて みることができました。\nみえないものって きになりますよね。"
"nincolle08_year","Çıkış: 1971 (JP)","Released: 1971 (JP)","Released: 1971 (JP)","Sortie : 1971 (Japon)","Sortie : 1971 (Japon)","Erschienen: 1971 (JP)","Uscita: 1971 (JP)","1971 (Japón)","1971 (Japón)","はつばい：1971ねん"
"nincolle09_name","Light Gun Custom Series","Light Gun Custom Series","Light Gun Custom Series","Light Gun Custom Series","Light Gun Custom Series","Light Gun Custom Series","Light Gun Custom Series","Light Gun Custom Series","Serie Light Gun Custom","<MSBT:0000:0000:06000E00533046305B309330583085304630>光線銃カスタム シリーズ"
"nincolle09_caption_01","Işıklı silah tam isabetle nişan alınca...","The light-gun toy, if aimed perfectly...","The light-gun toy, if aimed perfectly...","En visant correctement avec ce jouet...","En visant correctement avec ce jouet...","Wenn man mit der Light Gun gut zielt...","Un pistola giocattolo! Se miri bene...","¡Una pistola de luz! Si apuntas bien...","¡Una pistola de luz! Si apuntas bien...","ひきがねをひくと じゅうの さきが ひかります。"
"nincolle09_caption_02","hedefin ışıklarını etkinleştirir...","would activate a target's lights...","would activate a target's lights...","allume des lumières sur ta cible...","allume des lumières sur ta cible...","werden die Lichter des Ziels aktiviert...","... si attiveranno le luci del bersaglio!","¡se activarán las luces del objetivo!","¡se activarán las luces del objetivo!","マトです。うつと ひかりと おとが でます。"
"nincolle09_caption_03","rakibin devrilmesini sağlar...","make an opponent fall over...","make an opponent fall over...","terrasse un adversaire...","terrasse un adversaire...","gehen Gegner zu Boden...","Fai cadere il nemico...","Haz caer al enemigo...","Haz caer al enemigo...","ガンマンです。うつと たおれます。"
"nincolle09_caption_04","ve oyuncak aslanı yere serer.","and knock down a toy lion.","and knock down a toy lion.","ou renverse un lion.","ou renverse un lion.","und Spielzeuglöwen fallen um.","... e stendi un leone giocattolo!","¡y derriba a un león de juguete!","¡y derriba a un león de juguete!","ライオンです。これも、うつと たおれます。"
"nincolle09_caption_05","Yere devrilmiş oyuncak aslan.","The toy lion, knocked over.","The toy lion, knocked over.","Le lion renversé.","Le lion renversé.","Hier ein umgefallener Spielzeuglöwe.","Il leone giocattolo, sconfitto.","El león de juguete, derribado.","El león de juguete, derribado","うたれた ところです。"
"nincolle09_text","70'lerde yüksek teknolojili sayılan\nbu silah, hedefleri vurmak için ışık\nkullanıyordu. Custom Gunman ve\nCustom Lion yere yıkılır,\nsonra da tekrar ayağa kalkardı.","A high-tech toy in the '70s, this\ngun used light to strike targets.\nThe Custom Gunman and Custom\nLion would fall down—and then\nget right back up again.","A high-tech toy in the '70s, this\ngun used light to strike targets.\nThe Custom Gunman and Custom\nLion would fall down—and then\nget right back up again.","Un jouet sophistiqué des années\n70. Ce pistolet utilise la lumière\npour abattre ses cibles. Touchés,\nle bandit et le lion s'effondrent,\npuis se relèvent automatiquement.","Un jouet sophistiqué des années\n70. Ce pistolet utilise la lumière\npour abattre ses cibles. Touchés,\nle bandit et le lion s'effondrent,\npuis se relèvent automatiquement.","Dieses Hightech-Spielzeug aus\nden 70ern schoss Licht auf Ziele.\nBei Treffern fielen der Gegner\nund der Spielzeuglöwe um – nur\num gleich wieder aufzustehen.","Un giocattolo dalla tecnologia\navanzata, per gli anni '70, che\nusava la luce per abbattere un\nleone e un bandito giocattolo\nche si rialzavano da soli.","Un juguete con tecnología punta\nde la década de 1970 que\nutilizaba la luz para derribar a un\npistolero y a un león de juguete.\nLuego se levantaban solos.","Un juguete con tecnología de\npunta de la década de 1970 que\nutilizaba la luz para derribar a un\npistolero y a un león de juguete.\nLuego se levantaban solos.","ひかりをつかった  ハイテクおもちゃ。\nマトのしゅるいが たくさんあり、\nガンマンや ライオンなどは\nうたれても うたれても じどうで\nたくましく たちあがって くるのです。"
"nincolle09_year","Çıkış: 1971 (JP)","Released: 1971 (JP)","Released: 1971 (JP)","Sortie : 1971 (Japon)","Sortie : 1971 (Japon)","Erschienen: 1971 (JP)","Uscita: 1971 (JP)","1971 (Japón)","1971 (Japón)","はつばい：1971ねん"
"nincolle10_name","Lefty RX","Lefty RX","Lefty RX","Lefty RX","Lefty RX","Lefty RX","Lefty RX","Lefty RX","Lefty RX","レフティ<MSBT:0000:0000:04000E00A230FC30EB30A830C330AF30B930>RX"
"nincolle10_caption_01","Araba, şarj cihazı ve kumanda.","The car, charger, and remote.","The car, charger, and remote.","Voiture, chargeur et télécommande.","Voiture, chargeur et télécommande.","Auto, Ladegerät und Fernbedienung.","Macchina, caricabatterie e telecomando.","El coche, la batería y el mando.","El auto, la batería y el control","じゅうでんだい、くるま、リモコンのセット。"
"nincolle10_caption_02","Şarj olan spor araba.","The sports car, charging up.","The sports car, charging up.","La voiture en charge.","La voiture en charge.","Der Sportwagen wird aufgeladen.","La macchinina durante la ricarica.","El coche, cargando la batería.","El auto, cargando la batería","だいに のせて くるまを じゅうでんします。"
"nincolle10_caption_03","Her arabanın kendine özgü bir paketi vardı.","Each car had its own styled package.","Each car had its own styled package.","Chaque voiture a son propre emballage.","Chaque voiture a son propre emballage.","Jedes Auto hatte ein eigenes Design.","Una confezione diversa per ogni auto.","Cada coche venía en una caja distinta.","Cada auto venía en una caja distinta.","くるまによって、はこのデザインも ちがいます。"
"nincolle10_text","Lefty RX, uzaktan kumandalı spor\narabalardan oluşan bir seriydi.\nAdındaki ""lefty"" kısmı da direksiyonuna\ngönderme yapıyordu: arabalar\nsadece sola dönebiliyordu.","The Lefty RX was a series of\nradio-controlled sports cars. The\n""lefty"" part of the name was a\ntribute to the steering: the\ncars could turn only to the left.","The Lefty RX was a series of\nradio-controlled sports cars. The\n""lefty"" part of the name was a\ntribute to the steering: the\ncars could turn only to the left.","Lefty RX est une série de voitures\nde sport télécommandées. Le nom\nprovient du fait que ces véhicules\nne tournent que vers la gauche\n(« left » en anglais).","Lefty RX est une série de voitures\nde sport télécommandées. Le nom\nprovient du fait que ces véhicules\nne tournent que vers la gauche\n(« left » en anglais).","Lefty RX war eine Serie aus\nferngesteuerten Sportwagen.\n„Lefty"" bezieht sich auf die\nSteuerung: Das Auto konnte\nnur Linkskurven fahren.","Lefty RX era una serie di auto\nsportive radiocomandate. Il nome\n""Lefty"" suggeriva la peculiarità del\nprodotto: poteva solo sterzare\na sinistra (da ""left"" in inglese).","Lefty RX era una serie de coches\ndirigidos por radiocontrol. Se\nllamaba ""Lefty"", del inglés ""left""\n(izquierda), porque los coches\nsolo giraban en esa dirección.","Lefty RX era una serie de coches\ndirigidos por radiocontrol. Se\nllamaba ""Lefty"", del inglés ""left""\n(izquierda), porque los coches\nsolo giraban en esa dirección.","この かっこいい スポーツカーは\nむかし むかしの ラジコンカー。\nレフティとは えいごで ひだりきき。\nなまえの とおり ひだりにしか\nまがれないのは ごあいきょうです。"
"nincolle10_year","Çıkış: 1972 (JP)","Released: 1972 (JP)","Released: 1972 (JP)","Sortie : 1972 (Japon)","Sortie : 1972 (Japon)","Erschienen: 1972 (JP)","Uscita: 1972 (JP)","1972 (Japón)","1972 (Japón)","はつばい：1972ねん"
"nincolle11_name","Color TV-Game 15","Color TV-Game 15","Color TV-Game 15","Color TV-Game 15","Color TV-Game 15","Color TV-Game 15","Color TV-Game 15","Color TV-Game 15","Color TV-Game 15","カラーテレビゲーム<MSBT:0000:0000:04000E00D530A330D530C630A330FC30F330>１５"
