"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"CardGame_Deck03","Deste 3","Deck 3","Deck 3","Deck 3","Paquet 3","Stapel 3","Mazzo 3","Baraja 3","Baraja 3","デッキ3"
"CardGame_Deck04","Deste 4","Deck 4","Deck 4","Deck 4","Paquet 4","Stapel 4","Mazzo 4","Baraja 4","Baraja 4","デッキ4"
"CardGame_Caution","Destende savaşta\nkullanılamayan\nkartlar var!","Your deck contains\ncards that cannot be\nused in battle!","Your deck contains\ncards that cannot be\nused in battle!","Ton deck contient des\ncartes qui ne sont pas\nutilisables en combat !","Ton paquet contient des\ncartes qui ne sont pas\nutilisables en combat!","Einige Karten in diesem\nStapel sind nicht im\nKampf einsetzbar.","Nel tuo mazzo ci sono\ndelle carte che non puoi\nusare in battaglia!","¡Tu baraja contiene\ncartas que no puedes\nusar en combate!","¡Tu baraja contiene\ncartas que no puedes\nusar en combate!","デッキのなかに\nバトルで だせない\nカードが あります！"
"CardGame_Caution_2","Bu desteyle oynansın mı?","Play with this deck?","Play with this deck?","Jouer avec ce deck ?","Jouer avec ce paquet?","Mit diesen\nKarten spielen?","Vuoi cominciare\na giocare con questo\nmazzo?","¿Quieres jugar\ncon esta baraja?","¿Quieres jugar\ncon esta baraja?","このデッキで\nバトルを はじめます。\nよろしいですか？"
"CardGame_Caution_3","Desteyi otomatik\nolarak oluşturmak ister misin?","Would you like to create\na deck automatically?","Would you like to create\na deck automatically?","Créer un deck de\nfaçon automatique ?","Créer un paquet de\nfaçon automatique?","Stapel automatisch\nerstellen?","Vuoi creare un mazzo\nscelto automaticamente?","¿Quieres crear una\nbaraja de manera\nautomática?","¿Quieres crear una\nbaraja de manera\nautomática?","おまかせで\nデッキを つくります。\nよろしいですか？"
"CardGame_Caution_4","Destende yeterince\nkart yok! Toplam\n10 kart olana kadar\ndesteni geliştirmeye devam et.","Your deck doesn't have\nenough cards! Keep\nbuilding your deck until\nyou have 10 cards total.","Your deck doesn't have\nenough cards! Keep\nbuilding your deck until\nyou have 10 cards total.","Ton deck ne contient\npas assez de cartes !\nAjoutes-en jusqu'à ce\nqu'il y en ait 10 au total.","Ton paquet ne contient\npas assez de cartes!\nAjoutes-en jusqu'à ce\nqu'il y en ait 10 au total.","Du hast nicht genügend\nKarten! Baue den Stapel\nweiter auf, bis du zehn\nKarten zusammen hast.","Il tuo mazzo non ha\nabbastanza carte. Deve\ncontenerne almeno 10.","¡Tu baraja no tiene\nsuficientes cartas!\nNecesitas 10 en total.","¡Tu baraja no tiene\nsuficientes cartas!\nNecesitas 10 en total.","デッキのカードがたりません。\n10まいに なるように\nえらんでください。"
"CardGame_Caution_5","Sarımsağın bitti! Oynamaya devam etmek\niçin <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> jeton\nharcamak ister misin?","You're out of Garlic!\nSpend <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> coins to\ncontinue playing?","You're out of Garlic!\nSpend <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> coins to\ncontinue playing?","Tu es à court d'ail ! \nDépenser <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> pièces\npour continuer à jouer ?","Tu es à court d'ail! \nDépenser <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> pièces\npour continuer à jouer?","Knoblauch ist verbraucht.\n<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> Münzen verwenden,\num Knoblauch zu erhal-\nten und weiterzuspielen?","Non hai più aglio!\nVuoi spendere <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>\nmonete per continuare\na giocare?","¡No te queda ajo!\n¿Quieres gastar <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>\nmonedas para\nseguir jugando?","¡No te queda ajo!\n¿Quieres gastar <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>\nmonedas para\nseguir jugando?","ニンニクが ありません。\nかわりに<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>コインで\nはじめますか？"
"CardGame_Caution_6","Sarımsağın bitti!","You're out of Garlic!","You're out of Garlic!","Tu es à court d'ail ! ","Tu es à court d'ail! ","Knoblauch ist verbraucht.","Non hai più aglio!","¡No te queda ajo!","¡No te queda ajo!","ニンニクがありません。"
"CardGame_Insert01","Saldırı yok sayıldı!","Attack ignored!","Attack ignored!","Attaque évitée !","Attaque évitée!","Angriff => keine Wirkung","Attacco ignorato!","¡Ataque sin efecto!","¡Ataque sin efecto!","あいこ と まけ は きかない！"
"CardGame_Insert02","Güç <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> ile sınırlı!","Power limited to <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>!","Power limited to <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>!","Puissance limitée à <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> !","Puissance limitée à <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>!","Angriff begrenzt auf <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>!","Potenza limitata a <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>!","¡Poder limitado a <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>!","¡Poder limitado a <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>!","パワーを <MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF>にされた！"
"CardGame_Insert03","Saldırı savuşturuldu!","Attack avoided!","Attack avoided!","Attaque évitée !","Attaque évitée!","Angriff ausgewichen!","Attacco schivato!","¡Ataque esquivado!","¡Ataque esquivado!","こうげきを ふせがれた！"
"CardGame_Insert04","Puanlar x2!","Points x2!","Points x2!","Points doublés !","Points doublés!","Doppelte Punkte!","Punti x 2","¡Puntos × 2!","¡Puntos × 2!","コスト ２ばい"
"CardGame_Insert05","Süre - 3!","Fixed time - 3!","Fixed time - 3!","Chrono fixé à 3 s !","Chrono fixé à 3 s!","Festgelegte Zeit: 3!","Tempo impostato a 3","¡Tiempo: 3!","¡Tiempo: 3!","タイム ３"
"CardGame_Insert06","İki kartlık el!","Two-card hand!","Two-card hand!","Donne de 2 cartes !","Donne de 2 cartes!","Nur 2 Karten!","Mano da 2 carte","¡2 cartas!","¡2 cartas!","てふだ ２まい"
"CardGame_Insert07","Süre yarıya indi!","Time cut in half!","Time cut in half!","Chrono réduit de moitié !","Chrono réduit de moitié!","Zeit halbiert!","Tempo dimezzato","¡Tiempo reducido a la mitad!","¡Tiempo reducido a la mitad!","タイム はんぶん"
"CardGame_EnemyLimit","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>x kaldı","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>x left","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>x left","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> tour(s)","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> tour(s)","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> Runde(n)","Turni: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Turnos: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Intentos: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","あと <MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF>かい"
"CardGame_OK","TAMAM","OK","OK","OK","OK","OK","OK","Aceptar","Aceptar","OK"
"CardGame_HP","Can","HP","HP","PV","PV","HP","PS","PV","PV","HP"
"CardGame_Yes","Evet","Yes","Yes","Oui","Oui","Ja","Sì","Sí","Sí","はい"
"CardGame_No","Hayır","No","No","Non","Non","Nein","No","No","No","いいえ"
"CardGame_Retry","Devam et","Continue","Continue","Continuer","Continuer","Weiter","Continua","Continuar","Continuar","もういちど"
"CardGame_EnemyInfo02","Nakavt sayısı","# of KOs","# of KOs","Nb. de K.-O.","Nb. de K.-O.","Besiegt:","Nº di KO","Número de KOs","Número de KOs","たおした かず"
"CardGame_Success","Başarılı!","Success!","Success!","Attaque réussie !","Attaque réussie!","Erfolg!","Attacco riuscito!","¡Ataque exitoso!","Acierto","せいこう"
"CardGame_Fail","Başarısız!","Fail!","Fail!","Raté...","Raté...","Fehl-\nschlag!","Attacco fallito!","¡Fallo!","Fallo","しっぱい"
"CardGame_Double","×2 Kat","×2","×2","×2","×2","×2","×2","× 2","× 2","×２"
"CardGame_Half","×1/2 Kat","×1/2","×1/2","×½","×½","×1/2","×1/2","× 1/2","× 1/2","×１/２"
"Toy001_Mini_Pyoro_Start","BAŞLA","START","START","JOUER","Commencer","START","INIZIA","EMPEZAR","EMPEZAR","START"
"Toy001_Mini_Pyoro_Exit","ÇIKIŞ","EXIT","EXIT","QUITTER","QUITTER","ENDE","ESCI","SALIR","SALIR","EXIT"
"Toy001_Mini_Pyoro_Score","SKOR","SCORE","SCORE","SCORE","POINTAGE","PUNKTE","PUNTEGGIO","PUNTOS","PUNTOS","SCORE"
"Toy001_Mini_Pyoro_Hi","EN YÜKSEK SKOR","HIGH SCORE","HIGH SCORE","RECORD","RECORD","REKORD","RECORD","RÉCORD","RÉCORD","HI-SCORE"
"Toy001_Mini_Pyoro_Over","Oyun Bitti","Game Over","Game Over","GAME OVER","PARTIE TERMINÉE","Game Over","Game Over","Fin de la partida","Fin de la partida","ゲームオーバー"
"Toy002_Mini_SuperPyoro_Start","BAŞLA","START","START","JOUER","JOUER","START","INIZIA","EMPEZAR","EMPEZAR","START"
"Toy002_Mini_SuperPyoro_Exit","ÇIKIŞ","EXIT","EXIT","QUITTER","QUITTER","ENDE","ESCI","SALIR","SALIR","EXIT"
"Toy002_Mini_SuperPyoro_Score","SKOR","SCORE","SCORE","SCORE","POINTAGE","PUNKTE","PUNTEGGIO","PUNTOS","PUNTOS","SCORE"
"Toy002_Mini_SuperPyoro_Hi","YÜKSEK SKOR","HIGH SCORE","HIGH SCORE","RECORD","RECORD","REKORD","RECORD","RÉCORD","RÉCORD","HI-SCORE"
"Toy002_Mini_SuperPyoro_Over","OYUN BİTTİ","Game Over","Game Over","GAME OVER","PARTIE TERMINÉE","Game Over","Game Over","Fin de la partida","Fin de la partida","ゲームオーバー"
"Toy003_Mini_Nekoroid_Shoot","Yukarı ateş et!","Shoot upward!","Shoot upward!","Tire !","Tire!","Schießen!","Spara!","¡Dispara hacia arriba!","¡Dispara hacia arriba!","うちまくれ！"
"Toy004_Mini_Nekoroid2_Go","Yükseği hedefle!","Aim high!","Aim high!","Tire !","Tire!","Schießen!","Spara!","¡Dispara sin cesar!","¡Dispara sin cesar!","うちまくれ！"
"Toy005_Mini_PatTournament_Start1","Tek Oyuncu","One Player","One Player","Un joueur","Un joueur","1 Spieler","Un giocatore","Un jugador","Un jugador","ひとりで"
"Toy005_Mini_PatTournament_Start2","İki Oyuncu","Two Players","Two Players","Deux joueurs","Deux joueurs","2 Spieler","Due giocatori","Dos jugadores","Dos jugadores","ふたりで"
"Toy005_Mini_PatTournament_Exit","Çık","Quit","Quit","Quitter","Quitter","Ende","Esci","Salir","Salir","やめる"
"Toy005_Mini_PatTournament_Score","SKOR","SCORE","SCORE","SCORE","POINTAGE","PUNKTE","PUNTEGGIO","TIROS","TIROS","SCORE"
"Toy005_Mini_PatTournament_Hi","EN YÜKSEK SKOR","HIGH SCORE","HIGH SCORE","RECORD","RECORD","REKORD","RECORD","RÉCORD","RÉCORD","HI-SCORE"
"Toy005_Mini_PatTournament_TOTAL","TOPLAM","TOTAL","TOTAL","TOTAL","TOTAL","GESAMT","TOTALE","TOTAL","TOTAL","TOTAL"
"Toy005_Mini_PatTournament_1P","P1","P1","P1","J1","J1","S1","G1","J1","J1","1P"
"Toy005_Mini_PatTournament_2P","P2","P2","P2","J2","J2","S2","G2","J2","J2","2P"
"Toy005_Mini_PatTournament_Hole","Delik #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hole #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hole #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Trou n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Trou n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>. Loch","Buca nº <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hoyo número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hoyo número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","<MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF>ばんホール"
"Toy005_Mini_PatTournament_Pat","Vuruş #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Shot #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Shot #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Coup n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Coup n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>. Schlag","Tiro nº <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Golpe número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Golpe número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","だい<MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF>だ"
"Toy005_Mini_PatTournament_1PWin","P1 KAZANDI!","P1 WINS!","P1 WINS!","Victoire du joueur 1 !","Victoire du joueur 1!","S1 GEWINNT!","G1 HA VINTO!","¡Gana el jugador 1!","¡Gana el jugador 1!","1P WIN!"
"Toy005_Mini_PatTournament_2PWin","P2 KAZANDI!","P2 WINS!","P2 WINS!","Victoire du joueur 2 !","Victoire du joueur 2!","S2 GEWINNT!","G2 HA VINTO!","¡Gana el jugador 2!","¡Gana el jugador 2!","2P WIN!"
"Toy005_Mini_PatTournament_HoleOut","Delik Tamam","Hole Out","Hole Out","Bravo !","Bravo!","Eingelocht!","In buca!","¡Bola embocada!","¡Bola embocada!","ホールアウト"
"Toy006_Mini_PatEndless_Start","Başla","Start","Start","Commencer","Commencer","Start","Inizia","Empezar","Empezar","スタート"
"Toy006_Mini_PatEndless_Exit","Çık","Quit","Quit","Quitter","Quitter","Ende","Esci","Salir","Salir","やめる"
"Toy006_Mini_PatEndless_Score","SKOR","SCORE","SCORE","SCORE","POINTAGE","PUNKTE","PUNTEGGIO","PUNTUACIÓN","PUNTUACIÓN","SCORE"
"Toy006_Mini_PatEndless_Hi","EN YÜKSEK SKOR","HIGH SCORE","HIGH SCORE","RECORD","RECORD","REKORD","RECORD","RÉCORD","RÉCORD","HI-SCORE"
"Toy006_Mini_PatEndless_Hall","Delik #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hole #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hole #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Trou n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Trou n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>. Loch","Buca nº <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hoyo número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Hoyo número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","<MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF>ばんホール"
"Toy006_Mini_PatEndless_Pat","Kalan vuruş: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Shots remaining: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Shots remaining: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Coups restants : <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Coups restants : <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Mögliche Schläge: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> ","Tiri rimasti: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Golpe número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Golpes restantes: <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","のこり <MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF>だ"
"Toy006_Mini_PatEndless_One","Tek Vuruşta!","Hole in One","Hole in One","Trou en un !","Trou en un!","Ass!","Buca in uno!","Hoyo en uno","Hoyo en uno","ホールインワン"
"Toy006_Mini_PatEndless_HoleOut","Delik Tamam","Hole Out","Hole Out","Bravo !","Bravo!","Eingelocht!","In buca!","Bola embocada","Bola embocada","ホールアウト"
"Toy006_Mini_PatEndless_Over","Oyun Bitti","Game Over","Game Over","GAME OVER","PARTIE TERMINÉE","Game Over","Game Over","Fin de la partida","Fin de la partida","ゲームオーバー"
"Toy007_Mini_Bowling_Start1","Tek Oyuncu","One Player","One Player","Un joueur","Un joueur","1 Spieler","Un giocatore","Un jugador","Un jugador","ひとりで"
"Toy007_Mini_Bowling_Start2","İki Oyuncu","Two Players","Two Players","Deux joueurs","Deux joueurs","2 Spieler","Due giocatori","Dos jugadores","Dos jugadores","ふたりで"
"Toy007_Mini_Bowling_Exit","Çık","Quit","Quit","Quitter","Quitter","Ende","Esci","Salir","Salir","やめる"
"Toy007_Mini_Bowling_Hi","EN YÜKSEK PUAN","HIGH SCORE","HIGH SCORE","RECORD","RECORD","REKORD","RECORD","RÉCORD","RÉCORD","HI-SCORE"
"Toy007_Mini_Bowling_1P","P1","P1","P1","J1","J1","S1","G1","J1","J1","1P"
"Toy007_Mini_Bowling_2P","O2","P2","P2","J2","J2","S2","G2","J2","J2","2P"
"Toy007_Mini_Bowling_Frame","Tur #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Frame #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Frame #<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Carreau n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Carreau n°<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","<MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>. Frame","Frame nº <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Tirada número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","Tirada número <MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>","だい<MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF>フレーム"
"Toy007_Mini_Bowling_1PWin","O1 KAZANDI!","P1 WINS!","P1 WINS!","Victoire du\njoueur 1 !","Victoire du\njoueur 1!","S1 GEWINNT!","G1 HA VINTO!","¡Gana el J1!","¡Gana el J1!","1P WIN!"
"Toy007_Mini_Bowling_2PWin","O2 KAZANDI!","P2 WINS!","P2 WINS!","Victoire du\njoueur 2 !","Victoire du\njoueur 2!","S2 GEWINNT!","G2 HA VINTO!","¡Gana el J2!","¡Gana el J2!","2P WIN!"
"Toy007_Mini_Bowling_Spare","Yedek","Spare","Spare","Spare","Réserve","Spare","Spare","Semipleno","Semipleno","スペア"
"Toy007_Mini_Bowling_Strike","Tam İsabet","Strike","Strike","Strike !","Abat!","Strike","Strike!","Pleno","Pleno","ストライク"
"Toy007_Mini_Bowling_02","Çifte","Double","Double","Doublé !","Doublé!","Double","2 strike di fila!","doble","doble","ダブル"
"Toy007_Mini_Bowling_03","Üçleme","Turkey","Turkey","Triplé !","Triplé!","Turkey","Turkey!","triple","triple","ターキー"
"Toy007_Mini_Bowling_04","Kare Top","Square Ball","Square Ball","4 strikes\nd'affilée !","4 abats\nd'affilée!","Square Ball","4 strike di fila!","cuádruple","cuádruple","フォース"
"Toy007_Mini_Bowling_05","Beşlik","High Five","High Five","5 strikes\nd'affilée !","5 abats\nd'affilée!","High Five","5 strike di fila!","quíntuple","quíntuple","フィフス"
"Toy007_Mini_Bowling_06","Altılı","Six Pack","Six Pack","6 strikes\nd'affilée !","6 abats\nd'affilée!","Six Pack","6 strike di fila!","séxtuple","séxtuple","シックスパック"
"Toy007_Mini_Bowling_07","Şanslı Yedi","Lucky Seven","Lucky Seven","7 strikes\nd'affilée !","7 abats\nd'affilée!","Lucky Seven","7 strike di fila!","séptuple","séptuple","セブンパック"
"Toy007_Mini_Bowling_08","Ahtapot","Octopus","Octopus","8 strikes\nd'affilée !","8 abats\nd'affilée!","Octopus","8 strike di fila!","óctuple","óctuple","エイトパック"
"Toy007_Mini_Bowling_09","Altın Üçleme","Golden Turkey","Golden Turkey","9 strikes\nd'affilée !","9 abats\nd'affilée!","Golden Turkey","9 strike di fila!","nónuplo","nónuplo","ナインインアロー"
"Toy007_Mini_Bowling_10","On Numara","Dime Store","Dime Store","10 strikes\nd'affilée !","10 abats\nd'affilée!","Dime Store","10 strike di fila!","décuplo","décuplo","テンインアロー"
"Toy007_Mini_Bowling_11","Aslar bizde!","Aces Up","Aces Up","11 strikes\nd'affilée !","11 abats\nd'affilée!","Aces Up","11 strike di fila!","undécuplo","undécuplo","イレブンインアロー"
"Toy007_Mini_Bowling_12","Kirli Düzine","Dirty Dozen","Dirty Dozen","Partie parfaite !","Partie parfaite!","Dirty Dozen","Partita perfetta!","duodécuplo","duodécuplo","パーフェクト"
"Toy007_Mini_Bowling_Draw","Berabere","Draw","Draw","Égalité","Égalité","Unentschieden","Pareggio","Empate","Empate","ドロー"
"Toy007_Mini_Bowling_New","Yeni rekor!","New high score!","New high score!","Nouveau record !","Nouveau record!","Neuer Rekord!","Nuovo record!","¡Nuevo récord!","¡Nuevo récord!","ハイスコアこうしん！"
"Toy008_Mini_Penmanship_Start","İmza","Autograph","Autograph","Dédicacer","Dédicacer","Autogramm","Firma","Firmar autógrafo","Firmar","サインする"
"Toy008_Mini_Penmanship_Exit","Çık","Quit","Quit","Quitter","Quitter","Ende","Esci","Salir","Salir","やめる"
"Toy008_Mini_Penmanship_Hi","En İyi Puan:","Best Score:","Best Score:","Record de satisfaction :","Record de satisfaction :","Höchste Zufriedenheit:","Record di soddisfazione:","Récord:","Récord:","ベストまんぞくど"
"Toy008_Mini_Penmanship_Intro01","Hazır mısın? İmza\netkinliğin başlamak\nüzere. Kuyruk kapıdan taşıyor!","Ready? Your signing\nevent's about to begin.\nThe line's out the door!","Ready? Your signing\nevent's about to begin.\nThe line's out the door!","Ça y est, ta séance de\ndédicaces va bientôt\ncommencer ! Tes\nfans sont impatients !","Ça y est, ta séance de\ndédicaces va bientôt\ncommencer! Tes\nfans sont impatients!","Bereit? Die Auto-\ngrammstunde fängt\ngleich an! Die Fans\nstehen Schlange!","La sessione di\nautografi sta per\niniziare: c'è la fila!","¿Todo listo? ¡Está a punto\nde empezar la sesión de\nfirmas, y la cola da\nla vuelta a la manzana!","¿Todo listo? ¡Está a punto\nde empezar la sesión de\nfirmas, y la cola está\nlarguísima!","うい～っす！\nユーの サインかい\nは～じめるぞ～！"
"Toy008_Mini_Penmanship_Intro02","Elin bugün nasıl\nhissediyor? Hadi bir\ndeneme imzası görelim,\nbüyük yıldız.","How's your hand\nfeeling today?\nLet's see a practice\nsignature, big shot.","How's your hand\nfeeling today?\nLet's see a practice\nsignature, big shot.","Alors, ta main est\nprête ? Fais-moi une\npetite signature,\npour voir...","Alors, ta main est\nprête? Fais-moi une\npetite signature,\npour voir...","Wie geht's der Hand,\nalles locker? Dann\nzeig mir mal ein\nProbe-Autogramm!","Hai le mani belle\ncalde? Vediamo\ncome te la cavi con\nuna firma di prova.","¿Cómo tienes\nhoy la mano?\nPractica un poco\ntu firma, anda.","¿Cómo tienes hoy la mano?\nPractica un poco tu firma.","サインは\nちゃんと かける？\nためしに かいてみて"
"Toy008_Mini_Penmanship_Intro03","Muhteşem!\nHayranların görmek\nistediği tam da bu.\nHadi başlayalım!","Gorgeous! That's\nwhat the fans are\nlookin' for. Now\nlet's do this thing!","Gorgeous! That's\nwhat the fans are\nlookin' for. Now\nlet's do this thing!","Ah, superbe ! Tes\nfans vont être ravis.\nAllez, c'est parti !","Ah, superbe! Tes\nfans vont être ravis.\nAllez, c'est parti!","Umwerfend! Genau,\nwas die Fans wollen!\nDann kann's ja\nlosgehen!","Che bella! Ai fan\npiace proprio così.\nDai allora, iniziamo!","¡Fantástico! Esto\nes lo que quieren\nlos fans. ¡Venga,\nvamos allá!","¡Fantástico! Esto es lo\nque quieren los fans.\n¡Empecemos!","ワーオ！\nいいサイン！\nさっそく いくぜ～！"
"Toy008_Mini_Penmanship_Yes","İşte bu.","That's the one.","That's the one.","C'est parfait.","C'est parfait.","Perfekt.","Fatto!","¡Hecho!","¡Hecho!","できた！"
"Toy008_Mini_Penmanship_No","Tam olarak doğru değil.","It's not quite right.","It's not quite right.","Je peux réessayer ?","Je peux réessayer?","Passt noch nicht so ganz.","Voglio riprovare.","No está bien del todo.","No está bien del todo.","かきなおす"
