index,id,en,fr,de,it,es,tr
10,0x06BD291B,#0xCDC673FF#News delivered!#PREVIOUS#,#0xCDC673FF#Rapport effectué !#PREVIOUS#,#0xCDC673FF#Neuigkeiten überbracht!#PREVIOUS#,#0xCDC673FF#Notizie comunicate!#PREVIOUS#,#0xCDC673FF#¡Noticias transmitidas!#PREVIOUS#,#0xCDC673FF#Haber ulaştırıldı!#PREVIOUS#
11,0x07548048,#0xCDC673FF#Swamp found!#PREVIOUS#,#0xCDC673FF#Marécages trouvés !#PREVIOUS#,#0xCDC673FF#Sumpf gefunden!#PREVIOUS#,#0xCDC673FF#Palude trovata!#PREVIOUS#,#0xCDC673FF#¡Ciénaga encontrada!#PREVIOUS#,#0xCDC673FF#Bataklık bulundu!#PREVIOUS#
12,0x07658DF3,Defeat the Eldritch Bear to free King Keltas!,Éliminez l'Ours chimérique pour libérer le roi Keltas !,"Besiege den Elbenbären, um König Keltas zu befreien!",Sconfiggi l'orso mistico per liberare Re Keltas!,¡Derrota al oso mágico para liberar al rey Keltas!,Kral Keltas'ı kurtarmak için Tekinsiz Ayı'yı yen!
13,0x07FBB4B2,Capture the hunters in the Frozen North using Elemental Traps.,Capturez les chasseurs du Grand Nord à l'aide des pièges élémentaires.,Fange die Jäger im gefrorenen Norden mit Elementarfallen.,Cattura i cacciatori nel Nord gelato usando delle trappole elementali.,Captura a los cazadores en el Norte Helado con trampas elementales.,Donmuş Kuzey'deki avcıları Element Tuzaklarıyla yakala.
14,0x0821A00C,#0xCDC673FF#Survivor found!#PREVIOUS#,#0xCDC673FF#Naufragée trouvée !#PREVIOUS#,#0xCDC673FF#Überlebende gefunden!#PREVIOUS#,#0xCDC673FF#Superstite trovata!#PREVIOUS#,#0xCDC673FF#¡Pasajera encontrada!#PREVIOUS#,#0xCDC673FF#Kurtulan bulundu!#PREVIOUS#
15,0x084D951C,#0xCDC673FF#Tome found!#PREVIOUS#,#0xCDC673FF#Manuscrit trouvé !#PREVIOUS#,#0xCDC673FF#Foliant gefunden!#PREVIOUS#,#0xCDC673FF#Tomo trovato!#PREVIOUS#,#0xCDC673FF#¡Libro encontrado!#PREVIOUS#,#0xCDC673FF#Kitap bulundu!#PREVIOUS#
16,0x0854E4EA,Kill the skeleton bandit,Tuer le Brigand squelette,Skelett-Banditen töten,Uccidi lo scheletro bandito,Mata al esqueleto bandido,İskelet haydudu öldür
17,0x08C6EB94,Unlock the door,Déverrouiller la porte,Tor öffnen,Apri la porta,Abre la puerta,Kapının kilidini aç
18,0x08CF7957,Ruinscar of the Sea,Faille de la mer,Ruinennarbe des Meeres,Cicatrice del mare,Ruinabrecha del mar,Denizin Yıkım Yarası
19,0x09089C80,"Remove the wards surrounding the Bloodoak in the Tangled Growth, and then, destroy it.","Désactivez le champ de force protégeant le Chêne-de-sang du Dédale luxuriant, puis détruisez-le.",Entferne die Schutzzauber der Bluteiche im Wucherhain und zerstöre sie.,"Elimina le difese che circondano la quercia sanguinaria nella Selva intrecciata, quindi distruggila.",Elimina el sello encantado que protege al roble sangriento en el Vergel Exuberante y luego destrúyelo.,"Dolaşık Çalılık'taki Kan Meşesi'ni koruyan mühürleri kaldır, ardından ağacı yok et."
20,0x0930DDCD,Take a bunch of damage,Prendre une raclée,Ordentlich Schaden erleiden,Subisci dei danni,Deja que te dañen,Bolca hasar al
21,0x0A6BD4D6,Speak with Celdria,S'adresser à Celdria,Mit Celdria reden,Parla con Celdria,Habla con Celdria,Celdria ile konuş
22,0x0AF98BC6,#0xCDC673FF#James spoken to!#PREVIOUS#,#0xCDC673FF#Parlé à James !#PREVIOUS#,#0xCDC673FF#Mit James gesprochen!#PREVIOUS#,#0xCDC673FF#Hai parlato con James!#PREVIOUS#,#0xCDC673FF#¡Hablaste con James!#PREVIOUS#,#0xCDC673FF#James ile konuşuldu!#PREVIOUS#
23,0x0B157CFF,Secure the knight's treasure.,Mettre en sécurité le trésor du chevalier,Schatz des Königs sicherstellen,Prendi il tesoro del cavaliere,Consigue el tesoro del caballero,Şövalyenin hazinesini güvenceye al.
24,0x0B4902E7,#0xCDC673FF#Shelf examined#PREVIOUS#,#0xCDC673FF#Étagère examinée#PREVIOUS#,#0xCDC673FF#Regal durchsucht!#PREVIOUS#,#0xCDC673FF#Scaffale esaminato#PREVIOUS#,#0xCDC673FF#Estante examinado#PREVIOUS#,#0xCDC673FF#Raf incelendi#PREVIOUS#
25,0x0B70C811,Find somewhere safe in Nexus for the brain-in-a-jar.,Trouvez un endroit sûr à Nexus pour le cerveau dans le bocal.,Finde in Nexus einen sicheren Platz für das Gehirn im Glas.,Trova un luogo sicuro a Nexus per il cervello nel vaso.,Busca algún lugar seguro en Nexus para el cerebro en un frasco.,Kavanozdaki beyin için Nexus'ta güvenli bir yer bul.
26,0x0B7A9002,Defeat the spider queen at her lair in the Forsaken Grove to free Celdria.,Terrassez la Reine araignée dans son repaire au Bosquet oublié afin de libérer Celdria.,"Besiege die Spinnenkönigin in ihrem Nest im verlassenen Hain, um Celdria zu befreien.",Sconfiggi la regina ragno nella sua tana nel Boschetto dimenticato per liberare Celdria.,Derrota a la araña reina en su guarida de la Arboleda Maldita para liberar a Celdria.,Celdria'yı kurtarmak için Terk Edilmiş Koruluk'taki ininde Örümcek Kraliçe'yi yen.
27,0x0BECAC91,Activate the crystal,Activer le cristal,Kristall aktivieren,Attiva il cristallo,Activa el cristal,Kristali etkinleştir
28,0x0C3312C1,Meet up with Fironel at the Portal,Rejoindre Fironelle au portail,Triff dich mit Fironel am Portal,Incontra Fironel al portale,Reúnete con Fironel en el portal,Portal'da Fironel ile buluş
29,0x0C524B08,Recover the spellbooks that have been lost in the Heart of the Void. Return to %Name_Tomekeeper% in Nexus.,"Récupérez les grimoires oubliés dans l'Œil du Néant puis rapportez-les à %Name_Tomekeeper%, à Nexus.",Berge die verschollenen Zauberbücher im Herz des Nichts. Danach kehre zu Foliantenhüter Theodor in Nexus zurück.,Recupera i libri magici che sono stati persi nel Cuore del Vuoto e torna da %Name_Tomekeeper% a Nexus.,Recupera los grimorios que se han perdido en el Corazón del Vacío. Llévaselos a  %Name_Tomekeeper% en Nexus.,Boşluğun Kalbi'nde kaybolan büyü kitaplarını bul. Nexus'taki %Name_Tomekeeper%'a dön.
30,0x0CE2E175,The Tome of Ataraxis,Le grimoire d'Ataraxis,Der Foliant von Ataraxis,Il tomo di Ataraxis,El libro de Ataraxis,Ataraxis’in Kitabı
31,0x0CFFA333,Tomb Raider,Pilleur de tombes,Grabräuber,Saccheggiatori,Saqueador de tumbas,Mezar Yağmacısı
32,0x0D2068BB,Rescue Eckhardt.,Libérer Eckhardt,Eckhardt befreien,Salva Eckhardt.,Rescata a Eckhardt,Eckhardt'ı kurtar.
33,0x0DEFF0BE,Destroy the Runes of Command in the tombs within the Tangled Growth.,Détruisez les Runes de domination dans les tombeaux du Dédale luxuriant.,Zerstöre in den Gräbern des Wucherhains die Runen des Kommandos.,Distruggi le rune del comando nelle tombe nella Selva intrecciata.,Destruye las runas de mando en las tumbas del Vergel Exuberante.,Dolaşık Çalılık'taki mezarlarda bulunan Hükmetme Rünlerini yok et.
34,0x0E0A17BC,Collect Krakenspawn tentacles in the Undersprawl for the Brewmaster in Nexus.,Récupérez des tentacules de Krakenards dans les Profondeurs pour le cuisinier de Nexus.,Besorge dem Braumeister in Nexus in den Tiefenstollen einige Krakenbrut-Tentakel.,Raccogli tentacoli di Krakeniano per il mastro birraio di Nexus.,Obtén los tentáculos del krakeniano en el Bajomundo para el cocinero de Nexus.,Nexus'taki Bira Ustası için Derin Dehlizler'den Krakenli dokunaçları topla.
35,0x0E0B1BD3,Find the crystal hidden by Ataraxis,Trouver le cristal caché par Ataraxis,Von Ataraxis versteckten Kristall finden,Trova il cristallo nascosto da Ataraxis,Encuentra el cristal escondido por Ataraxis,Ataraxis'in sakladığı kristali bul
36,0x0E43825D,#0xCDC673FF#Bridge open!#PREVIOUS#,#0xCDC673FF#Pont ouvert !#PREVIOUS#,#0xCDC673FF#Brücke herbeigerufen!#PREVIOUS#,#0xCDC673FF#Ponte abbassato!#PREVIOUS#,#0xCDC673FF#¡Puente abierto!#PREVIOUS#,#0xCDC673FF#Köprü açıldı!#PREVIOUS#
37,0x0EE1D4F0,#0xCDC673FF#Yellow crystal found!#PREVIOUS#,#0xCDC673FF#Cristal jaune trouvé !#PREVIOUS#,#0xCDC673FF#Gelben Kristall gefunden!#PREVIOUS#,#0xCDC673FF#Cristallo giallo trovato!#PREVIOUS#,#0xCDC673FF#¡Cristal amarillo hallado!#PREVIOUS#,#0xCDC673FF#Sarı kristal bulundu!#PREVIOUS#
38,0x0F4350FD,#0xCDC673FF#Skull examined!#PREVIOUS#,#0xCDC673FF#Crâne examiné !#PREVIOUS#,#0xCDC673FF#Schädel untersucht!#PREVIOUS#,#0xCDC673FF#Teschio esaminato!#PREVIOUS#,#0xCDC673FF#¡Calavera examinada!#PREVIOUS#,#0xCDC673FF#Kafatası incelendi!#PREVIOUS#
39,0x0F8E59D6,#0xCDC673FF#Door opened!#PREVIOUS#,#0xCDC673FF#Porte ouverte !#PREVIOUS#,#0xCDC673FF#Tür geöffnet!#PREVIOUS#,#0xCDC673FF#Porta aperta!#PREVIOUS#,#0xCDC673FF#¡Puerta abierta!#PREVIOUS#,#0xCDC673FF#Kapı açıldı!#PREVIOUS#
40,0x0FD0842A,Solve the geyser puzzle,Résoudre l'énigme des geysers,Geysir-Rätsel lösen,Risolvi l'enigma del geyser,Resuelve el puzle del géiser,Gayzer bulmacasını çöz
41,0x0FD6337F,Royal Rescue,Sauvetage royal,Königliche Rettung,Salvataggio reale,Rescate real,Kraliyeti Kurtarmak
42,0x1023B371,Defeat the Archangel,Éliminer l'Archange,Erzengel besiegen,Sconfiggi l'Arcangelo,Derrota al arcángel,Başmeleği yen
43,0x1050ED0C,#0xCDC673FF#Door unlocked!#PREVIOUS#,#0xCDC673FF#Porte ouverte !#PREVIOUS#,#0xCDC673FF#Tor geöffnet!#PREVIOUS#,#0xCDC673FF#Porta aperta!#PREVIOUS#,#0xCDC673FF#¡Puerta abierta!#PREVIOUS#,#0xCDC673FF#Kapının kilidi açıldı!#PREVIOUS#
44,0x10542EEB,Defeat the Chieftain,Éliminer le Chef,Häuptling besiegen,Sconfiggi il capotribù,Derrota al jefe,Reisi yen
45,0x1055214C,Reward: $XPVALUE XP,Récompense : $XPVALUE EXP,Belohnung: $XPVALUE EP,Ricompensa: $XPVALUE PE,Recompensa: $XPVALUE PX,Ödül: $XPVALUE XP
46,0x10AD7E21,#0xCDC673FF#Medic found!#PREVIOUS#,#0xCDC673FF#Médecin trouvé !#PREVIOUS#,#0xCDC673FF#Medicus gefunden!#PREVIOUS#,#0xCDC673FF#Medico trovato!#PREVIOUS#,#0xCDC673FF#¡Médico encontrado!#PREVIOUS#,#0xCDC673FF#Sıhhiyeci bulundu!#PREVIOUS#
47,0x10B97831,#0xCDC673FF#$VALUE of $COMPLETEDVALUE Relics Obtained#PREVIOUS#,#0xCDC673FF#Reliques : $VALUE sur $COMPLETEDVALUE#PREVIOUS#,#0xCDC673FF#$VALUE von $COMPLETEDVALUE Relikten beschafft#PREVIOUS#,#0xCDC673FF#$VALUE di $COMPLETEDVALUE reliquie ottenute#PREVIOUS#,#0xCDC673FF#$VALUE de $COMPLETEDVALUE reliquias obtenidas#PREVIOUS#,#0xCDC673FF#$VALUE/$COMPLETEDVALUE kalıntı elde edildi#PREVIOUS#
48,0x110721CD,#0xCDC673FF#Map found!#PREVIOUS#,#0xCDC673FF#Carte trouvée !#PREVIOUS#,#0xCDC673FF#Karte gefunden!#PREVIOUS#,#0xCDC673FF#Mappa trovata#PREVIOUS#,#0xCDC673FF#¡Mapa encontrado!#PREVIOUS#,#0xCDC673FF#Harita bulundu!#PREVIOUS#
49,0x1112CFE6,Put the man out of his misery then return with your news to the %Name_DistraughtWife% in Nexus.,Abrégez les souffrances de cet homme puis informez son épouse affolée à Nexus.,Erlöse den Mann von seinem Leid und kehre mit deinen Neuigkeiten zur Verzweifelten Ehefrau nach Nexus zurück.,"Metti fine alle sofferenze dell'uomo, quindi porta la notizia alla %Name_DistraughtWife% a Nexus.",Acaba con el sufrimiento del hombre y llévale las noticias a la esposa preocupada en Nexus.,"Adamın acısına son ver, ardından haberi Nexus'taki %Name_DistraughtWife%'a götür."
50,0x11472D0C,Return with your news to the %Name_HappyWife% in Nexus.,Rapportez ces nouvelles à l'épouse heureuse dans la cité de Nexus.,Kehre mit deinen Neuigkeiten zur Glücklichen Ehefrau nach Nexus zurück.,Torna a riferire le notizie alla %Name_HappyWife% a Nexus.,Llévale las noticias a la esposa feliz en Nexus.,Haberi Nexus'taki %Name_HappyWife%'a götür.
51,0x11AE3D14,Destroy the Krakenspawn Lich,Éliminez la Liche krakenard,Krakenbrut-Lich vernichten,Sconfiggi il Lich dei Krakeniani,Destruye al liche krakeniano,Krakenli Lich'i yok et
52,0x11D77F05,Confront the Goblin Chieftain in the Rimefell!,Confrontez le Chef gobelin au Givremont !,Stelle dich dem Goblin-Häuptling in der Reifpassage!,Affronta il capotribù dei Goblin a Vilbrina!,¡Enfréntate al jefe goblin en Rimefell!,Kırağı Tepesi'nde Goblin Reisiyle yüzleş!
53,0x122A7B83,News of Love Lost,Un amour perdu,Neues von einer verlorenen Liebe,Il perduto amor,Noticias de un amor perdido,Yitirilen Aşkın Haberi
54,0x128B3A53,#0xCDC673FF#Gate Keeper defeated!#PREVIOUS#,#0xCDC673FF#Gardien vaincu !#PREVIOUS#,#0xCDC673FF#Torhüter besiegt!#PREVIOUS#,#0xCDC673FF#Custode sconfitto!#PREVIOUS#,#0xCDC673FF#¡Guardián derrotado!#PREVIOUS#,#0xCDC673FF#Kapı Bekçisi yenildi!#PREVIOUS#
55,0x13285E94,Find the missing survivor,Retrouver la naufragée disparue,Verschwundene Überlebende finden,Trova la superstite scomparsa,Encuentra a la superviviente desaparecida,Kayıp kurtulanı bul
56,0x13C5C3C2,#0xCDC673FF#Lair found!#PREVIOUS#,#0xCDC673FF#Repaire trouvé !#PREVIOUS#,#0xCDC673FF#Nest gefunden!#PREVIOUS#,#0xCDC673FF#Tana trovata!#PREVIOUS#,#0xCDC673FF#¡Guarida encontrada!#PREVIOUS#,#0xCDC673FF#İn bulundu!#PREVIOUS#
57,0x148D19A7,#0xCDC673FF#Keltas found!#PREVIOUS#,#0xCDC673FF#Keltas trouvé!#PREVIOUS#,#0xCDC673FF#Keltas gefunden!#PREVIOUS#,#0xCDC673FF#Keltas trovato!#PREVIOUS#,#0xCDC673FF#¡Keltas encontrado!#PREVIOUS#,#0xCDC673FF#Keltas bulundu!#PREVIOUS#
58,0x14BB4D40,Recover rifle,Récupérer le fusil,Gewehr bergen,Recupera il fucile,Recupera el fusil,Tüfeği geri al
59,0x14E75209,#0xCDC673FF#Demon slain!#PREVIOUS#,#0xCDC673FF#Démon éliminé !#PREVIOUS#,#0xCDC673FF#Dämon besiegt!#PREVIOUS#,#0xCDC673FF#Demone sconfitto!#PREVIOUS#,#0xCDC673FF#¡Demonio derrotado!#PREVIOUS#,#0xCDC673FF#İblis öldürüldü!#PREVIOUS#
60,0x15AD6F9A,Defeat the Gate Keeper,Éliminer le Gardien de la porte,Torhüter besiegen,Sconfiggi il custode,Derrota al guardián de la puerta,Kapı Bekçisini yen
61,0x1640DEFD,#0xCDC673FF#Arrived!#PREVIOUS#,#0xCDC673FF#À destination !#PREVIOUS#,#0xCDC673FF#Angekommen!#PREVIOUS#,#0xCDC673FF#Sei a destinazione!#PREVIOUS#,#0xCDC673FF#¡Has llegado!#PREVIOUS#,#0xCDC673FF#Varıldı!#PREVIOUS#
62,0x1697A272,Find Ingredients,Retrouver les ingrédients,Zutaten finden,Trova gli ingredienti,Encuentra los ingredientes,Malzemeleri bul
63,0x16A2D238,Defeat the wolf,Vaincre le Loup,Wolf besiegen,Sconfiggi il lupo,Derrota al lobo,Kurdu yen
64,0x16CDBAB0,#0xCDC673FF#Wolf slain!#PREVIOUS#,#0xCDC673FF#Loup éliminé !#PREVIOUS#,#0xCDC673FF#Wolf besiegt!#PREVIOUS#,#0xCDC673FF#Lupo ucciso!#PREVIOUS#,#0xCDC673FF#¡Lobo derrotado!#PREVIOUS#,#0xCDC673FF#Kurt öldürüldü!#PREVIOUS#
65,0x170B19BD,Find forest Ruinscar.,Trouver la Faille de Ruin de la forêt,Ruinennarbe des Waldes finden,Trova la Cicatrice della rovina della foresta,Encuentra la ruinabrecha del bosque,Ormandaki Yıkım Yarası'nı bul.
66,0x172FFA4A,$VALUE of $COMPLETEDVALUE turtle meat,Morceaux de Tortue : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Schildkrötenfleisch besorgt,$VALUE di $COMPLETEDVALUE polpa di tartaruga,$VALUE de $COMPLETEDVALUE piezas de carne de tortuga,$VALUE/$COMPLETEDVALUE kaplumbağa eti
67,0x17B1FBF9,$VALUE of $COMPLETEDVALUE Relics Obtained,Reliques obtenues : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Relikten beschafft,$VALUE di $COMPLETEDVALUE reliquie ottenute,$VALUE de $COMPLETEDVALUE reliquias obtenidas,$VALUE/$COMPLETEDVALUE kalıntı elde edildi
68,0x18EE4229,Heart of the Forest,Au cœur de la forêt,Herz des Waldes,Il cuore della foresta,Corazón del bosque,Ormanın Kalbi
69,0x1924CA88,Get conch horn,Récupérer l'embouchoir de la conque,Muschelhorn beschaffen,Prendi il corno di conchiglia,Consigue la caracola,Deniz kabuğu borusunu al
70,0x193C267D,#0xCDC673FF#Water!#PREVIOUS#,#0xCDC673FF#Eau !#PREVIOUS#,#0xCDC673FF#Wasser!#PREVIOUS#,#0xCDC673FF#Acqua!#PREVIOUS#,#0xCDC673FF#¡Agua!#PREVIOUS#,#0xCDC673FF#Su!#PREVIOUS#
71,0x193CEF28,Open the treasure chest.,Ouvrir le coffre au trésor,Öffne die Schatztruhe,Apri lo scrigno del tesoro,Abre el cofre del tesoro,Hazine sandığını aç.
72,0x19423345,#0xCDC673FF#Crystal infused!#PREVIOUS#,#0xCDC673FF#Cristal chargé !#PREVIOUS#,#0xCDC673FF#Kristall aufgeladen!#PREVIOUS#,#0xCDC673FF#Cristallo infuso!#PREVIOUS#,#0xCDC673FF#¡Cristal imbuido!#PREVIOUS#,#0xCDC673FF#Kristal güçlendirildi!#PREVIOUS#
73,0x195A1556,#0xCDC673FF#$VALUE of $COMPLETEDVALUE crab legs#PREVIOUS#,#0xCDC673FF#Pattes : $VALUE sur $COMPLETEDVALUE#PREVIOUS#,#0xCDC673FF#$VALUE von $COMPLETEDVALUE Beinen besorgt#PREVIOUS#,#0xCDC673FF#$VALUE di $COMPLETEDVALUE chele di granchio#PREVIOUS#,#0xCDC673FF#$VALUE de $COMPLETEDVALUE patas#PREVIOUS#,#0xCDC673FF#$VALUE/$COMPLETEDVALUE yengeç bacağı#PREVIOUS#
74,0x19AB4348,Find a way out,Trouver une sortie,Ausweg finden,Trova una via d'uscita,Encuentra una salida,Bir çıkış yolu bul
75,0x19CBF303,#0xCDC673FF#Data delivered!#PREVIOUS#,#0xCDC673FF#Résultats apportés !#PREVIOUS#,#0xCDC673FF#Daten überbracht!#PREVIOUS#,#0xCDC673FF#Dati consegnati!#PREVIOUS#,#0xCDC673FF#¡Datos entregados!#PREVIOUS#,#0xCDC673FF#Veriler teslim edildi!#PREVIOUS#
76,0x1A0167F1,#0xCDC673FF#Heirloom secured!#PREVIOUS#,#0xCDC673FF#Héritage en sécurité !#PREVIOUS#,#0xCDC673FF#Erbstück gesichert!#PREVIOUS#,#0xCDC673FF#Cimelio recuperato!#PREVIOUS#,#0xCDC673FF#¡Anillo obtenido!#PREVIOUS#,#0xCDC673FF#Aile mirası güvenceye alındı!#PREVIOUS#
77,0x1A05FA57,In Defense of Nexus,Pour Nexus,Verteidigung von Nexus,In difesa di Nexus,En defensa de Nexus,Nexus'u Savunmak
78,0x1A27F45D,A Last Goodbye,Derniers adieux,Ein letzter Abschied,L'ultimo addio,Un último adiós,Son Bir Veda
79,0x1A488852,#0xCDC673FF#Arrived!#PREVIOUS#,#0xCDC673FF#À destination !#PREVIOUS#,#0xCDC673FF#Angekommen!#PREVIOUS#,#0xCDC673FF#Sei a destinazione!#PREVIOUS#,#0xCDC673FF#¡Has llegado!#PREVIOUS#,#0xCDC673FF#Varıldı!#PREVIOUS#
80,0x1A801897,#0xCDC673FF#Wards disabled!#PREVIOUS#,#0xCDC673FF#Champs de force désactivés !#PREVIOUS#,#0xCDC673FF#Vorrichtungen deaktiviert!#PREVIOUS#,#0xCDC673FF#Difese disattivate!#PREVIOUS#,#0xCDC673FF#¡Sellos desactivados!#PREVIOUS#,#0xCDC673FF#Mühürler etkisizleştirildi!#PREVIOUS#
81,0x1A92EE89,Of course.,Bien sûr.,Natürlich.,Ma certo.,Por supuesto.,Elbette.
82,0x1B0635B5,Return the ore,Rapporter le minerai,Erz zurückbringen,Consegna il minerale,Devuelve el mineral,Cevheri geri götür
83,0x1B5162B5,Ataraxis' Workshop,Laboratoire d'Ataraxis,Ataraxis' Werkstatt,Laboratorio di Ataraxis,Taller de Ataraxis,Ataraxis'in Atölyesi
84,0x1C18EC95,A Family Matter,Affaire de famille,Eine Familienangelegenheit,Una questione di famiglia,Un asunto de familia,Aile Meselesi
85,0x1C1FD839,Follow the Elders' instructions to forge a mighty weapon.,Suivez les instructions de l'Ancien pour forger une arme surpuissante.,"Befolge die Anweisungen des Ältesten, um eine mächtige Waffe zu schmieden.",Segui le istruzioni degli antichi per forgiare un'arma possente.,Sigue las instrucciones de los ancianos para forjar un arma poderosa.,Güçlü bir silah dövmek için Kadimlerin talimatlarını izle.
86,0x1C20E53C,#0xCDC673FF#James is alive!#PREVIOUS#,#0xCDC673FF#James est vivant !#PREVIOUS#,#0xCDC673FF#James lebt!#PREVIOUS#,#0xCDC673FF#James è vivo!#PREVIOUS#,#0xCDC673FF#¡James vive!#PREVIOUS#,#0xCDC673FF#James yaşıyor!#PREVIOUS#
87,0x1C36210F,$VALUE of $COMPLETEDVALUE scientists helped.,Scientifiques aidés : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Wissenschaftlern geholfen,$VALUE di $COMPLETEDVALUE scienziati aiutati,$VALUE de $COMPLETEDVALUE científicos ayudados,$VALUE/$COMPLETEDVALUE bilim insanına yardım edildi.
88,0x1C780E73,Deliver the news,Apporter les nouvelles,Nachrichten überbringen,Porta la notizia,Lleva las noticias,Haberi ulaştır
89,0x1CBFA761,#0xCDC673FF#Arrived!#PREVIOUS#,#0xCDC673FF#À destination !#PREVIOUS#,#0xCDC673FF#Angekommen!#PREVIOUS#,#0xCDC673FF#Sei a destinazione!#PREVIOUS#,#0xCDC673FF#¡Has llegado!#PREVIOUS#,#0xCDC673FF#Varıldı!#PREVIOUS#
90,0x1D9C457D,Summon the Hippode,Faire apparaître l'Hippode,Ruf den Hippoden,Richiama l'ippodonte,Invoca al hippode,Hippode'u çağır
91,0x1DFD2228,#0xCDC673FF#1st key found!#PREVIOUS#,#0xCDC673FF#1ère clef trouvée !#PREVIOUS#,#0xCDC673FF#1. Schlüssel gefunden!#PREVIOUS#,#0xCDC673FF#Prima chiave trovata!#PREVIOUS#,#0xCDC673FF#¡Primera llave!#PREVIOUS#,#0xCDC673FF#1. anahtar bulundu!#PREVIOUS#
92,0x1EB67EE8,#0xCDC673FF#Adrian found!#PREVIOUS#,#0xCDC673FF#Adrian trouvé !#PREVIOUS#,#0xCDC673FF#Adrian gefunden!#PREVIOUS#,#0xCDC673FF#Hai trovato Adrian!#PREVIOUS#,#0xCDC673FF#¡Adrian encontrado!#PREVIOUS#,#0xCDC673FF#Adrian bulundu!#PREVIOUS#
93,0x1EDEED71,Finish Him!,Finissons-en !,Töte ihn!,Finiscilo!,¡Acaba con él!,İşini Bitir!
94,0x1EF7B6FD,Amber Alert,Cœurs de pierre,Bernsteinalarm,Caccia all'ambra,Alerta ámbar,Kehribar Alarmı
95,0x1F5A16A1,Find red crystal,Trouver le cristal rouge,Roten Kristall finden,Trova il cristallo rosso,Busca el cristal rojo,Kırmızı kristali bul
96,0x1F629A86,$VALUE of $COMPLETEDVALUE weapons destroyed,Armes détruites : $VALUE sur $COMPLETEDVALUE,$VALUE von $COMPLETEDVALUE Waffen zerstört,$VALUE di $COMPLETEDVALUE armi distrutte,$VALUE de $COMPLETEDVALUE armas destruidas,$VALUE/$COMPLETEDVALUE silah yok edildi
97,0x207D25CB,Shark Attack,Attaque de requin,Haiangriff,Attacco dello squalo,Ataque de tiburón,Köpekbalığı Saldırısı
