index,key,F,G,I,S,U,TR
37,MID_H_MENU_お任せAI_追従,Rester près de Chrom mais à distance des ennemis.,Außer Feindesreichweite bei Chrom bleiben.,Resta vicino a Chrom ma a distanza dal nemico.,"Quedarse junto a Chrom, lejos del enemigo.",Stay near Chrom but out of enemy range.,"Chrom'a yakın, düşman menzili dışında kal."
38,MID_MENU_お任せAI_個別,Perso,Eigene,Unità,Pers.,Custom,Özel
39,MID_MENU_お任せAI_個別タイトル,Personnalisée,Eigene,Personalizzata,Pers.,Custom,Özel
40,MID_H_MENU_お任せAI_個別,Paramétrer les tactiques auto de chaque unité.,Eigene Auto-Kampftaktiken für jede Einheit festlegen.,Scegli le tattiche di battaglia per ogni unità.,Elegir una táctica automática para cada unidad.,Set custom auto-battle tactics for each unit.,Her birime özel oto-savaş taktiği ayarla.
41,MID_MENU_終了,Fin,Ende,Fine,Fin,End,Turu Bitir
42,MID_H_MENU_終了,Terminer votre tour et passer à la phase ennemis.,Spielerphase beenden. Der Gegner ist dann am Zug.,Concludi la fase. Poi toccherà al nemico.,Acabar tu turno para que comience el enemigo.,End your turn. The enemy will move next.,Turunu bitir. Sırada düşman var.
43,MID_MENU_ターン終了確認,Terminer votre tour ?,Spielerphase beenden?,Vuoi concludere la tua fase?,¿Quieres acabar tu turno?,End your turn?,Tur bitirilsin mi?
44,MID_MENU_未行動,Reste,Übrig,Liberi,Disp.,Left,Kalan
45,MID_MAINMENU_メインメニュー,Menu principal,Hauptmenü,Menu principale,Menú principal,Main Menu,Ana Menü
46,MID_MAINMENU_最初から始める,Nouvelle partie,Neues Spiel,Nuova partita,Nueva partida,New Game,Yeni Oyun
47,MID_MAINMENU_最初から始める_ヘルプ,Commencer le jeu depuis le début.,Das Spiel neu beginnen.,Inizia il gioco dal principio.,Empezar el juego desde el principio.,Start the game from the beginning.,Oyunu en baştan başlat.
48,MID_MAINMENU_続きから始める,Continuer,Fortsetzen,Partite salvate,Continuar,Continue,Devam et
49,MID_MAINMENU_続きから始める_ヘルプ,Charger une sauvegarde.,Von einer Speicherdatei fortsetzen.,Continua da un file di salvataggio.,Continuar una partida guardada.,Continue from a save file.,Bir kayıt dosyasından devam et.
50,MID_MAINMENU_続きから始める_内部ヘルプ,Sélectionnez un fichier à charger.,"Eine Speicherdatei wählen, um sie zu laden.",Seleziona un file di salvataggio.,Elige qué partida quieres cargar.,Select a save file to load.,Yüklenecek kayıt dosyasını seç.
51,MID_MAINMENU_続きから始める_どこでも内部ヘルプ,Sélectionnez une bataille à charger.,"Eine Kampfdatei wählen, um sie zu laden.",Seleziona una battaglia salvata da caricare.,Elige qué batalla quieres cargar.,Select a battle save to load.,Yüklenecek savaş kaydını seç.
52,MID_MAINMENU_中断から再開する,Signet,Lesezeichen,Segnalibro,Reanudar batalla,Bookmark,Ara Kayıt
53,MID_MAINMENU_中断から再開する_ヘルプ,Charger votre dernier signet.,Von deinem letzten Lesezeichen aus fortsetzen.,Continua dal tuo ultimo segnalibro.,Reanudar la partida desde donde la dejaste.,Continue from your last bookmark.,Son ara kaydından devam et.
54,MID_MAINMENU_中断から再開する_内部ヘルプ,Vous reprendrez la partie depuis ce signet.,Du wirst von diesem Lesezeichen aus fortsetzen.,Riprenderai la partita da questo segnalibro.,Se va a reanudar esta partida.,You will continue from this bookmark.,Bu ara kayıttan devam edeceksin.
55,MID_MAINMENU_章セーブから始める,Continuer,Fortsetzen,Partite salvate,Continuar,Continue,Devam et
56,MID_MAINMENU_どこでもセーブから始める,Continuer,Fortsetzen,Partite salvate,Continuar,Continue,Devam et
57,MID_MAINMENU_セーブ,Sauvegarder,Speichern,Salva,Guardar,Save,Kaydet
58,MID_MAINMENU_コピー_ヘルプ,Copier un fichier de sauvegarde.,Eine Speicherdatei kopieren.,Copia un file di salvataggio.,Copiar datos.,Copy a save file.,Bir kayıt dosyasını kopyala.
59,MID_MAINMENU_コピー_内部ヘルプ先,Choisissez où copier le fichier.,"Wähle, wohin du die Datei kopieren möchtest.",Seleziona lo slot nel quale copiare il file.,Elige dónde quieres copiar los datos.,Select where to copy the file.,Dosyanın nereye kopyalanacağını seç.
60,MID_MAINMENU_コピー_内部ヘルプ元,Choisissez le fichier à copier.,Wähle die zu kopierende Speicherdatei.,Seleziona il file da copiare.,Elige qué datos quieres copiar.,Select the file to copy.,Kopyalanacak dosyayı seç.
61,MID_MAINMENU_削除_ヘルプ,Effacer un fichier de sauvegarde.,Eine Speicherdatei löschen.,Cancella un file di salvataggio.,Borrar datos.,Delete a save file.,Bir kayıt dosyasını sil.
62,MID_MAINMENU_削除_内部ヘルプ,Choisissez le fichier à effacer.,Wähle die zu löschende Speicherdatei.,Seleziona il file da cancellare.,Elige qué datos quieres borrar.,Select the file to delete.,Silinecek dosyayı seç.
63,MID_MAINMENU_エクストラ_ヘルプ,Accéder à divers contenus et options.,Weitere Optionen und Inhalte.,Accedi ad altri contenuti e opzioni.,Acceder a otro contenido.,View options and additional content.,Seçenekleri ve ek içeriği görüntüle.
64,MID_MAINMENU_章セーブをコピーする,Copier,Kopieren,Copia,Copiar,Copy,Kopyala
65,MID_MAINMENU_どこでもセーブをコピーする,Copier,Kopieren,Copia,Copiar,Copy,Kopyala
66,MID_MAINMENU_章セーブを消す,Supprimer,Löschen,Cancella,Borrar,Delete,Sil
67,MID_MAINMENU_どこでもセーブを消す,Supprimer,Löschen,Cancella,Borrar,Delete,Sil
68,MID_MAINMENU_ターン,TOUR,ZUG,TURNO,Turno,TURN,Tur
69,MID_最初から_タイトル,Difficulté,Schwierigkeit,Difficoltà,Dificultad,Difficulty,Zorluk
70,MID_モード選択_タイトル,Mode de jeu,Spielmodus,Modalità,Modo de juego,Game Mode,Oyun Modu
71,MID_ゲームレベル_ノーマル, Joueurs débutants.,Für Anfänger der Serie.,Per i neofiti della serie.,Para principiantes., For series beginners., Seriye yeni başlayanlar için.
72,MID_ゲームレベル_ハード, Joueurs habitués.,Für erfahrene Spieler.,Per giocatori pratici.,Para expertos., For experienced players., Deneyimli oyuncular için.
73,MID_ゲームレベル_ルナティック, Joueurs expérimentés.,Für Experten.,Per giocatori esperti.,Para los más avezados., For expert players., Uzman oyuncular için.
74,MID_ゲームレベル_ルナティックプラス, Experts de Fire Emblem.,Für Fire Emblem-Meister.,Per specialisti.,Para maestros de la saga., For Fire Emblem masters., Fire Emblem ustaları için.
75,MID_ゲームレベル_クラシック,Les unités perdues le sont définitivement.,Einheiten sind für immer verloren.,I caduti non ritornano. Valuta ogni mossa.,Las unidades caídas no vuelven. ¡Piénsatelo!,Units are lost forever. Each decision counts.,Düşen birimler geri dönmez. Her karar önemlidir.
76,MID_ゲームレベル_カジュアル,Les unités perdues reviennent.,Gefallene Einheiten kehren zurück.,I caduti ritornano. Salva quando vuoi.,Los caídos vuelven. Guarda donde quieras.,Fallen units return. You can save anywhere.,Düşen birimler geri döner. Her yerde kaydedebilirsin.
77,MID_ゲームレベルH_モード選択,Nouvelle partie,Neues Spiel,Nuova partita,Nueva partida,New Game,Yeni Oyun
78,MID_ゲームレベル_ヘルプ,Choisissez un niveau de difficulté.,Wähle einen Schwierigkeitsgrad.,Seleziona un livello di difficoltà.,Elige un nivel de dificultad.,Select a difficulty level.,Bir zorluk seviyesi seç.
79,MID_モード選択_ヘルプ,Choisissez un mode de jeu.,Wähle einen Spielmodus.,Seleziona una modalità di gioco.,Elige un modo de juego.,Select a game mode.,Bir oyun modu seç.
80,MID_エクストラ,Extras,Extras,Extra,Extras,Extras,Ekstra
81,MID_エクストラ_表示名_マーク男,Linfan (M),Linfan (m),Linfan,Linfan (M),Morgan (M),Morgan (M)
82,MID_エクストラ_表示名_マーク女,Linfan (F),Linfan (w),Linfan,Linfan (F),Morgan (F),Morgan (F)
83,MID_エクストラ_ムービー回想,Vidéos,Medien,Video,Vídeos,Theatre,Video Galerisi
84,MID_エクストラ_ユニットビューアー,Galerie,Einheiten-Galerie,Galleria unità,Galería,Unit Gallery,Birim Galerisi
85,MID_エクストラ_支援会話,Conversations,Unterstützungen,Sostegno,Conversar,Support Log,Destek Günlüğü
86,MID_エクストラ_支援関係タイトル,Relations,Beziehungen,Relazioni,Relaciones,Relationships,İlişkiler
87,MID_エクストラ_支援会話_内部ヘルプ元,Choisissez un personnage.,Wähle einen Charakter.,Seleziona un personaggio.,Elige un personaje.,Select a character.,Bir karakter seç.
88,MID_エクストラ_支援会話_内部ヘルプ先,Choisissez son interlocuteur.,Wähle einen Gesprächspartner.,Seleziona un'unità con la quale conversare.,¿Con quién va a conversar?,Select a conversation partner.,Bir konuşma ortağı seç.
89,MID_エクストラ_データ初期化,Effacer données,Daten löschen,Cancella dati,Eliminar datos,Wipe Data,Verileri Sil
90,MID_エクストラ_ムービー回想_ヘルプ,Revoir les scènes vidéo.,Filmszenen noch mal ansehen.,Guarda le sequenze animate.,Ver las escenas de vídeo.,Rewatch movie scenes.,Film sahnelerini tekrar izle.
91,MID_エクストラ_ムービー回想_内部ヘルプ,Choisissez la scène à visionner.,"Wähle den Film, den du ansehen möchtest.",Seleziona una sequenza animata.,Elige qué vídeo quieres ver.,Select a movie to watch.,İzlenecek filmi seç.
92,MID_エクストラ_ユニットビューアー_ヘルプ,Afficher des renseignements sur vos unités.,Schaue dir deine Einheiten aus der Nähe an.,Guarda le tue unità da vicino.,Observar de cerca a las unidades.,Get a close-up look at your units.,Birimlerinize yakından bak.
93,MID_エクストラ_支援会話_ヘルプ,Afficher les conversations de soutien passées.,Sieh dir frühere Unterstützungsgespräche an.,Rivedi le conversazioni di sostegno sbloccate.,Ver las conversaciones desbloqueadas.,View past support conversations.,Geçmiş destek konuşmalarını görüntüle.
94,MID_エクストラ_UV_キャラクター変更,Personnage,Charakter,Personaggio,Personaje,Character,Karakter
95,MID_エクストラ_UV_背景変更,Image de fond,Hintergrund,Sfondo,Fondo,Backdrop,Arka plan
96,MID_エクストラ_UV_サウンド変更,Bande son,Musik,Brano musicale,Banda sonora,Soundtrack,Müzik
97,MID_エクストラ_UV_見渡す,Voir,Ansicht,Visualizza,Ver,View,Görüntüle
98,MID_エクストラ_UV_選択項目省略記号,...,...,...,...,...,...
99,MID_エクストラ_UV_キャラクタ選択ヘルプ,Choisissez le personnage à afficher.,"Wähle einen Charakter, um ihn zu betrachten.",Seleziona un personaggio da visualizzare.,Elige qué personaje quieres ver.,Select a character to view.,Görüntülenecek karakteri seç.
100,MID_エクストラ_UV_音楽選択ヘルプ,Choisissez la bande son à jouer.,"Wähle einen Titel aus, um ihn abzuspielen.",Seleziona un brano musicale.,Elige qué melodía quieres reproducir.,Select a track to play.,Çalınacak parçayı seç.
101,MID_エクストラ_UV_背景選択ヘルプ,Choisissez l'image de fond à afficher.,Wähle einen Hintergrund aus.,Seleziona uno sfondo.,Elige un fondo.,Select a backdrop.,Bir arka plan seç.
102,MID_エクストラ_UV_背景待ちヘルプ,Chargement de l'image de fond en cours...,Hintergrund laden...,Caricamento sfondo...,Cargando fondo...,Loading backdrop...,Arka plan yükleniyor...
103,MID_エクストラ_UV_下バー,Galerie,Einheiten-Galerie,Galleria unità,Galería,Unit Gallery,Birim Galerisi
104,MID_エクストラ_UV_下メニュー題名,Visionnage en cours,Aktuelle Ansicht,Stai guardando,Estás viendo a,Now Viewing,Şimdi Görüntüleniyor
105,MID_エクストラ_UV_下キャラクタ題名,Personnage,Charakter,Personaggio,Personaje,Character,Karakter
106,MID_エクストラ_UV_下サウンド題名,Bande son,Musik,Brano musicale,Banda sonora,Soundtrack,Müzik
107,MID_エクストラ_UV_下背景題名,Image de fond,Hintergrund,Sfondo,Fondo,Backdrop,Arka plan
108,MID_エクストラ_UV_アクションボタン名称,Action,Aktion,Azione,Acción,Action,Aksiyon
109,MID_エクストラ_UV_変身ボタン名称,Transformation,Verwandeln,Trasforma,Transformar,Transform,Dönüştür
110,MID_エクストラ_UV_カメラ操作名称,Caméra,Kamera,Visuale,Cámara,Camera,Kamera
111,MID_エクストラ_UV_アイコンボタン区切り,/,/,/,/,/,/
112,MID_エクストラ_相性占い,Visions de Baba,Rasputamus,Affinità,Abuelo Picaruelo,Hubba Tester,Hubba Testi
113,MID_エクストラ_相性占い_ヘルプ,Permet d'estimer la compatibilité de vos unités.,"Prüfe, wie deine Einheiten zueinander stehen.",Laidus valuterà la compatibilità delle tue unità.,Evalúa la compatibilidad de tus unidades.,Let Old Hubba gauge your units' compatibility.,İhtiyar Hubba birimlerinin uyumunu ölçsün.
114,MID_エクストラ_相性占い_ロードヘルプ,Choisissez le fichier de sauvegarde à utiliser.,Wähle die zu verwendende Speicherdatei.,Seleziona il file di salvataggio da caricare.,Elige qué datos quieres usar.,Select the save file to use.,Kullanılacak kayıt dosyasını seç.
115,MID_エクストラ_データ初期化_ヘルプ,Supprimer toutes les données.,Alle Daten löschen.,Cancella tutti i dati.,Borrar todos los datos.,Delete all data.,Tüm verileri sil.
116,MID_エクストラ_データ初期化_確認,Supprimer toutes vos données ?,Möchtest du alle Daten löschen?,Vuoi cancellare tutti i tuoi dati?,¿Quieres borrar todos los datos?,Delete all of your data?,Tüm verileriniz silinsin mi?
117,MID_エクストラ_データ初期化_再確認,Vos données seront perdues. OK ?,Alle Daten löschen! Bist du sicher?,I dati saranno cancellati. Procedi?,Perderás todos los datos. ¿Seguir?,All data will be lost. Are you sure?,Tüm veriler kaybolacak. Emin misin?
118,MID_エクストラ_データ初期化_終了,Toutes vos données ont été supprimées.,Alle Daten wurden gelöscht.,Tutti i dati sono stati cancellati.,Se han borrado todos los datos.,All data has been deleted.,Tüm veriler silindi.
119,MID_ゲームオーバー_続き確認_1行目,,,Vuoi caricare un,,,
120,MID_ゲームオーバー_続き確認_2行目,Charger un fichier ?,Speicherdatei laden?,file di salvataggio?,¿Quieres cargar un archivo?,Load a save file?,Bir kayıt dosyası yüklensin mi?
121,MID_セーブデータ_データ無し,PAS DE DONNÉES,KEINE DATEN,VUOTO,No hay datos,NO DATA,VERİ YOK
122,MID_セーブデータ_名前不明,――,--,――,(...),――,――
123,MID_次章セーブ_休憩メッセージ,"Faites une pause de
temps en temps !","Mach ab und
zu eine Pause!","Fai una pausa di
tanto in tanto.","¡No olvides
hacer pausas!","Remember to
take breaks!","Mola
vermeyi unutmayın!"
124,MID_MENU_制圧,Prendre,Besetzen,Conquista,Tomar,Seize,Ele geçir
125,MID_H_MENU_制圧,"Mettre fin à la bataille en prenant
le contrôle de cette position-clé.","Beende die Schlacht, indem du
diesen entscheidenden Ort besetzt.","Concludi la battaglia
conquistando questa posizione.","Tomar esta posición para
terminar la batalla.","End the battle by securing
this vital position.","Bu önemli konumu ele geçirerek
savaşı bitir."
126,MID_MENU_制圧確認,Mettre fin à cette bataille ?,Dieses Kapitel abschließen?,Vuoi concludere questa battaglia?,¿Quieres terminar esta fase?,Are you ready to finish this stage?,Bu aşamayı bitirmeye hazır mısın?
127,MID_MENU_会話,Parler,Reden,Parla,Hablar,Talk,Konuş
128,MID_H_MENU_会話,Parler à une unité adjacente.,Mit einer benachbarten Einheit reden.,Parla con un'unità adiacente.,Hablar con una unidad adyacente.,Talk to an adjacent unit.,Bitişikteki bir birimle konuş.
129,MID_MENU_攻撃,Attaquer,Angreifen,Attacca,Atacar,Attack,Saldır
130,MID_H_MENU_攻撃,Attaquer un ennemi.,Greife einen Gegner an.,Attacca un nemico.,Atacar a un enemigo.,Attack an enemy.,Bir düşmana saldır.
131,MID_MENU_杖,Bâton,Stab,Bastone,Bastón,Staff,Asa
132,MID_H_MENU_杖,Utiliser le bâton de votre choix.,Verwende einen Stab deiner Wahl.,Usa uno dei bastoni disponibili.,Utilizar un bastón.,Use a staff of your choice.,Seçtiğin asayı kullan.
133,MID_MENU_特殊杖確認,$aUtiliser $a0 ?,$a$a0 verwenden?,$aVuoi usare $a0?,$a¿Quieres usar $a0?,$aUse $a0?,$a$a0 kullanılsın mı?
134,MID_MENU_訪問,Visiter,Besuch,Visita,Visitar,Visit,Ziyaret et
135,MID_H_MENU_訪問,Visiter ce village.,Dieses Dorf besuchen.,Visita il borgo o l'edificio.,Visitar este pueblo.,Visit this village.,Bu köyü ziyaret et.
136,MID_MENU_扉,Porte,Tür,Porta,Puerta,Door,Kapı
137,MID_H_MENU_扉,Ouvrir cette porte pour faire passer vos unités.,Tür öffnen und für Einheiten passierbar machen.,Apri la porta per far passare le tue unità.,Abrir la puerta para pasar al otro lado.,Open the door to allow passage.,Geçiş sağlamak için kapıyı aç.
138,MID_MENU_宝箱,Coffre,Truhe,Cassa,Cofre,Chest,Sandık
139,MID_H_MENU_宝箱,"Ouvrir ce coffre et récupérer
ce qu'il contient.","Truhe öffnen und Inhalt
erhalten.","Apri la cassa e impossessati
del contenuto.","Abrir este cofre y coger
lo que contiene.","Open the treasure chest
and take its contents.","Hazine sandığını aç
ve içindekileri al."
140,MID_MENU_踊る,Danser,Tanzen,Danza,Bailar,Dance,Dans
141,MID_H_MENU_踊る,Motiver une unité alliée adjacente à agir encore.,Lasse einen benachb. Verbündeten erneut ziehen.,Incita un'unità adiacente ad agire di nuovo.,Animar a una unidad. Volverá a moverse.,Inspire an adjacent ally to act again.,Bitişik müttefiği yeniden harekete geçir.
142,MID_MENU_持ち物,Objets,Items,Strumenti,Objetos,Items,Eşyalar
143,MID_H_MENU_持ち物,"Utiliser, jeter ou gérer des objets.",Item verwenden oder wegwerfen.,Attiva o elimina strumenti.,Usar o desechar objetos.,Use or discard items.,Eşyaları kullan veya at.
144,MID_MENU_交換,Échange,Tauschen,Scambia,Interc.,Trade,Takas
145,MID_H_MENU_交換,Échanger des objets avec une unité adjacente.,Items mit einer benachbarten Einheit tauschen.,Scambia strumenti con un'unità adiacente.,Intercambiar objetos con una unidad adyacente.,Trade items with an adjacent unit.,Bitişikteki bir birimle eşya takas et.
146,MID_MENU_輸送隊,Convoi,Vorrat,Rifornimenti,Carro,Convoy,Konvoy
147,MID_H_MENU_輸送隊,Échanger des objets avec le convoi.,Items mit dem Vorrat tauschen.,Invia o preleva strumenti dai rifornimenti.,Coger objetos del carro o depositarlos en él.,Trade items with the convoy.,Konvoyla eşya ticareti yap.
148,MID_MENU_共闘,Duo,Kombi,Duo,Agrupar,Pair Up,Eşleş
149,MID_H_MENU_共闘,"Entrer dans la même case qu'un
allié pour augmenter ses carac.","Zwei Einheiten auf demselben
Feld erhöhen ihre Werte.","Muovi sullo spazio occupato da
un'altra unità per rafforzarla.","Entrar en la misma casilla que
un aliado para fortalecerlo.","Enter the same space as an ally
to boost that ally's stats.","Bir müttefikle aynı kareye girerek
istatistiklerini yükselt."
150,MID_MENU_交代,Permuter,Wechseln,Cambia,Relevar,Switch,Değiştir
151,MID_H_MENU_交代,Inverser les rôles des deux unités d'un duo.,Positionen der kombinierten Einheiten wechseln.,Inverti la posizione delle unità del duo.,Intercambiar las posiciones de una pareja.,Have the paired units switch positions.,Eşli birimlerin yerlerini değiştir.
152,MID_MENU_人交換,Transférer,Tausch,Trasferisci,Transferir,Transfer,Aktar
153,MID_H_MENU_人交換,Passer l'unité arrière à une autre unité alliée.,Kombi: Hintere Einheit übergeben.,Passa l'unità arretrata del duo a un'altra unità.,Transferir la unidad de apoyo a otra unidad.,Pass a paired rear unit to another unit.,Eşli arka birimi başka bir birime aktar.
154,MID_MENU_降ろす,Séparer,Trennen,Separa,Separar,Separate,Ayır
155,MID_H_MENU_降ろす,"Séparer le duo : l'unité arrière
se place sur une case adjacente.","Kombi: Hintere Einheit auf
angrenzendes Feld bewegen.","Dividi le unità e muovi quella
arretrata su uno spazio vicino.","Separar una pareja. La unidad de
apoyo pasa a una casilla aneja.","Split the two units and move the
rear unit to an adjacent space.","İki birimi ayır ve arka
birimi bitişik bir alana taşı."
156,MID_MENU_応援,Rallier,Sammeln,Anima,Potenciar,Rally,Teşvik
157,MID_H_MENU_応援,Augmenter les carac. des alliés à proximité.,Erhöhe die Werte naher Verbündeter.,Incrementa i parametri degli alleati adiacenti.,Mejorar el estado de los aliados cercanos.,Boost the stats of nearby allies.,Yakındaki müttefiklerin değerlerini artır.
158,MID_MENU_待機,Attendre,Warten,Attendi,Esperar,Wait,Bekle
159,MID_H_MENU_待機,Mettre fin au tour de l'unité.,Den Zug dieser Einheit beenden.,Termina il turno di quest'unità.,Terminar el turno de esta unidad.,End this unit's turn.,Bu birimin sırasını sonlandır.
160,MID_MENU_持ち物_装備,Équiper,Ausrüst.,Attiva,Equipar,Equip,Donat
161,MID_H_MENU_持ち物_装備,Assigner cet objet en tant qu'arme.,Dieses Item als Waffe verwenden.,Usa quest'arma con questa unità.,Equipar a la unidad con esta arma.,Use this item as the unit's attack weapon.,Bu eşyayı birimin saldırı silahı yap.
162,MID_MENU_持ち物_外す,Enlever,Entf.,Disat.,Quitar,Remove,Çıkar
163,MID_H_MENU_持ち物_外す,Arrêter d'utiliser une arme ou un tome équipé.,Ausger. Waffe oder Buch nicht mehr verwenden.,Smetti di utilizzare quest'arma con quest'unità.,Despojar a la unidad del arma equipada.,Stop using an equipped weapon or tome.,Takılı silahı ya da kitabı bırak.
164,MID_MENU_持ち物_並替え,Ranger,Sortieren,Su,Ordenar,Reorder,Yeniden sırala
165,MID_H_MENU_持ち物_並替え,Trier la liste d'objets.,Reihenfolge der Itemliste ändern.,Ordina la lista degli strumenti.,Cambiar el orden de la lista de objetos.,Change the item-list order.,Öge listesinin sırasını değiştir.
166,MID_MENU_持ち物_使う,Utiliser,Verw.,Usa,Usar,Use,Kullan
167,MID_H_MENU_持ち物_使う,"Utiliser l'objet sélectionné. Cela
inclut aussi certaines armes.","Item verwenden. Einige Waffen
können auch verwendet werden.","Usa lo strumento.
Puoi usare anche alcune armi.","Usar el objeto. Ciertas armas
pueden usarse como objetos.","Use the selected item. Some
weapons can be used as items.","Seçilen ögeyi kullan. Bazı
silahlar eşya olarak kullanılabilir."
