index,key,F,G,I,S,U,TR
27,MID_占_愛_22,Tendresse infinie,will turteln mit,Come piccioncini,pasaría la vida con,Lovey dovey,Aşırı romantik
28,MID_占_愛_23,Amour possessif,ist besessen von,Amore possessivo,no se apartaría de,Possessive,Sahiplenici
29,MID_占_愛_24,Tendres égards,sucht die Nähe von,Terrebbe per mano,cogería la mano de,Would hold hands,El ele tutuşmak istiyor
30,MID_占_愛_25,Hormones en folie,wird nervös bei,Feromoni a mille,se extasía con,Lost in pheromones,Feromonlara kapılmış
31,MID_占_愛_26,Sujétion totale,ist entzückt von,Un amore infuocato,le cautiva,Loins afire,Tutkudan yanıyor
32,MID_占_愛_27,Tendre affection,träumt ständig von,È nel suo cuore,le gusta mucho,Has a sweet spot,Ona karşı zaafı var
33,MID_占_愛_28,Émerveillement,ist begeistert von,È in estasi,se derrite por,About to swoon,Bayılmak üzere
34,MID_占_愛_29,Amour exagéré,hängt zu sehr an,Troppo dipendente,rebosa amor hacia,Way too attached,Çok fazla bağlı
35,MID_占_愛_30,Ébahissement,begehrt,Sbava,está babeando por,Drools openly,Açıkça salyaları akıyor
36,MID_占_好_01,Amour platonique,ist befreundet mit,È amore platonico,tiene amistad con,Totally platonic,Tamamen arkadaşça
37,MID_占_好_02,Intimité confiante,ist überzeugt von,Confida segreti,es confidente de,Confidant,Sırdaş
38,MID_占_好_03,Confiance absolue,baut auf,Reputa affidabile,se fía de,Sees as dependable,Güvenilir buluyor
39,MID_占_好_04,Complicité réelle,will einkaufen mit,Compare di uscite,va de compras con,Shopping buddy,Alışveriş arkadaşı
40,MID_占_好_05,Grand potentiel,sieht Potenzial in,Vede affinità,ve potencial en,Sees potential,Potansiyeli görüyor
41,MID_占_好_06,Partenariat musclé,will trainieren mit,Si allena con,se entrena con,Sparring partner,Müsabaka ortağı
42,MID_占_好_07,Amitié parfaite,harmoniert gut mit,È vera amicizia,se lleva genial con,Best friend,En iyi arkadaş
43,MID_占_好_08,Pensées similaires,fühlt sich sicher bei,Stesse idee,piensa tal y como,Like-minded,Benzer düşüncelere sahip
44,MID_占_好_09,Coopération idéale,hält immer zu,Il miglior duo,combate bien con,Ultimate duo,Mükemmel ikili
45,MID_占_好_10,Intérêt certain,ist angetan von,C'è interesse,le agrada,Finds agreeable,Uygun buluyor
46,MID_占_好_11,Goûts similaires,teilt Vorlieben mit,Stessi cibi preferiti,le gusta lo que a,Into the same foods,Aynı yemekleri seviyor
47,MID_占_好_12,Absence d'ennui,hat viel Spaß mit,Non si annoia mai,lo pasa bien con,Not a dull moment,Birlikte hiç sıkılmıyorlar
48,MID_占_好_13,Humour similaire,lacht viel mit,Trova vivace,se ríe mucho con,Easy to joke with,Şaka yapmak kolay
49,MID_占_好_14,Bonne compagnie,hat immer Spaß mit,Trova divertente,se divierte con,Always entertained,Hep eğleniyor
50,MID_占_好_15,Intérêts communs,mag dasselbe wie,Stessi hobby,hace lo mismo que,Similar hobbies,Benzer hobiler
51,MID_占_好_16,Accord parfait,hat viel gemein mit,Sempre d'accordo,piensa igual que,On the same page,Aynı Fikirde
52,MID_占_好_17,Amitié naissante,freundet sich an mit,Amicizia in erba,es colega de,Budding friendship,Tomurcuklanan dostluk
53,MID_占_好_18,Épaule protectrice,fühlt sich wohl bei,Si sente al sicuro,se siente bien con,Feels safe,Güvende hissettiriyor
54,MID_占_好_19,Confiance totale,verlässt sich auf,Fiducia totale,tiene fe ciega en,Trusts implicitly,Koşulsuz güveniyor
55,MID_占_好_20,Idées similaires,teilt Interessen von,In sintonia,comparte ideas con,Same wavelength,Aynı frekansta
56,MID_占_好_21,Haute estime,denkt positiv über,Stima molto,piensa bien de,Thinks highly of,Gözünde çok değerli
57,MID_占_好_22,Exigences limitées,kommt gut klar mit,Poche pretese,sabe los gustos de,Low maintenance,Fazla ilgi istemez
58,MID_占_好_23,Camaraderie,kommt gut aus mit,Commilitoni,es camarada de,Comrade,Yoldaş
59,MID_占_好_24,Entente entraînante,trainiert gerne mit,Allenarsi insieme,suele entrenar con,Fun to train with,Birlikte antrenman yapmak eğlenceli
60,MID_占_好_25,Profond respect,zeigt Respekt für,Massimo rispetto,respeta mucho a,Total respect,Tam saygı
61,MID_占_好_26,De bon conseil,hat Vertrauen in,Dà buoni consigli,da consejos a,Confessor,Sırdaş
62,MID_占_好_27,Calme connivence,ist gerne bei,Trova rilassante,está a gusto con,Relaxed around,Yanında rahat
63,MID_占_好_28,Entente sincère,versteht sich mit,Va d'accordo,se lleva bien con,Gets along well,İyi anlaşır
64,MID_占_好_29,Amitié équilibrée,schätzt,Una sana amicizia,está en sintonía con,Good friend,İyi arkadaş
65,MID_占_好_30,Style compatible,bewundert,Ammira lo stile,le gusta el estilo de,Admires lifestyle,Yaşam tarzına hayran
66,MID_占_嫌_01,Impassibilité,ist abweisend zu,È impassibile,ignora a,Cold shoulder,Yüz vermeme
67,MID_占_嫌_02,Désintérêt complet,ist gelangweilt von,Non se ne parla,no le interesa,Not interested,İlgilenmiyorum
68,MID_占_嫌_03,Inconfort inexpliqué,ist unglücklich mit,Modi maldestri,no está a gusto con,Awkward,Garip
69,MID_占_嫌_04,Incompatibilité,passt nicht zu,Cane e gatto,no se junta con,Oil and water,Yağla su gibi
70,MID_占_嫌_05,Sourde oreille,ist unzufrieden mit,Non sa cantare,no entiende a,No ear for music,Müzik kulağı yok
71,MID_占_嫌_06,Exaspération,ist irritiert von,Trova irritante,no soporta a,Finds irritating,Rahatsız edici buluyor
72,MID_占_嫌_07,Aucun commentaire,redet nicht viel mit,Argomenti zero,habla lo justo con,Nothing to say,Söyleyecek bir şey yok
73,MID_占_嫌_08,Forte timidité,ist bedrückt wegen,In soggezione,le intimida,Intimidated,Çekiniyor
74,MID_占_嫌_09,Méfiance réfléchie,fürchtet Untreue bei,Non si fida affatto,no se fía de,Expects betrayal,İhanet bekliyor
75,MID_占_嫌_10,Curieux dégoût,ist verwirrt von,Trova stravagante,no comprende a,Finds freaky,Garip bulur
76,MID_占_嫌_11,Légère répulsion,ist verblüfft von,Senza senso,no se lleva bien con,Weirded out,Tedirgin oluyor
77,MID_占_嫌_12,Style incompatible,verachtet Stil von,Ha pessimi gusti,odia la ropa de,Fashion disaster,Moda felaketi
78,MID_占_嫌_13,Amitié feinte,verstellt sich bei,Finge amicizia,finge ser colega de,Feigns friendship,Arkadaşlık numarası yapıyor
79,MID_占_嫌_14,Dialogue difficile,ist vorsichtig bei,Sulle spine,desconfía de,On eggshells,Diken Üstünde
80,MID_占_嫌_15,Écart raisonnable,distanziert sich von,Meglio se distanti,prefiere alejarse de,Keeping a distance,Mesafeyi korumak
81,MID_占_嫌_16,Distance volontaire,meidet,Niente da fare,trata de evitar a,Not into the hair,Saç stilini beğenmiyor
82,MID_占_嫌_17,Absence d'intérêt,missbilligt,C'è astio,no le gusta,Dislikes,Hoşlanmıyor
83,MID_占_嫌_18,Mélange explosif,ist inkompatibel mit,Non c'è chimica,no encaja con,Bad chemistry,Uyuşmuyorlar
84,MID_占_嫌_19,Goûts différents,ist sich uneinig mit,Ha gusti diversi,no le gusta lo que a,Into different things,İlgi alanları farklı
85,MID_占_嫌_20,Ignorance,wird ignoriert von,Si sente invisibile,se siente mal con,Feels ignored,Göz ardı edilmiş gibi geliyor
86,MID_占_嫌_21,Indifférence totale,ist uninteressiert an,È indifferente,pasa bastante de,Indifferent,Kayıtsız
87,MID_占_嫌_22,Moquerie évidente,verspottet,Offende spesso,se burla de,Mocks openly,Açıkça alay ediyor
88,MID_占_嫌_23,Amitié relative,wendet sich ab von,Poca confidenza,no le agrada mucho,Friend zone,Arkadaş Bölgesi
89,MID_占_嫌_24,Grande hésitation,wirkt ratlos bei,C'è perplessità,le confunde,Utterly baffled,Son derece şaşkın
90,MID_占_嫌_25,Peur des regards,hält Abstand zu,Evita lo sguardo,nunca mira a,Avoids eye contact,Göz temasından kaçınır
91,MID_占_嫌_26,Peur du contact,ist ungewiss bei,È sfuggente,ni se acerca a,Touch-and-go,Belirsiz
92,MID_占_嫌_27,À côté de la plaque,ist unentspannt bei,Fuori di testa,no se entiende con,Out of whack,Uyumları bozuk
93,MID_占_嫌_28,Rien en commun,passt gar nicht zu,Agli antipodi,es diferente a,Nothing in common,Ortak hiçbir şey yok
94,MID_占_嫌_29,Coopération zéro,ist sich uneins mit,Collabora poco,no trabaja bien con,Bad teamwork,Kötü takım çalışması
95,MID_占_嫌_30,Peur du face-à-face,scheut Kontakt zu,Teme di incontrarsi,prefiere evitar a,Dreads meeting,Karşılaşmaktan çekiniyor
96,MID_占_愛愛_女女,"Ouh ! C'est chaud, par ici !",Hier ist's heißer als Elfenlicht!,Più caldo d'un Fuoco d'elfo!,"¡Uy, uy! ¡Esto está que arde!",Hoo! It's hotter'n Elfire in here!,Hoo! Burası Elfire'dan daha sıcak!
97,MID_占_愛愛_男男,Ha ! Je ne vous juge pas...,Wenn ihr das unbedingt wollt.,Finché la barca va...,Si eso es lo que os gusta...,Whatever floats yer boat.,Nasıl Hoşuna Gidiyorsa
98,MID_占_愛愛_男女A,Il y a des auberges pour ça !,Nehmt euch doch ein Zimmer!,"Ehi, voi, prendete una stanza!",¡Eh! ¡Buscaos una posada!,"Get a room, you two!",Siz ikiniz bir oda tutun!
99,MID_占_愛愛_男女B,"Et vos vœux de mariage, alors ?",Vergiss deinen Eheschwur nicht!,Non dimenticare il tuo voto!,¿No estabais casados?,Don't forget your vows!,Yeminlerinizi unutmayın!
100,MID_占_愛愛_男女C,J'entrevois une séparation...,Da bahnt sich eine Affäre an...,Sta per iniziare una relazione...,Aquí se cuece algo...,I sense an affair in the making...,Bir ilişkinin yaklaştığını hissediyorum...
101,MID_占_愛愛_夫婦,C'est toujours l'amour fou !,Immer noch wie frisch verliebt!,È tutto come il primo giorno!,¡Tan fogosos como siempre!,As fiery as their first date!,İlk buluşmaları kadar ateşli!
102,MID_占_愛愛_親子,"Ha ! C'est beau, la famille...",Welch herzensgute Familie!,Questa famiglia mi commuove!,¡Qué familia más adorable!,What a heart-warming family!,Ne yürek işitan bir aile!
103,MID_占_愛愛_兄弟,Pas d'inquiétude. Tout va bien.,Keine Angst. Es ist gesund.,Sono cose che capitano!,Tranquilos. Todo va de fábula.,Don't worry. It's wholesome.,Merak etme. Çok sağlıklı.
104,MID_占_愛好_女女,"Je ne juge personne, moi !","Ich sage nichts, meine Damen!","Non giudico nessuno, signore!","¡Por mí, estupendo, muchachas!","I'm not one to judge, ladies!",Yargılayacak kişi ben değilim hanımlar!
105,MID_占_愛好_男男,"Je te soutiens, mon ami !","Ich feuere dich an, Kumpel.","Faccio il tifo per te, amico.","Ya sabéis que os apoyo, chicos.","I'm rootin' for you, brother.",Seni destekliyorum kardeşim.
106,MID_占_愛好_男女A,Hé ! Dis-lui ce que tu ressens !,"Spuck's schon aus, Schätzchen!","Sputa il rospo, piccioncino!",¿A qué esperas? ¡Díselo ya!,"Just spit it out, lovebird!","Söyle artık, aşk kuşu!"
107,MID_占_愛好_男女B,"Alors, tu la vois, l'alliance ?",Siehst du den Ehering nicht?,La vedi o no la fede nuziale?,Pero ¿no ves el anillo de boda?,"Can't see the wedding ring, eh?",Nikâh yüzüğünü göremiyorsun değil mi?
108,MID_占_愛好_男女C,On est bien peu de choses...,Nachbars Kirschen sind süßer...,"L'erba del vicino... Lo so, lo so.","Todo nos parece poco, ¿eh?","Grass is always greener, eh?","Başkası hep daha cazip, ha?"
109,MID_占_愛好_夫婦,Je prédis un mariage heureux.,Diese Ehe hat Bestand.,Questo matrimonio durerà.,Auguro un matrimonio largo.,Here's one marriage that'll last.,İşte sürecek bir evlilik.
110,MID_占_愛好_親子,Cette famille est inséparable !,Diese Familie ist unzertrennlich.,Questa famiglia è inseparabile!,Esta familia es inseparable.,This family is inseparable.,Bu aile ayrılamaz.
111,MID_占_愛好_兄弟,Les parents doivent être fiers !,Ihre Eltern müssen stolz sein!,Chissà che contenti i genitori!,¡Sus padres estarán orgullosos!,Their parents must be proud!,Ebeveynleri gurur duyuyor olmalı!
112,MID_占_愛嫌_女女,Je perçois des arrière-pensées !,"Hallo, Hintergedanken!",Fioccano secondi fini!,¡Percibo un interés malsano!,"Hello, ulterior motives!","Merhaba, gizli amaçlar!"
113,MID_占_愛嫌_男男,L'un de ces cœurs sera brisé !,Einem wird das Herz gebrochen.,Prevedo un cuore spezzato.,Alguien lo va a pasar muy mal.,One of 'em is in for heartbreak.,Birinin kalbi kırılacak.
114,MID_占_愛嫌_男女A,Amour sans retour. Quel ennui !,Unerwiderte Liebe? Langweilig!,Un amore infelice... che noia!,¿No es mutuo? ¡Qué chasco!,Unrequited love? Boooring!,Karşılıksız aşk mı? Çook sıkıcı!
115,MID_占_愛嫌_男女B,"Pardon, tu n'es pas son genre !",Tut mir leid. Unerreichbar!,Peccato. Non è roba per te!,Lo siento. Es mucho para ti.,Sorry. Out of yer league!,Üzgünüm. Sana fazla gelir!
116,MID_占_愛嫌_男女C,Je ne perçois aucune passion !,Sie sind sehr leidenschaftslos.,Non combineranno niente...,Creo que aquí no hay pasión.,This one will end chastely.,Bu sefer iffetli bir şekilde bitecek.
117,MID_占_愛嫌_夫婦,Ça va mal se finir... !,Diese Ehe wird scheitern!,Matrimonio al capolinea!,¡Esta unión se va al cuerno!,This marriage is ready to crack!,Bu evlilik çatırdıyor!
118,MID_占_愛嫌_親子,"Quelqu'un a des secrets, là...",Suche die Leichen im Keller!,Quanti scheletri nell'armadio!,Creo que alguien oculta algo...,Check the closet for skeletons!,"Geçmişlerinde saklı sır var mı, bak!"
119,MID_占_愛嫌_兄弟,Cela soulève des questions...,"Oh, das wirft viele Fragen auf...","Quanti dubbi, quante domande.",Esto genera muchas preguntas.,"Oh, the questions this raises...","Ah, bunun ortaya çıkardığı sorular..."
120,MID_占_好好_女女,C'est une amitié parfaite !,Sie sind beste Freunde.,L'amicizia perfetta.,Esta es la relación perfecta.,It's the perfect friendship.,Mükemmel bir dostluktur.
121,MID_占_好好_男男,Copains comme cochons !,Diese zwei sind unzertrennlich!,Amici per la pelle!,"Sois tal para cual, ¿eh?","Like peas in a pod, these two!",Birbirinin aynısı bu ikisi!
122,MID_占_好好_男女A,C'est l'entente parfaite !,Ihr versteht euch wohl sehr gut.,Mi sembra tutto a posto.,Parece que os lleváis muy bien.,Seems on the level to me.,Bana samimi görünüyor.
123,MID_占_好好_男女B,"Ils s'entendent bien, c'est sûr.",Ein Herz und eine Seele!,"Ehi, pare si piacciano...","Vaya, son uña y carne.","My, they do get along nicely.","Tanrım, çok iyi anlaşıyorlar."
124,MID_占_好好_男女C,Tenez-vous en à l'amitié !,Sie bleiben lieber nur Freunde.,Non andrei oltre l'amicizia...,Funcionáis mejor como amigos.,They should just stay friends.,Sadece arkadaş kalmalılar.
125,MID_占_好好_夫婦,Le mariage a tué la passion ?,Kommt langsam der Ehealltag?,Matrimonio: tomba dell'amore?,¿Las cosas se han enfriado?,Did marriage cool things off?,Evlilik işleri soğuttu mu?
126,MID_占_好好_親子,Pas de problèmes de famille !,Es gibt keine Familienprobleme.,Una famiglia serena.,No hay problemas en la familia.,No family issues here.,Burada ailevi bir sorun yok.
127,MID_占_好好_兄弟,"C'est beau, l'amour fraternel !",Wahre Geschwisterliebe!,Sono una famiglia così unita!,¡Qué buenos hermanos sois!,Wish all siblings got on so well!,Keşke tüm kardeşler bunca iyi anlaşsalar!
128,MID_占_好嫌_女女,C'est tout sauf réciproque !,Sie lieben und sie hassen sich.,C'è chi ama e c'è chi odia...,Una quiere... pero la otra pasa.,One cares... The other glares.,Biri umursuyor... Diğeri dik dik bakıyor.
129,MID_占_好嫌_男男,L'un cherche à éviter l'autre...,Sie gehen sich aus dem Weg.,Sembra che uno eviti l'altro...,Parece que uno evita al otro.,Seems one's avoidin' the other.,Biri diğerinden kaçıyor gibi görünüyor.
130,MID_占_好嫌_男女A,Il va y avoir du travail...,Das könnte viel Arbeit werden.,Non sarà un lavoro facile.,Esto no va a ser fácil...,This might take some work.,Bu biraz çalışma gerektirebilir.
131,MID_占_好嫌_男女B,Ça ne marche pas entre eux !,Oje. Das funktioniert nicht.,Ohibò! Non si capiscono.,Uf... La cosa no funciona.,Oh dear. They just don't mix.,Ah... Hiç uyuşmuyorlar.
132,MID_占_好嫌_男女C,"Des sourires d'hypocrisie, oui !",Dieses Lächeln? Heuchler!,"Quanti sorrisi, quanta falsità!",¿Y esa sonrisa? ¡Qué hipócrita!,All those smiles? Fake! Fake!,Bütün bu gülümsemeler mi? Sahte! Sahte!
133,MID_占_好嫌_夫婦,"Avec le temps, tout s'en va...",Das verflixte siebte Jahr?,La crisi del settimo anno?,La monotonía pasa factura.,"Can you say ""seven-year itch""?",Yedinci yıl krizi mi?
134,MID_占_好嫌_親子,"Hmm, lequel quittera l'autre ?",Wer zieht zuerst aus?,Chi se ne andrà di casa prima?,¿Quién se irá de casa primero?,Who will move out first?!,İlk kim taşınacak?
135,MID_占_好嫌_兄弟,Les parents doivent s'en mêler !,Ihre Eltern sollten eingreifen!,Qualcuno chiami i genitori!,¡Sus padres deberían intervenir!,Their parents should step in!,Anne-babaları devreye girmeli!
136,MID_占_嫌嫌_女女,Ça sent la bagarre à plein nez !,Zickenkrieg vorprogrammiert!,Rissa! Rissa!,¡Pelea de gatas a la vista!,Catfight! Catfight!,Kız kavgası! Kız kavgası!
137,MID_占_嫌嫌_男男,Oh ! C'en est presque comique.,Aua. Aber fast wieder witzig!,Ahi! Mi viene quasi da ridere.,¡Uf! ¡Resulta casi cómico!,Ouch! It's almost comical.,Ah! Neredeyse komik.
138,MID_占_嫌嫌_男女A,Pires que chien et chat !,Sie sind wie Hund und Katze.,Cane e gatto si amano di più.,¡Dos piedras se llevarían mejor!,Two rocks'd hit it off better.,İki taş bile daha iyi anlaşırdı.
139,MID_占_嫌嫌_男女B,Il y a des problèmes à résoudre.,Sie haben viel Gesprächsbedarf.,Già. Il loro passato pesa.,"Sí, tienen asuntos que resolver.",Yep. These two have baggage.,Evet. İkisinin de geçmiş yükü var.
140,MID_占_嫌嫌_男女C,Je perçois un passé trouble...,Da steckt was dahinter...,Subodoro una storia confusa...,Aquí va a pasar algo terrible...,I sense a messy history...,Karmaşık bir geçmiş seziyorum...
141,MID_占_嫌嫌_夫婦,On ne peut rien faire pour eux !,"Oje, ihnen ist nicht zu helfen!","Ehhh, hanno il destino segnato.",¡Uf! No hay nada que hacer.,Nuh-uh. These two are doomed.,Hayır. Bu ikisinin sonu kötü.
142,MID_占_嫌嫌_親子,Ha ! C'est un cas désespéré !,Holt Hilfe! Sofort!,Chiamate un assistente sociale!,¡Buscad ayuda! ¡Cuanto antes!,Get counselling! Now!,Danışmanlık alın! Şimdi!
143,MID_占_嫌嫌_兄弟,Je plains leurs pauvres parents !,Hoffentlich sind die Eltern taub!,Tappate le orecchie ai genitori!,¡Ojalá sus padres estén sordos!,Get their parents earplugs!,Anne babalarına kulak tıkacı alın!
