built /mnt/data/bloodstained_tr_v4_aligned/luma/titles/00040000001D3C00/romfs/GraphicText00.osbctr size 16281
patched nodes 79
(91, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(92, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(93, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(94, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(95, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(96, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(97, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(98, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(99, 'KAYDEDİYOR', 9, 10, 1, 80.0, 80.0, 8.0)
(100, 'KAYIT', 5, 5, 1, 40.0, 40.0, 8.0)
