index,id,en,fr,de,it,es,tr
14,0x013EE73F,"#0xFFFFFFFF,0xCFCFCFFF#Demonic Arcane Invader#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Envahisseur démoniaque des arcanes#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Dämonischer arkaner Eindringling#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Invasore arcano demoniaco#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Invasor arcano demoníaco#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Şeytani Büyü İstilacısı#PREVIOUS#"
15,0x01436339,"#0xFFFFFFFF,0x7D1616FF#Blade Devil#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Diable des lames#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Klingenteufel#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Diavolo affilato#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Diablo cuchilla#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Bıçak İblisi#PREVIOUS#"
16,0x01609199,"#0xFFFFFFFF,0xCFCFCFFF#A Rival Alliance#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Une alliance rivale#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Eine rivalisierende Allianz#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Un'alleanza rivale#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Una alianza rival#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Rakip İttifak#PREVIOUS#"
17,0x01650D93,"#0xFFFFFFFF,0x7D1616FF#Fironel and the Wyvern#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Fironelle et sa Guivre#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Fironel und der Wyvern#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Fironel e la viverna#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Fironel y el wyvern#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Fironel ve Wyvern#PREVIOUS#"
18,0x0170D4EE,You have reached the maximum amount of potions you can hold.,Vous avez atteint le nombre maximum de potions que vous pouvez transporter.,Du hast die maximale Anzahl von Tränken erreicht.,Hai raggiunto la quantità massima di pozioni che puoi portare con te.,Has alcanzado el número máximo de pociones que puedes llevar.,Taşıyabileceğin azami iksir sayısına ulaştın.
19,0x0187CB15,Locked,Verrouillé,Gesperrt,Bloccato,Bloqueado,Kilitli
20,0x01C1CEA8,ACCOUNT SETTINGS,PARAMÈTRES DU COMPTE,KONTOEINSTELLUNGEN,IMPOSTAZIONI ACCOUNT,AJUSTES DE LA CUENTA,HESAP AYARLARI
21,0x01E97D8D,JOIN GAME,REJOINDRE UNE PARTIE,SPIEL BEITRETEN,PARTECIPA,UNIRSE A PARTIDA,OYUNA KATIL
22,0x01EAB7E8,You picked up equipment you can use! Use the inventory to equip it!,Vous avez ramassé une pièce d'équipement que vous pouvez utiliser ! Accédez à votre inventaire pour vous en équiper.,Du hast einen verwendbaren Gegenstand aufgehoben. Rüste ihn in deinem Inventar aus.,Hai raccolto un pezzo d'equipaggiamento che potrebbe esserti utile! Accedi all'inventario per usarlo!,¡Has recogido equipamiento que puedes usar! ¡Usa el inventario para equiparte con él!,Kullanabileceğin bir ekipman aldın! Kuşanmak için envanteri kullan.
23,0x026F27BE,This enemy cannot be stunned.,Cet ennemi ne peut être étourdi.,Dieser Gegner kann nicht betäubt werden.,Questo nemico non può essere tramortito.,A este enemigo no se le puede aturdir.,Bu düşman sersemletilemez.
24,0x0283C57A,"Would you like to receive notifications
from Square Enix about community messages
and events (including advertisements and
promotions) for Heroes of Ruin via SpotPass?

You can change this option on the 'Account Settings' page in the main menu.","Voulez-vous recevoir des notifications de Square Enix concernant les messages de la communauté et évènements (publicités et promotions inclues) pour Heroes of Ruin via SpotPass ?

Vous pouvez modifier cette option dans la page Paramètres du compte du menu principal.","Möchtest du Mitteilungen von Square Enix London Studios über Community-Meldungen und Veranstaltungen (inklusive Werbung und Promotionen) für  Heroes of Ruin über SpotPass erhalten?

Du kannst diese Option im Hauptmenü unter """"Kontoeinstellungen"""" ändern.","Vuoi ricevere notifiche da parte di Square Enix relative a messaggi della community ed eventi (inclusi avvisi pubblicitari e promozioni) di Heroes of Ruin con SpotPass?

Puoi modificare questa opzione nella pagina """"Impostazioni account"""" del menu principale.","¿Te gustaría recibir notificaciones de Square Enix sobre mensajes de la comunidad y enventos (incluyendo anuncios y promociones) para Heroes of Ruin por medio de SpotPass?

Puedes cambiar esta opción en la página Ajustes de la cuenta, en el menú principal.","Square Enix'ten Heroes of Ruin için
topluluk mesajı ve etkinlik bildirimlerini
(reklam ve tanıtımlar dâhil) SpotPass
üzerinden almak ister misin?

Bu seçeneği ana menüdeki
'Hesap Ayarları' sayfasından
değiştirebilirsin."
25,0x029258B8,"Welcome to Heroes of Ruin!

Navigate the menus using either the +Control Pad or the Touch Screen.

On any menu, you can see information about the current menu by touching and holding the ? icon on the Touch Screen!","Bienvenue dans Heroes of Ruin !

Parcourez les menus à l'aide de la manette + ou de l'écran tactile.

Vous pouvez afficher des informations relatives à chaque menu en touchant longuement l'icône ? de l'écran tactile !","Willkommen bei Heroes of Ruin!

Navigiere mit dem Steuerkreuz oder dem Touchscreen durch die Menüs.

Berühre und halte das ?-Symbol auf dem Touchscreen, um Informationen über das aktuelle Menü einzublenden.","Benvenuto a Heroes of Ruin!

Puoi interagire nei menu usando la pulsantiera + o il touch screen.

In qualsiasi menu, tocca e tieni premuta l'icona ? sul touch screen per ricevere informazioni riguardo al menu attuale!","¡Bienvenido a Heroes of Ruin!

Desplázate por los menús con la cruz de control o la pantalla táctil.

¡En cualquier menú puedes ver información acerca del menú actual si tocas y mantienes el icono ? en la pantalla táctil!","Heroes of Ruin’e hoş geldin!

Menülerde +Kontrol Tuşu veya Dokunmatik Ekran ile gezinebilirsin.

Herhangi bir menüde, Dokunmatik Ekrandaki ? simgesine dokunup basılı tutarak o menü hakkında bilgi görebilirsin!"
26,0x02F3BFDE,"#0xFFFFFFFF,0xCFCFCFFF#Enslaved Demon Sentinel#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Sentinelle démoniaque asservie#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Versklavte Dämonen-Schildwache#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Sentinella demone schiava#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Centinela demonio esclavizado#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Köleleştirilmiş İblis Nöbetçisi#PREVIOUS#"
27,0x02F83BD8,"#0xFFFFFFFF,0x7D1616FF#Ashura of Pain#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Asura de la douleur#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Ashura des Schmerzes#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Ashura del dolore#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Ashura del dolor#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Acının Ashurası#PREVIOUS#"
28,0x03156A38,"#0xFFFFFFFF,0xCFCFCFFF#Goblin Science Gone Awry#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Expérience scientifique qui a mal tourné#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Verquere Goblin-Forschung#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Esperimento scientifico goblin mal riuscito#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Ciencia goblin desbocada#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Çığırından Çıkan Goblin Bilimi#PREVIOUS#"
29,0x0319E632,"#0xFFFFFFFF,0x7D1616FF#Goblin Colossus#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Colosse gobelin#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Goblin-Koloss#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Goblin colosso#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Goblin coloso#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Goblin Devi#PREVIOUS#"
30,0x03AD9578,ANIMATICS,ANIMATIONS,ANIMATICS,SEQUENZE ANIMATE,VÍDEOS,ARA SAHNELER
31,0x0405BAB7,#0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS#,#0xAA35B5FF#{{0x25CF}}#PREVIOUS#
32,0x04177FA2,Choose which button to map the power to. Pressing the same button again will cycle through all mapable skills.,Choisissez à quels talents vous voulez affecter chaque bouton. Appuyez sur un même bouton plusieurs fois pour faire défiler les talents affectables.,"Bestimme den Knopf, dem du das Talent zuweisen möchtest. Drückst du denselben Knopf erneut, blätterst du alle zuweisbaren Talente.",Scegli a quale pulsante assegnare l'abilità. Premendo di nuovo lo stesso pulsante scorrerai tutte le abilità disponibili.,Elige a qué botón asignar la habilidad. Pulsa el mismo botón otra vez para pasar a la siguiente habilidad asignable.,Gücü hangi tuşa atayacağını seç. Aynı tuşa yeniden basarak atanabilir beceriler arasında geçiş yapabilirsin.
33,0x04A8987D,"#0xFFFFFFFF,0xCFCFCFFF#Ravenous Void Attackers#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Agresseurs voraces du Néant#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Gefräßige Angreifer aus dem Nichts#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Assalitori famelici del Vuoto#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Atacantes voraces del Vacío#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Obur Boşluk Saldırganları#PREVIOUS#"
34,0x04AD1477,"#0xFFFFFFFF,0x7D1616FF#Demon Horde#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Horde de démons#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Dämonenhorde#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Orda demoniaca#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Horda de demonios#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#İblis Sürüsü#PREVIOUS#"
35,0x04C92BDA,Enable voice chat,Activer la communication vocale,Sprach-Chat aktivieren,Attiva chat vocale,Permitir la charla de voz,Sesli sohbeti aç
36,0x04D06B67,OK,OK,Okay,OK,OK,Tamam
37,0x04F4585F,No item,Aucun objet,Kein Objekt,Nessun oggetto,Sin objeto.,Eşya yok
38,0x050DFED2,WIFI / LOCAL,SANS FIL / LOCAL,"ONLINE/
LOKAL",WI-FI/LOCALE,WI-FI / LOCAL,WI-FI / YEREL
39,0x05458BE5,Your inventory is full. Your reward has been dropped on the ground!,Votre inventaire est plein. Votre récompense est tombée par terre !,Dein Inventar ist voll. Deine Belohnung wurde auf den Boden gelegt!,Il tuo inventario è pieno. La tua ricompensa è caduta al suolo!,Tu inventario está lleno. ¡Tu recompensa ha caído al suelo!,Envanterin dolu. Ödülün yere bırakıldı!
40,0x054FC630,Concept Artists,Graphistes conceptuels,Concept Artists,Bozzettisti,Diseños,Konsept Sanatçıları
41,0x05732AE1,FINALIZE OFFER,FINALISER L'OFFRE,ANGEBOT FESTLEGEN,COMPLETA OFFERTA,FINALIZAR OFERTA,TEKLİFİ TAMAMLA
42,0x057E83F9,Choose how many health and energy potions to buy. Set the number of potions of each type you want and press {{0xE000}} to finalize your purchase. You can also reset the number of potions by pressing {{0xE002}}.,"Choisissez le nombre de Potions de santé et d'énergie que vous souhaitez acheter. Spécifiez le nombre de potions de chaque type et appuyez sur {{0xE000}} pour valider votre achat. Le cas échéant, vous pouvez réinitialiser le nombre de potions en appuyant sur {{0xE002}}.","Bestimme die Zahl der Gesundheits- und Energietränke, die du kaufen möchtest. Bestimme die Zahl der gewünschten Tränke und drücke {{0xE000}}, um deinen Einkauf abzuschließen. Mit {{0xE002}} kannst du die gewählte Menge zurücksetzen.","Decidi quante pozioni curative ed energetiche vuoi acquistare. Imposta il numero di pozioni di ogni tipo che desideri e premi {{0xE000}} per completare l'acquisto. Volendo, puoi riportare a zero il numero di pozioni premendo {{0xE002}}.",Elige cuántas pociones de salud y de energía deseas comprar. Elige el número de pociones de cada tipo que deseas y pulsa {{0xE000}} para completar la compra. También puedes pulsar {{0xE002}} para restablecer el número de pociones.,Kaç can ve enerji iksiri alacağını seç. Her tür için istediğin miktarı ayarla ve alışverişi tamamlamak için {{0xE000}} tuşuna bas. Miktarları sıfırlamak için {{0xE002}} tuşuna basabilirsin.
43,0x058C8E98,"Justin Bulman
Jonathan Gaudreau
Jean-François Gauthier
Joshua Goldsman","Justin Bulman
Jonathan Gaudreau
Jean-François Gauthier
Joshua Goldsman","Justin Bulman
Jonathan Gaudreau
Jean-François Gauthier
Joshua Goldsman","Justin Bulman
Jonathan Gaudreau
Jean-François Gauthier
Joshua Goldsman","Justin Bulman
Jonathan Gaudreau
Jean-François Gauthier
Joshua Goldsman","Justin Bulman
Jonathan Gaudreau
Jean-François Gauthier
Joshua Goldsman"
44,0x05D8435B,"Toggle the items you wish to offer for trade by pressing {{0xE003}}. To view item buffs, touch the {{0xE019}} button or press {{0xE07C}}. To hide item buffs, touch the {{0xE01A}} button or press {{0xE07B}}.","Sélectionnez les objets que vous souhaitez inclure à l'offre d'échange en appuyant sur {{0xE003}}. Pour afficher les bonus d'un objet, touchez l'icône {{0xE019}} ou appuyez sur {{0xE07C}}. Pour les masquer, touchez l'icône {{0xE01A}} ou appuyez sur {{0xE07B}}.","Wähle die Objekte, die du zum Tausch anbieten möchtest, mit {{0xE003}} aus.
Benutze den {{0xE019}}-Button oder drücke {{0xE07C}}, um die Buffs von Objekten zu betrachten. Um sie auszublenden, berühre den {{0xE01A}}-Button oder drücke {{0xE07B}}.","Scegli gli oggetti che vuoi offrire o ritirare dallo scambio premendo {{0xE003}}. Premi {{0xE000}} su un oggetto per presentare un'offerta. Per visualizzare gli effetti di un oggetto, tocca l'icona {{0xE019}} o premi {{0xE07C}}. Per nasconderli, tocca l'icona {{0xE01A}} o premi {{0xE07B}}.","Activa los objetos que desees ofrecer para el intercambio con {{0xE003}}.
Para ver los extras de los objetos, toca el botón {{0xE019}} o pulsa {{0xE07C}}. Para ocultarlos, toca el botón {{0xE01A}} o pulsa {{0xE07B}}.",Takas için sunmak istediğin eşyaları {{0xE003}} ile seç veya kaldır. Eşya bonuslarını görmek için {{0xE019}} düğmesine dokun ya da {{0xE07C}} tuşuna bas. Bonusları gizlemek için {{0xE01A}} düğmesine dokun ya da {{0xE07B}} tuşuna bas.
45,0x065D711C,"#0xFFFFFFFF,0xCFCFCFFF#Master Sorcerer#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Maître Sorcier#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Meisterbeschwörer#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Mastro stregone#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Maestro hechicero#PREVIOUS#","#0xFFFFFFFF,0xCFCFCFFF#Usta Büyücü#PREVIOUS#"
46,0x0661ED16,"#0xFFFFFFFF,0x7D1616FF#Archmage Rigel Arthand#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Archimage Rigel Arthand#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Erzmagier Rigel Arthand#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Arcimago Rigel Arthand#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Archimago Rigel Arthand#PREVIOUS#","#0xFFFFFFFF,0x7D1616FF#Başbüyücü Rigel Arthand#PREVIOUS#"
47,0x067B3CBC,"For a hundred years, Veil was torn apart by the War of Ruin.","Pendant une centaine d'années, Veil fut déchiré par la guerre de Ruin.",Hundert Jahre lang wütete in Veil der erbitterte Untergangskrieg.,"Per cento anni, il Velo è stato straziato dalla Guerra della rovina.","Durante cien años, el Velo estuvo asolado por la Guerra de la Ruina.","Veil, yüz yıl boyunca Yıkım Savaşı’yla parçalandı."
48,0x067B3CBD,"In its aftermath, there were no victors. Once great cities lay waste and monsters roamed the land.","Mais de cette guerre, nul ne sortit victorieux. Des cités jadis glorieuses avaient laissé place à un désert de désolation où les monstres erraient librement.",Sieger gab es keine. Einst prächtige Städte lagen in Trümmern und Monster durchstreiften das Land.,Alla sua conclusione non vi furono vincitori. Città un tempo gloriose giacevano in rovina e i mostri vagavano per le lande.,"A su término, no había vencedores. Las antaño grandes ciudades estaban devastadas y los monstruos vagaban por la tierra.","Savaş bittiğinde kazanan yoktu. Bir zamanların görkemli şehirleri harabeye dönmüş, canavarlar ülkeyi sarmıştı."
49,0x067B3CBE,"The war was brought to an end only when new rulers rose up as masters of the world. Ruinlords – mighty dragons, sphinxes, and other occult beasts. With their power, they did what men could not, and ended the ceaseless war. In the aftermath, each of them created a city of their own – and at long last, Veil knew peace.","La guerre ne prit fin que lorsque de nouveaux souverains firent leur apparition pour s'imposer comme maîtres du monde : les seigneurs de Ruin. Ces terribles dragons, sphinx et autres créatures fantastiques disposaient du pouvoir qui manquait aux hommes pour mettre un terme à cette guerre sans fin. Chacun érigea alors une cité à son image et Veil, enfin, connut à nouveau la paix.","Der Krieg fand erst ein Ende, als neue Herrscher die Macht an sich rissen. Die Ruinlords – mächtige Drachen, Sphingen und andere magische Geschöpfe. Mit ihren Kräften erreichten sie, wozu die Menschen nicht imstande waren, und setzten dem endlosen Schlachten ein Ende. Dann gründete jeder von ihnen eine eigene Stadt – und in Veil kehrte Frieden ein.","La guerra finì solo quando emersero dei nuovi dominatori del mondo: i Signori della rovina, draghi, sfingi e altre creature occulte. Con i loro poteri, fecero ciò che era impossibile agli uomini, ponendo termine all'infinito conflitto. Ognuno di essi creò poi una propria città e, finalmente, il Velo ritrovò la pace.","Esta guerra solo tocó a su fin cuando nuevos gobernantes se alzaron como amos del mundo. Eran los Señores de la Ruina, poderosos dragones, esfinges y otras criaturas sobrenaturales. Con su poder, lograron lo que los hombres no pudieron: poner fin a la interminable guerra. Luego cada uno de ellos fundó su propia ciudad. Y por fin, el Velo conoció la paz.","Savaş ancak dünyanın yeni hâkimleri ortaya çıktığında sona erdi: Yıkım Lordları; kudretli ejderhalar, sfenksler ve başka doğaüstü yaratıklar. Güçleriyle insanların başaramadığını yaptılar ve bitmek bilmeyen savaşı sona erdirdiler. Ardından her biri kendi şehrini kurdu ve sonunda Veil barışa kavuştu."
50,0x067B3CBF,"Of the Ruinlords, the wisest was Ataraxis, Lord of Nexus.","Le plus sage d'entre eux était Ataraxis, seigneur de Nexus.","Der weiseste aller Ruinlords war Ataraxis, der Fürst von Nexus.","Il più saggio fra i Signori della rovina era Ataraxis, Lord di Nexus.","De los Señores de la Ruina, el más sabio era Ataraxis, señor de Nexus.","Yıkım Lordlarının en bilgesi, Nexus Lordu Ataraxis’ti."
51,0x067B3CC0,"Intelligent and kind, he allowed humans to rule the kingdom, and his people knew happiness and prosperity.","Intelligent et bon, il autorisa les humains à régner sur son royaume et tout son peuple ne connut que joie et prospérité.","Als kluger und gütiger Herr ließ er die Menschen selbst das Königreich regieren, und sein Volk lebte in Glück und Wohlstand.","Intelligente e gentile, permise agli umani di governare il regno, donando ai suoi sudditi felicità e prosperità.","Inteligente y bondadoso, permitió a los humanos gobernar el reino y su pueblo conoció la felicidad y la prosperidad.","Zeki ve iyi kalpli Ataraxis, krallığı insanların yönetmesine izin verdi; halkı mutluluk ve refah içinde yaşadı."
52,0x067B3CC1,"It was not to last. One fateful day, a mysterious curse struck down Ataraxis, sending him into a sleep from which he could not be awakened.","Un jour funeste, Ataraxis fut frappé d'une terrible malédiction, le faisant sombrer dans un sommeil profond que rien ne semblait pouvoir perturber.",Doch dieses Glück war nicht von Dauer. Eines Tages befiel ein geheimnisvoller Fluch Ataraxis und ließ ihn in einen endlosen Schlaf versinken.,"Un triste giorno, Ataraxis fu colpito da una strana maledizione, che lo fece cadere in un sonno da cui nessuno poteva svegliarlo.","Pero un día aciago, una misteriosa maldición abatió a Ataraxis y lo sumió en un sueño del que no podía ser despertado.","Ama bu uzun sürmedi. Uğursuz bir gün, gizemli bir lanet Ataraxis’i vurdu ve onu uyandırılamadığı derin bir uykuya sürükledi."
53,0x067B3CC2,"Though Nexus was known as the City of Sorcery, no one in the kingdom could help the stricken ruinlord.","Bien que Nexus fût connue comme la Cité de la sorcellerie, personne dans le royaume ne pouvait soulager Ataraxis du mal qui le rongeait.","Obwohl Nexus auch die Stadt der Zauberei genannt wurde, gab es im ganzen Königreich niemanden, der Ataraxis helfen konnte.","Anche se Nexus era famosa per essere la città dei maghi, nessuno era in grado di aiutare il Signore della rovina.","Aunque a Nexus se la conocía como la ciudad de la hechicería, nadie en el reino podía ayudar al Señor de la Ruina enfermo.","Nexus, Büyücülük Şehri olarak bilinse de krallıkta kimse lanetlenmiş Yıkım Lorduna yardım edemedi."
54,0x067B3CC3,"And so the King of Nexus, Marcus, appealed to the outside world. If anyone could travel to Nexus and save its fallen founder, they would be fabulously rewarded.","C'est alors que le roi de Nexus, Marcus, décida de faire appel aux autres cités de Veil. Il déclara que quiconque serait capable de sauver le seigneur de Nexus se verrait couvert de richesses infinies.","Und so wandte sich König Marcus von Nexus an die Außenwelt und versprach demjenigen, der den kranken Gründer der Stadt heilen würde, eine fürstliche Belohnung.","E così il re di Nexus, Marcus, cercò aiuto altrove. Chiunque si fosse recato a Nexus e ne avesse salvato il fondatore, avrebbe ricevuto ricompense favolose.","Así que el rey de Nexus, Marcus, pidió ayuda al resto del mundo. Si alguien venía a Nexus y salvaba a su abatido fundador, se le recompensaría de forma fabulosa.","Bunun üzerine Nexus Kralı Marcus dış dünyaya çağrıda bulundu. Nexus’a gelip şehrin yere serilen kurucusunu kurtaran kişi, inanılmaz bir ödül alacaktı."
55,0x067B3CC4,"From across the world of Veil, adventurers flocked to Nexus to try their luck in solving the mystery of the fallen sphinx. Adventurers...like you.",Les aventuriers affluèrent des quatre coins de Veil pour tenter de percer le mystère de la malédiction du seigneur sphinx de Nexus. Des aventuriers... comme vous.,"Aus ganz Veil strömten Abenteurer nach Nexus, um sich an der Lösung des Rätsels um die schlafende Sphinx zu versuchen. Abenteurer ... wie Ihr.","Da tutto il mondo del Velo giunsero a Nexus avventurieri in cerca di fortuna, tentando di risolvere il mistero della sfinge addormentata. Avventurieri... come te.",Los aventureros acudieron a Nexus desde todo el mundo del Velo para probar suerte e intentar resolver el misterio de la esfinge enferma. Aventureros... como tú.,"Veil’in dört bir yanından maceracılar, yere serilen sfenksin gizemini çözmek için şanslarını denemeye Nexus’a akın etti. Maceracılar... tıpkı senin gibi."
56,0x067B3CDB,But the sea had other plans.,Malheureusement... la mer avait d'autres projets.,Doch das Meer hatte andere Pläne.,Ma il mare aveva altri progetti.,Pero el mar tenía otros planes.,Ama denizin başka planları vardı.
57,0x067B3CDC,Nothing could withstand such an assault.,Rien n'aurait pu résister à une attaque de cette violence.,Nichts könnte einem solchen Angriff widerstehen.,Nulla poteva sopravvivere a un simile attacco.,Nada podía resistir semejante asalto.,Böylesine bir saldırıya hiçbir şey dayanamazdı.
58,0x067B3CDD,The leviathan had but one intention – to drag their ship into the abyss.,Le Léviathan ne semblait avoir qu'un seul objectif : faire sombrer le navire jusque dans les abysses.,Der Leviathan kannte nur ein Ziel – ihr Schiff in die Tiefen zu reißen.,Il leviatano era deciso a trascinare la nave nell'abisso.,El leviatán solo pretendía una cosa: arrastrar el barco al abismo.,Leviathan’ın tek bir amacı vardı: gemilerini uçuruma sürüklemek.
59,0x067B3CDE,"Desperate, the few survivors hauled themselves ashore, little knowing what dangers lay in wait.","Désespérés, les quelques survivants parvinrent à rejoindre le rivage, ne se doutant pas un instant des épreuves qui les attendaient.","Verzweifelt schleppten sich die wenigen Überlebenden an Land, nicht ahnend, welche Gefahren sie dort erwarteten.","Disperati, i pochi superstiti raggiunsero la riva, senza sapere quali pericoli li attendevano.","Desesperados, los pocos supervivientes llegaron a la costa, donde les aguardaban peligros desconocidos.",Çaresiz kalan birkaç sağ kalan kendini kıyıya attı; onları bekleyen tehlikelerden ise habersizdiler.
