index,id,en,fr,de,it,es,tr
48,0x28D85642,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
49,0x28D85643,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
50,0x28D85644,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
51,0x28D85645,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
52,0x28D85646,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
53,0x28D85647,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
54,0x2F1EF54F,Mane,Crinière,Mähne,Criniera,Melena,Yele
55,0x2F1EF550,Mane,Crinière,Mähne,Criniera,Melena,Yele
56,0x2F1EF551,Mane,Crinière,Mähne,Criniera,Melena,Yele
57,0x2F1EF552,Mane,Crinière,Mähne,Criniera,Melena,Yele
58,0x2F1EF553,Mane,Crinière,Mähne,Criniera,Melena,Yele
59,0x2F1EF554,Mane,Crinière,Mähne,Criniera,Melena,Yele
60,0x2FAF7BB0,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
61,0x2FAF7BB1,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
62,0x2FAF7BB2,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
63,0x2FAF7BB3,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
64,0x2FAF7BB4,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
65,0x2FAF7BB5,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
66,0x331E55EE,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
67,0x331E55EF,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
68,0x331E55F0,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
69,0x331E55F1,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
70,0x331E55F2,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
71,0x331E55F3,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
72,0x35E64069,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
73,0x35E6406A,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
74,0x35E6406B,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
75,0x35E6406C,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
76,0x35E6406D,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
77,0x35E6406E,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
78,0x3811F6C8,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
79,0x3811F6C9,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
80,0x3811F6CA,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
81,0x3811F6CB,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
82,0x3811F6CC,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
83,0x3811F6CD,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
84,0x4330EBEB,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
85,0x4330EBEC,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
86,0x4330EBED,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
87,0x4330EBEE,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
88,0x4330EBEF,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
89,0x4330EBF0,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
90,0x4C462158,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
91,0x4C462159,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
92,0x4C46215A,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
93,0x4C46215B,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
94,0x4C46215C,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
95,0x4C46215D,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
96,0x7522090E,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
97,0x7522090F,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
98,0x75220910,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
99,0x75220911,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
100,0x75220912,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
101,0x75220913,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
102,0x7B82B39F,Up,En l'air,Hoch,In alto,De punta,Dik
103,0x7B82B3A0,Up,En l'air,Hoch,In alto,De punta,Dik
104,0x7B82B3A1,Up,En l'air,Hoch,In alto,De punta,Dik
105,0x7B82B3A2,Up,En l'air,Hoch,In alto,De punta,Dik
106,0x7B82B3A3,Up,En l'air,Hoch,In alto,De punta,Dik
107,0x7B82B3A4,Up,En l'air,Hoch,In alto,De punta,Dik
108,0x80C0E1AA,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
109,0x80C0E1AB,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
110,0x80C0E1AC,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
111,0x80C0E1AD,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
112,0x80C0E1AE,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
113,0x80C0E1AF,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
114,0x873F0FA7,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
115,0x873F0FA8,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
116,0x873F0FA9,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
117,0x873F0FAA,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
118,0x873F0FAB,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
119,0x873F0FAC,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
120,0x8F3284CE,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
121,0x8F3284CF,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
122,0x8F3284D0,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
123,0x8F3284D1,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
124,0x8F3284D2,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
125,0x8F3284D3,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
126,0x9739B75B,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
127,0x9739B75C,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
128,0x9739B75D,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
129,0x9739B75E,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
130,0x9739B75F,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
131,0x9739B760,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
132,0xA2512A3A,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
133,0xA2512A3B,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
134,0xA2512A3C,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
135,0xA2512A3D,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
136,0xA2512A3E,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
137,0xA2512A3F,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
138,0xA2E94CC3,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
139,0xA2E94CC4,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
140,0xA2E94CC5,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
141,0xA2E94CC6,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
142,0xA2E94CC7,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
143,0xA2E94CC8,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
144,0xA52D2FAF,Mane,Crinière,Mähne,Criniera,Melena,Yele
145,0xA52D2FB0,Mane,Crinière,Mähne,Criniera,Melena,Yele
146,0xA52D2FB1,Mane,Crinière,Mähne,Criniera,Melena,Yele
147,0xA52D2FB2,Mane,Crinière,Mähne,Criniera,Melena,Yele
148,0xA52D2FB3,Mane,Crinière,Mähne,Criniera,Melena,Yele
149,0xA52D2FB4,Mane,Crinière,Mähne,Criniera,Melena,Yele
150,0xA5853A23,Side,Côté,Seite,Di lato,Patillas,Yan
151,0xA5853A24,Side,Côté,Seite,Di lato,Patillas,Yan
152,0xA5853A25,Side,Côté,Seite,Di lato,Patillas,Yan
153,0xA5853A26,Side,Côté,Seite,Di lato,Patillas,Yan
154,0xA5853A27,Side,Côté,Seite,Di lato,Patillas,Yan
155,0xA5853A28,Side,Côté,Seite,Di lato,Patillas,Yan
156,0xB53B349D,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
157,0xB53B349E,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
158,0xB53B349F,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
159,0xB53B34A0,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
160,0xB53B34A1,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
161,0xB53B34A2,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
162,0xBADD6333,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
163,0xBADD6334,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
164,0xBADD6335,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
165,0xBADD6336,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
166,0xBADD6337,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
167,0xBADD6338,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
168,0xD6C44DDC,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
169,0xD6C44DDD,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
170,0xD6C44DDE,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
171,0xD6C44DDF,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
172,0xD6C44DE0,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
173,0xD6C44DE1,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
174,0xE5A5397D,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
175,0xE5A5397E,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
176,0xE5A5397F,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
177,0xE5A53980,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
178,0xE5A53981,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
179,0xE5A53982,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
180,0xF0C826B2,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
181,0xF0C826B3,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
182,0xF0C826B4,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
183,0xF0C826B5,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
184,0xF0C826B6,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
185,0xF0C826B7,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
186,0xF208944E,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
187,0xF208944F,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
188,0xF2089450,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
189,0xF2089451,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
190,0xF2089452,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
191,0xF2089453,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
192,0xF3E7A7EE,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
193,0xF3E7A7EF,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
194,0xF3E7A7F0,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
195,0xF3E7A7F1,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
196,0xF3E7A7F2,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
197,0xF3E7A7F3,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
198,0xF402D956,Long,Long,Lang,Lunghi,Largo,Uzun
199,0xF402D957,Long,Long,Lang,Lunghi,Largo,Uzun
200,0xF402D958,Long,Long,Lang,Lunghi,Largo,Uzun
201,0xF402D959,Long,Long,Lang,Lunghi,Largo,Uzun
202,0xF402D95A,Long,Long,Lang,Lunghi,Largo,Uzun
203,0xF402D95B,Long,Long,Lang,Lunghi,Largo,Uzun
204,0xF4AF03C1,Ponytail,Catogan,Pferdeschwanz,Coda di cavallo,Cola de caballo,At Kuyruğu
205,0xF4AF03C2,Ponytail,Catogan,Pferdeschwanz,Coda di cavallo,Cola de caballo,At Kuyruğu
206,0xF4AF03C3,Ponytail,Catogan,Pferdeschwanz,Coda di cavallo,Cola de caballo,At Kuyruğu
207,0xF4AF03C4,Ponytail,Catogan,Pferdeschwanz,Coda di cavallo,Cola de caballo,At Kuyruğu
208,0xF4AF03C5,Ponytail,Catogan,Pferdeschwanz,Coda di cavallo,Cola de caballo,At Kuyruğu
209,0xF4AF03C6,Ponytail,Catogan,Pferdeschwanz,Coda di cavallo,Cola de caballo,At Kuyruğu
210,0xFAC4EFAB,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
211,0xFAC4EFAC,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
212,0xFAC4EFAD,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
213,0xFAC4EFAE,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
214,0xFAC4EFAF,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
215,0xFAC4EFB0,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
216,0xFCADC938,Short,Court,Kurz,Corti,Corto,Kısa
217,0xFCADC939,Short,Court,Kurz,Corti,Corto,Kısa
218,0xFCADC93A,Short,Court,Kurz,Corti,Corto,Kısa
219,0xFCADC93B,Short,Court,Kurz,Corti,Corto,Kısa
220,0xFCADC93C,Short,Court,Kurz,Corti,Corto,Kısa
221,0xFCADC93D,Short,Court,Kurz,Corti,Corto,Kısa
