file,index,id,en,fr,de,it,es,tr
characterparts.csv,24,0x0F09C5DF,Banshee,Banshee,Todesfee,Banshee,Banshee,Banshee
characterparts.csv,25,0x0F09C5E0,Banshee,Banshee,Todesfee,Banshee,Banshee,Banshee
characterparts.csv,26,0x0F09C5E1,Banshee,Banshee,Todesfee,Banshee,Banshee,Banshee
characterparts.csv,27,0x0F09C5E2,Banshee,Banshee,Todesfee,Banshee,Banshee,Banshee
characterparts.csv,28,0x0F09C5E3,Banshee,Banshee,Todesfee,Banshee,Banshee,Banshee
characterparts.csv,29,0x0F09C5E4,Banshee,Banshee,Todesfee,Banshee,Banshee,Banshee
characterparts.csv,30,0x20E4BB92,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,31,0x20E4BB93,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,32,0x20E4BB94,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,33,0x20E4BB95,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,34,0x20E4BB96,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,35,0x20E4BB97,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,36,0x23A0D761,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,37,0x23A0D762,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,38,0x23A0D763,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,39,0x23A0D764,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,40,0x23A0D765,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,41,0x23A0D766,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,42,0x262E120B,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,43,0x262E120C,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,44,0x262E120D,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,45,0x262E120E,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,46,0x262E120F,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,47,0x262E1210,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,48,0x28D85642,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
characterparts.csv,49,0x28D85643,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
characterparts.csv,50,0x28D85644,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
characterparts.csv,51,0x28D85645,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
characterparts.csv,52,0x28D85646,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
characterparts.csv,53,0x28D85647,Stripes,Rayures,Streifen,Strisce,Mechas,Çizgili
characterparts.csv,54,0x2F1EF54F,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,55,0x2F1EF550,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,56,0x2F1EF551,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,57,0x2F1EF552,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,58,0x2F1EF553,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,59,0x2F1EF554,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,60,0x2FAF7BB0,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,61,0x2FAF7BB1,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,62,0x2FAF7BB2,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,63,0x2FAF7BB3,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,64,0x2FAF7BB4,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,65,0x2FAF7BB5,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,66,0x331E55EE,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,67,0x331E55EF,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,68,0x331E55F0,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,69,0x331E55F1,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,70,0x331E55F2,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,71,0x331E55F3,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,72,0x35E64069,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
characterparts.csv,73,0x35E6406A,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
characterparts.csv,74,0x35E6406B,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
characterparts.csv,75,0x35E6406C,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
characterparts.csv,76,0x35E6406D,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
characterparts.csv,77,0x35E6406E,Long Hair,Long,Langes Haar,Capelli lunghi,Pelo largo,Uzun Saç
characterparts.csv,78,0x3811F6C8,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
characterparts.csv,79,0x3811F6C9,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
characterparts.csv,80,0x3811F6CA,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
characterparts.csv,81,0x3811F6CB,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
characterparts.csv,82,0x3811F6CC,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
characterparts.csv,83,0x3811F6CD,Cropped,En arrière,Kurz geschnitten,Corti,Ajustado,Kısa Kesim
characterparts.csv,84,0x4330EBEB,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
characterparts.csv,85,0x4330EBEC,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
characterparts.csv,86,0x4330EBED,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
characterparts.csv,87,0x4330EBEE,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
characterparts.csv,88,0x4330EBEF,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
characterparts.csv,89,0x4330EBF0,Top Knot,Queue,Knoten oben,Nodo sopra,Moño alto,Üst Topuz
characterparts.csv,90,0x4C462158,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,91,0x4C462159,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,92,0x4C46215A,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,93,0x4C46215B,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,94,0x4C46215C,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,95,0x4C46215D,Mohawk,Iroquoise,Irokese,Cresta,Cresta,Mohikan
characterparts.csv,96,0x7522090E,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,97,0x7522090F,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,98,0x75220910,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,99,0x75220911,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,100,0x75220912,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,101,0x75220913,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,102,0x7B82B39F,Up,En l'air,Hoch,In alto,De punta,Dik
characterparts.csv,103,0x7B82B3A0,Up,En l'air,Hoch,In alto,De punta,Dik
characterparts.csv,104,0x7B82B3A1,Up,En l'air,Hoch,In alto,De punta,Dik
characterparts.csv,105,0x7B82B3A2,Up,En l'air,Hoch,In alto,De punta,Dik
characterparts.csv,106,0x7B82B3A3,Up,En l'air,Hoch,In alto,De punta,Dik
characterparts.csv,107,0x7B82B3A4,Up,En l'air,Hoch,In alto,De punta,Dik
characterparts.csv,108,0x80C0E1AA,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
characterparts.csv,109,0x80C0E1AB,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
characterparts.csv,110,0x80C0E1AC,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
characterparts.csv,111,0x80C0E1AD,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
characterparts.csv,112,0x80C0E1AE,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
characterparts.csv,113,0x80C0E1AF,Hat,Chapeau,Hut,Copricapo,Gorro,Şapka
characterparts.csv,114,0x873F0FA7,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
characterparts.csv,115,0x873F0FA8,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
characterparts.csv,116,0x873F0FA9,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
characterparts.csv,117,0x873F0FAA,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
characterparts.csv,118,0x873F0FAB,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
characterparts.csv,119,0x873F0FAC,Short Braid,Nattes courtes,Kurzer Zopf,Treccia corta,Trenza corta,Kısa Örgü
characterparts.csv,120,0x8F3284CE,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,121,0x8F3284CF,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,122,0x8F3284D0,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,123,0x8F3284D1,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,124,0x8F3284D2,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,125,0x8F3284D3,DoubleKnot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,126,0x9739B75B,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,127,0x9739B75C,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,128,0x9739B75D,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,129,0x9739B75E,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,130,0x9739B75F,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,131,0x9739B760,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,132,0xA2512A3A,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
characterparts.csv,133,0xA2512A3B,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
characterparts.csv,134,0xA2512A3C,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
characterparts.csv,135,0xA2512A3D,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
characterparts.csv,136,0xA2512A3E,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
characterparts.csv,137,0xA2512A3F,Braid,Nattes,Zopf,Treccia,Trenza,Örgü
characterparts.csv,138,0xA2E94CC3,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,139,0xA2E94CC4,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,140,0xA2E94CC5,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,141,0xA2E94CC6,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,142,0xA2E94CC7,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,143,0xA2E94CC8,Spiked,À pointes,Stachelig,A punta,De punta,Dikenli
characterparts.csv,144,0xA52D2FAF,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,145,0xA52D2FB0,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,146,0xA52D2FB1,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,147,0xA52D2FB2,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,148,0xA52D2FB3,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,149,0xA52D2FB4,Mane,Crinière,Mähne,Criniera,Melena,Yele
characterparts.csv,150,0xA5853A23,Side,Côté,Seite,Di lato,Patillas,Yan
characterparts.csv,151,0xA5853A24,Side,Côté,Seite,Di lato,Patillas,Yan
characterparts.csv,152,0xA5853A25,Side,Côté,Seite,Di lato,Patillas,Yan
characterparts.csv,153,0xA5853A26,Side,Côté,Seite,Di lato,Patillas,Yan
characterparts.csv,154,0xA5853A27,Side,Côté,Seite,Di lato,Patillas,Yan
characterparts.csv,155,0xA5853A28,Side,Côté,Seite,Di lato,Patillas,Yan
characterparts.csv,156,0xB53B349D,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,157,0xB53B349E,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,158,0xB53B349F,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,159,0xB53B34A0,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,160,0xB53B34A1,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,161,0xB53B34A2,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,162,0xBADD6333,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
characterparts.csv,163,0xBADD6334,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
characterparts.csv,164,0xBADD6335,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
characterparts.csv,165,0xBADD6336,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
characterparts.csv,166,0xBADD6337,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
characterparts.csv,167,0xBADD6338,Cascade,Frange,Stufen,Cadenti,Cascada,Katlı
characterparts.csv,168,0xD6C44DDC,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
characterparts.csv,169,0xD6C44DDD,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
characterparts.csv,170,0xD6C44DDE,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
characterparts.csv,171,0xD6C44DDF,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
characterparts.csv,172,0xD6C44DE0,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
characterparts.csv,173,0xD6C44DE1,Hood,Capuche,Kapuze,Cappuccio,Capucha,Kapüşon
characterparts.csv,174,0xE5A5397D,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,175,0xE5A5397E,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,176,0xE5A5397F,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,177,0xE5A53980,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,178,0xE5A53981,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,179,0xE5A53982,Wild,Au vent,Wild,Spettinati,Salvaje,Dağınık
characterparts.csv,180,0xF0C826B2,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,181,0xF0C826B3,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,182,0xF0C826B4,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,183,0xF0C826B5,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,184,0xF0C826B6,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,185,0xF0C826B7,Headband,Bandeau,Stirnband,Fermacapelli,Cinta para el pelo,Saç Bandı
characterparts.csv,186,0xF208944E,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,187,0xF208944F,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,188,0xF2089450,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,189,0xF2089451,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,190,0xF2089452,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,191,0xF2089453,Dreadlocks,Dreadlocks,Dreadlocks,Rasta,Rastas,Rasta
characterparts.csv,192,0xF3E7A7EE,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,193,0xF3E7A7EF,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,194,0xF3E7A7F0,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,195,0xF3E7A7F1,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,196,0xF3E7A7F2,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,197,0xF3E7A7F3,Double Knot,Double nœud,Doppelknoten,Doppio nodo,Doble moño,Çift Topuz
characterparts.csv,198,0xF402D956,Long,Long,Lang,Lunghi,Largo,Uzun
characterparts.csv,199,0xF402D957,Long,Long,Lang,Lunghi,Largo,Uzun
characterparts.csv,200,0xF402D958,Long,Long,Lang,Lunghi,Largo,Uzun
characterparts.csv,201,0xF402D959,Long,Long,Lang,Lunghi,Largo,Uzun
characterparts.csv,202,0xF402D95A,Long,Long,Lang,Lunghi,Largo,Uzun
characterparts.csv,203,0xF402D95B,Long,Long,Lang,Lunghi,Largo,Uzun
