label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_03_M,12,Deine Mutter war Priesterin im Heiligen Hain.\nSie war Gelehrte der Sushi-Geister.,Your mother was a priestess at the Shrine\nGrove and a scholar of sushi sprites.,Tu madre era sacerdotisa en la Isla del\nTemplo y toda una experta en geniología.,Ta mère était une prêtresse du village sacré.\nC'était une sommité en sushinités.,"Tua madre era una sacerdotessa del Bosco\nsacro, una studiosa di spiriti del sushi.","Je moeder was priesteres op het heilige\neiland, en wist alles over sushigami.",Annen Tapınak Korusu’nda bir rahibeydi\nve suşi ruhları konusunda uzmandı.
CharaSerif_03_F,13,,,,,,,
CharaSerif_04_M,14,Die Liebe zu Sushi führte uns zusammen.\nEine Hochzeit lag da völlig auf der Hand.,We were drawn to each other by our love\nof sushi. Marriage seemed a natural step.,Los dos amábamos profundamente el sushi...\nFue lo que nos unió.,Notre amour commun des sushis nous a tout\nde suite réunis. Le mariage allait de soi.,L'amore per il sushi ci fece incontrare e\nil matrimonio fu una naturale conseguenza.,Onze liefde voor sushi bracht ons samen en\ntrouwen leek de logische volgende stap.,Suşiye olan sevgimiz bizi birbirimize çekti.\nEvlilik doğal bir adım gibi geldi.
CharaSerif_04_F,15,,,,,,,
CharaSerif_05_M,16,"Dann trat ich der Befreiungsfront bei, um für\nfreien Zugang zu Sushi zu kämpfen.",Then I went to war for the SLF and their\ndream of sushi for all the world's people...,Pero yo me fui con el FLS para luchar por\nun mundo con sushi al alcance de todos...,"Puis, je suis parti pour la guerre au nom du\nFLS et de ses rêves de sushis pour tous...",Poi andai a combattere per il FLS e il loro\nsogno di un mondo in cui il sushi è per tutti.,Daarna meldde ik me aan bij het verzetsleger\nom te strijden voor sushi voor iedereen.,Sonra SLF’ye katılıp herkesin suşiye\nulaşabildiği bir dünya için savaştım...
CharaSerif_05_F,17,,,,,,,
CharaSerif_06_M,18,Ich stürzte mich in den Sushi-Krieg.,I threw myself into the Sushi Struggles.,La Guerra del Sushi me absorbió\npor completo.,Je me suis jeté corps et âme dans\nla Guerre des Sushis.,Mi gettai a capofitto nelle Guerre del sushi.,Ik stortte me in de Grote Sushistrijd.,Kendimi Suşi Savaşları'nın içine attım.
CharaSerif_06_F,19,,,,,,,
CharaSerif_07_M,20,"Wie du weißt, stank aber auch bei der\nBefreiungsfront so einiges zu Himmel!","But as you know now, the SLF was rotten\nat its core.","Como ahora sabes, la cúpula del FLS estaba\npodrida por la corrupción.","Mais comme tu le sais, il y avait quelque\nchose de pourri au royaume du FLS...","Tuttavia, come sai, il FLS era corrotto\nnel profondo.","Maar zoals je inmiddels weet, was het SVL\nde verkeerde weg ingeslagen.","Ama artık bildiğin gibi, SLF\ntemelden çürümüştü."
CharaSerif_07_F,21,,,,,,,
CharaSerif_08_M,22,"Masa und seinen Schergen war Sushi\neinerlei. Macht war alles, was sie suchten.","Masa and his inner circle had no love for\nsushi itself, only the pursuit of power.","Masa y sus adláteres no amaban realmente\nel sushi, sino que solo ansiaban poder.",Masa et sa bande se moquaient des sushis.\nIls n'avaient d'appétit que pour le pouvoir.,"Masa e i suoi non provavano alcun amore\nper il sushi, bramavano solo il potere.","Masa en zijn vertrouwelingen hielden niet van\nsushi, maar wel van de macht die het geeft.","Masa ve yakın çevresi suşiyi umursamıyor,\nyalnızca güç peşinde koşuyordu."
CharaSerif_08_F,23,,,,,,,
CharaSerif_09_M,24,"Ich rebellierte, aber meine Kräfte reichten\ndamals nicht aus, um sie zu stürzen.","I opposed them, but I hadn't the strength\nat the time to challenge them directly.","Quise enfrentarme a ellos, pero carecía de\nlos medios necesarios para derrotarlos.","Je me suis opposé à eux, mais je n'étais pas\nassez fort et ils m'ont vaincu...","Mi sono opposto a loro, ma al tempo non\npossedevo la forza necessaria per batterli.","Ik probeerde ze tegen te werken, maar ik had\nniet de kracht om het tegen ze op te nemen.",Onlara karşı çıktım ama o zamanlar\ndoğrudan karşılarına dikilecek gücüm yoktu.
CharaSerif_09_F,25,,,,,,,
CharaSerif_10_M,26,"Man verstieß mich aus der Befreiungsfront,\nund selbst meine Freunde wähnten mich tot.",I was driven from the SLF. Even my close\nallies didn't know if I had survived.,Fui expulsado del FLS. Ni mis aliados más\ncercanos supieron si estaba vivo o muerto.,Le FLS s'est débarrassé de moi. Même mes\namis fidèles ignoraient si j'étais en vie...,Fui allontanato dal FLS. Nessuno\nsapeva che ero ancora in vita.,Ik werd uit het SVL gejaagd. Ze vertelden\niedereen dat ik dood was.,SLF'den sürüldüm. En yakın müttefiklerim\nbile hayatta kalıp kalmadığımı bilmiyordu.
CharaSerif_10_F,27,,,,,,,
CharaSerif_11_M,28,So was...,Yeesh.,¡Qué horror!,Oh...,Capisco.,Jeetje...,Off.
CharaSerif_11_F,29,,Yeesh.,,,,,Off.
CharaSerif_12_M,30,"Irgendwie glückte mir die Heimkehr,\ndoch es war zu spät. Deine Mutter...","I somehow found my way home, but it was\ntoo late. Your mother...she...","Aún no sé ni cómo, pero conseguí volver a\ncasa. Sin embargo ya era tarde. Tu madre...","Quand enfin, je suis arrivé à la maison, il était\ntrop tard. Ta mère avait... était...","In qualche modo riuscii a tornare a casa, ma\nera troppo tardi. Tua madre... lei...","Ik wist nog wel thuis te komen, maar het was\nal te laat. Je moeder had het al gehoord.",Bir şekilde eve döndüm ama\nçok geçti. Annen... o...
CharaSerif_12_F,31,,,,,,,
CharaSerif_13_M,32,Nein...\nSag es nicht...,No... Don't say it...,No lo digas...,Non... Tais-toi...,No... Non dirlo...,Nee... Alsjeblieft niet...,Hayır... Sakın söyleme...
CharaSerif_13_F,33,,,,,,,
CharaSerif_14_M,34,In ihrer Qual stürzte sie sich in das\nGroße Sushi-Tor im Heiligen Hain.,"In her despair, she threw herself into the\nGreat Sushi Gate at the Shrine Grove.","Abrumada por el dolor, se lanzó al Gran\nPortal del Sushi de la Isla del Templo.","Folle de désespoir, elle s'était jetée dans le\nGrand portail de sushis, au village sacré.","Nella sua disperazione, decise di gettarsi nel\nGrande portale del sushi del Bosco sacro.",Uit wanhoop gooide ze zichzelf door de\nGrote Sushipoort op het heilige eiland.,Umutsuzluğa kapılınca Tapınak Korusu'ndaki\nBüyük Suşi Kapısı'na kendini attı.
CharaSerif_14_F,35,,,,,,,
CharaSerif_15_M,36,\u000E\u0000\u0002\u0002\u0096Was?!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Wait, what?!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096¡¿Que hizo qué?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096QUOI ?\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Aspetta, che cosa?!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Wat?\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Bir dakika, ne?!\u000E\u0000\u0002\u0002d"
CharaSerif_15_F,37,,,,,,,
CharaSerif_16_M,38,"Ja... Das Große Sushi-Tor, größer und\nprächtiger als alle anderen Sushi-Tore...","Ah, yes... The Great Sushi Gate which\ntowers over all other sushi gates...","Ajá... El Gran Portal del Sushi, que domina\nsobre todos los demás...","Ah oui, le Grand portail... Celui qui domine\ntous les autres portails de sushis...","Ah, sì... il Grande portale del sushi, il portale\ndel sushi supremo.",Ja. De Grote Sushipoort die boven alle\nandere poorten uittorent.,"Ah, evet... Diğer tüm suşi kapılarının\nüzerinde yükselen Büyük Suşi Kapısı..."
CharaSerif_16_F,39,,,,,,,
CharaSerif_17_M,40,"Jinrai! Weißt du, was mit Leuten geschieht,\ndie durch ein Sushi-Tor gehen?","Jinrai, do you know what happens to people\nwho go inside sushi gates?","Jinrai, ¿qué le pasa a la gente que\nentra en los portales del sushi?","Jinrai, tu sais ce que deviennent ceux\nqui traversent les portails de sushis ?","Jinrai, sai che succede a chi entra nei portali\ndel sushi?","Jinrai, wat gebeurt er als een mens door een\nsushipoort stapt?","Jinrai, suşi kapılarının içine giren insanlara\nne olduğunu biliyor musun?"
CharaSerif_17_F,41,,"Jinrai, do you know what happens to people\nwho go inside sushi gates?",,,,,"Jinrai, suşi kapılarının içine giren insanlara\nne olduğunu biliyor musun?"
CharaSerif_18_M,42,Hrrrm. Nicht genau. Doch gewiss obliegen\nsie der Macht des Großen Allgeistes...,Hrrrh... I'm not sure. Whatever happened\nwould be as the Supreme Sprite willed it.,"Mmm... No lo sé, pero, pasara lo que pasara,\nesa fue la voluntad del genio supremo.","Pas vraiment. Mais quoi qu'il soit arrivé,\nc'était la volonté du Sushissime.","Non saprei, ma qualsiasi cosa sia accaduta,\nera il volere dello Spirito supremo.","Dat weet ik niet. Wat er ook gebeurd is, het\nis de wil van de Oppersushigami geweest.",Hrrrh... Emin değilim. Ne yaşandıysa\nYüce Ruh’un iradesiyle olmuştur.
CharaSerif_18_F,43,,,,,,,
CharaSerif_19_M,44,Ganz insgeheim glaube ich... dass wir\nsie irgendwann wiedersehen.,Personally...I believe she'll return to\nus someday.,Yo estoy convencido de que tu madre\nvolverá con nosotros algún día.,"Moi, je crois qu'elle reviendra un jour.\nSi seulement...",Io ritengo... che un giorno tornerà da noi.,Ik geloof dat ze ooit nog bij ons terugkomt.,Ben şahsen... bir gün bize\ndöneceğine inanıyorum.
CharaSerif_19_F,45,,,,,,,
CharaSerif_20_M,46,"Wenn wir Sushi den Platz in der Welt\neinräumen können, der ihm gebührt...","If we can make a place in this world for\nsushi over strife, maybe then...","Quizá, si conseguimos que el sushi triunfe\nsobre la violencia en este mundo...",... nous faisons de ce monde un endroit\noù règnent la paix et l'amour des sushis.,"Se in questo mondo è possibile gustare il\nsushi in pace, forse un giorno...","Als we de strijdbijl begraven en in vrede met\nsushi leven, misschien dat ze dan...","Bu dünyada kavgayı bırakıp suşiyle\nbarış içinde yaşayabilirsek, belki..."
CharaSerif_20_F,47,,,,,,,
CharaSerif_21_M,48,Doch welch Narr ich war. So etwas hätte\ndas Imperium niemals vollbringen können.,But I think now that I was foolish to believe\nthe Empire's plan could achieve that.,Fue una insensatez creer que el plan del\nemperador traería la paz. Ahora lo veo claro.,Quel idiot j'ai été de croire que l'Empire était\ncapable d'accomplir une chose pareille !,Sbagliai a credere che l'Impero\npotesse riuscirci.,Het was dwaas van mij om te denken dat dat\nook het plan van de keizer was.,Şimdi görüyorum ki bunu İmparatorluğun\nplanıyla başarabileceğime inanmak aptallıkmış.
CharaSerif_21_F,49,,,,,,,
CharaSerif_22_M,50,Dann hast du nur wegen Mama\nfürs Imperium gekämpft?,"Oh... So really, you joined the Empire for\nMom's sake?",Entonces... ¿te uniste al Imperio para\nrecuperar a mamá?,Mais alors... Tu t'es rangé du côté de\nl'Empire à cause de maman ?,"Oh... Allora, ti sei unito all'Impero per\nil bene di mamma?",O... Dus je hebt je aangesloten bij het\nKeizerrijk om mama terug te krijgen?,"Ah... Yani gerçekten de, annem için mi\nİmparatorluk'a katıldın?"
CharaSerif_22_F,51,,"Oh... So really, you joined the Empire for\nMom's sake?",,,,,"Ah... Yani gerçekten de, annem için mi\nİmparatorluk'a katıldın?"
CharaSerif_23_M,52,"Ja, ohne Erfolg. Was mir nicht gelungen ist,\nkannst du vielleicht aber schaffen, Musashi.",Yes. But I think your way is better than mine.\nYou may succeed where I failed.,"Sí, pero tu método es mejor que el mío,\nsin duda. Confío plenamente en ti.","Oui, mais tu t'y prends bien mieux que\nmoi. Tu réussiras là où j'ai échoué.","Sì, ma ritengo che il tuo piano sia migliore\ne che avrai successo dove io ho fallito.",Ja. Maar ik denk dat jouw weg beter is dan\nde mijne. Jij kunt slagen waar ik heb gefaald.,Evet. Ama bence senin yolun benimkinden daha\niyi. Benim başaramadığımı sen başarabilirsin.
CharaSerif_23_F,53,,,,,,,
CharaSerif_24_M,54,Du hast Masa das Handwerk gelegt.\nDu hast mein Sushido besiegt. Wer weiß...,You have already defeated Masa and\ncountered my Sushido. So who knows?,"Has logrado derrotar a Masa y neutralizar\nmi sushido, así que... todo es posible.",Tu as déjà vaincu Masa et contré mon\nSushido... Qui sait jusqu'où tu iras ?,"Hai già sconfitto Masa e neutralizzato il mio\nSushido, perciò tutto è possibile.",Je hebt Masa en mijn Sushido verslagen.\nWie weet waartoe je in staat bent.,Masa'yı zaten yendin ve\nbenim Sushido'mu da boşa çıkardın. Kim bilir?
CharaSerif_24_F,55,,,,,,,
CharaSerif_25_M,56,"Denk auch an deines Vaters Träume,\nwenn du die letzte Schlacht schlägst.","In the coming battle...as you achieve your\ndreams, remember your father's as well.","Cuando luches por tu sueño, recuerda\nque también es el de tu padre.",Quand tu réaliseras notre rêve en assénant\nle coup de grâce... pense à ton père.,"Nelle battaglie che seguiranno, quando\nrealizzerai il tuo sogno, pensa a tuo padre.",Hopelijk denk je ook aan mijn droom als je\nstraks de laatste strijd ingaat.,Savaşta hayalinin peşinden giderken\nbabanın hayalini de unutma.
CharaSerif_25_F,57,,,,,,,
CharaSerif_26_M,58,Klaro!,Will do!,¡Lo prometo!,Je te le promets !,Te lo prometto!,Zeker weten.,Söz veriyorum!
CharaSerif_26_F,59,,Will do!,,,,,Söz veriyorum!
