label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_04_M,10,"Ich hab ihn nur nie selbst in Aktion gesehen\noder wen gekannt, der ihn beherrschte...","I've never seen it firsthand, or known anyone\nwho could do it, but other than that...","Nunca la he visto ni conozco a nadie que la\ndomine, pero aparte de eso...","J'ai jamais vu personne le maîtriser ou même\ncapable de s'en servir, mais pour le reste...","Mai vista con i miei occhi e non conosco\nnessuno capace di usarla, ma per il resto...","Ik heb het nooit zelf gezien en ik ken\nniemand die het kan, maar...","Bizzat görmedim, yapan birini de\ntanımadım ama onun dışında..."
CharaSerif_04_F,11,,,,,,,
CharaSerif_06_M,12,Ach so... Dann hat ihn mein Vater wohl\nin der imperialen Armee gelernt...,Huh. So my dad must've learned it after\njoining up with the Empire.,Mmm... Mi padre debió de aprenderla\ndespués de unirse al Imperio.,Hm. Alors mon père a dû l'apprendre\naprès avoir intégré l'armée impériale.,Uh. Quindi mio padre deve averla imparata\ndopo essersi unito alle forze dell'Impero.,O? Dan heeft mijn vader het zeker in het\nkeizerlijke leger geleerd...,Hımm. Demek babam onu İmparatorluk'a\nkatıldıktan sonra öğrenmiş.
CharaSerif_06_F,13,,Huh. So my dad must've learned it after\njoining up with the Empire.,,,,,Hımm. Demek babam onu İmparatorluk'a\nkatıldıktan sonra öğrenmiş.
CharaSerif_07_M,14,"Hey! Kleiner, aber heißer Tipp! Es gibt einen\nNOCH geheimeren Gegenzauber!","Hey, but here's a hot tip! There's an even\nMORE secret technique that can counter it!",¡Tengo un consejuchi! Existe una técnica\naún más secreta para contrarrestarla.,"Hé, mais c'est pas tout ! Tu peux le contrer\navec un talent encore plus secret !","Ho un'informazione da paura, però! C'è\nun'abilità che può contrastarla.",Tipje. Er is een nog geheimere techniek die\ner korte metten mee maakt!,"Hey, sana bomba bir tüyo! Buna karşı koyan\nDAHA da gizli bir teknik var!"
CharaSerif_07_F,15,,,,,,,
CharaSerif_08_M,16,\u000E\u0000\u0002\u0002\u0096Was? Ernsthaft?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096What? Are you serious?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡¿De verdad?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Quoi ? Sérieusement ?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Come? Dici sul serio?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Echt? Serieus?\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Ne? Ciddi misin?!\u000E\u0000\u0002\u0002d
CharaSerif_08_F,17,,\u000E\u0000\u0002\u0002\u0096What? Are you serious?!\u000E\u0000\u0002\u0002d,,,,,\u000E\u0000\u0002\u0002\u0096Ne? Ciddi misin?!\u000E\u0000\u0002\u0002d
CharaSerif_09_M,18,"Ist voll einfach. Pass auf, zuerst--",It's a nifty trick. Y'see...,Es un trucal superchachi.\nAtiende...,"Eh ouais. Ça déchire, hein ?\nAlors tout ce qu'il te reste à faire...","È un trucco molto astuto, sai...",'t Is een handig trucje. Eerst moet je...,Şahane bir numara. Bak...
CharaSerif_09_F,19,,,,,,,
CharaSerif_10_M,20,\u000E\u0000\u0002\u0002\u0096Nein! Stopp! Schnitt!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096No! All wrong! CUT!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡No! ¡Mal otra vez! ¡CORTEN!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Non ! Ça va pas ! COUPEZ !\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Stop! Fermate tutto! Stooop!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Nee! Fout! Kappen!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Hayır! Hepsi yanlış! KES!\u000E\u0000\u0002\u0002d
CharaSerif_10_F,21,,,,,,,
CharaSerif_11_M,22,\u000E\u0000\u0002\u0002\u0096Nicht schon wieder!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Not again!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡Siempre igual!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Pas encore !\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Ancora?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Nee! Niet weer!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Yine mi!\u000E\u0000\u0002\u0002d
CharaSerif_11_F,23,,\u000E\u0000\u0002\u0002\u0096Not again!\u000E\u0000\u0002\u0002d,,,,,\u000E\u0000\u0002\u0002\u0096Yine mi!\u000E\u0000\u0002\u0002d
CharaSerif_12_M,24,"\u000E\u0000\u0002\u0002\u0096Ich luss mos, zackig, zackig!\u000E\u0000\u0002\u0002d","\u000E\u0000\u0002\u0002\u0096To Giroppon, and step on it!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096¡A Giroppon que me largo!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096À Giroppon, et en vitesse !\u000E\u0000\u0002\u0002d","\u000E\u0000\u0002\u0002\u0096A Giroppon, io me la squaglio!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096't Is de hoogste tijd!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Giroppon'a, bas gaza!\u000E\u0000\u0002\u0002d"
CharaSerif_12_F,25,,,,,,,
CharaSerif_13_M,26,"Tschüssi, und nicht im Trüben fischen, ja?",Catch and release ya later!,Ahí te quedas.,À la prochaine... de vélo !,"Ciao, belli! Ci si!",Leuk gebabbeld! Toedels!,Rastgele! Sonra görüşürüz!
CharaSerif_13_F,27,,,,,,,
CharaSerif_14_M,28,"Hm. Ein geheimer Gegenzauber?\nKlingt weit hergeholt, aber vielleicht...","Hrrrrh. A secret counter technique?\nIt sounds far-fetched, but perhaps...","¿Una técnica secreta de contrataque?\nMe resulta difícil de creer, pero quién sabe...","Hm, un talent secret pour contrer ?\nÇa va chercher loin, mais bon...",Un'abilità segreta che annulla\nun'altra abilità segreta? Mah...,"Een geheime tegenkracht? Dat klinkt\nonwaarschijnlijk, maar wie weet...",Hrrrrh. Gizli bir karşı teknik mi?\nKulağa uçuk geliyor ama belki...
CharaSerif_14_F,29,,,,,,,
