label,index,deu,eng,esp,fra,ita,nld,tur
homeKoziin_first_05_M,10,"Ist das schön! Dann fühl dich mal\nwie zu Hause bei uns, Musashi!",Make yourself at home!,"Siéntete como si estuvieras en tu casa, ¿eh?",Héhé ! Fais comme chez toi.,Mettiti comodo.,"Doe alsof je thuis bent, Musashi!",Rahatına bak!
homeKoziin_first_05_F,11,,,,,Mettiti comoda.,,
homeKoziin_first_06_M,12,"Ach, und bevor ich es vergesse...",That's right! I almost forgot.,"Por cierto, antes de que se me olvide...","Ah, j'allais oublier !","Oh, ora che ci penso...","O, ik bedenk me net iets!",Doğru ya! Az kalsın unutuyordum.
homeKoziin_first_06_F,13,,,,,,,
homeKoziin_first_07_M,14,"Wenn du einen \u000E\u0000\u0003\u0004ﾑ＞Party-Talisman\u000E\u0000\u0003\u0004\u0000＀ hast,\nkannst du bei uns eine Sushi-Party feiern!","If you have a \u000E\u0000\u0003\u0004ﾑ＞Party Charm\u000E\u0000\u0003\u0004\u0000＀ in your inventory,\nyou can have a sushi party!","Cuando tengas un \u000E\u0000\u0003\u0004ﾑ＞amuleto de fiesta\u000E\u0000\u0003\u0004\u0000＀, puedes\nusarlo para organizar una fiesta de sushi.","Si tu as sur toi un \u000E\u0000\u0003\u0004ﾑ＞talisman de fête\u000E\u0000\u0003\u0004\u0000＀, on va\npouvoir organiser une fête des sushis !",Puoi fare una festa a base di sushi se nel\ntuo inventario hai un \u000E\u0000\u0003\u0004ﾑ＞amuleto festivo\u000E\u0000\u0003\u0004\u0000＀!,Je kunt een sushifeestje geven als je een\n\u000E\u0000\u0003\u0004ﾑ＞feesttalisman\u000E\u0000\u0003\u0004\u0000＀ bij je hebt!,"Envanterinde bir \u000E\u0000\u0003\u0004ﾑ＞Parti Tılsımı\u000E\u0000\u0003\u0004\u0000＀ varsa,\nbir suşi partisi yapabilirsin!"
homeKoziin_first_07_F,15,,,,,,,
homeKoziin_first_08_M,16,"So was tut allen gut, weißt du?\nAuch den Sushi-Geistern!","Everyone, even sushi sprites,\nshould be happy.","Seguro que haces feliz a todo el mundo,\n¡incluso a los genios del sushi!","Ça fera plaisir à tout le monde, même\naux sushinités !","Tutti, compresi gli spiriti del sushi,\nne saranno felicissimi!","Iedereen zal blij zijn, ook de sushigami!","Herkesin, suşi ruhları da dahil,\nmutlu olması gerek."
homeKoziin_first_08_F,17,,,,,,,
homeKoziin_cmn_repeat_01_M,18,Willkommen zu Hause!,Welcome home!,¡Bienvenido al orfanato!\nCuánto me alegra verte por aquí.,Bienvenue à l'orphelinat !,Bentornato a casa! Bentornato\nalla Casa della gioventù!,Welkom thuis!,Eve hoş geldin!
homeKoziin_cmn_repeat_01_F,19,,,¡Bienvenida al orfanato!\nCuánto me alegra verte por aquí.,,Bentornata a casa! Bentornata\nalla Casa della gioventù!,,
homeKoziin_cmn_ret_01_M,20,"Was liegt an, Musashi?",What's on your mind?,¿Qué te cuentas?,"Haha ! Tu sais, Musashi, les enfants ont les\nyeux qui brillent quand tu viens les voir !",A che pensi?,Waar denk je aan?,Aklında ne var?
homeKoziin_cmn_ret_01_F,21,,,,,,,
homeKoziin_cmn_btn_party_M,22,Feiern wir eine Sushi-Party!,Let's have a sushi party!,¡Vamos a celebrar una fiesta de sushi!,Organisons une fête des sushis !,Facciamo una festa a base di sushi!,Laten we een sushifeestje geven!,Hadi bir suşi partisi yapalım!
homeKoziin_cmn_btn_party_F,23,,Let's have a sushi party!,,,,,Hadi bir suşi partisi yapalım!
homeKoziin_cmn_btn_healthy_M,24,Wie geht's denn allen?,How are you?,¿Estáis todos bien?,Vous allez bien ?,State tutti bene?,Gaat het goed met iedereen?,Nasılsın?
homeKoziin_cmn_btn_healthy_F,25,,,,,,,
homeKoziin_select_00_M,26,"Super! Dann sag mal, welchen Sushi-Geist\nsoll ich denn zur Party einladen?",Sweet! Which sushi sprite should I\ninvite to the party?,"Bueno, ¿a qué genio del sushi invito?","Alors quelle sushinité va être notre\ninvitée d'honneur, cette fois ?",Eh eh eh... Quale spirito del sushi\ndovrei invitare alla festa?,Welke sushigami zal ik uitnodigen?,Harika! Partiye hangi suşi ruhunu\ndavet edeyim?
homeKoziin_select_00_F,27,,,,,,,
homeKoziin_select_01_M,28,"Hurraaaa! Sushi-Party!\n\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\r\u0000\u000E\u0000\u0003\u0004\u0000＀, dein Auftritt!","Whoo hoo! We're having a sushi party!\n\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\r\u0000\u000E\u0000\u0003\u0004\u0000＀, take it away!","¡Que empiece la fiesta de sushi!\nCuento contigo, \u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\r\u0000\u000E\u0000\u0003\u0004\u0000＀.","\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\r\u0000\u000E\u0000\u0003\u0004\u0000＀, fais-nous l'honneur de participer\nà notre fête des sushis !","Bene, oggi festa a base di sushi!\n\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\r\u0000\u000E\u0000\u0003\u0004\u0000＀, conto su di te!","Oké, het is tijd voor een sushifeestje!\n\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\r\u0000\u000E\u0000\u0003\u0004\u0000＀, ik reken op je!","Vuhuu! Bir suşi partisi yapıyoruz!\n\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\r\u0000\u000E\u0000\u0003\u0004\u0000＀, sahne senin!"
homeKoziin_select_01_F,29,,,,,,,
homeKoziin_select_02_M,30,Du hast mit den Kindern eine\nlustige Sushi-Party gefeiert!,You had a sushi party with the kids!,Has celebrado una fiesta\nde sushi con los niños.,Vous avez organisé une fête des sushis\navec les enfants !,Hai fatto una festa a base di sushi con\ni bambini!,Je hebt een sushifeestje gevierd met de\nkinderen!,Çocuklarla bir suşi partisi yaptın!
homeKoziin_select_02_F,31,,,,,,,
homeKoziin_select_03_M,32,"Danke für das Essen, \u000E\u0001\r\u0000!\nEs war total lecker!","Thanks for the food, \u000E\u0001\r\u0000!","¡Gracias por el festín, \u000E\u0001\r\u0000!","Bon appétit, \u000E\u0001\r\u0000 !","Grazie per il cibo, \u000E\u0001\r\u0000!","Bedankt voor het eten, \u000E\u0001\r\u0000!","Yemek için teşekkürler, \u000E\u0001\r\u0000!"
homeKoziin_select_03_F,33,,,,,,,
homeKoziin_select_lv00_00_M,34,"Und danke auch dir, Musashi, für die vollen\nBäuche und all die glücklichen Gesichter!","I appreciate the thought, Musashi. Look at\nall these full bellies and happy smiles.","Y gracias a ti también, Musashi.\n¡A los niños les ha encantado!","Merci, Musashi ! Les enfants sont ravis !","Grazie, Musashi... I bambini hanno la pancia\npiena e sono felicissimi!","Bedankt, Musashi. De kinderen vonden het\neten superlekker!","Düşünmen yeter, Musashi. Bak;\nkarınlar tok, yüzler gülüyor."
homeKoziin_select_lv00_00_F,35,,,,,,,
homeKoziin_select_lv01_00_M,36,"Echt lieb, dass du dich so um die Kinder\nkümmerst, Musashi!",Thanks a ton!,"¡Muchísimas gracias, Musashi!","Merci ! Je me suis bien amusée, moi aussi...\nC'est fou ce que tu aimes les enfants !","Grazie un sacco, Musashi!","Enorm bedankt, Musashi!",Çok teşekkürler!
homeKoziin_select_lv01_00_F,37,,,,,,,
homeKoziin_select_lv02_02_M,38,"Hahaha! Glückliche Gesichter, wohin man\nauch sieht. Und das ist allein dein Verdienst!",Thank you!,¡Gracias!,Merci !,Grazie!,De kinderen kunnen dankzij jou niet stoppen\nmet glimlachen.,Teşekkürler!
homeKoziin_select_lv02_02_F,39,,,,,,,
homeKoziin_select_lv03_00_M,40,"Danke für alles, Musashi.\nDu bist der Beste.","Thanks for helping. This means a lot,\nMusashi.","Gracias por todo, Musashi.\n¡Eres el mejor!","Merci pour ton aide, Musashi... J'apprécie\nbeaucoup.","Grazie di tutto, Musashi. Sei grande.","Bedankt voor alles, Musashi! Je bent de\nbeste!","Yardımın benim için çok değerli, Musashi.\nTeşekkür ederim."
homeKoziin_select_lv03_00_F,41,"Danke für alles, Musashi.\nDu bist die Beste.",,"Gracias por todo, Musashi.\n¡Eres la mejor!",,,,
homeKoziin_select_lv03_01_M,42,"Ich bin dir SO dankbar, Musashi.\nUnd die Kinder auch.","This means a lot. I'm so thankful for you,\nMusashi. So are the kids.","Los niños y yo te lo agradecemos\nde todo corazón, Musashi.","J'apprécie ce que tu as fait pour nous. Les\nenfants et moi, on a une dette envers toi !","Grazie, Musashi. Da parte mia e dei bambini...","Ik wil je hartelijk danken, Musashi, ook\nnamens de kinderen.","Bu benim için çok değerli. Sana gerçekten\nminnettarım, Musashi. Çocuklar da öyle."
homeKoziin_select_lv03_01_F,43,,,,,,,
homeKoziin_select_lv03_02_M,44,"Vielen Dank mal wieder, Musashi!\nWir alle schätzen sehr, wie du dich einsetzt.","Thanks as usual, Musashi.\nWe all really appreciate it.","Muchas gracias de parte de los niños,\nMusashi. Y de la mía también.","Merci, Musashi. De ma part, et de celle\ndes enfants !","Grazie come sempre, Musashi. Apprezziamo\nmolto ciò che fai.","Zoals altijd zijn we je zeer dankbaar,\nMusashi!","Her zamanki gibi teşekkürler, Musashi.\nHepimiz çok minnettarız."
homeKoziin_select_lv03_02_F,45,,,,,,,
homeKoziin_select_lv04_00_M,46,"Du hast nicht nur die Kinder gerettet,\nsondern auch mich, Musashi.","Musashi, it's not just the kids you saved.\nYou saved me, too. Thank you.","¿Sabes qué, Musashi? Además de salvar\na los niños, también me salvaste a mí.","Tu sais, Musashi, tu nous as été d'une\ngrande aide, à moi comme aux enfants.",Musashi! Hai salvato me proprio come questi\nbambini...,"Musashi! Je hebt niet alleen deze kinderen\ngered, maar mij ook... Dank je!","Musashi, kurtardığın sadece çocuklar değil.\nBeni de kurtardın. Teşekkür ederim."
homeKoziin_select_lv04_00_F,47,,,,,,,
homeKoziin_select_lv04_01_M,48,Dank dir bin ich nicht mehr allein.,"Seriously, thank you. Because of you,\nI'm not alone anymore.","Gracias a ti, nunca más estaré sola.","Merci, Musashi. Grâce à toi, je ne suis plus\nseule. J'ai les enfants... et surtout, je t'ai toi.",Grazie davvero. Ora non sono più sola.,Echt bedankt! Ik ben niet meer alleen.\nIk heb vrienden en ik heb... jou.,"Cidden, teşekkür ederim. Senin sayende,\nartık yalnız değilim."
homeKoziin_select_lv04_01_F,49,,,,,,,
homeKoziin_select_lv04_02_M,50,"Es ist ein Riesenglück für mich,\ndass ich dich getroffen habe...",I'm so grateful to have met you.\nThank you.,¡No te imaginas cuánto me alegro\nde haberte conocido!,Merci du fond du cœur. Quelle chance\nj'ai eue de t'avoir rencontré !,Grazie infinitamente! Sono felice di averti\nincontrato!,Dank je wel! Ik ben zo ontzettend blij dat ik\njou ontmoet heb.,İyi ki seninle tanışmışım.\nTeşekkür ederim.
homeKoziin_select_lv04_02_F,51,,,,Merci du fond du cœur. Quelle chance\nj'ai eue de t'avoir rencontrée !,Grazie infinitamente! Sono felice di averti\nincontrata!,,
homeKoziin_select_fruit_00_M,52,Die Kinder hatten alle einen Riesenspaß!\nUnd ich auch!,All of the kids had such a good time.\nAnd so did I!,"¡Ja, ja! ¡Qué bien se lo han pasado\nlos niños! Ha sido muy divertido.",On s'est bien amusés ! Et les enfants ont\nl'air d'avoir adoré !,Tutti i bambini erano molto felici!\nE anch'io!,Alle kinderen hadden het heel erg naar hun\nzin! En ik ook!,Tüm çocuklar çok eğlendi.\nBen de öyle!
homeKoziin_select_fruit_00_F,53,,,,,,,
homeKoziin_select_fruit_01_M,54,Sogar in Kriegszeiten nimmst du dir Zeit für\ndie Kinder. Du bist wirklich ein Vorbild.,Thanks for thinking about the kids while\nfighting this war. Don't you ever get tired?,Gracias por acordarte de ellos en estos\ntiempos tan difíciles. ¿No te cansas nunca?,Musashi... C'est gentil à toi de te préoccuper\nautant des enfants alors que tu te bats...,"Musashi... Pensi sempre ai bambini, anche\nin questa difficile guerra. Grazie.","Musashi, bedankt dat je aan de kinderen\ndenkt in deze moeilijke tijd.",Savaşta bile çocukları düşündüğün için\nteşekkürler. Hiç yorulmuyor musun?
homeKoziin_select_fruit_01_F,55,,,,,,,
homeKoziin_select_fruit_02_M,56,"Hmmm... Wenn es nur etwas gäbe,\nwomit ich DIR mal helfen könnte...",Hmmm... If only there was something\nthat I could do to help you.,Ojalá pudiera ayudarte de alguna manera...,Pff... Si seulement je pouvais t'aider...\nêtre un peu plus utile !,Mmmh... Se solo potessi aiutarti in qualche\nmodo...,Hmm... Kon ik je maar op de een of andere\nmanier helpen...,Hmmm... Keşke sana yardım etmek için\nyapabileceğim bir şey olsaydı.
homeKoziin_select_fruit_02_F,57,,,,,,,
homeKoziin_select_fruit_03_M,58,"Huch! Moment! Du kannst ja einen Pakt mit\nPyonten schließen, meinem Sushi-Geist!","That's right! Take my sushi sprite, Pyonten,\nwith you!","¡Ya sé! Te daré a Pyonten, mi genio\ndel sushi. ¡Llévatelo!","Oh, je sais ! Tu devrais emmener Pyonten,\nma sushinité, avec toi !",Giusto! Il mio spirito del sushi...\nPyonten... prendilo con te!,Ik weet het al! Mijn sushigami! Neem\nPyonten alsjeblieft met je mee!,Doğru ya! Suşi ruhum Pyonten’ı\nyanına al!
homeKoziin_select_fruit_03_F,59,,,,,,,
homeKoziin_select_fruit_04_M,60,Sushi-Geist \u000E\u0000\u0003\u0004ﾑ＞Pyonten \u000E\u0000\u0003\u0004\u0000＀steht dir nun zur Seite!\nSein Zauber ist das \u000E\u0000\u0003\u0004ﾑ＞Obstwunder\u000E\u0000\u0003\u0004\u0000＀!,The sushi sprite \u000E\u0000\u0003\u0004ﾑ＞Pyonten\u000E\u0000\u0003\u0004\u0000＀ has joined you! \nIts skill is \u000E\u0000\u0003\u0004ﾑ＞Fruit Paradise\u000E\u0000\u0003\u0004\u0000＀!,¡El genio \u000E\u0000\u0003\u0004ﾑ＞Pyonten\u000E\u0000\u0003\u0004\u0000＀ se te ha unido!\nSu técnica es \u000E\u0000\u0003\u0004ﾑ＞bálsamo frutal\u000E\u0000\u0003\u0004\u0000＀.,"On vous a confié \u000E\u0000\u0003\u0004ﾑ＞Pyonten\u000E\u0000\u0003\u0004\u0000＀, dont le talent\nest \u000E\u0000\u0003\u0004ﾑ＞Délire fruité\u000E\u0000\u0003\u0004\u0000＀ !",Ora puoi portare con te lo spirito del sushi\n\u000E\u0000\u0003\u0004ﾑ＞Pyonten\u000E\u0000\u0003\u0004\u0000＀! La sua abilità è \u000E\u0000\u0003\u0004ﾑ＞Frutta curativa\u000E\u0000\u0003\u0004\u0000＀!,"Je hebt nu een band met \u000E\u0000\u0003\u0004ﾑ＞Pyonten\u000E\u0000\u0003\u0004\u0000＀,\nmet de gave \u000E\u0000\u0003\u0004ﾑ＞Fruitparadijs\u000E\u0000\u0003\u0004\u0000＀!",Suşi ruhu \u000E\u0000\u0003\u0004ﾑ＞Pyonten\u000E\u0000\u0003\u0004\u0000＀ sana katıldı! \nYeteneği \u000E\u0000\u0003\u0004ﾑ＞Meyve Cenneti\u000E\u0000\u0003\u0004\u0000＀!
homeKoziin_select_fruit_04_F,61,,,,,,,
homeKoziin_select_fruit_05_M,62,Hahaha! Mit dem \u000E\u0000\u0003\u0004ﾑ＞Obstwunder\u000E\u0000\u0003\u0004\u0000＀ kannst du\ndich heilen und gleichzeitig angreifen.,"Hahaha! With \u000E\u0000\u0003\u0004ﾑ＞Fruit Paradise\u000E\u0000\u0003\u0004\u0000＀, you can\nheal and attack at the same time.","Con el \u000E\u0000\u0003\u0004ﾑ＞bálsamo frutal\u000E\u0000\u0003\u0004\u0000＀, puedes curarte\ny atacar al mismo tiempo.","Son talent, \u000E\u0000\u0003\u0004ﾑ＞Délire fruité\u000E\u0000\u0003\u0004\u0000＀, permet d'attaquer\net de restaurer des PV ! C'est super, non ?","Con la sua abilità \u000E\u0000\u0003\u0004ﾑ＞Frutta curativa\u000E\u0000\u0003\u0004\u0000＀, puoi\nrecuperare PV mentre combatti!",Met de gave \u000E\u0000\u0003\u0004ﾑ＞Fruitparadijs \u000E\u0000\u0003\u0004\u0000＀kun je gelijktijdig\ngenezen en aanvallen.,Hahaha! \u000E\u0000\u0003\u0004ﾑ＞Meyve Cenneti\u000E\u0000\u0003\u0004\u0000＀ ile\naynı anda hem iyileşip hem saldırabilirsin.
homeKoziin_select_fruit_05_F,63,,,,,,,
homeKoziin_select_fruit_06_M,64,"Ich freue mich, dass ihr euch versteht.\nAber versprich mir bitte eine Sache...",Pyonten is yours. But promise me one thing.,"Pyonten es tuyo ahora, pero prométeme\nuna cosa...","Pyonten est maintenant ton allié, mais\npromets-moi...",Però promettimi una cosa.,Pyonten is nu van jou. Maar beloof me\néén ding...,Pyonten artık senin. Ama bana bir söz ver.
homeKoziin_select_fruit_06_F,65,,,,,,,
homeKoziin_select_fruit_07_M,66,"Pass gut auf ihn auf, ja? Und wenn der\nKrieg vorbei ist, besucht uns wieder!","Keep him safe. And when you finish the fight,\ncome back home!","Cuando termine la guerra, vuelve a casa\ncon él sano y salvo, ¿de acuerdo?","Prends soin de lui. Et quand tout sera fini,\nrevenez à la maison, d'accord ?","Quando avrai finito di combattere con\nPyonten, devi tornare a casa!","Als je je strijd gestreden hebt samen met\nPyonten, moet je terugkomen!","Onu koru. Savaş bitince de\neve dön, olur mu?"
homeKoziin_select_fruit_07_F,67,,,,,,,
homeKoziin_healthy_cmn_M,68,"Hallo, Leute!\nWie geht's, wie steht's?","Hey, everyone. How are you?\nDoing well?",¿Qué tal va eso?\n¿Todo bien?,Salut à tous ! Ça va comme vous voulez ?,"Ehi, ciao. State tutti bene?",Hallo allemaal! Gaat het goed?,Herkese selam. Nasılsınız?\nİyi misiniz?
homeKoziin_healthy_cmn_F,69,,,,,,,
homeKoziin_healthy_lv00_M,70,"Die Kinder sind alle echt glücklich darüber,\ndass du mal vorbeischaust.",Yes! They're happy that you came to visit!,"Sí, perfectamente. Les encanta\nque vengas de visita.","Oui, les enfants sont en forme ! Ils sont\nsi contents que tu sois venu les voir !","Sì, i bambini sono felici di vederti!","Ja, alle kinderen zijn blij om je te zien!",Evet! Ziyarete geldiğin için mutlular!
homeKoziin_healthy_lv00_F,71,,,,"Oui, les enfants sont en forme ! Ils sont\nsi contents que tu sois venue les voir !",,,
homeKoziin_healthy_lv03_M,72,"Alles super! Wir freuen uns alle jedes Mal,\nwenn du zu uns kommst!","Yes, thank you!",Sí. ¡Gracias!,"Oui, merci !","Sì, grazie!","Ja, dank je!","Evet, teşekkürler!"
homeKoziin_healthy_lv03_F,73,,,,,,,
homeKoziin_useful_first_00_M,74,"Ach, ich wollte dir ja erzählen, was ich beim\nImperium übers Kämpfen gelernt habe.","That's right, I was going to tell you what I\nlearned about battling in the Empire.","Oye, quería contarte lo que aprendí en el\nImperio acerca de los genios y los combates.","Au fait... si j'ai des informations utiles sur les\nsushinités ou les combats, je t'en parlerai.","Bene, ti dirò tutto ciò che ho imparato sulle\nbattaglie in giro per l'Impero.","Goed, ik vertel je alles wat ik in het Keizerrijk\nover sushigevechten geleerd heb.",Doğru ya; İmparatorluk’ta savaşmakla ilgili\nöğrendiklerimi sana anlatacaktım.
homeKoziin_useful_first_00_F,75,,,,,,,
homeKoziin_useful_first_01_M,76,"Musashi, hör mal. Ich hätte da einen Tipp,\nder dir sicher im Kampf weiterhilft.","Musashi, this tidbit will definitely help you\nin your fight.",¡Espero que puedas sacarle provecho\na la información!,Ça pourra sûrement te servir !,Queste informazioni ti serviranno sicuramente\nper i tuoi prossimi scontri.,"Musashi, ik weet zeker dat mijn kennis je kan\nhelpen in de strijd.","Musashi, bu küçük bilgi\nmücadelede kesin işine yarar."
homeKoziin_useful_first_01_F,77,,,,,,,
homeKoziin_useful_first_02_M,78,Ach so!,Oh!,¡Oh!,Oh !,Oh!,O!,Ah!
homeKoziin_useful_first_02_F,79,,,,,,,
homeKoziin_useful_first_03_M,80,Mithilfe von \u000E\u0000\u0003\u0004ﾑ＞Zaubertalismanen\u000E\u0000\u0003\u0004\u0000＀ kann man den\nZauber-Level von Sushi-Geistern erhöhen!,You can use a \u000E\u0000\u0003\u0004ﾑ＞Skill Charm\u000E\u0000\u0003\u0004\u0000＀ on a sushi\nsprite to raise its skill level.,"Si le otorgas un \u000E\u0000\u0003\u0004ﾑ＞amuleto de técnica\u000E\u0000\u0003\u0004\u0000＀ a un\ngenio, el nivel de su técnica aumentará.","Si tu utilises un \u000E\u0000\u0003\u0004ﾑ＞talisman de talent\u000E\u0000\u0003\u0004\u0000＀ sur une\nsushinité, son niveau de talent augmentera.","Se usi un \u000E\u0000\u0003\u0004ﾑ＞amuleto abilità\u000E\u0000\u0003\u0004\u0000＀ su uno spirito del\nsushi, il livello della sua abilità aumenterà.","Als je een \u000E\u0000\u0003\u0004ﾑ＞gavetalisman\u000E\u0000\u0003\u0004\u0000＀ gebruikt op\nsushigami, zal hun gaveniveau stijgen.",Bir suşi ruhunun yetenek seviyesini artırmak\niçin bir \u000E\u0000\u0003\u0004ﾑ＞Yetenek Tılsımı\u000E\u0000\u0003\u0004\u0000＀ kullanabilirsin.
homeKoziin_useful_first_03_F,81,,,,,,,
homeKoziin_useful_first_04_M,82,Bei höherem Level ist ein Zauber stärker\nund die Zauberleiste füllt sich schneller.,"When the skill level increases, its effects get\nstronger, or its gauge fills faster!","De esa forma, su efecto será más fuerte\no la barra se recargará antes.","Ainsi, son effet peut être plus puissant\nou sa jauge peut se remplir plus vite !","In questo modo, gli effetti sono più forti o\nla barra abilità si riempie prima!",Zodoende worden de effecten krachtiger\nof vult hun gavemeter zich sneller!,Yetenek seviyesi artınca etkisi\ngüçlenir ya da göstergesi daha hızlı dolar!
homeKoziin_useful_first_04_F,83,,,,,,,
homeKoziin_useful_first_05_M,84,"Zaubertalismane sind allerdings sehr selten,\nalso überleg dir gut, wann du sie einsetzt.","Although, Skill Charms are very rare, so\nchoose carefully where you use them.","Pero los amuletos de técnica escasean,\nasí que adminístralos bien, ¿eh?",Mais il vaut mieux garder ces objets rares\npour des talents qui te servent vraiment.,"Però gli amuleti abilità sono rari, decidi con\nattenzione su quali spiriti del sushi usarli.","Gavetalismans zijn zeldzaam, dus denk goed\nna aan welke sushigami je er een wilt geven.","Yine de Yetenek Tılsımları çok nadir, o yüzden\nonları nerede kullanacağını dikkatle seç."
homeKoziin_useful_first_05_F,85,,,,,,,
homeKoziin_useful_cmn_M,86,"Ach so! Da war ja noch eine Sache,\ndie ich dir erzählen wollte...",That's right—I had some more information\nfor you.,"¡Ah, acabo de acordarme de otra cosa\nque quería contarte!","Ah, je me suis rappelé d'une autre chose...","Ah sì, mi è venuta in mente un'altra cosa...","O ja, ik heb nog een handig weetje voor je!",Doğru ya—sana anlatacağım\nbirkaç şey daha var.
homeKoziin_useful_cmn_F,87,,,,,,,
homeKoziin_useful_00_01_M,88,Mithilfe von \u000E\u0000\u0003\u0004ﾑ＞Lerntalismanen\u000E\u0000\u0003\u0004\u0000＀ kannst du\nden Level von Sushi-Geistern erhöhen.,You can level up sushi sprites by\nusing \u000E\u0000\u0003\u0004ﾑ＞EXP Charms\u000E\u0000\u0003\u0004\u0000＀ on them.,"Con los \u000E\u0000\u0003\u0004ﾑ＞amuletos exp.\u000E\u0000\u0003\u0004\u0000＀, los genios ganarán\nexperiencia y subirán de nivel.",Les \u000E\u0000\u0003\u0004ﾑ＞talismans EXP\u000E\u0000\u0003\u0004\u0000＀ peuvent servir à faire\ngagner des niveaux à une sushinité.,Puoi far aumentare il livello di uno spirito\ndel sushi con gli \u000E\u0000\u0003\u0004ﾑ＞amuleti esperienza\u000E\u0000\u0003\u0004\u0000＀.,"Als je wilt dat het niveau van je sushigami\nstijgt, kun je een \u000E\u0000\u0003\u0004ﾑ＞EP-talisman \u000E\u0000\u0003\u0004\u0000＀gebruiken.",Suşi ruhlarını \u000E\u0000\u0003\u0004ﾑ＞Deneyim Tılsımları\u000E\u0000\u0003\u0004\u0000＀\nkullanarak seviye atlatabilirsin.
homeKoziin_useful_00_01_F,89,,,,,,,
homeKoziin_useful_00_02_M,90,Große Talismane haben ein „L“ im Namen.\nIn denen steckt extra viel Erfahrung!,Large charms have a lot of\nexperience points in them.,Los amuletos grandes o amuletones\ncontienen más puntos de experiencia.,"Les grands talismans contiennent beaucoup\nde points d'expérience, ce qui est utile...",I più grandi conferiscono un sacco di\npunti esperienza.,Grote talismans hebben veel ervaringspunten\nin zich.,Büyük tılsımların içinde bolca\ndeneyim puanı vardır.
homeKoziin_useful_00_02_F,91,,,,,,,
homeKoziin_useful_00_03_M,92,"Am besten erhöhst du damit den Level eines\nSushi-Geists, den du sofort einsetzen willst.",So you can use them to level up a sushi\nsprite that you want to use immediately.,"Con ellos, puedes hacer que suba\nrápidamente el nivel de los genios.",... pour faire monter en niveau une sushinité\navec qui tu veux combattre tout de suite !,Usane uno per aumentare il livello di uno\nspirito del sushi che vuoi usare subito.,Je kunt ze dus gebruiken om het niveau\nvan een sushigami snel te verhogen.,Onlarla hemen kullanacağın bir suşi ruhuna\nseviye atlatabilirsin.
homeKoziin_useful_00_03_F,93,,,,,,,
