label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_08_M,16,"Boah! Echt?! Danke, Sushi-Reis!\nDu hast uns gerettet!",Seriously?! Score one for rice!,¡¿En serio?! ¡Viva el arroz!,Sérieusement ?! Je savais pas que le riz\nne se laissait pas faire !,Cosa?! Davvero?! Il riso per il sushi\nè incredibile!,Echt? Hoera voor de rijst!,Ciddi misin?! Pirinç hanesine bir puan!
CharaSerif_08_F,17,,Seriously?! Score one for rice!,,,,,Ciddi misin?! Pirinç hanesine bir puan!
CharaSerif_09_M,18,Hrrrm...,*sigh*,(...),...,Sigh...,Hmm...,*iç çeker*
CharaSerif_09_F,19,,,,,,,
CharaSerif_10_M,20,Aber stopp! Stattdessen ist ein anderes Tor\naufgegangen. Und zwar ein Warp-Tor!,"Not so fast. Instead of a portal to the sushi\nworld, they got a portal to a parallel world!","Sin embargo, sí que se abrió un portal...\n¡pero a un universo paralelo!","Au lieu d'un portail vers le monde des sushis,\nils en ont créé un vers un monde parallèle.","Però, al posto del portale, si è aperto\nun passaggio a un universo parallelo!","Maar! Er is wel een poort naar een andere,\nparallelle wereld geopend.","O kadar hızlı değil. Suşi dünyasına açılan bir\ngeçit yerine, paralel bir dünyaya geçit açtılar!"
CharaSerif_10_F,21,,,,,,,
CharaSerif_11_M,22,Ein Warp-Tor?\nWas soll das denn sein?,A WHAT?!,¡¿Qué?!,VERS QUOI ?!,Un universo parallelo?!,WAT?,NE?!
CharaSerif_11_F,23,,A WHAT?!,,,,,NE?!
CharaSerif_12_M,24,"Was echt Lustiges! Man drückt nur auf einen\nKnopf und, na... schon kommt Besuch!","It's kinda cool! There's lots of possibilities!\nI just flick this switch, and here one comes!","¡Como lo oyes! Lo mejor es esto, fíjate:\nle doy al interruptor y ahí viene uno.","Trop cool ! Les possibilités sont infinies !\nJ'appuie sur ce bouton, et il en apparaît un !",Esatto! Verso un mondo di possibilità! Basta\nazionare questo interruttore e... arrivano!,"Ja, echt heel gaaf! Denk eens aan alle\nmogelijkheden! Hier, moet je kijken!",Yine de havalı! Bir sürü ihtimal var! Şu\nanahtarı şöyle çeviriyorum ve işte biri geliyor!
CharaSerif_12_F,25,,,,,,,
CharaSerif_13_M,26,Besuch?\nWas soll das denn heißen?,Here WHAT comes?!,¿Un qué?,Il apparaît un QUOI ?!,Eh?! Arriveranno chi?!,Kijken naar wat?,Buraya NE geliyor?!
CharaSerif_13_F,27,,Here WHAT comes?!,,,,,Buraya NE geliyor?!
CharaSerif_14_M,28,"Rivalen! Aus einer anderen Dimension!\nLos, Musashi! Da kommt schon einer!","A challenger from the parallel world, duh!\nC'mon, Musashi! Go get 'em!","¡Un rival del universo paralelo!\n¡Vamos, Musashi! ¡Toca luchar!","Un adversaire venu d'un monde parallèle,\ngros malin ! Allez, Musashi ! Bats-le !","Avversari, caro mio. Avversari dall'universo\nparallelo. Forza, Musashi! Combattiamo!","Een tegenstander uit de parallelle wereld!\nPak 'm, Musashi!",Paralel dünyadan bir rakip tabii ki!\nHadi Musashi! Git şunları devir!
CharaSerif_14_F,29,,,,"Un adversaire venu d'un monde parallèle,\ngrosse maligne ! Allez, Musashi ! Bats-le !","Avversari, cara mia. Avversari dall'universo\nparallelo. Forza, Musashi! Combattiamo!",,
