label,index,deu,eng,esp,fra,ita,nld,tur
GodInfo_God020,16,Sehr weise. Grübelt stets über\ndas wahre Wesen von Sushi.,A wise philosopher\ncontinually pondering\nthe true nature of sushi.,Filósofo empedernido. Reflexiona\ncontinuamente sobre la sustancia\ny el sentido del sushi.,"Un philosophe, qui s'interroge\nsur l'essence des sushis.",Saggio filosofo che medita di\ncontinuo sulla natura del sushi.,Een wijze filosoof die veel\nstilstaat bij de filosofie van sushi.,Bilge bir filozoftur;\nsuşinin gerçek doğasını\ndurmaksızın düşünür.
GodInfo_God022,17,"Entstachelte sich selbst,\nda ihn alles zu sehr pikste.","Didn't enjoy being pricked\nby its own spines, so it lost them.","Harto de pincharse con\nsus propias espinas,\ndecidió depilarse.",A pris la forme d'un cactus sans\népines... pour ne pas se piquer.,"Le sue spine lo pungevano,\nquindi se l'è tolte.","Lijkt op een cactus. Zonder\nstekels, want die deden pijn.","Kendi dikenlerinin batmasından hoşlanmadı,\nbu yüzden onlardan kurtuldu."
GodInfo_God023,18,Bringt mit Tanz und Gesang\nknallgrünes Leben in jede Party!,A cheerful entertainer who\nalways tries to lift others' spirits\nwith dancing and singing.,El alma de la fiesta. Es capaz\nde subirle la moral a cualquiera\ncon sus canciones y bailoteos.,A le cœur sur la main. Peut chanter ou\ndanser pour vous remonter le moral.,Intrattenitore sempre allegro che\npuò tirarti su con la sua arte.,"Een vrolijke, betrouwbare entertainer\ndie graag met je danst en zingt.",Neşeli bir eğlendirici;\ndans edip şarkı söyleyerek\nhep başkalarının moralini yükseltir.
GodInfo_God025,19,"Ein Kaninchengeist, der seine\nLöffel bei Aufregung aufstellt.",Its ears stand up when\nexcited or surprised.,"Cuando se emociona\no se sorprende, se le ponen\nlas orejas de punta.",A pris la forme d'un lapin. La peur ou\nla joie lui font dresser les oreilles.,Drizza le orecchie quando\nsi emoziona o è sorpreso.,"Lijkt op een konijn, met oren die\nomhooggaan bij sommige emoties.",Heyecanlanınca ya da şaşırınca\nkulakları dikleşir.
GodInfo_God026,20,Stärkt seine Glieder durch steten\nVerzehr von köstlichem Obst.,Extremely confident in its arm\nand leg strength. The source\nof its power is delicious fruit.,Sus potentes extremidades le\ndan mucha seguridad. El secreto\nde su fuerza reside en la fruta.,Sait qu'il a le bras solide. Puiserait\nsa puissance dans des fruits juteux.,"Sicuro della sua forza fisica,\ntrae potere dai frutti succosi.","Heeft sterke armen en benen, die\nzo sterk zijn door sappig fruit.","Kol ve bacak gücüne son derece güvenir.\nGücünün kaynağı,\nleziz meyvelerdir."
GodInfo_God027,21,"Mutig, schlau und dank stetem\nObstgenuss übermächtig stark.","Sagacious and brave.\nOwes its strong intelligence\nand body to fruit, of course.","Valiente y de ideas claras. Debe\nsu inteligencia y su portentoso\nfísico a la fruta, por supuesto.",Intelligent et courageux. Sa sagacité\net sa force lui viennent des fruits.,"Lucido e coraggioso, deve tutto\nalla frutta, ovviamente.",Helder en dapper. Met intelligentie\nen kracht die te danken is aan fruit.,Bilge ve cesurdur.\nGüçlü zekâsını ve bedenini\nelbette meyveye borçludur.
GodInfo_God028,22,Ein fuchsartiger Leisetreter.\nStill und verstohlen wie ein Ninja!,Excels at stealth ops\nlike a ninja.,Es todo un maestro\ndel sigilo.,A pris la forme d'un renard. Aussi\nsilencieux et furtif qu'un ninja.,Si distingue nelle missioni\nfurtive come un ninja.,Lijkt op een vos. Is net zo goed\nin spionage als een ninja.,Bir ninja gibi\ngizli işlerde ustadır.
GodInfo_God029,23,"Erhaben, wortgewandt und ein\nMeister im Menschen-Imitieren.","Aloof, mysterious, eloquent,\nand competent, it specializes\nin imitating humans.","Distante, misterioso y elocuente.\nEs un as imitando a los humanos.",Insaisissable. Aussi doué en actes\nqu'en paroles. Excellent imitateur.,"Riservato, forbito e capace, sa\nimitare molto bene gli umani.",Is afstandelijk en mysterieus. Is\ngoed in het imiteren van mensen.,"Mesafeli, gizemli ve güzel konuşur;\nçok beceriklidir ve insanları\ntaklit etmede uzmandır."
GodInfo_God031,24,Schützt seine Maulwurfäuglein\nmit einer markanten Stollenbrille.,Its round eyes are hidden\nunder its goggles.,Esconde sus ojillos redondos\ntras unas modernas gafas\nde sol.,A pris la forme d'une taupe. Ses\nlunettes cachent des yeux globuleux.,Gli occhiali nascondono\ni suoi occhi tondi.,"Lijkt op een mol, met ronde ogen\nverborgen onder een veiligheidsbril.",Yuvarlak gözleri\ngözlüklerinin altında saklıdır.
GodInfo_God034,25,"Ähnelt zwar einem Äffchen, fällt\njedoch unablässig von Bäumen.",Sometimes falls out of trees.,Se cae de los árboles\ncada dos por tres.,A pris la forme d'un singe. Il lui\narrive parfois de tomber des arbres.,Ogni tanto cade giù da\nun albero.,Lijkt op een aap en valt soms uit\nbomen.,Bazen ağaçlardan düşer.
GodInfo_God035,26,"Leichtfüßig, ungezügelt und\nein geborener Kampfakrobat.","A true free spirit, the ease with\nwhich it controls its nimble body\nmakes it a natural acrobat.",Espíritu libre que no conoce\nlas ataduras y maneja su ligero\ncuerpo con habilidad acrobática.,Esprit pétri de liberté. Se déplace\navec l'agilité d'un acrobate.,"Amante della libertà, è agile\ncome un acrobata.",Houdt van vrijheid en is vrijmoedig.\nBeweegt zich als een acrobaat.,Tam bir özgür ruhtur; çevik bedenini\nöyle rahat kontrol eder ki\ndoğuştan bir akrobattır.
GodInfo_God037,27,"Ein kleines Wassergeistchen.\nWeise, aber auch stets neugierig.",Curious and very knowledgeable.,Se distingue por su curiosidad\nnata y su sabiduría.,A pris la forme d'un génie de l'eau.\nDe caractère aussi curieux que savant.,Curiosissimo e assai sapiente.,Lijkt op een waterelfje. Erg\nnieuwsgierig en weet veel.,"Meraklıdır, üstelik\nçok şey bilir."
GodInfo_God038,28,"Oft mit Honokan unterwegs,\num bei Kälte nicht festzufrieren.","Freezes in cold environments,\nso it takes Honokan with it a lot.",Se congela en las regiones frías.\nPor eso suele viajar en compañía\nde Honokan.,Emmène souvent Honokan pour\néviter de geler par temps froid.,"Può congelare al freddo, quindi\nporta spesso con sé Honokan.","Bevriest in koude locaties, dus\nneemt vaak Honokan mee.","Soğuk ortamlarda donar,\nbu yüzden Honokan'ı sık sık yanında taşır."
GodInfo_God042,29,Jinrais wahrer Rivale. Sein Wesen\nähnelt immer dem seines Meister.,The only true match for Jinrai.\nIts abilities change based\non the heart of its pledge.,El único capaz de hacer frente\na Jinrai. Cambia sus técnicas\nen función de sus aliados.,Capable d'affronter Jinrai. Son\ntalent varie selon son partenaire.,"Potente, può battere Jinrai. Le\nabilità dipendono dal guerriero.",Kan zich met Jinrai meten. Hij past\nzijn gave aan zijn meester aan.,"Jinrai'nin tek gerçek dengi.\nYetenekleri, bağ kurduğu\nkişinin yüreğine göre değişir."
GodInfo_God043,30,Ein knuffiger Tigergeist. Jagt mit\nHingabe den eigenen Schweif.,Can sometimes be found\nchasing its own tail.,Alguna vez lo han pillado\ntratando de cazar su propia cola.,A pris la forme d'un tigre. Joue\nparfois avec sa propre queue.,Ogni tanto gioca con la coda.,Lijkt op een tijger en heeft een\nlange staart om mee te spelen.,Bazen kendi kuyruğunu\nkovalarken görülebilir.
GodInfo_God044,31,"Hat zarte Tatzenbällchen, die\nman immerzu berühren möchte...",The pads of its feet are squishy\nand feel so amazing you'll want\nto touch them forever...,Tiene unas almohadillas tan\nesponjosas en las zarpas que\ndan ganas de apretujarlas.,Les coussinets de ses pattes ont\nl'air si doux qu'on veut les toucher.,I cuscinetti delle zampe sono\nmorbidi e viene voglia di toccarli.,Met poten zo zacht dat ze erom\nvragen om geaaid te worden.,Pati yastıkları yumuşacıktır;\no kadar harika hissettirir ki\nsonsuzca dokunmak istersin...
GodInfo_God045,32,"Kraftvoll, prächtig und eisern\nentschlossen in jeder Lage.","Sturdy and magnificent,\nit never gives up no matter\nhow hard it's pushed.",Un paradigma de vigor y valentía.\nJamás cede ante la presión.,Concentré d'audace et de\nvaillance. Ne recule jamais.,"Resistente e maestoso, non si\narrende mai, per alcun motivo.",Krachtig en groots. Geeft niet\nsnel op onder druk.,Sağlam ve görkemlidir;\nne kadar zorlansa da\nasla pes etmez.
GodInfo_God046,33,"Sieht aus wie ein kühler Kristall,\nist aber stets überraschend warm.",Feels warm to the touch.,"A pesar de su aspecto cristalino,\nproduce una sensación cálida\ny agradable al tacto.",A pris la forme d'un cristal. Dégage\nune chaleur agréable au toucher.,Al tatto emana calore.,Lijkt op een kristal. Voelt warm\naan bij aanraking.,Dokununca sıcacık gelir.
GodInfo_God047,34,"Verstrahlt ein klares Licht, das\nin unzähligen Facetten schillert.","Can make a light shine from\nwithin, which makes its body\ntransparent when it refracts.",Emite una luz desde su interior\nque lo vuelve transparente.,"Génère une lueur qui, par réfraction,\nrend son corps transparent.",Può emanare dall'interno una\nluce che lo rende trasparente.,Heeft een lichaam dat licht kan\ngeven en dan transparant wordt.,İçinden ışık yayabilir;\nışık kırılınca bedeni\nsaydamlaşır.
GodInfo_God048,35,"Ein leuchtendes Mysterium,\nRetter und Erlöser im Kampf.","Shining and mysterious, it's\nknown as a messiah of battle,\nalways extending a helping hand.",Tan resplandeciente como\nmisterioso. Un seguro de vida\nen combate.,Brillant et mystérieux. Un\nvéritable sauveur en combat.,"Tanto forte in battaglia quanto\ngeneroso, aiuta sempre tutti.","Gloeiend en mysterieus, altijd\nbereid om te helpen.","Parlak ve gizemlidir; savaşta bir kurtarıcı\nolarak bilinir, her daim yardım elini uzatır."
GodInfo_God049,36,"Ein Brutzelflämmchen, dessen\nLaune sehr wetterabhängig ist.",Experiences severe mood\nswings based on the weather.,Sufre cambios de humor\nrepentinos según la\nmeteorología.,A pris la forme d'une flamme.\nSon humeur varie selon la météo.,È estremamente meteoropatico.,"Lijkt op een vlam, met een\nhumeur dat wisselt met het weer.",Havaya göre\nsert ruh hâli değişimleri yaşar.
GodInfo_God050,37,"Heller, heißer, heftiger - und\nder ideale Winterkompagnon.",More power means more heat!\nThis is the sushi sprite to have\nby your side on a cold day.,"A más poder, mayor temperatura.\nPor eso es el compañero ideal\nen los fríos días del invierno.",A retrouvé sa force et sa chaleur.\nSushinité idéale par temps froid.,"È ora più caldo, recuperato il suo\npotere. È il top nei giorni freddi.",Is warmer door krachtherstel en dus\nideaal gezelschap op koude dagen.,Güç arttıkça ısı da artar!\nSoğuk günlerde yanında isteyeceğin\nsuşi ruhu budur.
GodInfo_God051,38,"Warmherzig, heißblütig und stets\nein Licht in dunklen Stunden.","Hearty and courageous,\nits flames can be hellish\nor a light in the dark.",Tan cordial como audaz.\nCon sus llamas ahuyenta el frío\ny carboniza a los enemigos.,Valeureux et cordial. Sa flamme peut\nréchauffer aussi bien que brûler.,"Vigoroso e spavaldo, le sue\nfiamme riscaldano o bruciano.","Warm en dapper, met vlammen die\nhelend of hels kunnen zijn.",Yürekli ve cesurdur; alevleri\nya cehennem ateşi gibi yakar\nya da karanlıkta yol gösterir.
GodInfo_God052,39,Ein Kirschblütengeist. Etwas\nschreckhaft und tollpatschig.,Panics easily and\nfalls over a lot.,Se asusta con facilidad\ny se tropieza a menudo.,A pris la forme d'un cerisier. Ne tient\npas en place et trébuche souvent.,Si spaventa facilmente e\ninciampa spesso.,Lijkt op een kers. Raakt\nmakkelijk in paniek en valt vaak.,Kolayca paniğe kapılır\nve sık sık yuvarlanıp düşer.
GodInfo_God053,40,Verteilt beim Pirouettieren\npoetisch Blütenblätter im Winde.,"When it spins around, its\nfluttering, falling petals\nare a beauty to behold.","Cuando se pone a dar vueltas,\ngenera un torbellino de pétalos\nque hipnotiza.",Fait tournoyer ses pétales en\ntourbillonnant sur lui-même.,"Ama ballare e, quando lo fa, i\npetali che cadono sono stupendi.","Dol op dansen met bloemblaadjes,\ndie er prachtig bij neerdwarrelen.","Dönmeye başlayınca,\nuçuşup düşen yaprakçıkları\nseyre doyulmaz bir güzelliktir."
GodInfo_God054,41,Unvorstellbar sanft und lieb.\nDie Verkörperung von Anmut.,"Ever charitable and kind,\nits warm tolerance gently\nembraces everything.","Su sentido de la tolerancia\nno conoce límites, al igual\nque su benevolencia.",Pétri de fraternité. Enveloppe ce\nqui l'entoure de sa tolérance.,Spirito gentile e caritatevole\ndalla tolleranza infinita.,Vrijgevig en vriendelijk. Tolerant\ntegen alles en iedereen.,Daima cömert ve naziktir;\nengin hoşgörüsü her şeyi\nusulca kucaklar.
GodInfo_God055,42,"Ein Röschengeist, anmutig und\nvon himmlischem Duft umgeben.",Moves gracefully and\nhas an elegant scent.,Sus movimientos son gráciles y\nemana un perfume embriagador.,A pris la forme d'une rose. Marche avec\ngrâce en dégageant un auguste parfum.,Ha grazia ed emana un\ngradevole profumo.,Lijkt op een roos. Geeft bij het\nlopen een elegante geur af.,Zarafetle hareket eder\nve hoş bir koku yayar.
GodInfo_God056,43,"Elegant, immerzu korrekt und\nmit vollendeter Tischetikette.","Elegant and well mannered,\nit has perfectly mastered\nsushi table manners.",El súmum de la sofisticación.\nHa elevado el acto de comer\nsushi a la categoría de arte.,Fait montre des plus belles manières en\nmatière d'art de la table et des sushis.,"Molto elegante e raffinato, ha\nperfezionato il galateo del sushi.",Erg elegant en hoffelijk. Heeft\nperfecte sushitafelmanieren.,Zarif ve görgülüdür;\nsuşi sofra adabını\nkusursuzca öğrenmiştir.
GodInfo_God057,44,"Bestechend schön, bei Bedarf\njedoch auch dornig-wehrhaft.","Beautiful and refined,\nits charming thorns slice\nthe air with a sharp sound.",Belleza y gallardía en estado\npuro. Sus espinas cortan\nel aire como un látigo.,Beau et élégant. Ses fascinantes\népines fendent l'air d'un bruit sec.,"Attraente e squisito nei modi,\nfende l'aria con le sue spine.","Fraai en verfijnd, met doorns die met\nscherpe klanken door de lucht klieven.",Güzel ve zariftir;\nçekici dikenleri havayı\nkeskin bir sesle yarar.
GodInfo_God058,45,"Ein Drachengeist. Wird schnell\ngiftig, wenn man ihn streichelt.",Gets very angry if anyone\npets its neck scales.,Su furia se desata si le tocan\nlas escamas del cogote.,A pris la forme d'un dragon. Déteste\nqu'on touche les écailles de son cou.,Non tollera le carezze sulle\nscaglie del collo.,"Lijkt op een draak, met schubben\ndie niet geaaid mogen worden.",Biri boynundaki pulları okşarsa\nçok kızar.
GodInfo_God059,46,"Wenn er aus voller Brust brüllt,\nhält jeder Feind sofort inne.",The roar from its stomach\nis enough to stop any who\nhear it dead in their tracks.,Hasta el más pintado tiembla\ncomo un flan ante uno solo\nde sus rugidos.,Ses formidables rugissements figent\nd'effroi ceux qui les entendent.,"Quando il suo stomaco brontola,\nfa paura.",Gromt zo indrukwekkend dat je\ner stil van wordt.,"Karnının gurultusu, duyanı\nolduğu yere çivilemeye yeter."
GodInfo_God060,47,"Eine heldenhafte Prachtgestalt,\ndie kein Widersacher aufhält.","Heroic and austere, none can\nresist its overwhelming power.",Heroico y austero a partes\niguales. Nadie es capaz de\nresistir su inmenso poder.,Héroïque et austère. Nul ne peut\nrésister à son écrasante puissance.,Spirito eroico e austero dalla\npotenza travolgente.,"Heldhaftig en ernstig, met een\nkracht die niemand kan weerstaan.",Kahraman ve vakurdur; kimse\nezici gücüne karşı koyamaz.
GodInfo_God061,48,"So schwer, dass kein Mensch\nihn jemals wegschieben könnte.",So heavy no human\ncould move it.,Pesa tanto que no hay forma\nhumana de cargar con él.,A pris la forme d'un éléphant. Si\nlourd qu'on ne peut le déplacer.,È così pesante da essere\ninamovibile.,Lijkt op een olifant en is te zwaar om\ndoor iemand verplaatst te worden.,O kadar ağırdır ki hiçbir insan\nonu kıpırdatamaz.
GodInfo_God062,49,Tanzt wallend umher und spielt\nseltsame Weisen auf seiner Flöte.,Skillfully moves its vibrant\nform in dance while playing\na strange sound on its flute.,Ejecuta un baile cautivador\nal ritmo que marca su misteriosa\nflauta.,Danse avec adresse au son\nd'une flûte mystérieuse.,Si muove danzando con agilità\ne suona uno strano flauto.,Danst kunstig tijdens het spelen\nvan een vreemd geluid op de fluit.,Tuhaf ezgiler çalarken\nrengârenk bedeniyle ustaca dans eder.
GodInfo_God063,50,Erhaben und götterhaft. Seine\nAura ist der perfekte Schild.,"Majestic and divine,\nits heroic aura makes\nfor an absolute shield.",Un aura intrépida e impenetrable\nenvuelve su majestuosa\npresencia.,Majestueux et divin. Son aura épique\nconstitue un bouclier impénétrable.,"Maestoso e divino, la sua epica\naura è uno scudo impenetrabile.","Majestueus en goddelijk, met een\naura die werkt als een sterk schild.",Görkemli ve kutsaldır;\nkahraman aurası\nkusursuz bir kalkan olur.
GodInfo_God064,51,Ein Knochengeist. Erschreckt\nsich nachts vorm Spiegel selbst.,Surprises itself if it looks\nin the mirror at night.,"Curiosamente, le da pánico\nmirarse al espejo.",A pris la forme d'un squelette. Panique\nquand il se voit dans un miroir la nuit.,Si spaventa se di notte si guarda\nallo specchio.,Lijkt op een skelet. Kan 's nachts niet\nzonder schrikken in de spiegel kijken.,Gece aynaya bakarsa\nkendi bile irkilir.
GodInfo_God065,52,Lässt mit seiner Geistermacht\ndie Zeiger seiner Uhr zerfließen.,The clock it holds is melting\ndue to the immense magical\npower possessed by this sprite.,Se dice que su inmenso poder\nes lo que ha derretido las agujas\ndel reloj que porta.,Ses immenses pouvoirs auraient fait\nfondre les aiguilles de sa montre.,Il suo orologio si fonde a causa\ndel suo immenso potere.,De klok is zo vol van immens\nkrachtige magie dat hij smelt.,"Muazzam büyü gücü,\nelindeki saati bile eritiyor."
GodInfo_God066,53,"Ein Chaosbote, der seine Seele\ndem Kampfesglück darbrachte.","Able to blend into the night, this\nchaotic sprite has sacrificed its\nsoul in pursuit of victory in battle.",Un genio nocturno y caótico\nque sacrificó su alma para\ncombatir en pos de la victoria.,Adepte du chaos et de la nuit. Prêt\nà vendre son âme pour une victoire.,"Invisibile di notte, persegue la\nvittoria a qualunque costo.",Verhult zich in de nacht. Offerde eigen\nziel voor overwinning tijdens gevechten.,"Geceye karışabilen bu\nkaotik ruh, savaşta zafer uğruna\nruhunu feda etmiştir."
GodInfo_God067,54,"Ein Fledermäuschengeist,\nder aber nur Tomaten leersaugt.",Prefers tomato juice to blood.,Le encanta el zumo de tomate.,"A pris la forme d'une chauve-souris. Ne\nboit pas de sang, mais du jus de tomate.",Ama il succo di pomodoro.,"Lijkt op een vleermuis, maar drinkt\nliever tomatensap dan bloed.","Kana değil, domates suyuna bayılır."
GodInfo_God068,55,"Schlummert kopfüber, wacht aber\nbeim geringsten Geräusch auf.","Mostly spends its time hanging\nupside down. Sensitive to sound,\nit wakes up at the slightest noise.",Se pasa el día cabeza abajo\ny se despierta con el zumbido\nde una mosca.,À l'envers le plus clair du temps.\nSe réveille au moindre bruit.,Passa molto tempo a testa\nin giù. Ipersensibile ai suoni.,Hangt meestal ondersteboven. Heeft\ngoede oren en slaapt daardoor slecht.,Vaktinin çoğunu ters asılı geçirir.\nSese hassastır;\nen ufak gürültüde uyanır.
GodInfo_God069,56,"Voller Charme und Magie.\nVerzaubert jeden, der ihn sieht.","Bewitching and grand,\nit enchants anyone\nwho meets its eyes.",Su sola presencia hechiza a todo\naquel que se le pone delante.,Véritable enchanteur. N'importe qui\nse laisserait envoûter par ses yeux.,Spirito magnifico e incantevole\ndagli occhi ipnotici.,Innemend en voornaam. Betovert\niedereen met enkel oogcontact.,Büyüleyici ve görkemlidir;\ngöz göze gelen herkesi\nkendine hayran bırakır.
GodInfo_God070,57,Ein Püppchengeist mit einem\nverwunschenen Äuglein.,Has an evil eye.,Su mirada es de lo más\ninquietante.,A pris la forme d'une poupée. Répète sans\ncesse « J'ai mal à mon mauvais œil... ».,Ha uno sguardo un po'\ninquietante.,Lijkt op een pop in gothic-stijl.\nSchijnt het boze oog te hebben.,Kem gözlüdür.
GodInfo_God071,58,Will durch eifriges Aufziehen\nstets bei Laune gehalten werden.,Frequently winding its key to\nmake it happy is the duty of\nany respectable sushi striker.,Todo lanzaplatos que se precie\ntiene el deber de darle cuerda.,Remonter son mécanisme fait aussi\npartie du travail d'un sushiste.,Girare spesso la sua chiavetta\nè il dovere del suo guerriero.,Het is de taak van een sushistriker om\nde sleutel regelmatig om te draaien.,"Onu mutlu etmek için anahtarını sık sık\nkurmak, her saygın\nsuşi vurucunun görevidir."
