index,label,English,French,German,Italian,Spanish,Turkish
10,Function_work_01,"Buy{TAG_1} buy!{TAG_2} Sell{TAG_3} sell! This is going to make you
look like a top executive!","Grâce à ces vêtements, les gens penseront
que vous êtes haut placé{TAG_1} !","Hiermit wirst du aussehen
wie {TAG_1}.","Un capo d'abbigliamento per manager d'alto livello!
Compra! Vendi! Vendi! Compra!","Con esta ropa la gente pensará que
en el trabajo mandas tú.","Al{TAG_1}, al!{TAG_2} Sat{TAG_3}, sat! Bunu giyince üst
düzey yönetici gibi görüneceksin!"
11,Function_work_02,"This is going to make you feel like the
leader of an international corporation!","Ces vêtements vous donneront l'impression
d'être un grand chef d'entreprise !","Hiermit wirst du aussehen wie
ein hohes Tier im Unternehmen.","Un capo d'abbigliamento perfetto per
gestire una multinazionale di successo!","Si te pones esto, sentirás que la empresa
te pertenece.","Kendini uluslararası bir şirketin
başındaymış gibi hissedeceksin!"
12,Function_sports_00,This is great for active wear.,Ça sera parfait pour faire du sport.,"Das wird ein tolles Sport
und Freizeit aut fitt!","Questo capo d'abbigliamento è ottimo per
chi fa attività sportiva.",Esta ropa es perfecta para hacer deporte.,Hareketli günler için harika olacak.
13,Function_sports_01,"This is going to feel great and stop you
from getting all sweaty.","Vous ne trouverez pas mieux pour bouger
de manière confortable.","In diesem Outfit wirst du dich toll fühlen.
Und es ist ideal für Sport aller Art!","Sarà un capo d'abbigliamento comodo
e fresco. Finalmente smetterai di sudare!","No hay nada más cómodo que esto
para practicar deporte.","Çok rahat olacak, üstelik ter
içinde kalmanı da önleyecek."
14,Function_sports_02,This is going to feel super light and stretchy!,"Ces vêtements vont être léger
et très souples !","Das wird ein leichtes Outfit in
dem du dich gut bewegen kannst.","Sarà un capo d'abbigliamento ultraleggero
ed elastico!",¡Esta ropa es ligera y puede estirarse mucho!,İnanılmaz hafif ve esnek olacak!
15,Function_skirt_00,The cut of this is going to be so now!,Je vai opter pour une coupe moderne.,"Ich hab mich an den aktuellsten
Schnittmustern orien tiert.","Il taglio di questa gònna è proprio
al passo coi tempi!",Este corte es muy moderno.,Kesimi tam günümüz modası olacak!
16,Function_skirt_01,"The length of this is going to be just about...
perfect!",La longueur va être parfaite !,"Die Länge von diesem Outfit
wird ganz einfach... perfekt!",La lunghezza sarà proprio quella giusta!,Tiene la largura ideal.,Boyu tam... kararında olacak!
17,Function_skirt_02,"Every one will stop what they're doing when you
walk past in this.","Tous les gens vous remarqueront quand
ils vous croiseront.","Wenn du in dem Outfit auftrittst, wirst
du jede Menge Blicke auf dich ziehen!","Si fermeranno tutti ad osservarti quando
passeggerai con questa gònna!","Si te pones esto, atraerás todas las miradas.","Bunu giyip geçerken herkes
yaptığı işi bırakıp sana bakacak."
18,Function_warm_00,"This is going to be so puffy and snug you
might not be able to move your arms!","Il n'y a pas plus chaud que ce vêtement
bien rembourré !","Dieses Outfit wird richtig weich
und warm. Du wirst es lieben!","Sarà un capo così aderente e gonfio che
non potrai nemmeno muovere le braccia!","¡No encontrarás nada tan suave y abrigado
como esto!","O kadar kabarık ve sıcacık olacak
ki kollarını oynatamayabilirsin!"
19,Function_warm_01,I'm putting a lot of insulation into this.,J'y mets tout mon cœur.,Ich stecke echt viel Liebe in dieses Outfit!,"La mia passione si rifletterà nel calore
di questo capo d'abbigliamento.","Lo estói dando todo para confeccionarte
esta prenda.",Buna bolca yalıtım koyuyorum.
20,Function_warm_02,"This winter, you will be so toasty in this you
will wonder if you left the oven on!","Vous n'aurez pas besoin d'autres vêtements
si vous portez ceci.","Mit diesem Teil hier wirst du den
Winter über ganz bestimmt nicht frieren!","Questo capo d'abbigliamento ti terrà
al calduccio per tutto l'inverno!","Este invierno solo necesitarás esto
para abrigarte.","Bu kış bunun içinde öyle sıcak olacaksın
ki fırını açık mı bıraktım diye düşüneceksin!"
21,Function_cool_00,This is all you need to keep cool this summer!,"C'est tout ce dont vous aurez besoin pour
cet été !","Mit diesem Outfit wird dir diesen Sommer
bestimmt nicht zu heiß.",Indossa questo nei torridi pomeriggi d'estate!,"Este verano solo necesitarás esto
para no pasar calor.",Bu yaz serin kalmak için tek ihtiyacın bu!
22,Function_cool_01,"This fabric is cooler than a cucumber in a
fridge.",Rien ne sera plus léger que ce vêtement.,"Dieser Stoff wird wunderbar kühl
auf der Haut liegen.","Questo tessuto è più fresco di un'anguria
appena uscita dal frigorifero!","No hay tejido tan ligero como el que estoy
utilizando.","Bu kumaş buzdolabındaki
salatalıktan bile serin."
23,Function_cool_02,"Just put this on and you will think you stepped
into an igloo with the fridge open.",Il vous suffira de le porter pour vous sentir au frais.,"In diesem Outfit fühlst du dich den ganzen
Tag frisch wie ein Frühlingsmorgen.","Metti questo capo e ti sembrerà
di entrare in un iglù!","Ponte esto y te sentirás como en el Polo
Norte.","Bunu giyince kendini kapağı açık buzdolabıyla
bir igloya girmiş gibi hissedeceksin."
24,Impression_common_00,This is not going to be like all the rest.,Ce vêtement fera bonne impression partout.,"Das wird ein Outfit das
wirklich jedem steht.",Sarà una creazione più unica che rara.,"Ésto no se va a parecer a nada que hayas
visto antes.","Bu, diğerlerinin hiçbirine benzemeyecek."
25,Impression_common_01,This is going to be in fashion any time now...,C'est la prochaine mode !,"Ich hab ein Design gewählt,
das gerade sehr im Kommen ist.","Questo design spopolerà alle prossime
sfilate di moda!","Este diseño se va a poner de moda dentro
de poco...",Her an moda olabilir...
26,Impression_common_02,"Everybody is going to look at you and say{TAG_1}
'I'm so jealous!' and{TAG_2} 'Where'd you get that?'.","Tout le monde sera jaloux lorsque vous
porterez ce vêtement !","Um dieses Outfit werden dich sicher
eine Menge Leute beneiden...",Tutta l'isola ti invidierà!,"Todo el mundo te tendrá envidia cuando te
vea con esta ropa.","Herkes sana bakıp{TAG_1} “Çok kıskandım!”
ve{TAG_2} “Bunu nereden aldın?” diyecek."
27,Impression_showy_00,"You know that feeling when you are a real
trendsetter? Well, I'm sewing it into this.","C'est ce qu'on appelle être à la pointe de
la mode.","Beim Design für dieses Outfit orien tiere ich
mich nur an den allerneuesten Trends!","Con questo capo d'abbigliamento lancerai
una nuova moda!","Con ésto sentirás que vas marcando
la moda.","Gerçek bir trend öncüsü olmanın hissini
biliyor musun? İşte onu buna dikiyorum."
28,Impression_showy_01,"This is going to get everybody's attention, even
during a blackout in the middle of an eclipse.","Peu importe où vous irez, ces vêtements
attireront les regards sur vous.","Damit wirst du überall
die Blicke auf dich ziehen!",Avrai l'attenzione della gente tutta per te!,"Vayas donde vayas, serás el centro de
todas las miradas.","Güneş tutulmasının ortasında elektrikler
kesilse bile herkesin dikkatini çekecek."
29,Impression_showy_02,"Nobody has ever seen fashion like this ever
before. And they probably won't want to again...","Personne n'aura jamais vu de vêtements aussi
originaux que ça {TAG_1}auparavant.","So etwas hat noch nie jemand gesehen. Und
vermutlich wollte es auch nie jemand...","Nessuno ha mai visto niente del genere...
e continuerà a non vederlo anche in futuro.","Nádie ha visto antes ropa tan estilosa
como esta.","Daha önce kimse böyle bir moda görmedi.
Muhtemelen bir daha görmek de istemeyecek..."
30,Impression_plain_00,"This is going to have real plain old-person
appeal. You know{TAG_1} nothing fancy.","Ce vêtement n'a rien d'exceptionnel. Mais c'est
ce qui fait qu'il est unique.","Das hier wird richtig erwachsen
aussehen. Also qua si: Langweilig...","Questo capo d'abbigliamento avrà uno stile
sobrio e pacato. Nulla di trascendentale.","Esta ropa es bastante sencilla, quizá un poco sosa.","Tam sade, yaşlı işi bir havası olacak.
Bilirsin{TAG_1}, gösterişsiz."
31,Impression_plain_01,"It's plain and won't cause any waves, but why
rock the boat when you can sparkle like the sea?","Je vais faire quelque chose de très simple, mais
qui vous fera briller de mille feux !","Eigentlich ist es ein ganz einfaches Outfit.
Aber ich mache etwas Besonderes daraus.","Non sarà un capo d'abbigliamento rivoluzionario,
ma di sicuro si fa notare!","Tehé preparado algo sencillo, pero seguro
que estás radiante cuando te lo pongas.","Sade ve ortalığı karıştırmaz; ama deniz
gibi parlayabilecekken neden kendini tutasın?"
32,Impression_plain_02,"This is going to be SO plain that it will actually
appear to be quite flashy!",C'est tèllemensimple que ça sort du lot !,"Das hier wird {TAG_1}sooh {TAG_2}bescheiden, dass
es schon total minimalistisch wirkt.","L'estrema semplicità di questo capo
d'abbigliamento attirerà l'attenzione di tutti!","¡Lo que te estói preparando es tan soso que
seguro que llamas la atención!","O kadar SADE olacak ki neredeyse
gösterişli görünecek!"
33,Impression_cute_00,"This is going to be so cute even baby ducklings
will be jealous!",Il n'y a rien de plus mignon que ça !,"Das wird so ein süßes Outfit... Damit
beneiden dich sogar die Katzenbabys!","Sto creando il capo d'abbigliamento
più carino che ci sia!","¡Te estói preparando algo tan mono, que
la gente se derretirá cuando te vea!","O kadar şirin olacak ki ördek
yavruları bile kıskanacak!"
34,Impression_cute_01,"People will say you look cuter than a puppy in
a miniature version of this cutesy clothing.","Il suffit de créer des vêtement en disant qu'ils
sont mignons {TAG_1}pour qu'ils le deviennent !","In diesem Outfit wirst du soh süß aussehen wie
ein kleiner Hund in seinem Kuschelkörb chenn!","Sarà un concentrato di carineria e
tenerezza senza precedenti!","El secreto para hacer ropa mona es repetir una
y otra vez: ""¡Qué mono me va a quedar!""","İnsanlar, bunun minyatürünü giymiş bir köpek
yavrusundan bile daha şirin göründüğünü söyleyecek."
35,Impression_cute_02,"This clothing is so cute it will leave a layer of
cute on you that you'll never scrub off.","Ce vêtement est si mignon qu'il déposera sur
vou une couche indélébile de mignonneté.","Dieses Outfit ist soh süß, das macht {TAG_1}
es trägt {TAG_2} zuckersüßen Zauber{TAG_3}.","Chiunque indosserà questo capo d'abbigliamento
sarà avvolto da uno strato indelebile di carineria!","¡Esta ropa es tan adorable que cualquiera que
se la ponga estará monísimo!","Bu kıyafet o kadar şirin ki üstünde silip
çıkaramayacağın bir şirinlik tabakası bırakacak."
36,Impression_sexy_00,"Uh{TAG_1} oh! I may have cut this a little TOO short...
Oh{TAG_2} well...","Ah, zut ! J'ai coupé un peu trop court...","Hopp la! Jetzt hab ich es wohl etwas {TAG_1}zu {TAG_2}knapp
geschnitten... Na ja...","Ops! Forse è un taglio troppo corto...
Beh, pazienza!","Uy, creo que me ha quedado un pelín
corto...","Eyvah{TAG_1}! Bunu biraz FAZLA kısa
kesmiş olabilirim... Neyse{TAG_2}..."
37,Impression_sexy_01,"This should look great...but I should probably
put a health warning on the back.","Cela vous ira sûrement à merveille {TAG_1}et fera
vibrer le cœur de ceux qui vous croisent.","Das wird sicher fantastisch aussehen...
ich freu mich jetzt schon darauf! ",Ti starà a pennello! Farai strage di cuori!,"Esta ropa te quedará de fábula y seguro
que levantarás pasiones.","Harika görünecek... ama arkasına
sağlık uyarısı koysam iyi olacak."
38,Impression_sexy_02,"Covering up is hot these days. Don't show too
much ankle or people will faint.","C'est beaucoup plus séduisant {TAG_1}lorsqu'on ne
se dévoile qu'un petit peu. ","Das wird sicher total ßexy... Aber keine
Sorge! Es zeigt schon nicht {TAG_1}zuh {TAG_2}viel.","Meglio non mostrare troppo o la gente
perderà i sensi al solo guardarti!","Ya sabes lo que dicen: ¡es más atractivo sugerir
que mostrar!","Bu aralar kapalı giyinmek çok çekici.
Bileğini fazla gösterme, millet bayılır."
39,Impression_cool_00,"This is going to be so cool it will feel like it's
flirting with all your other clothes.","Je vais vous faire un vêtement si cool {TAG_1}que vous
aurez envie de le porter tous les jours.","Dieses Outfit wird so lässig... Darin
siehst du fast schon un nah bar aus.","Con questo capo d'abbigliamento sarai
letteralmente irresistibile!","Esta ropa es tan guay que no te la querrás
quitar ni para dormir.","O kadar havalı olacak ki diğer
kıyafetlerinle flört ediyor sanacaksın."
40,Impression_cool_01,"This could turn any old frog into 
charming royalty.","C'est tellement classe que vous aurez un
succès inespéré.","Ich sag dir... Dieses Outfit macht aus jedem
noch so alten Frosch einen echten Prinzen!","Questo capo d'abbigliamento trasformerebbe
qualsiasi ranocchio in un principe azzurro!","Esta ropa tiene tanta clase que te harás
popular de la noche a la mañana.","En sıradan kurbağayı bile çekici
bir asilzadeye dönüştürebilir."
41,Impression_cool_02,"This is so cool and ahead of the fashion wave,
it is surfing on it while doing a handstand.","Rien ne pourrait mieux coller à la mode
d'aujourd'hui.","Das ist so aktuell, es ist der Mode seiner Zeit
sogar um einiges voraus. Damit setzt du Trends!","Sarà un capo d'abbigliamento che anticiperà
le mode!","Esta ropa no es el último grito en moda:
¡es el último alarido!","Moda dalgasının o kadar önünde
ki üzerinde amuda kalkarak sörf yapıyor."
42,Impression_frumpy_00,"I was thinking about using these leftovers
to make a cloth for my toilet...","Je devrais peut-être faire des torchons avec
ces restes de tissu...","Wenn man bedenkt, dass diese Stoffreste
eigentlich Putzlappen werden sollten...","Con il tessuto rimasto potrei fare un tappetino
per il bagno...","Hubiéra sido mejor hacer trapos
con esto...","Artan kumaşlarla tuvalete
bez yapmayı düşünüyordum..."
43,Impression_frumpy_01,"Making something really hideous to look at
is an art form too.","Je pense que créer des vêtements moches est
une forme d'art.","Etwas wirklich Untragbares zu kreieren
ist schließlich auch eine Kunst oder?","Una cosa così inguardabile potrebbe essere
considerata una forma d'arte.","Hacer ropa horripilante también tiene
su miga...","Bakması gerçekten korkunç
bir şey yapmak da bir sanat."
44,Impression_frumpy_02,"I'm going to make this look really awful.
And not by mistake!","C'est peut-être très laid, mais c'est voulu !","Das wird wirklich schrecklich aussehen
wenn's fertig ist. Und zwar mit voller Absicht!","Creerò di proposito qualcosa di imbarazzante
da indossare!","Voy a poner todo mi empeño en
confeccionarte algo horrible.","Bunu bilerek berbat göstereceğim.
Hem de yanlışlıkla değil!"
45,Impression_eccentric_00,"This will be so good, people will turn round to
look even when you're walking behind them.","Tout le monde se retournera sur votre
passage si vous portez ces vêtements.","In diesem Outfit wirst du alle Blicke
auf dich ziehen. Wirklich alle!","La gente si girerà a guardarti prima ancora
di rendersene conto!","Si te pones esto, la gente se quedará sin cuello
para mirarte.","O kadar dikkat çekici olacak ki arkalarından
yürüsen bile insanlar dönüp bakacak."
46,Impression_eccentric_01,"You are not going to believe your eyes when
you see this.","Vous n'en croirez pas vo zieux quand vous
verrez ça.","Du wirst deinen Augen nicht trauen,
wenn du das Ergebnis siehst!","Non crederai ai tuoi occhi, te l'assicuro!","Te vas a quedar con la boca abierta cuando
te muestre lo que he hecho.",Bunu görünce gözlerine inanamayacaksın.
47,Impression_eccentric_02,"The line between flashy and a disaster is really
fine but I'm not afraid to walk on it!","La frontière entre voyant et désastreux n'est pas
très large, mais je ne crains pas de m'y aventurer.","Eine de zente Asymetrie wird dieser
Komposition ihren besonderen Reiz geben...","L'equilibrio tra capolavoro e disastro è molto
labile, ma ho fiducia nelle mie capacità!","La línea que separa lo excéntrico de lo desastroso
es muy fina... ¡Pero me gusta arriesgarme!","Gösterişliyle felaket arasındaki çizgi incecik,
ama üzerinde yürümekten korkmuyorum!"
48,Impression_safe_00,"This is going to play a huge part in your
wardrobe from now on. It'll be the star!","Ces vêtements vont faire partie de votre
garde-robe journalière.","Ab heute wird das dein neues
Lieblingsaut fitt. Da bin ich mir ganz sicher!","Questo capo d'abbigliamento diventerà
la punta di diamante del tuo guardaroba!","Ésto te lo pondrás cada dos por tres,
te lo aseguro.","Bundan sonra gardırobunda büyük
rol oynayacak. Yıldızı bu olacak!"
49,Impression_safe_01,"Anybody can wear this no matter what they
look like.","Je vais faire des vêtements que tout le monde
pourra porter, quelle que soit son apparence.",Das hier kann wirklich jeder tragen.,"Chiunque può indossare questo vestito,
a prescindere dall'aspetto!","Ésto es lo típico que puede llevar todo el
mundo y que queda bien.",Nasıl görünürse görünsün herkes bunu giyebilir.
50,Impression_safe_02,"You can wear this every day and although it
will be boring, there will be no nasty surprises.","Même si vous les portez tous les jours, vous
ne vous lasserez jamais de ces vêtements.","Das kannst du jeden Tag tragen. Wäre zwar
etwas langweilig aber passt irgendwie immer.","Non sarà il massimo della varietà, ma almeno
con questo vestito andrai sul sicuro!","Ésto puedes ponértelo todos los días
sin llegar a aburrirte.","Her gün giyebilirsin; biraz sıkıcı
olacak ama kötü sürpriz çıkarmayacak."
51,Finish_common_00,Finished!,C'est fait !,Fertig!,Finito!,¡Héter minado!,Bitti!
52,Finish_common_01,That's it!,J'ai fini !,Das war's!,Ecco fatto!,¡Ya está!,İşte bu!
53,Finish_common_02,Are you ready?,J'ai terminé !,Bist du bereit?,Sembra un capo di alta sartoria!,¡Hecho!,Hazır mısın?
54,Finish_common_03,And I'm done!,C'est parfait !,Und... fertig!,La mia creazione è pronta!,¡Perfecto!,Ve tamam!
55,Finish_common_04,Tadaah!,Et voici mon chef-d'œuvre !,{TAG_1}Taddaah!,Tadaaa!,¡Tacháaan!,Ta-daa!
