file	id	format	source_en	source_fr	source_de	source_es	source_it	source_nl	source_pt	source_ru	tr	source_sha1	notes
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	20	STB1.1	[f2]Kırmızı, siyah ve beyaz[] renklerini kullandım. Bu tekniğe [f2]trois crayons[], yani 'üç kalem' denir.									0103a81c392d	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	21	STB1.1	Fransız ressam [f2]Jean-Antoine Watteau[]'nun bu güzel çizimi de 'aux trois crayons' tekniğiyle yapılmış.									4e59972b1fce	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	22	STB1.1	Bu tekniğin ayırt edici özelliklerinden biri [f2]orta tonlu renkli kâğıt[] kullanmaktır...									d191b570f91c	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	23	STB1.1	...böylece [f2]beyaz kalem[] veya tebeşirle çizilen [f2]ışıklı bölgeler[] kendiliğinden öne çıkar.									d0a91b89b0d1	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	24	STB1.1	Bu portrelerde kâğıdın rengi aynı zamanda [f2]ten rengi[] görevi görüyor.									8e48cc17d2ee	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	25	STB1.1	Yalnızca [f2]hafif bir renk dokunuşu[], birkaç çizgi, biraz [f2]tarama[] ve [f2]ışıklı bölgeyle[]...									7b0764f47f00	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	26	STB1.1	...tüm bu [f2]canlı biçimleri[] etkili biçimde anlatabilmiş!									d6fd72978f7d	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	27	STB1.1	Başlamadan önce şimdiye kadar öğrendiklerimizi [f2]kısaca hatırlayalım[].									19b9c624455c	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	28	STB1.1	Ağaç dersinde [f2]çizgi kullanımı[] ve [f2]tarama[] tekniklerini incelemiştik...									b24fefba18ab	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	29	STB1.1	...lale dersinde ise [f2]kütleleri yerleştirmeyi[] ve [f2]form oluşturmayı[] öğrendik.									2048caabe581	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	30	STB1.1	Bunların [f2]hepsi[] mantarları çizerken işimize yarayacak; özellikle de biçim vermek için [f2]tarama[].									61d59d9390a2	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	31	STB1.1	Tarama çizgilerin [f2]birbirine yaklaştıkça[] tonun [f2]koyulaştığını[] unutma...									b61558943f7b	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	32	STB1.1	...ve taramayı [f2]formu izleyerek[] yapmak nesneye [f2]hacim[] kazandırır.									df6841c02875	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	33	STB1.1	Tarama [f2]pek çok farklı malzemeyle[] işe yarar: kalem, pastel, hatta boya!									cb717b6827e0	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	34	STB1.1	Mantarları Bacon yemeden çizsek iyi olacak!									6e93822744fa	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	35	STB1.1	Önce [f2]aşamaları sana anlatacağım[], ardından çizimi sana bırakacağım.									82a705809b3a	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	36	STB1.1	İşte benim resmim. Üç değil dört renkli kalem kullandım ama temel ilke aynı!									258984da944a	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	37	STB1.1	Toprak kırmızısı dokulu kâğıdımızın üzerine [f2]siyah kalemle[] [f2]ana şekilleri eskizledim[].									dbddea993d97	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	38	STB1.1	Şekilleri doğru yerleştirmek için burada [f2]ızgara[] işine yarayabilir.									cfedffbbeeb9	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	39	STB1.1	Ardından kalemin [f2]yassı yüzüyle[] mantarların altındaki [f2]gölgeleri[] kabaca yerleştirdim.									0d75e7c74aa3	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	40	STB1.1	Sonra [f2]koyu kahverengi kaleme[] geçip mantarların gölgeli kısımlarını [f2]tarayarak[] işledim.									0be237d7bf9a	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	41	STB1.1	Orta tonlu kâğıdın renginin mantarların renginin bir parçası olarak görünmesi için bazı [f2]boşluklar[] bıraktım...									32b48cea514c	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	42	STB1.1	...tıpkı [f2]Watteau[]'nun kâğıdın rengini figürlerinin [f2]ten tonu[] olarak kullanması gibi.									fbf723ccba4a	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	43	STB1.1	Sonra [f2]açık kahverengi kalemin[] ucuyla [f2]daha açık tonlardan[] bazılarını ekledim.									98d4ff1d785e	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	44	STB1.1	Burada da yine [f2]tarama tekniğini[] kullandım ve çizgileri mantarların [f2]biçimine uydurdum[].									d09563547939	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	45	STB1.1	Ardından siyah kalemle tarayarak mantarlara biraz daha [f2]ayrıntı[] ekledim...									2a7dc4549d57	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	46	STB1.1	...ve son olarak [f2]beyaz kalemle[] [f2]ışıklı bölgeleri[] belirttim.									6e0db12e0bd7	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	47	STB1.1	Çalışırken aşamaları hatırlamak istersen bu [f2]girişi yeniden izleyebilir[]...									c81bbd45cc26	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	48	STB1.1	...ya da üst ekranda [f2]benim çizimim[] varken [f2]+Kontrol Tuşu[]'nda [f2]Sol veya Sağ'a[] basabilirsin.									0e276aa81134	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	49	STB1.1	Böylece resmimin [f2]tüm farklı aşamalarını[] sırayla görebilirsin.									62d42b6c8e0d	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	50	STB1.1	[f2]Hatırlatma ekranında[] her aşama için [f2]ipuçları[] da olacak; hiç zorlanmayacaksın. Bol şans!									73a75da79945	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	51	STB1.1	Harika! Umarım bu ilk çizim [f2]mini dersinde[] eğlenmişsindir.									bc9da35ab1ca	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	52	STB1.1	Çizim, her sanatçı için [f2]önemli bir beceridir[].									4b3ad29d74c5	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	53	STB1.1	Resimleriyle ün kazanan pek çok sanatçı aynı zamanda [f2]çok iyi birer çizerdi[].									595bf61e56fb	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	54	STB1.1	Çizimler bir resme [f2]hazırlanmana[] veya konunu daha iyi anlamana yardımcı olabilir...									48db36d0a0f7	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	55	STB1.1	...ya da yalnızca keyif için yapılabilir ve kendi başlarına değerli sanat eserleri olabilir!									0cfe7d4eb8ef	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	56	STB1.1	Üstelik mantarların farklı [f2]renkleri, dokuları ve biçimleri[] olduğu gibi...									11425a52265b	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	57	STB1.1	...kalem ve kâğıdın dışında da çizim yapmanın pek çok [f2]farklı yolu[] vardır!									20a9dbdc13ad	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	58	STB1.1	[f2]Çeşitlilikten çekinme[]; farklı malzemeler, renkler ve teknikler dene!									021e49d57dfa	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	59	STB1.1	Bir sonraki derste [f2]rengi[] ayrıntılı biçimde inceleyeceğiz. Orada görüşmek üzere!									d2d6dbc12b26	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	0	STB1.1	Mini Ders: Avokado									640558da0175	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	1	STB1.1	[b1][i1]Küçük yassı fırçayla avokadonun [f2]konturunu[] çizerek başla.[][b1][i1]Gerekirse [f2]ızgara aracını[] kullan; istersen göz kararı da deneyebilirsin![]									4d5afe47fe10	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	2	STB1.1	Mini Ders: Avokado									640558da0175	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	3	STB1.1	[b1][i1]Avokadonun ana renklerini [f2]kabaca yerleştir[].[][b1][i1]Farklı alanlara göre daha büyük veya küçük [f2]fırça boyutları[] ve [f2]boya miktarları[] kullan.[]									dc6846e02d31	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	4	STB1.1	Mini Ders: Avokado									640558da0175	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	5	STB1.1	[b1][i1]Kompozisyondaki [f2]ana gölgeleri[] ekle.[][b1][i1]Ana ışığın [f2]soldan[] geldiğini unutma.[]									53d9d0c9345f	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	6	STB1.1	Mini Ders: Avokado									640558da0175	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	7	STB1.1	[b1][i1]Resmin farklı bölümlerine [f2]daha açık renkler[] ekle.[][b1][i1]Düzgün yüzeylerde [f2]daha uzun fırça darbeleri[], pürüzlü çekirdekte ise [f2]kısa darbeler[] kullanmaya çalış.[]									f14bccf6342e	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	8	STB1.1	Mini Ders: Avokado									640558da0175	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	9	STB1.1	[b1][i1]Üzerinde boya veya su olmayan temiz bir fırçayla farklı tonları birbirine [f2]yedir[].[]									664a572b196c	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	10	STB1.1	Mini Ders: Avokado									640558da0175	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	11	STB1.1	[b1][i1]Avokadonun [f2]kabuğunun[] konturu gibi son ayrıntıları ekle.[][b1][i1]Gerekli gördüğün yerlere parlak [f2]ışıklı bölgeler[] koy.[]									74076f36e155	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	12	STB1.1	Vince'in resim aşamaları arasında geçiş yap									7a2c460d4eed	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	13	STB1.1	Aa, merhaba! Beni mutfakta, bu akşamki [f2]akşam yemeği davetine[] hazırlanırken yakaladın!									3aa9580f2dc6	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	14	STB1.1	Lezzetli bir Meksika sosu olan [f2]guacamole[] yapmak için birkaç [f2]avokado[] aldım.									759de1ba504a	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	15	STB1.1	Üstelik ne kadar renkli! Canlı ve neşeli renkleriyle [f2]Meksika halk sanatına[] çok yakışıyor.									5093f93b89e3	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	16	STB1.1	Meksika'nın halk sanatçıları yüzyıllardır süslemede [f2]canlı renkler[] kullanıyor...									53520c78aa83	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	17	STB1.1	[f2]Oymalardan[] yaşadıkları [f2]evlere[] kadar her yerde; insanın ilham almaması mümkün değil!									73e18dfbf6f5	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	18	STB1.1	Bunu ben boyadım ama Meksika'yı ziyaret edersen buna benzer şeyler görmen çok olası!									40fa5344e981	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	19	STB1.1	İşte yedek avokadolarımdan birinin hızlıca yaptığım [f2]resmi[].									3481dabcefa5	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	20	STB1.1	Kavun dersindeki [f2]natürmort becerilerini[] geliştirmek için kusursuz bir konu.									acdd94d783ca	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	21	STB1.1	[f2]Tamamlayıcı renkleri[] ve farklı [f2]dokuları[] resmetmeyi denemiştik.									8633939c64fb	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	22	STB1.1	Avokadonun [f2]sert, pürüzlü çekirdeği[] ile [f2]daha yumuşak etli kısmı[] güzel bir karşıtlık oluşturuyor...									e16b9b94350a	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	23	STB1.1	...ve kavunun [f2]sarısını[] canlı [f2]mor[] bir kumaşla karşılaştırdığımız gibi...									0f7981178741	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	24	STB1.1	...bu kez [f2]yeşil[] avokadomuzu tamamlayıcı renkte [f2]kırmızı[] bir masa örtüsünün üzerine koydum.									30a7462435d7	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	25	STB1.1	İşte resmim. Nasıl yaptığımı kısaca anlatayım; sonra yemeği hazırlamaya dönmeliyim!									ad94227a69c7	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	26	STB1.1	Izgarayı ve [f2]en küçük yassı fırçayı[] kullanarak birkaç [f2]kontur[] çizmekle başladım.									4c854bfbd7db	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	27	STB1.1	Ardından konturları rehber alıp [f2]ana renkleri[] hızla [f2]yerleştirdim[].									694b157f7650	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	28	STB1.1	Boyadığım [f2]yüzeyin büyüklüğüne[] göre farklı fırçalar kullandım...									58b6e0622a48	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	29	STB1.1	...kumaş için [f2]en büyük fırçayı[], çekirdek ve etli kısımlar için [f2]orta boy[] bir fırçayı.									92f4334d27d5	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	30	STB1.1	Sonra biçim vermek ve ışığın yönünü göstermek için [f2]koyu gölgeleri[] yerleştirdim.									ab4b66061daf	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	31	STB1.1	Ardından [f2]açık tonları[] ekledim; masa ve avokadonun etli kısmında [f2]uzun fırça darbeleri[] kullandım...									54d522bf9c6f	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	32	STB1.1	...çekirdekte ise [f2]daha pürüzlü bir doku[] oluşturmak için [f2]kısa izler[] bıraktım.									901cd634be1f	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	33	STB1.1	Renkleri birbirine [f2]yedirmek[], gölgeleri ve ışığı yumuşatmak için temiz bir fırça kullandım.									10716e945507	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	34	STB1.1	Ancak güzel, pürüzlü dokusunu korumak istediğim için [f2]çekirdekte[] renkleri yedirmedim.									e0ad39c80527	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	35	STB1.1	Son olarak avokadonun [f2]kabuğunun[] konturunu [f2]küçük, yuvarlak bir fırçayla[] boyadım.									e11d331fc632	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	36	STB1.1	Etli kısmı, kabuğu ve çekirdeği çok [f2]açık bir yeşille[] [f2]aydınlattım[].									1f7c6471f5c8	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	37	STB1.1	Kullandığım renkleri senin için palet üzerinde önceden karıştırdım; hemen başlayabilirsin!									77134d3d9d28	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	38	STB1.1	Fırçana [f2]farklı miktarlarda boya[] almak sana daha fazla [f2]kontrol[] sağlar...									22ad56fc68c8	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	39	STB1.1	...boyanın [f2]sulandırma oranını[] değiştirmek ise [f2]saydamlığını[] etkiler. Bol şans!									f1d44a4170a8	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	40	STB1.1	Resmini bitirdin mi? Harika! Benim guacamole de hazır.									41f2f9e7b9e0	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	41	STB1.1	Resimde de yemek yaparken olduğu gibi, zengin ve çekici bir sonuç için [f2]karşıtlıkları dengelemeyi[] öğrenirsin.									8c5c26be47ca	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	42	STB1.1	Bu guacamole çok iştah açıcı ama kendimi tutmalıyım! Hazırlanacak daha çok yemek var.									fc83b55d3bd7	
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	43	STB1.1	Bu dersi tamamladığın için tebrikler. Yakında görüşürüz!									6beb45515483	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	0	STB1.1	Mini Ders: Su Değirmeni									68c41558f109	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	1	STB1.1	[b1][i1]Sahnenin [f2]ana öğelerini[] eskizle.[][b1][i1][f2]Izgarayı[] ve kâğıttan biraz daha koyu bir [f2]yeşil kalemi[] kullan.[]									d0930c542c93	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	2	STB1.1	Mini Ders: Su Değirmeni									68c41558f109	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	3	STB1.1	[b1][i1]Koyu yeşil kalemin [f2]yassı yüzüyle[] [f2]koyu alanları[] kabaca yerleştir.[][b1][i1]Bu aşamadaki amaç [f2]biçimleri belirginleştirmeye[] başlamaktır.[]									bc9e899d9dc0	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	4	STB1.1	Mini Ders: Su Değirmeni									68c41558f109	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	5	STB1.1	[b1][i1]Ana [f2]renk[] alanlarını kabaca [f2]yerleştir[].[][b1][i1][f2]Bitki örtüsünü[] oluşturmaya başlamak için serbest, [f2]organik çizgiler[] kullan.[]									f0936024516f	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	6	STB1.1	Mini Ders: Su Değirmeni									68c41558f109	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	7	STB1.1	[b1][i1][f2]Bitki örtüsünde[] [f2]farklı yeşil katmanları[] oluştur.[][b1][i1]Gereken yerlerde [f2]kâğıdın renginin[] görünmesine izin ver.[][b1][i1][f2]Kısa, enerjik izler[] kullanmaya çalış.[]									4d5806fe8089	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	8	STB1.1	Mini Ders: Su Değirmeni									68c41558f109	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	9	STB1.1	[b1][i1][f2]Kayalara[] ve [f2]eve[] doku ekle.[][b1][i1]Farklı yüzeylerde izlerinin [f2]rengini, karakterini ve yönünü[] değiştirmeye çalış.[]									efc10e012eaa	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	10	STB1.1	Mini Ders: Su Değirmeni									68c41558f109	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	11	STB1.1	[b1][i1][f2]En koyu tonları[] ve [f2]ışıklı bölgeleri[] ekle.[][b1][i1]Güçlü kontrast gereken yerlerde [f2]kalemin ucuyla[] çalış.[]									11e61fc798ea	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	12	STB1.1	Vince'in resim aşamaları arasında geçiş yap									7a2c460d4eed	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	13	STB1.1	Yine merhaba! Umarım az önceki yel değirmeni çiziminden keyif almışsındır!									7f24846a9175	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	14	STB1.1	Bugün farklı bir değirmen türü çizeceğiz: bir [f2]su değirmeni[]!									e8d31ef51489	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	15	STB1.1	Başlamadan önce İngiliz ressam [f2]John Constable[]'ın [f2]Saman Arabası[] adlı tablosuna bakalım.									c52d0e443a66	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	16	STB1.1	Constable, Yel Değirmeni dersinde tanıştığımız [f2]Claude Lorrain[]'in eserlerini incelemişti.									7526f2462640	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	17	STB1.1	En çok bunun gibi romantik [f2]manzara resimleriyle[] tanınır.									857e2939b931	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	18	STB1.1	[f2]Saman Arabası[] adlı bu tablosu Londra'daki National Gallery'de sergileniyor.									e92b61c16262	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	19	STB1.1	Tablo, Britanya'nın büyük ölçüde sanayileşmesinden önceki döneme dair [f2]nostaljik duygular[] uyandırıyor.									8472c765139d	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	20	STB1.1	Constable bu tabloyu 1821'de yaptığında bile o kırsal yaşam biçimi yavaş yavaş kaybolmaya başlamıştı.									b5ea46e70f8e	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	21	STB1.1	O dönemde Britanyalılar Constable'ın eserlerine pek ilgi göstermedi; buna karşılık Fransa'da büyük bir [f2]sansasyon[] yarattı.									7a51c87cd4bb	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	22	STB1.1	Saman Arabası Fransa'da Altın Madalya kazandı ve Constable pek çok [f2]Fransız ressama[] ilham verdi...									da054eca3333	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	23	STB1.1	...örneğin eserleri [f2]Empresyonizmin[] doğuşunda büyük önem taşıyan [f2]Eugène Delacroix[]'ya.									ea0304c1508d	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	24	STB1.1	Böylece Lorrain'den Constable'a, Delacroix'dan Monet'ye, oradan Van Gogh'a uzanan bir yol izleyebiliriz...									8146b8162060	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	25	STB1.1	Hepsi birbirine bağlı; sanatın su değirmenini döndüren bir [f2]sanatsal ilham[] nehri gibi!									89c74d048215	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	26	STB1.1	Buradaki su değirmenimiz de Constable'ın döneminden çıkmış bir sahneyi andırıyor.									6a710cebb74f	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	27	STB1.1	Karmaşık görünüyorsa gözün korkmasın; Yel Değirmeni dersinde gereken her şeyi ele aldık.									1dd32ac994a2	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	28	STB1.1	Bu kez yalnızca çizecek biraz daha fazla şey var!									9f64ba21b867	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	29	STB1.1	Daha önce karşılaşmış olabileceğin [f2]renkli kalemlerimizi[] kullanacağız.									9db8d4cb3f3c	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	30	STB1.1	Karşılaşmadıysan da sorun değil! Diğer kalemlerle aynı şekilde çalışırlar.									b277fcdb436d	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	31	STB1.1	Bu sahneyi nasıl çizdiğimi göstereyim; ardından sen de deneyebilirsin!									e0c90f7df8b5	
Mini_lessons/LESSON_04_M1_Watermill/watermill-en.stb	32	STB1.1	Ortada bu kadar çok bitki olduğu için [f2]koyu yeşil kâğıt[] iyi bir [f2]zemin rengi[] oluşturuyor.									03a1c0e10577	
