Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Dbg_Monitor_ConcentTest_result_btn,10,Dbg_Monitor_ConcentTest_result_btn,"Concentratietest
Gestopt","Concentration Challenge
End","Fin du test
de concentration","Konzentrationstest
beendet",Finita!,"Prueba de concentración
Fin","Concentration Challenge
End","Fin du test
de concentration","Prueba de concentración
Fin","Odaklanma Mücadelesi
Bitiş"
Wmt_Common_,11,Wmt_Common_,,,,,,,,,,
Wmt_Common_topic_level,12,Wmt_Common_topic_level,Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Stufe [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Livello [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Seviye [[U+000E]][[U+0001]][[U+0000]][[U+0000]]
Wmt_Common_bar_level,13,Wmt_Common_bar_level,Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Stufe [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Livello [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Seviye [[U+000E]][[U+0001]][[U+0000]][[U+0000]]
Wmt_Common_bar_time1,14,Wmt_Common_bar_time1,Tijd,Time,Temps,Zeit,Tempo,Tiempo,Time,Temps,Tiempo,Süre
Wmt_Common_bar_time2,15,Wmt_Common_bar_time2,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]sec,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] Sek.,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] sec.,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]sn
Wmt_Common_bar_time3,16,Wmt_Common_bar_time3,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] min [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]min [[U+000E]][[U+0001]][[U+0001]][[U+0000]]sec,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] min [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] Min. [[U+000E]][[U+0001]][[U+0001]][[U+0000]] Sek.,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] min [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] min [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] min. [[U+000E]][[U+0001]][[U+0001]][[U+0000]] sec.,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] min [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] min [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]dk [[U+000E]][[U+0001]][[U+0001]][[U+0000]]sn
Wmt_Common_result_count,17,Wmt_Common_result_count,Opgave [[U+000E]][[U+0001]][[U+0000]][[U+0000]]:,Q[[U+000E]][[U+0001]][[U+0000]][[U+0000]]:,Problème [[U+000E]][[U+0001]][[U+0000]][[U+0000]] :,Aufgabe [[U+000E]][[U+0001]][[U+0000]][[U+0000]]:,Q. [[U+000E]][[U+0001]][[U+0000]][[U+0000]]:,Problema [[U+000E]][[U+0001]][[U+0000]][[U+0000]]:,Q[[U+000E]][[U+0001]][[U+0000]][[U+0000]]:,Problème [[U+000E]][[U+0001]][[U+0000]][[U+0000]] :,Problema [[U+000E]][[U+0001]][[U+0000]][[U+0000]]:,S[[U+000E]][[U+0001]][[U+0000]][[U+0000]]:
Wmt_Common_result_rate1,18,Wmt_Common_result_rate1,,,,,,,,,,
Wmt_Common_result_rate2,19,Wmt_Common_result_rate2,,,,,,,,,,
Wmt_Common_result_rate3,20,Wmt_Common_result_rate3,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] %,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]%,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] %,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] %,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]%,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]%,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]%,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] %,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]%,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]%
Wmt_Common_btn_erase,21,Wmt_Common_btn_erase,Wissen,Erase,Effacer,Löschen,Cancella,Borrar,Erase,Effacer,Borrar,Sil
Wmt_Common_btn_giveup1,22,Wmt_Common_btn_giveup1,Opgeven,Give Up,Abandonner,Aufgeben,Mi arrendo,Saltar,Give Up,Abandonner,Saltar,Vazgeç
Wmt_Common_btn_giveup2,23,Wmt_Common_btn_giveup2,Opgeven,Pass,Arrêter,Aufgeben,"Mi
arrendo",Saltar,Pass,Arrêter,Saltar,Geç
Wmt_Common_btn_giveup3,24,Wmt_Common_btn_giveup3,Opnieuw,Retry,Recommencer,Neustart,Ricomincia,Reintentar,Retry,Recommencer,Reintentar,Tekrar dene
Wmt_Common_btn_giveup4,25,Wmt_Common_btn_giveup4,Stoppen,I can't go on,Je n'y arrive plus,Abbrechen,Basta,¡Prefiero parar!,I can't go on,Je n'y arrive plus,¡Prefiero parar!,Devam edemiyorum
Wmt_Common_btn_pass,26,Wmt_Common_btn_pass,Volgende,Pass,Passer,Nächste,Passa,Saltar,Pass,Passer,Saltar,Geç
Wmt_Common_btn_next,27,Wmt_Common_btn_next,Volgende,Next,Suite,Weiter,Avanti,Continuar,Next,Suite,Continuar,İleri
Wmt_Common_btn_start,28,Wmt_Common_btn_start,Beginnen,Start,Commencer,Start,Inizia,Empezar,Start,Commencer,Empezar,Başla
Wmt_Common_btn_continue,29,Wmt_Common_btn_continue,Verdergaan,Continue,Continuer,Fortsetzen,Continua,Continuar,Continue,Continuer,Continuar,Devam
Wmt_Common_message,30,Wmt_Common_message,,,,,,,,,,
Wmt_Common_message_intro,31,Wmt_Common_message_intro,,,,,,,,,,
Wmt_Common_message_intro2_1_back,32,Wmt_Common_message_intro2_1_back,"De laatste keer ben je gestopt bij
[[U+000E]][[U+0001]][[U+0000]][[U+0000]]-terug...",Last time you finished on [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Back,"La dernière fois, nous en étions
au niveau « [[U+000E]][[U+0001]][[U+0000]][[U+0000]] d'écart »...","Letztes Mal haben wir bei
[[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Zurück aufgehört...","L'ultima volta eravamo arrivati
a [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Indietro...","La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]] antes.",Last time you finished on [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Back,"La dernière fois, nous en étions
au niveau « [[U+000E]][[U+0001]][[U+0000]][[U+0000]] d'écart »...","La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]] antes.",En son [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Geri'de bitirdiniz
Wmt_Common_message_intro2_1_level,33,Wmt_Common_message_intro2_1_level,De laatste keer ben je gestopt op niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]]...,Last time you finished on Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],"La dernière fois, nous nous étions arrêtés
au niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]]...","Letztes Mal haben wir
bei Stufe [[U+000E]][[U+0001]][[U+0000]][[U+0000]] aufgehört...",L'ultima volta eravamo arrivati al livello [[U+000E]][[U+0001]][[U+0000]][[U+0000]]...,"La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]].",Last time you finished on Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],"La dernière fois, nous nous étions arrêtés
au niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]]...","La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]].",Geçen sefer  seviyesinde bitirdiniz[[U+000E]][[U+0001]][[U+0000]][[U+0000]]
Wmt_Common_message_intro2_1_rat,34,Wmt_Common_message_intro2_1_rat,"De laatste keer ben je gestopt op
niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]]...",Last time you finished on [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Mouse,"Nous en étions restés au
niveau « [[U+000E]][[U+0001]][[U+0000]][[U+0000]] souris »...","Letztes Mal haben wir
bei [[U+000E]][[U+0001]][[U+0000]][[U+0000]]er-Maus aufgehört...","L'ultima volta eravamo arrivati
a [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Cercatopi...","La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]].",Last time you finished on [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Mouse,"Nous en étions restés au
niveau « [[U+000E]][[U+0001]][[U+0000]][[U+0000]] souris »...","La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]].",Geçen sefer [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Fare ile bitirdiniz
Wmt_Common_message_intro2_1_cup,35,Wmt_Common_message_intro2_1_cup,"De laatste keer ben je gestopt op
niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]]...",Last time you finished on [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Cup,"La dernière fois, nous nous étions arrêtés
au niveau « [[U+000E]][[U+0001]][[U+0000]][[U+0000]] gobelets »...","Letztes Mal haben wir
bei [[U+000E]][[U+0001]][[U+0000]][[U+0000]]er-Hütchen aufgehört...","L'ultima volta eravamo arrivati
a [[U+000E]][[U+0001]][[U+0000]][[U+0000]] bicchieri...","La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]] vasos.",Last time you finished on [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Cup,"La dernière fois, nous nous étions arrêtés
au niveau « [[U+000E]][[U+0001]][[U+0000]][[U+0000]] gobelets »...","La última vez te quedaste
en el nivel [[U+000E]][[U+0001]][[U+0000]][[U+0000]] vasos.",Geçen sefer [[U+000E]][[U+0001]][[U+0000]][[U+0000]]-Kupa'da bitirdiniz
Wmt_Common_message_slow,36,Wmt_Common_message_slow,rustig ,Slow ,"lent, ",Einsteiger ,piano ,(lento) ,Slow ,"lent, ",(lento) ,Yavaş 
Wmt_Common_message_fast,37,Wmt_Common_message_fast,snel ,Fast ,"rapide, ",Tempo ,turbo ,(rápido) ,Fast ,"rapide, ",(rápido) ,Hızlı 
Wmt_Common_message_intro2_1_common,38,Wmt_Common_message_intro2_1_common,De laatste keer ben je gestopt...,Last time you finished,La dernière fois...,"Was war noch Ihr Ergebnis
vom letzten Mal? Ah ja!",L'ultima volta...,La última vez...,Last time you finished,La dernière fois...,La última vez...,Geçen sefer bitirdiniz
Wmt_Common_message_intro2_2_rate_perf,39,Wmt_Common_message_intro2_2_rate_perf,met een score van 100 %.,with a score of 100%.,"Votre taux de bonnes réponses
était de 100 %.",100 % Ihrer Antworten waren richtig!,"avevi totalizzato 100%
di risposte esatte.",Acabaste con un 100% de acierto.,with a score of 100%.,"Votre taux de bonnes réponses
était de 100 %.",Acabaste con un 100% de acierto.,%100 puanla.
Wmt_Common_message_intro2_2_rate_up,40,Wmt_Common_message_intro2_2_rate_up,met een score van meer dan 84 %.,with a score of over 84%.,"Votre taux de bonnes réponses
était de 85 % ou plus.","85 % oder mehr Ihrer
Antworten waren richtig!","avevi totalizzato 85% o
più di risposte esatte.",Acabaste con más de un 84% de acierto.,with a score of 85% or more.,"Votre taux de bonnes réponses
était de 85 % ou plus.",Acabaste con más de un 84% de acierto.,ve %84'ün üzerinde bir puanla.
Wmt_Common_message_intro2_2_rate_stay,41,Wmt_Common_message_intro2_2_rate_stay,met een score van [[U+000E]][[U+0001]][[U+0001]][[U+0000]] %.,with a score of [[U+000E]][[U+0001]][[U+0001]][[U+0000]]%.,"Votre taux de bonnes réponses
était de [[U+000E]][[U+0001]][[U+0001]][[U+0000]] %.",[[U+000E]][[U+0001]][[U+0001]][[U+0000]] % Ihrer Antworten waren richtig!,"avevi totalizzato [[U+000E]][[U+0001]][[U+0001]][[U+0000]]%
di risposte esatte!",Acabaste con un [[U+000E]][[U+0001]][[U+0001]][[U+0000]]% de acierto.,with a score of [[U+000E]][[U+0001]][[U+0001]][[U+0000]]%.,"Votre taux de bonnes réponses
était de [[U+000E]][[U+0001]][[U+0001]][[U+0000]] %.",Acabaste con un [[U+000E]][[U+0001]][[U+0001]][[U+0000]]% de acierto.,[[U+000E]][[U+0001]][[U+0001]][[U+0000]]% puanla.
Wmt_Common_message_intro2_2_rate_down,42,Wmt_Common_message_intro2_2_rate_down,met een score van minder dan 66 %.,with a score of less than 66%.,"Votre taux de bonnes réponses
était de 65 % ou moins.","65 % oder weniger Ihrer
Antworten waren richtig!","avevi totalizzato 65%
o meno di risposte esatte.",Acabaste con menos de un 66% de acierto.,with a score of 65% or less.,"Votre taux de bonnes réponses
était de 65 % ou moins.",Acabaste con menos de un 66% de acierto.,ve %66'dan düşük bir puanla.
Wmt_Common_message_intro2_2_correct2,43,Wmt_Common_message_intro2_2_correct2,en had je beide antwoorden goed!,and got both problems right!,"Vous aviez répondu correctement
aux deux problèmes.",Sie haben beide Male richtig geantwortet!,avevi dato 2 risposte esatte!,¡Acertaste los dos problemas!,and got both problems right!,"Vous aviez répondu correctement
aux deux problèmes.",¡Acertaste los dos problemas!,ve iki soruyu da doğru yaptınız!
Wmt_Common_message_intro2_2_correct1,44,Wmt_Common_message_intro2_2_correct1,en had je één antwoord goed.,and got one problem right.,"Vous aviez répondu correctement
à un problème.",Sie haben 1-mal richtig geantwortet.,avevi dato 1 risposta esatta!,¡Acertaste un problema!,and got one problem right.,"Vous aviez répondu correctement
à un problème.",¡Acertaste un problema!,ve bir soruyu doğru yaptınız.
Wmt_Common_message_intro2_2_correct0,45,Wmt_Common_message_intro2_2_correct0,en had je beide antwoorden fout.,and got neither problem right.,Vous n'aviez eu aucune bonne réponse.,Sie hatten keine Antwort richtig.,non avevi dato nessuna risposta esatta.,¡No acertaste ningún problema!,and got both problems wrong.,Vous n'aviez eu aucune bonne réponse.,¡No acertaste ningún problema!,ve iki soruyu da doğru yapamadınız.
Wmt_Common_message_intro2_2_half,46,Wmt_Common_message_intro2_2_half,tijdens een oefening.,midway through an exercise.,Vous aviez arrêté avant la fin.,"Oh, Sie haben das Training abgebrochen.",avevi interrotto senza arrivare alla fine.,Abandonaste a mitad del ejercicio.,midway through an exercise.,Vous aviez arrêté avant la fin.,Abandonaste a mitad del ejercicio.,bir alıştırmanın ortasında.
Wmt_Common_message_intro2_3,47,Wmt_Common_message_intro2_3,Goed!,Right then.,Reprenons.,Und jetzt...,Bene...,Bien...,OK then.,Reprenons.,Bien...,Pekâlâ.
Wmt_Common_message_start0,48,Wmt_Common_message_start0,Start!,Start!,C'est parti !,Los!,VIA!,¡Vamos allá!,Start!,C'est parti!,¡Adelante!,Başla!
Wmt_Common_message_start1,49,Wmt_Common_message_start1,Opgave 1.,Problem 1.,Premier problème !,Aufgabe 1!,Primo quesito!,¡Primer problema!,Problem 1.,Premier problème!,¡Primer problema!,Soru 1.
Wmt_Common_message_start2,50,Wmt_Common_message_start2,Opgave 2.,Problem 2.,Second problème !,Aufgabe 2!,Secondo quesito!,¡Segundo problema!,Problem 2.,Second problème!,¡Segundo problema!,Soru 2.
Wmt_Common_message_result,51,Wmt_Common_message_result,,,,,,,,,,
Wmt_Common_message_result_rate100,52,Wmt_Common_message_result_rate100,,,,,,,,,,
Wmt_Common_message_result_rate85,53,Wmt_Common_message_result_rate85,,,,,,,,,,
Wmt_Common_message_result_rate75,54,Wmt_Common_message_result_rate75,,,,,,,,,,
Wmt_Common_message_result_rate65,55,Wmt_Common_message_result_rate65,,,,,,,,,,
Wmt_Common_message_result_correct2,56,Wmt_Common_message_result_correct2,,,,,,,,,,
Wmt_Common_message_result_correct1,57,Wmt_Common_message_result_correct1,,,,,,,,,,
Wmt_Common_message_result_correct0,58,Wmt_Common_message_result_correct0,,,,,,,,,,
Wmt_Common_message_level,59,Wmt_Common_message_level,,,,,,,,,,
Wmt_Common_message_level_rate85_1,60,Wmt_Common_message_level_rate85_1,,,,,,,,,,
Wmt_Common_message_level_rate85_2,61,Wmt_Common_message_level_rate85_2,,,,,,,,,,
Wmt_Common_message_level_rate84_1,62,Wmt_Common_message_level_rate84_1,,,,,,,,,,
Wmt_Common_message_level_rate84_2,63,Wmt_Common_message_level_rate84_2,,,,,,,,,,
Wmt_Common_message_level_rate75_1,64,Wmt_Common_message_level_rate75_1,,,,,,,,,,
Wmt_Common_message_level_rate75_2,65,Wmt_Common_message_level_rate75_2,,,,,,,,,,
Wmt_Common_message_level_rate66_1,66,Wmt_Common_message_level_rate66_1,,,,,,,,,,
Wmt_Common_message_level_rate66_2,67,Wmt_Common_message_level_rate66_2,,,,,,,,,,
Wmt_Common_message_level_rate65_1,68,Wmt_Common_message_level_rate65_1,,,,,,,,,,
Wmt_Common_message_level_rate65_2,69,Wmt_Common_message_level_rate65_2,,,,,,,,,,
Wmt_Common_message_level_cont_stay1,70,Wmt_Common_message_level_cont_stay1,,,,,,,,,,
Wmt_Common_message_level_cont_stay2,71,Wmt_Common_message_level_cont_stay2,,,,,,,,,,
Wmt_Common_message_level_cont_down1,72,Wmt_Common_message_level_cont_down1,,,,,,,,,,
Wmt_Common_message_level_cont_down2,73,Wmt_Common_message_level_cont_down2,,,,,,,,,,
Wmt_Common_message_level_correct2_1,74,Wmt_Common_message_level_correct2_1,,,,,,,,,,
Wmt_Common_message_level_correct2_2,75,Wmt_Common_message_level_correct2_2,,,,,,,,,,
Wmt_Common_message_level_correct1_1,76,Wmt_Common_message_level_correct1_1,,,,,,,,,,
Wmt_Common_message_level_correct1_2,77,Wmt_Common_message_level_correct1_2,,,,,,,,,,
Wmt_Common_message_level_correct0_1,78,Wmt_Common_message_level_correct0_1,,,,,,,,,,
Wmt_Common_message_level_correct0_2,79,Wmt_Common_message_level_correct0_2,,,,,,,,,,
Wmt_Common_message_level_short_up1,80,Wmt_Common_message_level_short_up1,,,,,,,,,,
Wmt_Common_message_level_short_up2,81,Wmt_Common_message_level_short_up2,,,,,,,,,,
Wmt_Common_message_level_short_stay1,82,Wmt_Common_message_level_short_stay1,,,,,,,,,,
Wmt_Common_message_level_short_stay2,83,Wmt_Common_message_level_short_stay2,,,,,,,,,,
Wmt_Common_message_level_short_down1,84,Wmt_Common_message_level_short_down1,,,,,,,,,,
Wmt_Common_message_level_short_down2,85,Wmt_Common_message_level_short_down2,,,,,,,,,,
Wmt_Common_message_clear,86,Wmt_Common_message_clear,,,,,,,,,,
Wmt_Common_message_clear_4day1a,87,Wmt_Common_message_clear_4day1a,"Dit is de eerste keer dat je meer dan 84 %
goed hebt op dit niveau.","This is the first time you've got more than
84% at this level.","C'est la première fois que vous obtenez
au moins 85 % à ce niveau !","Auf dieser Stufe haben Sie
erstmals 85 % oder mehr erreicht!","È la prima volta che totalizzi
85% o più in questo livello!","Es la primera vez que logras más
de un 84% de acierto en este nivel.","This is the first time you've gotten
85% or more at this level.","C'est la première fois que vous obtenez
au moins 85 % à ce niveau!","Es la primera vez que logras más
de un 84% de acierto en este nivel.","Bu seviyede ilk kez
%84'ün üzerine çıktınız."
