Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Nou_Jin_level,21,Nou_Jin_level,Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Stufe [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Livello [[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],Level [[U+000E]][[U+0001]][[U+0000]][[U+0000]],Niveau [[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],Seviye [[U+000E]][[U+0001]][[U+0000]][[U+0000]]
Nou_Jin_stage,22,Nou_Jin_stage,Blokken: [[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]] Blocks,Numéro [[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],Nº [[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]] bloques,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] Blocks,Numéro [[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]] bloques,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] Blok
Nou_Jin_norma,23,Nou_Jin_norma,,,,,,,,,,
Nou_Jin_rule_hide_tile,24,Nou_Jin_rule_hide_tile,"[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dDe kleuren en waarden van
de blokken zijn onzichtbaar[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d",[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dBlock colours and values are not visible[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,"Les points et la couleur des
cases sont invisibles.",Verdeckte Felder!,"Il valore e i colori delle
caselle sono invisibili",Tablero sin puntos ni colores.,Block colors and values are not visible,"Les points et la couleur des
cases sont invisibles.",Tablero sin puntos ni colores.,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dBlok renkleri ve değerleri görünmez[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d
Nou_Jin_rule_double_move,25,Nou_Jin_rule_double_move,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dDr. Kawashima doet twee zetten achterelkaar[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dDr Kawashima moves two blocks at a time[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,Le docteur se déplace de 2 cases.,Gegner macht 2 Züge!,Il Dr. Kawashima muove di due caselle,El Dr. Kawashima mueve dos veces.,Dr. Kawashima moves two blocks at a time,Le docteur se déplace de 2 cases.,El Dr. Kawashima mueve dos veces.,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dDr. Kawashima iki blok ilerler[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d
Nou_Jin_rule_hide_unit,26,Nou_Jin_rule_hide_unit,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dDr. Kawashima is onzichtbaar[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dDr Kawashima's moves are hidden[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,Le docteur est invisible.,Unsichtbarer Gegner!,Il Dr. Kawashima è invisibile,El Dr. Kawashima es invisible.,Dr. Kawashima's moves are hidden,Le docteur est invisible.,El Dr. Kawashima es invisible.,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dKawashima'nın hamleleri gizli[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d
Nou_Jin_rule_hide_counter,27,Nou_Jin_rule_hide_counter,De punten zijn onzichtbaar,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dPoints are hidden[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,Les scores sont invisibles.,Verdeckte Punktzahl!,Il punteggio è invisibile,Los marcadores están ocultos.,Points are hidden,Le pointage est invisible.,Los marcadores están ocultos.,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dPuanlar gizlidir[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d
Nou_Jin_rule_double_unit,28,Nou_Jin_rule_double_unit,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dSpeel tegen twee dr. Kawashima's[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dCompete against two Dr Kawashimas[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,Vous affrontez deux docteurs.,2 Gegner!,Sfida contro due Dr. Kawashima,Derrota a los dos Dr. Kawashima.,Compete against two Dr. Kawashimas,Vous affrontez deux docteurs.,Derrota a los dos Dr. Kawashima.,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dİki Dr. Kawashima'ya karşı yarış[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d
Nou_ExplainJintori_01,29,Nou_ExplainJintori_01,"Doe om de beurt een zet en
verover meer [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]blokken [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]dan
je tegenstander!","Take turns to move your piece
and occupy more [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]territory[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] than
your opponent!","Déplacez votre pion pour occuper
un [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]territoire[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] plus étendu que
votre adversaire.","In dieser Übung bewegen wir
abwechselnd unsere Figuren.
Versuchen Sie, so viele [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Felder[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
wie möglich zu erobern.","Muovi la tua pedina quando
è il tuo turno e cerca di
prendere più [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]posizioni
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]del tuo avversario.","Mueve tu ficha por turnos
y ocupa más [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]territorio[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] que
tu contrincante.","Take turns moving your piece,
and occupy more [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]territory[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] than
your opponent!","Déplacez votre pion pour occuper
un [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]territoire[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] plus étendu que
celui de votre adversaire.","Mueve tu ficha por turnos
y ocupa más [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]territorio[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] que
tu contrincante.","Sırayla taşını hareket ettir
ve rakibinden daha fazla
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]alan[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] ele geçir!"
Nou_ExplainJintori_02,30,Nou_ExplainJintori_02,De blauwe [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]pion[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] is van jou.,The blue [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]piece[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] is you.,Les [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]cases [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]bleues sont à vous.,Die blaue [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Figur[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] ist Ihre.,La tua [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]pedina [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]è quella blu.[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]],La [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]ficha[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] azul eres tú.,The blue [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]piece[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] is you.,Les [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]cases [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]bleues sont à vous.,La [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]ficha[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] azul eres tú.,Mavi [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]taş[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] sensin.
Nou_ExplainJintori_03,31,Nou_ExplainJintori_03,"Het nummer op elk [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]blok [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]geeft de
grootte ervan aan.","The number written on each
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]block [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]indicates its size.","Les chiffres sur les [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]cases
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]indiquent leur taille.","Die Zahlen auf den [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Feldern[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
zeigen, wie viele Punkte
jedes Feld wert ist.","Le cifre scritte
all'interno delle [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]caselle
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]indicano il loro valore.","El número que aparece sobre
cada [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]bloque [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]representa su
tamaño.","The number written on each
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]block [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]indicates its size.","Les chiffres sur les [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]cases
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]indiquent leur taille.","El número que aparece sobre
cada [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]bloque [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]representa su
tamaño.","Her [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]blok[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]un üstündeki sayı
onun büyüklüğünü gösterir."
Nou_ExplainJintori_04,32,Nou_ExplainJintori_04,"Raak een knipperend blok aan om
je pion daarheen te verplaatsen.","Touch a flashing block to move
your piece to that location.","Touchez une case qui clignote
pour y déplacer votre pion.","Berühren Sie ein blinkendes
Feld, um Ihre Figur dorthin
zu bewegen.","Muovi la tua pedina
toccando una casella
lampeggiante adiacente.","Toca un bloque adyacente
para desplazarte hasta él.","Tap a flashing block to move
your piece to that location.","Touchez une case qui clignote
pour y déplacer votre pion.","Toca un bloque adyacente
para desplazarte hasta él.","Yanıp sönen bir bloğa dokun
ve taşını o konuma taşı."
Nou_ExplainJintori_05,33,Nou_ExplainJintori_05,"Als je een wit blok bereikt,
wordt het van jou.","When you occupy a white
block, it becomes your
territory","Si vous vous déplacez
sur une case blanche,
vous vous l'appropriez...","Wenn Sie Ihre Figur auf ein
weißes Feld ziehen, gehört
es Ihnen.","Ogni casella bianca
che occupi diventa tua...","Si alcanzas un bloque blanco,
pasará a formar parte de tu
territorio,","When you occupy a white
block, it becomes your
territory","Si vous vous déplacez
sur une case blanche,
vous vous l'appropriez...","Si alcanzas un bloque blanco,
pasará a formar parte de tu
territorio,","Beyaz bir bloğu ele
geçirince, o blok senin
alanın olur"
Nou_ExplainJintori_06,34,Nou_ExplainJintori_06,"Hoe groter het blok is, hoe meer
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]punten [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]je [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]verdient[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","and you [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]earn points [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]based on the
size of the block.","et vous marquez autant de [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]points
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]que l'indique le chiffre sur la case.","Außerdem wird Ihnen der Wert des
Feldes in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Punkten [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]gutgeschrieben.","e il suo valore si aggiunge
al tuo [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]punteggio[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","y [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]recibirás puntos [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]según
su tamaño.","and you [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]earn points [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]based on the
size of the block.","et vous marquez autant de [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]points
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]que l'indique le chiffre sur la case.","y [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]recibirás puntos [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]según
su tamaño.","ve bloğun büyüklüğüne göre
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]puan kazanırsın[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]."
Nou_ExplainJintori_07,35,Nou_ExplainJintori_07,"Je kunt geen blokken veroveren
die van je tegenstander zijn.","You cannot move into your
opponent's territory.","Vous ne pouvez pas vous
déplacer sur une case adverse.","Vom Gegner eroberte Felder
können Sie jedoch nicht mehr
betreten.","Non è possibile passare
per le caselle occupate
dall'avversario.","No puedes desplazarte por
el territorio de tu oponente.","You cannot move into your
opponent's territory.","Vous ne pouvez pas vous
déplacer sur une case adverse.","No puedes desplazarte por
el territorio de tu oponente.","Rakibinin alanına
giremezsin."
