Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Boss_Setting_Mes_2,10,Boss_Setting_Mes_2,"De SD-kaart is niet
toegankelijk. SpotPass kan
niet worden ingeschakeld.","Could not access the SD Card, so
SpotPass cannot be activated.","Impossible d'accéder à la
carte SD. Les paramètres
SpotPass de ce logiciel n'ont
pas pu être enregistrés.","Es konnte nicht auf die SD Card
zugegriffen werden, daher konnte
SpotPass nicht aktiviert werden.","Impossibile accedere
alla scheda SD.
Impossibile registrare i dati
SpotPass per questo software.","No se ha podido activar
SpotPass porque no se
ha podido acceder a la
tarjeta SD.","The SD Card could not be
accessed. Therefore, SpotPass
could not be set up.","Impossible d'accéder à la
carte SD. Les paramètres
SpotPass de ce logiciel n'ont
pas pu être enregistrés.","No se ha podido activar
SpotPass porque no se
ha podido acceder a la
tarjeta SD.","SD Karta erişilemediği için
SpotPass etkinleştirilemiyor."
Boss_Setting_Mes_2_full,11,Boss_Setting_Mes_2_full,"Er is niet genoeg vrije ruimte op
de SD-kaart. SpotPass kan niet
worden ingeschakeld.","There is not enough free space
on the SD Card, so SpotPass
cannot be activated.","Espace libre insuffisant sur
la carte SD. Les paramètres
SpotPass de ce logiciel n'ont
pas pu être enregistrés.","Es ist nicht genügend freier
Speicherplatz auf der SD Card
vorhanden. Daher konnte
SpotPass nicht aktiviert werden.","Non c'è abbastanza spazio
libero nella scheda SD.
Impossibile registrare i dati
SpotPass per questo software.","No se ha podido activar
SpotPass porque no queda
suficiente espacio libre
en la tarjeta SD.","The SD Card does not have
enough free space. Therefore,
SpotPass could not be set up.","Espace libre insuffisant sur
la carte SD. Les paramètres
SpotPass de ce logiciel n'ont
pas pu être enregistrés.","No se ha podido activar
SpotPass porque no queda
suficiente espacio libre
en la tarjeta SD.","SD Kartta yeterli boş alan
olmadığından SpotPass
etkinleştirilemiyor."
Boss_Setting_Mes_2_lock,12,Boss_Setting_Mes_2_lock,"De SD-kaart is tegen schrijven
beveiligd. SpotPass kan niet
worden ingeschakeld.","The SD Card is write-protected,
so SpotPass cannot be activated.","La carte SD est protégée en
écriture. Les paramètres
SpotPass de ce logiciel n'ont
pas pu être enregistrés.","Die SD Card ist schreibgeschützt,
daher kann SpotPass nicht
aktiviert werden.","La scheda SD è
protetta da scrittura.
Impossibile registrare i dati
SpotPass per questo software.","No se ha podido activar
SpotPass porque la tarjeta SD
está protegida contra escritura.","Could not write to the SD Card.
Therefore, SpotPass could not
be set up.","La carte SD est protégée en
écriture. Les paramètres
SpotPass de ce logiciel n'ont
pas pu être enregistrés.","No se ha podido activar
SpotPass porque la tarjeta SD
está protegida contra escritura.","SD Kart yazma korumalı
olduğundan, SpotPass
etkinleştirilemiyor."
Boss_Setting_Btn_0,13,Boss_Setting_Btn_0,Ja,Yes,Oui,Ja,Sì,¡Sí!,Yes,Oui,¡Sí!,Evet
Boss_Setting_Btn_1,14,Boss_Setting_Btn_1,Nee,No,Non,Nein,No,¡No!,No,Non,¡No!,Hayır
Cec_Setting,15,Cec_Setting,,,,,,,,,,
Cec_Setting_Mes_0,16,Cec_Setting_Mes_0,"StreetPass is niet
ingeschakeld voor deze
software op dit systeem.","This title is not registered for use
with StreetPass on this system.","StreetPass n'est pas activé pour
ce logiciel.","Auf diesem System ist StreetPass
für diese Software nicht aktiviert.","SteetPass non è attivata
per questo software
su questa console.","La función de StreetPass
de este programa no está
activada en esta consola.","This software is not registered
for use with StreetPass
on this system.","StreetPass n'est pas activé pour
ce logiciel.","La función de StreetPass
de este programa no está
activada en esta consola.","Bu oyun, bu sistemde StreetPass ile
kullanım için kayıtlı değil."
Cec_Setting_Mes_1,17,Cec_Setting_Mes_1,StreetPass is uitgeschakeld.,StreetPass has been disabled.,StreetPass n'est pas activé.,"StreetPass wurde in den
Optionen deaktiviert.","La funzione StreetPass
è disattivata.",Se ha desactivado StreetPass.,StreetPass has been deactivated.,StreetPass n'est pas activé.,Se ha desactivado StreetPass.,StreetPass devre dışı bırakıldı.
Save,18,Save,,,,,,,,,,
Save_Short,19,Save_Short,Bezig met opslaan...,Saving...,Sauvegarde...,Speichern...,Salvataggio...,Guardando los datos...,Saving...,Sauvegarde...,Guardando los datos...,Kaydediliyor...
Save_Long,20,Save_Long,"Bezig met voorbereiden...
Zet het systeem niet uit.","Preparing...
Please do not turn off the power.","Préparation...
N'éteignez pas la console.","Vorbereitung...
Bitte das System nicht ausschalten.","Salvataggio in corso.
Non spegnere la console.","Guardando los datos...
No apagues la consola.","Preparing...
Please do not turn off the power.","Préparation...
N'éteignez pas la console.","Guardando los datos...
No apagues la consola.","Hazırlanıyor...
Lütfen cihazı kapatmayın."
Save_Delete,21,Save_Delete,"Je profiel wordt gewist.
Zet het systeem niet uit.","Deleting profile...
Please do not turn off the power.","Effacement des données de profil.
N'éteignez pas la console.","Profil wird gelöscht.
Bitte das System nicht ausschalten.","Eliminazione dati personali in corso.
Non spegnere la console.","Borrando el perfil...
No apagues la consola.","Deleting profile. Please do not
turn off the power.","Effacement des données de profil.
N'éteignez pas la console.","Borrando el perfil...
No apagues la consola.","Profil siliniyor...
Lütfen cihazı kapatmayın."
Save_DeleteAll,22,Save_DeleteAll,"De gegevens worden gewist.
Zet het systeem niet uit.","Deleting data...
Please do not turn off the power.","Effacement des données.
N'éteignez pas la console.","Daten werden gelöscht.
Bitte das System nicht ausschalten.","Eliminazione dati in corso.
Non spegnere la console.","Borrando los datos...
No apagues la consola.","Deleting data.
Please do not turn off the power.","Effacement des données.
N'éteignez pas la console.","Borrando los datos...
No apagues la consola.","Veriler siliniyor...
Lütfen cihazı kapatmayın."
Save_Boss,23,Save_Boss,"SpotPass is ingesteld. Er worden
aanvullende gegevens gecreëerd.","SpotPass has been activated.
Extra data will now be created.","SpotPass configuré. Des données
additionnelles vont être créées.","SpotPass wurde eingerichtet.
Zusatzdaten werden erstellt.","SpotPass verrà attivata.
Creazione dati aggiuntivi in corso.","Se ha configurado SpotPass.
Se crearán datos adicionales.","SpotPass is being set up.
Extra data will be created.","SpotPass configuré. Des données
additionnelles vont être créées.","Se ha configurado SpotPass.
Se crearán datos adicionales.","SpotPass etkinleştirildi.
Artık ek veriler oluşturulacak."
Time_Back,24,Time_Back,,,,,,,,,,
Time_Back_0,25,Time_Back_0,"Wat is dit?
Volgens de klok zijn we terug in
de tijd gereisd!","What's this?
According to the clock
we've travelled back in time.","Tiens ? Il semblerait que nous
ayons remonté le temps.","Oh?
Der Uhr zufolge sind wir
in der Zeit zurück gereist.","Com'è possibile?
L'orologio è indietro.","¡Vaya! Parece que hemos
viajado atrás en el tiempo,
o eso al menos indica mi reloj.","What's this?
According to the clock,
we've traveled back in time.","Tiens! Il semblerait que nous
ayons remonté le temps.","¡Vaya! Parece que hemos
viajado atrás en el tiempo,
o eso indica mi reloj.","Bu da ne?
Saate göre
zamanda geriye gitmişiz."
Time_Back_1,26,Time_Back_1,"Mogelijk zijn de grafieken
en trainingskalender niet
betrouwbaar meer.
Wil je toch verdergaan?","Graphs and attendance records
may no longer be reliable.
Is this OK?","Les informations relatives aux
graphiques et aux jours de
présence pourraient être altérées.","Daher sind Grafiken und
Trainingskalender eventuell
nicht mehr verlässlich.
Trotzdem fortfahren?","Ciò potrebbe causare
problemi al grafico
e al registro delle presenze.
Va bene lo stesso?","Los datos mostrados en
los gráficos y la información
sobre la asistencia podrían
sufrir cambios.
¿Seguro que quieres continuar?","Graphs and attendance records
may no longer be reliable.
Is this OK?","Les informations relatives aux
graphiques et aux jours de
présence pourraient être altérées.","Los datos mostrados en
los gráficos y la información
sobre la asistencia podrían
sufrir cambios.
¿Seguro que quieres continuar?","Grafikler ve katılım kayıtları
artık güvenilir olmayabilir.
Bu uygun mu?"
Time_Back_Btn_0,27,Time_Back_Btn_0,Ja,Yes,OK,Okay,Sì,Sí,Yes,OK,Sí,Evet
Trn_Get_,28,Trn_Get_,,,,,,,,,,
Trn_Get_First_Mes_0,29,Trn_Get_First_Mes_0,Als je blijft trainen...,If you keep up your attendance,"À mesure que vous accumulez les
jours de présence...","Wenn Sie das Training fortsetzen,","Se registri abbastanza
presenze...","Si eres constante y vienes
por aquí con frecuencia,","If you keep up your attendance,","À mesure que vous accumulez les
jours de présence...","Si eres constante y vienes
por aquí con frecuencia,",Katılımını sürdürürsen
Trn_Get_First_Mes_1,30,Trn_Get_First_Mes_1,"worden er meer oefeningen en
activiteiten beschikbaar gesteld.","more training exercises
and activities will become
available.","vous débloquez de nouveaux
exercices et activités.","werden neue Übungen
und Aktivitäten verfügbar.","avrai accesso a nuovi
allenamenti e tanto
altro ancora.","se irán desbloqueando más
actividades y ejercicios.","more training exercises
and activities will become
available.","vous déverrouillez de nouveaux
exercices et activités.","se irán desbloqueando más
actividades y ejercicios.","daha fazla antrenman egzersizi
ve etkinlik
kullanıma açılacak."
Trn_Get_First_Mes_2,31,Trn_Get_First_Mes_2,"Vandaag is je eerste
trainingssessie, dus...","Today is your first
day of training, so...","C'est votre premier jour
aujourd'hui...","Sie haben heute das erste
Mal trainiert!","Oggi è il tuo primo giorno,
quindi...","Como hoy es tu primer día
de entrenamiento, creo que
te mereces una sorpresa...","Today is your first
day of training, so...","C'est votre premier jour
aujourd'hui...","Como hoy es tu primer día
de entrenamiento, creo que
te mereces una sorpresa...","Bugün antrenmandaki
ilk günün, yani..."
Trn_Get_First_Mes_3,32,Trn_Get_First_Mes_3,"er is in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Duivelse Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] een
nieuwe oefening beschikbaar!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Devilish Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
exercise is available!","Un nouvel exercice est disponible
pour l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]entraînement infernal [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Unter [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Diabolisches Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] ist
eine neue Übung verfügbar!","Hai accesso a un nuovo
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Allenamento infernale[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","¡Nuevo ejercicio de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica infernal [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]disponible!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Devilish Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
exercise is available!","Un nouvel exercice est disponible
pour l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]entraînement infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","¡Nuevo ejercicio de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica infernal [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]disponible!","Yeni bir [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Şeytani Antrenman[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
egzersizi açıldı!"
Trn_Get_First_Mes_4,33,Trn_Get_First_Mes_4,"er is in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Aanvullende Training [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]een
nieuwe oefening beschikbaar!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Training Supplement[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] is
available!","Un nouvel exercice est disponible
pour le [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]soutien infernal [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Unter [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Diabolisches Zusatztraining[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
ist eine neue Übung verfügbar!","Hai accesso a un nuovo
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Compendio infernale[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","¡Nuevo ejercicio de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica de apoyo [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]disponible!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Supplemental Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
exercise is available!","Un nouvel exercice est disponible
pour le [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]soutien infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","¡Nuevo ejercicio de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica de apoyo [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]disponible!","Yeni bir [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Antrenman Takviyesi[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] 
kullanıma açıldı!"
Trn_Get_First_Mes_5,34,Trn_Get_First_Mes_5,"er is in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Brain Training [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]een
nieuwe oefening beschikbaar!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Brain Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
exercise is available.","Un nouvel exercice est disponible
pour l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]entraînement cérébral [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Unter [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Gehirn-Jogging[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] ist
eine neue Übung verfügbar!","Hai accesso a un nuovo
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Allenamento cerebrale[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","¡Nuevo ejercicio de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica cerebral[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] disponible!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Brain Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
exercise is available!","Un nouvel exercice est disponible
pour l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]entraînement cérébral[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","¡Nuevo ejercicio de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica cerebral[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] disponible!","Yeni bir [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Beyin Egzersizi[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
açıldı."
Trn_Get_First_Mes_6,35,Trn_Get_First_Mes_6,"er is in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Recreatie [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]een nieuwe
activiteit beschikbaar!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Time Out
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]is available!","Un nouveau programme de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]détente [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]est disponible !","Unter [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Entspannung[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] ist eine
neue Übung verfügbar!","Hai accesso a una nuova
attività [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Relax[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","¡Nuevo juego de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica de relax[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] disponible!","A new [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Relaxation Mode
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]activity is available!","Un nouveau programme de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]détente [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]est disponible!","¡Nuevo juego de
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica de relax[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] disponible!","Yeni bir [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Süre Doldu
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]kullanıma açıldı!"
Trn_Get_First_Mes_7,36,Trn_Get_First_Mes_7,"Nieuwe oefeningen en activiteiten
herken je aan het [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]! [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]-teken.","Newly unlocked exercises
and activities are marked
with a [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]! [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]symbol.","Les éléments nouveaux sont
indiqués par un [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]« ! »[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Neue Übungen erkennen Sie
am „[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]![[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]“.","Il simbolo [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]! [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]contrassegnerà
tutte le nuove modalità
disponibili.","Los nuevos ejercicios y juegos
que consigas desbloquear se
marcarán con «[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]![[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]».","Newly unlocked exercises
and activities are marked
with a [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]! [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]symbol.","Les éléments nouveaux sont
indiqués par un [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]« ! »[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Los nuevos ejercicios y juegos
que consigas desbloquear
se marcarán con ""[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]![[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]"".","Yeni açılan egzersizler
ve etkinlikler, [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]![[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] simgesiyle
işaretlenir."
Trn_Get_First_Mes_8,37,Trn_Get_First_Mes_8,Probeer ze maar eens!,Please give them a try!,"Essayez, ça va vous plaire !",Probieren Sie sie doch einmal aus!,"Ricordati di darci
un'occhiata più tardi!",¡Que no se te olvide probarlos!,Please give them a try!,"Essayez, ça va vous plaire!",¡Que no se te olvide probarlos!,Mutlaka dene!
Trn_Get_Normal_Mes_0,38,Trn_Get_Normal_Mes_0,"Je traint al [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 dag[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]], dus...","You've racked up [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]day[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]'s
attendance, so...","C'est votre [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]premier jour [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de
présence !",Sie haben [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 Tag[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] teilgenommen!,"Hai registrato [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 presenza[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]],
quindi...","Has acumulado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 día [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de
asistencia, y como premio...","You've racked up [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]day[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]'s
attendance, so...","C'est votre [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]premier jour [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de
présence!","Has acumulado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 día [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de
asistencia, y como premio...","Şu ana kadar [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]gün[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
katılımın var, yani..."
