Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Nou_ExplainClassic_Frame_MoneyU2,21,Nou_ExplainClassic_Frame_MoneyU2,,,,,,,,,,
Nou_ExplainClassic_Frame_MoneyD1,22,Nou_ExplainClassic_Frame_MoneyD1,,,,,,,,,,
Nou_ExplainClassic_Frame_MoneyD2,23,Nou_ExplainClassic_Frame_MoneyD2,,,,,,,,,,
Nou_ExplainClassic_Frame_PachiPachiU1,24,Nou_ExplainClassic_Frame_PachiPachiU1,,,,,,,,,,
Nou_ExplainClassic_Frame_PachiPachiD1,25,Nou_ExplainClassic_Frame_PachiPachiD1,,,,,,,,,,
Nou_ExplainClassic_Frame_KakitoriU1,26,Nou_ExplainClassic_Frame_KakitoriU1,,,,,,,,,,
Nou_ExplainClassic_Frame_KakitoriD1,27,Nou_ExplainClassic_Frame_KakitoriD1,,,,,,,,,,
Nou_ExplainClassic_Frame_KakitoriD2,28,Nou_ExplainClassic_Frame_KakitoriD2,,,,,,,,,,
Nou_ExplainClassic_Frame_StroopU1,29,Nou_ExplainClassic_Frame_StroopU1,,,,,,,,,,
Nou_ExplainClassic_Frame_PianoU1,30,Nou_ExplainClassic_Frame_PianoU1,,,,,,,,,,
Nou_ExplainClassic_Frame_PianoU2,31,Nou_ExplainClassic_Frame_PianoU2,,,,,,,,,,
Nou_ExplainClassic_Frame_PianoD1,32,Nou_ExplainClassic_Frame_PianoD1,,,,,,,,,,
Nou_ExplainClassic_Frame_PianoD2,33,Nou_ExplainClassic_Frame_PianoD2,,,,,,,,,,
Nou_ExplainClassic_Frame_ShotokuU1,34,Nou_ExplainClassic_Frame_ShotokuU1,,,,,,,,,,
Nou_ExplainClassic_Frame_ShotokuU2,35,Nou_ExplainClassic_Frame_ShotokuU2,,,,,,,,,,
Nou_ExplainClassic_Frame_ShotokuD1,36,Nou_ExplainClassic_Frame_ShotokuD1,,,,,,,,,,
Nou_ExplainClassic_Frame_ShotokuD2,37,Nou_ExplainClassic_Frame_ShotokuD2,,,,,,,,,,
Nou_ExplainClassic_Frame_ShotokuD3,38,Nou_ExplainClassic_Frame_ShotokuD3,,,,,,,,,,
Nou_ExplainClassic_Frame_ShotokuD4,39,Nou_ExplainClassic_Frame_ShotokuD4,,,,,,,,,,
Nou_ExplainClassic_Frame_KasanHakaiU1,40,Nou_ExplainClassic_Frame_KasanHakaiU1,,,,,,,,,,
Nou_ExplainClassic_Frame_KasanHakaiD1,41,Nou_ExplainClassic_Frame_KasanHakaiD1,,,,,,,,,,
Nou_ExplainClassic_Frame_KanjiHakaiU1,42,Nou_ExplainClassic_Frame_KanjiHakaiU1,,,,,,,,,,
Nou_ExplainClassic_Frame_KanjiHakaiD1,43,Nou_ExplainClassic_Frame_KanjiHakaiD1,,,,,,,,,,
Nou_ExplainClassic_Frame_WatchU1,44,Nou_ExplainClassic_Frame_WatchU1,,,,,,,,,,
Nou_ExplainClassic_Frame_WatchD1,45,Nou_ExplainClassic_Frame_WatchD1,,,,,,,,,,
Nou_ExplainClassic_Start,46,Nou_ExplainClassic_Start,Ben je er klaar voor?,Are you ready?,"Bien, commençons !","Also, fangen wir an!",Iniziamo!,¿Todo listo?,Are you ready?,"Bien, commençons!",¿Todo listo?,Hazır mısın?
Nou_ExplainClassic_Calc1,47,Nou_ExplainClassic_Calc1,"Kijk naar de [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]sommen[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] op het
3D-scherm en schrijf [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]zo snel
je kunt[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] de antwoorden op
het touchscreen.","Look at the [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]problems[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] that appear
on the 3D Screen and write the
answers on the Touch Screen
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]as fast as you can[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Écrivez sur l'écran tactile les
réponses aux [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]opérations [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]posées.
Soyez [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]rapide [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Auf dem 3D-Bildschirm
werden [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Rechenaufgaben[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
angezeigt. Schreiben Sie die
Antworten [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]so schnell wie möglich
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]auf den Touchscreen.","Risolvi i [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]calcoli [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]che appaiono
sullo schermo 3D e
scrivi [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]velocemente [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]i risultati
sul touch screen.[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]","Observa las [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]operaciones [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]en
la pantalla 3D y escribe
tus soluciones [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]rápidamente
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]en la pantalla táctil.","Look at the [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]problems[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] that appear
on the 3D Screen, and write the
answers on the Touch Screen
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]as fast as you can[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Écrivez sur l'écran tactile les
réponses aux [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]opérations [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]posées.
Soyez [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]rapide[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Observa las [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]operaciones [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]en
la pantalla 3D y escribe
tus soluciones [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]rápidamente
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]en la pantalla táctil.","3D Ekran'da çıkan [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]problemlere[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
bak ve cevapları Dokunmatik
Ekran'a yaz. [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Mümkün olduğunca
hızlı[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] ol!"
Nou_ExplainClassic_Calc2,48,Nou_ExplainClassic_Calc2,,,,,,,,,,
Nou_ExplainClassic_Stroop1,49,Nou_ExplainClassic_Stroop1,,,,,,,,,,
Nou_ExplainClassic_Stroop2,50,Nou_ExplainClassic_Stroop2,,,,,,,,,,
Nou_ExplainClassic_Stroop3,51,Nou_ExplainClassic_Stroop3,,,,,,,,,,
Nou_ExplainClassic_Stroop4,52,Nou_ExplainClassic_Stroop4,,,,,,,,,,
Nou_ExplainClassic_Stroop5,53,Nou_ExplainClassic_Stroop5,,,,,,,,,,
Nou_ExplainClassic_Stroop6,54,Nou_ExplainClassic_Stroop6,,,,,,,,,,
Nou_ExplainClassic_StroopDistStr,55,Nou_ExplainClassic_StroopDistStr,,,,,,,,,,
Nou_ExplainClassic_StroopDist1,56,Nou_ExplainClassic_StroopDist1,,,,,,,,,,
Nou_ExplainClassic_StroopTwice1,57,Nou_ExplainClassic_StroopTwice1,,,,,,,,,,
Nou_ExplainClassic_StroopTwice2,58,Nou_ExplainClassic_StroopTwice2,,,,,,,,,,
Nou_ExplainClassic_Kakitori1,59,Nou_ExplainClassic_Kakitori1,"De getallen verschijnen [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]kort [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]op
het 3D-scherm.","Numbers will appear [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]briefly[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] on the
3D Screen.","Des nombres apparaissent
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]brièvement[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] sur l'écran 3D.","Auf dem 3D-Bildschirm
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]erscheinen[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] Zahlen und
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]verschwinden[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] wieder.","Dei numeri appaiono
per [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]un istante [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]sullo
schermo 3D.","Los números se mostrarán
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]brevemente[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] en la pantalla 3D.","Numbers will appear [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]briefly[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] on the
3D Screen.","Des nombres apparaissent
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]brièvement[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] sur l'écran 3D.","Los números se mostrarán
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]brevemente[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] en la pantalla 3D.","Sayılar 3D Ekran'da
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]kısa süreliğine[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] görünecek."
Nou_ExplainClassic_Kakitori2,60,Nou_ExplainClassic_Kakitori2,"Raak op het touchscreen de
vakjes aan op volgorde [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]van laag
naar hoog[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]. De getallen verdwijnen,
dus vergeet niet waar ze stonden!","Tap the boxes on the Touch
Screen in order [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]from lowest to
highest[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]. The numbers will vanish,
so you must remember where
they were!","Des carrés s'affichent ensuite à
l'identique sur l'écran tactile.
Touchez ces carrés dans l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]ordre
croissant[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] des nombres contenus.","Berühren Sie die entsprechenden
Kästchen auf dem Touchscreen
in der richtigen Reihenfolge!
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Die niedrigste Zahl zuerst[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Sul touch screen appare
un riquadro uguale.
Tocca su questo i punti
corrispondenti ai numeri,
in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]ordine crescente[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Toca las cajas en la pantalla
táctil por orden, [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]de menor
a mayor[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].
Los números desaparecen,
¡así que fíjate en dónde están!","Tap the boxes on the Touch
Screen in order [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]from lowest to
highest[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]. The numbers will vanish,
so you must remember where
they were!","Des carrés s'affichent ensuite à
l'identique sur l'écran tactile.
Touchez ces carrés dans l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]ordre
croissant[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] des nombres contenus.","Toca las cajas en la pantalla
táctil por orden, [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]de menor
a mayor[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].
Los números desaparecen,
¡así que fíjate en dónde están!","Dokunmatik Ekran'daki kutulara, [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]en
küçükten en büyüğe[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] sırayla dokun.
Sayılar kaybolacak; bu yüzden
nerede olduklarını hatırlamalısın!"
Nou_ExplainClassic_Kakitori3,61,Nou_ExplainClassic_Kakitori3,,,,,,,,,,
Nou_ExplainClassic_Kakitori4,62,Nou_ExplainClassic_Kakitori4,,,,,,,,,,
Nou_ExplainClassic_Kakitori5,63,Nou_ExplainClassic_Kakitori5,,,,,,,,,,
Nou_ExplainClassic_Kakitori6,64,Nou_ExplainClassic_Kakitori6,,,,,,,,,,
Nou_ExplainClassic_Piano1,65,Nou_ExplainClassic_Piano1,"Volg de muzieknoten
op het 3D-scherm...","Follow the musical notes on
the 3D Screen","Suivez la partition qui s'affiche
sur l'écran 3D...","Lesen Sie die Noten auf
dem 3D-Bildschirm.","Segui lo spartito
che appare sullo
schermo 3D e...","Guíate por las notas que
aparecen en la pantalla 3D","Follow the musical notes on
the 3D Screen,","Suivez la partition qui s'affiche
sur l'écran 3D...","Guíate por las notas que
aparecen en la pantalla 3D","3D Ekran'daki müzik
notalarını takip et"
Nou_ExplainClassic_Piano2,66,Nou_ExplainClassic_Piano2,"[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]en [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]raak [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]op het touchscreen [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de
juiste [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]toetsen [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]aan [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]om de muziek
te spelen.[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]","[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]and [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]touch[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] the corresponding
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]keys [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]on the Touch Screen.[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]","et [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]touchez [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]les [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]touches du clavier[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
correspondantes sur l'écran
tactile.","[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Berühren[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] Sie die [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Tasten[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] des
Pianos auf dem Touchscreen.","[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]tocca[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] i tasti, corrispondenti
alle note, della [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]tastiera[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
visualizzata sul touch screen.","y[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]ve[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]] tocando[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] las [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]teclas
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]correspondientes en la
pantalla táctil.[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]","[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]and [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]tap[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] the corresponding
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]keys [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]on the Touch Screen.[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]","et [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]touchez [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]les [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]touches du clavier[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
correspondantes sur l'écran
tactile.","y[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]ve[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]] tocando[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] las [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]teclas
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]correspondientes en la
pantalla táctil.[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]","[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]ve [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Dokunmatik[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] Ekran'daki
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]karşılık [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]gelen tuşlara 
dokun.[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]"
Nou_ExplainClassic_Piano3,67,Nou_ExplainClassic_Piano3,"Als het je lukt om nauwkeurig
het ritme te volgen, haal je een
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]hogere score[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Following the rhythm and tempo
will earn you [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]more points[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Pour cet exercice, n'oubliez pas
d'ajuster le [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]volume sonore [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de
votre console.","Passen Sie für diese
Übung die Lautstärke Ihres
Nintendo 3DS-Systems den
Erfordernissen des Spiels
und Ihrer Umgebung an.","Per questo esercizio è
necessario [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]regolare
il volume [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]della console.","Si logras seguir el ritmo y tempo
correctos, conseguirás [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]una
puntuación mayor[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Following the rhythm and tempo
will earn you [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]more points[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Pour cet exercice, n'oubliez pas
d'ajuster le [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]volume sonore [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de
votre console.","Si logras seguir el ritmo y tempo
correctos, conseguirás [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]una
puntuación mayor[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Ritmi ve tempoyu takip etmek
sana [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]daha fazla puan[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] kazandırır."
