Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
MainMenu_Mes_AutoSelect_Concent,20,MainMenu_Mes_AutoSelect_Concent,Concentratietest in voorbereiding...,Preparing Concentration Challenge,En route pour le test de concentration,"Konzentrationstest
wird vorbereitet...",Caricamento Sfida alla concentrazione...,Preparando la Prueba de concentración,Preparing Concentration Challenge,En route pour le test de concentration,Preparando la Prueba de concentración,Odaklanma Mücadelesi hazırlanıyor
MainMenu_Mes_Dialog_Firstboot,21,MainMenu_Mes_Dialog_Firstboot,"Laten we beginnen met
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Duivelse Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Firstly, let's try [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Devilish Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Commençons par l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]entraînement
infernal [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Probieren Sie zuerst das
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Diabolische Training[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] aus!","Per prima cosa proviamo
ad affrontare l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Allenamento
infernale[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","¡Antes de nada, vamos con
la sección [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","First, let's try [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Devilish Trainin[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]g[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Commençons par l'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]entraînement
infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Primero, ¡hagamos la sección
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Práctica infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Öncelikle Şeytani [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Antrenman
deneyelim[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!"
MainMenu_Mes_Dialog_Concent_Title,22,MainMenu_Mes_Dialog_Concent_Title,Concentratietest,Concentration Challenge,Test de concentration,Konzentrationstest,Sfida alla concentrazione,Prueba de concentración,Concentration Challenge,Test de concentration,Prueba de concentración,Odaklanma Mücadelesi
MainMenu_Mes_Dialog_Concent_NotOpen,23,MainMenu_Mes_Dialog_Concent_NotOpen,"Deze optie speel je vrij door
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3-terug [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]of hoger te bereiken
in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Duivelse sommen[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","This will be unlocked when you
get to [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3-back[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] or higher on
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Devilish Calculations[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Vous pourrez y accéder lorsque
vous aurez atteint au moins
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3 d'écart[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] au [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]calcul [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Diese Option wird verfügbar, wenn
Sie beim [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Zahlenmerken „[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3-Zurück“
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]oder höher erreichen.","La sbloccherai quando
il record in [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Calcolo infernale[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
arriverà almeno a [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3-Indietro[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Primero debes alcanzar el nivel
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]«[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3 antes»[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] o más en el ejercicio
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Cálculo infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","This will be unlocked when you
get to [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3-Back[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] or higher on
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Devilish Calculations[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Vous pourrez y accéder lorsque
vous aurez atteint au moins
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]3 d'écart[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] au [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]calcul [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]][[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Primero debes alcanzar el nivel
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]""3 antes""[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] o más en el ejercicio
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Cálculo infernal[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Bu, 3-back veya üstüne
Şeytani Hesaplamalar[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]'[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]daki
puanını [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]yükselttiğinde açılacak[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]."
MainMenu_Mes_Dialog_Concent,24,MainMenu_Mes_Dialog_Concent,"Je hebt vandaag al een
Concentratietest gedaan.
Je kunt dit maar [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]één keer
per dag [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]doen.","You've already taken the
Concentration Challenge
today.
This activity can only be
done [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]once a day[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Vous avez déjà effectué le test
aujourd'hui. Vous ne pouvez le
faire qu'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]une fois par jour[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Diese Übung ist für heute
beendet. Den Konzentrationstest
können Sie nur [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1-mal täglich
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]durchführen.","Per oggi basta.
Puoi affrontare la Sfida
alla concentrazione
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]1 volta al giorno[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","La Prueba de concentración
solo se puede hacer [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]una vez
al día[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]], y hoy ya la has hecho.","You've already taken the
Concentration Challenge today!
This exercise can only be done
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]once a day[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Vous avez déjà effectué le test
de concentration aujourd'hui.
Vous ne pouvez le faire
qu'[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]une fois par jour[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","La Prueba de concentración
solo se puede hacer [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]una vez
al día[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]], y hoy ya la has hecho.","Bugün zaten Odaklanma
Mücadelesi'ni yaptın. Bu
etkinlik günde yalnızca bir kez
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]yapılabilir[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]."
MainMenu_Mes_Dialog_NotOpen,25,MainMenu_Mes_Dialog_NotOpen,"Train nog %d dag(en) om deze
oefening beschikbaar te maken.","This will be unlocked when you do
%d more day(s) of training.","Débloquez ce contenu avec des
jours de présence. Encore %d.","Trainingstage, bevor diese Karte
verfügbar wird: %d","Per accedere serve un preciso
numero di presenze. Ancora %d!","Antes debes haber hecho
%d día(s) más de práctica.","This will be unlocked after
%d more day(s) of training.","Déverrouillez ce contenu avec des
jours d'entraînement. Encore %d.","Antes debes hacer %d día(s)
más de práctica.","Bunu açmak için %d gün daha
antrenman yapman gerekiyor."
MainMenu_Mes_Dialog_TOver_Wmh,26,MainMenu_Mes_Dialog_TOver_Wmh,"Je hebt vandaag al [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]een uur
of langer [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]getraind met
Aanvullende Training.","You've been doing the exercises
in Training Supplements for
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]over 1 hour [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]today.","Aujourd'hui, vous avez pratiqué
le soutien infernal pendant [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]plus
d'une heure[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Heute haben Sie [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]über 1 Stunde
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]mit dem Diabolischen
Zusatztraining trainiert.","Oggi hai passato [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]almeno
1 ora[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] nel Compendio infernale.","Hoy has pasado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]más de 1 hora
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]haciendo los ejercicios de la
sección Práctica de apoyo.","You've been doing Supplemental
Training exercises for [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]over 1 hour
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]today.","Aujourd'hui, vous avez pratiqué
le soutien infernal pendant [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]plus
d'une heure[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Hoy has pasado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]más de 1 hora
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]haciendo los ejercicios de la
sección Práctica de apoyo.","Ek Antrenmanlar'daki egzersizleri
bugün bir saatten fazla [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]süredir
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]yapıyorsun."
MainMenu_Mes_Dialog_TOver_Nou,27,MainMenu_Mes_Dialog_TOver_Nou,"Je hebt vandaag al [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]een uur of
langer [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]getraind met Brain Training.","You've been doing the exercises
in Brain Training for [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]over 1 hour
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]today.","Aujourd'hui, vous avez pratiqué
l'entraînement cérébral pendant
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]plus d'une heure[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Heute haben Sie [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]über 1 Stunde
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]mit Gehirn-Jogging verbracht.","Oggi hai passato [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]almeno
1 ora[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] nell'Allenamento
cerebrale.","Hoy has pasado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]más de 1 hora [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
haciendo los ejercicios de la
sección Práctica cerebral.","You've been doing Brain Training
exercises for [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]over 1 hour [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]today.","Aujourd'hui, vous avez pratiqué
l'entraînement cérébral pendant
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]plus d'une heure[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]].","Hoy has pasado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]más de 1 hora [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]
haciendo los ejercicios de la
sección Práctica cerebral.","Beyin Antrenmanı'ndaki
alıştırmaları 1 saatten fazla[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]] bugün
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]yaptın."
MainMenu_Mes_Dialog_TOver_Rlx,28,MainMenu_Mes_Dialog_TOver_Rlx,"Je hebt vandaag al
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]een uur of langer [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]aan
Recreatie besteed.","You've been doing the
activities in Time Out
 for [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]over 1 hour [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]today.","Aujourd'hui, vous avez passé
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]plus d'une heure [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]dans l'espace
détente.","Heute haben Sie Ihr Gehirn
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]über 1 Stunde [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]entspannt.","Oggi hai passato [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]almeno
1 ora[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]] nel Relax.","Hoy has pasado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]más de 1 hora
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]jugando en la sección Práctica
de relax.","You've been doing Relaxation
Mode activities for [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]over 1 hour
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]today.","Aujourd'hui, vous avez passé
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]plus d'une heure [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]dans l'espace
détente.","Hoy has pasado [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]más de 1 hora
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]jugando en la sección Práctica
de relax.","Mola'daki
etkinlikleri
1 saatten fazla[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]] bugün [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]yaptın."
MainMenu_Get_Mes_Concent_0,29,MainMenu_Get_Mes_Concent_0,"Bij Duivelse sommen is je beste
resultaat 3-terug of hoger.","Your best result for Devilish
Calculations is 3-Back or higher.","Vous avez atteint au moins
3 d'écart au calcul infernal.","Sie haben beim Zahlenmerken
„3-Zurück“ oder mehr erreicht.","Il tuo record in Calcolo infernale
è di almeno 3-Indietro, quindi...","Tu mejor nivel en el ejercicio
Cálculo infernal es «3 antes»
o más.","Your best result for Devilish
Calculations is 3-Back or higher.","Vous avez atteint au moins
3 d'écart au calcul infernal.","Tu mejor nivel en el ejercicio
Cálculo infernal es ""3 antes""
o más.","Şeytani Hesaplamalar için en iyi
sonucun 3-Geri veya daha yüksek."
