file	id	format	source_en	source_fr	source_de	source_es	source_it	source_nl	source_pt	source_ru	tr	source_sha1	notes
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	10	STB1.1	Mini Lesson: Mushrooms	Exercice : champignons	Mini-Lektion: Pilze	Clase extra: Champiñones	Mini lezione: Funghi	Korte les: champignons	Exercício: Cogumelos	Короткое занятие. Грибы	Mini Ders: Mantarlar	b3113b2791d4	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	11	STB1.1	[b1][i1]Add in some last marks with the [f2]white pencil[] for the brightest [f2]highlights[].[][b1][i1]This is the last step, so do any other finishing off you want as well![]	[b1][i1]Ajouter les dernières marques\navec le [f2]crayon blanc[] pour les\n[f2]effets de lumière[].[][b1][i1]C'est la dernière étape, le meilleur\nmoment pour toutes les autres\nfinitions ![]	[b1][i1]Füge mit dem [f2]weißen Stift[] noch\nein paar letzte Striche für die\nhellsten [f2]Glanzlichter[] hinzu.[][b1][i1]Dies ist der letzte Schritt und\ndamit auch der richtige\nZeitpunkt für den letzten\nFeinschliff![]	[b1][i1]Añade los últimos trazos con el [f2]lápiz blanco[] para pintar las zonas [f2]iluminadas[] más brillantes.[][b1][i1]¡Este es el último paso, así que puedes aprovechar para hacer retoques![]	[b1][i1]Aggiungi gli ultimi dettagli con la\n[f2]matita bianca[] per realizzare delle\n[f2]lumeggiature[] intense.[][b1][i1]Questo è l'ultimo passo, quindi\npuoi rifinire la tua opera come\nmeglio credi![]	[b1][i1]Voeg de laatste details toe met het [f2]witte potlood[] om de helderste [f2]highlights[] weer te geven.[][b1][i1]Nu is het moment om ook al je overige aanpassingen te maken, want dit is de laatste stap![]	[b1][i1]Adicione algumas marcas com o\n[f2]lápis branco[] para terminar os\n[f2]brilhos[] mais claros.[][b1][i1]Sendo este o último passo, dê todos\nos retoques que achar necessários![]	[b1][i1]Добавь последние штрихи\n[f2]белым карандашом[] на [f2]самых\nсветлых участках[].\n[][b1][i1]Это последний этап, так что\nиспользуй любые инструменты\nдля доработки рисунка![]	[b1][i1]En parlak [f2]ışıklı bölgeler[] için [f2]beyaz kalemle[] son birkaç dokunuşu ekle.[][b1][i1]Bu son adım; istersen başka rötuşlarını da şimdi yap![]	a4a26c531797	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	12	STB1.1	Switch between Vince image stages	Faire défiler les étapes du tableau de Léo	Wechsle zwischen den Stufen von Vince' Bild	Ver las distintas fases del cuadro de Vince	Scorri tra le varie fasi dell'immagine di Leo	Tussen Vincents ontwerpfasen wisselen	Alternar entre as fases da imagem do Vince	Сменить этап работы Винсента	Vince'in resim aşamaları arasında geçiş yap	1364e0f5dce3	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	13	STB1.1	Hello there! Welcome to the first [f2]Mini Lesson[] of the Introductory Course!	Bonjour ! Bienvenue dans notre premier\n[f2]exercice[] du cours d'initiation !	Hallo und willkommen zur ersten\n[f2]Mini-Lektion[] des Einführungskurses!	¡Hola! ¡Te doy la bienvenida a la primera [f2]clase extra[] del curso introductorio!	Ciao! Ti do il benvenuto alla prima [f2]mini lezione[]\ndel Corso introduttivo!	Hallo! Welkom bij de eerste [f2]korte les[] van de beginnerscursus!	Olá! Chegou ao primeiro [f2]exercício[] deste\nCurso Introdutório!	Здравствуй! Добро пожаловать на\nпервое [f2]короткое занятие[] вводного\nкурса!	Merhaba! Başlangıç Kursu'nun ilk [f2]Mini Dersine[] hoş geldin!	0bf4ce6328f8	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	14	STB1.1	The mini lessons [f2]expand on the techniques[] from the main lessons using [f2]new subjects[].	Les exercices [f2]développent les techniques[]\napprises dans les leçons, en les appliquant\nà de [f2]nouveaux sujets[].	Die Mini-Lektionen [f2]erweitern die Techniken[]\naus den Hauptlektionen unter Verwendung\n[f2]neuer Motive[].	Las clases extras [f2]profundizan en las técnicas[] aprendidas en las lecciones principales utilizando [f2]nuevos motivos[].	Le mini lezioni hanno lo scopo di [f2]approfondire\nle tecniche[] apprese nelle lezioni principali[f2]\nusando nuovi soggetti[].	In de korte lessen [f2]gaan we verder in op de technieken[] uit de hoofdlessen. Natuurlijk krijg je ook [f2]nieuwe onderwerpen[] om in je kunstwerken af te beelden.	Os exercícios [f2]desenvolvem as técnicas[]\ndadas nas aulas utilizando [f2]novos motivos[].	Короткие занятия помогут [f2]глубже\nизучить приемы[], освоенные\nна основных занятиях, при\nизображении [f2]новых объектов[].	Mini derslerde, ana derslerde öğrendiğin [f2]teknikleri yeni konular[] üzerinde [f2]geliştireceğiz[].	084d73e4c9b3	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	15	STB1.1	In the main lesson we worked on our [f2]pencil techniques[] by drawing a [f2]tree[].	Dans la leçon précédente, nous avons travaillé\nles [f2]techniques du crayon[] en dessinant un [f2]arbre[].	In der Hauptlektion haben wir beim\nZeichnen eines [f2]Baums[] an den\n[f2]Bleistifttechniken[] gearbeitet.	En la lección principal, trabajamos las [f2]técnicas del dibujo a lápiz[] con nuestro [f2]árbol[].	Nella nostra lezione principale abbiamo\nlavorato sulle [f2]tecniche di disegno a matita[],\nrealizzando un [f2]albero[].	In de hoofdles hebben we onze [f2]potloodtechnieken[] geoefend door een [f2]boom[] na te tekenen.	Na aula principal trabalhámos as nossas\n[f2]técnicas com o lápis[], desenhando uma [f2]árvore[].	На основном занятии мы изучили \n[f2]приемы рисования карандашом[],\nизобразив [f2]дерево[].	Ana derste bir [f2]ağaç[] çizerken [f2]kalem tekniklerimiz[] üzerinde çalışmıştık.	8b41bd286454	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	16	STB1.1	Now you'll get to practise those skills again with a little more [f2]colour[]!	Maintenant, vous allez réutiliser ce savoir-faire\navec un peu plus de [f2]couleurs[] !	Jetzt erhältst du die Gelegenheit, diese\nTechniken mit ein wenig mehr [f2]Farbe[]\nzu üben!	¡Podrás ponerlas de nuevo en práctica, con un toque de [f2]color[]!	Ora potrai affinare le tue capacità aggiungendo\nuna nota di [f2]colore[]!	Deze vaardigheden gaan we nog meer oefenen, en deze keer met iets meer [f2]kleur[]!	Agora pode voltar a praticar essas aptidões,\nde forma um pouco mais [f2]colorida[]!	Эти навыки пригодятся тебе на\nнынешнем занятии, но на этот раз\nмы добавим [f2]цвет[]!	Şimdi bu becerileri biraz daha [f2]renk[] katarak yeniden uygulayacaksın!	66c2237a6910	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	17	STB1.1	I have some [f2]mushrooms[] here that will be great subjects for this lesson.	J'ai ici quelques [f2]champignons[] qui feront un\nsujet de choix pour cet exercice.	Hier sind ein paar [f2]Pilze[], die sich hervorragend\nals Motiv für diese Lektion eignen.	Estos [f2]champiñones[] que tengo aquí son el motivo ideal para esta clase.	Questi [f2]funghi[] sono un soggetto ideale per\nla nostra lezione.	Ik heb hier een paar [f2]champignons[], die het perfecte onderwerp zijn voor deze les.	Tenho aqui uns [f2]cogumelos[] que darão um\nexcelente tema para este exercício!	У меня нашлось немного [f2]грибов[]:\nэто отличные объекты для занятия.	Bu ders için harika konu olacak birkaç [f2]mantar[] getirdim.	46083576582e	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	18	STB1.1	I was inspired to draw some wild mushrooms I saw whilst walking Bacon earlier.	En me promenant en forêt un peu plus tôt avec\nBacon, j'ai vu des champignons. C'est ce qui m'a\ndonné l'idée d'en dessiner aujourd'hui.	Die Inspiration erhielt ich auf einem\nSpaziergang mit Bacon, als ich diese\nwilden Pilze sah.	Mientras paseaba antes con Bacon me vino la inspiración de pintar unos champiñones silvestres.	L'ispirazione per disegnarli mi è venuta poco fa,\nmentre facevo una passeggiata con Bacon.	Ik zag wat wilde champignons toen ik Banjo vandaag uitliet en ik kreeg meteen inspiratie om ze na te tekenen!	Senti-me inspirado a desenhar alguns cogumelos\nselvagens que vi há pouco enquanto passeava o\nBacon!	Недавно, выгуливая Бэкона, я заметил\nдикие грибы и захотел нарисовать их.	Az önce Bacon'ı gezdirirken gördüğüm yabani mantarlar bana ilham verdi.	15763e0abded	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	19	STB1.1	I only had a few pencils and a paper bag with me, but you don't need much to create a good drawing!	Je n'avais sur moi que quelques crayons et un\nsac en papier, mais vous n'avez pas besoin de\nbeaucoup d'outils pour faire un bon dessin !	Ich hatte nur ein paar Bleistifte, Farbstifte\nund eine Papiertüte bei mir, aber man\nbenötigt gar nicht viel, um ein gelungenes\nBild zu erschaffen!	¡Solo tenía a mano unos cuantos lápices y una bolsa de papel, pero para crear una obra de arte no se necesita mucho más!	Avevo solo alcune matite e una busta di carta,\nma non serve molto per creare un bel disegno!	Ik had maar een paar potloden en een papieren zak bij me, maar om een goede tekening te maken heb je ook niet meer nodig!	Tinha apenas alguns lápis e um saco de papel,\nmas não é preciso muito para criar um bom\ndesenho!	У меня с собой был лишь бумажный\nпакет и немного карандашей, но для\nхорошего рисунка этого достаточно!	Yanımda yalnızca birkaç kalem ve bir kâğıt torba vardı; ama iyi bir çizim yapmak için çok şeye ihtiyacın yok!	fa7d3a258291	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	20	STB1.1	I used the colours [f2]red, black and white[], a technique called [f2]trois crayons[] - 'three pencils'.	J'ai utilisé la technique dite des [f2]trois crayons[],\navec ces couleurs : [f2]sanguine, pierre noire et\ncraie blanche[].	Verwendung fanden dabei die Farben\n[f2]Rot, Schwarz und Weiß[] und eine Technik\nnamens [f2]„trois crayons“[] - „drei Bleistifte“.  	"He utilizado los colores [f2]rojo, negro y blanco[], una técnica conocida como [f2]trois crayons[] o ""tres lápices""."	"Come colori ho usato il [f2]rosso[], il [f2]nero[] e il [f2]bianco[],\nuna combinazione nota come [f2]trois crayons[], cioè\n""tre matite""."	Ik heb de kleuren [f2]rood, zwart en wit[] gebruikt. Deze techniek heet '[f2]trois crayons[]', oftewel 'drie potloden'.	"Usei o [f2]vermelho, o preto e o branco[]. A esta \ntécnica chamamos [f2]""trois crayons""[] - três lápis."	Я использовал [f2]красный, черный\nи белый[]. Эта техника называется\n[f2]«trois crayons»[], что означает\n«три карандаша».	[f2]Kırmızı, siyah ve beyaz[] renklerini kullandım. Bu tekniğe [f2]trois crayons[], yani 'üç kalem' denir.	6ccb86ad30a7	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	21	STB1.1	This lovely drawing by the French painter [f2]Jean-Antoine Watteau[] was done 'aux trois crayons'.	Ce très joli dessin réalisé par le peintre français\n[f2]Jean-Antoine Watteau[] utilise justement la\ntechnique des trois crayons.	Dieses herrliche Bild hat der französische\nMaler [f2]Jean-Antoine Watteau[] in der\nTrois-Crayons-Technik gezeichnet.	"Este bello dibujo es obra del pintor francés [f2]Jean-Antoine Watteau[] y fue realizado siguiendo la técnica ""aux trois crayons"" o ""de los tres lápices""."	Questo bellissimo quadro dell'artista francese\n[f2]Jean-Antoine Watteau[] è stato realizzato proprio\nin questo modo.	Deze mooie tekening van de Franse schilder [f2]Jean-Antoine Watteau[] is ook 'aux trois crayons' gemaakt.	"Este belo desenho do pintor francês\n[f2]Jean-Antoine Watteau[] foi executado\n""aux trois crayons""."	Этот прелестный рисунок французского\nхудожника [f2]Жан-Антуана Ватто[]\nвыполнен «в три карандаша».	Fransız ressam [f2]Jean-Antoine Watteau[]'nun bu güzel çizimi de 'aux trois crayons' tekniğiyle yapılmış.	c41d6ec6e3e5	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	22	STB1.1	A hallmark of the technique is to use [f2]mid tone coloured paper[]...	Une des caractéristiques de cette technique est\nl'utilisation d'un [f2]papier coloré de ton moyen[]...	Ein Kennzeichen dieser Technik ist die\nVerwendung von [f2]Papier in einem\nmittleren Farbton[].	La marca distintiva de esta técnica es el uso de [f2]papel de color de tono medio[]...	La caratteristica principale della tecnica\nconsiste nell'utilizzare della [f2]carta colorata\ndi tonalità intermedia[]...	Een kenmerk van deze techniek is het gebruik van [f2]gekleurd papier in een middentoon[].	O cunho desta técnica é utilizar [f2]papel colorido\nde tom médio[]...	Основа техники — использование\n[f2]цветной бумаги среднего тона[],	Bu tekniğin ayırt edici özelliklerinden biri [f2]orta tonlu renkli kâğıt[] kullanmaktır...	b24405cb0268	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	23	STB1.1	...which nicely sets up the [f2]highlights[] drawn with a [f2]white pencil[] or chalk.	... qui permet de mettre en valeur les [f2]effets de\nlumière[], dessinés avec un [f2]crayon blanc[] ou\nde la craie.	Dieses Papier ist eine gute Grundlage für\nmit einem [f2]weißen Stift[] oder Kreide\ngezeichnete [f2]Glanzlichter[].	que sirven para establecer las [f2]zonas iluminadas[] dibujadas con un [f2]lápiz blanco[] o con tiza.	... che faccia risaltare le [f2]lumeggiature[] disegnate\ncon una [f2]matita bianca[] o un gessetto.	Met dit papier als ondergrond kun je uitstekend [f2]highlights[] aanbrengen met een [f2]wit potlood[] of een stuk krijt.	...que realça os [f2]brilhos[] desenhados\na [f2]lápis branco[] ou a giz.	на которой [f2]светлые области[],\nнанесенные [f2]белым карандашом[]\nили мелком, приобретают особый эффект.	...böylece [f2]beyaz kalem[] veya tebeşirle çizilen [f2]ışıklı bölgeler[] kendiliğinden öne çıkar.	49f8a2e7ab01	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	24	STB1.1	In these portraits, the colour of the paper works as the [f2]skin colour[].	Dans ces portraits, la couleur naturelle du papier\nsert à figurer la [f2]couleur de la peau[].	Auf diesen Porträts dient die Farbe des Papiers\nals [f2]Hautfarbe[].	En estos retratos, el color del papel funciona como [f2]color de la piel[].	In questi ritratti, il colore della carta funge da\n[f2]colore della pelle[].	De kleur van het papier functioneert in deze portretten als [f2]huidskleur[].	Nestes retratos, a cor do papel é utilizada como\n[f2]cor de pele[].	На этих портретах цвет бумаги\nвыступает в качестве [f2]цвета кожи[].	Bu portrelerde kâğıdın rengi aynı zamanda [f2]ten rengi[] görevi görüyor.	9b4e08e915af	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	25	STB1.1	With just a [f2]hint of colour[], a few lines, some [f2]hatching[], and [f2]highlights[]...	En utilisant simplement des [f2]soupçons de\ncouleur[], quelques lignes, des [f2]hachures[], et des\n[f2]effets de lumière[]...	Nur mit ein [f2]bisschen Farbe[], ein paar\nStrichen, etwas [f2]Schraffur[] und ein paar\n[f2]Glanzlichtern[]...	Con solo un [f2]toque de color[], unas cuantas líneas, algo de [f2]tramado[] y algunas [f2]zonas iluminadas[]...	Con un semplice [f2]tocco di colore[], qualche linea,\nun po' di [f2]tratteggio[] e delle [f2]lumeggiature[]...	Met slechts een [f2]beetje kleur[], een paar lijnen, wat [f2]arcering[] en [f2]highlights[] ...	Com apenas um [f2]toque de cor[], umas linhas,\nalguma [f2]hachura[] e uns [f2]brilhos[]...	Используя лишь [f2]легкие оттенки\nцвета[], несколько линий, немного\n[f2]штриховки[] и [f2]высветление[],	Yalnızca [f2]hafif bir renk dokunuşu[], birkaç çizgi, biraz [f2]tarama[] ve [f2]ışıklı bölgeyle[]...	92dbecd9e579	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	26	STB1.1	...he was able to describe all these [f2]lively forms[] effectively!	... Watteau était capable de suggérer ces [f2]courbes\npleines de vie[] de manière très réussie !	...war er in der Lage, diese [f2]lebendigen Formen[]\neffektiv darzustellen!	¡consiguió dibujar estas [f2]figuras rebosantes de vida[]!	... Watteau è riuscito a descrivere ognuna di\nqueste [f2]forme piene di vita[] in maniera\nestremamente efficace!	... kon hij al deze [f2]levendige vormen[] succesvol op papier zetten!	...o pintor conseguiu retratar com eficácia todas\nestas [f2]formas vívidas[]!	художник сумел [f2]очень живо[] передать\nчерты этих людей!	...tüm bu [f2]canlı biçimleri[] etkili biçimde anlatabilmiş!	84540b394bd9	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	27	STB1.1	Before we start, let's [f2]refresh our memory[] of what we've learnt so far.	Avant de commencer, [f2]revoyons brièvement[] ce\nque nous avons appris jusqu'à maintenant.	Bevor wir beginnen, sollten wir uns noch\nmal das [f2]Gelernte in Erinnerung rufen[].	Antes de empezar, [f2]refresquemos la memoria[] y veamos lo que hemos aprendido hasta ahora.	Prima di cominciare, [f2]rinfreschiamoci la\nmemoria[] su ciò che abbiamo imparato\nfino a questo momento.	Laten we ons [f2]geheugen nog even opfrissen[] voordat we beginnen.	Antes de começarmos, [f2]recapitulemos[] aquilo que\naprendemos até agora.	[f2]Освежим пройденное[],\nпрежде чем приступить к работе.	Başlamadan önce şimdiye kadar öğrendiklerimizi [f2]kısaca hatırlayalım[].	10aa3fd48c0a	
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	28	STB1.1	We looked at [f2]linework[] and [f2]hatching[] techniques in the tree lesson...	Nous avons appris les techniques du [f2]dessin au\ntrait[] et des [f2]hachures[] dans la leçon de l'arbre...	In Lektion zwei haben wir uns Techniken der\n[f2]Linienführung[] und [f2]Schraffur[] angesehen.	En la lección del árbol estudiamos el dibujo de [f2]líneas[] y el [f2]tramado[].	Nella lezione dedicata all'albero, abbiamo\nsviluppato le tecniche relative all'uso delle\n[f2]linee[] e del [f2]tratteggio[]...	In de les met de boom hebben we gekeken naar technieken voor [f2]lijnwerk[] en [f2]arcering[] ...	Estudámos técnicas de [f2]hachura[] e\n[f2]trabalho de linhas[] na aula da árvore...	На занятии «Дерево» мы занимались\n[f2]проработкой контуров[] и [f2]штриховкой[],	Ağaç dersinde [f2]çizgi kullanımı[] ve [f2]tarama[] tekniklerini incelemiştik...	c658597b3922	
