index,label,English,French,German,Italian,Spanish,Turkish
65,NoseHairM2-1,What the?,Cot ment ?,Was zum...,Si può sapere cosài?,¿Que dices?,Ne oluyor?
66,NoseHairM3-0,"I mean...
Do you NOSE what you want to do after?","Ton nez ?
Non, ri hein.","Deine Nase{TAG_1}
Ach, nichts...","No, è che il NASO vuole che io abbia
ancora fame...",En tu nariz tienes{TAG_1} Ay madre...,"Yani... Burnun... Yok, hiçbir şey."
67,NoseHairM3-1,Say again?,Tu peux répéter ?,Washast du gesagt?,"Insomma, parla chiaro!",¿El qué?,Bir daha söyler misin?
68,NoseHairM_Failure0,"Um...you have a nose hair
sticking out, darling...",Hum... t'as des poils qui sortent du nez !,"Da schaut ein Haar aus deiner Nase
heraus, mein Liebster...","Ti si vedono i peli del naso
e dovresti toglierli...",Estoo{TAG_1}. Te sale un pelo de la nariz.,"Şey... Burnundan bir kıl çıkmış, canım..."
69,NoseHairM_Failure1,Eek!,Ah !,{TAG_1}Ah!,Argh!,¡Ah!,Aaa!
70,NoseHairF0-0,"Is HAIR anything else you'd like from the
menu?","Tas des poils, là...
Euh, non, ri hein.","Da ist ein Haar{TAG_1}
Ach{TAG_2} vergiss es.",Vuoi forse ordinare un altro PELO?,Tienes un pelo ahí{TAG_1} Nada nada.,"Şurada bir kıl var... Şey, boş ver."
71,NoseHairF0-1,Eh?,Hein ?,{TAG_1}Hmmm?,Cosa?,¿Que?,Ha?
72,NoseHairF1-0,"I mean...
Would you like to try the SCISSOR salad?","Tas pas besoin de ciseaux ?
Euh, non, ri hein...","Brauchst du vielleicht eine Schere?
Ach nein, schon gut...","Volevo dire... C'è qualcosa che vorresti
ancora TAGLIARE?",Quizá con unas tijeritas{TAG_1} Olvídalo.,"Makas lazım mı... Şey, yok, bir şey demedim."
73,NoseHairF1-1,Are you OK?,Quess que tu dis ?,Alles in Ord nung mittd dir?,Che ti prende?,¿Que dices?,İyi misin?
74,NoseHairF2-0,"Can you pass me the pepper, TWEEZE?","Tu veux une pince à épiler ?
Euh, j'ai rien dit.","Interesse an einer Pinzette?{TAG_1}
{TAG_2}Hümpf, {TAG_3}{TAG_4}hab nichts gesagt.","Beh sì, qui fanno delle ottime PINZETTE...","Con únas pinzas{TAG_1} Puf, nada.","Cımbız... Yok, boş ver."
75,NoseHairF2-1,What was that?,Bon...,Wassmeinst du denn?,Si può sapere cosài?,No te sigo.,Ne dedin?
76,NoseHairF3-0,"It's nice HAIR, isn't it?","Et ton nez ?
Non. Oublie ça...","Und tdeine Nase...
Schon gut, vergiss es bitte.","No, è che il NASO vuole che io abbia
ancora fame...","Justo en tu nariz{TAG_1} Ay, qué apuro.","Burnun... Şey, boş ver."
77,NoseHairF3-1,"Yes, it's... {TAG_1}What did you say?",Kesskilia ?,Was ist denn bloß los?,"Insomma, parla chiaro!",¿Pero qué pasa?,"Evet, güzel... {TAG_1}Ne dedin?"
78,NoseHairF_Failure0,"Er... I can see you have a
hair peeking out of your nose!",Euh... tu as des poils qui sortent du nez !,"Ich versuche dir zu sagen, dass da ein Haar
aus deiner Naseragt!","Ti si vedono i peli del naso
e dovresti toglierli...",Estoo{TAG_1}. Te sale un pelo de la nariz.,"Şey... Burnundan dışarı
çıkan bir kıl görüyorum!"
79,NoseHairF_Failure1,Wah!,Ah !,Gah!,Argh!,¡Ay!,Aaa!
80,BadTasteM0-0,The food here is so rich.,"La nourriture a du goût, ici.",Ganz schön große Portionen hier.,Il sapore di questi piatti è davvero particolare.,¡Qué rica está la comida!,Buranın yemekleri çok yoğun ve doyurucu.
81,BadTasteM0-1,Isn't it?,C'est vrai.,Allerdings.,Lo penso anchìo.,¡Sí!,Değil mi?
82,BadTasteM1-0,Would you like some of my salad?,Tu veux goûter ma salade ?,Möchtest du etwas von meinem Sallat abhaben?,Vuoi un po' della mia insalata?,¿Quieres probar mi ensalada?,Salatamdan biraz ister misin?
83,BadTasteM1-1,Sure.,Bien sûr.,Gern.,Volentieri.,Vale.,Tabii.
84,BadTasteM2-0,I wish I could eat dessert first.,Je n'ai plus de place pour le dessert.,"Jetzt hab ich so viel gegessen, dass gar kein
Platz mehr fürs Dessert ist.",Mi andrebbe proprio un bel dessert.,He comido tanto que no tengo sitio para el postre.,Keşke tatlıyı önce yiyebilseydim.
85,BadTasteM2-1,I know.,Moi non plus...,Geht mir genau so.,"Già, anche a me.",A mí me pasa lo mismo.,Biliyorum.
86,BadTasteM3-0,Do you need anything to drink?,Tu veux boire quelque chose ?,Möchtestd du etwas trinken?,Vuoi qualcosa da bere?,¿Quieres beber algo?,İçecek bir şey ister misin?
87,BadTasteM3-1,I'm OK.,"Non, ça va.",Alles bestens bei mir.,"No, sto bene così.","No, estoy bien.","Yok, iyiyim."
88,BadTasteM_Failure0,I guess we should head home soon...,Je dois bientôt rentrer...,Ich glaube wir sollten langsam heim gehen...,Forse è ora di tornare a casa...,Es hora de volver...,Sanırım yakında eve dönsek iyi olacak...
89,BadTasteM_Failure1,Oh... I see.,Ah... OK.,{TAG_1}Oh... {TAG_2}Verstehe.,Oh... Capisco.,"Ah, vale...",Aa... Anladım.
90,BadTasteF0-0,The food here has such a strong taste. ,"Au moins, ça a du goût, ici.","Das Essen hier hat wirklich einen sehr
dominanten Geschmmack. ",Il sapore di questi piatti è davvero unico.,La comida está deliciosa.,Buranın yemeklerinin tadı epey yoğun.
91,BadTasteF0-1,Doesn't it?,C'est vrai.,Oh ja!,Lo penso anchìo.,Sí.,Değil mi?
92,BadTasteF1-0,Would you like some of my salad?,Tu veux goûter ma salade ?,"Möchtest du ein wenig von meinem Sallat
abhaben?",Vuoi un po' della mia insalata?,¿Quieres probar mi ensalada?,Salatamdan biraz ister misin?
93,BadTasteF1-1,I can try a little.,"Oui, pourquoi pas ?",Ein klein wenig vielleicht.,Volentieri.,¡Vale!,Biraz tadabilirim.
94,BadTasteF2-0,How do you feel about dessert?,Je prendrais bien hun bon dessert...,"Ich hab mich so vollgestopft, dass gar kein
Nachtisch mehr reinpasst.",Che ne diresti di un bel dessert?,"Estoy hasta arriba, voy a tener que pasar del postre...",Tatlıya ne dersin?
95,BadTasteF2-1,I'm not sure I should.,"Oui, moi aussi...",Ich hab auch keinen Platz mehr.,Meglio di no...,"Sí, yo igual.",Pek yemesem daha iyi galiba.
96,BadTasteF3-0,Would you like anything else to drink?,Tu n'as pas soif ?,Möchtest du noch etwas trinken?,Vuoi qualcosa da bere?,¿No tienes sed?,Başka bir şey içmek ister misin?
97,BadTasteF3-1,"No, I'm fine.","Non, ça va.","Nein, vielen Dank.","No, sto bene così.","No, la verdad es que no.","Hayır, iyiyim."
98,BadTasteF_Failure0,I guess we should leave...,Je vais bientôt devoir rentrer...,Ich glaube wir sollten gehen...,Forse è ora di tornare a casa...,Ya es hora de volver...,Sanırım artık çıksak iyi olacak...
99,BadTasteF_Failure1,I suppose so...,"Ah, d'accord.","Ja, sollten wir wohl...",Oh... Capisco.,"Ah, vale.",Galiba öyle...
