file,index,label,English,German,Spanish,French,Italian,Turkish,official_max_lines,official_max_px,turkish_lines,turkish_max_px,fit_ratio,fit_status,control_status,translation_status,translator_note
common.msbt,27,DB_UserDel_00,Fullblox,Fullblox,Fullblox,Fullblox,Fullblox,Fullblox,1,107,1,107,1.000,OK,OK,MANUAL,
common.msbt,28,DB_UserDel_01,Rice Balls,Frikadellen,Ranas,Rollmops,Panzerotti,Onigiri,1,158,1,94,0.595,OK,OK,REUSED_PREVIOUS,
common.msbt,29,DB_UserDel_02,Cancel,Abbrechen,Cancelar,Annuler,Annulla,İptal,1,147,1,64,0.435,OK,OK,REUSED_PREVIOUS,
common.msbt,30,DB_Pau_00,Continue,Weiter,Continuar,Continuer,Continua,Devam,1,135,1,90,0.667,OK,OK,REUSED_PREVIOUS,
common.msbt,31,DB_Pau_01,Skip to Next,Überspringen,Siguiente Fullblox,Passer au suivant,Salta al prossimo,Sonrakine Geç,1,243,1,196,0.807,OK,OK,REUSED_PREVIOUS,
common.msbt,32,DB_Pau_03,⟦TAG:0000:0002:6200⟧Back to Fullblox Studio⟦TAG:0000:0002:6400⟧,Zum Fullbloxstudio,Volver al estudio,Retourner à l'atelier,⟦TAG:0002:0000:55CD⟧Torna allo Studio dei Fullblox⟦END:0002:0000⟧,⟦TAG:0000:0002:6200⟧Fullblox Studio'ya Dön⟦TAG:0000:0002:6400⟧,1,396,1,302,0.763,OK,OK,MANUAL,
common.msbt,33,DB_Pau_04,Back to Attraction Menu,Zum Parkmenü,Ir a la zona de juegos,Retourner à l'entrée,Torna al menu,Etkinlik Menüsüne Dön,1,341,1,309,0.906,OK,OK,MANUAL,
common.msbt,34,DB_Pau_05,Back to Attraction Menu,Zum Parkmenü,Ir a la galería de arte,Retourner à l'entrée,Torna al menu,Etkinlik Menüsüne Dön,1,341,1,309,0.906,OK,OK,MANUAL,
common.msbt,35,DB_Pau_06,Back to Attraction Menu,Zum Parkmenü,Ir a la Expo NES,Retourner à l'entrée,Torna al menu,Etkinlik Menüsüne Dön,1,341,1,309,0.906,OK,OK,MANUAL,
common.msbt,36,DB_Pau_07,Back to Attraction Menu,Zum Parkmenü,Ir a la fortaleza mecánica,Retourner à l'entrée,Torna al menu,Etkinlik Menüsüne Dön,1,356,1,309,0.868,OK,OK,MANUAL,
common.msbt,37,DB_Pau_08,Back to Attraction Menu,Zum Parkmenü,Ir a la montaña peligrosa,Retourner à l'entrée,Torna al menu,Etkinlik Menüsüne Dön,1,343,1,309,0.901,OK,OK,MANUAL,
common.msbt,38,DB_Pau_09,Back to Fullblox Land,Zum Fullblox Land,Menú principal,Quitter le centre,Torna a Fullblox Land,Fullblox Land'e Dön,1,294,1,265,0.901,OK,OK,MANUAL,
common.msbt,39,DB_Pau_10,Next Fullblox,Nächstes Fullblox,Siguiente Fullblox,Fullblox suivant,Prossimo Fullblox,Sonraki Fullblox,1,243,1,220,0.905,OK,OK,MANUAL,
common.msbt,40,DB_EditStar1_01,Easy,Leicht,Principiante,Facile,Facile,Başlangıç,1,170,1,130,0.765,OK,OK,REUSED_PREVIOUS,
common.msbt,41,DB_EditStar2_01,Pretty Simple,Ziemlich leicht,Fácil,Assez facile,Abbastanza facile,Kolay,1,252,1,78,0.310,OK,OK,REUSED_PREVIOUS,
common.msbt,42,DB_EditStar3_01,Average,Normal,Normal,Moyen,Normale,Orta,1,116,1,66,0.569,OK,OK,REUSED_PREVIOUS,
common.msbt,43,DB_EditStar4_01,Tricky,Knifflig,Difícil,Difficile,Difficile,Zor,1,111,1,46,0.414,OK,OK,REUSED_PREVIOUS,
common.msbt,44,DB_EditStar5_01,Hard,Schwer,Muy difícil,Expert,Per professionisti,Çok Zor,1,238,1,101,0.424,OK,OK,REUSED_PREVIOUS,
common.msbt,45,DB_EditSet_00,Change Name,Namen ändern,Nombre,Changer le nom,Cambia nome,Adı Değiştir,1,206,1,163,0.791,OK,OK,MANUAL,
common.msbt,46,DB_EditSet_01,Change Difficulty Level,Anspruch festlegen,Nivel de dificultad,Changer le niveau de difficulté,Cambia difficoltà,Zorluğu Değiştir,1,419,1,218,0.520,OK,OK,MANUAL,
common.msbt,47,DB_EditCall,Copy from the Studio,Aus dem Studio,Copiar del estudio,Fullblox de l'atelier,Copia dallo studio,Studio'dan Kopyala,1,283,1,266,0.940,OK,OK,MANUAL,
common.msbt,48,DB_EditGift,Copy from Papa Blox,Von Meister Blox,Recibir de Papa Blox,Fullblox de Papy Blox,Copia da Mastro Blox,Usta Blox'tan Kopyala,1,286,1,302,1.056,REVIEW,OK,MANUAL,
common.msbt,49,DB_How_Try,Try It Out,Testen,Probar,Mettre en pratique,Prova,Dene,1,262,1,68,0.260,OK,OK,REUSED_PREVIOUS,
common.msbt,50,DB_How_Replay,Replay Tutorial,Tutorial wiederholen,Ver de nuevo,Revoir ce tutoriel,Guarda dall'inizio,Eğitimi Tekrarla,1,284,1,222,0.782,OK,OK,REUSED_PREVIOUS,
common.msbt,51,DB_How_Back,Back to Tutorials,Zu den Tutorials,Volver a la academia,Menu des tutoriels,Torna ai tutorial,Öğreticilere Dön,1,286,1,225,0.787,OK,OK,REUSED_PREVIOUS,
common.msbt,52,DB_How_Cont,Continue,Weiter,Continuar,Continuer,Continua,Devam,1,135,1,90,0.667,OK,OK,REUSED_PREVIOUS,
common.msbt,53,DB_How_Demo,Replay Tutorial,Tutorial wiederholen,Ver de nuevo,Revoir ce tutoriel,Guarda dall'inizio,Eğitimi Tekrarla,1,284,1,222,0.782,OK,OK,REUSED_PREVIOUS,
common.msbt,54,DB_Title_Cotton1,Launch Pullblox,Pullblox starten,Iniciar Pullblox,Jouer à Pullblox,Avvia Pullblox,Pullblox'u Başlat,1,219,1,226,1.032,REVIEW,OK,MANUAL,
common.msbt,55,DB_Title_Cotton2,Launch Fallblox,Fallblox starten,Iniciar Fallblox,Jouer à Fallblox,Avvia Fallblox,Fallblox'u Başlat,1,220,1,227,1.032,REVIEW,OK,MANUAL,
common.msbt,56,DB_Title_Eshop,Launch Nintendo eShop,Nintendo eShop starten,Ir a Nintendo eShop,Nintendo eShop,Vai al Nintendo eShop,Nintendo eShop'u Aç,1,326,1,281,0.862,OK,OK,MANUAL,
common.msbt,57,SV_00,Saving...,⟦TAG:0002:0000:5FCD⟧Speichervorgang...⟦END:0002:0000⟧,Guardando...,Sauvegarde...,Salvataggio...,Kaydediliyor...,1,252,1,199,0.790,OK,OK,MANUAL,
common.msbt,58,Sk_Skip,Skip,Beenden,Saltar,Passer,Salta,Atla,1,116,1,63,0.543,OK,OK,MANUAL,
common.msbt,59,Sk_Pause,Back,ZURÜCK,Atrás,Retour,Indietro,Geri,1,112,1,58,0.518,OK,OK,REUSED_PREVIOUS,
course.msbt,0,C_Lsn_01,Lesson 1,Lektion 1,Lección 1,Leçon 1,Lezione 1,Ders 1,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,1,C_Lsn_02,Lesson 2,Lektion 2,Lección 2,Leçon 2,Lezione 2,Ders 2,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,2,C_Lsn_03,Lesson 3,Lektion 3,Lección 3,Leçon 3,Lezione 3,Ders 3,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,3,C_Lsn_04,Lesson 4,Lektion 4,Lección 4,Leçon 4,Lezione 4,Ders 4,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,4,C_Lsn_05,Lesson 5,Lektion 5,Lección 5,Leçon 5,Lezione 5,Ders 5,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,5,C_Lsn_06,Lesson 6,Lektion 6,Lección 6,Leçon 6,Lezione 6,Ders 6,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,6,C_Lsn_07,Whale,Wal,Ballena,Baleine,Balena,Balina,1,104,1,88,0.846,OK,OK,REUSED_PREVIOUS,
course.msbt,7,C_Lsn_08,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
course.msbt,8,C_Lsn_09,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
course.msbt,9,C_Lsn_10,,,,,,,1,0,0,0,0.000,EMPTY,OK,EMPTY,
course.msbt,10,C_Pzl1_01,Challenge 1-1,Aufgabe 1-1,Desafío 1-1,Défi 1-1,Sfida 1-1,Görev 1-1,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,11,C_Pzl1_02,Challenge 1-2,Aufgabe 1-2,Desafío 1-2,Défi 1-2,Sfida 1-2,Görev 1-2,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,12,C_Pzl1_03,Challenge 1-3,Aufgabe 1-3,Desafío 1-3,Défi 1-3,Sfida 1-3,Görev 1-3,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,13,C_Pzl1_04,Challenge 1-4,Aufgabe 1-4,Desafío 1-4,Défi 1-4,Sfida 1-4,Görev 1-4,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,14,C_Pzl1_05,Challenge 1-5,Aufgabe 1-5,Desafío 1-5,Défi 1-5,Sfida 1-5,Görev 1-5,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,15,C_Pzl1_06,Challenge 1-6,Aufgabe 1-6,Desafío 1-6,Défi 1-6,Sfida 1-6,Görev 1-6,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,16,C_Pzl1_07,Challenge 1-7,Aufgabe 1-7,Desafío 1-7,Défi 1-7,Sfida 1-7,Görev 1-7,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,17,C_Pzl1_08,Challenge 1-8,Aufgabe 1-8,Desafío 1-8,Défi 1-8,Sfida 1-8,Görev 1-8,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,18,C_Pzl1_09,Challenge 1-9,Aufgabe 1-9,Desafío 1-9,Défi 1-9,Sfida 1-9,Görev 1-9,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,19,C_Pzl1_10,Challenge 1-10,Aufgabe 1-10,Desafío 1-10,Défi 1-10,Sfida 1-10,Görev 1-10,1,198,1,145,0.732,OK,OK,REUSED_PREVIOUS,
course.msbt,20,C_Pic1_01,Snowman,Schneemann,Muñeco de nieve 1,Bonhomme de neige,Pupazzo di neve,Kardan Adam,1,264,1,188,0.712,OK,OK,REUSED_PREVIOUS,
course.msbt,21,C_Pic1_02,House,Haus,Casa,Maison,Casa,Ev,1,96,1,32,0.333,OK,OK,REUSED_PREVIOUS,
course.msbt,22,C_Pic1_03,Key,Schlüssel,Llave,Clé,Chiave,Anahtar,1,121,1,119,0.983,OK,OK,MANUAL,
course.msbt,23,C_Pic1_04,Dinosaur,Dinosaurier,Dinosaurio,Dinosaure,Dinosauro,Dinozor,1,158,1,105,0.665,OK,OK,MANUAL,
course.msbt,24,C_Pic1_05,Mushroom,Pilz,Champiñón,Champignon,Fungo,Mantar,1,163,1,104,0.638,OK,OK,MANUAL,
course.msbt,25,C_Pic1_06,Trophy,Pokal,Trofeo,Trophée,Trofeo,Kupa,1,109,1,69,0.633,OK,OK,REUSED_PREVIOUS,
course.msbt,26,C_Pic1_07,Octopus,Oktopus,Pulpo,Pieuvre,Piovra,Ahtapot,1,112,1,117,1.045,REVIEW,OK,MANUAL,
course.msbt,27,C_Pic1_08,Car,Auto,Coche,Voiture,Automobile,Araba,1,156,1,87,0.558,OK,OK,REUSED_PREVIOUS,
course.msbt,28,C_Pic1_09,Mole,Maulwurf,Topo,Taupe,Talpa,Köstebek,1,130,1,126,0.969,OK,OK,MANUAL,
course.msbt,29,C_Pic1_10,Pig,Schwein,Cerdo,Cochon,Maialino,Domuz,1,120,1,88,0.733,OK,OK,REUSED_PREVIOUS,
course.msbt,30,C_Pzl2_01,Challenge 2-1,Aufgabe 2-1,Desafío 2-1,Défi 2-1,Sfida 2-1,Görev 2-1,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,31,C_Pzl2_02,Challenge 2-2,Aufgabe 2-2,Desafío 2-2,Défi 2-2,Sfida 2-2,Görev 2-2,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,32,C_Pzl2_03,Challenge 2-3,Aufgabe 2-3,Desafío 2-3,Défi 2-3,Sfida 2-3,Görev 2-3,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,33,C_Pzl2_04,Challenge 2-4,Aufgabe 2-4,Desafío 2-4,Défi 2-4,Sfida 2-4,Görev 2-4,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,34,C_Pzl2_05,Challenge 2-5,Aufgabe 2-5,Desafío 2-5,Défi 2-5,Sfida 2-5,Görev 2-5,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,35,C_Pzl2_06,Challenge 2-6,Aufgabe 2-6,Desafío 2-6,Défi 2-6,Sfida 2-6,Görev 2-6,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,36,C_Pzl2_07,Challenge 2-7,Aufgabe 2-7,Desafío 2-7,Défi 2-7,Sfida 2-7,Görev 2-7,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,37,C_Pzl2_08,Challenge 2-8,Aufgabe 2-8,Desafío 2-8,Défi 2-8,Sfida 2-8,Görev 2-8,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,38,C_Pzl2_09,Challenge 2-9,Aufgabe 2-9,Desafío 2-9,Défi 2-9,Sfida 2-9,Görev 2-9,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,39,C_Pzl2_10,Challenge 2-10,Aufgabe 2-10,Desafío 2-10,Défi 2-10,Sfida 2-10,Görev 2-10,1,198,1,145,0.732,OK,OK,REUSED_PREVIOUS,
course.msbt,40,C_Gim_01,Lesson 7,Lektion 7,Lección 7,Leçon 7,Lezione 7,Ders 7,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,41,C_Gim_02,Lesson 8,Lektion 8,Lección 8,Leçon 8,Lezione 8,Ders 8,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,42,C_Gim_03,Lesson 9,Lektion 9,Lección 9,Leçon 9,Lezione 9,Ders 9,1,128,1,82,0.641,OK,OK,REUSED_PREVIOUS,
course.msbt,43,C_Gim_04,Lesson 10,Lektion 10,Lección 10,Leçon 10,Lezione 10,Ders 10,1,143,1,97,0.678,OK,OK,REUSED_PREVIOUS,
course.msbt,44,C_Gim_05,Lesson 11,Lektion 11,Lección 11,Leçon 11,Lezione 11,Ders 11,1,143,1,97,0.678,OK,OK,REUSED_PREVIOUS,
course.msbt,45,C_Gim_06,Lesson 12,Lektion 12,Lección 12,Leçon 12,Lezione 12,Ders 12,1,143,1,97,0.678,OK,OK,REUSED_PREVIOUS,
course.msbt,46,C_Gim_07,Lesson 13,Lektion 13,Lección 13,Leçon 13,Lezione 13,Ders 13,1,143,1,97,0.678,OK,OK,REUSED_PREVIOUS,
course.msbt,47,C_Gim_08,Lesson 14,Lektion 14,Lección 14,Leçon 14,Lezione 14,Ders 14,1,143,1,97,0.678,OK,OK,REUSED_PREVIOUS,
course.msbt,48,C_Gim_09,Lesson 15,Lektion 15,Lección 15,Leçon 15,Lezione 15,Ders 15,1,143,1,97,0.678,OK,OK,REUSED_PREVIOUS,
course.msbt,49,C_Gim_10,Lesson 16,Lektion 16,Lección 16,Leçon 16,Lezione 16,Ders 16,1,143,1,97,0.678,OK,OK,REUSED_PREVIOUS,
course.msbt,50,C_Pzl3_01,Challenge 3-1,Aufgabe 3-1,Desafío 3-1,Défi 3-1,Sfida 3-1,Görev 3-1,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,51,C_Pzl3_02,Challenge 3-2,Aufgabe 3-2,Desafío 3-2,Défi 3-2,Sfida 3-2,Görev 3-2,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,52,C_Pzl3_03,Challenge 3-3,Aufgabe 3-3,Desafío 3-3,Défi 3-3,Sfida 3-3,Görev 3-3,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,53,C_Pzl3_04,Challenge 3-4,Aufgabe 3-4,Desafío 3-4,Défi 3-4,Sfida 3-4,Görev 3-4,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,54,C_Pzl3_05,Challenge 3-5,Aufgabe 3-5,Desafío 3-5,Défi 3-5,Sfida 3-5,Görev 3-5,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,55,C_Pzl3_06,Challenge 3-6,Aufgabe 3-6,Desafío 3-6,Défi 3-6,Sfida 3-6,Görev 3-6,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,56,C_Pzl3_07,Challenge 3-7,Aufgabe 3-7,Desafío 3-7,Défi 3-7,Sfida 3-7,Görev 3-7,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,57,C_Pzl3_08,Challenge 3-8,Aufgabe 3-8,Desafío 3-8,Défi 3-8,Sfida 3-8,Görev 3-8,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,58,C_Pzl3_09,Challenge 3-9,Aufgabe 3-9,Desafío 3-9,Défi 3-9,Sfida 3-9,Görev 3-9,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,59,C_Pzl3_10,Challenge 3-10,Aufgabe 3-10,Desafío 3-10,Défi 3-10,Sfida 3-10,Görev 3-10,1,198,1,145,0.732,OK,OK,REUSED_PREVIOUS,
course.msbt,60,C_Pic2_01,Ring,Ring,Anillo,Bague,Anello,Yüzük,1,89,1,82,0.921,OK,OK,MANUAL,
course.msbt,61,C_Pic2_02,Boat,Boot,Barco,Bateau,Nave,Tekne,1,99,1,81,0.818,OK,OK,MANUAL,
course.msbt,62,C_Pic2_03,Crocodile,Krokodil,Cocodrilo,Crocodile,Coccodrillo,Timsah,1,148,1,93,0.628,OK,OK,MANUAL,
course.msbt,63,C_Pic2_04,Pudding,Pudding,Helado,Coupe de glace,Budino,Puding,1,199,1,93,0.467,OK,OK,MANUAL,
course.msbt,64,C_Pic2_05,Cherries,Kirschen,Cerezas,Cerises,Ciliegie,Kirazlar,1,117,1,114,0.974,OK,OK,MANUAL,
course.msbt,65,C_Pic2_06,Crab,Krabbe,Cangrejo,Crabe,Granchio,Yengeç,1,124,1,97,0.782,OK,OK,REUSED_PREVIOUS,
course.msbt,66,C_Pic2_07,Bulldozer,Planierraupe,Bulldozer,Bulldozer,Bulldozer,Buldozer,1,179,1,119,0.665,OK,OK,MANUAL,
course.msbt,67,C_Pic2_08,Candelabra,Kerzenleuchter,Candelabro,Chandelier,Candelabro,Şamdan,1,211,1,108,0.512,OK,OK,MANUAL,
course.msbt,68,C_Pic2_09,Turtle,Schildkröte,Tortuga,Tortue,Tartaruga,Kaplumbağa,1,158,1,168,1.063,REVIEW,OK,MANUAL,
course.msbt,69,C_Pic2_10,Mouse,Maus,Ratón,Souris,Topo,Fare,1,84,1,64,0.762,OK,OK,MANUAL,
course.msbt,70,C_Pzl4_01,Challenge 4-1,Aufgabe 4-1,Desafío 4-1,Défi 4-1,Sfida 4-1,Görev 4-1,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,71,C_Pzl4_02,Challenge 4-2,Aufgabe 4-2,Desafío 4-2,Défi 4-2,Sfida 4-2,Görev 4-2,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,72,C_Pzl4_03,Challenge 4-3,Aufgabe 4-3,Desafío 4-3,Défi 4-3,Sfida 4-3,Görev 4-3,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,73,C_Pzl4_04,Challenge 4-4,Aufgabe 4-4,Desafío 4-4,Défi 4-4,Sfida 4-4,Görev 4-4,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,74,C_Pzl4_05,Challenge 4-5,Aufgabe 4-5,Desafío 4-5,Défi 4-5,Sfida 4-5,Görev 4-5,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,75,C_Pzl4_06,Challenge 4-6,Aufgabe 4-6,Desafío 4-6,Défi 4-6,Sfida 4-6,Görev 4-6,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,76,C_Pzl4_07,Challenge 4-7,Aufgabe 4-7,Desafío 4-7,Défi 4-7,Sfida 4-7,Görev 4-7,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,77,C_Pzl4_08,Challenge 4-8,Aufgabe 4-8,Desafío 4-8,Défi 4-8,Sfida 4-8,Görev 4-8,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
course.msbt,78,C_Pzl4_09,Challenge 4-9,Aufgabe 4-9,Desafío 4-9,Défi 4-9,Sfida 4-9,Görev 4-9,1,183,1,130,0.710,OK,OK,REUSED_PREVIOUS,
