file	id	en	fr	de	it	es	old_tr	new_tr	reason_codes	reason
dialogues.csv	0x83253DE7	That said, it's time I was far from here. Farewell, hero. Remember what I've told you.	Je devrais déjà être très loin d'ici... Adieu. Et n'oubliez pas ce que je vous ai dit.	Und damit wird es Zeit, dass ich mich verabschiede. Gehabt Euch wohl. Vergesst nicht, was ich Euch gesagt habe.	Detto questo, è il momento che io me ne vada. Addio, e ricordati ciò che ti ho detto.	Aclarado esto, es hora de que me vaya. Adiós, valiente, y recuerda lo que te he dicho.	Bununla birlikte, artık buradan çok uzaklarda olmam gerek. Hoşça kal, kahraman. Söylediklerimi unutma.	Bununla birlikte, artık buradan çok uzaklarda olmam gerek. Elveda, kahraman. Söylediklerimi unutma.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0x8676A803	Farewell.	Au revoir.	Lebt wohl.	Addio.	Adiós.	Hoşça kal.	Elveda.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0x8A7A9035	Those tentacle-faced Krakenspawn experimented on me! Changing into this, this mutant horror!	Ces têtes-de-poulpes de Krakenards m'ont pris pour un cobaye ! Ils m'ont transformé en cet horrible mutant !	Diese tentakelgesichtige Krakenbrut hat an mir herumexperimentiert! Ich wurde in einen abscheulichen Mutanten verwandelt!	I Krakeniani hanno fatto esperimenti su di me, trasformandomi in questo orrore mutante!	¡Esos krakenianos con caras de tentáculo hicieron experimentos conmigo! ¡Me estoy convirtiendo en un horror mutante!	O dokunaç suratlı Krakenspawnlar üzerimde deney yaptı! Beni buna, bu mutant ucubeye dönüştürdüler!	O dokunaç suratlı Krakenliler üzerimde deney yaptı! Beni buna, bu mutant ucubeye dönüştürdüler!	krakenspawn	FR Krakenard, DE Krakenbrut, IT/ES Krakeniano tür adını yerelleştiriyor; Türkçede de “Krakenli” ile tutarlılaştırıldı.
dialogues.csv	0x8D834675	The #0x98B7D4FF#Ruinscar#PREVIOUS#…the source of our power. It was the #0x98B7D4FF#Ruinscar#PREVIOUS# that transformed us into the #0x98B7D4FF#Krakenspawn#PREVIOUS# when the War of Ruin destroyed Agmera—its power is ours alone! You shall not find it!	La #0x98B7D4FF#Faille de Ruin#PREVIOUS#... La source de notre pouvoir ? C'est elle qui nous a transformés en #0x98B7D4FF#Krakenards#PREVIOUS# lorsque la guerre de Ruin a dévasté Agméra. Son pouvoir nous appartient ! Jamais vous ne la trouverez !	Die #0x98B7D4FF#Ruinennarbe#PREVIOUS# ... der Quell unserer Macht. Es war die #0x98B7D4FF#Ruinennarbe#PREVIOUS#, die uns in die #0x98B7D4FF#Krakenbrut#PREVIOUS# verwandelte, als der Untergangskrieg Agmera zerstörte ... ihre Macht gehört uns allein! Ihr werdet sie nicht finden!	La #0x98B7D4FF#Cicatrice della rovina#PREVIOUS#... la fonte del nostro potere. È stata la #0x98B7D4FF#Cicatrice della rovina#PREVIOUS# a trasformarci nei #0x98B7D4FF#Krakeniani#PREVIOUS# quando la Guerra della rovina ha distrutto Agmera. Il suo potere appartiene solo a noi! Non ti permetteremo di portarcelo via!	La #0x98B7D4FF#ruinabrecha#PREVIOUS# es la fuente de nuestro poder. Fue la #0x98B7D4FF#ruinabrecha#PREVIOUS# la que nos transformó en #0x98B7D4FF#krakenianos#PREVIOUS# cuando la Guerra de la Ruina destruyó Agmera. ¡Su poder es solo nuestro! ¡No la encontrarás!	#0x98B7D4FF#Yıkım Yarası#PREVIOUS#… gücümüzün kaynağı. Yıkım Savaşı Agmera’yı yok ettiğinde bizi #0x98B7D4FF#Krakenspawnlara#PREVIOUS# dönüştüren #0x98B7D4FF#Yıkım Yarası’ydı#PREVIOUS#—onun gücü yalnızca bize aittir! Onu bulamayacaksın!	#0x98B7D4FF#Yıkım Yarası#PREVIOUS#… gücümüzün kaynağı. Yıkım Savaşı Agmera’yı yok ettiğinde bizi #0x98B7D4FF#Krakenlilere#PREVIOUS# dönüştüren #0x98B7D4FF#Yıkım Yarası’ydı#PREVIOUS#—onun gücü yalnızca bize aittir! Onu bulamayacaksın!	krakenspawn	FR Krakenard, DE Krakenbrut, IT/ES Krakeniano tür adını yerelleştiriyor; Türkçede de “Krakenli” ile tutarlılaştırıldı.
dialogues.csv	0x90B81C34	The Soul Void is a realm of magic, allowing the sorcerers of Nexus to enhance their powers. It's infested with demons, but our Angel guardians are there to keep them at bay.	Le Néant des âmes est un royaume imprégné de magie qui permet aux sorciers de Nexus d'accroître leurs pouvoirs. Bien que ce lieu soit infesté de démons, la présence de nos Anges gardiens permet de les tenir à distance.	Das Nichts ist ein magisches Reich, in dem die Zauberer von Nexus ihre Macht vergrößern können. Es wimmelt dort von Dämonen, aber unsere Schutzengel halten sie in Schach.	Il Vuoto dell'anima è un reame magico, che permette ai maghi di Nexus di aumentare i loro poteri. È infestato da demoni, ma i nostri angeli guardiani sono lì per tenerli a bada.	Vacío de las Almas es un reino de magia que permite a los hechiceros de Nexus mejorar sus poderes. Está infestado de demonios, pero nuestros ángeles guardianes pueden mantenerlos a raya.	Ruh Boşluğu, Nexus büyücülerinin güçlerini artırmalarını sağlayan büyülü bir âlemdir. İblislerle doludur ama Melek muhafızlarımız onları uzak tutar.	Ruh Boşluğu, Nexus büyücülerinin güçlerini artırmalarını sağlayan büyülü bir âlemdir. İblislerle doludur ama Melek koruyucularımız onları uzak tutar.	guardian	DE Wächter/Schutz-, IT guardiano ve ES guardián; Warden/Hüter/custode ayrımını korumak için Guardian “Koruyucu” yapıldı.
dialogues.csv	0x93637CE9	My father was killed in the #0x98B7D4FF#Undersprawl#PREVIOUS#, and his priceless #0x98B7D4FF#helmet#PREVIOUS# taken. Can you find who did it?	Mon père s'est fait tuer dans #0x98B7D4FF#les Profondeurs#PREVIOUS# et ils ont volé son précieux #0x98B7D4FF#casque#PREVIOUS#. Vous pouvez retrouver celui qui a fait ça ?	Mein Vater wurde in den #0x98B7D4FF#Tiefenstollen#PREVIOUS# getötet. Vermutlich wegen seines unbezahlbaren #0x98B7D4FF#Helms#PREVIOUS#. Könnt Ihr herausfinden, von wem?	Mio padre è stato ucciso #0x98B7D4FF#nel Caos profondo#PREVIOUS# e il suo prezioso #0x98B7D4FF#elmo#PREVIOUS# è stato rubato. Puoi trovare il colpevole?	A mi padre lo mataron en el #0x98B7D4FF#Bajomundo#PREVIOUS# y se quedaron con su valioso #0x98B7D4FF#yelmo#PREVIOUS#. ¿Puedes encontrar al responsable?	Babam #0x98B7D4FF#Alt Yayılım’da#PREVIOUS# öldürüldü ve paha biçilmez #0x98B7D4FF#miğferi#PREVIOUS# çalındı. Bunu kimin yaptığını bulabilir misin?	Babam #0x98B7D4FF#Derin Dehlizler’de#PREVIOUS# öldürüldü ve paha biçilmez #0x98B7D4FF#miğferi#PREVIOUS# çalındı. Bunu kimin yaptığını bulabilir misin?	undersprawl	FR Profondeurs, DE Tiefenstollen, IT Caos profondo, ES Bajomundo yeraltı/derinlik alanını doğruluyor; “Alt Yayılım” literaldi.
dialogues.csv	0x93B36A7D	Ataraxis's sanctum is in a part of the Frost Reaches known as #0x98B7D4FF#the Permafrost#PREVIOUS#. The northern gate of Nexus, in the noble district, will let you head that way. You may even find a #0x98B7D4FF#guide#PREVIOUS# that can help you get there.	Le sanctuaire d'Ataraxis se trouve dans une région des Domaines de glace que l'on appelle le #0x98B7D4FF#Permafrost#PREVIOUS#. La porte nord de Nexus, dans le quartier des nobles, vous mènera dans cette direction. Peut-être même trouverez-vous un #0x98B7D4FF#guide#PREVIOUS# qui acceptera de vous montrer le chemin ?	Ataraxis' Zuflucht ist in einem Teil der Frostweiten, die man #0x98B7D4FF#den Permafrost#PREVIOUS# nennt. Das Nordtor von Nexus im Adelsviertel führt Euch auf den richtigen Weg. Vielleicht findet Ihr sogar einen #0x98B7D4FF#Führer#PREVIOUS#, der Euch begleitet.	Il santuario di Ataraxis si trova in una zona delle Vette gelide nota come il #0x98B7D4FF#Permagelo#PREVIOUS#. Il cancello settentrionale di Nexus, nel distretto dei nobili, ti condurrà in quella direzione. Troverai anche una #0x98B7D4FF#guida#PREVIOUS# disposta ad accompagnarti.	El sanctasanctórum de Ataraxis está en una zona de la Extensión Helada conocida como #0x98B7D4FF#la Tundra#PREVIOUS#. La puerta norte de Nexus, en el distrito noble, te permitirá ir allí. Puede que incluso encuentres un #0x98B7D4FF#guía#PREVIOUS# que te ayude a llegar.	Ataraxis’in mabedi, Don Uçları’nın #0x98B7D4FF#Kalıcı Buz#PREVIOUS# denen bölümünde. Nexus’un soylular bölgesindeki kuzey kapısı seni o yöne çıkarır. Hatta oraya ulaşmana yardım edecek bir #0x98B7D4FF#rehber#PREVIOUS# bile bulabilirsin.	Ataraxis’in mabedi, Ayaz Diyarları’nın #0x98B7D4FF#Kalıcı Don#PREVIOUS# denen bölümünde. Nexus’un soylular bölgesindeki kuzey kapısı seni o yöne çıkarır. Hatta oraya ulaşmana yardım edecek bir #0x98B7D4FF#rehber#PREVIOUS# bile bulabilirsin.	frost_reaches,permafrost	FR Domaines de glace, DE Frostweiten, IT Vette gelide, ES Extensión Helada geniş bir buzlu bölgeyi ifade ediyor; “Don Uçları” yapay/literaldi. | FR/DE Permafrost, IT Permagelo ve ES Tundra soğuk donmuş bölgeyi doğruluyor; “Kalıcı Don” Türkçede doğru terim.
dialogues.csv	0x9A1E3669	Farewell, old man.	Au revoir, vieil homme.	Lebt wohl, Väterchen.	Addio, vecchio.	Adiós, anciano.	Hoşça kal, ihtiyar.	Elveda, ihtiyar.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0x9CFB3B8A	Farewell.	Au revoir.	Lebt wohl.	Addio.	Adiós.	Hoşça kal.	Elveda.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0xA197EAD6	Good! Ignore my team members—they'll be there strictly to observe the fight, not to participate in any way. #0x98B7D4FF#Ironfist#PREVIOUS# rules over some nasty undead in the #0x98B7D4FF#nearby ruins#PREVIOUS#. Good luck!	Très bien ! Ne faites pas attention à mon équipe, ils seront uniquement là pour observer le combat, pas pour s'en mêler de quelque façon que ce soit. #0x98B7D4FF#Féros#PREVIOUS# règne sur une bande de Morts-vivants particulièrement vicieux dans les #0x98B7D4FF#ruines voisines#PREVIOUS#. Bonne chance à vous !	Gut! Ignoriert meine Kollegen einfach. Sie werden den Kampf lediglich beobachten und in keiner Weise eingreifen. #0x98B7D4FF#Eisenfaust#PREVIOUS# herrscht über einige hässliche Untote in den #0x98B7D4FF#nahegelegenen Ruinen#PREVIOUS#. Viel Glück!	Bene! Ignora i membri della mia squadra... essi saranno lì solo per vederti all'opera e non parteciperanno in alcun modo allo scontro. #0x98B7D4FF#Pugno di ferro#PREVIOUS# guida un gruppo di non morti malvagi nelle #0x98B7D4FF#rovine vicine#PREVIOUS#. Buona fortuna!	¡Bien! Ignora a los miembros de mi equipo, estarán allí solo para observar la pelea y no para participar en modo alguno. #0x98B7D4FF#Puño de Hierro#PREVIOUS# gobierna sobre algunos peligrosos no muertos en las #0x98B7D4FF#ruinas cercanas#PREVIOUS#. ¡Buena suerte!	Güzel! Ekip arkadaşlarımı önemseme—yalnızca dövüşü izleyecekler, hiçbir şekilde karışmayacaklar. #0x98B7D4FF#Ironfist#PREVIOUS#, #0x98B7D4FF#yakındaki harabelerde#PREVIOUS# bir grup berbat hortlağa hükmediyor. Bol şans!	Güzel! Ekip arkadaşlarımı önemseme—yalnızca dövüşü izleyecekler, hiçbir şekilde karışmayacaklar. #0x98B7D4FF#Demiryumruk#PREVIOUS#, #0x98B7D4FF#yakındaki harabelerde#PREVIOUS# bir grup berbat hortlağa hükmediyor. Bol şans!	ironfist	DE Eisenfaust, IT Pugno di ferro ve ES Puño de Hierro özel adı çevrilebilir bir lakap olarak doğruluyor.
dialogues.csv	0xAA758604	Save it. Your raiders sacked a workshop in the Permafrost recently. I want what you took.	Taisez-vous. Vos hommes ont récemment mis à sac un atelier dans le Permafrost. Je veux récupérer ce qu'ils ont pris.	Hört auf. Eure Banditen haben vor Kurzem in Permafrost ein Laboratorium geplündert. Ich verlange nur, was Ihr erbeutet habt.	Risparmia il fiato. I tuoi uomini hanno saccheggiato un laboratorio nel Permagelo di recente. Voglio quello che hanno preso.	Eso no me interesa. Tus goblins saquearon hace poco un taller en la Tundra. Quiero lo que se llevaron.	Kes. Yağmacıların yakın zamanda Kalıcı Buz’daki bir atölyeyi talan etti. Aldığınız şeyi istiyorum.	Kes. Yağmacıların yakın zamanda Kalıcı Don’daki bir atölyeyi talan etti. Aldığınız şeyi istiyorum.	permafrost	FR/DE Permafrost, IT Permagelo ve ES Tundra soğuk donmuş bölgeyi doğruluyor; “Kalıcı Don” Türkçede doğru terim.
dialogues.csv	0xAE55B1C2	Be wary, hero! The #0x98B7D4FF#Krakenspawn#PREVIOUS# know that you have taken me from this place! They're on their way!	Méfiez-vous ! Les #0x98B7D4FF#Krakenards#PREVIOUS# savent que vous m'avez porté secours ! Ils sont en route !	Passt auf Euch auf! Die #0x98B7D4FF#Krakenbrut#PREVIOUS# weiß, dass Ihr mich mitgenommen habt. Sie sind schon unterwegs!	Fa' attenzione! I #0x98B7D4FF#Krakeniani#PREVIOUS# sanno che mi hai portato via da questo posto e stanno arrivando!	¡Ten cuidado! ¡Los #0x98B7D4FF#krakenianos#PREVIOUS# saben que me has sacado de aquí! ¡Vienen para acá!	Dikkatli ol, kahraman! #0x98B7D4FF#Krakenspawnlar#PREVIOUS# beni buradan aldığını biliyor! Geliyorlar!	Dikkatli ol, kahraman! #0x98B7D4FF#Krakenliler#PREVIOUS# beni buradan aldığını biliyor! Geliyorlar!	krakenspawn	FR Krakenard, DE Krakenbrut, IT/ES Krakeniano tür adını yerelleştiriyor; Türkçede de “Krakenli” ile tutarlılaştırıldı.
dialogues.csv	0xB0D2C08A	Farewell, $Player_Class$. Give my regards to Ataraxis.	Adieu, $Player_Class$. Saluez Ataraxis de ma part.	Lebt wohl, $Player_Class$. Grüßt Ataraxis von mir.	Addio, $Player_Class$. Porta i miei saluti ad Ataraxis.	Adiós, $Player_Class$. Dale mis recuerdos a Ataraxis.	Hoşça kal, $Player_Class$. Ataraxis’e selamlarımı ilet.	Elveda, $Player_Class$. Ataraxis’e selamlarımı ilet.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0xB7E29C58	Farewell.	Au revoir.	Lebt wohl.	Addio.	Adiós.	Hoşça kal.	Elveda.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0xC18D7601	At long last, I am free... Take this key, friend. Use it to claim your reward. Farewell!	Me voilà enfin libre... Prenez cette clé. Utilisez-la pour récupérer votre récompense. Adieu !	Endlich bin ich frei. Hier, nehmt diesen Schlüssel. Benutzt ihn, um Euren Lohn zu erhalten. Lebt wohl!	Finalmente libero. Prendi questa chiave e usala per recuperare la tua ricompensa. Addio!	Por fin soy libre. Toma esta llave. Úsala para obtener tu recompensa. ¡Adiós!	Sonunda özgürüm... Bu anahtarı al, dostum. Ödülünü almak için kullan. Hoşça kal!	Sonunda özgürüm... Bu anahtarı al, dostum. Ödülünü almak için kullan. Elveda!	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0xC248B89D	Thank goodness! I've been asking passers-by to do this for weeks. Please, take care of them! #0x98B7D4FF#The Permafrost#PREVIOUS# will be better off with them gone!	Que les dieux soient loués ! Cela fait des semaines que je demande à tous ceux que je rencontre de bien vouloir s'en occuper... Je vous en conjure, éradiquez-les ! Le #0x98B7D4FF#Permafrost#PREVIOUS# s'en portera bien mieux !	Den Göttern sei Dank! Seit Wochen versuche ich, jemanden dazu zu bringen. Bitte, beseitigt sie! #0x98B7D4FF#Der Permafrost#PREVIOUS# wäre ohne sie viel besser dran!	Siano ringraziati gli dei! Sono settimane che chiedo ai viandanti di farlo. Ti prego, sbarazzati di quelle creature! Il #0x98B7D4FF#Permagelo#PREVIOUS# sarà un posto migliore senza di esse!	¡Menos mal! Llevo semanas pidiéndoselo a los que pasan. ¡Por favor, mátalas! ¡#0x98B7D4FF#La Tundra#PREVIOUS# estará mejor sin ellas!	Tanrıya şükür! Haftalardır gelip geçenden bunu yapmasını istiyorum. Lütfen hepsini temizle! Onlar gidince #0x98B7D4FF#Kalıcı Buz#PREVIOUS# çok daha iyi olacak!	Tanrıya şükür! Haftalardır gelip geçenden bunu yapmasını istiyorum. Lütfen hepsini temizle! Onlar gidince #0x98B7D4FF#Kalıcı Don#PREVIOUS# çok daha iyi olacak!	permafrost	FR/DE Permafrost, IT Permagelo ve ES Tundra soğuk donmuş bölgeyi doğruluyor; “Kalıcı Don” Türkçede doğru terim.
dialogues.csv	0xC2EE6FD5	The primal scraps placated the demon…but now I need to get rid of it! I've found a spell that I think will bind it in place…but I'm missing another component. I'm after #0x98B7D4FF#mystic ice#PREVIOUS# from the Frost Reaches!	Les morceaux d'Archéens ont suffi pour apaiser le Démon... mais pas à m'en débarrasser ! J'ai un sort qui devrait l'immobiliser... Malheureusement, il me manque un ingrédient. J'ai besoin de #0x98B7D4FF#glace mystique#PREVIOUS# des Domaines de glace !	Die Fleischfetzen haben den Dämon besänftigt, ... aber jetzt muss ich ihn loswerden. Ich habe einen Zauber gefunden, der ihn binden müsste, ... aber mir fehlt noch eine Zutat. Ich brauche #0x98B7D4FF#mystisches Eis#PREVIOUS# aus den Frostweiten!	I pezzi di primeva hanno placato il demone... ma adesso me ne devo liberare! Ho scoperto una magia che dovrebbe sistemare tutto... ma mi manca un altro componente. Ho bisogno del #0x98B7D4FF#ghiaccio mistico#PREVIOUS# delle Vette gelide!	Los restos de los primarios han aplacado al demonio... ¡pero ahora tengo que librarme de él! He encontrado un hechizo que creo que lo atará…pero me falta otro componente. ¡Necesito #0x98B7D4FF#hielo místico#PREVIOUS# de la Extensión Helada!	Kadim kalıntılar iblisi yatıştırdı… ama şimdi ondan kurtulmam gerek! Onu yerinde bağlayacağını düşündüğüm bir büyü buldum ama başka bir bileşen eksik. Don Uçları’ndan #0x98B7D4FF#mistik buz#PREVIOUS# lazım!	Kadim kalıntılar iblisi yatıştırdı… ama şimdi ondan kurtulmam gerek! Onu yerinde bağlayacağını düşündüğüm bir büyü buldum ama başka bir bileşen eksik. Ayaz Diyarları’ndan #0x98B7D4FF#mistik buz#PREVIOUS# lazım!	frost_reaches	FR Domaines de glace, DE Frostweiten, IT Vette gelide, ES Extensión Helada geniş bir buzlu bölgeyi ifade ediyor; “Don Uçları” yapay/literaldi.
dialogues.csv	0xCAAD53CB	01 - The Permafrost	DLG_FP01 not localized.	DLG_FP01 not localized.	DLG_FP01 not localized.	DLG_FP01 not localized.	01 - Kalıcı Buz	01 - Kalıcı Don	permafrost	FR/DE Permafrost, IT Permagelo ve ES Tundra soğuk donmuş bölgeyi doğruluyor; “Kalıcı Don” Türkçede doğru terim.
dialogues.csv	0xCAB30BD6	06 - Undersprawl	DLG_SC06 not localized.	DLG_SC06 not localized.	DLG_SC06 not localized.	DLG_SC06 not localized.	06 - Alt Yayılım	06 - Derin Dehlizler	undersprawl	FR Profondeurs, DE Tiefenstollen, IT Caos profondo, ES Bajomundo yeraltı/derinlik alanını doğruluyor; “Alt Yayılım” literaldi.
dialogues.csv	0xD7ED8FB2	Please. You didn't think Rigel discovered Ataraxis's secrets on his own, did you? He hadn't the faintest idea... Not until I told him.	Vous n'avez tout de même pas cru que Rigel avait découvert les secrets d'Ataraxis tout seul ? Jamais il ne s'est douté de quoi que ce soit... Jusqu'à ce que je lui en parle.	Bitte. Dachtet Ihr, Rigel hätte Ataraxis' Geheimnisse selbst entdeckt? Er hatte nicht die leiseste Ahnung ... bis ich ihm davon erzählte.	Andiamo. Non crederai certo che Rigel abbia scoperto da solo i segreti di Ataraxis, spero. Non sapeva neppure dove guardare... finché non gliel'ho detto io.	Por favor. No pensarías que Rigel había descubierto los secretos de Ataraxis por su cuenta, ¿no? No tenía ni la más mínima idea. No hasta que hablé con él.	Lütfen. Rigel’in Ataraxis’in sırlarını kendi başına keşfettiğini sanmadın, değil mi? Hiçbir fikri yoktu... Ta ki ona ben söyleyene kadar.	Hadi ama. Rigel’in Ataraxis’in sırlarını kendi başına keşfettiğini sanmadın, değil mi? Hiçbir fikri yoktu... Ta ki ona ben söyleyene kadar.	dialogue_nuance	FR/DE/IT/ES ton karşılaştırması İngilizcedeki söz dizimini değil, konuşma niyetini esas almayı gerektiriyor.
dialogues.csv	0xD7F684A9	Find details on this #0x98B7D4FF#crystal#PREVIOUS# that Ataraxis's tome spoke of. I'm certain that you'll be able to find more information in his #0x98B7D4FF#private sanctum#PREVIOUS# hidden in #0x98B7D4FF#the Frost Reaches#PREVIOUS#.	Renseignez-vous sur ce mystérieux #0x98B7D4FF#cristal#PREVIOUS# que mentionnait le grimoire d'Ataraxis. Je suis sûr que vous parviendrez à trouver plus d'informations dans son #0x98B7D4FF#sanctuaire personnel#PREVIOUS#, dissimulé dans les #0x98B7D4FF#Domaines de glace#PREVIOUS#.	Findet mehr über diesen #0x98B7D4FF#Kristall#PREVIOUS# heraus, von dem in Ataraxis' Foliant die Rede ist. Ich bin sicher, dass Ihr in seiner #0x98B7D4FF#privaten Zuflucht#PREVIOUS# in den #0x98B7D4FF#Frostweiten#PREVIOUS# weitere Informationen findet.	Scopri i dettagli su questo #0x98B7D4FF#cristallo#PREVIOUS# citato nel tomo di Ataraxis. Sono sicuro che troverai ulteriori informazioni nel suo #0x98B7D4FF#santuario privato#PREVIOUS# nascosto sulle #0x98B7D4FF#Vette gelide#PREVIOUS#.	Busca detalles de ese #0x98B7D4FF#cristal#PREVIOUS# del que hablaba el libro de Ataraxis. Encontrarás más información en su #0x98B7D4FF#sanctasanctórum#PREVIOUS#, que está oculto en #0x98B7D4FF#la Extensión Helada#PREVIOUS#.	Ataraxis’in kitabında söz edilen #0x98B7D4FF#kristal#PREVIOUS# hakkında bilgi bul. #0x98B7D4FF#Don Uçları’nda#PREVIOUS# saklı #0x98B7D4FF#özel mabedinde#PREVIOUS# daha fazla bilgi bulacağına eminim.	Ataraxis’in kitabında söz edilen #0x98B7D4FF#kristal#PREVIOUS# hakkında bilgi bul. #0x98B7D4FF#Ayaz Diyarları’nda#PREVIOUS# saklı #0x98B7D4FF#özel mabedinde#PREVIOUS# daha fazla bilgi bulacağına eminim.	frost_reaches	FR Domaines de glace, DE Frostweiten, IT Vette gelide, ES Extensión Helada geniş bir buzlu bölgeyi ifade ediyor; “Don Uçları” yapay/literaldi.
dialogues.csv	0xDC565C4C	Thanks for the information. Farewell.	Merci pour ces informations. Adieu.	Vielen Dank für die Informationen. Lebt wohl.	Grazie delle informazioni. Addio.	Gracias por la información. Adiós.	Bilgi için teşekkürler. Hoşça kal.	Bilgi için teşekkürler. Elveda.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0xE8494BBF	Farewell, $Player_Class$. I have #0x98B7D4FF#one more favor#PREVIOUS# to ask you before I go. Please, #0x98B7D4FF#tell Katrina#PREVIOUS#...well, tell her that I love her and that I'll be watching over her.	Adieu, $Player_Class$. J'ai encore #0x98B7D4FF#une dernière faveur#PREVIOUS# à vous demander avant de mourir... S'il vous plaît, #0x98B7D4FF#dites à Katrina#PREVIOUS#... Dites-lui bien que je l'aime et que je veillerai toujours sur elle.	Lebt wohl, $Player_Class$. Ich muss Euch um #0x98B7D4FF#noch einen Gefallen#PREVIOUS# bitten, bevor ich gehe. Bitte #0x98B7D4FF#sagt Katrina#PREVIOUS# ... ähm, sagt ihr, dass ich sie liebe und über sie wachen werde.	Addio, $Player_Class$. Ho #0x98B7D4FF#un altro favore#PREVIOUS# da chiederti, prima di morire. Per favore, #0x98B7D4FF#di' a Katrina#PREVIOUS#... dille che le voglio bene e che veglierò sempre su di lei.	Adiós, $Player_Class$. Tengo que #0x98B7D4FF#pedirte un favor#PREVIOUS# antes de irme. Por favor, #0x98B7D4FF#dile a Katrina#PREVIOUS#... Bueno, dile que la quiero y que velaré por ella.	Hoşça kal, $Player_Class$. Gitmeden önce senden #0x98B7D4FF#bir iyilik daha#PREVIOUS# isteyeceğim. Lütfen #0x98B7D4FF#Katrina’ya söyle#PREVIOUS#... onu sevdiğimi ve onu gözetmeye devam edeceğimi söyle.	Elveda, $Player_Class$. Gitmeden önce senden #0x98B7D4FF#bir iyilik daha#PREVIOUS# isteyeceğim. Lütfen #0x98B7D4FF#Katrina’ya söyle#PREVIOUS#... onu sevdiğimi ve onu gözetmeye devam edeceğimi söyle.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0xE8D02307	Farewell, your Majesty.	Au plaisir, votre Majesté.	Lebt wohl, Hoheit.	Addio, Vostra Maestà.	Adiós, Majestad.	Hoşça kalın, Majesteleri.	Elveda, Majesteleri.	farewell	DE “Lebt wohl” + IT “Addio” güçlü vedayı doğruluyor; sıradan “Hoşça kal” yerine “Elveda”.
dialogues.csv	0xEB37CA25	How do I find the Frost Reaches Ruinscar?	Où est la Faille de Ruin des montagnes ?	Wie finde ich die Frostweiten-Ruinennarbe?	Dov'è la Cicatrice sulle Vette gelide?	¿Dónde está la de Extensión Helada?	Don Uçları’ndaki Yıkım Yarası’nı nasıl bulurum?	Ayaz Diyarları’ndaki Yıkım Yarası’nı nasıl bulurum?	frost_reaches	FR Domaines de glace, DE Frostweiten, IT Vette gelide, ES Extensión Helada geniş bir buzlu bölgeyi ifade ediyor; “Don Uçları” yapay/literaldi.
