index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
13	rvl_bird_L_Hi	It feels good to belong.	On frise la surpopulation !	Auf einmal sind wir richtig viele!	Lo stormo è cresciuto a dismisura!	¡Cuántos amigos!	Bir yere ait olmak güzel.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
14	rvl_bird_L_Ok	Long road ahead...	La route est encore longue...	Der Weg ist noch sooo weit...	La strada è ancora lunga...	Aún te queda un largo camino...	Önümüzde uzun bir yol var...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	rvl_bird_L_Ng	Where'd everybody go?	Mais où sont-ils tous passés ?	Wo sind die denn alle hin?	Dove sono finiti tutti?	¿A dónde ha ido todo el mundo?	Herkes nereye gitti?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
16	rvl_book_L_Hi	Thanks to you, I passed!	Je vais obtenir la mention\ntrès bien grâce à vous !	Bestanden... Und alles nur\ndank der Hilfe meiner Fangirls!	Grazie a voi ho\nsuperato l'esame!	¡He aprobado gracias a vosotras! 	Sayende geçtim!		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
17	rvl_book_L_Ok	I burn with a desire to study!	Je sens la motivation\nqui monte en moi !	Jetzt spüre ich wieder\ndas Feuer in mir lodern!	Ardo del sacro fuoco\ndello studio!	¡Ardo en deseos de\nponerme a estudiar!	Ders çalışma ateşiyle\nyanıp tutuşuyorum!	MANUAL_FIX_V13	MANUAL_FIX_V13	Fire/desire metaphor preserved like several official locales.
18	rvl_book_L_Ng	Would you keep it down?!	(Non, mais elles ne pourraient pas\nfaire moins de bruit ?)	Oh, Mann! Was für ein Krach!	Perché non la piantano di\nfare tutto quel baccano?	¡Puf, qué escandalosas!	Biraz sessiz olur musunuz?!	MANUAL_FIX_V13	MANUAL_FIX_V13	Plural noisy-fans context restored.
19	rvl_date_L_Hi	I've been wanting to tell you...	Il faut que je t'avoue\nquelque chose...	Ich möchte dir etwas sagen...	Sai, io vorrei dirti che...	Tú y yo...	Sana söylemek istiyordum...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
20	rvl_date_L_Ok	I had a lovely time. Thank you.	Je n'ai pas vu\nle temps passer !	Heute war ein schöner Tag!	È stato divertente oggi.	Ha sido un día entretenido.	Çok keyifliydi. Teşekkür ederim.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
21	rvl_date_L_Ng	I'm sorry to have to tell you, but...	Ça ne va pas être\npossible entre nous...	Sei mir nicht böse, aber...	Mi dispiace, ma non\nsei il mio tipo...	Lo siento...	Bunu söylemek zorundayım ama...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
22	rvl_fishing_L_Hi	Don't ask how I landed it!	C'est un vrai record !	Was für ein fetter Brocken!	Pesca grossa!	¡Menuda pieza!	Nasıl indirdim, sorma!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
23	rvl_fishing_L_Ok	Dinner's on me!	Ce poisson a l'air succulent !	Das wird ein Festessen!	Il pesce fresco è così gustoso!	¡A comer!	Akşam yemeği benden!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	rvl_fishing_L_Ng	How much is that one?	Ils sont frais, vos temporichtyus ?	Drei Sprotten, bitte...	Vorrei uno di quelli, per favore.	Deme tres, por favor...	Bu balık kaç para?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
25	rvl_flea_S_Hi	The discovery of a lifetime!	C'est la découverte du siècle !	Die Entdeckung des Jahrhunderts!	È la scoperta del secolo!	¡Es el descubrimiento del siglo!	Yüzyılın keşfi!	MANUAL_FIX_V13	MANUAL_FIX_V13	Idiomatic superlative matching FR/DE/IT/ES.
26	rvl_flea_S_Ok	We'll need more research.\nAnd maybe a dance party.	Il faut poursuivre\nnos recherches.	Das müssen wir noch erforschen.\nUnd mal wieder tanzen gehen!	Dovremo approfondire\nla ricerca...	Se ha colado un elemento extraño.	Biraz daha araştırma lazım.\nBelki bir dans partisi de.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
27	rvl_flea_S_Ng	I thought I saw something, but...\nit's nothing.	Il n'y a rien à voir dans\ncet échantillon.	Ich dachte, ich hätte etwas\ngesehen... Aber war wohl nichts.	È un vero fiasco...	Aquí no hay nada que ver...	Bir şey gördüm sandım ama...\nhiçbir şey.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
28	rvl_flea_L_Hi	This is the greatest discovery\nsince fire!	La science a fait un\ngrand pas en avant !	Und wieder eine\nriesige Entdeckung!	L'ennesima scoperta rivoluzionaria!	¡Otro descubrimiento sensacional!	Bu, ateşten beri\nen büyük keşif!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
29	rvl_flea_L_Ok	With some more research,\nthis could be big!	Je sens que je vais faire\nune grande découverte.	Das riecht schon wieder\nnach einem Durchbruch!	Credo che potrebbe essere\nqualcosa di sensazionale!	Vaticino un gran descubrimiento.	Biraz daha araştırmayla,\nbu iş büyük bir keşfe dönüşebilir!	MANUAL_FIX_V13	MANUAL_FIX_V13	Natural research/discovery phrasing.
30	rvl_flea_L_Ng	We've lost our funding...	Il faut recommencer\ndepuis le début.	Wir müssen noch einmal\nganz von vorn anfangen!	Qui bisogna ripartire\nda zero...	Habrá que volver a empezar la \ninvestigación desde cero.	Bütçemiz kesildi...		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
31	rvl_fork_L_Hi	So full! So satisfied!	Je me suis bien rempli la panse.	Puh... Ich bin pappsatt!	Ho mangiato a crepapelle!	¡Puf, no puedo dar ni un\nbocado más!	Tıka basa doydum!	MANUAL_FIX_V13	MANUAL_FIX_V13	Full/satisfied line made idiomatic.
32	rvl_fork_L_Ok	I could eat two more dinners!	C'est juste l'énergie\nqu'il me fallait !	Mjam... Das war absolut köstlich!	Mangiare con moderazione\nè la scelta migliore!	Tampoco hay que pasarse\ncomiendo...	İki akşam yemeği daha yiyebilirim!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
33	rvl_fork_L_Ng	Blood sugar...so...low...	J'ai encore faim.	Ich hab noch so einen Hunger...	Sto morendo di fame!	¡Aún me muero de hambre!	Kan şekerim... çok... düştü...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
34	rvl_golf_L_Hi	Championship title, here we come!	C'est la victoire assurée !	Der Sieger im nächsten Turnier\nsteht schon so gut wie fest!	Sei un vero asso del golf,\nnon c'è dubbio!	¡Una victoria indiscutible!	Şampiyonluk, bekle bizi!	MANUAL_FIX_V13	MANUAL_FIX_V13	Natural celebratory idiom.
35	rvl_golf_L_Ok	That was a great swing!	Ce swing est meilleur\nde jour en jour !	Perfekte Flugbahn, oder?	Ho uno swing molto\npreciso, non trovate?	No se me da mal, ¿verdad?	Harika bir vuruştu!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
36	rvl_golf_L_Ng	This is even more painful\nthan it looks...	Ouille ouille ouille...	Aua... Autsch...	Ahi, che male...!	¡Ayyyy!	Bu, göründüğünden bile daha acı verici...	LONG_TR_LINE	LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
37	rvl_golf_A_Hi	Perfect form!	C'était un swing parfait !	Perfekte Flugbahn!	Vola alta nel cielo!	¡Bola va!	Kusursuz form!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
38	rvl_golf_A_Ok	I'll bet I can sink one more!	Il faut que je réussisse ce coup !	Der nächste Ball trifft garantiert!	Devo scendere sotto\nil par, a ogni costo!	¡No debo rendirme!	Bir tane daha sokacağıma bahse girerim!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
39	rvl_golf_A_Ng	I didn't even qualify...	Je ne me suis pas qualifiée...	So komm ich durch kein Turnier...	Oh, no! È finita di\nnuovo nel bunker...	Será mejor que lo deje...	Elemeyi bile geçemedim...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
40	rvl_goma_S_Hi	Let's roll!	Roulez, bébés phoques !	Jetzt wird gerollt!	Rotoliamo a tutta forza!	¡Rueda, rueda y rueda!	Yuvarlanalım!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
41	rvl_goma_S_Ok	Give me two more!	Trois petits demi-tours\net puis s'en vont.	Kommt... Noch zwei, drei Runden!	Forza! Fatemi ancora\ndue o tre giri!	¡Venga, no hay dolor!	İki tur daha!		LENGTH_OUTLIER;V14_MANUAL_FIXED	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning. | V14: Dönen foklar bağlamında 'two more' sayacı nesnesiz kalmıştı; hareket birimi eklendi.
42	rvl_goma_S_Ng	What are you blubbering for?	Pauvres petits... Ils ont l'air épuisés !	Was...? Schon müde?!?	Che c'è da piagnucolare?\nCoraggio!	¿Eh? ¿Ya os habéis cansado?	Ne diye zırlıyorsun?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
43	rvl_goma_L_Hi	Top of the world!	Toute la puissance de la glace !	Wir sind die Besten!	Nessuno ci può battere!	¡Somos las mejores!	Zirvedeyiz!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
44	rvl_goma_L_Ok	Flop and give me 20!	Allez ! On remet ça jusqu'à\nce que ce soit parfait !	Das trainieren wir noch mal!	Ventre a terra e fatemi 20 giri!	¡Venga, 20 más!	Yere yat da 20 tane çek!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
45	rvl_goma_L_Ng	Come on! Are you sea lions or\nriver otters?	Des phoques, ça ?\nDes loutres, oui !	Kommt schon! Steht auf,\nwenn ihr Robben seid!	Forza! Siete foche o molluschi?	¡Venga!\n¡¿Qué sois, focas o nutrias?!	Haydi ama! Siz deniz aslanı mısınız\nyoksa su samuru mu?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
46	rvl_interview_L_Hi	No question (or opponent)\nis too tough for this guy!	Ce catcheur est le meilleur !	Er ist stark, der Ringer!\nEr nennt sich nur „Der Ringer“!	È imbattibile! È un portento!\nIl suo nome è... Wrestler!!!	¡Así se hace, señor luchador!\n¡Está hecho una fiera!	Bu adam için hiçbir soru (ya da rakip)\nfazla zorlu değil!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
47	rvl_interview_L_Ok	Go, go, go! Take him down!	Ce catcheur va faire un malheur !	Zeig's ihnen, Ringer!\nKämpf wie ein Ringer, Ringer!	Forza, Wrestler! Puoi farcela!\nMandalo al tappeto!	¡El señor luchador bloquea\ny ataca que da gusto verlo!	Hadi! Yere ser şunu!		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
48	rvl_interview_L_Ng	Oh no! Not the mask!	Ce catcheur est un pleurnicheur !	Streng dich an, Ringer!\nGib nicht auf, Ringer!	Resisti, Wrestler!\nNon farti strappare la maschera!	¡Ánimo, señor luchador!\n¡No se dé por vencido!	Ah hayır! Maske düştü!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
49	rvl_karate_00_Hi	I could karate all day!	Il faudrait inventer le verbe « karater » !	Ich könnte den ganzen Tag\nlang nur Karate machen!	Il karate è la mia vita!	¡Podría pasarme el día\npracticando kárate!	Bütün gün karate yapabilirim!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
50	rvl_karate_00_Ok	My mind...is filled with stars.	Encore un peu de méditation\npour atteindre la perfection.	Mein Geist ist ruhig.\nVolle Konzentration!	La mia concentrazione è alle stelle!	La concentración es clave.	Kafam... yıldızlarla dolu.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
51	rvl_karate_00_Ng	I'm ready to try again! You hear\nme, seagulls?! I'm ready!	Taisez-vous, les mouettes !\nJe dois... m'entraîner.	Nein, ich geb nicht auf! Niemals!	Ci riproverò! Mi avete sentito\nbene, gabbiani?!	¡Volveré a intentarlo!\n¿Me oís bien, gaviotas?	Tekrar denemeye hazırım! Duydunuz mu\nmartılar?! Hazırım!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
52	rvl_karate_01_Hi	I am ALL ABOUT this karate thing!	Le karaté, c'est toute ma vie.	Ich bin VOLL auf Karate!	Sono il miglior karateka\ndi tutti i tempi!	¡Soy el mejor karateka\nde todos los tiempos!	Bu karate işine BAYILIYORUM!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
53	rvl_karate_01_Ok	Focus... Focus...	Rester... concentré !	Konzentrieren... Konzentrieren...	Concentrati... Concentrati...	¡Céntrate, céntrate!	Odaklan... Odaklan...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
54	rvl_karate_01_Ng	Maybe this would go better if I\npracticed on that mountain...	La route est longue\njusqu'au sommet...	Muss... mehr... trainieren...\nImmer weiter... Viel, viel mehr...	Forse allenandomi su quella\nmontagna migliorerò più in fretta.	Quizá me iría mejor si entrenara\nen la cumbre de esa montaña.	Şu dağda biraz daha çalışsam\ndaha iyi olurdu galiba...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
55	rvl_karate_02_Hi	Ayaaahhh!	Je mets toute mon\nénergie dans mes coups !	Kyaaah!	Iaaaaaahhh!	¡Kiaaaaaa!	Ayaaahhh!	UNTRANSLATED	POSSIBLE_UNTRANSLATED	Turkish equals English while at least 3 other languages localize it; often a proper name/song/sound, so manual check only.
56	rvl_karate_02_Ok	The stomach carries the legs!	Une bonne alimentation,\nc'est primordial !	Leerer Bauch trainiert nicht gern!	Uno stomaco pieno è la\nchiave per il successo.	Comer bien es clave para rendir.	Bacakları mide taşır!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
57	rvl_karate_02_Ng	My feet just aren't feeling it...	Le karaté, c'est pas le pied...	Muss an der Beinarbeit arbeiten...	Mi sa che mi sono fatto male\na un piede...	Creo que me he dislocado un dedo.	Ayaklarım hiç havasında değil...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
58	rvl_karate_03_Hi	Hiiiyah!	À l'attaque !	Kyaaa!	Uattààà!	¡Toma esta! ¡Y esta!	Hiiiyah!	UNTRANSLATED	POSSIBLE_UNTRANSLATED	Turkish equals English while at least 3 other languages localize it; often a proper name/song/sound, so manual check only.
59	rvl_karate_03_Ok	Whoops! My belt came undone...	Ma ceinture s'est desserrée !	Ich glaub, mein Gürtel\nhat sich gelockert...	Si è allentata la cintura...	Que se me cae el cinturón...	Hoppala! Kemerim çözüldü...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
60	rvl_karate_03_Ng	I should eat more before training...	J'ai trop faim pour bouger.	Ich hab sooo einen Hunger...	Povero me, che fame...	¡Puf, qué hambre!	Antrenmandan önce daha çok yemeliyim...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
61	rvl_karate_04_Hi	You're still the master, Father!	Père... J'ai encore tant\nà apprendre de vous...	Du bist der Größte, Vater!	Sei sempre tu il maestro, padre!	¡No hay quien te tosa!	Hâlâ ustasın, Baba!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
62	rvl_karate_04_Ok	Hungry, Father?	Une collation, père ?	Magst du etwas essen, Vater?	Hai fame, padre?	¿Tienes hambre?	Acıktın mı, Baba?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
63	rvl_karate_04_Ng	You are...not as young as you\nonce were, Father.	Père... Vos partenaires de\ndominos vous attendent.	Du... bist wohl auch nicht\nmehr der Jüngste, Vater.	Gli anni passano, padre...	Los años pesan...	Sen... eskisi kadar\ngenç değilsin, Baba.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
64	rvl_manju_L_Hi	I made it to the dough planet!	On est de retour sur notre planète.	Soeben erreichen wir\nden Klopsplaneten!	Finalmente a casa!	¡Hemos llegado al planeta de los\ndulces!	Hamur gezegenine ulaştım!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
65	rvl_manju_L_Ok	Escape velocity! Not bad!	On a quitté l'orbite terrestre !	Soeben verlassen wir\ndie Atmosphäre!	Siamo fuori dall'orbita\nterrestre!	¡Despegamos!	Kaçış hızı! Fena değil!		OK_AUTO;V17_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V17: escape velocity için doğru fizik terimi 'kaçış hızı' kullanıldı.
66	rvl_manju_L_Ng	Not quite enough energy...	On manque vraiment d'énergie !	Der Treibstoff reicht nicht\nfür den Start...	Ci vuole più potenza!	No hay suficiente energía.	Biraz daha enerji lazım...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
67	rvl_manju_A_Hi	Tea tastes better on the moon!	Enfin sur la Lune ! Profitons-en\npour prendre un peu de repos.	Auf dem Mond sind Tee und\nKekse viel, viel leckerer!	Un tè sulla luna è il massimo!	No hay nada más delicioso que\ntomarse un té en la luna.	Ay'da çay daha güzel!		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
68	rvl_manju_A_Ok	We're going home to the moon.	En route pour la face\ncachée de la Lune !	Wir fliegen heim!\nZurück zum Mond!	Via, verso lo spazio infinito!	Objetivo: ¡la luna!	Ay'daki eve dönüyoruz.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
69	rvl_manju_A_Ng	Back to Earth...	Oh, non !\nOn va retomber sur Terre !	Oh nein! Wir stürzen ab!\nWir stürzen wieder auf die Erde!	No! Stiamo precipitando\ndi nuovo sulla Terra!	¡Aah! ¡Que volvemos de rebote\na la Tierra!	Dünyaya geri...		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
70	rvl_muscle_S_Hi	A tiny new world champion!	C'est le nouveau champion !	Ein neuer, kleiner Champion!	Sei il campione del mondo!	¡Aquí está el nuevo campeón!	Minicik yeni dünya şampiyonu!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
71	rvl_muscle_S_Ok	This fighter's got potential.	On dirait qu'il va devenir\nencore plus fort !	Der Junge hat echt Potential!	Hai un grande potenziale!	Puedes hacerte aún más fuerte.	Bu dövüşçüde ışık var.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
72	rvl_muscle_S_Ng	Do we have any more batteries?	Maman ! Y a plus de piles !	Mama... Der hat keinen Saft mehr!	Forse le batterie sono scariche...	¡Se le han acabado las pilas!	Başka pilimiz var mı?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
73	rvl_muscle_L_Hi	Check out the new championship-\nbelt accessory!	Le nouveau gadget tendance\npour les fanas de la boxe !	Schau dir mal diesen\nMeistergürtel an!	Visto che bella la nuova\ncintura da campione?	¿Has visto el nuevo\ncinturón de campeón?	Yeni şampiyonluk-\nkemeri aksesuarına bak!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
74	rvl_muscle_L_Ok	Keep up that winning streak!	Maintenant disponible avec\nla fonction enchaînements !	Nächstes Mal gewinne ich auch!	Devo mantenere questa\nserie di vittorie!	¡Estoy en racha!	O galibiyet serisini sürdür!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
75	rvl_muscle_L_Ng	Dad! Where do we keep the\nbatteries?	Papa ? Où sont rangées les piles ?	Papa! Hast du noch Batterien?	Papà, dove teniamo le batterie?	Papá, ¿nos quedan pilas?	Baba! Pilleri nerede tutuyoruz?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
76	rvl_muscle_A_Hi	You defended your title, champ!	Le champion a conservé son titre !	Du hast deinen Titel verteidigt\nwie ein wahrer Champion!	Hai difeso il titolo, campione!	¡Mantienes el puesto de campeón!	Unvanını korudun, şampiyon!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
77	rvl_muscle_A_Ok	Keep your guard up.	Il ne faut jamais baisser sa garde !	Immer schön auf die\nVerteidigung achten...	Non abbassare la guardia!	¡No bajes la guardia!	Gardini düşürme.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
78	rvl_muscle_A_Ng	What went wrong out there?	Il faudra retenter sa chance...	Versuchen wir's halt noch einmal!	Ti rifarai nel prossimo\nincontro...	Tendrás que volver a intentarlo...	Nerede ipin ucu kaçtı?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
79	rvl_rap_L_Hi	All right--I'll say it: you guys were amazing.	Vous avez carrément\nla classe, les gars.	Hey... Das heißt doch nicht, dass\nich wirklich irgendwen liebe!	Bravi, ma non esaltatevi troppo!	¡Bueno, no os emocionéis tanto,\nchicos!	Tamam, tamam, söyleyeceğim:\nmüthiştiniz.		OK_AUTO,V5_STYLE2_FIXED	EN praise is reluctant; IT/ES also temper it. Repetition makes the Turkish compliment sound begrudging rather than neutral.
80	rvl_rap_L_Ok	Not bad. I guess.	Mouais...	Hm. Nicht schlecht...	Non male...	Tenéis un pase.	Fena değil... sanırım.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
81	rvl_rap_L_Ng	Unbelievable...	On fait vraiment pitié.	Echt peinlich, Jungs...	Che esibizione pietosa...	¡Qué pena!	İçler acısı...		FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: EN “Unbelievable” burada olumsuz; FR/DE/IT/ES de acınası/utandırıcı tonu doğruluyor.
82	rvl_receive_L_Hi	The perfect couple.	Quel super couple !	Fantastische Annahmen!	Siamo al settimo cielo!	¡Bossa bien!	Mükemmel çift.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
83	rvl_receive_L_Ok	Togetherness.	On est OK.	Tolles Zusammenspiel!	Bella intesa.	Bossa aceptable.	Ne uyum ama.		FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: Togetherness romantik/ikili bağlamda daha doğal.
84	rvl_receive_L_Ng	We just don't seem to be in sync.	Pardonne-moi, ma petite fleur...	Lass uns noch einmal \nganz von vorne anfangen!	Ti prego! Dammi un'altra\npossibilità!	¡Inténtalo bossa vez!	Bir türlü senkron olamıyoruz.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
85	rvl_robot_L_Hi	Let's go protect the world!	Allons protéger la Terre !	Wir beide retten den Planeten!	Avanti! Dobbiamo\ndifendere la Terra!	¡Debemos proteger\nel planeta Tierra!	Dünyayı korumaya gidelim!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
86	rvl_robot_L_Ok	They're bigger than I expected!	Vus de près, ils sont\nvraiment gigantesques !	Von Nahem sind sie wirklich riesig!	Sono più grandi\ndi quanto pensassi!	¡De cerca parece incluso\nmás grande!	Beklediğimden de büyükler!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
