index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
10	treasure_talk_red_first_a_06	Sounds like fun, yes?	Ça donne envie, pas vrai ?	Gib zu, das klingt spannend!	Un programmino niente\nmale, non credi?	Suena divertido, ¿a que sí?	Eğlenceli duruyor, değil mi?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
11	treasure_talk_red_first_a_07	However!	Mais attention !	Aber vergiss bloß nicht...	Comunque...	Pero hay una cosa que debes\ntener en cuenta.	Ama!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
12	treasure_talk_red_first_a_08	In each course that awaits\nyou...	Les mini-jeux qui t'attendent\nici sont un peu particuliers...	Jede Strecke ist gespickt\nmit harten Aufgaben!	Ogni percorso nasconde\ndelle insidie.	Aquí los minijuegos no son\ntal y como los conoces.	Seni bekleyen her\nparkurda...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
13	treasure_talk_red_first_a_09	the rhythm games have been\naltered with a rule or two.	À chaque fois, tu auras\nun objectif à remplir.	Die Spielregeln sind\nhier ein wenig anders,\nals du es gewohnt bist...	I minigiochi sono stati\nmodificati con l'introduzione\ndi alcune regole speciali.	Todos cambian ligeramente.	ritim oyunları, bir iki\nufak kuralla değişiyor.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
14	treasure_talk_red_first_a_10	Clearing them will not be\neasy!	Ce train n'est pas\npour les débutants.	Alle Aufgaben zu bestehen\nwird also nicht einfach!	Superarli non sarà per\nniente facile!	Así que completarlos no te va\na resultar fácil.	Kısacası,\nişin hiç kolay değil!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	treasure_talk_red_first_a_11	...But that's why this is\nnot the Napping Train.	Sinon, on l'aurait appelé « train\nbonne nuit » ou « train de l'ennui ».	Kurz gesagt: Ein Nickerchen\nim Zug ist hier nicht drin!	"D'altronde, ci sarà un motivo se\nlo abbiamo chiamato così e non\n""treno dei sonnellini""."	"Si no lo hemos llamado\nel ""Tren de Tumbarse\na la Bartola"" es por algo..."	... Yoksa adına\nUyku Treni derdik.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
16	treasure_talk_red_first_a_12	Up to four players can ride\ntogether on the Challenge Train.	Jusqu'à [[TAG:0000:0003:E40000FF]]quatre joueurs [[TAG:0000:0003:000000FF]]peuvent\nembarquer en même temps.	Bis zu [[TAG:0000:0003:E40000FF]]vier Spieler[[TAG:0000:0003:000000FF]] können\nzusammen die Fahrt antreten.	Sul [[TAG:0000:0003:0E49B3FF]]treno delle sfide[[TAG:0000:0003:000000FF]] possono\nsalire fino a [[TAG:0000:0003:E40000FF]]quattro giocatori\n[[TAG:0000:0003:000000FF]]contemporaneamente.	A ver qué más... Ah, ¡sí!\nPueden viajar hasta [[TAG:0000:0003:E40000FF]]cuatro\njugadores[[TAG:0000:0003:000000FF]] a la vez.	En fazla [[TAG:0000:0003:E40000FF]]dört oyuncu[[TAG:0000:0003:000000FF]] birlikte\n[[TAG:0000:0003:0E49B3FF]]Meydan Okuma Treni[[TAG:0000:0003:000000FF]]'ne binebilir.	LONG_TR_LINE	CONTROL_STYLE_OUTLIER	Turkish control/tag pattern differs from at least 3 of 4 official EU localizations; may be intentional formatting.
17	treasure_talk_red_first_a_13	You might want to try it\nout with your friends.	Je suis sûr que tu as hâte\nd'y inviter tes amis !	Vielleicht willst du es ja mal\nmit Freunden ausprobieren?	Magari potresti affrontare\nil viaggio con i tuoi amici,\nche ne pensi?	¿Por qué no invitas a tus amigos\npara que te acompañen?	Bunu arkadaşlarınla birlikte\ndenemek isteyebilirsin.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
18	treasure_talk_red_first_a_14	Just come talk to me when\nyou're ready for the challenge.	Viens me voir si tu souhaites\nmonter dans le [[TAG:0000:0003:0E49B3FF]]train défis[[TAG:0000:0003:000000FF]].	Komm wieder her, wenn\ndu abfahrbereit bist.	Quando vuoi affrontare una\nsfida, basta che ti rivolgi\na me.	¡Ven a hablar conmigo\ncuando quieras montarte!	Meydan okumaya hazırsan\ngel benimle konuş.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
19	treasure_talk_red_first_00	̃Welcome to Challenge Land!	[[TAG:0003:0001:03031000]]Bienvenue au [[TAG:0000:0003:E40000FF]]pays défis [[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03031000]]Willkommen auf dem\nGelände der [[TAG:0000:0003:E40000FF]]Meisterbahn[[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03031000]]Ti do il benvenuto\na [[TAG:0000:0003:E40000FF]]Sfidalandia[[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03031000]]¡Este es el [[TAG:0000:0003:E40000FF]]Tren de los Desafíos[[TAG:0000:0003:000000FF]]!	[[TAG:0003:0001:03031000]][[TAG:0000:0003:E40000FF]]Meydan Okuma Diyarı'na[[TAG:0000:0003:000000FF]] hoş geldin!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
20	treasure_talk_red_first_01	You ready to take the\nchallenge? Great! Let's see...	Tu as envie de prouver\nton talent ? Bien !	Bereit, die Fahrt mit\ndem Meisterzug zu wagen?\nSehr gut! Also dann...	Hai deciso di mettere\nalla prova le tue abilità?\nFantastico!	¿Tienes ganas de poner\na prueba tus habilidades?\n¡Estupendo!	Meydan okumaya hazır mısın?\nHarika. Şimdi bakalım...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
21	treasure_talk_red_first_02	Are you going solo\nor with friends? ºĂ6treasure_talk_branch_single4treasure_talk_branch_multinull6treasure_talk_branch_cancel	Tu veux jouer en [[TAG:0000:0003:0E49B3FF]]solo\n[[TAG:0000:0003:000000FF]]ou à [[TAG:0000:0003:0E49B3FF]]plusieurs[[TAG:0000:0003:000000FF]] ? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	Bist du [[TAG:0000:0003:0E49B3FF]]allein[[TAG:0000:0003:000000FF]] oder\n[[TAG:0000:0003:0E49B3FF]]mit Freunden[[TAG:0000:0003:000000FF]] hier?[[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	Vuoi affrontare il viaggio\n[[TAG:0000:0003:0E49B3FF]]in solitario [[TAG:0000:0003:000000FF]]o [[TAG:0000:0003:0E49B3FF]]con amici[[TAG:0000:0003:000000FF]]? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	¿Quieres viajar [[TAG:0000:0003:0E49B3FF]]en solitario[[TAG:0000:0003:000000FF]]\no [[TAG:0000:0003:0E49B3FF]]con amigos[[TAG:0000:0003:000000FF]]? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	[[TAG:0000:0003:0E49B3FF]]Tek başına[[TAG:0000:0003:000000FF]] mı\nyoksa [[TAG:0000:0003:0E49B3FF]]arkadaşlarla[[TAG:0000:0003:000000FF]] mı gidiyorsun? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
22	treasure_talk_red_00	̃This is the Challenge Train. 	[[TAG:0003:0001:03031000]]Bienvenue dans le [[TAG:0000:0003:E40000FF]]train défis[[TAG:0000:0003:000000FF]].	[[TAG:0003:0001:03031000]]Hier geht's zum [[TAG:0000:0003:E40000FF]]Meisterzug[[TAG:0000:0003:000000FF]].	[[TAG:0003:0001:03031000]]Da qui parte il\n[[TAG:0000:0003:E40000FF]]treno delle sfide[[TAG:0000:0003:000000FF]].	[[TAG:0003:0001:03031000]]Aquí puedes montar en\nel [[TAG:0000:0003:E40000FF]]Tren de los Desafíos[[TAG:0000:0003:000000FF]]. 	[[TAG:0003:0001:03031000]]Burası [[TAG:0000:0003:E40000FF]]Meydan Okuma Treni[[TAG:0000:0003:000000FF]].	LONG_TR_LINE	DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
23	treasure_talk_red_01	Are you going solo\nor with friends? ºĂ6treasure_talk_branch_single4treasure_talk_branch_multinull6treasure_talk_branch_cancel	Tu veux jouer en [[TAG:0000:0003:0E49B3FF]]solo\n[[TAG:0000:0003:000000FF]]ou à [[TAG:0000:0003:0E49B3FF]]plusieurs[[TAG:0000:0003:000000FF]] ? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	Bist du [[TAG:0000:0003:0E49B3FF]]allein[[TAG:0000:0003:000000FF]] oder\n[[TAG:0000:0003:0E49B3FF]]mit Freunden[[TAG:0000:0003:000000FF]] hier?[[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	Vuoi affrontare il viaggio\n[[TAG:0000:0003:0E49B3FF]]in solitario [[TAG:0000:0003:000000FF]]o [[TAG:0000:0003:0E49B3FF]]con amici[[TAG:0000:0003:000000FF]]? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	¿Quieres viajar [[TAG:0000:0003:0E49B3FF]]en solitario[[TAG:0000:0003:000000FF]]\no [[TAG:0000:0003:0E49B3FF]]con amigos[[TAG:0000:0003:000000FF]]? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	[[TAG:0000:0003:0E49B3FF]]Tek başına[[TAG:0000:0003:000000FF]] mı,\nyoksa [[TAG:0000:0003:0E49B3FF]]arkadaşlarla[[TAG:0000:0003:000000FF]] mı? [[TAG:0002:0001:02013600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00730069006E0067006C00650000CD3400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C007400690000CD08006E0075006C006C0000CD3600740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C0003CD]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	treasure_talk_branch_single	Solo!	En solo	Allein!	In solitario	En solitario	Tek Başına!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
25	treasure_talk_branch_multi	With friends!	À plusieurs	Mit Freunden!	Con amici	¡Con amigos!	Arkadaşlarla!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
26	treasure_talk_branch_cancel	 	 	 	 	 			OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
27	treasure_talk_red_limit_00	̃This is the Challenge Train. 	[[TAG:0003:0001:03031000]]Voici le [[TAG:0000:0003:E40000FF]]train défis[[TAG:0000:0003:000000FF]].	[[TAG:0003:0001:03031000]]Hier geht's zum [[TAG:0000:0003:E40000FF]]Meisterzug[[TAG:0000:0003:000000FF]].	[[TAG:0003:0001:03031000]]Da qui parte il\n[[TAG:0000:0003:E40000FF]]treno delle sfide[[TAG:0000:0003:000000FF]].	[[TAG:0003:0001:03031000]]Aquí puedes montar en\nel [[TAG:0000:0003:E40000FF]]Tren de los Desafíos[[TAG:0000:0003:000000FF]]. 	[[TAG:0003:0001:03031000]]Burası [[TAG:0000:0003:E40000FF]]Meydan Okuma Treni[[TAG:0000:0003:000000FF]].	LONG_TR_LINE	DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
28	treasure_talk_red_limit_01	Are you going solo\nor with friends? ÀĂ4treasure_talk_branch_limit8treasure_talk_branch_multi_lnull:treasure_talk_branch_cancel_l	Tu veux jouer en [[TAG:0000:0003:0E49B3FF]]solo\n[[TAG:0000:0003:000000FF]]ou à [[TAG:0000:0003:0E49B3FF]]plusieurs[[TAG:0000:0003:000000FF]] ? [[TAG:0002:0001:02013400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006C0069006D006900740000CD3800740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C00740069005F006C0000CD08006E0075006C006C0000CD3A00740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C005F006C0003CD]]	Bist du [[TAG:0000:0003:0E49B3FF]]allein[[TAG:0000:0003:000000FF]] oder\n[[TAG:0000:0003:0E49B3FF]]mit Freunden[[TAG:0000:0003:000000FF]] hier?[[TAG:0002:0001:02013400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006C0069006D006900740000CD3800740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C00740069005F006C0000CD08006E0075006C006C0000CD3A00740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C005F006C0003CD]]	Vuoi affrontare il viaggio\n[[TAG:0000:0003:0E49B3FF]]in solitario [[TAG:0000:0003:000000FF]]o [[TAG:0000:0003:0E49B3FF]]con amici[[TAG:0000:0003:000000FF]]? [[TAG:0002:0001:02013400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006C0069006D006900740000CD3800740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C00740069005F006C0000CD08006E0075006C006C0000CD3A00740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C005F006C0003CD]]	¿Quieres viajar [[TAG:0000:0003:0E49B3FF]]en solitario[[TAG:0000:0003:000000FF]]\no [[TAG:0000:0003:0E49B3FF]]con amigos[[TAG:0000:0003:000000FF]]? [[TAG:0002:0001:02013400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006C0069006D006900740000CD3800740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C00740069005F006C0000CD08006E0075006C006C0000CD3A00740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C005F006C0003CD]]	[[TAG:0000:0003:0E49B3FF]]Tek başına[[TAG:0000:0003:000000FF]] mı\nyoksa [[TAG:0000:0003:0E49B3FF]]arkadaşlarla[[TAG:0000:0003:000000FF]] mı gidiyorsun? [[TAG:0002:0001:02013400740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006C0069006D006900740000CD3800740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F006D0075006C00740069005F006C0000CD08006E0075006C006C0000CD3A00740072006500610073007500720065005F00740061006C006B005F006200720061006E00630068005F00630061006E00630065006C005F006C0003CD]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
29	treasure_talk_branch_limit	Solo!	En solo	Allein!	In solitario	En solitario	Tek Kişi!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
30	treasure_talk_branch_limit_00	Now hold on! I can't let\nyou go solo just yet.	Oh là ! Attends ! Je ne peux pas\nencore te laisser partir en [[TAG:0000:0003:0E49B3FF]]solo[[TAG:0000:0003:000000FF]]...	Tut mir leid... Im Moment\nkann ich dich die Strecke\nnicht [[TAG:0000:0003:0E49B3FF]]allein[[TAG:0000:0003:000000FF]] befahren lassen!	Mi spiace, ma al momento\nnon posso lasciarti viaggiare\n[[TAG:0000:0003:0E49B3FF]]in solitario[[TAG:0000:0003:000000FF]].	¡Un momento! Todavía no puedo\ndejar que montes [[TAG:0000:0003:0E49B3FF]]en solitario[[TAG:0000:0003:000000FF]].	Dur bakalım! Seni daha\n[[TAG:0000:0003:0E49B3FF]]tek başına[[TAG:0000:0003:000000FF]] bırakamam.	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
31	treasure_talk_branch_limit_01	Rules are rules. There are\nthings you need to do first.	Tu n'as pas encore assez d'expérience.\nC'est comme ça, c'est le règlement !	So sind die Regeln. Es gibt\nda ein paar Sachen, die du\nvorher noch erledigen musst.	È il regolamento. Ci sono\nancora alcune cose che devi\nfare, prima.	Las normas están para cumplirlas\ny hay un par de cositas\nque tienes que hacer antes.	Kurallar kuraldır. Önce\nyapman gereken bazı şeyler var.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
32	treasure_talk_branch_limit_02	Come back later after you've\naccomplished more things.	Reviens quand tu auras un peu\nprogressé dans l'aventure.	Komm wieder, wenn du\netwas mehr Erfahrung hast.	Torna più tardi, quando avrai\nfatto qualche progresso nel\ngioco.	Vuelve más adelante.	Biraz daha ilerledikten\nsonra geri gel.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
33	treasure_talk_branch_multi_l	With friends!	À plusieurs	Mit Freunden!	Con amici	¡Con amigos!	Arkadaşlarla!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
34	treasure_talk_branch_cancel_l	 	 	 	 	 			OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
35	treasure_talk_open_yellow_00	̃ Huh?	[[TAG:0003:0001:03031000]]Mmh ?	[[TAG:0003:0001:03031000]]Was!?	[[TAG:0003:0001:03031000]] Uh?	[[TAG:0003:0001:03031000]] ¡Uy!	[[TAG:0003:0001:03031000]] Hı?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
36	treasure_talk_open_yellow_01	Looks like you've done all \nthe stuff you had to do.	On dirait bien que tu as acquis\nsuffisamment d'expérience.	Sieht aus, als hättest du all\ndas getan, was zu tun war.	A quanto pare, hai sbrigato\ntutto quello che dovevi fare.	Pero si ya has hecho todo\nlo que tenías pendiente...	Görünüşe göre yapman gereken\nher şeyi yapmışsın.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
37	treasure_talk_open_yellow_02	Guess I'll let you ride solo\non the Challenge Train, then.	Tu peux maintenant embarquer\ndans le [[TAG:0000:0003:E40000FF]]train défis [[TAG:0000:0003:000000FF]]en [[TAG:0000:0003:0E49B3FF]]solo[[TAG:0000:0003:000000FF]].	Dann kannst du jetzt\nauch [[TAG:0000:0003:0E49B3FF]]allein[[TAG:0000:0003:000000FF]] mit dem\n[[TAG:0000:0003:E40000FF]]Meisterzug[[TAG:0000:0003:000000FF]] fahren.	Molto bene! Adesso puoi\nsalire a bordo del [[TAG:0000:0003:E40000FF]]treno\ndelle sfide[[TAG:0000:0003:000000FF]] [[TAG:0000:0003:0E49B3FF]]in solitario[[TAG:0000:0003:000000FF]].	En ese caso, puedes montar\nen el [[TAG:0000:0003:E40000FF]]Tren de los Desafíos\n[[TAG:0000:0003:000000FF]]en [[TAG:0000:0003:0E49B3FF]]solitario[[TAG:0000:0003:000000FF]].	O hâlde artık\n[[TAG:0000:0003:E40000FF]]Meydan Okuma Treni[[TAG:0000:0003:000000FF]]'ne\n[[TAG:0000:0003:0E49B3FF]]tek başına [[TAG:0000:0003:000000FF]] binebilirsin.	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
38	treasure_talk_open_yellow_03	But hold your horses!	Mais ne te réjouis\npas trop vite !	Aber vergiss bloß nicht...	Ma tieni bene a mente\nuna cosa!	¡Oye! ¡No tan rápido!	Ama dur bakalım!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
39	treasure_talk_open_yellow_04	Going solo is different from\nriding with your friends...	Les choses sont un peu différentes\nquand on voyage en [[TAG:0000:0003:0E49B3FF]]solo[[TAG:0000:0003:000000FF]]...	[[TAG:0000:0003:0E49B3FF]]Allein[[TAG:0000:0003:000000FF]] fahren ist etwas\nanderes als ein Ausflug\nmit [[TAG:0000:0003:0E49B3FF]]Freunden[[TAG:0000:0003:000000FF]].	Viaggiare [[TAG:0000:0003:0E49B3FF]]in solitario [[TAG:0000:0003:000000FF]]è diverso\nche farlo con i tuoi [[TAG:0000:0003:0E49B3FF]]amici[[TAG:0000:0003:000000FF]]...	Si quieres montar [[TAG:0000:0003:0E49B3FF]]sin amigos[[TAG:0000:0003:000000FF]]...	[[TAG:0000:0003:0E49B3FF]]Tek başına[[TAG:0000:0003:000000FF]] binmek,\n[[TAG:0000:0003:0E49B3FF]]arkadaşlarınla[[TAG:0000:0003:000000FF]] binmekten farklı...	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
