index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
59	ctr_bear_L_cp_CAKE_Ng	I put a lot of effort into that cake...	Vous avez gâché tout mon art...	In den Torten steckte viel Mühe...	Hai rovinato la mia creazione...	Me pasé horas haciendo esa tarta.	O pastaya çok emek vermiştim...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
60	ctr_blanco_L_caption	Audience Feedback	Avis du public :	Das Publikum sagt:	Giudizio del pubblico	El público dice:	Seyirci Yorumları		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
61	ctr_blanco_L_cp_DEF_Hi	Smooth soaring!	Quelle souplesse !	Gut gesprungen!	Che bei salti!	¡Te has balanceado con gracia!	Yağ gibi süzüldün!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
62	ctr_blanco_L_cp_DEF_Ng	You were a bit hesitant.	Vous avez la souplesse d'un bambou...	Du warst etwas nervös.	Hai esitato un po'.	Has dudado un poco.	Biraz tereddüt ettin.	V21_MANUAL_FIXED	V21_MANUAL_FIXED	'hesitant' için daha doğal ve doğrudan Türkçe karşılık kullanıldı.
63	ctr_blanco_L_cp_GIR_J_Hi	Such bravery!	Vous savez passer les cercles de feu.	Du warst unglaublich mutig!	Che dimostrazione di coraggio!	¡Qué demostración de valor!	Ne cesaret ama!		LENGTH_OUTLIER;V14_MANUAL_FIXED	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning. | V14: Övgü anlamındaki 'Such bravery!' Türkçede azarlama gibi duyulmayacak şekilde tonlandı.
64	ctr_blanco_L_cp_GIR_J_Ng	Uncertainty is your downfall...	Vous avez peur du feu, on dirait...	 Unsicherheit kommt vor dem Fall.	L'incertezza ti è stata fatale.	La inseguridad te ha podido.	Kararsızlık seni batırıyor...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
65	ctr_blanco_L_cp_GIR_C_Hi	Wow! You really shine!	Vous avez le sens du spectacle.	Du hast dich toll präsentiert!	Un'esibizione da applausi!	¡Has brillado con luz propia!	Vay! Resmen parlıyorsun!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
66	ctr_blanco_L_cp_GIR_C_Ng	You should take more chances.	Vous n'avez pas le sens du spectacle.	Du solltest mehr Risiken eingehen.	Avresti potuto osare di più.	Deberías haber arriesgado más.	Biraz daha risk almalısın.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
67	ctr_blanco_A_caption	Word on the (Non-Grape) Vine	Une rumeur dans la jungle :	Im Dschungel munkelt man:	Voci dalla giungla:	En la jungla se comenta:	Asma Dalından Haberler\n(Üzüm Yok)		OK_AUTO,V12_STYLE_FIXED	"No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V12: İngilizce ""word on the vine / non-grape vine"" başlık şakasını Türkçede görünür tutar."
68	ctr_blanco_A_cp_DEF_Hi	Stupendous skills!	Que de jolis sauts !	Dein Talent ist überwältigend!	Il talento non ti manca!	¡Te sobra talento!	İnanılmaz yetenek!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
69	ctr_blanco_A_cp_DEF_Ng	Yikes--that was dangerous!	Vous avez le vertige ?	Hoppla! Das war arg gefährlich!	Mamma mia, che rischi hai corso!	Hemos temido por tu seguridad.	Oha—bu tehlikeliydi!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
70	ctr_blanco_A_cp_MON_L_Hi	Nice work with the white monkeys!	Belle complicité avec les singes blancs.	Du harmonierst mit den weißen Affen!	Bel lavoro con le scimmie bianche!	¡Buen trabajo con los monos blancos!	Beyaz maymunlarla harika iş çıkardın!		OK_AUTO;V17_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V17: 'with the white monkeys' doğal Türkçe ile düzeltildi.
71	ctr_blanco_A_cp_MON_L_Ng	Your timing seems a tad off...	Vous avez boudé les singes blancs...	Dein Timing war etwas daneben...	Hai mancato di tempismo...	No te has compenetrado bien\ncon los monos blancos.	Zamanlaman biraz kaymış gibi...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
72	ctr_blanco_A_cp_MON_S_Hi	Awesome moves!	Les enchaînements rapides au top !	Perfekte Körperbeherrschung!	Ti muovi con agilità.	Te mueves con soltura.	Harika hareketler!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
73	ctr_blanco_A_cp_MON_S_Ng	Focus on the faster bits. 	Certains enchaînements sont\ntrop rapides pour vous...	Arbeite an den schnellen Stellen.	Devi concentrarti sulle parti veloci.	Sigue practicando los movimientos rápidos.	Hızlı kısımlara odaklan.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
74	ctr_chameleon_L_caption	Pet Theories	Rapport d'observation :	Im Tier-Tagebuch steht:	L'esperto di rettili dice...	El cuidador de reptiles opina:	Evcil Hayvan Teorileri		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
75	ctr_chameleon_L_cp_DEF_Hi	The chameleon appears well fed. 	Le sujet a bon appétit.	Das Chamäleon wirkt satt.	Il camaleonte sembra bello sazio.	El camaleón se ha quedado satisfecho.	Bukalemun iyice doymuş gibi.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
76	ctr_chameleon_L_cp_DEF_Ng	The poor thing is famished...	Le sujet manque d'appétit.	Frisst dein Chamäleon genug?	Povero camaleonte, muore di fame.	El pobre camaleón tiene hambre.	Zavallı şey açlıktan bitmiş...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
77	ctr_chameleon_L_cp_FEINT_Hi	Quick bugs don't bug it!	Le sujet ne se laisse pas perturber.	Auf Finten fiel es nicht herein!	Non ha abboccato alle finte.	Los bichos rápidos no han podido contigo.	Hızlı böcekler bile\nona vız gelir!		OK_AUTO,V12_STYLE_FIXED	"No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V12: ""bugs don’t bug it"" oyununu böcek sesi/deyim ""vız gelir"" ile Türkçeleştirir."
78	ctr_chameleon_L_cp_FEINT_Ng	Those quick bugs are a bother.	Le sujet se laisse facilement perturber.	Flinke Insekten verwirrten es!	Le finte lo hanno confuso.	Los bichos rápidos te han podido.	Şu hızlı böcekler sinir ediyor.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
79	ctr_chameleon_L_cp_MANY_Hi	Omnomnommm! You did it!	Il mange tout ce qui passe !	Omnomnom... Du hast's geschafft!	Ha fatto piazza pulita!	No has dejado ni un bicho.	Nomnomnom! Başardın!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
80	ctr_chameleon_L_cp_MANY_Ng	So many bugs, so little time. 	Le sujet a peur des grandes bouchées.	Mehrere auf einmal schafft es nicht...	È andato in crisi con troppi insetti.	Tantos bichos, pero tan poco tiempo...	Bunca böcek, bunca az zaman.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
81	ctr_dotSamurai_L_caption	The Townsfolk Say	Avis de la demoiselle en détresse :	Die Dorfbewohner sagen:	Al villaggio dicono...	En el pueblo comentan:	Kasabalılar Diyor Ki		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
82	ctr_dotSamurai_L_cp_DEF_Hi	He mastered the basics.	Quelle maîtrise au sabre !	Er beherrscht die Grundlagen.	Conosci bene le tecniche di base.	Lo básico lo tienes dominado.	Temelleri iyice kavradı.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
83	ctr_dotSamurai_L_cp_DEF_Ng	He must clear his mind of errant thoughts.	Essayez plutôt la pêche à la ligne...	Ihm fehlen Grundlagenkenntnisse.	Hai commesso troppi errori.	Te has despistado demasiado.	Aklını gereksiz düşüncelerden arındırmalı.	V21_MANUAL_FIXED	V21_MANUAL_FIXED	Samuray özdeyişi doğal ve karaktere uygun Türkçeye çekildi.
84	ctr_dotSamurai_L_cp_MANY_Hi	Impressive skills. Strong is his focus. 	Quel sang-froid face aux flots d'ennemis !	Toller Umgang mit der Klinge!	Che abilità! Hai una mente d'acciaio!	No te has descentrado ni un segundo.	Etkileyici. Odağı da çelik gibi.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
85	ctr_dotSamurai_L_cp_MANY_Ng	Be wary of the ghoulish deluge!	Vous vous laissez dépasser par le nombre.	Zwei Gegner sind einer zu viel.	Che delusione gli attacchi multipli!	Ha sido un poco decepcionante.	Uğursuz sağanağa dikkat!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
86	ctr_dotSamurai_L_cp_BOSS_Hi	Killer counters!	Quelle contre-attaque finale !	Kontern kann er ja!	Sei davvero abile a contrattaccare!	¡Menudos contrataques!	Ölümcül karşı ataklar!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
87	ctr_dotSamurai_L_cp_BOSS_Ng	His counterattacks require work...	Vous oubliez de parer les attaques...	Kontern kann er leider kaum...	Devi lavorare sui contrattacchi.	Sigue trabajando en los contrataques.	Karşı ataklara biraz daha çalışman lazım...		OK_AUTO,V10_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. V10: EN/FR/DE/IT/ES comparative context/style/alignment pass; First Contact slash rhythm is preserved where applicable.
