index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
46	agb_spaceDance_L_title	Space Dance	Danse spatiale	Kosmo-Tänzer	Ballerini spaziali	Bailarines cósmicos	Uzay Dansı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
47	agb_spaceDance_A_title	Cosmic Dance	Danse cosmique	Psycho-Tänzer	Ballerini cosmici	Bailarines psicodélicos	Kozmik Dans		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
48	agb_tap_L_title	Tap Trial	Claquettes	Stepptanz-Trio	Tip tap	Claqué simiesco	Step Sınavı		OK_AUTO;V18_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Tap Trial ana başlığı, seçili devam oyunu ve tutorial terimleriyle tutarlılaştırıldı.
49	agb_tap_A_title	Tap Trial 2	Super claquettes	Stepptanz-Trio 2	Tip tap 2	Claqué simiesco 2	Step Sınavı 2		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Tap Trial, dokunma/tıklama değil step dansı; resmî FR/DE/IT/ES de dans anlamını koruyor.
50	agb_tono_L_title	Ninja Bodyguard	Protection ninja	Ninja-Garde	Ninja del corpo	Guardaespaldas ninja	Ninja Koruma		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
51	ntr_airBoard_L_title	Airboarder	Aérosurf	Airboarder	Airboard	Aerosurf	Hava Kaykaycısı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
52	ntr_backbeat_L_title	Lockstep	Recto verso	Offbits	Sincromarcia	A contratiempo	Adım Adım		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
53	ntr_blueBirds_L_title	Blue Birds	Les trois bleus	Blaukäppchen	Becchi blu	Aves marciales	Mavi Kuşlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
54	ntr_boxShow_L_title	The Dazzles	Les charmeuses	Sternchen-Song	Le Ninfe	Las Chispitas	Parıltılar		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: The Dazzles adı FR/DE/IT/ES gibi yerelleştirildi; dazzling/parıltı kelime alanı Türkçede korunuyor.
55	ntr_cameraMan_L_title	Freeze Frame	Sur le vif	Auto-Fokus	Scatto scaltro	Foto final	Donuk Kare		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
56	ntr_chorus_S_title	Glee Club	La chorale	Chorknaben	Trio Brio	El coro	Koro Kulübü		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
57	ntr_chorus_L_title	Glee Club 2	Le retour de\nla chorale	Chorknaben 2	Trio Brio 2	El coro 2	Koro Kulübü 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
58	ntr_frog_L_title	Frog Hop	Danse des rainettes	Frog 'n' Roll	Rane Rock	Ritmo rana	Kurbağa Zıplaması		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
59	ntr_frog_A_title	Jumpin' Jazz	Le retour\ndes rainettes	Frog Rock	Rane Jazz	Ritmo rana rock	Hoplayan Caz		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
60	ntr_idol_L_title	Fan Club	Fan club	Affen-Groupies	Fan Club	Club de fans	Hayran Kulübü		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
61	ntr_idol_A_title	Fan Club 2	Super fan club	Affen-Groupies 2	Fan Club 2	Club de fans 2	Hayran Kulübü 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
62	ntr_ninja_L_title	Dog Ninja	Chien ninja	Ninja Bello!	Ninja Dog	Perro ninja	Köpek Ninja		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
63	ntr_pingpong_S_title	Rhythm Rally	Échanges rythmés	Turbo-Tischtennis	Ritmo da tavolo	Peloteo rítmico	Ritim Rallisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
64	ntr_pingpong_L_title	Rhythm Rally 2	Échanges pâtissiers	Turbo-Tischtennis 2	Ritmo da tavolo 2	Peloteo rítmico 2	Ritim Rallisi 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
65	ntr_pingpong_A_title	Cosmic Rhythm \nRally	Échanges cosmiques	Kosmo-Tischtennis	Ritmo da\ntavolo cosmico	Peloteo rítmico espacial	Kozmik Ritim Rallisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
66	ntr_robot_S_title	Fillbots	Robothon	Rhythmoboter	Disco Robot	Robotellines	Dolumbotlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
67	ntr_robot_L_title	Fillbots 2	Super Robothon	Rhythmoboter 2	Disco Robot 2	Robotellines 2	Dolumbotlar 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
68	ntr_shooting_S_title	Shoot-'em-up	Bataille galactique	Kosmorock	Meteoritmi	Guerra galáctica	Vur Geç		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
69	ntr_shooting_L_title	Shoot-'em-up 2	Le retour de la\nbataille galactique	Kosmorock 2	Meteoritmi 2	Guerra galáctica 2	Vur Geç 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
70	ntr_shortLive_L_title	Big Rock Finish	Bal des esprits	Spukrock-Finale	Gran finale rock	Gran final roquero	Büyük Rock Finali		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Big Rock Finish'teki rock müzik türü, yanlışlıkla 'kaya'ya çevrilmişti.
71	ntr_shugyo_L_title	Munchy Monk	Avide ascète	Dim Sum Fu	Monaco Gnam	El monje tragón	Obur Keşiş		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
72	rvl_assemble_L_title	Built to Scale	À la chaîne	Beatfabrik	Fatti ad arte	A escala	Ölçeğe Göre İnşa		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
73	rvl_badminton_S_title	Air Rally	Badminton	Badminton	Partita al volo	A vuelapluma	Hava Rallisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
74	rvl_badminton_L_title	Air Rally 2	Badminton extrême	Badminton 2	Partita al volo 2	A vuelapluma 2	Hava Rallisi 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
75	rvl_batting_L_title	Exhibition Match	Baseball	Baseball	Baseball Show	Exhibición de bateo	Gösteri Maçı		OK_AUTO,V10_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. V10: EN/FR/DE/IT/ES comparative context/style/alignment pass; First Contact slash rhythm is preserved where applicable.
76	rvl_bird_L_title	Flock Step	Défilé d'échassiers	Vogelmarsch	La marcia degli uccelli	La bandada	Sürü Adımı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
77	rvl_book_L_title	Cheer Readers	Biblio-girls	Fangirls	Cheer Readers	Biblioanimadoras	Tezahürat Okurları		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
78	rvl_date_L_title	Double Date	Double rendez-vous	Date zu viert	Doppia coppia	Doble cita	Çifte Randevu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
79	rvl_fishing_L_title	Catch of the Day	Partie de pêche	Anglerglück	Battuta di pesca	Pesca a contratiempo	Günün Avı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
80	rvl_flea_S_title	Micro-Row	Micronageurs	Schwebe-Teile	Microrganismi	Vida microscópica	Mikro Kürek		FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: Seri/bonus adlandırması “Mikro Kürek” ile tutarlılık.
81	rvl_flea_L_title	Micro-Row 2	Le retour\ndes micronageurs	Schwebe-Teile 2	Microrganismi 2	Vida microscópica 2	Mikro Kürek 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
82	rvl_fork_L_title	Fork Lifter	Coups de fourchette	Erbsenzähler	Colpi di forchetta	Tenedor supersónico	Çatal Kaldırıcı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
83	rvl_golf_L_title	Hole in One	Golf	Eingelocht!	Buca in uno	Hoyo en uno	Tek Vuruşta Delik		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
84	rvl_golf_A_title	Hole in One 2	Golf féminin	Eingelocht! 2	Buca in uno 2	Hoyo en uno 2	Tek Vuruşta Delik 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
85	rvl_goma_S_title	Flipper-Flop	Exploroulades	Robbendrehen	Rotola rotola	Focas rodantes	Ters-Düz		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
86	rvl_goma_L_title	Flipper-Flop 2	Exploroulades\nextrêmes	Robbendrehen 2	Rotola rotola 2	Focas rodantes 2	Ters-Düz 2		OK_AUTO;V18_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Flipper-Flop devam oyununun adı ilk oyundaki mevcut 'Ters-Düz' yerelleştirmesiyle tutarlılaştırıldı.
87	rvl_interview_L_title	Ringside	Interview sportive	Pressekonferenz	Intervista sportiva	Entrevista movidita	Ring Kenarı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
88	rvl_karate_00_title	Karate Man	Karatéka	Karateka!	Karate Ka	Kárate Killo	Karateci		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
89	rvl_karate_01_title	Karate Man \nReturns!	Super karatéka	Karateka! 2	Il ritorno di\nKarate Ka	El regreso de\nKárate Killo	Karateci Geri Dönüyor!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
90	rvl_karate_02_title	Karate Man \nKicks!	Karaté kicks	Karateka-Kicks!	I calci di\nKarate Ka	Kárate Killo:\n¡patadas!	Karateci Tekmeleri!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
91	rvl_karate_03_title	Karate Man \nCombos!	Karaté combos	Karateka-Kombos!	Le combo di\nKarate Ka	Kárate Killo:\n¡combos!	Karateci Komboları!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
92	rvl_karate_04_title	Karate Man \nSenior	Papa karatéka	Karatekas Papa!	Karate Ka\nsenior	Maestro Kárate Killo	Karateci Baba		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
93	rvl_manju_L_title	Working Dough	Boulettes au boulot	Klopsarbeiter	Fagottini al lavoro	Dulces trabajadores	Hamur Mesaisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
94	rvl_manju_A_title	Working Dough 2	Boulettes extrêmes	Klopsarbeiter 2	Fagottini al lavoro 2	Dulces trabajadores 2	Hamur Mesaisi 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
95	rvl_muscle_S_title	Figure Fighter	Gonflette	Muskelmann	Muscoli gonfiati	El Musculitos	Şişme Dövüşçü		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
96	rvl_muscle_L_title	Figure Fighter 2	Super gonflette	Muskelmann 2	Muscoli gonfiati 2	El Musculitos 2	Şişme Dövüşçü 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
97	rvl_muscle_A_title	Figure Fighter 3	Hyper gonflette	Muskelmann 3	Muscoli gonfiati 3	El Musculitos 3	Şişme Dövüşçü 3		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
98	rvl_rap_L_title	Love Rap	Rap romantique	Rapperliebe	Love Rap	El rap del amor	Aşk Rapi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
99	rvl_receive_L_title	Bossa Nova	Volley bossa	Bossa Volley	Bossa Volley	Bossa bola	Bossa Nova	UNTRANSLATED	POSSIBLE_UNTRANSLATED	Turkish equals English while at least 3 other languages localize it; often a proper name/song/sound, so manual check only.
100	rvl_robot_L_title	Screwbot Factory	Robothon -\ntêtes à visser	Schraub-Rhythmoboter	Avvitarobot	Fábrica atornilladora	Vidalı Robot Fabrikası		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
101	rvl_rocket_L_title	Launch Party	Fusées	Startrampe	Rocket Zero	Cuenta atrás	Fırlatma Partisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
102	rvl_rotation_L_title	Board Meeting	Conseil\nd'administration	Konferenzraum	Consiglio d'amministrazione	Junta directiva	Kurul Toplantısı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
103	rvl_samurai_L_title	Samurai Slice	Rythme tranchant	Iai! Samurai	Spirito samurai	El samurái rebanador	Samuray Doğrama		OK_AUTO;V18_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Samurai Slice ana oyun adı, seçili Super Samurai Slice düzeltmesiyle aynı eylem anlamında tutarlılaştırıldı.
104	rvl_seesaw_L_title	See-Saw	Bascule	Wippen	Alta Lena	Balancín	Tahterevalli		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
105	rvl_sort_L_title	Packing Pests	Centre de tri	Einpacken!	Smistamento	¡A empaquetar!	Paketleme Belaları		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
106	rvl_watch_L_title	Monkey Watch	Singe moins\nle quart	Äffchen-Uhr	Monkey Watch	Monorreloj	Maymun Saati		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
107	ctr_bear_L_title	Blue Bear	L'ours bleu	Bärenkummer	Lacrimorso	El oso lloroso	Mavi Ayı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
108	ctr_blanco_L_title	Animal Acrobat	Le cirque\ndes acrobates	Zirkusäffchen	Acrobazie \nscimmiesche	Monerías acrobáticas	Hayvan Akrobat		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
109	ctr_blanco_A_title	Jungle Gymnast	La jungle\ndes acrobates	Äffchenzirkus	Ginnasta\ndella giungla	Gimnasia en la jungla	Orman Jimnastikçisi		FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: Gymnast kişi adıdır; tema adıyla da tutarlı.
110	ctr_chameleon_L_title	Tongue Lashing	Transe caméléon	Fliegenfänger	Lingua lunga	Cazainsectos	Dil Kamçisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
111	ctr_dotSamurai_L_title	Super Samurai \nSlice	Samouraï	Iai! Samurai XL	Super spirito\nsamurai	El supersamurái rebanador	Süper Samuray Doğrama		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Slice eylemi 'Samuray Dilimi' (samurayın bir dilimi) anlam kaymasından doğrama eylemine çekildi.
112	ctr_dotSamurai_A_title	Super Samurai \nSlice 2	Super samouraï	Iai! Samurai XL 2	Super spirito\nsamurai 2	El supersamurái\nrebanador 2	Süper Samuray Doğrama 2		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Seri adı ilk oyunla aynı eylem anlamında tutarlılaştırıldı.
113	ctr_fruitbasket_S_title	Fruit Basket	Paniers de fruits	Obst-Körbe	Canestro di frutta	Frutoncesto	Meyve Sepeti		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
114	ctr_fruitbasket_L_title	Fruit Basket 2	Super\npaniers de fruits	Obst-Körbe 2	Canestro di frutta 2	Frutoncesto 2	Meyve Sepeti 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
115	ctr_interpreter_S_title	First Contact	Interprète\nmartien-terrien	Der erste Kontakt	Primo contatto	Primer contacto	İlk Temas		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
116	ctr_interpreter_L_title	Second Contact	Interprète\nterrien-martien	Der zweite Kontakt	Secondo contatto	Segundo contacto	İkinci Temas		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
117	ctr_pillow_L_title	Pajama Party	Soirée pyjama	Pyjama-Party	Pigiama party	Fiesta de pijamas	Pijama Partisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
118	ctr_step_S_title	Catchy Tune	Escalier fruité	Fallobst	Caduta frutti	Escalera frutal	Aklına Takılan Melodi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
119	ctr_step_L_title	Catchy Tune 2	Escalier\nsuper fruité	Fallobst 2	Caduta frutti 2	Escalera frutal 2	Aklına Takılan Melodi 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
120	ctr_sumou_L_title	Sumo Brothers	Frères sumo	Sumo Bros.	Gemelli del sumo	Sumo para dos	Sumo Kardeşler		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
