index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
10	agb_clap_A_Hi	Perfect sync! It's gotta be the\noutfits, right?	On est encore meilleurs\navec ces costumes !	Total synchron! Das liegt sicher\nan den Outfits, oder?	Sincronismo perfetto!\nÈ merito dei costumi, vero?	¡Qué coordinación!\nSeguro que es por los trajes...	Kusursuz senkron! Demek ki işin sırrı\nkostümlermiş, değil mi?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
11	agb_clap_A_Ok	We were so close...	Es-tu sûr de vouloir\ndevenir un parfait clappeur ?	Wir waren so nah dran...	C'eravamo quasi...	Hemos estado a punto...	Çok yaklaşmıştık...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
12	agb_clap_A_Ng	I spent everything I had on this\noutfit!	C'est l'inconvénient de\njouer dans un western...	Alles, was ich hatte, hab ich in\ndieses Outfit gesteckt!	Ho speso tutti i miei risparmi\nper questo costume!	¡Nos hemos gastado todos\nnuestros ahorros en estos trajes!	Bu kıyafete elimdeki her şeyi\nharcadım!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
13	agb_ghost_S_Hi	You ghosts stay in that corner and\nthink about what you've done!	Allez... Au coin, avec les autres !	Sooo viele erwischt!	Li hai messi con le\nspalle al muro!	¡Les has dado su merecido\na los fantasmas!	Siz hayaletler, köşeye!\nBir düşünün bakalım ne yaptınız!	MANUAL_FIX_V13	MANUAL_FIX_V13	“go to the corner” scolding joke restored.
14	agb_ghost_S_Ok	This one's not going anywhere!	Au coin !	Erwischt!	La prossima volta ci\npenserà due volte!	¡La próxima vez se lo pensarán\ndos veces!	Bu hiçbir yere kaçmıyor!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	agb_ghost_S_Ng	Oh no! Those are coming out of\nyour archer's salary.	Rien ne peut les arrêter...	Einfach so entwischt...	Quello spettro pestifero ne\nha combinate di tutti i colori!	¡Los fantasmas te han dejado con\nun palmo de narices!	Hayır! Bunlar okçu maaşından kesilecek.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
16	agb_ghost_L_Hi	We're gonna need somewhere\nto keep these guys.	Vous leur avez passé\nle goût du plein air...	Wir müssen diese Kerle\nirgendwo unterbringen!	Avremo bisogno di un posto\ndove poterli rinchiudere.	A ver ahora dónde\nlos guardamos...	Bunları koyacak bir yer\nbulmamız gerekecek.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
17	agb_ghost_L_Ok	Huh. Who knew ghosts could sweat?	Vous leur donnez\ndes sueurs froides...	Hey... Wer hätte gedacht, dass\nGeister so schwitzen können?	Uh... Non sapevo che i fantasmi\nsudassero!	¡Les has hecho sudar\nla gota gorda!	Vay canına. Hayaletlerin bile\nterleyebildiğini kim bilirdi?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
18	agb_ghost_L_Ng	Grandma's vase! Also her plate!	Oh, non ! Le vase en porcelaine\nde ma grand-mère...	Oh nein! Omas Vase! Und auch\nnoch ihre schönen Zierteller!	Il vaso di nonna! E anche\nil suo piatto!	¡Nooo! ¡El jarrón de la abuela!	Büyükannenin vazosu!\nBir de tabağı!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
19	agb_hair_S_Hi	There's no crop like a well-\ngroomed crop!	Voilà une récolte\nd'oignons au poil !	Ordentlich frisiert schmeckt's\ngleich viel besser!	Un raccolto ben rasato\nè il migliore!	¡Las hortalizas sin pelos son\nun manjar en muchas culturas!	Tıraşı düzgün ekin\ngibisi yok!		OK_AUTO,V5_STYLE2_FIXED	EN “well-groomed crop” is a grooming/crop double sense; FR/DE/IT all preserve hair grooming. Turkish now does too.
20	agb_hair_S_Ok	Wh-why do my onions grow hair?	Mais au fait... Pourquoi mes\noignons sont-ils poilus ?	W-wieso wachsen meinen\nZwiebeln Haare?	P-Perché le mie cipolle hanno\ni peli?	Pero ¿por qué les salen pelos\na mis cebollas?	N-neden soğanlarım\ntüyleniyor?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
21	agb_hair_S_Ng	Maybe I'm not cut out for farming...	Je n'ai plus rien à épiler...	Vielleicht hab ich einfach nicht\ndas Zeug zum Landwirt...	Forse non sono tagliato per\nla vita da contadino...	Eres un agricultor de medio pelo.	Galiba çiftçilik bana göre\nbiçilmiş kaftan değil...		OK_AUTO,V5_STYLE2_FIXED	EN “cut out for farming” and IT “tagliato” carry a cut/suitability double sense; Turkish uses the natural “biçilmiş kaftan” equivalent.
22	agb_hair_L_Hi	Hairless onions for everyone!	Tout le monde s'arrache\nmes oignons glabres !	Zwiebeln ohne Haare für die Welt!	Cipolle pelate per tutti!	¡Cebollas lampiñas\npara todo el mundo!	Herkese kılsız soğan!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
23	agb_hair_L_Ok	Hairy onions are weird, right?\nIt's not just me?	Des oignons poilus... Il n'y a\nque moi que ça étonne ?	Behaarte Zwiebeln sind irgendwie\nfies. Oder denke nur ich so?	Le cipolle con i peli sono\nstrane, vero?	No todos los días se ven cebollas\ncon pelos, ¿verdad?	Kıllı soğanlar çok tuhaf, değil mi?\nBunu sadece ben düşünmüyorumdur...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	agb_hair_L_Ng	I trained with the hoe, not the tweezers...	Épilez... Épilez, qu'ils disaient...	Ich hab an der Hacke gelernt,\nnicht an der Pinzette...	So usare la zappa, non le pinzette...	Me equivoqué al practicar con la\nazada en vez de con las pinzas.	Ben çapayla çalıştım, cımbızla değil...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
25	agb_hopping_L_Hi	Where's the challenge?	Pas besoin de piston...\nC'est tellement facile !	Wo ist das Problem?	Quando inizia la sfida?	¡Te lo hemos puesto\ndemasiado fácil!	Hani bunun zorluğu nerede?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
26	agb_hopping_L_Ok	Nice combo!	Rien de tel qu'une mécanique\nbien synchronisée !	Schöne Combo!	Ottime combo!	¡Ahora toca dar saltos\nde alegría!	Güzel seri!		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
27	agb_hopping_L_Ng	Ow.	On a eu un coup de pompe...	Autsch.	Oh...	Oooooh.	Ah.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
28	agb_marcher_L_Hi	Mission success! I'm glad we\ndrilled so hard!	Sauver les extra-terrestres,\nquelle mission palpitante !	Mission erfolgreich! Gut, dass wir\nso hart trainiert haben.	Missione compiuta! È valsa la pena\naddestrarsi così duramente!	¡Misión completada!\nEl entrenamiento ha valido la pena.	Görev başarılı! Bu kadar sıkı\nçalıştığımıza sevindim.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
29	agb_marcher_L_Ok	This is what we trained for!	Prêtes à partir à l'action !	Für genau diesen Moment\nhaben wir so hart gearbeitet!	L'addestramento ha dato\ni suoi frutti!	El entrenamiento ha dado\nsus frutos.	Bunun için antrenman yaptık!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
30	agb_marcher_L_Ng	Back to basic training...	Demain, lever à 4 h du mat' ! 	Also gut, zurück zur\nGrundausbildung...	Si torna all'addestramento di base...	Quizá deberías prestar más\natención en los entrenamientos.	Temel eğitime geri...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
31	agb_nightWalk_L_Hi	You followed us up here!	J'ai l'impression de ne faire\nqu'un avec la voie lactée !	Bis hierher bist du uns gefolgt!	Ci hai seguite fin qui!	¡Nos has seguido hasta aquí!	Bizi buraya kadar takip ettin!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
32	agb_nightWalk_L_Ok	Nothing like a stroll at night.	Rien de tel qu'une petite\npromenade à la belle étoile !	Es gibt nichts Besseres als einen\nschönen Nachtspaziergang!	È davvero piacevole fare\nquattro passi di notte.	¡No hay nada como un paseo\nbajo las estrellas!	Gece yürüyüşü gibisi yok.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
33	agb_nightWalk_L_Ng	Didn't see that hole in the dark!	Les trous se confondent\ndans la nuit...	Dieses Loch hab ich in der\nDunkelheit gar nicht gesehen...	Al buio non ho visto\ndove mettevo i piedi!	Los ojos no se te han habituado\na la oscuridad.	Karanlıkta o çukuru göremedim!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
34	agb_quiz_L_Hi	Splendid answers!	Vous êtes notre super champion !	Fantastische Antworten!	Ottime risposte!	¡Qué dotes para la imitación!	Cevapların şahaneydi!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
35	agb_quiz_L_Ok	I'm so glad I studied!	Tout mes entraînements\nont porté leurs fruits !	Ich bin froh, dass ich mich so\ngut hierauf vorbereitet habe!	Meno male che mi sono\npreparato a dovere!	¿No te alegras de habértelo\npreparado?	İyi ki çalışmışım!		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
36	agb_quiz_L_Ng	I can do better... I can do better...	Vous ne pouviez compter\nque sur vous-même...	Das geht noch besser...\nGanz bestimmt...	Posso fare meglio...\nmolto meglio...	¡Sé que puedes hacerlo mejor!	Daha iyisini yapabilirim...\nDaha iyisini...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
37	agb_rabbit_L_Hi	Who needs rockets?!	Je déclare la Lune\n« planète carotte » !	Wer braucht schon Raketen?!	Chi ha bisogno di razzi?	¡¿Quién necesita cohetes\nhabiendo conejos?!	Rokete ne gerek var?!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
38	agb_rabbit_L_Ok	Didn't quite stick the landing...	L'important, c'est l'alunissage.	Die Landung war noch suboptimal...	L'atterraggio non è stato\ndei migliori...	Tengo que seguir practicando\nlos aterrizajes.	İnişi tam oturtamadın...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
39	agb_rabbit_L_Ng	I'm not sure I thought this through...	Je ne demande\npourtant pas la Lune...	Ob mein Plan überhaupt so\nfunktionieren kann...?	Mi sa che il mio piano fa\nacqua da tutte le parti...	Me parece que mi plan\nhace aguas...	Bunu iyice düşündüğüme emin değilim...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
40	agb_rat_L_Hi	We'll have to start a family to eat\nall this!	Oubliez Mme Mousstasch,\nmes amis, et régalez-vous !	Wir müssen eine Familie gründen,\num das alles aufzuessen!	Ci vorrà una famiglia numerosa\nper mangiarlo tutto!	Habrá que llamar a toda la prole\nsi queremos acabarnos esto...	Bunu bitirmek için aile\nkurmamız gerekecek!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
41	agb_rat_L_Ok	You know, I really like cheese.\nLike, a LOT.	On raffole du fromage !	Ich mag Käse wirklich gern...\nIch meine, wirklich SEHR gern.	Ti ho già detto quanto\nadoro il formaggio?	¿Te he comentado ya\nque me encanta el queso?	Biliyor musun, peyniri çok severim.\nHem de ÇOK.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
42	agb_rat_L_Ng	I guess we could try to eat the\nplate...	Il ne reste plus que les trous...	Wir könnten ja auch versuchen,\nden Teller anzuknabbern.	Forse potremmo provare\na mangiare il piatto...	Igual al plato le ha quedado\nun poco de regusto a queso...	Sanırım artık tabağı yemeyi\ndeneyebiliriz...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
43	agb_shuji_L_Hi	Woo! Calligraphy party!	La calligraphie,\nc'est vraiment amusant !	Kalligraphie ist ein tolles Hobby!	La calligrafia è\ncosì divertente!	¡Escribes con ritmo!	Vuhuu! Kaligrafi partisi!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
44	agb_shuji_L_Ok	Precision! Grace!\nWhat's not to like?	Amusons-nous avec le pinceau !	Das sollten wir noch öfter machen!	La calligrafia è importante!	¡Sigue disfrutando con la caligrafía!	Hassasiyet! Zarafet! Sevilmeyecek nesi var?	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
45	agb_shuji_L_Ng	All the cool kids are so much\nbetter at calligraphy than I am...	Je me sens un peu barbouillé...	Puuuh... Nein, so geht das nicht!	Forse il pennello non fa per me...	Qué desastre...	Havalı çocukların hepsi\nkaligrafide benden çok daha iyi...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
46	agb_spaceDance_L_Hi	Galactic superstars!	N'atteint personne la\nchorégraphie de notre sens !	Galaktische Superstars!	Superstar galattiche!	¡Superestrellas cósmicas!	Galaktik süper yıldızlar!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
47	agb_spaceDance_L_Ok	Let us aim for the stars!	Des danseurs « étoiles » sommes nous !	Wir sollten nach\nden Sternen greifen!	Miriamo alle stelle!	¿Has visto unos cosmonautas\ncon más ritmo?	Hedefimiz yıldızlar olsun!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
48	agb_spaceDance_L_Ng	Our despair is deeper than a\nblack hole.	Au fond du trou... noir\ntombés sommes nous.	Dieser Tag ist schwärzer als ein\nschwarzes Loch!	La nostra disperazione è più\nprofonda di un buco nero.	Nuestro talento ha debido de\nabsorberlo un agujero negro.	Moralimiz kara delikten\nbile daha derinde.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
49	agb_spaceDance_A_Hi	All aboard...for SPACE!	Des superstars cosmiques\ndevenus sommes nous.	Alle Mann an Bord... Unsere\nLokomotive fliegt gleich ab!	Tutti a bordo... Destinazione\nSPAZIO!	¡Los reyes de la psicodelia!	Herkes binsin...\nSIRADAKİ DURAK UZAY!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
50	agb_spaceDance_A_Ok	One day we will shine like stars!	Les étoiles comme un\njour brillerons nous.	Eines Tages werden wir leuchten\nwie die Sterne!	Un giorno brilleremo come stelle!	¡Un día brillaremos tanto\ncomo las estrellas!	Bir gün yıldızlar\ngibi parlayacağız!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
51	agb_spaceDance_A_Ng	We cannot go on...	Sidérale notre nullité est...	So können wir nicht weitermachen...	Non possiamo andare avanti...	No podemos seguir...	Devam edemeyiz...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
52	agb_tap_L_Hi	Tap loves you too, Giraffe!	Nous ne serions rien sans\nnotre plus grande fan !	Zusammen steppen\nmacht richtig Laune!	Che sensazione meravigliosa!	¡Ha salido todo a pedir de boca!	Tap de seni seviyor,\nZürafa!		OK_AUTO,V12_STYLE_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V12: EN doğrudan Tap’in Zürafa’ya sevgisini söylüyor; eski Türkçe bunu genel “step atmak keyifli” ifadesine dönüştürerek ince anlamı kaybediyordu.
53	agb_tap_L_Ok	You were ALMOST as good as\na monkey...	Pour une humaine, c'est excellent !	So ganz perfekt waren wir\nvielleicht noch nicht...	Non male, ma hai fatto\nqualche errore di troppo.	Algunos pasos no han quedado\ndel todo bien...	Neredeyse bir maymun\nkadar iyiydin...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
54	agb_tap_L_Ng	Gotta tap out.	J'en ai ma claque des claquettes !	Wie schlecht war das denn?!?	Che delusione!	¡Qué chufla!	Stepte havlu attım.	V5_STYLE_FIXED	OK_AUTO,V5_STYLE_FIXED;V18_CONTEXT_FIXED	EN “tap out” is both tapping and giving up. Turkish now preserves both ideas instead of only “throw in the towel”. | V18: tap out kelime oyunu, step bağlamını ve pes etme anlamını birlikte taşıyacak biçimde yerelleştirildi.
55	agb_tap_A_Hi	Monkeys are the key to tappiness!	Tu es devenue l'égale\ndes plus grands singes !	Diese Affen sind echte Vorstepper!	Le scimmie sono formidabili\na ballare il tip tap!	¡El claqué es una monada de baile!	Maymunlar tıkluluğun anahtarı!		OK_AUTO;V17_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V17: tappiness sözcük oyunu, tık + mutluluk çağrışımlı 'tıkluluk' ile Türkçede yeniden kuruldu.
56	agb_tap_A_Ok	Hey... Where'd our rhythm go?	Claquettes ou pas claquettes...\nTelle est la question...	Hey... Wo ist unser Rhythmus-\ngefühl nur so plötzlich hin?	Ehi... Che fine ha fatto il ritmo?	Oye... ¿A dónde se ha ido\nnuestro sentido del ritmo?	Hey...\nRitmimiz nereye gitti?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
57	agb_tap_A_Ng	Looks like we tapped TOO hard!	Oh, non ! J'ai donné un coup\nde talon dans la vitre...	Wir haben es wohl zu sehr gewollt!	Mi sa che abbiamo esagerato\ncon i passi di tip tap!	Esto se nos ha ido de los pies...	Sanırım ayağı ÇOK sert bastık!		OK_AUTO;V18_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: tapped TOO hard, dokunmatik 'dokunmak' anlam kaymasından ayak/step bağlamına döndürüldü.
58	agb_tono_L_Hi	Not a scratch!	Ce garde du corps est\nredoutablement efficace !	Nicht der kleinste Kratzer!	Neanche un graffio!	¡Ni un rasguño!	Çizik bile yok!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
59	agb_tono_L_Ok	I...I am glad you are safe, my lord.	Vous m'avez protégé au péril de\nvotre vie. Soyez-en remercié.	G-gut, dass Ihr in Sicherheit seid,\nmein Fürst.	Sono... Sono lieto di vedervi\nsano e salvo, mio signore.	Me alegro de que estéis a salvo,\nmi señor.	Ben... güvende olduğuna\nsevindim, efendim.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
60	agb_tono_L_Ng	Nooooo!	Heureusement qu'ils\nne savent pas viser...	Neeeeein!	Noooooo!	¡Noooooo!	Hayııııır!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
61	agb_batter_L_caption	Scorecard	Feuille de score :	Der Punktestand:	Scheda del punteggio	Los astros opinan:	Skor Kartı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
62	agb_batter_L_cp_DEF_Hi	Solid hitting.	Des coups forts et précis.	Solide Arbeit am Schläger.	Battute valide.	Has bateado de maravilla.	Sağlam vuruş.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
63	agb_batter_L_cp_DEF_Ng	Weak hits.	Des coups tapés au hasard.	Ganz schwach geschlagen.	Colpi fiacchi.	Has bateado de pena.	Zayıf vuruşlar.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
64	agb_batter_L_cp_HIGH_Hi	Nice grip!	Une belle constance sur les balles hautes.	Flotte Auffassungsgabe!	Grande regolarità sulle palle alte.	Las pelotas altas no te han costado.	Tutuşun güzel!		LENGTH_OUTLIER;V14_MANUAL_FIXED	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning. | V14: Baseball 'grip' kavrayış değil tutuş; spor bağlamı düzeltildi.
65	agb_batter_L_cp_HIGH_Ng	Work on your grip.	Une batte tenue comme une poêle à frire.	Arbeite an deinen Reaktionen!	Le palle alte ti hanno fatto soffrire.	Las pelotas altas te han costado.	Tutuşunu geliştirmelisin.		OK_AUTO,V12_STYLE_FIXED;V14_MANUAL_FIXED	"No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V12: ""Kavrayışını çalış"" bozuk kullanımını düzeltir. | V14: Baseball 'grip' terimi ve Türkçe söz dizimi düzeltildi."
66	agb_clap_S_caption	The Clappy Leader Says	Commentaire du leader du clap :	Deine Partner meinen:	I tuoi partner dicono...	Los integrantes dicen:	Alkışçı Lider Diyor Ki		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
67	agb_clap_S_cp_DEF_Hi	You've mastered the basics.	Les bases du clap sont acquises.	Die Grundlagen hast du drauf.	Sai padroneggiare le basi.	Lo esencial ya lo tienes.	Temellere hâkim oldun.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
68	agb_clap_S_cp_DEF_Ng	Work on your basics.	Il faut revoir les bases du clap.	Dir fehlen die Grundlagen!	Devi lavorare sulle basi.	No le pillas el tranquillo a palmear.	Temellere biraz\nçalışmalısın.		OK_AUTO,V12_STYLE_FIXED	"No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V12: ""Temellerini çalış"" bozuk kullanımını düzeltir."
69	agb_clap_S_cp_READY_Hi	You nailed the key points!	Le final est maîtrisé.	Die wichtigsten Punkte hast du\nerfasst!	Hai afferrato i punti cruciali!	Has acertado en los momentos clave.	Kilit noktaları tutturdun!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
70	agb_clap_S_cp_READY_Ng	You missed some of the key points.	Le final est problématique...	Ein paar der wichtigsten Punkte\nhast du noch nicht erfasst.	Hai mancato alcuni punti cruciali.	Has fallado en los momentos clave.	Kilit noktaların bazılarını kaçırdın.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
71	agb_clap_L_caption	From the Handclap Association	Verdict de la ligue du clap :	Die Klatsch-Community meint:	Da parte della Lega degli Applausi:	La Asociación de Palmeros dice:	Alkış Derneği'nden		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
72	agb_clap_L_cp_DEF_Hi	Good spacing.	Un beau respect des intervalles.	Die Intervalle waren gut gewählt.	Ottima regolarità degli intervalli.	Te admitimos como miembro.	Aralıkların yerindeydi.		FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: Spacing değerlendirmesi doğal Türkçeye çekildi.
73	agb_clap_L_cp_DEF_Ng	Your spacing was erratic.	Des intervalles à géométrie variable.	Die Intervalle waren oft falsch.	I tuoi intervalli non erano costanti.	Admisión: denegada.	Aralıkların şaştı.		FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: Erratic spacing kısa ve doğal sonuç diliyle verildi.
74	agb_clap_L_cp_READY_Hi	You kept up well with the fast ones.	Des séquences rapides bien maîtrisées.	Die schnellen Intervalle\nhattest du gut im Griff.	Hai saputo reagire a quelli veloci.	¡Buen trabajo con las palmadas rápidas!	Hızlılara iyi ayak uydurdun.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
75	agb_clap_L_cp_READY_Ng	You need to work on the fast ones.	Des séquences rapides à travailler.	An den schnellen Intervallen\nmusst du noch arbeiten.	Devi lavorare su quelli veloci.	Te has descolgado en las palmadas rápidas.	Hızlıları çalışman gerek.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
76	agb_clap_A_caption	From Handclappers' Local 111	Verdict de l'internationale du clap :	Aus der Klatsch-Presse:	Dall'Associazione degli Applausi:	Los palmeros expertos dicen:	Alkışçılar Sendikası 111'den		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
