index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
10	ntrRobot_long_two_00	2	2	2	2	2	2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
11	ntrRobot_wario_T_factory	Factory No. 2	Usine n°2	Fabrik Nr. 2	Fabbrica n.º 2	Fábrica n.º 2	Fabrika No. 2		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
12	ntrRobot_wario_T_start	Get working!	Au boulot !	Beginne Produktion!	Al lavoro!	¡A trabajar!	İşe koyul!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
13	interpreter_ver_short_live_T	LIVE	EN DUPLEX	LIVE	IN DIRETTA	EN DIRECTO	CANLI		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
14	interpreter_ver_remix02_live_T	LIVE	EN DUPLEX	LIVE	IN DIRETTA	EN DIRECTO	CANLI		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	cmn_window_Abtn_T	[[PUA:E000]]	[[PUA:E000]]	[[PUA:E000]]	[[PUA:E000]]	[[PUA:E000]]	[[PUA:E000]]		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
16	cmn_icon_T_icon_you	You	Vous	Du	Tu	Tú	Sen		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
17	cmn_save_T_savingNow	Saving...	Sauvegarde...	Speichervorgang...	Salvataggio in corso...	Guardando...	Kaydediliyor...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
18	cmn_game_bgD_operationT	Simple Tap	Tactile	Antippen	Stilo	Lápiz	Dokunmatik		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
19	map_gameStageInfoD_explain_titT	Game Info	Informations	Spielinfo	Informazioni	Información	Oyun Bilgisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
20	map_gameStageInfoD_T_to_map	Map	Carte	Karte	Mappa	Mapa	Harita		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
21	map_gameStageInfoD_T_to_shop	Café	Café	Café	Bar	Cafetería	Kafe		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
22	map_gameStageInfoD_T_to_treasure	Challenges	Défis	Meisterbahn	Sfide	Desafíos	Meydan Okumalar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
23	map_roomStageInfoD_T_to_map	Map	Carte	Karte	Mappa	Mapa	Harita		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	map_roomStageInfoD_T_to_shop	Café	Café	Café	Bar	Cafetería	Kafe		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
25	map_roomStageInfoD_T_to_treasure	Challenges	Défis	Meisterbahn	Sfide	Desafíos	Meydan Okumalar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
26	map_gameExplain_roomD_explain_titT	Game Info	Informations	Spielinfo	Informazioni	Información	Oyun Bilgisi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
27	map_gameExplain_roomD_practiceT	No practice	Sans tutoriel	Ohne Üben	No tutorial	Sin práctica	Pratik yok		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
28	stageinfoD_practiceT	No practice	Sans tutoriel	Ohne Üben	No tutorial	Sin práctica	Pratik yok		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
29	museumD_game_practiceT	No practice	Sans tutoriel	Ohne Üben	No tutorial	Sin práctica	Pratik yok		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
30	epilogue_common_T_hiscore	High Score	Record	High Score	Record	Récord	Yüksek Skor		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
31	epilogue_common_T_comment_add	There\nwere some\ngood parts!	Il y a\ndes bons\npassages...	Zum Teil\nwar das\nganz okay!	Alcune\nparti erano\nbuone!	Algunas \npartes han \nestado bien.	İyi\nkısımlar da\nvardı!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
32	epilogue_common_T_result_but	But, just...	Mais c'est juste...	Aber nur	Ma era solo...	Pero solo...	Ama... sadece...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
33	epilogue_commonD_T_comment_00	Reward	Récompense	Belohnung	Ricompensa	Recompensa	Ödül		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
34	epilogue_commonD_coin_scoreT	Score	Score	Münzen	Punteggio	Puntuación	Skor		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
35	epilogue_commonD_coin_starT	Skill Star Bonus!	Bonus étoile talent	Beatstern-Bonus!	Bonus stella talento!	¡Bonificación ESTRELLA!	Yetenek Yıldızı Bonusu!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
36	epilogue_commonD_coin_perfectT	No-Miss Bonus!	Bonus aucune erreur	Fehlerfrei-Bonus!	Bonus nessun errore!	¡Bonificación SIN FALLOS!	Hatasız Bonusu!		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: No-Miss Bonus hem 'Kaçirmama' yazım hatasından hem de kaba calque'tan doğal UI terimine çevrildi.
37	epilogue_commonD_get_starT	First Skill Star!	Nouvelle étoile !	Erster Beatstern!	1ª stella talento!	¡Primera estrella!	İlk Yetenek Yıldızı!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
38	epilogue_commonD_operationT	Simple Tap	Tactile	Antippen	Stilo	Lápiz	Basit Dokunuş		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
39	epilogue_commonD_sub_star_T	Skill Star	Étoile\ntalent	Beatstern	Stella\ntalento	Estrella	Yetenek Yıldızı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
40	epilogue_commonD_sub_perfect_T	No Miss	Aucune\nerreur	Fehlerfrei	Nessun\nerrore	Sin fallos	Hatasız		OK_AUTO,V10_CONTEXT_FIXED;V14_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. V10: EN/FR/DE/IT/ES comparative context/style/alignment pass; First Contact slash rhythm is preserved where applicable. | V14: Sonuç/UI terimi 'No Miss' için doğal ve kısa Türkçe; 'Kaçırma Yok' yapaydı.
41	epilogue_perfect_perfectT_00	Congrats! You\ngot a Perfect!	Félicitations ! Vous\navez réalisé un parfait !	Glückwunsch! Das\nwar absolut perfekt!	Complimenti, hai realizzato\nun Perfetto!	Has completado la\ncampaña. ¡Felicidades! 	Tebrikler!\nMükemmel aldın!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
42	Info_campaign_perfectD_T_to_treasure	Challenges	Défis	Meisterbahn	Sfide	Desafíos	Meydan Okumalar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
43	Info_campaign_perfectD_T_to_shop	Café	Café	Café	Bar	Cafetería	Kafe		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
44	cmn_pause_T_top_00	Pause!	Pause	Pause!	Pausa	Pausa	Duraklat!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
45	cmn_pause_T_top_01	Pause!	Pause	Pause!	Pausa	Pausa	Duraklat!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
46	cmn_pause_T_wait	Waiting for\nother players.	En attente d'autres joueurs...	Wir warten auf\nandere Spieler.	In attesa di altri giocatori...	Esperando a\notros jugadores...	Diğer oyuncular\nbekleniyor.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
47	gate_startT	Start Game	C'est parti !	Los geht's!	Via!	¡Adelante!	Oyunu Başlat		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
48	gate_gameoverT	Game Over	Game over	Game Over	Hai perso...	Qué pena...	Oyun Bitti		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
49	gate_clearT	Game Clear!	Réussi !	Geschafft!	Congratulazioni!	¡Enhorabuena!	Oyun Tamamlandı!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
50	title_T_pushA	Press [[PUA:E000]]!	Appuyez sur [[PUA:E000]]	Drücke [[PUA:E000]]!	Premi [[PUA:E000]]	Pulsa [[PUA:E000]].	[[PUA:E000]]'a bas!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
51	titleD_T_home	Press [[PUA:E073]] to return to HOME Menu.	[[PUA:E073]] Retourner au menu HOME	[[PUA:E073]] Zurück zum HOME-Menü	Premi [[PUA:E073]] per tornare al menu HOME.	Pulsa [[PUA:E073]] para volver al menú HOME.	HOME Menüsüne dönmek için [[PUA:E073]]'ye bas.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
52	select_file_T_file_top	Select save data!	Choisissez un fichier de sauvegarde.	Wähle einen Spielstand!	Seleziona un file di salvataggio!	Selecciona un archivo.	Kayıt verisini seç!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
53	select_file_T_button_00	Start	Démarrer	Start	Inizia	Empezar	Başla		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
54	select_file_T_button_01	Change Mii	Changer de Mii	Anderes Mii	Cambia Mii	Cambiar Mii	Mii Değiştir		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
55	select_file_T_button_02	Delete	Effacer	Löschen	Cancella	Borrar	Sil		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
56	select_file_T_nori_t_00	Flow	Rythme	Rhythmus	Ritmo	Ritmo	Akış		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
57	select_file_T_nori_t_01	Flow	Rythme	Rhythmus	Ritmo	Ritmo	Akış		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
58	select_file_T_nori_t_02	Flow	Rythme	Rhythmus	Ritmo	Ritmo	Akış		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
59	select_file_T_nori_t_03	Flow	Rythme	Rhythmus	Ritmo	Ritmo	Akış		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
60	menuD_BBtnT	[[PUA:E001]] Exit Café	[[PUA:E001]] Sortir du café	[[PUA:E001]] Verlassen	[[PUA:E001]] Esci dal bar	[[PUA:E001]] Salir	[[PUA:E001]] Kafe’den Çık		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
61	menuD_T_to_manual	Manual	Aide	Anleitung	Manuale	Manual	Kılavuz		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
62	setup_menu_T_operation_top	Control Guide	Contrôles	Steuerung	Comandi	Controles	Kontrol Kılavuzu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
63	setup_menu_T_meet_top	StreetPass	StreetPass	StreetPass	StreetPass	StreetPass	StreetPass	UNTRANSLATED	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
64	setup_menu_T_playlog_top	Sending Play Data	Partage des données	Spieldaten senden	Invio dati di gioco	Enviar datos de juego	Oyun Verisi Gönderimi	V22_MANUAL_FIXED	OK_AUTO;V22_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | Bu bir ayar başlığı; yanlışlıkla işlem sürüyormuş gibi duran 'Gönderiliyor' yerine FR/DE/IT/ES'teki isim/eylem başlığı yapısıyla uyumlu hale getirildi.
65	setup_menu_T_timing_top	Timing Display	Affichage précision	Timing-Anzeige	Visualizzazione tempismo	Ayuda	Zamanlama Göstergesi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
66	setup_menu_T_btn_change	Change	Modifier	Ändern	Cambia	Cambiar	Değiştir		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
67	setup_menu_T_btn_title	Return\nto Title	Retour à\nl'écran titre	Zurück\nzum Titel	Torna allo schermo\ndel titolo	Volver a la\npantalla del título	Başlık Ekranına Dön		FIXED_HIGH_CONFIDENCE	EN/FR/DE/IT/ES comparison; definite omission, idiom, grammar, spelling, or semantic error corrected.
68	setup_menu_T_btn_lesson	Play Intro	Lancer l'intro	Intro abspielen	Vedi introduzione	Tutorial	Girişi Oynat		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
69	setup_operation_T_explain	Change controls for\nrhythm games!	Modifiez le mode de contrôle.	Ändere die Steuerung\nder Rhythmusspiele!	Cambia i comandi\nusati per giocare.	Cambia los controles\nde los minijuegos.	Ritim oyunlarının kontrollerini\ndeğiştir!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
70	setup_operation_T_btn_L	Buttons	Boutons	Knöpfe	Pulsanti	Botones	Tuşlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
71	setup_operation_T_btn_R	Simple Tap	Tactile	Antippen	Stilo	Lápiz	Basit Dokunuş		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
72	setup_operation_T_btn_cancel	Cancel	Annuler	Zurück	Annulla	Cancelar	İptal		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
73	setup_meet_T_explain	Change StreetPass settings.	Voulez-vous activer\nStreetPass ?	Ändere die\nStreetPass-Einstellungen.	Modifica le impostazioni\nrelative a StreetPass.	Activa o desactiva StreetPass.	StreetPass ayarlarını değiştir.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
74	setup_meet_T_btn_L	On	Oui	Ein	Attiva	Activar	Açık		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
75	setup_meet_T_btn_R	Off	Non	Aus	Disattiva	Desactivar	Kapalı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
76	setup_meet_T_btn_cancel	Cancel	Annuler	Zurück	Annulla	Cancelar	İptal		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
77	setup_playlog_T_explain	You may choose to share information\nabout your gameplay with Nintendo in\norder to help us develop future products\nand services. Would you like to share\nyour gameplay information with Nintendo?	Vous pouvez partager avec Nintendo des\ninformations relatives à votre utilisation de\nce logiciel afin de nous aider à développer\nde futurs produits et services.\nVoulez-vous partager ces informations\navec Nintendo ?	Es besteht die Möglichkeit, Informationen zu\ndeinem Spielverhalten an Nintendo zu senden,\num uns bei der Entwicklung zukünftiger\nProdukte und Services zu unterstützen.\nMöchtest du Informationen zu deinem\nSpielverhalten an Nintendo senden?	Puoi decidere se inviare o meno a\nNintendo informazioni relative all'uso\ndel software per aiutarci nello sviluppo\ndi nuovi prodotti e servizi.\nVuoi condividere con Nintendo le\ninformazioni relative all'uso del software?	¿Quieres compartir la\ninformación sobre tu uso\nde este programa con\nNintendo? Así nos ayudarás\na mejorar nuestros productos\ny servicios en el futuro.	Nintendo'nun gelecekteki ürün ve\nhizmetleri geliştirmesine yardımcı\nolmak için oynanış bilgilerini Nintendo\nile paylaşmayı seçebilirsin. Oynanış\nbilgilerini Nintendo ile paylaşmak\nister misin?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
78	setup_playlog_T_btn_L	Yes	Oui	Ja	Sì	Sí	Evet		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
79	setup_playlog_T_btn_R	No	Non	Nein	No	No	Hayır		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
80	setup_playlog_T_btn_cancel	Cancel	Annuler	Zurück	Annulla	Cancelar	İptal		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
81	setup_timing_T_explain	Turn on/off input-timing display.	Activez ou désactivez\nl'affichage précision.	Schalte die Timing-\nAnzeige ein oder aus.	Attiva o meno la visualizzazione\ndel tempismo giusto.	Activa o desactiva la ayuda.	Zamanlama göstergesini aç/kapat.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
82	setup_timing_T_btn_L	On	Activé	Ein	Attiva	Activar	Açık		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
83	setup_timing_T_btn_R	Off	Désactivé	Aus	Disattiva	Desactivar	Kapalı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
84	setup_timing_T_btn_cancel	Cancel	Annuler	Zurück	Annulla	Cancelar	İptal		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
85	shopU_item_all_soldoutT	Sold Out	Vendu	Ausverkauft	Esaurito	Agotado	Tükendi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
86	tutorial_clear_clearT	Clear	Réussi	Geschafft!	Completato	¡Bien!	Geçildi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
87	museumU_paper_scoreT	Score	Score	Punktzahl	Punteggio	Puntuación	Skor		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
88	museumU_paper_starT	Skill Star	Étoile talent	Beatstern	Stella\ntalento	Estrella	Yetenek Yıldızı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
89	museumU_paper_number2T	Points	Points	Punkte	Punti	Puntos	Puan		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
90	museumU_paper_classLT	Beginner	Débutant	Anfänger	Principiante	Básico	Başlangıç		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
91	museumU_paper_classMT	Intermediate	Normal	Fortgeschrittener	Intermedio	Intermedio	Orta		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
92	museumU_paper_classHT	Advanced	Difficile	Profi	Avanzato	Avanzado	İleri		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
93	museumU_paper_gate_scoreT	Your Best	Record personnel	Persönlicher Rekord	Record	Récord	En İyi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
94	museumD_commonBG_norikanT_00	Your Flow	Rythme	Persönlicher Rhythmus	Senso del ritmo	Ritmo	Akışın		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
95	badgeU_T_title	Badges	Badges	Abzeichen	Spille	Medallas	Rozetler		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
96	badgeU_T_badge_comp	Thank you for playing!	Merci d'avoir joué !	Vielen Dank fürs Spielen!	Grazie di aver giocato!	¡Gracias por jugar!	Oynadığın için teşekkürler!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
97	movieU_T_title	Memories	Souvenirs	Szenen	Ricordi	Recuerdos	Anılar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
98	characterU_T_title	Mascot Collection	Mascottes	Maskottchen	Mascotte	Colección de mascotas	Maskot Koleksiyonu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
99	select_master_T_top	Choose a session.	Choisissez une session.	Wähle eine Gruppe	Scegli una sessione	Equipos disponibles:	Bir oturum seç.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
100	select_master_T_button_00	Host a session.	Héberger une session	Erstelle eine Gruppe	Organizza una sessione	Crear un equipo nuevo	Bir oturum kur.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
101	player_meeting_T_top	Waiting for others...	En attente d'autres joueurs...	Warten auf Mitspieler...	In attesa di utenti...	Esperando a otros jugadores...	Diğerleri bekleniyor...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
102	select_level_T_top	Select difficulty.	Choisissez la difficulté.	Schwierigkeitsgrad wählen	Seleziona il livello di difficoltà.	Selecciona el nivel de dificultad.	Zorluğu seç.		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
103	select_masterD_TextBox_00	Is this team OK?	Commencer avec\ncette équipe ?	Ist dieses Team okay?	Premi [[PUA:E000]] per partire\ncon questa squadra.	¿Te parece bien este equipo?	Bu takım uygun mu?		FIXED_V20	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.; V20: Doğal takım onayı UI metni.
104	select_world_T_Hard	Super Hard!	Expert	Extremst!	Super difficile!	¡Superdifícil!	Süper Zor!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
105	result_just_T_comment_00	Results	Résultats	Ergebnisse	Risultati	Resultado	Sonuçlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
106	result_just_T_just_00	Ace!	extra !	Auf den Punkt!	Perfetto!	¡Perfecto!	Tam İsabet!		OK_AUTO;V15_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V15: 'Ace!' burada karttaki 'as' değil kusursuz zamanlama sonucu; IT/ES 'Perfetto', DE 'Auf den Punkt' işlevini doğruluyor.
107	result_just_T_just_01	Ace!	extra !	Auf den Punkt!	Perfetto!	¡Perfecto!	Tam İsabet!		OK_AUTO;V15_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V15: 'Ace!' burada karttaki 'as' değil kusursuz zamanlama sonucu; IT/ES 'Perfetto', DE 'Auf den Punkt' işlevini doğruluyor.
108	result_just_T_just_02	Ace!	extra !	Auf den Punkt!	Perfetto!	¡Perfecto!	Tam İsabet!		OK_AUTO;V15_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V15: 'Ace!' burada karttaki 'as' değil kusursuz zamanlama sonucu; IT/ES 'Perfetto', DE 'Auf den Punkt' işlevini doğruluyor.
109	result_just_T_just_03	Ace!	extra !	Auf den Punkt!	Perfetto!	¡Perfecto!	Tam İsabet!		OK_AUTO;V15_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V15: 'Ace!' burada karttaki 'as' değil kusursuz zamanlama sonucu; IT/ES 'Perfetto', DE 'Auf den Punkt' işlevini doğruluyor.
110	result_just_T_clear_00	Clear!	Réussi !	Geschafft!	Ottimo!	¡Bien!	Geçildi!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
111	result_life_T_comment_00	Results	Résultats	Ergebnisse	Risultati	Resultado	Sonuçlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
112	result_life_T_clear_00	Clear!	Réussi !	Geschafft!	Ottimo!	¡Bien!	Geçildi!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
113	result_score_T_comment_00	Results	Résultats	Ergebnisse	Risultati	Resultado	Sonuçlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
114	result_score_T_clear_ballon	Clear	Objectif	Geschafft!	Obiettivo	Objetivo	Geçildi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
115	result_score_T_clear_00	Clear!	Réussi !	Geschafft!	Ottimo!	¡Bien!	Geçildi!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
116	result_score_T_miss_00	You missed...	Échec	Schade...	Hai perso...	Qué pena...	Kaçırdın...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
117	result_miss_T_challenge_miss	You missed...	Échec	Schade...	Peccato...	No lo has logrado...	Kaçırdın...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
118	platform_T_ok1P	OK!	OK !	OK!	OK!	¡Adelante!	Tamam!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
119	platform_T_ok2P	OK!	OK !	OK!	OK!	¡Adelante!	Tamam!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
120	platform_T_ok3P	OK!	OK !	OK!	OK!	¡Adelante!	Tamam!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
121	platform_T_ok4P	OK!	OK !	OK!	OK!	¡Adelante!	Tamam!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
122	battery_gameoverT	Game Over	Game Over	Game Over	Game over	Qué pena...	Oyun Bitti		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
