index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
10	ntrCameraMan_tutorial_e_01	It's fast, so stay sharp.	Attention, elle va très vite !	Da hinten kommt der Champion!\nAchtung, er fährt wie der Blitz!	Fai molta attenzione,\nfila come il vento!	Este último irá muy rápido,\nasí que ¡no te despistes!	Hızlı, o yüzden tetikte ol.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
11	ntrCameraMan_tutorial_f_00	Good eye. I think you're\nready for the real thing.	Quelle précision ! Ça tombe bien,\nla course va commencer !	Gutes Auge! Du bist so weit.\nDas Rennen geht los!	Hai occhio! Ora passiamo\nalla vera gara.	¡Qué encuadre! Vamos, ¡es\nhora de ir a la carrera!	İyi yakaladın. Bence\nasıl yarışa hazırsın.	MANUAL_FIX_V13	MANUAL_FIX_V13	“real thing” localized to the actual race.
12	ntrRobot_tutorial_a_00	Don't worry about building\nthe robots.	Ne vous en faites pas, vous n'avez\npas à construire les robots.	Du musst unsere Roboter\nzwar nicht selbst bauen...	All'assemblaggio dei robot\nci pensiamo noi.	No, no tienes que\nmontar los robots.	Robotları yapmayı\ndert etme.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
13	ntrRobot_tutorial_a_01	You just need to fuel\nthem up.	Vous, vous devez\njuste les remplir.	Aber du musst sie\nfachgerecht volltanken!	Tu non devi fare altro\nche riempirli.	Lo único que tienes\nque hacer es llenarlos.	Tek yapman gereken\nyakıt doldurmak.	MANUAL_FIX_V13	MANUAL_FIX_V13	Natural fueling instruction.
14	ntrRobot_tutorial_a_02	Hold [[PUA:E000]] to start filling, and\nrelease when the robot's full.\nHold a tap to start filling, and\nrelease when the robot's full.	[[TAG:0004:0000:00CD]]Maintenez [[PUA:E000]] pour remplir le robot,\npuis relâchez lorsqu'il est plein.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:00B200FF]]Touchez[[TAG:0000:0003:000000FF]] l'écran tactile pour remplir le robot,\npuis relevez le stylet lorsqu'il est plein.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Halte [[PUA:E000]] so lange gedrückt,\nbis der Roboter betankt ist.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Halte [[TAG:0000:0003:00B200FF]]getippt[[TAG:0000:0003:000000FF]], um den Roboter zu\nbetanken. Ist er voll, lass los.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Tieni premuto [[PUA:E000]] per riempire\nil robot e rilascialo quando\nè pieno.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:00B200FF]]Tieni[[TAG:0000:0003:000000FF]] lo stilo [[TAG:0000:0003:00B200FF]]a contatto [[TAG:0000:0003:000000FF]]per\nriempire il robot e sollevalo\nquando è pieno.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Mantén pulsado [[PUA:E000]] hasta\nque el robot esté lleno.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Mantén el lápiz sobre la pantalla\ntáctil justo hasta llenar el robot.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Robotu doldurmaya başlamak için [[PUA:E000]]'ı basılı tut,\nrobot dolunca bırak.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Doldurmaya başlamak için [[TAG:0000:0003:00B200FF]]dokunup basılı tut[[TAG:0000:0003:000000FF]],\nrobot dolunca bırak.[[END:0004:0000]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	ntrRobot_tutorial_b_00	Just like that.	Parfait !	Richtig so!	Proprio così.	Así se hace.	Aynen böyle.		DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
16	ntrRobot_tutorial_b_01	The bigger robots need more\nfuel, so watch for that.	Les robots plus gros nécessitent\nplus de temps. Soyez vigilants !	Größere Roboter brauchen mehr\nTreibstoff. Vergiss das nicht.	Ci sono robot più grandi a cui\nserve maggior carburante,\nquindi fai attenzione!	Ojo: los robots grandes\nrequieren más combustible.	Büyük robotların daha çok\nyakıta ihtiyacı var, buna dikkat et.		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: 'ona dikkat' belirsiz gönderimi doğal tutorial Türkçesine çekildi.
17	ntrRobot_tutorial_b_02	Now get to work.	Allez ! Au travail !	Und jetzt an die Arbeit!	Ora inizia a lavorare.	¡A trabajar!	Şimdi işe koyul.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
18	ntrRobot_tutorial_play	Hold [[PUA:E000]] to fill.\nTap and hold to fill.	[[TAG:0004:0000:00CD]]Maintenez [[PUA:E000]] pour remplir le robot.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Touchez [[TAG:0000:0003:000000FF]]et maintenez le contact\npour remplir le robot.[[END:0004:0000]]	[[TAG:0004:0000:00CD]][[PUA:E000]] gedrückt halten: Betanken[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Tippen [[TAG:0000:0003:000000FF]]und halten: Betanken[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Tieni premuto [[PUA:E000]] per riempire\nil robot.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Tieni [[TAG:0000:0003:000000FF]]lo stilo [[TAG:0000:0003:3BDB3EFF]]a contatto [[TAG:0000:0003:000000FF]]finché\nil robot non è pieno.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Mantén pulsado [[PUA:E000]] para llenar el robot.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Toca [[TAG:0000:0003:000000FF]]y no levantes el lápiz\nhasta que el robot esté lleno.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Doldurmak için [[PUA:E000]]'ı basılı tut.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Dokunup[[TAG:0000:0003:000000FF]] basılı tutarak doldur.[[END:0004:0000]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
19	ntrRobot_advice_just	Just like that.	Parfait !	Richtig so!	Proprio così.	Así se hace.	Aynen böyle.		DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
20	ntrRobot_advice_miss_early	Not enough.	Il en manque un peu...	Das reicht nicht.	Non era abbastanza.	Te ha faltado un poco.	Yetersiz.		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
21	ntrRobot_advice_miss_late	Too much!	Un peu trop !	Zu viel!	Troppo!	¡Echa un poquito menos!	Fazla!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
22	ntrRobot_advice_too_early	Not enough juice!	Trop peu !	Das war nicht genug!	Troppo poco!	¡Con eso no basta!	Yeterince enerji yok!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
23	ntrRobot_advice_too_late	Whoops! Too much!	Beaucoup trop !	Hoppla! Zu viel!	Upsss! È troppo!	¡Uy! ¡Lo has llenado demasiado!	Hoppala! Fazla!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	ntrRobot_advice_pipe_late	You were a bit late...\nYou were a bit late...	[[TAG:0004:0000:00CD]]Trop tard...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Trop tard...[[END:0004:0000]]	Das war zu spät.	[[TAG:0004:0000:00CD]]Eri un po' in ritardo...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Eri un po' in ritardo...[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Te has retrasado un poco...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Te has retrasado un poco...[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Biraz geç kaldın...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Biraz geç kaldın...[[END:0004:0000]]	LONG_TR_LINE	FIXED_HIGH_CONFIDENCE	EN/FR/DE/IT/ES comparison; definite control, copy, grammar, or semantic error corrected.
25	ntrRobot_advice_pipe_early	That was a bit early...\nThat was a bit early...	[[TAG:0004:0000:00CD]]Un peu trop tôt...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Un peu trop tôt...[[END:0004:0000]]	Etwas zu früh.	[[TAG:0004:0000:00CD]]Eri un po' in anticipo...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Eri un po' in anticipo...[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Te has adelantado un poco...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Te has adelantado un poco...[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Biraz erken oldu...[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Biraz erken oldu...[[END:0004:0000]]	LONG_TR_LINE	FIXED_HIGH_CONFIDENCE	EN/FR/DE/IT/ES comparison; definite control, copy, grammar, or semantic error corrected.
26	ntrShooting_tutorial_a_00	Invasion alert! Press [[PUA:E000]] or [[PUA:E006]]\nto shoot inbound enemies.\nInvasion alert! Tap to shoot\ninbound enemies.	[[TAG:0004:0000:00CD]]Appuyez sur [[PUA:E000]] ou [[PUA:E006]] pour\ntirer sur les ennemis.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:00B200FF]]Touchez [[TAG:0000:0003:000000FF]]l'écran tactile pour\ntirer sur les ennemis.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Drücke [[PUA:E000]] oder [[PUA:E006]], um die\nInvasoren abzuschießen![[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Die Invasoren kommen!\n[[TAG:0000:0003:00B200FF]]Tippe[[TAG:0000:0003:000000FF]], um sie abzuschießen![[END:0004:0000]]	[[TAG:0004:0000:00CD]]Allarme! Premi [[PUA:E000]] o [[PUA:E006]] per\nsparare ai nemici.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Allarme! [[TAG:0000:0003:00B200FF]]Tocca[[TAG:0000:0003:000000FF]] il touch screen\nper sparare ai nemici.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]¡Nos invaden! Pulsa\n[[PUA:E000]] o [[PUA:E006]] para disparar.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]¡Nos invaden! [[TAG:0000:0003:00B200FF]]Toca [[TAG:0000:0003:000000FF]]la pantalla\ntáctil para disparar.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]İstila alarmı! [[PUA:E000]] ya da [[PUA:E006]]\nile gelen düşmanları vur.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]İstila alarmı! [[TAG:0000:0003:00B200FF]]Dokun[[TAG:0000:0003:000000FF]];\ngelen düşmanları vur.[[END:0004:0000]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	V4_MANUAL_FIXED	TUTORIAL/GRAMMAR/LAYOUT: Fixes Turkish suffix attachment to button glyphs and matches the compact official tutorial phrasing.
27	ntrShooting_tutorial_a_01	You should practice before\nthe first wave attacks.	Entraînons-nous avant\nqu'ils n'arrivent !	Lass uns zuerst ein paar\nÜbungsstaffeln abwehren!	Esercitiamoci prima\nche ci attacchino.	Deberías practicar antes de que\nllegue la primera oleada.	İlk dalga saldırmadan\nönce pratik yapmalısın.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
28	ntrShooting_tutorial_b_00	That's the way.	Oui, c'est parfait !	Wow! Treffsicher!	Sì, perfetto!	Ya le vas cogiendo\nel truco a esto.	İşte böyle.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
29	ntrShooting_tutorial_b_01	Try another practice wave...	Poursuivons l'entraînement\nsur d'autres ennemis...	Los! Noch eine\nÜbungsstaffel!	Ora esercitiamoci con\nun'altra ondata di nemici.	Probemos con otra\noleada de práctica...	Bir pratik dalga\ndaha dene...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
30	ntrShooting_tutorial_c_00	You've got it.	Vous avez compris.	Ausgezeichnet.	Hai capito tutto alla\nvelocità della luce!	Lo has entendido\na la velocidad del rayo.	Anladın.		LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
31	ntrShooting_tutorial_c_01	Now, try it in a real battle.	Il est temps de passer\nau combat !	Achtung! Jetzt wird es\nernst!	Adesso è il momento\ndi affrontare la battaglia.	Ahora, sal ahí fuera a darles\ncandela a los invasores.	Şimdi gerçek bir\nsavaşta dene.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
32	ntrShooting_tutorial_exp_00	Listen to the rhythm as\nenemies appear.	Écoutez le rythme auquel ils arrivent\net essayez de le reproduire.	Höre genau zu, wie die\nZiele erscheinen.	Ascolta il ritmo con\ncui appaiono i nemici.	Escucha el ritmo de\nentrada del enemigo.	Düşmanlar görünürken\nritmi dinle.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
33	ntrShooting_tutorial_exp_01	Press [[PUA:E000]] or [[PUA:E006]] to match\ntheir entry rhythm!\nTap to match their entry\nrhythm!	[[TAG:0004:0000:00CD]]Appuyez sur [[PUA:E000]] ou [[PUA:E006]]\nen rythme pour tirer ![[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Touchez[[TAG:0000:0003:000000FF]] l'écran tactile en\nrythme pour tirer ![[END:0004:0000]]	[[TAG:0004:0000:00CD]]Drücke dann im gleichen\nRhythmus [[PUA:E000]] oder [[PUA:E006]]![[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Tippe[[TAG:0000:0003:000000FF]] den Rhythmus nach![[END:0004:0000]]	[[TAG:0004:0000:00CD]]Premi [[PUA:E000]] o [[PUA:E006]] al ritmo\ndi apparizione![[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:3BDB3EFF]]Tocca[[TAG:0000:0003:000000FF]] il touch screen\nal ritmo di apparizione![[END:0004:0000]]	[[TAG:0004:0000:00CD]]¡Pulsa [[PUA:E000]] o [[PUA:E006]] siguiendo\nsu ritmo de entrada![[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]¡[[TAG:0000:0003:3BDB3EFF]]Toca[[TAG:0000:0003:000000FF]] siguiendo su\nritmo de entrada![[END:0004:0000]]	[[TAG:0004:0000:00CD]]Giriş ritmine uymak için\n[[PUA:E000]] ya da [[PUA:E006]]'ya bas![[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Giriş ritmine uymak için\n[[TAG:0000:0003:3BDB3EFF]]dokun[[TAG:0000:0003:000000FF]]![[END:0004:0000]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
34	ntrShootingS_realgame_a	Go get them!	Au combat !	Schnapp sie dir!	Vai e colpisci!	¡A por ellos!	Hadi onları indir!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
35	ntrShootingS_realgame_b	Don't give up!	Tenez bon !	Gib nicht auf!	Non arrenderti!	¡No te rindas!	Pes etme!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
36	ntrShootingS_realgame_c	Nice job!	Beau travail !	Gut gemacht!	Ottimo lavoro!	¡Buen trabajo!	İyi iş!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
37	ntrShootingL_realgame_a	Enemies inbound!	Ennemis en vue !	Feind im Anflug!	Nemici in vista!	¡Ahí vienen!	Düşman geliyor!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
38	ntrShootingL_realgame_b	The next wave is attacking!	Un autre escadron arrive !	Die nächste Angriffswelle!	Arrivano altri nemici!	¡Nos ataca una nueva\noleada de invasores!	Sıradaki dalga saldırıyor!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
39	ntrShootingL_realgame_c	Just a little longer...\nHang in there!	Tenez bon...\nC'est presque fini !	Nicht mehr viele!\nHalte durch!	Non manca molto...\nTieni duro!	Ya no queda mucho...\n¡Aguanta!	Biraz daha...\nDayan!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
40	ntrShootingL_realgame_d	Good job.	Beau travail !	Gut gemacht!	Ben fatto.	¡Bien hecho!	İyi iş.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
41	ntrIdol_tutorial_a_00	You're looking at the funkiest,\nmonkey-est fan club around!	Nous faisons partie d'un\nfan club très actif !	Wir sind der lustigste und\nlauteste Fanclub der Welt!	Siamo il fan club più\nappassionato che ci sia!	¡La cantante más mona merece\nun público igual de mono!	Karşında en coşkulu, en maymun işi\nhayran kulübü var!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
42	ntrIdol_tutorial_a_01	Our job is to work up the\naudience into a fan frenzy!	Notre tâche consiste\nà chauffer la foule !	Wir animieren das Publikum\nzu affenmäßiger Feierlaune!	Il nostro compito è far salire\nl'entusiasmo alle stelle!	Tenemos que animarla para que\ncante mejor que nunca.	Bizim işimiz\nseyirciyi coşturmak!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
43	ntrIdol_tutorial_a_02	But we need to warm up\nfirst. Listen for the first cue.	Commençons par nous entraîner.\nVoici le premier mouvement...	Aber erst müssen wir uns\nwarmklatschen. Pass auf!	Ora alleniamoci! Ascolta\nbene il primo segnale.	Escucha bien la primera\nreferencia.	Ama önce ısınmamız lazım.\nİlk işareti dinle.		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: cue, tutorial bağlamında 'ipucu' değil zamanlama işareti olarak düzeltildi.
44	ntrIdol_tutorial_a_03	When you hear the same word\nthree times, clap four times!	Applaudissez quatre fois si quelque\nchose est dit trois fois !	Hörst du ein Wort dreimal,\ndann klatschst du viermal.	Se una parola si ripete\n3 volte, applaudi 4 volte!	Si una palabra se repite tres\nveces, ¡da cuatro palmadas!	Aynı kelimeyi üç kez\nduyunca, dört kez alkışla!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
45	ntrIdol_tutorial_a_04	Monkey see, monkey do!	Allez, faites comme nous !	Los! Bitte nachäffen!	Imitaci... come\nuna scimmia!	¡Adelante, imitamonos!	Maymun ne yaparsa, sen de onu yap!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
