Index,Label,English,French,German,Italian,Spanish,JPN,jp_hira,Simp_Chinese,Trad_Chinese,Turkish_Current,Turkish_Manual_v6,Turkish_Manual_v7,Manual_Review_Status,Manual_Decision,Manual_Reason_TR,Manual_CrossLanguage_TR,Turkish_Manual_v8,Manual_Review_Status_v8,Manual_v8_Decision,Manual_v8_Reason_TR,Manual_v8_CrossLanguage_TR,Turkish_Manual_v9,Manual_Review_Status_v9,Manual_v9_Decision,Manual_v9_Reason_TR,Manual_v9_CrossLanguage_TR,Turkish_Manual_v10,Manual_Review_Status_v10,Manual_v10_Decision,Manual_v10_Reason_TR,Manual_v10_CrossLanguage_TR,Turkish_Manual_v11,Manual_Review_Status_v11,Manual_v11_Decision,Manual_v11_Reason_TR,Manual_v11_CrossLanguage_TR,Turkish_Manual_v12,Manual_Review_Status_v12,Manual_v12_Decision,Manual_v12_Reason_TR,Manual_v12_CrossLanguage_TR,Turkish_Manual_v13,Manual_Review_Status_v13,Manual_v13_Decision,Manual_v13_Reason_TR,Manual_v13_CrossLanguage_TR,Turkish_Manual_v14,Manual_Review_Status_v14,Manual_v14_Decision,Manual_v14_Reason_TR,Manual_v14_CrossLanguage_TR,Turkish_Manual_v15,Manual_Review_Status_v15,Manual_v15_Decision,Manual_v15_Reason_TR,Manual_v15_CrossLanguage_TR,Turkish_Manual_v16,Manual_Review_Status_v16,Manual_v16_Decision,Manual_v16_Reason_TR,Manual_v16_CrossLanguage_TR,Turkish_Manual_v17,Manual_Review_Status_v17,Manual_v17_Decision,Manual_v17_Reason_TR,Manual_v17_CrossLanguage_TR,Turkish_Manual_v18,Manual_Review_Status_v18,Manual_v18_Decision,Manual_v18_Reason_TR,Manual_v18_CrossLanguage_TR
387,AUC_BIDDER10_TIM_910,Thanks for the lesson.,Merci pour vos conseils !,"Das war sehr hilfreich, vielen Dank!",Grazie mille per i suoi consigli!,Muchas gracias por los consejos.,勉強になります,べんきょうになります,受教了。,謝謝，這些資訊對我很有幫助。,Ders için teşekkürler.,Ders için teşekkürler.,Ders için teşekkürler.,HENÜZ MANUEL İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ MANUEL İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ MANUEL İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ MANUEL İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ MANUEL İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ MANUEL İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Ders için teşekkürler.,HENÜZ_MANUEL_İNCELENMEDİ,,,
388,AUC_BIDDER10_BIDDER10_1010,"What in the world happened?
My Cinccino are terrified.","Mais que se passe-t-il ? Mes Pashmilla sont
terrifiés !","Was in aller Welt geht hier vor sich?
Meine Chillabell sind total verängstigt!","Ma che è successo?! Le mie Cinccino
si sono prese uno spavento...!","¿Se puede saber qué está pasando? Mis
pobrecitas Cinccino están muy asustadas.","いったい何が起きたの？
チラチーノちゃんたちが おびえちゃうわ","いったい なにが おきたの？
チラチーノちゃんたちが おびえちゃうわ","到底发生了什么事？
奇诺栗鼠们吓得瑟瑟发抖呢。","到底發生了什麼事？
奇諾栗鼠寶貝們嚇死了呢。","Ne oldu böyle?
Cinccinolarım korkudan titriyor.","Ne oldu böyle?
Cinccinolarım korkudan titriyor.","Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne oldu böyle?
Cinccinolarım korkudan titriyor.",HENÜZ_MANUEL_İNCELENMEDİ,,,
389,AUC_CAPE_TIM_110,"Apparently it's a ""Detective's Cape.""",Ça dit : « Cape du grand détective ».,"Das scheint das „Cape des Meisterdetektivs“
zu sein.","C'è scritto: ""Mantellina da detective"".","""Capa del gran detective"".",「名探偵のケープ」だって,「めいたんていのケープ」だって,这就是“名侦探的斗篷”。,這就是「名偵探的披肩」。,"Meğer ""Dedektif Pelerini""ymiş.","Meğer ""Dedektif Pelerini""ymiş.","Meğer ""Dedektif Pelerini""ymiş.",HENÜZ MANUEL İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ MANUEL İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ MANUEL İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ MANUEL İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ MANUEL İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ MANUEL İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Meğer ""Dedektif Pelerini""ymiş.",HENÜZ_MANUEL_İNCELENMEDİ,,,
390,AUC_CAPE_PIKACHU_110,"I wish I could try it on.
I bet I'd look absolutely dashing.","J'aimerais bien la porter... Je suis sûr
que ça m'irait à ravir !","Das würde ich gerne mal anziehen...
Steht mir bestimmt hervorragend!","Mi piacerebbe proprio indossarla...
Scommetto che mi starebbe benissimo!","No me importaría probármela. Seguro que me
va que ni pintada.","着てみたいな
いかにもオレに似合いそうじゃないか","きてみたいな
いかにも オレに にあいそうじゃないか","好想披上哦。
看起来非常适合我呢。","真想披披看。
看起來就很適合我啊。","Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.","Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.","Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ MANUEL İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ MANUEL İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ MANUEL İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ MANUEL İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ MANUEL İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ MANUEL İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Keşke deneyebilsem.
Kesin acayip karizmatik görünürdüm.",HENÜZ_MANUEL_İNCELENMEDİ,,,
391,SRO_CAPE_CHANGE_TIM_210,"Pikachu?! What are you doing—at a time
like this!
Keith is next! Hurry up and put your mask
back on!","Mais qu'est-ce que tu fabriques, Pikachu ?!

Remets ton masque ! Keith va bientôt
apparaître !","Na, hör mal, Pikachu! Das ist wohl kaum der
richtige Zeitpunkt für so was!
Keith ist als Nächstes dran, setz schleunigst
deine Maske wieder auf!","Ma che fai, Pikachu?!

Fra poco tocca a Keith!
Rimettiti la maschera!","¡¿Qué estás haciendo, Pikachu?! ¡No es
momento de hacer el payaso! ¡Keith está a
punto de aparecer! ¡Vuelve a ponerte la
máscara!","ちょっと ピカチュウ！
こんなときに なにやってるの！？
次はキースだよ
早く仮面を着けなおして！","ちょっと ピカチュウ！
こんなときに なにやってるの！？
つぎは キースだよ
はやく かめんを つけなおして！","等等，皮卡丘！
这个时候，你还在干嘛啊！？
接下来是基思哦。
快点把面具重新戴好！","喂，皮卡丘！
都這個節骨眼了你還在幹嘛啊！？
接下來可是基斯喔，
趕快把面具重新戴好！","Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!","Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!","Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pikachu?! Böyle bir zamanda ne yapıyorsun—
şimdi mi?!
Sırada Keith var! Çabuk maskeni
geri tak!",HENÜZ_MANUEL_İNCELENMEDİ,,,
392,SRO_CAPE_CHANGE_PIKACHU_210,"Hey, calm down! Just a few moments won't
hurt anybody.
Right! Now that we've gotten a bit of a morale
boost—let's do this!","Allons, pas la peine de stresser, on a
le temps !
... Bien ! Je suis prêt, on peut y aller !","Hey, immer mit der Ruhe! Man wird sich
ja noch einen Moment gehen lassen dürfen.
Aber jetzt bin ich wenigstens in der richtigen
Stimmung. Keith kann kommen!","Calma, faccio subito! Ecco qui!
Ora sì che sono pronto per affrontare Keith!","Tranquilo, hombre, no te pongas así.
Tenemos tiempo de sobra. Además, ahora
estoy más motivado. Venga, vamos allá.","そう焦るな
ちょっとくらい 大丈夫だって
さて！　気合も入ったし
そろそろ行くか","そう あせるな
ちょっとくらい だいじょうぶだって
さて！　きあいも はいったし
そろそろ いくか","别这么紧张。
稍微一下没关系的。
好了！现在有精神了。
赶快走吧。","你別那麼緊張嘛。
就這麼一下下而已，沒事的。
好，我現在幹勁十足，
我們走吧。","Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!","Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!","Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, sakin ol! Birkaç dakika
kimseye zarar vermez.
Tamam! Biraz moral
depoladıysak—haydi başlayalım!",HENÜZ_MANUEL_İNCELENMEDİ,,,
393,AUC_chandela_b_CHANDELA_110,Shan-shaaaaaan.,Lugu lugu !,Skelaaa! Skela!,Chan chan.,"Chan, chan.",シャンシャーン,シャンシャーン,晶晶。,晶晶～,Şan-şaaaaaan.,Şan-şaaaaaan.,Şan-şaaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,
394,AUC_chandela_b_PIKACHU_110,"Hey, could you get out of the way?
We can't see what's on display!","Eh, tu pourrais pas te pousser ?
Tu nous caches la vue !","Hey, würdest du mal aus dem Weg gehen?
Wir können den Artikel nicht sehen!","Ehi, potresti spostarti?
Non riusciamo a vedere bene quell'oggetto!","Oye, ¿te importaría apartarte un poco?
No podemos ver bien esa vitrina.","ちょっと そこを どいてくれ
展示品が見えないぞ！","ちょっと そこを どいてくれ
てんじひんが みえないぞ！","你能退后一点吗，
我看不到展示品了！","你可以閃開嗎？
我看不見展示品！","Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!","Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!","Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, çekilir misin?
Sergilenen şeyi göremiyoruz!",HENÜZ_MANUEL_İNCELENMEDİ,,,
395,AUC_chandela_b_CHANDELA_120,Shan-shaaaaaan. Shan!,"Lugu lugu, laaabre !",Skeeela! Skelabraaa!,Chan chan chan!,"¡Chaaan, chaaan!",シャンシャーン　シャン！,シャンシャーン　シャン！,晶晶，晶！,晶晶～晶！,Şan-şaaaaaan. Şan!,Şan-şaaaaaan. Şan!,Şan-şaaaaaan. Şan!,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ MANUEL İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Şan-şaaaaaan. Şan!,HENÜZ_MANUEL_İNCELENMEDİ,,,
396,AUC_chandela_b_PIKACHU_120,"What's that? You don't want to move?
Hey, are you admiring your own flames
reflecting off the jewels in the necklace?","Comment ça, « non » ?!

Ah, tu admires le reflet de tes flammes
dans les pierres du collier ?","Wie? Du willst nicht weg davon?
Bewunderst du etwa, wie deine Flammen
in den glitzernden Edelsteinen der Halskette
reflektiert werden?","Vuoi restare lì? Ti piace fissare il riflesso
delle tue fiamme nelle pietre della collana...?","¿Cómo que no piensas apartarte?
¿Dices que estás mirando el reflejo de tus
llamas en las joyas de ese collar?
","いやだ？　離れたくないって？
おまえ もしかして
ネックレスの宝石に
自分の炎が映るのを見てるのか","いやだ？　はなれたくないって？
おまえ もしかして
ネックレスの ほうせきに
じぶんの ほのおが うつるのを みてるのか","什么？你不能离远点？
你难道是在欣赏
自己的火焰映照在
项链宝石上的样子？","你說不要？
你不想離開？
難不成你是在欣賞自己的火焰
映照在項鍊寶石上的樣子？","Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?","Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?","Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne? Hareket etmek istemiyor musun?
Hey, yoksa boynundaki mücevherlere yansıyan
kendi alevlerine mi hayran kaldın?",HENÜZ_MANUEL_İNCELENMEDİ,,,
397,AUC_chandela_b_CHANDELA_130,Shashaaaaan.,Lugugu !,Skelaaa...,Chan chan...,¡Chande!,シャシャーン,シャシャーン,晶晶。,晶晶～,Shashaaaaan.,Shashaaaaan.,Shashaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ MANUEL İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Shashaaaaan.,HENÜZ_MANUEL_İNCELENMEDİ,,,
398,AUC_chandela_b_PIKACHU_130,"Look at it, being all daydreamy...
I don't think it'll budge. Is there anything we
could use to get its attention?","Quel narcissisme... Il va pas bouger de là.
Comment faire pour attirer son attention ?","Sieh nur, wie verzaubert es in die Vitrine
starrt... So bekommen wir es nicht weg.
Können wir es nicht irgendwie ablenken?","Ah, l'abbiamo perso... Guarda che espressione
sognante! Dubito che si allontanerà da qui...
Non c'è niente che possiamo fare
per distoglierlo dalla teca?","Está embobado mirando el collar. No creo que
podamos apartarlo de ahí. Pero a lo mejor
podemos hacer que se interese por alguna
otra cosa.","うっとりしやがって……
ここを離れそうも ないな
こいつの気を引けそうなものは
ほかに ないか？","うっとり しやがって……
ここを はなれそうも ないな
こいつの きを ひけそうなものは
ほかに ないか？","被迷得神魂颠倒……
简直无法抽身啊。
没有其他东西能吸引
这家伙的注意力吗？","牠都看到入迷了……
看來牠是不會離開這裡了。
有沒有其他東西
可以轉移那傢伙的注意力？","Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?","Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?","Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Bak şuna, dalıp gitmiş...
Kimildayacak gibi değil. Dikkatini çekmek için
kullanabileceğimiz bir şey var mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,
