"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Penny_op_voice09_Penny","Tam da mega bir pop yıldızına\ndönüşmek için ihtiyacım olan katalizör bu!","It's just the catalyst I need to\nbecome a mega pop star!","It's just the catalyst I need to\nbecome a mega pop star!","Avec ça, je vais devenir une\nvéritable pop star !","Avec ça, je vais devenir une\nvéritable pop star!","Jetzt ist mein Traum von der\nPopstar-Karriere endlich zum\nGreifen nah!","Sì, è proprio quello che mi\nserve per diventare una\npop-star!","¡Estoy dispuesta a todo\ncon tal de llegar a ser\nuna estrella del pop!","Con este tónico podré\nconvertirme ¡en una\nestrella de pop!","でも、これぐらいの\nしれんを こえなきゃ…\nアイドルには なれません！"
"Penny_op_voice10_Crygor","Ne? Pop yıldızı mı?!\nElbette ne olursa olsun\nseni desteklerim ama...","What? A pop star?!\nOf course I support you no\nmatter what, but...","What? A pop star?!\nOf course I support you no\nmatter what, but...","Quoi ? Une pop star ?!\nTu veux me dire que c'est\nà ça que te sert la science ?","Quoi? Une pop star?!\nTu veux me dire que c'est\nà ça que te sert la science?","Wie, Popstar?! Und was wird\naus deiner Akademiker-\nlaufbahn?","Una pop-star? Ma sai\nbenissimo che la scienza\nnon serve a questo!","¡Caramba! ¿Utilizas\nla ciencia para esos fines?","¿Estrella de pop?\nQué manera de aplicar\nla ciencia.","アイドルーッ！？\nおまえ、そのために\nかがくのチカラを！？"
"Penny_op_voice11_Penny","Yani benim kobayım\nolmanda sakınca yok demek!","So then you don't mind \nbeing my guinea pig!","So then you don't mind \nbeing my guinea pig!","Teste-le avant, grand-père !\nÇa vaut peut-être mieux...","Teste-le avant, grand-père!\nÇa vaut peut-être mieux...","Probier du zuerst, Opa!\nIch trau mich nicht...","Nonno dai, provalo prima tu,\nforza!","Sí, pero me da miedo.\n¡Pruébalo tú antes, porfi!","Anda, abuelo. Ayúdame a\nprobarlo.","でも こわいから…\nさきに、おじいちゃん のんで！"
"Penny_op_voice12_Crygor","Bekle!\n...\nPenny!","Wait!\n...\nPenny!","Wait!\n...\nPenny!","Gloup... eurgh !","Gloup... eurgh!"," ","Meaurgh...","¡Uaaah!","¡Uaaah!","オアーッ！？"
"Penny_op_voice13_Crygor","Ah! Sesim. Tınısı.\nKöpük köpük!","Oh! My voice. The tonality.\nIt's effervescent!","Oh! My voice. The tonality.\nIt's effervescent!","P... Penny ! Pourquoi ma voix\nest-elle si aiguë ?","P... Penny! Pourquoi ma voix\nest-elle si aiguë?","Gute Güte, Penny! Bei der\nStimme klingeln mir ja die\nOhren!","Penny! Aiuto! Ma che cosa\nsta succedendo alla mia\nvoce?!","¡P-Penny!\n¿Pero qué me has hecho?","¡Mi voz! ¡Suena tan suave\ny angelical!","ペ、ペニ～！\nなんてことを するんだ～！"
"Penny_op_voice14_Penny","Yaşasın! İşe yaradı! Sesin harika çıkıyor!","Hey! It worked! You sound amazing!","Hey! It worked! You sound amazing!","Ça a marché ! Ta voix est\nsuper, grand-père !","Ça a marché! Ta voix est\nsuper, grand-père!","Es funktioniert wirklich!\nDu klingst toll, Opa!","Funziona! Adesso hai\nuna voce meravigliosa!","¡Pitagórico! ¡Te ha quedado\nuna voz preciosa!","¡Funcionó! ¡Qué hermosa voz,\nabuelo!","すごい！\nおじいちゃんが キラキラボイスに！"
"Penny_op_voice15_Crygor","Katılıyorum. Ş-şahsen oldukça beğendim.\nAma tadı! Fermente bulaşık\nsuyundan bile beter!","I must agree. I-I quite like it.\nBut the taste! It's worse than\nf-fermented dishwater!","I must agree. I-I quite like it.\nBut the taste! It's worse than\nf-fermented dishwater!","Je n'en attendais pas moins\nde ma brillante petite-fille,\nmais tu devrais travailler sur\nle goût, on dirait de...","Je n'en attendais pas moins\nde ma brillante petite-fille,\nmais tu devrais travailler sur\nle goût, on dirait de...","Ich habe nichts Geringeres\nvon meiner brillanten Enkelin\nerwartet, aber am Geschmack\nlässt sich vielleicht noch...","Oh, ma che brava la mia\nnipotina! Certo, il sapore è\nmigliorabile, ma l'efficacia è\nassicura-","¡Ay, pues sí! Qué lista eres,\nnieta. Sabía un poco amargo,\npero...","Pues sí, supongo que sueno\nadorable, aunque debo\nconfesar que deja un sabor\nde boca desagra...","ホントだ～！\nさすがは わたしの まご！\nあじはともかく、こうかのほうは…"
"Penny_op_voice16_Crygor","İiiiii!","Eeeee!","Eeeee!","Argh !","Argh!"," ","Aaah!","¡Agh!","¡Agh!","ううッ！！"
"Penny_op_voice17_Penny","DEDE!","GRANDPA!","GRANDPA!","Grand-pèèère !","Grand-pèèère!","Opaaaaaaa!","Ah... nonno!","¡Abuelooo!","¡Abuelooo!","おじいちゃーーーーーんっ！！！！"
"Penny_op_voice18_Penny","Karnın mı ağrıyor?!\nMutlaka bir şeyler—","Is it your stomach?! There\nmust be something—","Is it your stomach?! There\nmust be something—","Où as-tu mal ?\nÀ... À l'estomac ?!","Où as-tu mal?\nÀ... À l'estomac?!","Vielleicht ist es der Magen?!\nDas könnte am...","Ti fa male la pancia!? Oh, no!","¿Te duele la tripa?\n¿Q-qué hago yo ahora?","¿Q-qué te pasa?\n¿E-es tu panza?","おなかが いたいの！？\nど、どうしよう…"
"Penny_op_voice19_Penny","Ah, bekle! Sanırım tam da\nbuna uygun bir şeyim var!","Oh, wait! I think I\nhave just the thing!","Oh, wait! I think I\nhave just the thing!","Attends un instant...\nJ'ai justement ce\nqu'il te faut !","Attends un instant...\nJ'ai justement ce\nqu'il te faut!","Na klar! Ich glaube, ich weiß\njetzt, was ich machen kann!","Ma non preoccuparti!\nHo io quello che ci serve!","¡Ya lo tengo! Antes preparé\notra cosita.","¡No te preocupes! Tengo\nun elixir que te ayudará.","そうだわ！\nさいきん つくった\nべつの <MSBT:0000:0000:020006004F3059308A30>薬が あるの！"
"Penny_op_voice20_Penny","Bu, karnına ihtiyaç duyduğu\nprobiyotik desteği sağlayacak!","This will give your belly the\nprobiotic punch it needs!","This will give your belly the\nprobiotic punch it needs!","Voilà ! C'est plein de bonnes\nbactéries pour apaiser ton\nestomac !","Voilà! C'est plein de bonnes\nbactéries pour apaiser ton\nestomac!","Das sind gesunde links-\ndrehende Bakterien für\ndeine Magenflora!","Tadaaa! Probiotici contro il\nmal di pancia!","¡Tachán! Este brebaje\nte llenará la barriga\nde bacterias guays.","¡Tarán! ¡Está lleno de\nbacterias de las buenas!","じゃーん！\nおなかにいい<MSBT:0000:0000:020004004D309330>菌が\nジャンジャンふえる<MSBT:0000:0000:020006004F3059308A30>薬！"
"Penny_op_telop03","Süper Özel Mide Toniği","Super-Special Tummy Tonic","Super-Special Tummy Tonic","Tonique digestif\nsuper-spécial","Tonique digestif\nsuper-spécial","Magen-Darm-Aufräumelixir","Digestivo totale","El brebaje que llena la barriga de bacterias guays","Elixir megaprobiótico","おなかにいい<MSBT:0000:0000:020004004D309330>菌が ジャンジャンふえる<MSBT:0000:0000:020006004F3059308A30>薬"
"Penny_op_voice21_Penny","Haydi dibine!","Bottoms up!","Bottoms up!","Allez, bois ça !","Allez, bois ça!","Prost, Opa!","Bevi tutto, nonno!","¡Ánimo, abuelo!","¡Vamos, tómatelo!","おじいちゃん、がんばって！"
"Penny_op_voice22_Crygor","[zorla yutar]","[choking it down]","[choking it down]","Gloup... aaah !","Gloup... aaah!"," ","Uuh...","¡Uaaah!","¡Uaaah!","はわ～！！"
"Penny_ed_voice01_Penny","Daha iyi misin, dede?","Feel better, Grandpa?","Feel better, Grandpa?","Ça va mieux, grand-père ?","Ça va mieux, grand-père?","Geht's dir besser, Opa?","Ti senti meglio, nonno?","¡Ya estás bien!","¿Ya te sientes mejor, abuelo?","よかった、おじいちゃん！"
"Penny_ed_voice02_Crygor","Çok daha iyi.\nGerçekten işe yaradı.","Much better. \nThat really did the trick.","Much better. \nThat really did the trick.","Beaucoup mieux.\nIl est bien, ce tonique.","Beaucoup mieux.\nIl est bien, ce tonique.","Jaja, viel, viel besser, das\nhat geholfen.","Sì, adesso sembra tutto\npassato.","Sí, me siento mucho mejor.","Sí, gracias. Tu elixir funcionó.","おかげで\nすっかり よくなったぞ。"
"Penny_ed_voice03_Penny","Yani...iksir! Ne düşündüğünü söyle.\nÜzerinde çalışmam gereken bir şey var mı?","So...the elixir! Tell me what you think.\nAnything I should work on?","So...the elixir! Tell me what you think.\nAnything I should work on?","Par contre, faut encore que\nj'améliore mon élixir... Tu\naurais des suggestions ?","Par contre, faut encore que\nj'améliore mon élixir... Tu\naurais des suggestions?","Die Rezeptur ist noch nicht\nausgereift. Hättest du\nvielleicht einen Tipp?","Devo migliorare la ricetta\ndell'elisir Ugola d'oro.\nHai qualche suggerimento?","Lo siento un montón. Tengo que\nafinar un pelín más el tónico\ntonal...","Supongo que tendré que\nhacer algunos ajustes en\nmi fórmula del tónico.","ごめんなさい。\nキラキラボイス アルティメットは\nもうすこし かいりょうします…。"
"Penny_ed_voice04_Crygor","Belki de... o dayanılmaz mide ağrılarını?","Maybe...the agonizing stomach pains?","Maybe...the agonizing stomach pains?","D'abord, il faut améliorer\nle goût !","D'abord, il faut améliorer\nle goût!","Erst mal solltest du den\nGeschmack verbessern!","Beh, elimina\ngli effetti collaterali...","Así es. Empieza por el sabor\ny los efectos secundarios.","Bien. Empieza por el sabor\nrepugnante.","まず、あじと ふくさようを\nどうにかしなさい。"
"Penny_ed_voice05_Penny","Doğru. Mükemmel bir tespit!","Right. Excellent observation!","Right. Excellent observation!","OK ! Merci beaucoup pour\nle conseil !","OK! Merci beaucoup pour\nle conseil!","Klar! Danke noch mal für\ndie Hilfe.","Certo! Ti ringrazio per\nil consiglio.","¡Vale! Gracias por el consejo.","¡Sí! Lo tomaré en cuenta.","はいっ。\nアドバイス ありがとうございます！"
"Penny_ed_voice06_Crygor","Peki... Etkisi ne zaman geçecek?","Now... When will the effects wear off?","Now... When will the effects wear off?","Bon. Rends-moi ma voix\nnormale, maintenant !","Bon. Rends-moi ma voix\nnormale, maintenant!","Und... Wann klinge ich nun\nwieder normal?","Ehm... Quando svaniscono\ngli effetti sulla voce?","Oye, ¿cuándo recuperaré\nmi voz normal?","Y... ¿Cuánto más durará\nel efecto?","で、このこえは\nいつ もとに もどるんだ？"
"Penny_ed_voice07_Penny","Ee...","Uh...","Uh...","Euh...","Euh...","Öh...","Ehm...","¿Eh?","¿Eh?","えっ。"
"Penny_ed_voice08_Crygor","Ee...","Uh...","Uh...","Hein ?!","Hein?!","Äh...?","Che c'è?","¿Eh?","¿Eh?","え？"
"Penny_ed_voice09_Penny","[gergin kıkırdar]  ","[giggles nervously]  ","[giggles nervously]  ","Hi hi...","Hi hi..."," ","Eh eh ehm...","Je, je, je...","(Risa nerviosa)","えへへ…。"
"Penny_ed_voice10_Crygor","Ee...","Er...","Er...","Non...","Non...","Hä...","Eh!?","Esto...","Eh...","あの、"
"Penny_ed_voice11_Crygor","Ee... Penny?!","Uh...Penny?!","Uh...Penny?!","Pennyyy ?!","Pennyyy?!","Penny?!","Penny?","¿Penny?","¿Penny?","ペニー？"
"Penny_endcard","Harika, Çevirme Ligi'ni\nbitirdin. Bu da\nseni bir yıldız yapar!\nTekniğini incelemeyi\nçok isterim,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>.","Hey, you cleared the \nTwist League. That\nmakes you a star!\nI'd love to study\nyour technique,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>.","Hey, you cleared the \nTwist League. That\nmakes you a star!\nI'd love to study\nyour technique,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>.","Ouaiiis ! Bravo,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF> !\nTu as terminé la ligue\nGyro-gyro ! J'aimerais\nbeaucoup étudier ta\ntechnique de jeu.","Ouaiiis! Bravo,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>!\nTu as terminé la ligue\nGyro-gyro! J'aimerais\nbeaucoup étudier ta\ntechnique de jeu.","Wow,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>!\nDu hast die Gyro-Liga\ngemeistert! Deine\nTechniken würde ich\ngerne mal studieren.","Sei proprio in gamba,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>!\nHai completato la Lega\nGiratutto!\nMi piacerebbe un sacco\nstudiare la tua tecnica!","¡Eres sensacional,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>!\nHas superado la liga\ngiro. ¿Me dejas que\nestudie tu técnica\njugona?","¡Eres un fenómeno,\n<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>!\nSuperaste la liga\ngiro. ¿Me dejas que\nestudie tu técnica\nde juego?","<MSBT:0001:0006:0A00FFFFFFFFFFFFFFFF>さん、\nすごい！\nぐるぐるリーグ クリアです！\nあなたのゲームテクニック、\nけんきゅうさせてください！"
