file	id	category	source_en	source_fr	source_de	source_es	source_it	source_nl	source_pt	source_ru	previous_tr	reviewed_tr	reason
Mini_lessons/LESSON_A_04_M1_Sunset/meadow-en.stb	24	technical-style	[f3]Burnt Umber[] - An 'earth colour' made from heating iron-rich clay, originally from Umbria in Italy.	[f3]Terre d'ombre brûlée[] : terre colorante produite\npar calcination d'une argile riche en fer qui\nprovenait à l'origine d'Ombrie, en Italie.	[f3]Gebrannte Umbra[] - Eine „Erdfarbe“,\ndie durch das Erhitzen von eisenhaltigem\nLehm gewonnen wird. 	"[f3]Sombra tostada[]: ""color de tierra"" obtenido tras cocer arcilla rica en hierro, originaria de la región de Umbría, en Italia."	"[f3]Terra d'ombra bruciata[]: un ""colore di terra""\nottenuto riscaldando argilla ricca di ferro.\nOriginario dell'Umbria."	[f3]Gebrande omber[]: een 'aardekleur' die wordt gemaakt van verhitte, ijzerrijke klei. Komt oorspronkelijk uit het Italiaanse Umbrië.	[f3]Umbro Queimado[]: Uma cor térrea conseguida\natravés do aquecimento de argila rica em ferro\nproveniente da região de Úmbria, na Itália.	[f3]Умбра жженая[] — природная краска,\nназванная в честь итальянской Умбрии.\nЕе получают из железистой глины.	[f3]Yanık Umber[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	[f3]Yanık Ombra[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
Mini_lessons/LESSON_A_06_M1_Boy_With_Book/portraitminilesson-en.stb	34	form-volume	Once you can understand the complex forms in a [f2]portrait[], you're ready for almost anything!	Une fois que l'on a bien saisi les volumes\ncomplexes qui se cachent dans un [f2]portrait[],\non est prêt à dessiner presque n'importe quoi !	Wenn du die komplexen Formen in einem\n[f2]Porträt[] gemeistert hast, bist du für fast alle\nHerausforderungen bereit!	Una vez entiendas las formas complejas que constituyen un [f2]retrato[], ¡no habrá obra que se te resista!	Quando riesci a capire come sviluppare\nle forme complesse di un [f2]ritratto[], non c'è\nniente che tu non possa affrontare!	Zodra je de complexe vormen in een [f2]portret[] eenmaal begrijpt, kun je bijna alles tekenen!	Assim que consiga compreender as formas\ncomplexas de um [f2]retrato[], estará preparado\npara enfrentar qualquer desafio!	Когда ты научишься изображать сложные\nформы на [f2]портретах[], любой объект будет\nтебе по плечу!	Bir [f2]portredeki[] karmaşık hacimleri anlayabiliyorsan artık neredeyse her şeye hazırsın demektir!	Bir [f2]portredeki[] karmaşık formları anlayabiliyorsan artık neredeyse her şeye hazırsın demektir!	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
Mini_lessons/LESSON_A_07_M1_Castle_Ruins/castlegarden-en.stb	3	form-volume	[b1][i1][f2]Hatch in[] the [f2]darkest[] and [f2]lightest[] areas of the castle.[][b1][i1]Think about the different [f2]planes[] and giving an [f2]impression of form[].[]	[b1][i1][f2]Hachurer[] les zones [f2]les plus\nfoncées[] et [f2]les plus claires[]\ndu château.[][b1][i1]Penser aux différences de tons\ndes [f2]plans[] pour donner une\n[f2]impression de volume[].[]	[b1][i1][f2]Schraffiere[] die [f2]dunkelsten[] und\n[f2]hellsten[] Bereiche der Ruine.[][b1][i1]Beachte die verschiedenen\n[f2]Flächen []und versuche, einen\n[f2]dreidimensionalen Eindruck zu\nschaffen[].[]	[b1][i1][f2]Añade un tramado[] a las zonas [f2]más oscuras[] y [f2]más claras[] del castillo.[][b1][i1]Ten en cuenta los distintos [f2]planos[] para dar [f2]sensación de forma[].[]	[b1][i1][f2]Tratteggia[] le aree [f2]più chiare[]\ne [f2]più scure[] del castello.[][b1][i1]Pensa ai vari [f2]piani[] per dare\nl'[f2]impressione della forma[].[]	[b1][i1][f2]Arceer[] de [f2]donkerste[] en [f2]lichtste[] gedeeltes van het kasteel.[][b1][i1]Bedenk hoe de verschillende [f2]vlakken[] kunnen bijdragen aan de [f2]vorm[] van het kasteel.[]	[b1][i1][f2]Hachure[] as áreas [f2]mais escuras[]\ne [f2]mais claras[] do castelo.[][b1][i1]Tenha em conta os vários [f2]planos[]\npara criar uma [f2]sensação de forma[].[]	[b1][i1][f2]Заштрихуй[] самые [f2]темные[]\nи [f2]светлые[] участки замка.[][b1][i1]Подумай о разных [f2]плоскостях[]\nи о том, как передать [f2]объем[].[]	[b1][i1]Kalenin [f2]en koyu[] ve [f2]en açık[] alanlarını [f2]tarayarak[] işle.[][b1][i1]Farklı [f2]yüzey düzlemlerini[] ve [f2]hacim izlenimi[] vermeyi düşün.[]	[b1][i1]Kalenin [f2]en koyu[] ve [f2]en açık[] alanlarını [f2]tarayarak[] işle.[][b1][i1]Farklı [f2]yüzey düzlemlerini[] ve [f2]form izlenimi[] vermeyi düşün.[]	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
Mini_lessons/LESSON_A_07_M1_Castle_Ruins/castlegarden-en.stb	34	form-volume	Try to think about how shading the [f2]planes[] helps to give the [f2]impression of form[].	Essayez de réfléchir à la façon dont l'ombrage\ndes différents [f2]plans[] contribue à donner une\n[f2]impression de volume[].	Versuche dir vorzustellen, wie das Schattieren\nvon [f2]Flächen[] einen [f2]räumlichen Eindruck[]\nschaffen kann.	Si reflexionas sobre cómo sombrear los [f2]planos[], te resultará más sencillo crear [f2]sensación de forma[].	Cerca di capire come l'ombreggiatura dei [f2]piani[]\npossa aiutarci a dare l'[f2]impressione della forma[].	Denk eraan hoe je de [f2]indruk van vorm[] kunt wekken met het aanbrengen van schaduw op de [f2]vlakken[].	Tente pensar sobre como o sombreamento\ndos [f2]planos[] ajuda a dar uma [f2]sensação de forma[].	Подумай о том, как затенение [f2]плоскостей[]\nпомогает придать объекту [f2]объем[].	[f2]Yüzey düzlemlerini[] gölgelendirmenin [f2]hacim izlenimi[] vermeye nasıl yardım ettiğini düşün.	[f2]Yüzey düzlemlerini[] gölgelendirmenin [f2]form izlenimi[] vermeye nasıl yardım ettiğini düşün.	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
Mini_lessons/LESSON_A_07_M1_Castle_Ruins/castlegarden-en.stb	35	form-volume	Once I had the basic forms of the castle, I started adding more [f2]detail[] to it.	Une fois que j'avais les volumes de base de mon\nchâteau, j'ai commencé à ajouter des [f2]détails[].	Nachdem ich die Grundform der Burg\ngezeichnet hatte, begann ich, [f2]Details[]\nhinzuzufügen.	Una vez incorporadas las formas básicas del castillo, pasé a añadirle más [f2]detalles[].	Dopo aver delineato le forme principali\ndel castello, ho cominciato ad aggiungere\ndei [f2]dettagli[].	Nadat ik de basisvormen van het kasteel eenmaal op papier had, ben ik begonnen met het toevoegen van wat [f2]detail[].	Assim que terminei as formas básicas do castelo,\ncomecei a adicionar-lhe mais [f2]pormenores[].	Когда основные формы были закончены,\nя перешел к [f2]деталям[].	Kalenin temel hacimlerini kurduktan sonra daha fazla [f2]ayrıntı[] eklemeye başladım.	Kalenin temel formlarını kurduktan sonra daha fazla [f2]ayrıntı[] eklemeye başladım.	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
Mini_lessons/LESSON_A_07_M1_Castle_Ruins/castlegarden-en.stb	40	technical-style	This helped to pull the castle together and give it more [f2]colour[] and [f2]solidity[].	Cela a contribué à renforcer l'unité du château,\net lui a donné plus de [f2]couleur[] et de [f2]consistance[].	Dadurch bekam die Burg mehr [f2]Farbe[] und\nwirkte [f2]solider[].	De este modo conseguí darle vida al castillo, así como más [f2]solidez[] y el toque de [f2]color[] que buscaba.	In questo modo ho dato maggior [f2]colore[] e\n[f2]solidità[] all'edificio, rendendolo più uniforme.	Het resultaat was een [f2]kleurrijker[] kasteel met een [f2]solide, harmonieuze uitstraling[]!	Para além de conferir ao castelo um ar mais uniforme, também ajudou a dar-lhe [f2]cor[] e [f2]solidez[].	Это помогло объединить композицию,\nобогатить ее [f2]цвет[] и придать [f2]плотность[].	Bu, kaleyi bütünleştirip ona daha fazla [f2]renk[] ve [f2]sağlamlık[] hissi verdi.	Bu, kaleyi bütünleştirip ona daha fazla [f2]renk[] ve [f2]kütle etkisi[] verdi.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
Mini_lessons/LESSON_A_08_M1_Richmond/citylandscape-en.stb	20	technical-style	[f3]Cerulean Blue[] - A cobalt-derived pigment, prized for painting skies due to its purity.	[f3]Bleu céruléen[] : ou bleu « céleste », pigment\nà base de cobalt très apprécié pour peindre\nles cieux en raison de sa pureté.	[f3]Coelinblau[] - Aus Kobalt gewonnenes Pigment,\ndas wegen seiner Reinheit für das Malen des\nHimmels geschätzt wird.	[f3]Azul cerúleo[]: pigmento derivado del cobalto. Muy preciado para pintar los colores del cielo debido a su pureza.	[f3]Blu ceruleo[]: un pigmento derivato dal cobalto.\nData la sua purezza, è spesso utilizzato per\ndipingere il cielo.	[f3]Ceruleumblauw[]: pigment dat is afgeleid van kobalt. Is vanwege zijn puurheid populair voor het schilderen van luchten.	[f3]Azul Cerúleo[]: Um pigmento derivado do cobalto, valorizado na pintura de céus devido à sua elevada pureza.	[f3]Церулеум синий[] — кобальтовый пигмент,\nкоторый идеально подходит для\nизображения неба благодаря чистоте цвета.	[f3]Serulean Mavisi[] - Kobalttan elde edilen, saflığı sayesinde gökyüzü resimlerinde çok değer verilen bir pigment.	[f3]Cerulean Mavisi[] - Kobalttan elde edilen, saflığı sayesinde gökyüzü resimlerinde çok değer verilen bir pigment.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
Mini_lessons/LESSON_A_08_M1_Richmond/citylandscape-en.stb	22	technical-style	[f3]Sap Green[] - Originally made from buckthorn berries. Modern versions are a blend of other paints.	[f3]Vert de nerprun[] : produit à l'origine à partir\nde baies de nerprun, les versions modernes\nsont des mélanges de divers pigments.	[f3]Saftgrün[] - Wurde ursprünglich aus dem Saft\nder Kreuzdornbeere hergestellt, heute aber \ndurch das Mischen anderer Farben. 	[f3]Verde savia[]: originariamente se obtenía a partir de las bayas del espino cerval. Hoy en día se consigue mezclando otras pinturas.	[f3]Verde vescica[]: in origine veniva prodotto dalle\nbacche di spincervino. Le versioni moderne\nsono una mescolanza di altri colori.	[f3]Sapgroen[]: werd oorspronkelijk gemaakt van wegedoornbessen. Wordt tegenwoordig gemaakt van verschillende andere pigmenten.	[f3]Verde Seiva[]: Originalmente obtido a partir\ndas bagas do espinheiro marítimo, as versões\natuais são uma combinação de outras tintas.	[f3]Травяная зеленая[] — краска, изначально\nполучаемая из ягод крушины. Сейчас ее\nпроизводят, смешивая другие краски.	[f3]Özsu Yeşili[] - Başlangıçta cehri meyvelerinden yapılırdı. Günümüzdeki çeşitleri başka boyaların karışımıdır.	[f3]Sap Green[] - Başlangıçta cehri meyvelerinden yapılırdı. Günümüzdeki çeşitleri başka boyaların karışımıdır.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
Mini_lessons/LESSON_A_08_M1_Richmond/citylandscape-en.stb	24	technical-style	[f3]Burnt Umber[] - An 'earth colour' made from heating iron-rich clay, originally from Umbria in Italy.	[f3]Terre d'ombre brûlée[] : terre colorante produite\npar calcination d'une argile riche en fer qui\nprovenait à l'origine d'Ombrie, en Italie.	[f3]Gebrannte Umbra[] - Eine „Erdfarbe“,\ndie durch das Erhitzen von eisenhaltigem\nLehm gewonnen wird. 	"[f3]Sombra tostada[]: ""color de tierra"" obtenido tras cocer arcilla rica en hierro, originaria de la región de Umbría, en Italia."	"[f3]Terra d'ombra bruciata[]: un ""colore di terra""\nottenuto riscaldando argilla ricca di ferro.\nOriginario dell'Umbria."	[f3]Gebrande omber[]: een 'aardekleur' die wordt gemaakt van verhitte, ijzerrijke klei. Komt oorspronkelijk uit het Italiaanse Umbrië.	[f3]Umbro Queimado[]: Uma cor térrea conseguida\natravés do aquecimento de argila rica em ferro\nproveniente da região de Úmbria, na Itália.	[f3]Умбра жженая[] — природная краска,\nназванная в честь итальянской Умбрии.\nЕе получают из железистой глины.	[f3]Yanık Umber[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	[f3]Yanık Ombra[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
common/defaultpalette-en.stb	5	technical-style	[f3]Scarlet Lake[] - Prized for its brilliance, even though artists knew it would fade with exposure to light.	[f3]Rouge écarlate[] : réputé pour son éclat, même\nsi les artistes savaient que ce pigment se\ndécolorait par exposition à la lumière.	[f3]Scharlachlack[] - Verfügt über einen besonderen\nGlanz. Wobei bekannt war, dass die Farbe\nverblasst, wenn man sie dem Licht aussetzt.	[f3]Laca escarlata[]: muy preciado por su brillo, a pesar de que se sabe que pierde intensidad al exponerse a la luz.	[f3]Rosso scarlatto[]: un colore apprezzato per la\nsua brillantezza, anche se tende a sbiadire\nquando viene esposto alla luce.	[f3]Scharlakenrood[]: is populair om zijn helderheid, ondanks dat de kleur bij blootstelling aan licht langzaam vervaagt.	[f3]Escarlate Luminoso[]: Altamente valorizado\npelos artistas devido ao seu brilho, embora\ntenda a desvanecer com a exposição à luz.	[f3]Красная яркая[] — яркий цвет этой краски\nвысоко ценится художниками, хотя он\nтускнеет под воздействием света.	[f3]Kızıl Lak[] - Sanatçılar ışıkta solacağını bilmelerine rağmen parlaklığı nedeniyle çok değer verilen bir pigmentti.	[f3]Scarlet Lake[] - Sanatçılar ışıkta solacağını bilmelerine rağmen parlaklığı nedeniyle çok değer verilen bir pigmentti.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
common/defaultpalette-en.stb	11	technical-style	[f3]Cerulean Blue[] - A cobalt-derived pigment, prized for painting skies due to its purity.	[f3]Bleu céruléen[] : ou bleu « céleste », pigment\nà base de cobalt très apprécié pour peindre\nles cieux en raison de sa pureté.	[f3]Coelinblau[] - Aus Kobalt gewonnenes Pigment,\ndas wegen seiner Reinheit für das Malen des\nHimmels geschätzt wird.	[f3]Azul cerúleo[]: pigmento derivado del cobalto. Muy preciado para pintar los colores del cielo debido a su pureza.	[f3]Blu ceruleo[]: un pigmento derivato dal cobalto.\nData la sua purezza, è spesso utilizzato per\ndipingere il cielo.	[f3]Ceruleumblauw[]: pigment dat is afgeleid van kobalt. Is vanwege zijn puurheid populair voor het schilderen van luchten.	[f3]Azul Cerúleo[]: Um pigmento derivado do cobalto, valorizado na pintura de céus devido à sua elevada pureza.	[f3]Церулеум синий[] — кобальтовый пигмент,\nкоторый идеально подходит для\nизображения неба благодаря чистоте цвета.	[f3]Serulean Mavisi[] - Kobalttan elde edilen, saflığı sayesinde gökyüzü resimlerinde çok değer verilen bir pigment.	[f3]Cerulean Mavisi[] - Kobalttan elde edilen, saflığı sayesinde gökyüzü resimlerinde çok değer verilen bir pigment.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
common/defaultpalette-en.stb	13	technical-style	[f3]Sap Green[] - Originally made from buckthorn berries. Modern versions are a blend of other paints.	[f3]Vert de nerprun[] : produit à l'origine à partir\nde baies de nerprun, les versions modernes\nsont des mélanges de divers pigments.	[f3]Saftgrün[] - Wurde ursprünglich aus dem Saft\nder Kreuzdornbeere hergestellt, heute aber \ndurch das Mischen anderer Farben. 	[f3]Verde savia[]: originariamente se obtenía a partir de las bayas del espino cerval. Hoy en día se consigue mezclando otras pinturas.	[f3]Verde vescica[]: in origine veniva prodotto dalle\nbacche di spincervino. Le versioni moderne\nsono una mescolanza di altri colori.	[f3]Sapgroen[]: werd oorspronkelijk gemaakt van wegedoornbessen. Wordt tegenwoordig gemaakt van verschillende andere pigmenten.	[f3]Verde Seiva[]: Originalmente obtido a partir\ndas bagas do espinheiro marítimo, as versões\natuais são uma combinação de outras tintas.	[f3]Травяная зеленая[] — краска, изначально\nполучаемая из ягод крушины. Сейчас ее\nпроизводят, смешивая другие краски.	[f3]Özsu Yeşili[] - Başlangıçta cehri meyvelerinden yapılırdı. Günümüzdeki çeşitleri başka boyaların karışımıdır.	[f3]Sap Green[] - Başlangıçta cehri meyvelerinden yapılırdı. Günümüzdeki çeşitleri başka boyaların karışımıdır.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
common/defaultpalette-en.stb	15	technical-style	[f3]Burnt Umber[] - An 'earth colour' made from heating iron-rich clay, originally from Umbria in Italy.	[f3]Terre d'ombre brûlée[] : terre colorante produite\npar calcination d'une argile riche en fer qui\nprovenait à l'origine d'Ombrie, en Italie.	[f3]Gebrannte Umbra[] - Eine „Erdfarbe“,\ndie durch das Erhitzen von eisenhaltigem\nLehm gewonnen wird. 	"[f3]Sombra tostada[]: ""color de tierra"" obtenido tras cocer arcilla rica en hierro, originaria de la región de Umbría, en Italia."	"[f3]Terra d'ombra bruciata[]: un ""colore di terra""\nottenuto riscaldando argilla ricca di ferro.\nOriginario dell'Umbria."	[f3]Gebrande omber[]: een 'aardekleur' die wordt gemaakt van verhitte, ijzerrijke klei. Komt oorspronkelijk uit het Italiaanse Umbrië.	[f3]Umbro Queimado[]: Uma cor térrea conseguida\natravés do aquecimento de argila rica em ferro\nproveniente da região de Úmbria, na Itália.	[f3]Умбра жженая[] — природная краска,\nназванная в честь итальянской Умбрии.\nЕе получают из железистой глины.	[f3]Yanık Umber[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	[f3]Yanık Ombra[] - Demir bakımından zengin kilin ısıtılmasıyla elde edilen bir 'toprak rengi'; adını İtalya'daki Umbria bölgesinden alır.	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
common/global-en.stb	230	form-volume	Landscape drawing in pencil. Learn about construction, geometric shapes and creating form.	Apprenez la construction, les\nformes géométriques et la\ncréation de volume dans ce\ndessin de paysage au crayon.	Bleistiftzeichnung einer Landschaft - Lerne etwas über die Konstruktion und Darstellung von Flächen und dreidimensionalen Objekten.	Dibujo paisajístico a lápiz. Estudio de la construcción, las formas geométricas y cómo crear forma.	Paesaggio a matita. Impara a costruire i profili\ndei soggetti e delle forme geometriche.	Leer over constructie, geometrische figuren en het creëren van vorm met deze landschapstekening.	Desenho paisagístico a lápis.\nAprenda acerca de construção,\nformas geométricas e volume.	Пейзажный рисунок\nкарандашами. Структура\nобъекта, геометрические\nфигуры, передача объема.	Kalemle manzara çizimi. Yapıyı kurmayı, geometrik şekilleri ve hacim oluşturmayı öğrenin.	Kalemle manzara çizimi. Yapıyı kurmayı, geometrik şekilleri ve form oluşturmayı öğrenin.	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
common/global-en.stb	236	form-volume	Learn about facial construction, form and lighting in our first pencil portrait lesson.	Découvrez la construction du\nvisage, du volume et de la\nlumière dans notre premier\nportrait au crayon.	Lerne beim Zeichnen unseres ersten Porträts etwas über den Aufbau des Gesichts und die Darstellung von Form und Lichtverhältnissen.	Primera lección de retrato a lápiz. Estudio de la estructura facial, forma e iluminación.	Prima lezione di ritratto a matita. Costruisci\nla struttura di un viso, definendone le forme e\nl'illuminazione.	Leer over gezichtsconstructie, vorm en belichting in deze eerste portretles met potlood.	Aprenda sobre construção\nfacial, forma e iluminação\nna primeira aula de retrato\na lápis.	Строение, форма\nи освещение лица\nна первом занятии\nпо портрету карандашом.	İlk kalem portre dersimizde yüzün yapısını, hacmi ve ışığı öğrenin.	İlk kalem portre dersimizde yüzün yapısını, formunu ve ışığı öğrenin.	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_01_Tulip/tulip-en.stb	25	technical-style	Stage 2 of 4 - Blocking In	Phase 2/4 : aplats de couleur	Stufe 2 von 4 - Flächen anlegen	Fase 2 de 4 - Manchar	Fase 2 di 4 - Definire le forme	Fase 2 van 4: invullen	Fase 2 de 4: Empastar	Этап 2 из 4. Закрашивание	4 Aşamanın 2.si - Ana Şekilleri Yerleştirme	4 Aşamanın 2.si - Ana Renkleri Yerleştirme	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_01_Tulip/tulip-en.stb	46	technical-style	Stage 2 of 4 - Blocking In	Phase 2/4 : aplats de couleur	Stufe 2 von 4 - Flächen anlegen	Fase 2 de 4 - Manchar	Fase 2 di 4 - Definire le forme	Fase 2 van 4: invullen	Fase 2 de 4: Empastar	Этап 2 из 4. Закрашивание	4 Aşamanın 2.si - Ana Şekilleri Yerleştirme	4 Aşamanın 2.si - Ana Renkleri Yerleştirme	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_01_Tulip/tulip-en.stb	58	technical-style	Stage 2 of 4 - Blocking In	Phase 2/4 : aplats de couleur	Stufe 2 von 4 - Flächen anlegen	Fase 2 de 4 - Manchar	Fase 2 di 4 - Definire le forme	Fase 2 van 4: invullen	Fase 2 de 4: Empastar	Этап 2 из 4. Закрашивание	4 Aşamanın 2.si - Ana Şekilleri Yerleştirme	4 Aşamanın 2.si - Ana Renkleri Yerleştirme	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_01_Tulip/tulip-en.stb	68	technical-style	Stage 2 of 4 - Blocking In	Phase 2/4 : aplats de couleur	Stufe 2 von 4 - Flächen anlegen	Fase 2 de 4 - Manchar	Fase 2 di 4 - Definire le forme	Fase 2 van 4: invullen	Fase 2 de 4: Empastar	Этап 2 из 4. Закрашивание	4 Aşamanın 2.si - Ana Şekilleri Yerleştirme	4 Aşamanın 2.si - Ana Renkleri Yerleştirme	Teknik sanat dili ve bağlam tutarlılığı gözden geçirildi.
lessons/LESSON_01_Tulip/tulip-en.stb	71	form-volume	Stage 3 of 4 - Adding Form	Phase 3/4 : mise en volume	Stufe 3 von 4 - Form hinzufügen	Fase 3 de 4 - Añadir forma	Fase 3 di 4 - Aggiungere forma	Fase 3 van 4: vorm toevoegen	Fase 3 de 4: Dar Forma	Этап 3 из 4. Объем	4 Aşamanın 3.sü - Hacim Kazandırma	4 Aşamanın 3.sü - Form Kazandırma	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_01_Tulip/tulip-en.stb	72	form-volume	In [f2]Stage Three[] we can start adding [f2]form[] to the tulip!	Dans la [f2]phase 3[], nous commencerons à donner\ndu [f2]volume[] à notre tulipe !	In [f2]Stufe drei[] können wir anfangen, der Tulpe\n[f2]Form[] zu geben.	En la [f2]tercera fase[], ¡podemos empezar a añadir la [f2]forma[] del tulipán!	Nella [f2]Fase 3[] inizieremo ad aggiungere [f2]forma[]\nal nostro tulipano!	In [f2]fase drie[] gaan we meer [f2]vorm[] aan de tulp geven!	Na [f2]terceira fase[] vamos começar a dar [f2]forma[]\nà tulipa!	На [f2]третьем этапе[] мы придадим [f2]объем[]\nтюльпану!	[f2]Üçüncü Aşamada[] laleye [f2]hacim[] kazandırmaya başlayabiliriz!	[f2]Üçüncü Aşamada[] laleye [f2]form[] kazandırmaya başlayabiliriz!	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_01_Tulip/tulip-en.stb	73	form-volume	The [f3]form[] of an object is what gives us the sense that it's [f2]solid[] and [f2]three-dimensional[].	Le [f3]volume[] d'un objet, c'est ce qui donne le\nsentiment d'avoir sous les yeux un [f2]solide[] en\n[f2]trois dimensions[].	Die [f3]Form[] eines Objekts lässt es\n[f2]solide[] und [f2]dreidimensional[] wirken.	La [f3]forma[] de un objeto es lo que nos proporciona la sensación de [f2]volumen[] y [f2]tridimensionalidad[].	La [f3]forma[] è ciò che in un oggetto ci suggerisce\nla sensazione di [f2]tridimensionalità[] e [f2]consistenza[].	De [f3]vorm[] van een object geeft ons het idee dat het [f2]tastbaar[] en [f2]driedimensionaal[] is.	A [f3]forma[] de um objeto é aquilo que nos dá\na sensação de [f2]solidez[] e [f2]tridimensionalidade[].	[f3]Придавая объем[] объекту, мы можем\nпередать ощущение [f2]трехмерности[]\nи [f2]массы[].	Bir nesnenin [f3]hacmi[], onu [f2]katı[] ve [f2]üç boyutlu[] algılamamızı sağlayan özelliktir.	Bir nesnenin [f3]formu[], onu [f2]katı[] ve [f2]üç boyutlu[] algılamamızı sağlayan özelliktir.	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_01_Tulip/tulip-en.stb	76	form-volume	Without [f2]light[], we wouldn't have shape, form or even colour...	Sans la [f2]lumière[], nous ne percevrions ni les\nformes, ni les volumes, ni même les couleurs...	Ohne [f2]Licht[] hätten wir keine Form, keine\nGestalt, ja noch nicht einmal Farbe!	Sin [f2]luz[], no tendríamos ni forma, ni volumen ni tan siquiera color...	Senza [f2]luce[] non ci sarebbero struttura, forma\ne nemmeno i colori... 	Zonder [f2]licht[] zouden we geen vorm en kleur kennen ...	Sem [f2]luz[] não teríamos forma, volume,\nnem sequer cor...	Без [f2]света[] мы не видели бы ни формы,\nни объема, ни даже цвета.	[f2]Işık[] olmasaydı şekil, hacim, hatta renk bile olmazdı...	[f2]Işık[] olmasaydı şekil, form, hatta renk bile olmazdı...	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_01_Tulip/tulip-en.stb	77	form-volume	...so when we talk about [f2]adding form[], what we mean is [f2]capturing the effects of the light[]!	... et quand on parle d'[f2]ajouter du volume[], cela\nconsiste en fait à [f2]saisir les jeux de lumière[] !	Deshalb bedeutet für uns [f2]Form geben[], dass wir\ndie [f2]Effekte des Lichtes sichtbar machen[].	así que cuando hablamos de [f2]añadir forma[], ¡a lo que nos referimos realmente es a [f2]capturar los efectos de la luz[]!	... perciò [f2]aggiungere forma[] significa riuscire\na [f2]cogliere gli effetti di luce[]!	... dus wanneer we het over [f2]vorm toevoegen[] hebben, bedoelen we eigenlijk dat we het [f2]effect van het licht willen vastleggen[]!	...portanto, quando falamos em [f2]dar forma[],\no que queremos é [f2]capturar os efeitos da luz[]!	А потому, говоря о [f2]придании объема[], мы\nподразумеваем передачу [f2]световых\nэффектов[]!	...yani [f2]hacim kazandırmaktan[] söz ettiğimizde aslında [f2]ışığın etkilerini yakalamayı[] kastediyoruz!	...yani [f2]form kazandırmaktan[] söz ettiğimizde aslında [f2]ışığın etkilerini yakalamayı[] kastediyoruz!	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
lessons/LESSON_01_Tulip/tulip-en.stb	85	form-volume	Stage 3 of 4 - Adding Form	Phase 3/4 : mise en volume	Stufe 3 von 4 - Form hinzufügen	Fase 3 de 4 - Añadir forma	Fase 3 di 4 - Aggiungere forma	Fase 3 van 4: vorm toevoegen	Fase 3 de 4: Dar Forma	Этап 3 из 4. Объем	4 Aşamanın 3.sü - Hacim Kazandırma	4 Aşamanın 3.sü - Form Kazandırma	Form/hacim ayrımı ve formu izleyen tarama dili teknik bağlama göre düzeltildi.
