file	id	format	source_en	source_fr	source_de	source_es	source_it	source_nl	source_pt	source_ru	tr_before	tr_after	reason
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	31	STB1.1	Remember that the [f2]closer together[] your hatching lines are, the [f2]darker[] the tone...	Souvenez-vous que plus vos lignes seront\n[f2]proches les unes des autres[], plus vous\nobtiendrez une nuance [f2]sombre[]...	Aber denk daran: Je [f2]näher aneinander[]\ndie Schraffurlinien liegen, desto [f2]dunkler[]\nwird der Farbton.	Recuerda que cuanto [f2]más juntos hagas[] los trazos de tramado, más [f2]oscuro[] será el tono.	Ricordati che più i tratti sono [f2]vicini tra loro[] e più\nil tono sarà [f2]scuro[]...	Denk eraan dat de toon [f2]donkerder[] wordt naarmate je arceringslijnen [f2]dichter op elkaar[] staan.	Lembre-se que, [f2]quanto mais próximas[] estiverem\nas linhas de hachura, mais [f2]escuro[] será o tom...	Помни, что чем [f2]плотнее[] расположены\nлинии штриховки, тем более [f2]темным[]\nбудет тон.	Tarama çizgileriniz [f2]birbirine yaklaştıkça[] tonun [f2]koyulaştığını[] unutmayın...	Tarama çizgilerin [f2]birbirine yaklaştıkça[] tonun [f2]koyulaştığını[] unutma...	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	35	STB1.1	I'm going to [f2]talk you through the stages[] first, and then let you loose to do your drawing.	Je vais vous [f2]présenter les différentes étapes[],\npuis je vous laisserai vous débrouiller avec\nvos crayons.	Ich werde dich erst [f2]durch die einzelnen Stufen\nbegleiten[], damit du dich danach bei deinem\nBild voll und ganz entfalten kannst.	Primero, [f2]te guiaré por las distintas fases[] y luego podrás dibujar a tu gusto.	Adesso ti [f2]illustrerò le fasi[] una dopo l'altra,\ndopodiché avrai tutto il tempo e la libertà\ndi creare la tua opera.	Ik geef je eerst een [f2]uitleg per fase[], waarna je in alle rust aan je tekening kunt werken.	Primeiro vou [f2]explicar-lhe as fases[] e, em seguida,\ndeixo-o à vontade para fazer o seu desenho.	Сначала я [f2]объясню все этапы\nработы над рисунком[], а затем ты\nсможешь выполнить их от начала\nдо конца.	Önce [f2]aşamaları size anlatacağım[], ardından çizimi size bırakacağım.	Önce [f2]aşamaları sana anlatacağım[], ardından çizimi sana bırakacağım.	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	38	STB1.1	You may find the [f2]grid[] useful here to get the shapes right.	La [f2]grille[] pourra vous être utile pour bien\nreproduire les formes.	Bei der Erstellung der Formen kann sich das\n[f2]Gitternetz[] als hilfreich erweisen.	Puedes utilizar la [f2]cuadrícula[] para asegurarte de que dibujas bien las formas.	Se vuoi, puoi utilizzare la [f2]griglia[] per tracciare\ncorrettamente le forme.	Om de vormen goed te krijgen kun je hier eventueel het [f2]raster[] gebruiken.	A [f2]grelha[] poderá ser-lhe útil para encontrar\nas formas certas.	Возможно, тебе пригодится [f2]сетка[],\nчтобы верно изобразить формы.	Şekilleri doğru yerleştirmek için burada [f2]ızgara[] işinize yarayabilir.	Şekilleri doğru yerleştirmek için burada [f2]ızgara[] işine yarayabilir.	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	47	STB1.1	If you need a reminder of the stages as you work, you can either [f2]replay this introduction[]...	Si vous voulez revoir les étapes de mon dessin,\nvous pouvez [f2]revoir cette introduction[]...	Wenn du während des Zeichnens eine\nAuffrischung des in den Stufen Gelernten\nbenötigst, kannst du dir die [f2]Einführung noch\neinmal ansehen[].	Si necesitas refrescar la memoria sobre cualquiera de las fases, puedes [f2]repetir la introducción[]...	Se ti dimentichi qualche fase mentre stai\ndisegnando, puoi [f2]rivedere questa introduzione[]...	Als je de uitleg per fase later in de les nog eens wilt doornemen, kun je [f2]deze inleiding opnieuw afspelen[] ...	Se necessitar de um lembrete das fases à medida\nque vai trabalhando, pode [f2]repetir esta\nintrodução[]...	Если в процессе рисования тебе\nпотребуется освежить в памяти эти\nэтапы, можешь [f2]повторить введение[]	Çalışırken aşamaları hatırlamak isterseniz bu [f2]girişi yeniden izleyebilir[]...	Çalışırken aşamaları hatırlamak istersen bu [f2]girişi yeniden izleyebilir[]...	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	48	STB1.1	...or press [f2]Left or Right[] on the [f2]+Control Pad[] when [f2]my drawing[] is on the upper screen.	... ou appuyer sur [f2]gauche ou droite[] sur la\n[f2]manette +[] quand [f2]mon dessin[] est affiché\nà l'écran supérieur.	Oder aber du drückst auf dem [f2]Steuerkreuz\nnach links oder rechts[], wenn [f2]mein Bild[] auf\ndem oberen Bildschirm erscheint.	o pulsar [f2]izquierda o derecha[] en la [f2]cruz de control[] cuando [f2]mi obra[] aparezca en la pantalla superior.	... oppure puoi premere la [f2]pulsantiera +[] verso\n[f2]sinistra[] o verso [f2]destra[] quando il mio disegno\nsi trova sullo schermo superiore.	... of naar [f2]links of rechts[] op de [f2]richtingsknop[] drukken terwijl [f2]mijn tekening[] op het bovenste scherm te zien is.	...ou premir [f2]direita ou esquerda[] no\n[f2]Botão Direcional[] quando [f2]o meu desenho[]\nestiver no ecrã superior.	или нажать [f2]влево или вправо[] на\n[f2]кнопках направлений[], когда на\nверхнем экране показан [f2]мой рисунок[].	...ya da üst ekranda [f2]benim çizimim[] varken [f2]+Kontrol Tuşu[]'nda [f2]Sol veya Sağ'a[] basabilirsiniz.	...ya da üst ekranda [f2]benim çizimim[] varken [f2]+Kontrol Tuşu[]'nda [f2]Sol veya Sağ'a[] basabilirsin.	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	49	STB1.1	This will take you through [f2]all the different stages[] of my image in turn.	Cela vous permettra de faire défiler [f2]toutes les\nétapes[] de mon dessin l'une après l'autre.	Dies führt dich der Reihe nach durch [f2]alle\nStufen[] meines Bildes.	Así podrás ver [f2]las diferentes fases[] de mi obra.	In questo modo potrai fare un ripasso di [f2]tutte\nle varie fasi[] che compongono la creazione della\nmia opera.	Hiermee kun je [f2]alle verschillende fasen[] van mijn tekening nog eens doorlopen.	Isso mostrará [f2]todas as fases[] de evolução da\nminha imagem.	Так ты можешь по порядку\nпереключать [f2]этапы[]\nмоей работы над рисунком.	Böylece resmimin [f2]tüm farklı aşamalarını[] sırayla görebilirsiniz.	Böylece resmimin [f2]tüm farklı aşamalarını[] sırayla görebilirsin.	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	50	STB1.1	The [f2]reminder screen[] will offer [f2]tips[] for each stage, so you'll do just fine! Good luck!	L'[f2]écran mémo[] vous donnera des [f2]conseils[] pour\nchacune de ces étapes.	Auf dem [f2]Erinnerungsbildschirm[] erhältst du\nweitere [f2]Tipps[] für jede Stufe. Mach dir also\nkeine Sorgen! Und viel Glück!	En la [f2]pantalla de recordatorio[], encontrarás [f2]consejos[] para cada fase, ¡así que no te preocupes! ¡Te deseo suerte!	Lo [f2]schermo promemoria[] ti darà utili [f2]consigli[]\nper ogni fase, quindi vedrai che non ci saranno\nproblemi. Buona fortuna!	In de [f2]geheugensteuntjes[] vind je per fase ook nog wat [f2]tips[], dus het gaat je ongetwijfeld lukken! Succes!	O [f2]ecrã de lembrete[] disponibiliza\n[f2]dicas[] para cada fase. Boa sorte!	На [f2]экране задания[] будут [f2]указания[]\nдля каждого этапа работы, они\nпомогут тебе! Удачи!	[f2]Hatırlatma ekranında[] her aşama için [f2]ipuçları[] da olacak; hiç zorlanmayacaksınız. Bol şans!	[f2]Hatırlatma ekranında[] her aşama için [f2]ipuçları[] da olacak; hiç zorlanmayacaksın. Bol şans!	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	51	STB1.1	Wonderful! I hope you had fun in this first drawing [f2]mini lesson[].	Superbe ! J'espère que ce premier [f2]exercice[]\nvous a plu.	Wunderbar! Ich hoffe, du hattest Spaß bei\ndieser ersten [f2]Mini-Lektion[].	¡Sensacional! Espero que te hayas divertido en la primera [f2]clase extra[].	Benissimo! Spero che ti sia piaciuta questa\nprima [f2]mini lezione[] di disegno.	Fantastisch! Ik hoop dat je deze eerste [f2]korte les[] leuk vond.	Que maravilha! Espero que se tenha divertido\nneste primeiro [f2]exercício[] de desenho.	Прекрасно! Надеюсь, тебе\nпонравилось первое [f2]короткое\nзанятие[] по рисунку.	Harika! Umarım bu ilk çizim [f2]mini dersinde[] eğlenmişsinizdir.	Harika! Umarım bu ilk çizim [f2]mini dersinde[] eğlenmişsindir.	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	54	STB1.1	Drawings can help you [f2]prepare[] for a painting, or to understand your subject...	Un dessin peut être une étude pour [f2]préparer[]\nune peinture ou mieux comprendre son sujet...	Zeichnungen können dir bei der [f2]Vorbereitung[]\nauf ein Gemälde oder bei dem Verständnis\neines Motivs behilflich sein.	Los dibujos resultan útiles a la hora de [f2]preparar[] una pintura o entender el motivo elegido.	Il disegno è un mezzo che può essere utile per\n[f2]prepararti[] ad affrontare un dipinto oppure per\ncomprendere meglio il tuo soggetto...	Tekeningen kunnen je helpen bij de [f2]voorbereiding[] op een schilderij, of bij het begrijpen van je onderwerp ...	Desenhar pode ajudá-lo a [f2]preparar[] uma pintura,\na compreender o objeto...	Рисунок поможет [f2]подготовиться[]\nк созданию картины или лучше\nпонять выбранный объект.	Çizimler bir resme [f2]hazırlanmanıza[] veya konunuzu daha iyi anlamanıza yardımcı olabilir...	Çizimler bir resme [f2]hazırlanmana[] veya konunu daha iyi anlamana yardımcı olabilir...	voice/style
Mini_lessons/LESSON_02_M1_Mushrooms/mushrooms-en.stb	58	STB1.1	Be willing to [f2]mix things up[] and try different media, colours and techniques!	N'hésitez pas à [f2]mélanger[] et à essayer différents\noutils, couleurs et techniques !	Sei bereit für ein bisschen [f2]Abwechslung[] und\nversuche dich an verschiedenen Werkzeugen,\nFarben und Techniken!	¡Atrévete a [f2]poner en conjunto todo[] y a probar diferentes utensilios, colores y técnicas!	Cerca sempre di [f2]variare[] usando tecniche, mezzi\ne colori diversi.	Wees niet bang om verschillende materialen, kleuren en technieken te [f2]combineren[]!	Disponha-se a [f2]misturar as coisas[] e experimente\ndiferentes ferramentas, cores e técnicas!	[f2]Обогати свой опыт[], используя\nразличные инструменты, техники и\nцветовые палитры для рисунка!	[f2]Çeşitlilikten çekinmeyin[]; farklı malzemeler, renkler ve teknikler deneyin!	[f2]Çeşitlilikten çekinme[]; farklı malzemeler, renkler ve teknikler dene!	voice/style
Mini_lessons/LESSON_03_M1_Avocado/avocado-en.stb	1	STB1.1	[b1][i1]Start off by painting an [f2]outline[] of the avocado with the small, flat brush.[][b1][i1]Use the [f2]grid tool[] if you need it, or have a go at doing it by eye![]	[b1][i1]Commencer par peindre le\n[f2]contour[] des deux moitiés de\nl'avocat avec le pinceau plat fin.[][b1][i1]S'aider de la [f2]grille[] au besoin, ou\nessayer un tracé à vue d'œil ![]	[b1][i1]Beginne mit der Arbeit, indem du\nden [f2]Umriss[] der Avocado mit dem\nkleinen flachen Pinsel malst.[][b1][i1]Verwende das [f2]Gitternetz[], falls\nerforderlich, oder versuche nach\nAugenmaß zu zeichnen![]	[b1][i1]Comienza pintando el [f2]contorno[] del aguacate con el pincel plano pequeño.[][b1][i1]Usa la [f2]cuadrícula[] si la necesitas, ¡o inténtalo a ojo![]	[b1][i1]Inizia con uno [f2]schizzo[] dell'avocado\nusando il pennello piatto piccolo.\n[][b1][i1]Usa la [f2]griglia[] se ne hai bisogno,\nma puoi anche provare a\ndisegnare a occhio![]	[b1][i1]Begin met het schilderen van de [f2]omtrek[] van de avocado met een klein, plat penseel.[][b1][i1]Je kunt het [f2]raster[] gebruiken, of proberen om het zonder hulp te doen.[]	[b1][i1]Comece por pintar o [f2]contorno[]\ndo abacate com o pincel plano\npequeno.\n[][b1][i1]Utilize a [f2]grelha[] se precisar dela\nou experimente fazer a olho![]	[b1][i1]Обозначь [f2]контур[] авокадо\nтонкой плоской кистью.\n[][b1][i1]Используй [f2]сетку[], если\nнужно, или определи\nрасположение на глаз![]	[b1][i1]Küçük yassı fırçayla avokadonun [f2]konturunu[] çizerek başlayın.[][b1][i1]Gerekirse [f2]ızgara aracını[] kullanın; isterseniz göz kararı da deneyebilirsiniz![]	[b1][i1]Küçük yassı fırçayla avokadonun [f2]konturunu[] çizerek başla.[][b1][i1]Gerekirse [f2]ızgara aracını[] kullan; istersen göz kararı da deneyebilirsin![]	voice/style
