index,key,F,G,I,S,U,TR
10,MID_様子_単独_ソール,"L'entraînement a porté ses fruits, mais il
m'a aussi donné très faim...","Ich habe ein wenig geübt. Aber Junge, habe
ich jetzt einen Hunger...","Ho fatto un po' di allenamento extra,
ma adesso ho una fame da lupi.","He estado practicando. Eso sí, con tanto
ejercicio me ha entrado un hambre...","I got in a quick practice, but boy
did I ever work up an appetite...","Hızlı bir antrenmana çiktim
ama hiç istahim açıldı mı..."
11,MID_様子_単独_カラム,"Je me suis entraîné en cachette...
De toute façon, personne ne me voit.","Ich habe ein bisschen geübt, als niemand
zusah. Niemand sieht jemals zu...","Ho fatto dell'allenamento extra. Sembro
più imponente, eh? Neanche un po'?","Je... He estado entrenando sin que me viera
nadie... Bueno, a mí nunca me ve nadie.","I snuck in some training while no one was
looking...and no one's ever looking...","Kimse bakmazken ve hiç kimse
bakmazken gizlice bir eğitime katıldım..."
12,MID_様子_単独_リヒト,"Je me suis entraîné. Avec ça, on ne me
prendra plus à la légère !","Ich habe noch ein bisschen geübt. Ich muss
beweisen, dass ich allein zurechtkomme!","Ho fatto un po' di allenamento extra.
Così potrò farmi valere!","He estado practicando de vez en cuando.
¡Quiero demostrar que sé cuidarme solo!","I snuck in some practice.
Gotta prove that I can hold my own!","Biraz gizlice antrenman yaptım.
Tek başıma savaşabildiğimi
kanıtlamalıyım!"
13,MID_様子_単独_ヴェイク,"Le champion s'est entraîné... même si ce
n'était pas vraiment nécessaire.","Der Lehrmeister hat ein wenig geübt.
...Nicht, dass er es nötig hätte!","Il maestro ha fatto un po' di allenamento
extra. Non che fosse necessario...","El Maestro ha estado entrenando un poco...
¡aunque no lo necesite!","Teach worked in a little practice.
...Not that it's needed!","Teach biraz pratik yaptı.
...gerekli olduğundan değil!"
14,MID_様子_単独_リベラ,"Je me suis entraîné aux armes, mais je
reste bien meilleur pour la prière.","Ich habe noch ein bisschen geübt. Obwohl
mir Gebete eigentlich eher liegen...","Ho fatto un po' di allenamento extra, ma
ammetto che a pregare me la cavo meglio.","Entre oraciones y rezos, he conseguido
sacar un poco de tiempo para entrenar.","I managed to sneak in some practice,
but I must admit I'm better with prayers.","Biraz pratik yapmayı başardım ama itiraf
etmeliyim ki dua konusunda daha iyiyim."
15,MID_様子_単独_ロンクー,"Je viens de découper quelques brigands.
Ça me permet de rester en forme.","Ich habe zwischendurch ein paar Banditen
gevierteilt... um meine Arme zu lockern...","Non c'è allenamento migliore
della caccia al brigante.","Nada mejor para mantenerse en forma que
aniquilar a unos cuantos bandidos.","I just cut down a couple brigands in the
meantime... Gotta keep my arms loose...","Bu arada birkaç haydutu
kestim... Kollarımı gevşek tutmaliyim..."
16,MID_様子_単独_グレゴ,Il faut s'entraîner plus pour gagner plus !,"Ho! Gregor nehmen Zeit für Training. Mehr
Training machen Gregor mehr kampfbereit!","Ecco! È buono fare allenamento extra.
Gregor è pronto per combattere!","¡Jo, jo! Entrenar ser mucho bueno.
¡Gregor estar preparado para más lucha!","There! Is good to sneak in extra training.
Makes Gregor ready for more fighting!","Orada! Ekstra eğitime gizlice girmek
iyidir. Gregor'u daha fazla dövüşe hazır
hale getiriyor!"
17,MID_様子_単独_ガイア,"Après un tel entraînement, j'ai besoin
d'une friandise...","Ich habe noch ein wenig geübt, aber jetzt
könnte ich wirklich was Süßes gebrauchen.","Ho fatto un po' di allenamento extra.
Ora vorrei una razione extra di zuccheri.","He estado entrenando... y ahora necesito
un poco de azúcar para recuperar fuerzas.","I snuck in some practice, but I could use
a sugar boost in a big bad way.","Biraz antrenmana gizlice girdim ama şeker
takviyesini çok kötü bir şekilde
kullanabilirim."
18,MID_様子_単独_ヴィオール,"Cet entraînement m'a éreinté, je ne dois
pas être beau à voir.","Die Zusatzübungen haben mich erschöpft,
aber wenigstens sieht man es mir nicht an.","Questo allenamento extra mi ha sfiancato,
ma a guardarmi non si direbbe.","Tanto ejercicio me ha dejado exhausto, mas
con mi elegancia natural ni se me nota.","This extra training has left me exhausted,
but at least I have the grace to not look it.","Bu ekstra eğitim beni bitkin düşürdü ama
en azından buna bakmama nezaketine
sahibim."
19,MID_様子_単独_ヘンリー,"L'entraînement, c'est la vie... !
En tout cas, c'est mon avis.","Wenn Übung den Meister macht, dann
übe ich ganz meisterhaft! Hehehehe!","Ho fatto un po' di allenamento extra.
Magari acquisirò poteri segreti. Niah ah ah!","Si la práctica hace al maestro... yo no
debo de andar muy lejos de la maestría.","If practice makes perfect, then an extra
bit of practice is perfectly fine by me.","Eğer pratik mükemmellestiriyorsa, o zaman
fazladan biraz pratik yapmak benim için
tamamen uygundur."
20,MID_様子_単独_ドニ,"Boudiou ! C't'entraînement l'est plus dur
que d'manier la bêche et la faux !","Puh! So'n bisschen Zusatzübung ist härter
als'n Tag auf'm Acker!","Ho fatto un po' di allenamento extra.
È più dura che arare i campi!","¡Uf! He esta'o practicando un poquillo...
¡y es más duro que cavar zanjas!","I snuck in some practice, and it's harder
than plowin' the fields any which day!","Biraz antrenmana gizlice girdim ve bu,
herhangi bir günde tarlalari sürmekten
daha zor!"
21,MID_様子_単独_スミア,"Si quelqu'un avait besoin d'entraînement,
c'était bien moi...","Ich habe noch etwas geübt. Wenn es jemand
nötig hat, dann bin ich das...","Ho fatto un po' di allenamento extra.
Se avete bisogno di aiuto, sono qui...","En cuanto tengo oportunidad, entreno un
poco, porque yo lo necesito más que nadie.","I snuck in some practice.
If anyone needs it, it's me...","Biraz pratik yaptım.
İhtiyacı olan biri varsa o da benim..."
22,MID_様子_単独_リズ,"Je me suis bien entraînée. Il faut rester au
même niveau que les autres, après tout.","Ich habe etwas geübt. Muss ja schließlich
mit den anderen mithalten.","Ho fatto un po' di allenamento extra.
D'altronde devo stare al passo con gli altri.","He de seguir entrenando para mantenerme
a la altura de los demás.","I snuck in some practice. Gotta keep
up with the others, after all.","Biraz pratik yaptım. Sonuçta
diğerlerine ayak uydurmak lazım."
23,MID_様子_単独_ソワレ,"Aaah, rien ne vaut un bon entraînement !","Ich hab noch ein paar Zusatzübungen
eingeschoben. Hat sich echt gut angefühlt.","Ho fatto un po' di allenamento
extra e mi sento benone.","Siempre entreno un poco después de las
sesiones oficiales. ¡Y estoy como un toro!","I snuck in a little extra training.
Felt damn good, too.","Biraz ekstra eğitime katıldım. Ben
de çok iyi hissettim."
24,MID_様子_単独_マリアベル,"Il faut savoir mettre la main à la pâte.
Moi aussi je sais m'entraîner !","Ich habe noch ein wenig extra geübt. Ich
scheue mich nicht vor zusätzlicher Arbeit.","Ho fatto un po' di allenamento extra.
Lo sforzo fisico non mi spaventa.","He ensayado en mis ratos libres. No se me
van a caer los anillos por esforzarme más.","I managed some additional practice.
I'm not afraid of a little extra work.","Biraz ek pratik yapmayı
başardım. Biraz ekstra işten korkmuyorum."
25,MID_様子_単独_ティアモ,"L'entraînement est la voie royale vers la
perfection.","Ich habe noch etwas mehr geübt.
Exzellenz hat ihren Preis.","Ho fatto un po' di allenamento extra.
La fatica è il primo passo verso l'eccellenza.","He estado entrenando, pues el esfuerzo
allana el camino hacia la excelencia.","I snuck in some training.
Effort is the start of excellence.","Biraz eğitime katıldım.
Çaba mükemmelligin başlangicidir."
26,MID_様子_単独_ベルベット,"Je me suis entraînée car je me dois de faire
honneur à ma garenne.","Ich habe ein bisschen zusätzlich geübt.
Ich muss mein Volk gut repräsentieren.","Ho fatto un po' di allenamento extra.
Un piccolo tributo alle usanze umane.","Me he entrenado a conciencia. Quiero
ser un orgullo para mi raza.","I snuck in some extra training.
I must represent my people proudly.","Biraz ekstra eğitime katıldım.
Halkımı gururla temsil etmeliyim."
27,MID_様子_単独_ノノ,"Je me suis entraînée à rugir ! Au premier
« Groaar ! », les méchants vont frémir !","Ich habe mein Drachengebrüll geübt! Davor
nimmt jetzt jeder Reißaus! ...Hoffentlich.","Ho perfezionato il mio ruggito! ROARRR!
Adesso dovrei spaventare più nemici.","¡He estado practicando mi rugido!
A ver si así ahuyento mejor a los malos.","I practised my dragon RAWR! Hopefully
it'll scare away more baddies now.","Ejderhamin RAWR'i üzerinde çalıştım!
Umarım artık daha fazla kötüyü korkutup
kaçirir."
28,MID_様子_単独_オリヴィエ,"Je me suis entraînée aux armes, en plus
de la danse. Ça pourrait être utile...","Ich habe an der Waffe geübt. Ich kann mich
ja nicht nur auf meine Tänze verlassen.","Ho fatto un po' di allenamento extra. Non
posso contare solo sui miei passi di danza.","No solo he estado ensayando mis bailes;
también he practicado con las armas.","I snuck in some weapon practice. Can't
rely on dancing all the time, after all.","Biraz silah antrenmanina girdim.
Sonuçta her zaman dans etmeye güvenemem."
29,MID_様子_単独_セルジュ,"Je me suis entraînée, mais j'ai
encore tant à apprendre...","Ich habe ein wenig zusätzlich geübt, aber
ich habe immer noch viel zu lernen...","Ho fatto un po' di allenamento extra, ma
devo ancora migliorare la resistenza...","Lo estoy danto todo en los entrenamientos.
Me queda tanto por aprender...","I snuck in a bit of training, but I
still have much to learn...","Biraz eğitim aldım ama hâlâ
öğrenecek çok şeyim var..."
30,MID_様子_単独_ミリエル,"Je me suis entraînée en respectant une
méthodologie maintes fois éprouvée.","Ich habe ein paar Zusatzübungen eingebaut.
Ich war schon immer sehr gewissenhaft.","Ho fatto un po' di allenamento extra.
Con lo zelo che mi contraddistingue...","He incluido ejercicios adicionales en mi
entrenamiento. Soy una persona aplicada.","I managed additional training. But then, I've
always been conscientious of such matters.","Ek eğitim yönettim. Ama bu tür
konulara her zaman duyarlı oldum."
31,MID_様子_単独_サーリャ,"Chair tuméfiée ? Douleur inhumaine ?
Je ne faisais que m'entraîner...","Ich? Schreckliche Flüche zaubern? Oh, das
waren nur ÜBUNGSflüche. Ehrlich.","Io che lancio incantesimi micidiali?
Oh, ma era solo per allenamento. Giuro!","¿Que por qué he lanzado maleficios a
discreción? Estaba entrenando... Lo juro.","Me, weaving horrible, awful hexes? Oh,
those were just PRACTICE curses. Honest.","Ben, korkunç, berbat lanetler mi
dokuyorum? Ah, bunlar sadece UYGULAMA
lanetleriydi. Dürüst."
32,MID_様子_単独_ジェローム,"Je me suis entraîné. Je pensais pourtant
avoir dépassé ce stade...","Ich habe ein bisschen geübt. Man würde
meinen, so was brauche ich gar nicht mehr.","Ho fatto un po' di allenamento extra.
L'ho fatto più per diletto che per necessità.","Aunque no me hace falta, entreno hasta
en mi tiempo libre.","I snuck in some practice. You'd think
I would be beyond that by now...","Biraz pratik yaptım. Şimdiye kadar
bunun ötesinde olacağımı düşünürdün..."
33,MID_様子_単独_ウード,"Attaque secrète : LAME FURIEUSE ! Cet
entraînement me fait décidément du bien...","Geheime Fähigkeit... BINDENDE KLINGE!
Hiiiijaaa! ...Ja, die Extra-Übung hilft...","L'abilità segreta... LAMA VINCOLANTE!
Oh, sì. L'allenamento extra fa effetto!","Técnica secreta... ¡HOJA DOBLEGADORA!
¡Yaaaaaah! Sí, ya se nota el entrenamiento.","Secret Art...BINDING BLADE! Heeyaah!
Yes, I can feel the extra training working...","Gizli Sanat... BAĞLAYICI BIÇAK! Heeyaah!
Evet, ekstra eğitimin ise yaradığını
hissedebiliyorum..."
34,MID_様子_単独_アズール,"Je me suis bien entraîné ! J'espère que ça
améliorera mes chances avec les filles...","Ich habe etwas geübt... wenn du weißt, was
ich meine. Was? Nein, KAMPFübungen.","Ho fatto un po' di allenamento... Come?
No, non di danza, di combattimento!","He estado practicando un poco, ya sabes...
¿Qué? ¡No, con las armas! ¡Je, je!","I snuck in some practice, if you know what
I mean... What? No, FIGHTING practice.","Biraz antrenmana gizlice girdim, ne demek
istediğimi anlıyorsan... Ne? Hayır, DÖVÜŞ
antrenmanı."
35,MID_様子_単独_ブレディ,"Je me suis bien entraîné. Maintenant si
j'arrivais à garder mon arme en main...","Ich habe geübt. Wenn mir bloß meine Waffe
nicht immer aus der Hand fliegen würde...","Ho fatto un po' di allenamento extra.
Se solo l'arma non mi sfuggisse di mano!","He entrenado un poco, a ver si no se me
cae el arma esta vez.","I snuck in some practice. Now if I could just
keep my weapon from flyin' outta my hand...","Biraz pratik yaptım. Şimdi eğer silahimin
elimden uçmasini engelleyebilseydim..."
36,MID_様子_単独_シャンブレー,"Je me suis entraîné à me cacher dans les
trous... C'est pas la peur, c'est l'instinct !","Ich habe geübt. Und zwar VERSTECKEN!
...Was soll ein Häschen auch sonst tun?","Ho fatto un po' di allenamento extra.
Adesso sono un fenomeno a nascondino.","He estado practicando técnicas de
camuflaje, como buen conejo.","I snuck in some practice. HIDING practice!
...What else is a bunny to do?","Biraz pratik yaptım. GIZLENME alistirmasi!
...Bir tavşanın başka ne yapması gerekir?"
37,MID_様子_単独_ロラン,"Je me suis bien entraîné. Grâce aux conseils
de ma mère, tout s'est très bien déroulé.","Ich habe geübt. Dank der Hilfe meiner
Mutter lief es hervorragend.","Ho fatto un po' di allenamento ed è filato
tutto liscio grazie alle dritte di mia mamma.","He entrenado bajo las directrices de mi
madre. Por supuesto, todo ha ido perfecto.","I snuck in some practice. Thanks to my
mother's guidance, it went perfectly.","Biraz pratik yaptım. Annemin yönlendirmesi
sayesinde her şey mükemmel gitti."
38,MID_様子_単独_マーク男,"Je me suis un peu entraîné. Peut-être qu'il y
a encore de l'espoir en tant que stratège !","Ich habe ein wenig geübt. Vielleicht besteht
für mich als Taktiker doch noch Hoffnung!","Ho fatto un po' di allenamento extra.
Forse posso già competere come stratega!","He estado entrenando. ¡A lo mejor tengo
futuro como estratega y todo!","I snuck in some practice. Maybe there's
hope for me as a tactician yet!","Biraz pratik yaptım. Belki bir taktikçi
olarak benim için henüz bir umut vardır!"
39,MID_様子_単独_マルス,"Je me suis entraînée, mais est-ce que cela
suffira...","Ich habe ein paar Zusatzübungen gemacht...
Aber wird das genug sein?","Ho fatto allenamento, ma non basta se
voglio cambiare il corso del futuro...","He entrenado en mis ratos libres,
pero temo que no sea suficiente...","I snuck in some practice,
but will it be enough...","Biraz pratik yaptım
ama yeterli olacak mı?"
40,MID_様子_単独_デジェル,"Je me suis entraînée mais je préfère de loin
me battre contre un véritable adversaire.","Ich habe geübt... Aber es ist nicht dasselbe,
wenn man auf niemanden einschlagen kann.","Ho fatto un po' di allenamento, ma non è
come darle a nemici in carne ed ossa.","Odio los monigotes de práctica. Prefiero
un cuerpo de carne y hueso al que aporrear.","I snuck in some good practice, but it's not
the same without a real body to beat on.","Gizlice bazı iyi antrenmanlar yaptım ama
yenilecek gerçek bir vücut olmadan bu aynı
şey değil."
41,MID_様子_単独_シンシア,"Vous avez vu ? Ça, c'est de l'entraînement !
Je suis devenue terriblement puissante !","Seht ihr das? So übt eine wahre Meisterin!
Ich bin jetzt so stark, es ist furchterregend.","La sessione di allenamento per campioni!
La mia forza ora è inquietante.","¡Todo se lo debo al entrenamiento especial
de campeones! ¡Ahora soy ultrafuerte!","See that? The practice session of
champions! I'm so strong now, it's scary.","Bunu gördün mü? Sampiyonlarin antrenman
seansı! Artık o kadar güçlüyüm ki, bu
korkutucu."
42,MID_様子_単独_セレナ,"Cet entraînement m'a fait transpirer...
Je déteste l'entraînement !","Ich habe ein wenig geübt, aber jetzt bin ich
total verschwitzt. Ich HASSE Üben.","Ho fatto un po' di allenamento extra,
ma che sudata. Odio le esercitazioni.","He estado entrenando... pero lo odio
porque me hace sudar.","I snuck in some practice, but now I'm all
sweaty. I HATE practice.","Biraz antrenmana gizlice girdim ama şimdi
tamamen terledim. Pratik yapmaktan nefret
ediyorum."
43,MID_様子_単独_ノワール,"Je me suis entraînée !
QUI OSERA M'AFFRONTER ?!","Ich habe etwas geübt... WER WAGT ES NUN
NOCH, MIR GEGENÜBERZUTRETEN?!?","Ho fatto un po' di allenamento
e sono sull'orlo del collasso.","Yo... también he estado entrenando.
¡ENFRENTAOS A MÍ, SUCIOS MORTALES!","I snuck in some practice...
NOW WHO DARES FACE ME?!","Biraz antrenmana gizlice girdim... ŞİMDİ
KİM KARŞIMA ÇIKMAYA CESARET EDER?!"
44,MID_様子_単独_ンン,"J'ai volé en cercles autour des cimes...
Ça compte comme de l'entraînement, ça ?","Übung? Ich umkreiste den Gipfel und ließ
den Himmel mit meinem Gebrüll erbeben.","Ho sorvolato le montagne e scosso il cielo
con un ruggito. Conta come allenamento?","Volé hasta la cima de la montaña y rugí un
par de veces. ¿Eso cuenta como práctica?","I circled the peak and shook the heavens
with my roar. Does that count as practice?","Zirvenin etrafında döndüm ve kükrememle
gökleri salladim. Bu pratik sayılır mı?"
45,MID_様子_単独_マーク女,"Je me suis entraînée. Peut-être qu'il y a
encore de l'espoir en tant que stratège !","Ich habe ein wenig geübt. Vielleicht besteht
für mich als Taktikerin doch noch Hoffnung!","Ho fatto un po' di allenamento extra.
Forse posso già competere come stratega!","He estado entrenando. ¡A lo mejor tengo
futuro como estratega y todo!","I snuck in some practice. Maybe there's
hope for me as a tactician yet!","Biraz pratik yaptım. Belki bir taktikçi
olarak benim için henüz bir umut vardır!"
46,MID_様子_単独_パリス,"Je me suis un peu entraîné.
Plus personne ne peut me surpasser...","Ich konnte noch ein wenig üben.
Jetzt wird mich niemand mehr übertreffen!","Mi sono allenato più del solito.
Ora sono imbattibile.","He entrenado un poco por mi cuenta.
Ahora sí que soy imbatible.","I managed a quick training session.
None will ever surpass me now.","Hızlı bir antrenman seansı
başardım. Artık hiçbiri beni geçemez."
47,MID_様子_単独_バジーリオ,"Je me suis entraîné. Enfin, disons plutôt que
c'était un échauffement...","Ich habe ein wenig geübt.
Na ja, nennen wir es Aufwärmen...","Ho fatto un po' di allenamento. Beh, a dire
il vero, è stato piuttosto un riscaldamento.","He estado entrenando un poco, ¿se nota?
Bueno, más bien ha sido un calentamiento...","I snuck in some training.
Well, more like a warm-up...","Biraz eğitime katıldım.
Daha çok isinma turu gibi..."
48,MID_様子_単独_レンハ,"Je me suis entraîné encore et encore...
On ne s'entraîne jamais assez.","...Ich habe noch mehr geübt. Obwohl man
eigentlich nie genug üben kann.","Mi sono allenato più del solito, ma
l'allenamento non è mai troppo.","He practicado un poco más, pero
todo entrenamiento es poco.","...I have trained more, but one
can never train enough.","...Daha çok eğitim aldım ama asla
yeteri kadar antrenman yapamam."
49,MID_様子_単独_ヴァルハルト,"L'autosatisfaction est une intolérable
faiblesse. Je me suis donc encore entraîné.","Ich habe geübt. Selbstgefälligkeit ist
Schwäche. Ich werde stets weiter üben.","Il mio allenamento non è ancora sufficiente.
Autocompiacersi è segno di debolezza.","He estado practicando. El conformismo
denota debilidad.","I have trained more. Complacency is
weakness―I will never stop training.","Daha fazla eğitim aldım. Kayitsizlik
zayifliktir; antrenmanı asla
bırakmayacağım."
50,MID_様子_単独_ギャンレル,"Je me suis entraîné par ennui, mais je
préfère les exécutions à l'exercice.","Ich habe geübt, um zu sehen, wie sich das
anfühlt... Hinrichtungen gefallen mir besser.","Ho fatto un po' di allenamento, giusto per
provare, ma preferisco le esecuzioni.","He entrenado por probar... pero admito
que las ejecuciones son más entretenidas.","I snuck in some practice to see how it felt,
but I admit, I prefer executions to exercise.","Nasılmış diye gizlice biraz çalıştım;
ama doğrusu idmanı değil, idamı yeğlerim."
51,MID_様子_単独_サイリ,"Je m'entraîne dès que j'ai du temps libre.
Pourtant, cela ne suffit pas.","Ich übe in jeder freien Minute und es ist
dennoch nicht genug.","Mi alleno appena ho un momento libero,
ma non è ancora abbastanza.","Trato de aprovechar mi tiempo libre para
entrenar. Nunca hay que conformarse.","I train with every free moment,
yet still it does not suffice.","Her boş animda antrenman
yapıyorum ama yine de yeterli olmuyor."
52,MID_様子_単独_アンナ,"Je me suis bien entraînée. Je devrais être
capable de casser les prix ET les brigands.","Ich habe geübt. Ich muss schließlich in der
Lage sein, einzunehmen UND auszuteilen!","Ho fatto un po' di allenamento. Devo
riuscire ad abbattere prezzi e briganti!","He practicado mucho para liquidar a los
bandidos igual de bien que las existencias.","I snuck in some practice. I need to be able
to slash brigands AND prices!","Biraz pratik yaptım. Haydutları VE
fiyatları azaltabilmem gerekiyor!"
53,MID_様子_単独_チキ,"Cet entraînement m'a fait du bien !
Cela faisait... si longtemps...","Es hat sich gut angefühlt, ein wenig zu üben.
Das letzte Mal liegt schon so lange zurück.","È stato bello allenarsi un po'.
Ne era passato di tempo dall'ultima volta.","Uf, me ha sentado de maravilla entrenar un
poco. Hacía siglos que no me ejercitaba.","It felt good to sneak in some practice.
How long has it been?","Biraz pratik yapmak iyi hissettirdi.
Ne kadar zaman oldu?"
54,MID_様子_単独_インバース,"J'ai travaillé de nouveaux muscles...
Vous voulez voir ce que je peux faire avec ?","Ich habe ein paar neue Muskeln trainiert.
Soll ich sie mal spielen lassen?","Ho allenato dei nuovi muscoli. Vuoi che ti
mostri quello che sono in grado di fare?","He estado desarrollando mis músculos.
Deja que te muestre lo que he logrado.","I just exercised some new muscles. Shall I
show you what I can do with them?","Yeni kaslarımı çalıştırdım. Onlarla ne
yapabileceğimi sana göstereyim mi?"
55,MID_様子_単独_フラヴィア,"Je me suis bien entraînée.
Un khan doit rester au sommet de son art...","Ich habe etwas geübt. Selbst ein Khan muss
immer in Bestform bleiben.","Ho fatto un po' di allenamento extra.
Anche un khan deve tenersi in forma.","Como kan, debo mostrarme en plena
forma de cara a todos mis súbditos.","I snuck in some practice. Even a khan
needs to stay on top of her game.","Biraz pratik yaptım. Bir hanin bile
oyununun zirvesinde kalması gerekir."
56,MID_様子_単独_エメリナ,Je me suis... entraînée...,Ich habe... geübt...,Ho fatto... allenamento...,Yo... he entrenado...,I...practised...,Ben... pratik yaptım...
