79,MID_MSG_武器レベルアップ２,$a$a1 a atteint le niveau d'arme $a2 pour : $a0.,$a$a1 $a0 hat Waffen-Level $a2 erreicht.,$a$a1 ha ottenuto il livello arma $a2 per: $a0.,$a$a1 alcanza el nivel $a2 de destreza con: $a0.,$a$a1 attained $a0 weapon level $a2.,"$a$a1, $a0 silah seviyesi $a2 oldu."
80,MID_MSG_武器使用可能,$aVous pouvez utiliser $a0.,$aKann nun $a0 verwenden.,$aOra puoi usare: $a0.,$aAhora puede usar: $a0.,$aGained the ability to use $a0.,$a$a0 kullanma yeteneği kazanıldı.
81,MID_MSG_武器使用可能２,$a$a1 peut utiliser $a0.,$a$a1 kann nun $a0 verwenden.,$a$a1 ha imparato a usare: $a0.,$a$a1 aprende a usar: $a0.,$a$a1 gained the ability to use $a0.,"$a$a1, $a0 kullanabilir."
82,MID_MSG_スキル習得,$aVous avez appris la technique $a0.,$aHat die Fähigkeit $a0 gelernt.,$aAbilità $a0 appresa.,$aAprende la habilidad $a0.,$aLearned the skill $a0.,$a$a0 yeteneği öğrenildi.
83,MID_MSG_スキル習得２,$a$a1 a appris $a0.,$a$a1 hat $a0 gelernt.,$a$a1 ha appreso $a0.,$a$a1 aprende $a0.,$a$a1 learned the skill $a0.,"$a$a1, $a0 yeteneğini öğrendi."
84,MID_MSG_支援レベル上昇,"$a$a0 et $a1 ont atteint
le niveau de soutien $a2.","$a$a0 und $a1 haben
Unterstützungslevel $a2 erreicht.","$a$a0 e $a1 hanno
raggiunto il livello di sostegno $a2.","$a$a0 y $a1 llegan al nivel
de apoyo $a2.","$a$a0 and $a1 attained
support level $a2.","$a$a0 ile $a1,
destek seviyesi $a2 oldu."
85,MID_MSG_効果無し,Il ne s'est rien passé.,Keine Veränderung.,Non è successo niente.,Nada ha cambiado.,Nothing happened.,Hiçbir şey olmadı.
86,MID_MSG_能力強化,"$aAugmentation de
$c0,120,255,255|$a0$c70,50,24,255| et de $c0,120,255,255|$a1$c70,50,24,255|.","$a$c0,120,255,255|$a0$c70,50,24,255| und $c0,120,255,255|$a1$c70,50,24,255| angestiegen.","$aAumento di
$c0,120,255,255|$a0$c70,50,24,255| e $c0,120,255,255|$a1$c70,50,24,255|.","$aAumenta su
$c0,120,255,255|$a0$c70,50,24,255| y su $c0,120,255,255|$a1$c70,50,24,255|.","$aGained a surge of
$c0,120,255,255|$a0$c70,50,24,255| and $c0,120,255,255|$a1$c70,50,24,255|.","$a$c0,120,255,255|$a0$c70,50,24,255| ve
$c0,120,255,255|$a1$c70,50,24,255| arttı."
87,MID_MSG_経験値入手,"$aGain : $c0,120,255,255|$a0$c70,50,24,255| Exp.","$a$c0,120,255,255|$a0$c70,50,24,255| Erfahrung erhalten.","$aEsp ottenuta: $c0,120,255,255|$a0$c70,50,24,255|","$aSu experiencia aumenta en $c0,120,255,255|$a0$c70,50,24,255|.","$aGained $c0,120,255,255|$a0$c70,50,24,255| EXP.","$a$c0,120,255,255|$a0$c70,50,24,255| EXP kazanıldı."
88,MID_MSG_武器経験値入手,Maîtrise d'arme améliorée.,Waffenfertigkeit erhöht.,Competenza arma aumentata.,Mejora su dominio del arma.,Weapon proficiency improved.,Silah ustalığı arttı.
89,MID_MSG_支援強化,"$aLa relation entre $c0,120,255,255|$a0$c70,50,24,255| et $c0,120,255,255|$a1$c70,50,24,255|
s'est améliorée.","$aBeziehung verbessert: $c0,120,255,255|$a0$c70,50,24,255| und $c0,120,255,255|$a1$c70,50,24,255|","$aLa relazione tra $c0,120,255,255|$a0$c70,50,24,255| e $c0,120,255,255|$a1$c70,50,24,255|
è migliorata.","$aLa relación entre $c0,120,255,255|$a0$c70,50,24,255| y $c0,120,255,255|$a1$c70,50,24,255| mejora.","$a$c0,120,255,255|$a0$c70,50,24,255| and $c0,120,255,255|$a1$c70,50,24,255|'s
relationship improved.","$a$c0,120,255,255|$a0$c70,50,24,255| ile
$c0,120,255,255|$a1$c70,50,24,255| arasındaki ilişki gelişti."
90,MID_MSG_戦闘予測_攻撃,Attaque,Angr.,Att,Ataque,Attack,Saldırı
91,MID_MSG_戦闘予測_２回,x2,x2,x2,x2,x2,x2
92,MID_MSG_戦闘予測_４回,x4,x4,x4,x4,x4,x4
93,MID_MSG_戦闘予測_先制,en 1er,Zuerst,1° clp,Inicial,First,İlk
94,MID_MSG_戦闘予測_特効,"Dégâts
suppl.",Effektiv!,"Danni
extra!","Daño
adicional","Bonus
Damage","Ek
Hasar"
95,MID_MSG_戦闘予測_反撃死,Il y a de grandes chances que votre unité meure.,Deine Einheit wird sehr wahrscheinlich sterben.,È probabile che la tua unità venga sconfitta.,Es probable que pierdas a tu unidad.,It is very likely your unit will die.,Biriminizin ölme ihtimali çok yüksek.
96,MID_MSG_戦闘予測_空振死,Une attaque ratée peut mener à un contre mortel.,Ein Gegenschlag könnte tödlich enden.,"Se fallisci, il contrattacco ti sarà fatale.","Si fallas, un contraataque podría ser fatal.",A missed attack could lead to a deadly counter.,"Iska, ölümcül bir karşı saldırıya yol
açabilir."
97,MID_MSG_戦闘予測_被必殺,Grandes chances de coup critique ennemi.,Ein kritischer Treffer des Gegners ist möglich.,Probabilmente riceverai un colpo triplo.,Es probable que recibas un ataque crítico.,The enemy will likely get a critical hit.,Düşmanın kritik vurma ihtimali yüksek.
98,MID_MSG_名声上昇,Votre renommée a augmenté.,Dein Ansehen hat sich verbessert.,La tua fama è aumentata.,Tu fama ha aumentado.,Your Renown has increased.,Şöhretiniz arttı.
99,MID_デフォルト軍名,Garde ylissienne,Ylisses Garde,Guardia d'Ylisse,Guardia Ylisse,Ylissean Guard,Ylisse Muhafızları
100,MID_ランダム軍名,Ordre du Multivers,Dimensionsorden,Ordine d'Altrotempo,Orden alóctona,Outrealm Order,Outrealm Birliği
101,MID_TRIAL_体験版選択不可,Indisponible dans la version démo.,In der Demoversion nicht verfügbar.,Non disponibile con la versione demo.,No disponible en la versión de prueba.,Not available in the demo version.,Demo sürümünde kullanılamaz.
