index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
15,Lv6End_04,Curses! If that's true...,Bon sang ! Si c'est bien le cas...,Oh nein!!! Sollte dies wahr sein...,Maledizione! Non può essere...,¡Rayos! Si así fuera...,"젠장, 이렇게 된 이상!",Lanet olsun! Eğer bu doğruysa...
16,Lv6End_05,Majesty! Your Majesty Sectonia!,Votre Majesté ! Reine Sectonia !,Majestät! Eure Majestät Sectonia!,⟦MSBT:0E000000020002005D00⟧Maestà! Vostra Maestà... Queen Sectonia!⟦MSBT:0E000000020002006400⟧,¡Alteza! ¡Reina Sectonia!,"여왕님, 여왕 세크토니아님~!!",Majesteleri! Kraliçe Sectonia!
17,Lv6End_06,"Oh, glorious Sectonia!
Please come to my resc-","Ô glorieuse Sectonia !
Venez à mon sec...","Oh, wundervolle Sectonia!
Bitte kommt mir zu Hil--","Oh, mia splendida regina!
Vi prego, aiutat-","¡Oh, poderosa Sectonia!
Venid a salvarme, os lo rue...","오오, 찬란한 세크토니아님!
저를 구해 주십…","Ah, yüce Sectonia!
Lütfen beni kurtar-"
18,Lv6End_07,Glaaaugh!,Glaaaaargh !,Uaaaah!,Aaargh!,¡Aaaah!,크아아아!!,Aaaaah!
19,Lv6End_08,Wh-why...?,Mais... pourquoi ?,W-warum?!?,N-No... P-Perché?,¿P-por qué?,어…째서………,N-neden...?
20,Lv6End_09,"Pitiful, Taranza...","Tu es pathétique, Taranza...","Bemitleidenswert, Taranza...","Patetico, Taranza...","Eres patético, Taraña...",　한심한 타란자여…,Zavallı Örümza...
21,Lv6End_10,"I have no use for a fool who cannot
follow orders.","Si tu n'es pas capable d'exécuter
mes ordres, tu ne me sers à rien.","Einen Narren, der Befehle nicht
befolgen kann, brauche ich nicht.","Non mi serve uno sciocco come te,
incapace di eseguire un ordine.","¿De qué me sirve un payaso que
no sabe ni seguir órdenes?",멍청한 부하 따위 필요 없다…,"Emirlere uymayan bir aptala
ihtiyacım yok."
22,Lv6End_11,"Now then, hero of the lower world.","À nous deux, héros du monde
d'en bas...","Nun denn, Held der Niederen Welt.","E ora veniamo a te, eroe del
mondo inferiore.","⟦MSBT:0E000000020002006300⟧Muy bien, héroe del mundo inferior...⟦MSBT:0E000000020002006400⟧",하계의 용사여.,"Pekâlâ, alt dünyanın kahramanı."
23,Lv6End_12,"You would risk your life for
this land?","Tu risquerais ta vie pour 
sauver ce monde ?","⟦MSBT:0E000000020002006400⟧Du würdest für dieses Land
dein Leben riskieren?⟦MSBT:0E000000020002006400⟧","Per quale ragione sacrifichi la tua
vita per questo mondo?","Dime, ¿de verdad darías tu vida
por esta tierra?",무능한 이 나라의 백성을 대신하여…,"Bu diyar için
canını mı tehlikeye atarsın?"
24,Lv6End_13,"You would stand against me,
the ruler of the heavens?","Tu te dresserais contre moi,
qui règne sur les cieux ?","Du würdest mir die Stirn bieten...
Mir, der Herrscherin der Himmel?","Per quale ragione affronti me,
regina incontrastata dei cieli?","¿Osarás enfrentarte a mí,
la reina de todos los cielos?","모든 것을 통치할 여왕에게
등을 돌릴 셈이냐…","Gökyüzünün hükümdarı olan bana
karşı mı duracaksın?"
25,Lv6End_14,Very well...,Qu'il en soit ainsi...,⟦MSBT:0E000000020002006400⟧So sei es...⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006200⟧Molto bene, allora...⟦MSBT:0E000000020002006400⟧",Que así sea.,"재미있군.
너의 어리석음을 원통해하거라.",Pekâlâ...
26,Lv6End_15,"You will bow before the
great Queen Sectonia!","Prosterne-toi devant la grande
Reine Sectonia !","Du wirst dich vor der großen
Königin Sectonia verbeugen!","Dovrai inchinarti al mio cospetto,
non avrai scelta!","¡Te arrodillarás ante la gran
Reina Sectonia!",만물의 여왕인 이 세크토니아의…,"Büyük Kraliçe Sectonia'nın
önünde eğileceksin!"
27,Lv6End_16,My beauty rivals the divine...,"Ma beauté est sans pareille en
ce bas monde...",Meine Schönheit ist einzigartig...,"Dovrai inchinarti di fronte alla
mia bellezza, che non teme rivali!",Mi belleza no tiene rival...,"신과 견줄 만한 미모 앞에
엎드려 경배하게 될 것이다…",Güzelliğimin eşi benzeri yok...
28,Lv6End_17,"And my power will crush
all that you hold dear!","Et mes pouvoirs détruiront tout
ce qui t'est cher !","Und meine Macht wird alles
zerstören, was dir lieb ist!","E il mio potere spazzerà via
quanto hai di più caro al mondo.","¡y con mi poder destruiré todo
aquello que te importa!",모든 것을 바치거라!!,"Ve gücüm, değer verdiğin
her şeyi ezecek!"
29,Lv7Start_00,Bah... Aha...,Pfeuh... Ha ha ha...,Uahaha...,Uh... Ah...,Ay... Aah...,　크허어…억……,Hah... Ah...
30,Lv7Start_01,I...see.,Je vois...,Ich... verstehe.,D'accordo...,Bien...,잘… 알…겠…다……,Anlıyorum...
31,Lv7Start_02,"I expected as much from the hero
chosen by the Dreamstalk.","Je n'en attendais pas moins du
héros choisi par la Tige des rêves...","⟦MSBT:0E000000020002006300⟧Der von der Traumranke Auserwählte
ist so heldenhaft wie erwartet.⟦MSBT:0E000000020002006400⟧","Non potevo aspettarmi altro
dall'eroe della Pianta dei Sogni.","No esperaba menos del héroe
elegido por la Planta de ensueño.","역시… 월드 트리가…
인도한… 용사로군…","Rüya Sarmaşığı'nın seçtiği
kahramandan bunu beklerdim."
32,Lv7Start_03,"But I wonder... How will you
handle this?","Mais comment te débrouilleras-tu...
face à ça ?!","Jedoch frage ich mich... Wie wirst
du hiermit umgehen?","Tuttavia, mi chiedo...
Come riuscirai a battermi?","Aun así, me pregunto... ¿cómo
te enfrentarás a esto?",그렇다면… 똑똑히 보거라…,"Ama merak ediyorum... Bununla
nasıl başa çıkacaksın?"
33,Lv7Start_04,"You see, true beauty...is control.","Tu vois, la véritable beauté...
c'est le pouvoir.",⟦MSBT:0E000000020002006300⟧Wahre Schönheit bedeutet Kontrolle.⟦MSBT:0E000000020002006400⟧,"Vedi... la vera bellezza
risiede nel controllo.",¿No conocías el poder de la belleza?,아름다운… 최면의 비술을…!,Gerçek güzellik... hükmetmektir.
34,Lv7Start_05,"The Dreamstalk has guided you
thus far.","La Tige des rêves a pu te guider
jusqu'à maintenant...","Die Traumranke hat dich
bis hierher geführt.","La Pianta dei Sogni
ti ha guidato fin qui.","La Planta de ensueño te ha guiado
hasta aquí, pero...",이곳까지 너희들을… 인도한…,"Rüya Sarmaşığı seni buraya kadar
yönlendirdi."
35,Lv7Start_06,But its bloom will be your doom!,Mais sa fleur causera ta perte !,Doch ihre Blüte ist dein Verderben!,"La sua fioritura coinciderà
con la tua fine!",¡en su flor encontrarás la perdición!,월드 트리와 하나가… 될 것이다…!,"Ama çiçek açması
senin sonun olacak!"
36,Lv7Start_07,"Floralia, Dream Land, and this
entire planet!","Et celle de Floralia, Dream Land,
et cette planète tout entière !","Floralia, Dream Land und der
gesamte Planet!","Floralia, Dream Land...
e tutto il pianeta...","Tú, Floralia, Dream Land,
¡y el mundo entero!",플로랄드와 하계… 그리고 이 천체 모두…,"Floralia, Rüya Diyarı ve
bu koskoca gezegen!"
37,Lv7Start_08,You should all feel honoured.,Vous devriez vous sentir honorés...,Ihr alle solltet euch geehrt fühlen.,... dovreste sentirvi onorati...,⟦MSBT:0E000000020002006300⟧Deberíais sentiros halagados...⟦MSBT:0E000000020002006400⟧,"영원토록… 
나의 양분이 되는 것을…",Hepiniz onur duymalısınız.
38,Lv7Start_09,"You will serve as my sustenance...
for eternity!","Vous serez ma réserve de vivres...
pour l'éternité !","Ihr werdet mir als Nahrung dienen...
Bis in alle Ewigkeit!","... onorati di essere la mia fonte
di sussistenza... ora e per sempre!","¡seréis mi sustento,
ahora y siempre!",영광으로… 생각하거라!!,"Sonsuza dek...
benim besinim olacaksın!"
39,Ending_00,"And so Floralia was saved, thanks
to Kirby's heroic efforts.","Ainsi, grâce aux vaillants efforts
de Kirby, Floralia fut sauvée.","Und so wurde Floralia dank Kirbys 
heldenhaftem Einsatz gerettet.","⟦MSBT:0E000000020002006300⟧E fu così che Floralia venne salvata,
per merito di Kirby e del suo coraggio.⟦MSBT:0E000000020002006400⟧","Y así fue salvada Floralia, gracias
a los heroicos esfuerzos de Kirby.","커비와 친구들의 활약 덕분에
플로랄드는 평화를 되찾았습니다.","Böylece Floralia, Kirby'nin kahramanca
çabaları sayesinde kurtuldu."
40,Ending_01,"The People of the Sky had long lived
under the cruelties of the evil queen.","⟦MSBT:0E000000020002006200⟧La cruelle reine opprimait les habitants
du ciel depuis fort longtemps.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Das Himmelsvolk hatte lange unter
dem Joch der bösen Königin gelebt.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Gli Abitanti del Cielo patirono
a lungo le crudeltà della malvagia regina.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006200⟧Hacía mucho que los habitantes de los
cielos sufrían la crueldad de la reina.⟦MSBT:0E000000020002006400⟧","오랫 동안 이 나라는
사악한 여왕에게 고통받고 있었습니다.","Gökyüzü Halkı, kötü kraliçenin
zalimliği altında uzun süre yaşadı."
41,Ending_02,"In a last-ditch effort to
save themselves","Dans un effort désespéré
pour échapper à leur sort...","In einem letzten verzweifelten
Versuch, sich zu retten,","In un ultimo disperato
tentativo di salvarsi...","En un último y desesperado intento
por salvarse,",이 위기를 벗어나고자 천공의 백성은…,"Kendilerini kurtarmak için
son bir çareye başvurdular."
42,Ending_03,"t⟦MSBT:0E000000020002006400⟧hey put their hopes and dreams into
a seed and sent it to the surface⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005B00⟧... ils placèrent tous leurs espoirs dans
une graine qu'ils lancèrent à la surface...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧entsandte es all seine Hoffnungen in
Form eines Samens hinunter zur Erde,⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧... le loro speranze furono riposte in un
seme, che riportarono in superficie...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧pusieron sus esperanzas en una
semilla y la mandaron a la superficie.⟦MSBT:0E000000020002006400⟧","마지막 희망을 한 톨의 씨앗에 담아
땅으로 보냈던 것이었습니다.","Umutlarını ve hayallerini bir tohuma
bağlayıp onu yeryüzüne gönderdiler⟦MSBT:0E000000020002006400⟧"
43,Ending_04,"in order to bring Kirby, the hero of
Dream Land, to their rescue.","... afin d'appeler Kirby, le héros
de Dream Land, à leur secours.","um Kirby, den Helden des Dream
Land, zu seiner Rettung zu rufen.","... affinché Kirby, l'eroe di Dream
Land, accorresse in loro aiuto.","⟦MSBT:0E000000020002006000⟧Todo, con el objetivo de atraer a Kirby,
el héroe de Dream Land, hasta allí.⟦MSBT:0E000000020002006400⟧","푸푸푸랜드에서 살고 있다는 용사,
커비를 부르기 위하여…","Amaçları, Rüya Diyarı'nın kahramanı
Kirby'yi yardıma çağırmaktı."
44,Ending_05,"King Dedede was mistaken for Kirby
and was kidnapped by Taranza.","Le Roi DaDiDou fut pris pour Kirby,
et kidnappé par Taranza.","⟦MSBT:0E000000020002006400⟧König Dedede wurde für Kirby
gehalten und von Taranza entführt.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005700⟧King Dedede fu scambiato per ⟦MSBT:0E000000020002005700⟧Kirby⟦MSBT:0E000000020002005700⟧
e rapito da Taranza al posto suo.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Taraña creyó que ese gran héroe
era el Rey Dedede y lo secuestró.⟦MSBT:0E000000020002006400⟧","하지만 불쌍하게도 디디디 대왕을
커비로 착각했던 것이었습니다.","Kral Dedede, Kirby sanılıp
Örümza tarafından kaçırıldı."
45,Ending_06,"But Floralia would be in ruins
had he not played his part.","Mais sans cette erreur,
Floralia serait en ruines.","⟦MSBT:0E000000020002006400⟧Doch Floralia läge in Trümmern, wäre
ihm diese Rolle nicht zugefallen...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Floralia sarebbe andata in rovina se
anche lui non avesse dato il suo aiuto.⟦MSBT:0E000000020002006400⟧","Sin embargo, su participación
fue esencial para salvar Floralia.","하지만 그의 힘이 없었다면 이 나라를
구할 수 없었을 거라고 생각하니…","Ama o rolünü oynamasaydı,
Floralia harap olurdu."
46,Ending_07,"Indeed, the Dreamstalk works in
mysterious ways.","Les mystères de la Tige des rêves
sont infinis.","So hat die Traumranke ihre ganz
eigenen magischen Gesetze.","È proprio vero: la Pianta dei Sogni
è un mistero imperscrutabile.","La Planta de ensueño sigue senderos
que la razón no entiende...","이것 또한 월드 트리의
기적 중 하나…일지도 모르겠네요.","Gerçekten de Rüya Sarmaşığı
gizemli yollarla işler."
47,Ending_08,"When it was over, Kirby
looked up at the sky","À l'issue du combat, Kirby leva
les yeux vers le ciel...","Als es vorbei war, schaute Kirby in
den Himmel","A battaglia finita, Kirby volse
lo sguardo verso il cielo...","Cuando todo hubo acabado,
Kirby miró hacia el cielo...",커비와 친구들이 하늘을 올려다보니…,"Her şey bittiğinde Kirby
gökyüzüne baktı"
48,Ending_09,"and saw that the Dreamstalk
was in full bloom.","... et s'aperçut que la Tige des rêves
était en train de fleurir !","und sah, dass die Traumranke in
voller Blüte stand!","... e vide la Pianta dei Sogni
in piena fioritura!","¡y vio que la Planta de ensueño
había florecido!","월드 트리의 꽃이
흐드러지게 만발했습니다!","ve Rüya Sarmaşığı'nın
tamamen çiçek açtığını gördü."
49,Ending_10,"It serves as a reminder of Floralia
and a new landmark in Dream Land.","Elle immortalise Floralia, et sert
de repère dans Dream Land.","⟦MSBT:0E000000020002006300⟧Sie erinnert nun an Floralia und ist das
neue Wahrzeichen von Dream Land.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Rimarrà a ricordo di Floralia, e un
punto di riferimento per Dream Land.⟦MSBT:0E000000020002006400⟧","Ahora es un recuerdo de Floralia y un
lugar emblemático en Dream Land.","이리하여 이 별에 아름다운 명소가
또 하나 탄생하게 되었습니다.","Floralia'nın hatırası ve
Rüya Diyarı'nın yeni simgesi oldu."
50,ActorName_0,Taranza:,Taranza :,Taranza:,Taranza:,Taraña:,타란자: ,Örümza:
51,ActorName_1,Queen Sectonia:,Reine Sectonia :,Königin Sectonia:,Queen Sectonia:,Sectonia:,세크토니아: ,Kraliçe Sectonia:
