index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
10,ExplainMapFactory,Factory Tour selected.,Choix : Visite d'Usine,⟦MSBT:0E000000020002005800⟧Betriebsbesichtigung gewählt.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Selezione: Visita alla fabbrica.⟦MSBT:0E000000020002006400⟧,Visita a la fábrica,공장 견학으로 결정했습니다.,Fabrika Turu seçildi.
11,ExplainMapForestCoo,Coo's Forest selected.,Choix : Forêt de Coo,Coo-Wald gewählt.,⟦MSBT:0E000000020002005F00⟧Selezione: Foresta di Coo.⟦MSBT:0E000000020002006400⟧,Bosque de Coo,쿠우의 숲으로 결정했습니다.,Coo'nun Ormanı seçildi.
12,ExplainMapLastStage,⟦MSBT:0E000000020002005B00⟧Another Dimension selected.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005F00⟧Choix : Dimension parallèle⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Eine andere Dimension gewählt.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Selezione: Un'altra dimensione.⟦MSBT:0E000000020002006400⟧,Dimensión paralela,또 하나의 세계로 결정했습니다.,⟦MSBT:0E000000020002005B00⟧Başka Bir Boyut seçildi.⟦MSBT:0E000000020002006400⟧
13,OperationHeroSelect,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Change colour       ⟦MSBT:0E00010003000000⟧ Options,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Changer la couleur ⟦MSBT:0E00010003000000⟧ Options,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Farbe ändern    ⟦MSBT:0E00010003000000⟧ Optionen,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Cambia colore    ⟦MSBT:0E00010003000000⟧ Opzioni,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Cambiar color    ⟦MSBT:0E00010003000000⟧ Opciones,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧색 변경  ⟦MSBT:0E00010003000000⟧옵션,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Renk değiştir       ⟦MSBT:0E00010003000000⟧ Ayarlar
14,OperationHeroSelectNoColorChange,⟦MSBT:0E00010003000000⟧ Options,⟦MSBT:0E00010003000000⟧ Options,⟦MSBT:0E00010003000000⟧ Optionen,⟦MSBT:0E00010003000000⟧ Opzioni,⟦MSBT:0E00010003000000⟧ Opciones,⟦MSBT:0E00010003000000⟧옵션,⟦MSBT:0E00010003000000⟧ Ayarlar
15,OperationAbilitySelect,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Change colour     ⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧ Controls,⟦MSBT:0E000000020002005E00⟧⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Changer la couleur ⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧ Commandes⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Farbe ändern     ⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧ Steuerung,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧ Cambia colore     ⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧ Comandi,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Cambiar color     ⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧ Controles,⟦MSBT:0E00010004000000⟧/⟦MSBT:0E00010005000000⟧색 변경  ⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧조작 설명,⟦MSBT:0E00010004000000⟧ ⟦MSBT:0E00010005000000⟧ Renk değiştir     ⟦MSBT:0E00010010000000⟧⟦MSBT:0E00010011000000⟧⟦MSBT:0E00010012000000⟧ Kontroller
16,VSExplainGhostTitle,⟦MSBT:0E000000020002006400⟧About Ghost Kirby⟦MSBT:0E000000020002006400⟧,Kirby Fantôme,Über Geister-Kirby,Chi è Kirby Fantasma?,Kirby fantasma,고스트 커비에 대해,⟦MSBT:0E000000020002006400⟧Hayalet Kirby Hakkında⟦MSBT:0E000000020002006400⟧
17,VSExplainGhostContent,"⟦MSBT:0E000000020002005A00⟧Even if you are knocked out,
you can continue to fight as
⟦MSBT:0E00000003000400FFFF00FF⟧Ghost Kirby⟦MSBT:0E00000003000400000000FF⟧! ⟦MSBT:0E00000003000400FFFF00FF⟧Attack ⟦MSBT:0E00000003000400000000FF⟧others
to be ⟦MSBT:0E00000003000400FFFF00FF⟧resurrected⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006000⟧Même vaincu, continuez
le combat en tant que
⟦MSBT:0E00000003000400FFFF00FF⟧Kirby Fantôme ⟦MSBT:0E00000003000400000000FF⟧! ⟦MSBT:0E00000003000400FFFF00FF⟧Combattez⟦MSBT:0E00000003000400000000FF⟧
pour être ⟦MSBT:0E00000003000400FFFF00FF⟧ressuscité⟦MSBT:0E00000003000400000000FF⟧ !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005700⟧Selbst wenn du besiegt wirst,
kannst du als ⟦MSBT:0E00000003000400FFFF00FF⟧Geister-Kirby
⟦MSBT:0E00000003000400000000FF⟧weiterkämpfen! ⟦MSBT:0E00000003000400FFFF00FF⟧Greife an,⟦MSBT:0E00000003000400000000FF⟧
um ⟦MSBT:0E00000003000400FFFF00FF⟧wiederbelebt ⟦MSBT:0E00000003000400000000FF⟧zu werden!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005700⟧Anche quando sei KO, puoi
continuare a combattere come
⟦MSBT:0E00000003000400FFFF00FF⟧Kirby Fantasma⟦MSBT:0E00000003000400000000FF⟧! ⟦MSBT:0E00000003000400FFFF00FF⟧Attacca ⟦MSBT:0E00000003000400000000FF⟧gli
avversari per ⟦MSBT:0E00000003000400FFFF00FF⟧tornare in vita⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006300⟧Aunque te derroten,
podrás seguir como
⟦MSBT:0E00000003000400FFFF00FF⟧Kirby fantasma⟦MSBT:0E00000003000400000000FF⟧. ¡⟦MSBT:0E00000003000400FFFF00FF⟧Ataca ⟦MSBT:0E00000003000400000000FF⟧a
tus rivales para ⟦MSBT:0E00000003000400FFFF00FF⟧resucitar⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","상대에게 당해도 ⟦MSBT:0E00000003000400FFFF00FF⟧고스트 커비⟦MSBT:0E00000003000400000000FF⟧가
되어 대결을 계속할 수 있다!
라이벌을 ⟦MSBT:0E00000003000400FFFF00FF⟧공격⟦MSBT:0E00000003000400000000FF⟧하면
⟦MSBT:0E00000003000400FFFF00FF⟧부활⟦MSBT:0E00000003000400000000FF⟧할 수 있다!","⟦MSBT:0E000000020002005A00⟧Nakavt olsan bile,
⟦MSBT:0E00000003000400FFFF00FF⟧Hayalet Kirby⟦MSBT:0E00000003000400000000FF⟧ olarak devam et!
Rakiplerine ⟦MSBT:0E00000003000400FFFF00FF⟧saldır⟦MSBT:0E00000003000400000000FF⟧ ve
⟦MSBT:0E00000003000400FFFF00FF⟧yeniden diril⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
18,VSExplainGhostComment,⟦MSBT:0E000000020002005F00⟧Ghost Kirby appears in ⟦MSBT:0E00000003000400D2230DFF⟧multiplayer⟦MSBT:0E00000003000400000000FF⟧ and ⟦MSBT:0E00000003000400D2230DFF⟧training⟦MSBT:0E00000003000400000000FF⟧ modes.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Kirby Fantôme apparaît dans les modes ⟦MSBT:0E00000003000400D2230DFF⟧entraînement⟦MSBT:0E00000003000400000000FF⟧ et ⟦MSBT:0E00000003000400D2230DFF⟧multijoueur⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005B00⟧Geister-Kirby erscheint in ⟦MSBT:0E00000003000400D2230DFF⟧Mehrspieler-⟦MSBT:0E00000003000400000000FF⟧ und ⟦MSBT:0E00000003000400D2230DFF⟧Trainingsmodi⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Kirby Fantasma appare in ⟦MSBT:0E00000003000400D2230DFF⟧modalità più giocatori ⟦MSBT:0E00000003000400000000FF⟧e ⟦MSBT:0E00000003000400D2230DFF⟧allenamento⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧,Kirby fantasma está en ⟦MSBT:0E00000003000400D2230DFF⟧Multijugador ⟦MSBT:0E00000003000400000000FF⟧y en ⟦MSBT:0E00000003000400D2230DFF⟧Practicar⟦MSBT:0E00000003000400000000FF⟧.,고스트 커비는 ⟦MSBT:0E00000003000400D2230DFF⟧모두 함께⟦MSBT:0E00000003000400000000FF⟧와 ⟦MSBT:0E00000003000400D2230DFF⟧트레이닝⟦MSBT:0E00000003000400000000FF⟧에서 등장.,"⟦MSBT:0E000000020002005300⟧Hayalet Kirby, ⟦MSBT:0E00000003000400D2230DFF⟧çok oyunculu⟦MSBT:0E00000003000400000000FF⟧ ve ⟦MSBT:0E00000003000400D2230DFF⟧antrenman⟦MSBT:0E00000003000400000000FF⟧ modlarında görünür.⟦MSBT:0E000000020002006400⟧"
19,VSExplainHandicapTitle,,,,,,,
20,VSExplainHandicapContent,,,,,,,
21,VSExplainHandicapComment,,,,,,,
22,ComplementReady,"⟦MSBT:0E000000020002005C00⟧You can change the ⟦MSBT:0E00000003000400FFFF00FF⟧AI Settings ⟦MSBT:0E00000003000400000000FF⟧here.
Select ⟦MSBT:0E00000003000400FFFF00FF⟧OK⟦MSBT:0E00000003000400000000FF⟧ when you're finished.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Ici, vous pouvez modifier les
⟦MSBT:0E00000003000400FFFF00FF⟧paramètres de l'IA⟦MSBT:0E00000003000400000000FF⟧. Appuyez sur
⟦MSBT:0E00000003000400FFFF00FF⟧OK⟦MSBT:0E00000003000400000000FF⟧ lorsque vous aurez terminé.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Hier kannst du ⟦MSBT:0E00000003000400FFFF00FF⟧CPU-Einstellungen
⟦MSBT:0E00000003000400000000FF⟧ändern. Wähle ⟦MSBT:0E00000003000400FFFF00FF⟧OK⟦MSBT:0E00000003000400000000FF⟧, wenn du fertig bist.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005D00⟧Qui puoi cambiare le ⟦MSBT:0E00000003000400FFFF00FF⟧Impostazioni CPU⟦MSBT:0E00000003000400000000FF⟧.
Seleziona⟦MSBT:0E00000003000400FFFF00FF⟧ OK⟦MSBT:0E00000003000400000000FF⟧ quando hai finito.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Aquí podrás cambiar los ⟦MSBT:0E00000003000400FFFF00FF⟧ajustes
de la CPU⟦MSBT:0E00000003000400000000FF⟧. Toca ⟦MSBT:0E00000003000400FFFF00FF⟧Vale⟦MSBT:0E00000003000400000000FF⟧ al acabar.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFFF00FF⟧CP 설정⟦MSBT:0E00000003000400000000FF⟧을 합니다.
준비를 마치면
⟦MSBT:0E00000003000400FFFF00FF⟧「결정」⟦MSBT:0E00000003000400000000FF⟧을 선택해 주십시오.","⟦MSBT:0E000000020002005C00⟧⟦MSBT:0E00000003000400FFFF00FF⟧Yapay zekâ ayarlarını⟦MSBT:0E00000003000400000000FF⟧
buradan değiştirebilirsin.
Bitirince ⟦MSBT:0E00000003000400FFFF00FF⟧Tamam⟦MSBT:0E00000003000400000000FF⟧'ı seç.⟦MSBT:0E000000020002006400⟧"
23,ComplementReadyNoCom,"When you've finished making
preparations, select ⟦MSBT:0E00000003000400FFFF00FF⟧OK⟦MSBT:0E00000003000400000000FF⟧.","Lorsque vous aurez terminé vos
préparatifs, appuyez sur ⟦MSBT:0E00000003000400FFFF00FF⟧OK⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002006300⟧Wenn du mit den Voreinstellungen
fertig bist, wähle ⟦MSBT:0E00000003000400FFFF00FF⟧OK⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","Quando hai finito di prepararti,
seleziona ⟦MSBT:0E00000003000400FFFF00FF⟧OK⟦MSBT:0E00000003000400000000FF⟧.","Selecciona ⟦MSBT:0E00000003000400FFFF00FF⟧Vale⟦MSBT:0E00000003000400000000FF⟧ cuando hayas
acabado de prepararte.","준비를 마치면
⟦MSBT:0E00000003000400FFFF00FF⟧「결정」⟦MSBT:0E00000003000400000000FF⟧을 선택해 주십시오.","Hazırlığın bitince
⟦MSBT:0E00000003000400FFFF00FF⟧Tamam⟦MSBT:0E00000003000400000000FF⟧'ı seç."
24,ComplementWaitOtherPlayer,Other players are still selecting.,En attente des autres joueurs.,Andere Spieler wählen noch aus.,⟦MSBT:0E000000020002005900⟧Gli altri giocatori non sono ancora pronti.⟦MSBT:0E000000020002006400⟧,Espera a que el resto se prepare.,다른 플레이어가 선택 중입니다.,Diğer oyuncular hâlâ seçiyor.
25,ComplementEntryCom,"⟦MSBT:0E00000003000400FFFF00FF⟧There is no one for you to fight⟦MSBT:0E00000003000400000000FF⟧!
Please add a CPU opponent.","⟦MSBT:0E000000020002005600⟧⟦MSBT:0E00000003000400FFFF00FF⟧Vous n'avez aucun adversaire⟦MSBT:0E00000003000400000000FF⟧ !  Ajoutez un
combattant contrôlé par l'ordinateur.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFFF00FF⟧Du hast noch keinen Gegner⟦MSBT:0E00000003000400000000FF⟧!
Bitte wähle einen CPU-Gegner.","⟦MSBT:0E000000020002005F00⟧⟦MSBT:0E00000003000400FFFF00FF⟧Non hai nessun avversario⟦MSBT:0E00000003000400000000FF⟧! Seleziona
un avversario controllato dalla CPU.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧¡⟦MSBT:0E00000003000400FFFF00FF⟧No hay ningún rival disponible⟦MSBT:0E00000003000400000000FF⟧! Añade
un contrincante controlado por la CPU.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFFF00FF⟧대결할 상대방이 없습니다!⟦MSBT:0E00000003000400000000FF⟧
CP를 추가해 주십시오.","⟦MSBT:0E00000003000400FFFF00FF⟧Dövüşecek kimse yok⟦MSBT:0E00000003000400000000FF⟧!
Lütfen bir CPU rakibi ekle."
26,GroupSearchTitle,Please join a group.,⟦MSBT:0E000000020002006100⟧Veuillez rejoindre un groupe.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Bitte tritt einer Gruppe bei.⟦MSBT:0E000000020002006400⟧,Unisciti a un gruppo.,Únete a un grupo,그룹을 선택해 주십시오.,Lütfen bir gruba katılın.
27,GroupSearchTitleNoRuby,Please join a group.,⟦MSBT:0E000000020002006100⟧Veuillez rejoindre un groupe.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Bitte tritt einer Gruppe bei.⟦MSBT:0E000000020002006400⟧,Unisciti a un gruppo.,Únete a un grupo,그룹을 선택해 주십시오.,Lütfen bir gruba katılın.
28,GroupSearchExplain,"Select ⟦MSBT:0E00000003000400FFFF00FF⟧Create Group ⟦MSBT:0E00000003000400000000FF⟧to
create a new group.","Sélectionnez ⟦MSBT:0E00000003000400FFFF00FF⟧Créer un groupe⟦MSBT:0E00000003000400000000FF⟧
pour créer un nouveau groupe.","⟦MSBT:0E000000020002006100⟧Wähle ⟦MSBT:0E00000003000400FFFF00FF⟧Gruppe erstellen⟦MSBT:0E00000003000400000000FF⟧, um eine
neue Gruppe zu erstellen.⟦MSBT:0E000000020002006400⟧","Seleziona ⟦MSBT:0E00000003000400FFFF00FF⟧Crea gruppo ⟦MSBT:0E00000003000400000000FF⟧per
creare un nuovo gruppo.","Selecciona ⟦MSBT:0E00000003000400FFFF00FF⟧Crear grupo ⟦MSBT:0E00000003000400000000FF⟧para
crear un grupo nuevo.","그룹이 하나도 없을 때나
새로운 그룹을 만들고자 할 때는
⟦MSBT:0E00000003000400FFFF00FF⟧「그룹 만들기」⟦MSBT:0E00000003000400000000FF⟧를 선택해 주십시오.","Yeni grup oluşturmak için
⟦MSBT:0E00000003000400FFFF00FF⟧Grup Oluştur⟦MSBT:0E00000003000400000000FF⟧'u seç."
29,GroupJoinedTitle,Waiting for opponents...,En attente d'adversaires...,Warten auf Gegner...,In attesa di avversari...,A la espera de rivales...,대전 상대 모집 중!,Rakipler bekleniyor...
30,GroupJoinedTitleNoRuby,Waiting for opponents...,En attente d'adversaires...,Warten auf Gegner...,In attesa di avversari...,A la espera de rivales...,대전 상대 모집 중!,Rakipler bekleniyor...
31,GroupJoinedExplain,"Players without their own
copy of the software can
join in via ⟦MSBT:0E00000003000400FFFF00FF⟧Download Play⟦MSBT:0E00000003000400000000FF⟧
from the HOME Menu!","⟦MSBT:0E000000020002006300⟧Les joueurs sans copie du
jeu peuvent se joindre à
vous via le ⟦MSBT:0E00000003000400FFFF00FF⟧mode téléchar-
gement ⟦MSBT:0E00000003000400000000FF⟧dans le menu HOME.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Spieler ohne eigene Ver-
sion der Software können
über das HOME-Menü via
⟦MSBT:0E00000003000400FFFF00FF⟧Download-Spiel⟦MSBT:0E00000003000400000000FF⟧ beitreten!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧I giocatori non in possesso
del software possono
unirsi tramite la ⟦MSBT:0E00000003000400FFFF00FF⟧modalità
download⟦MSBT:0E00000003000400000000FF⟧ nel menu HOME.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005D00⟧Los jugadores que no tengan
su propio juego podrán unirse
a través del ⟦MSBT:0E00000003000400FFFF00FF⟧modo descarga⟦MSBT:0E00000003000400000000FF⟧,
que está en el menú HOME.⟦MSBT:0E000000020002006400⟧","소프트웨어를 갖고 있지
않은 사람도 HOME 메뉴의
⟦MSBT:0E00000003000400FFFF00FF⟧다운로드 플레이⟦MSBT:0E00000003000400000000FF⟧를 통해서
참가할 수 있습니다.","Oyuna sahip olmayanlar
HOME Menüsündeki
⟦MSBT:0E00000003000400FFFF00FF⟧İndirme Oyunu⟦MSBT:0E00000003000400000000FF⟧ ile
katılabilir!"
32,GroupJoinedExplainDLApp,"You must ⟦MSBT:0E00000003000400FFFF00FF⟧update⟦MSBT:0E00000003000400000000FF⟧ your
system before using the
⟦MSBT:0E00000003000400FFFF00FF⟧Download Play⟦MSBT:0E00000003000400000000FF⟧ feature.","Vous devez ⟦MSBT:0E00000003000400FFFF00FF⟧mettre à jour
⟦MSBT:0E00000003000400000000FF⟧la console pour utiliser le
⟦MSBT:0E00000003000400FFFF00FF⟧mode téléchargement⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005600⟧Du musst dein System ⟦MSBT:0E00000003000400FFFF00FF⟧aktuali-
sieren⟦MSBT:0E00000003000400000000FF⟧, bevor du ein ⟦MSBT:0E00000003000400FFFF00FF⟧Download-
Spiel ⟦MSBT:0E00000003000400000000FF⟧beginnen kannst.⟦MSBT:0E000000020002006400⟧","Per poter attivare
la ⟦MSBT:0E00000003000400FFFF00FF⟧modalità download⟦MSBT:0E00000003000400000000FF⟧ devi
⟦MSBT:0E00000003000400FFFF00FF⟧aggiornare ⟦MSBT:0E00000003000400000000FF⟧la tua console.","Debes ⟦MSBT:0E00000003000400FFFF00FF⟧actualizar⟦MSBT:0E00000003000400000000FF⟧ la
consola para poder
usar el ⟦MSBT:0E00000003000400FFFF00FF⟧modo descarga⟦MSBT:0E00000003000400000000FF⟧.","⟦MSBT:0E000000020002005F00⟧⟦MSBT:0E00000003000400FFFF00FF⟧다운로드 플레이⟦MSBT:0E00000003000400000000FF⟧를 하려면
시스템 버전을 ⟦MSBT:0E00000003000400FFFF00FF⟧업데이트⟦MSBT:0E00000003000400000000FF⟧해야 합니다.⟦MSBT:0E000000020002006400⟧","Sistemini ⟦MSBT:0E00000003000400FFFF00FF⟧güncellemeden⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FFFF00FF⟧İndirme Oyunu⟦MSBT:0E00000003000400000000FF⟧
özelliğini kullanamazsın."
33,DialogExitUseNet,"⟦MSBT:0E00000003000400FF4B32FF⟧Quit the game ⟦MSBT:0E00000003000400000000FF⟧and return to
the title screen? (The current
group session will end.)","⟦MSBT:0E00000003000400FF4B32FF⟧Quitter la partie⟦MSBT:0E00000003000400000000FF⟧ et revenir à
l'écran principal ? (La session
actuelle sera interrompue.)","⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00000003000400FF4B32FF⟧Spiel beenden ⟦MSBT:0E00000003000400000000FF⟧und zurück zum
Titelbildschirm? (Die aktuelle
Gruppensitzung wird beendet.)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002004B00⟧Vuoi ⟦MSBT:0E00000003000400FF4B32FF⟧uscire dal gioco ⟦MSBT:0E00000003000400000000FF⟧e tornare allo
schermo del titolo? (La sessione
di gruppo in corso verrà interrotta)⟦MSBT:0E000000020002006400⟧","¿⟦MSBT:0E00000003000400FF4B32FF⟧Quieres salir ⟦MSBT:0E00000003000400000000FF⟧y volver a la
pantalla de título? (La sesión
de grupo actual se cerrará.)","⟦MSBT:0E00000003000400FF4B32FF⟧게임을 그만두고⟦MSBT:0E00000003000400000000FF⟧
타이틀 화면으로 돌아가시겠습니까?
(그룹은 사라집니다)","⟦MSBT:0E00000003000400FF4B32FF⟧Oyundan çıkıp⟦MSBT:0E00000003000400000000FF⟧
başlık ekranına dönülsün mü?
(Grup oturumu bitecek.)"
34,DialogErrorDefault,"⟦MSBT:0E000000020002005A00⟧A ⟦MSBT:0E00000003000400FF4B32FF⟧communication error⟦MSBT:0E00000003000400000000FF⟧ occurred.
Returning to the title screen.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Une ⟦MSBT:0E00000003000400FF4B32FF⟧erreur de communication
⟦MSBT:0E00000003000400000000FF⟧est survenue.
Retour à l'écran principal.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧Fehler bei der Datenübertragung.
⟦MSBT:0E00000003000400000000FF⟧Der Titelbildschirm
wird aufgerufen.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00000003000400FF4B32FF⟧Errore di comunicazione⟦MSBT:0E00000003000400000000FF⟧.
Tornerai allo schermo
del titolo.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Se ha producido un
⟦MSBT:0E00000003000400FF4B32FF⟧error de conexión⟦MSBT:0E00000003000400000000FF⟧.
Volviendo a la
pantalla de título...⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧통신 에러⟦MSBT:0E00000003000400000000FF⟧가 발생했습니다.
타이틀 화면으로 돌아갑니다.","⟦MSBT:0E000000020002005A00⟧Bir ⟦MSBT:0E00000003000400FF4B32FF⟧iletişim hatası⟦MSBT:0E00000003000400000000FF⟧ oluştu.
Başlık ekranına dönülüyor.⟦MSBT:0E000000020002006400⟧"
