index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
14,RankingLoMainText,"⟦MSBT:0E000000020002005A00⟧Trade your ⟦MSBT:0E00000003000400FF693CFF⟧best times ⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧using ⟦MSBT:0E00000003000400FF693CFF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Beat⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧your rivals' times to⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧become the ⟦MSBT:0E00000003000400FF693CFF⟧Champion⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Partagez vos ⟦MSBT:0E00000003000400FF693CFF⟧records⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧grâce à ⟦MSBT:0E00000003000400FF693CFF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ !⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧Surpassez vos rivaux et⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧devenez le ⟦MSBT:0E00000003000400FF693CFF⟧champion⟦MSBT:0E00000003000400000000FF⟧ !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Tauscht eure ⟦MSBT:0E00000003000400FF693CFF⟧Zeiten ⟦MSBT:0E00000003000400000000FF⟧über⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF693CFF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Schlage die⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧Zeiten deiner Gegner,⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧um zu ⟦MSBT:0E00000003000400FF693CFF⟧gewinnen⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Scambia i tuoi ⟦MSBT:0E00000003000400FF693CFF⟧record⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧tramite ⟦MSBT:0E00000003000400FF693CFF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧Supera tutti i tuoi⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF693CFF⟧avversari⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005400⟧Comparte tus ⟦MSBT:0E00000003000400FF693CFF⟧mejores⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005400⟧⟦MSBT:0E00000003000400FF693CFF⟧tiempos ⟦MSBT:0E00000003000400000000FF⟧mediante ⟦MSBT:0E00000003000400FF693CFF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005400⟧¡Supera a tus rivales para⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005400⟧lograr la ⟦MSBT:0E00000003000400FF693CFF⟧victoria⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF693CFF⟧엇갈림 통신⟦MSBT:0E00000003000400000000FF⟧으로
베스트 타임을 ⟦MSBT:0E00000003000400FF693CFF⟧교환!
⟦MSBT:0E00000003000400000000FF⟧라이벌을 뛰어넘는 기록으로
⟦MSBT:0E00000003000400FF693CFF⟧격투왕이 되자!⟦MSBT:0E00000003000400000000FF⟧","⟦MSBT:0E000000020002005A00⟧En iyi ⟦MSBT:0E00000003000400FF693CFF⟧sürelerini⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF693CFF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ ile paylaş!⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧Rakiplerinin sürelerini geç,⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FF693CFF⟧Şampiyon⟦MSBT:0E00000003000400000000FF⟧ ol!⟦MSBT:0E000000020002006400⟧"
15,RankingLoMainText2,"⟦MSBT:0E000000020002005700⟧Trade your ⟦MSBT:0E00000003000400E73C24FF⟧best times⟦MSBT:0E00000003000400000000FF⟧
using⟦MSBT:0E00000003000400E73C24FF⟧ StreetPass⟦MSBT:0E00000003000400000000FF⟧! Beat
your rivals' times to
become the ⟦MSBT:0E00000003000400E73C24FF⟧True Champion⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Partagez vos ⟦MSBT:0E00000003000400E73C24FF⟧records⟦MSBT:0E00000003000400000000FF⟧
grâce à ⟦MSBT:0E00000003000400E73C24FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ !
Surpassez vos rivaux et
devenez l'⟦MSBT:0E00000003000400E73C24FF⟧ultime champion⟦MSBT:0E00000003000400000000FF⟧ !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006200⟧Tauscht eure ⟦MSBT:0E00000003000400E73C24FF⟧Zeiten⟦MSBT:0E00000003000400000000FF⟧ über
⟦MSBT:0E00000003000400E73C24FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧! Schlage die
Zeiten deiner Gegner,
um ⟦MSBT:0E00000003000400E73C24FF⟧der Beste ⟦MSBT:0E00000003000400000000FF⟧zu sein!⟦MSBT:0E000000020002006400⟧","Scambia i tuoi ⟦MSBT:0E00000003000400E73C24FF⟧record⟦MSBT:0E00000003000400000000FF⟧
tramite ⟦MSBT:0E00000003000400E73C24FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧!
Supera tutti i tuoi
⟦MSBT:0E00000003000400E73C24FF⟧avversari⟦MSBT:0E00000003000400000000FF⟧!","⟦MSBT:0E000000020002005000⟧Comparte tus ⟦MSBT:0E00000003000400E73C24FF⟧mejores
tiempos ⟦MSBT:0E00000003000400000000FF⟧mediante ⟦MSBT:0E00000003000400E73C24FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧.
¡Supera a tus rivales para
lograr la ⟦MSBT:0E00000003000400E73C24FF⟧victoria absoluta⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400E73C24FF⟧엇갈림 통신⟦MSBT:0E00000003000400000000FF⟧으로
베스트 타임을 ⟦MSBT:0E00000003000400E73C24FF⟧교환!
⟦MSBT:0E00000003000400000000FF⟧라이벌을 뛰어넘는 기록으로
⟦MSBT:0E00000003000400E73C24FF⟧격투왕 마스터가 되자!⟦MSBT:0E00000003000400000000FF⟧","⟦MSBT:0E000000020002005700⟧⟦MSBT:0E00000003000400E73C24FF⟧En iyi sürelerini⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400E73C24FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ ile paylaş!
Rakiplerinin sürelerini geç ve
⟦MSBT:0E00000003000400E73C24FF⟧Gerçek Şampiyon⟦MSBT:0E00000003000400000000FF⟧ ol!⟦MSBT:0E000000020002006400⟧"
16,CommonRoundText,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00020001000000⟧ to go⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Reste : ⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧,Noch ⟦MSBT:0E00020001000000⟧,⟦MSBT:0E000000020002005A00⟧Ancora ⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004C00⟧Faltaban: ⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧,앞으로 ⟦MSBT:0E00020001000000⟧라운드,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00020001000000⟧ kaldı⟦MSBT:0E000000020002006400⟧
17,CommonClearIcon,⟦MSBT:0E000000020002006000⟧Clear⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧OK⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Gut!⟦MSBT:0E000000020002006400⟧,OK!,⟦MSBT:0E000000020002005800⟧¡Bien!⟦MSBT:0E000000020002006400⟧,클리어,⟦MSBT:0E000000020002004400⟧Tamam⟦MSBT:0E000000020002006400⟧
18,MainNextText,Next,Suite,Weiter,⟦MSBT:0E000000020002004600⟧Prossimo⟦MSBT:0E000000020002006400⟧,Ahora,NEXT,⟦MSBT:0E000000020002005500⟧Sonraki⟦MSBT:0E000000020002006400⟧
19,MainRestText,To go,⟦MSBT:0E000000020002005800⟧Reste ⟦MSBT:0E000000020002006400⟧,Noch,⟦MSBT:0E000000020002005500⟧Ancora⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005800⟧Faltan⟦MSBT:0E000000020002006400⟧,앞으로,Kalan
20,RankingRoundText,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00020001000000⟧ to go⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Reste : ⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧,Noch ⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Ancora ⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004A00⟧Faltaban: ⟦MSBT:0E00020001000000⟧⟦MSBT:0E000000020002006400⟧,앞으로 ⟦MSBT:0E00020001000000⟧라운드,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00020001000000⟧ kaldı⟦MSBT:0E000000020002006400⟧
21,TimeSepMinSec,:,:,:,:,:,:,:
22,TimeSepSecMsec,.,",",.,.,",",.,","
23,TimeBeforeStartMin,--,--,--,--,--,--,--
24,TimeBeforeStartSec,--,--,--,--,--,--,--
25,TimeBeforeStartMsec,--,--,--,--,--,--,--
26,TimeHiddenMin,??,??,⟦MSBT:0E000000020002006400⟧??⟦MSBT:0E000000020002006400⟧,??,??,??,??
27,TimeHiddenSec,??,??,??,??,??,??,??
28,TimeHiddenMsec,??,??,??,??,??,??,??
