index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
15,UnlockArenaEx,"⟦MSBT:0E000000020002005500⟧You've unlocked the ⟦MSBT:0E00000003000400FF4B32FF⟧True Arena⟦MSBT:0E00000003000400000000FF⟧!
Can you become a Kirby Master?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Vous avez accès à l'⟦MSBT:0E00000003000400FF4B32FF⟧arène ultime ⟦MSBT:0E00000003000400000000FF⟧!
Pourrez-vous devenir
un champion Kirby ?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005400⟧Du hast die ⟦MSBT:0E00000003000400FF4B32FF⟧NEUE Arena ⟦MSBT:0E00000003000400000000FF⟧freige-
schaltet! Wirst du ein Kirby-Profi?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Hai sbloccato l'⟦MSBT:0E00000003000400FF4B32FF⟧Arena Finale⟦MSBT:0E00000003000400000000FF⟧!
Percorri la strada dei
veri campioni!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Has desbloqueado
⟦MSBT:0E00000003000400FF4B32FF⟧El verdadero Coliseo⟦MSBT:0E00000003000400000000FF⟧,
¿te convertirás en
el gran héroe Kirby?⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧격투왕의 길 마스터⟦MSBT:0E00000003000400000000FF⟧를
플레이할 수 있게 되었습니다.
커비 마스터를 목표로 GO!","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧Gerçek Arena⟦MSBT:0E00000003000400000000FF⟧'nın kilidini açtın!
Kirby Ustası olabilir misin?⟦MSBT:0E000000020002006400⟧"
16,UnlockArenaEx2,"⟦MSBT:0E000000020002005500⟧In the ⟦MSBT:0E00000003000400FF4B32FF⟧True Arena⟦MSBT:0E00000003000400000000FF⟧, you can
challenge other players'
⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ records.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Dans l'⟦MSBT:0E00000003000400FF4B32FF⟧arène ultime⟦MSBT:0E00000003000400000000FF⟧, vous pouvez
tenter de battre les scores
⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ des autres joueurs.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧In der ⟦MSBT:0E00000003000400FF4B32FF⟧NEUEN Arena⟦MSBT:0E00000003000400000000FF⟧ versuchst
du, die ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧-Rekorde
anderer Spieler zu brechen.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Nell'⟦MSBT:0E00000003000400FF4B32FF⟧Arena Finale⟦MSBT:0E00000003000400000000FF⟧ puoi provare
a battere i record dei giocatori
che incontri tramite ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧En ⟦MSBT:0E00000003000400FF4B32FF⟧El verdadero Coliseo⟦MSBT:0E00000003000400000000FF⟧ podrás
tratar de superar los récords de
⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ de otros jugadores.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧격투왕의 길 마스터⟦MSBT:0E00000003000400000000FF⟧에서는
⟦MSBT:0E00000003000400FF4B32FF⟧엇갈림 통신⟦MSBT:0E00000003000400000000FF⟧으로 
엇갈린 ⟦MSBT:0E00000003000400FF4B32FF⟧Mii⟦MSBT:0E00000003000400000000FF⟧와 베스트 타임을
교환할 수 있게 됩니다.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧Gerçek Arena⟦MSBT:0E00000003000400000000FF⟧'da diğer oyuncuların
⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ rekorlarına
meydan okuyabilirsin.⟦MSBT:0E000000020002006400⟧"
17,UnlockGo,"⟦MSBT:0E000000020002005500⟧You've unlocked ⟦MSBT:0E00000003000400FF4B32FF⟧Dededetour⟦MSBT:0E00000003000400000000FF⟧! Play
through the game as King Dedede!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Vous avez accès aux
⟦MSBT:0E00000003000400FF4B32FF⟧Aventures de DaDiDou⟦MSBT:0E00000003000400000000FF⟧ !
Rejouez au jeu en incarnant
le Roi DaDiDou !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Du hast ⟦MSBT:0E00000003000400FF4B32FF⟧Dededes Abenteuer⟦MSBT:0E00000003000400000000FF⟧ 
freigeschaltet! 
Spiele als König Dedede!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Hai sbloccato 
⟦MSBT:0E00000003000400FF4B32FF⟧Dedede all'avventura⟦MSBT:0E00000003000400000000FF⟧!
Gioca nelle vesti di King Dedede!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Has desbloqueado
⟦MSBT:0E00000003000400FF4B32FF⟧Aventura de Dedede⟦MSBT:0E00000003000400000000FF⟧,
¡juega ahora como el Rey Dedede!⟦MSBT:0E000000020002006400⟧","대왕이 되어 대모험!
⟦MSBT:0E00000003000400FF4B32FF⟧GO! 디디디⟦MSBT:0E00000003000400000000FF⟧를
플레이할 수 있게 되었습니다.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧Dedede Turu⟦MSBT:0E00000003000400000000FF⟧'nun kilidini açtın!
Kral Dedede olarak oyunu
baştan sona oyna!⟦MSBT:0E000000020002006400⟧"
18,UnlockGo2,"⟦MSBT:0E000000020002005500⟧You can exchange ⟦MSBT:0E00000003000400FF4B32FF⟧Arena⟦MSBT:0E00000003000400000000FF⟧ and
⟦MSBT:0E00000003000400FF4B32FF⟧Dededetour⟦MSBT:0E00000003000400000000FF⟧ records with other
players via ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Vous pouvez échanger les
données de l'⟦MSBT:0E00000003000400FF4B32FF⟧arène⟦MSBT:0E00000003000400000000FF⟧ et des
⟦MSBT:0E00000003000400FF4B32FF⟧Aventures de DaDiDou⟦MSBT:0E00000003000400000000FF⟧ avec
d'autres joueurs via ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Du kannst Rekorde der ⟦MSBT:0E00000003000400FF4B32FF⟧Arena
⟦MSBT:0E00000003000400000000FF⟧und von ⟦MSBT:0E00000003000400FF4B32FF⟧Dededes Abenteuer
⟦MSBT:0E00000003000400000000FF⟧über ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass ⟦MSBT:0E00000003000400000000FF⟧teilen.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Puoi scambiare i record 
dell'⟦MSBT:0E00000003000400FF4B32FF⟧Arena ⟦MSBT:0E00000003000400000000FF⟧e di ⟦MSBT:0E00000003000400FF4B32FF⟧Dedede 
all'avventura ⟦MSBT:0E00000003000400000000FF⟧con altri
giocatori tramite ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Intercambia con otros 
jugadores tus récords de 
⟦MSBT:0E00000003000400FF4B32FF⟧El Coliseo⟦MSBT:0E00000003000400000000FF⟧ y ⟦MSBT:0E00000003000400FF4B32FF⟧Aventura de
Dedede⟦MSBT:0E00000003000400000000FF⟧ mediante ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧격투왕의 길⟦MSBT:0E00000003000400000000FF⟧과 ⟦MSBT:0E00000003000400FF4B32FF⟧GO! 디디디⟦MSBT:0E00000003000400000000FF⟧에서는
⟦MSBT:0E00000003000400FF4B32FF⟧엇갈림 통신⟦MSBT:0E00000003000400000000FF⟧을 할 수 있습니다.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧Arena⟦MSBT:0E00000003000400000000FF⟧ ve ⟦MSBT:0E00000003000400FF4B32FF⟧Dedede Turu⟦MSBT:0E00000003000400000000FF⟧
rekorlarını ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ ile
diğer oyuncularla paylaşabilirsin.⟦MSBT:0E000000020002006400⟧"
19,UnlockGo3,"⟦MSBT:0E000000020002005500⟧If you enable ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, you can
exchange your best times with
nearby players!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Si vous activez ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧,
vous pourrez échanger
vos meilleurs scores
avec les joueurs à proximité !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Aktivierst du ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, kannst
du deine Bestzeiten mit
Spielern in der Nähe teilen!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Se attivi ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, puoi
scambiare i tuoi tempi record
con giocatori a te vicini!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧¡Activa ⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ para
compartir tus mejores tiempos
con otros jugadores cercanos!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FF4B32FF⟧엇갈림 통신⟦MSBT:0E00000003000400000000FF⟧을 하면
엇갈린 ⟦MSBT:0E00000003000400FF4B32FF⟧Mii⟦MSBT:0E00000003000400000000FF⟧와 베스트 타임을
교환할 수 있게 됩니다.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧'i etkinleştirirsen,
en iyi sürelerini yakındaki
oyuncularla paylaşabilirsin!⟦MSBT:0E000000020002006400⟧"
20,UnlockSound,"⟦MSBT:0E000000020002005500⟧You've unlocked ⟦MSBT:0E00000003000400FF4B32FF⟧Sound Test⟦MSBT:0E00000003000400000000FF⟧,
where you can listen to all of
your favourite game music!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Vous avez accès au menu ⟦MSBT:0E00000003000400FF4B32FF⟧audio⟦MSBT:0E00000003000400000000FF⟧,
d'où vous pouvez réécouter
les musiques du jeu
que vous préférez !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005400⟧Du hast die ⟦MSBT:0E00000003000400FF4B32FF⟧Klanghalle⟦MSBT:0E00000003000400000000FF⟧ freigeschal-
tet, wo du all deine Lieblingslieder
aus dem Spiel anhören kannst!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Hai sbloccato i ⟦MSBT:0E00000003000400FF4B32FF⟧Suoni⟦MSBT:0E00000003000400000000FF⟧!
Qui puoi ascoltare tutti i tuoi
brani preferiti del gioco!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Has desbloqueado el ⟦MSBT:0E00000003000400FF4B32FF⟧Audio⟦MSBT:0E00000003000400000000FF⟧,
¡úsalo para escuchar tu
música preferida del juego!⟦MSBT:0E000000020002006400⟧","듣고 싶은 곡을
마음껏 들을 수 있는
⟦MSBT:0E00000003000400FF4B32FF⟧사운드 룸⟦MSBT:0E00000003000400000000FF⟧이 열렸습니다.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧Ses Testi⟦MSBT:0E00000003000400000000FF⟧'nin kilidini açtın,
oyunun tüm favori müziklerini
dinleyebilirsin!⟦MSBT:0E000000020002006400⟧"
21,UnlockTheater,"⟦MSBT:0E000000020002005500⟧You've unlocked the ⟦MSBT:0E00000003000400FF4B32FF⟧Theatre⟦MSBT:0E00000003000400000000FF⟧!
Here you can watch the game's
cinematic cutscenes again.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Vous avez accès au ⟦MSBT:0E00000003000400FF4B32FF⟧cinéma⟦MSBT:0E00000003000400000000FF⟧,
d'où vous pouvez revoir
toutes les cinématiques du jeu.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005300⟧Du hast das ⟦MSBT:0E00000003000400FF4B32FF⟧Kino⟦MSBT:0E00000003000400000000FF⟧ freigeschaltet,
wo du alle Zwischensequenzen des
Spiels erneut anschauen kannst.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005900⟧Hai sbloccato il⟦MSBT:0E00000003000400FF4B32FF⟧ Cinema⟦MSBT:0E00000003000400000000FF⟧!
Qui puoi vedere le sequenze
video del gioco un'altra volta.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Has desbloqueado el ⟦MSBT:0E00000003000400FF4B32FF⟧Cine⟦MSBT:0E00000003000400000000FF⟧,
donde podrás volver a ver las
escenas cinemáticas del juego.⟦MSBT:0E000000020002006400⟧","보고 싶은 영상을
마음껏 볼 수 있는
⟦MSBT:0E00000003000400FF4B32FF⟧커비 극장⟦MSBT:0E00000003000400000000FF⟧이 열렸습니다.","⟦MSBT:0E000000020002005500⟧⟦MSBT:0E00000003000400FF4B32FF⟧Sinema⟦MSBT:0E00000003000400000000FF⟧'nun kilidini açtın!
Oyunun ara sahnelerini
buradan yeniden izleyebilirsin.⟦MSBT:0E000000020002006400⟧"
22,UnlockTheaterComplete,"⟦MSBT:0E000000020002006400⟧You've unlocked all of the
movies in the ⟦MSBT:0E00000003000400FF4B32FF⟧Theatre⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005F00⟧Vous avez débloqué toutes les
cinématiques dans le ⟦MSBT:0E00000003000400FF4B32FF⟧cinéma ⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Du hast alle Filme im
⟦MSBT:0E00000003000400FF4B32FF⟧Kino⟦MSBT:0E00000003000400000000FF⟧ freigeschaltet!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Hai sbloccato tutti
i filmati del ⟦MSBT:0E00000003000400FF4B32FF⟧Cinema⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧¡Has desbloqueado todas
las escenas del ⟦MSBT:0E00000003000400FF4B32FF⟧Cine⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","커비 극장에서 ⟦MSBT:0E00000003000400FF4B32FF⟧모든 영상⟦MSBT:0E00000003000400000000FF⟧을
볼 수 있게 되었습니다.","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00000003000400FF4B32FF⟧Sinema⟦MSBT:0E00000003000400000000FF⟧'daki tüm
filmlerin kilidini açtın!⟦MSBT:0E000000020002006400⟧"
23,#FileDelete,,,,,,,
24,FileDeleteText1,⟦MSBT:0E000000020002006200⟧Delete ⟦MSBT:0E00000003000400FFD411FF⟧File ⟦MSBT:0E00020000000000⟧⟦MSBT:0E00000003000400000000FF⟧?⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧Effacer le ⟦MSBT:0E00000003000400FFD411FF⟧fichier⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00000003000400FFD411FF⟧⟦MSBT:0E00020000000000⟧⟦MSBT:0E000000020002006000⟧ ⟦MSBT:0E000000020002006000⟧⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002006000⟧?⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧⟦MSBT:0E00000003000400FFD411FF⟧Datei ⟦MSBT:0E00020000000000⟧ ⟦MSBT:0E00000003000400000000FF⟧löschen?⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Cancellare il ⟦MSBT:0E00000003000400FFD411FF⟧file ⟦MSBT:0E00020000000000⟧⟦MSBT:0E00000003000400000000FF⟧?⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004900⟧¿Quieres borrar el ⟦MSBT:0E00000003000400FFD411FF⟧archivo ⟦MSBT:0E000000020002004900⟧⟦MSBT:0E00020000000000⟧⟦MSBT:0E000000020002004900⟧⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002004900⟧?⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧⟦MSBT:0E00000003000400FFD411FF⟧파일⟦MSBT:0E00020000000000⟧⟦MSBT:0E00000003000400000000FF⟧을 삭제하시겠습니까?⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧⟦MSBT:0E00000003000400FFD411FF⟧Dosya ⟦MSBT:0E00020000000000⟧⟦MSBT:0E00000003000400000000FF⟧ silinsin mi?⟦MSBT:0E000000020002006400⟧
25,FileDeleteYes1,Delete,Effacer,Löschen,Cancella,Borrar,삭제,Sil
26,FileDeleteNo1,Don't Delete,Conserver,Nicht löschen,Non cancellare,Mejor no,삭제하지 않기,Vazgeç
27,FileDeleteText2,⟦MSBT:0E000000020002005300⟧⟦MSBT:0E00000003000400FFD411FF⟧Are you sure about that?⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004500⟧⟦MSBT:0E00000003000400FFD411FF⟧Voulez-vous vraiment l'effacer ?⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00000003000400FFD411FF⟧Bist du dir sicher?⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧⟦MSBT:0E00000003000400FFD411FF⟧Vuoi davvero cancellare?⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000003000400FFD411FF⟧¿De verdad?⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FFD411FF⟧정말로 삭제하시겠습니까?⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E000000020002005300⟧⟦MSBT:0E00000003000400FFD411FF⟧Bundan emin misin?⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧
28,FileDeleteYes2,Delete,Effacer,Löschen,Cancella,"Sí, borrar",삭제,Sil
29,FileDeleteNo2,Don't Delete,Conserver,Nicht löschen,Non cancellare,Mejor no,삭제하지 않기,Vazgeç
30,FileDeleteText3_1,⟦MSBT:0E000000020002004B00⟧Deleted  data  cannot  be  recovered.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004E00⟧Toute suppression est définitive.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003F00⟧Gelöschte  Daten  sind  nicht  wiederherstellbar.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004700⟧I  dati  non  potranno  essere  recuperati.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005100⟧No podrás recuperar los datos.⟦MSBT:0E000000020002006400⟧,삭제한 데이터는 복구할 수 없습니다.,⟦MSBT:0E000000020002004B00⟧Silinen  veriler  geri  getirilemez.⟦MSBT:0E000000020002006400⟧
31,FileDeleteText3_2,⟦MSBT:0E000000020002004000⟧You're sure you won't regret this?⟦MSBT:0E000000020002006400⟧,Aucun regret ?,⟦MSBT:0E000000020002004700⟧Du wirst das nicht bereuen?⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧Vuoi comunque procedere?⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005600⟧¿Borramos, entonces?⟦MSBT:0E000000020002006400⟧",후회하지 않으실 거죠?,⟦MSBT:0E000000020002004000⟧Pişman olmayacağına emin misin?⟦MSBT:0E000000020002006400⟧
32,FileDeleteYes3,⟦MSBT:0E00000003000400FF4B32FF⟧No Regrets!⟦MSBT:0E00000003000400000000FF⟧,"⟦MSBT:0E00000003000400FF4B32FF⟧Aucun, effacer !⟦MSBT:0E00000003000400000000FF⟧",⟦MSBT:0E000000020002005B00⟧⟦MSBT:0E00000003000400FF4B32FF⟧Ohne Reue löschen!⟦MSBT:0E00000003000400000000FF⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E00000003000400FF4B32FF⟧Sì, certo!⟦MSBT:0E00000003000400000000FF⟧",⟦MSBT:0E00000003000400FF4B32FF⟧Borrar sin miedo⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF4B32FF⟧후회 안 해요!⟦MSBT:0E00000003000400000000FF⟧,⟦MSBT:0E00000003000400FF4B32FF⟧Pişman değilim!⟦MSBT:0E00000003000400000000FF⟧
33,FileDeleteNo3,Don't Delete,"Si, conserver !",⟦MSBT:0E000000020002005B00⟧Lieber nicht löschen⟦MSBT:0E000000020002006400⟧,Meglio di no!,Mejor no,삭제하지 않기,Vazgeç
34,FileDeleteEnd,File Deleted.,Le fichier a été effacé.,Datei gelöscht.,I dati sono stati cancellati.,Archivo borrado.,파일을 삭제했습니다.,Dosya silindi.
