File,EntryIndex,Label,SourceLabel,XScale,YScale,SecondarySourceLabel,EU_English,EU_French,EU_German,EU_Spanish,EU_Italian,EU_Dutch,EU_Portuguese,EU_Russian,Turkish
minigame/mgBtl.bmsm,13,Btl_title_msg,mgBtl_title_msg,1,1,nil,"Build a mighty army as you
strive for world domination.","Mobilisez une armée afin d'étendre
les frontières de votre royaume !","Stelle eine riesige Armee zusammen,
um die ganze Welt zu erobern!","¡Consigue un ejército imbatible y
lucha por la dominación mundial!","Costruisci un potente esercito e
lanciati alla conquista del mondo!","Vorm een machtig leger om
de wereld mee te veroveren!","Crie um exército poderoso à medida
que luta para dominar o mundo.","Собери могучую армию
на пути к мировому господству!",
minigame/mgBtl.bmsm,14,Btl_title_msg_start,mgBtl_title_msg,1,1,nil,"Collect as many allies as possible
to unite the world under your rule.","Envahissez de nouveaux territoires
aux côtés de vos alliés.","Gewinne möglichst viele Verbündete, um
die Welt unter deine Kontrolle zu bringen!","Consigue aliados y une a todas las
naciones del mundo bajo tu mandato.","Raduna tutti gli alleati che puoi e
unifica il mondo sotto il tuo dominio!","Vind zo veel mogelijk bondgenoten
en verover de wereld!","Reunir o máximo de aliados possível
para governar o mundo inteiro!","Находи как можно больше союзников,
чтобы объединить мир под своим началом!",
minigame/mgBtl.bmsm,15,Btl_title_msg_start_again,mgBtl_title_msg,1,1,nil,"Collect as many allies as possible and
unite the world under your rule again.","Partez à nouveau à la conquête du
monde aux côtés de vos alliés.","Gewinne viele Verbündete, um die Welt
erneut unter deine Kontrolle zu bringen!","Consigue aliados y une a todas las naciones
del mundo bajo tu mandato por [0].ª vez.","Raduna tutti gli alleati che puoi e unifica
di nuovo il mondo sotto il tuo dominio!","Vind zo veel mogelijk bondgenoten
en verover de wereld opnieuw!","Reunir o máximo de aliados possível para
voltar a governar o mundo inteiro!","Находи как можно больше союзников, чтобы
вновь объединить мир под своим началом!",
minigame/mgBtl.bmsm,16,Btl_title_msg_employ,mgBtl_title_msg,1,1,nil,"Use  Play Coins to hire
new troops for your army.","Utilisez des  pièces de jeu
pour enrôler de nouveaux soldats.","Verwende  Spielmünzen, um
Soldaten für deine Armee zu rekrutieren.","Utiliza monedas de juego para
contratar soldados para tu ejército.","Usa monete di gioco  per assoldare
nuove truppe per il tuo esercito!","Wissel  speelmunten in
om nieuwe soldaten in te huren.","Utilizar  Moedas de Jogo para
contratar novos soldados.","Используй  игровые монетки, чтобы
нанять новых солдат для своей армии!",
minigame/mgBtl.bmsm,17,Btl_title_msg_record,mgBtl_title_msg,1,1,nil,"View details of your past battles
and your position in the rankings.","Consultez votre classement ainsi
que vos rapports de batailles.","Sieh dir die Details vergangener Schlachten
und deine Platzierung in der Rangliste an.","Consulta la clasificación y
el resultado de tus batallas.","Visualizza i dettagli delle tue battaglie
passate e la tua posizione in classifica.","Bekijk de resultaten van je veldslagen
en je positie in de ranglijst.","Ver detalhes das batalhas anteriores
e a sua posição nas classificações.","Просматривай информацию
о минувших битвах и о своем рейтинге!",
minigame/mgBtl.bmsm,18,Btl_title_msg_ranking,mgBtl_title_msg,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,19,Btl_title_msg_restart,mgBtl_title_msg,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,20,Btl_title_msg_back,mgBtl_title_msg,1,1,nil,Quit the game and return to the plaza.,"Quittez le jeu et retournez
sur la place.","Beende das Spiel und
kehre zur Lobby zurück.","Sal del juego y
vuelve a la plaza.",Esci dal gioco e torna alla piazza.,Stop het spel en ga terug naar het park.,Sair do jogo e voltar à praça.,Выйти из игры и вернуться на площадь.,Oyundan çıkıp meydana dön.
minigame/mgBtl.bmsm,21,Btl_title_home,mgBtl_help_s,1,1,nil,: Return to HOME Menu, Retourner au menu HOME, Zurück zum HOME-Menü, Volver al menú HOME,: Torna al menu HOME, Terug naar het HOME-menu,: Regressar ao Menu HOME, — вернуться в меню HOME,: HOME Menüsüne Dön
minigame/mgBtl.bmsm,22,Btl_title_info_coin,mgBtl_title_info,0,1,nil,Play Coins,Pièces de jeu,Spielmünzen,Monedas,Monete di gioco,Speelmunten,Moedas de Jogo,Игровых монеток,Oyun Jetonları
minigame/mgBtl.bmsm,23,Btl_title_info_soldier,mgBtl_title_info,0,1,nil,Allied Soldiers,Soldats alliés,Gesamtzahl Soldaten,Soldados aliados,Soldati disponibili,Soldaten,Soldados Aliados,Солдат-союзников,
minigame/mgBtl.bmsm,24,Btl_title_info_rank,mgBtl_title_info,0,1,nil,Castle Rank,Rang du château,Stufe der Burg,Nivel del castillo,Livello del castello,Kasteelrang,Nível do Castelo,Уровень замка,
minigame/mgBtl.bmsm,25,Btl_title_info_general,mgBtl_title_info,0,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,26,Btl_title_info_enemy,mgBtl_title_info,0,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,27,Btl_title_info_land,mgBtl_title_info,0,1,nil,Countries Conquered,Territoires conquis,Eroberte Länder,Países conquistados,Paesi conquistati,Veroverde landen,Nações Conquistadas,Завоеванных стран,
minigame/mgBtl.bmsm,28,Btl_title_info_coin_num,mgBtl_title_info,2,1,nil,[0],[0],[0],[0],[0],[0],[0],[0],[0]
minigame/mgBtl.bmsm,29,Btl_title_info_person_num,mgBtl_title_info,2,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,30,Btl_title_info_soldier_num,mgBtl_title_info,2,1,nil,[0],[0],[0],[0],[0],[0],[0],[0],[0]
minigame/mgBtl.bmsm,31,Btl_title_info_land_num,mgBtl_title_info,2,1,nil,[0]/[1],[0]/[1],[0]/[1],[0]/[1],[0]/[1],[0]/[1],[0]/[1],[0]/[1],[0]/[1]
minigame/mgBtl.bmsm,32,Btl_title_info_rank_num,mgBtl_title_info,2,1,nil,[0],[0],[0],[0],[0],[0],[0],[0],[0]
minigame/mgBtl.bmsm,33,Btl_title_info_enemy_num_no,mgBtl_title_info,2,1,nil,- ,- ,- ,- ,- ,- ,- ,- ,- 
minigame/mgBtl.bmsm,34,Btl_title_info_enemy_num,mgBtl_title_info,2,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,35,Btl_title_00,mgBtl_button_m1,1,1,nil,Hire Soldiers,Enrôler des soldats,Soldaten anheuern,Contratar soldados,Recluta soldati,Soldaten inhuren,Contratar Soldados,Нанять солдат,
minigame/mgBtl.bmsm,36,Btl_title_01,mgBtl_button_l,1,1,nil,Conquer the World,Conquérir le monde,Welteroberung,Conquistar el mundo,Conquista il mondo,Verover de wereld,Conquistar o Mundo,Завоевать мир,
minigame/mgBtl.bmsm,37,Btl_title_02,mgBtl_button_m2,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,38,Btl_title_03,mgBtl_button_s,1,1,nil,Back,Quitter,Verlassen,Atrás,Indietro,Terug,Anterior,Назад,Geri
minigame/mgBtl.bmsm,39,Btl_title_04,mgBtl_button_s,1,1,nil,View Records,Rapports,Fortschritt,Estadísticas,Statistiche,Statistieken,Detalhes,Результаты,
minigame/mgBtl.bmsm,40,Btl_title_05,mgBtl_button_s,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,41,Btl_title_attention,mgBtl_windowD_02,1,1,nil,"If you return to the plaza now,
the troops you have summoned
using  Play Coins will leave
without joining your army.","Si vous quittez le jeu,
les soldats enrôlés avec
des  pièces de jeu
se disperseront.","Wenn du jetzt zur Lobby
zurückkehrst, verlierst du
alle mit  Spielmünzen
angeworbenen Soldaten.","Si sales, los soldados que
hayas contratado con monedas
de juego se retirarán y ya no
formarán parte de tu ejército.","Se torni alla piazza ora,
le truppe che hai reclutato
con le monete di gioco 
se ne andranno senza unirsi
al tuo esercito.","Als je nu teruggaat naar het
park, vertrekken de soldaten
die je met  speelmunten
hebt ingehuurd.","Se regressar à praça agora, os
soldados que reuniu utilizando
 Moedas de Jogo não se
irão juntar ao seu exército.","Если ты вернешься на
площадь, солдаты, призванные
с помощью  игровых
монеток, разойдутся, не
поступив к тебе на службу.",
minigame/mgBtl.bmsm,42,Btl_title_confirm,mgBtl_windowD_02,1,1,nil,Return to the plaza?,Retourner sur la place ?,Zur Lobby zurückkehren?,¿Quieres volver a la plaza?,Vuoi tornare alla piazza?,Wil je teruggaan naar het park?,Regressar à praça?,Вернуться на площадь?,
minigame/mgBtl.bmsm,43,Btl_title_yes,mgBtl_button_m2,1,1,nil,Yes,Oui,Ja,Sí,Sì,Ja,Sim,Да,Evet
minigame/mgBtl.bmsm,44,Btl_title_no,mgBtl_button_m2,1,1,nil,No,Non,Nein,No,No,Nee,Não,Нет,Hayır
minigame/mgBtl.bmsm,45,Btl_title_trial_save,mgBtl_windowD_02,nil,nil,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,46,Btl_restart_confirm_00,mgBtl_windowD_02,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,47,Btl_restart_confirm_01,mgBtl_windowD_02,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,48,Btl_restart_result,mgBtl_windowD_01,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,49,Btl_common_00,mgBtl_button_m2,1,1,nil,Yes,Oui,Ja,Sí,Sì,Ja,Sim,Да,Evet
minigame/mgBtl.bmsm,50,Btl_common_01,mgBtl_button_m2,1,1,nil,No,Non,Nein,No,No,Nee,Não,Нет,Hayır
minigame/mgBtl.bmsm,51,Btl_common_02,mgBtl_status,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,52,Btl_common_coin_deficit,mgBtl_windowD_01,1,1,nil,"Sorry, but it seems like
you don't have enough
 Play Coins.","Malheureusement, vous n'avez
pas assez de  pièces de jeu.","Schade! Du hast nicht
genügend  Spielmünzen.","No tienes suficientes
monedas de juego.","Che peccato! Pare tu non
abbia abbastanza monete
di gioco ...","Helaas. Je hebt niet
genoeg  speelmunten.","Lamento, mas não tem
 Moedas de Jogo
suficientes.","Извини, но у тебя,
кажется, недостаточно
 игровых монеток.",
minigame/mgBtl.bmsm,53,Btl_save,mgBtl_saveload,2,1,nil,Saving... Please do not turn off the power.,Sauvegarde... N'éteignez pas la console.,Speichervorgang... Bitte das System nicht ausschalten.,Guardando... No apagues la consola.,Salvataggio in corso... Non spegnere la console.,Bezig met opslaan... Zet het systeem niet uit.,A guardar... Não desligue a consola.,"Идет сохранение... Пожалуйста, не выключай систему.",Kaydediliyor... Lütfen sistemi kapatmayın.
minigame/mgBtl.bmsm,54,Btl_load,mgBtl_saveload,2,1,nil,Loading... Please do not turn off the power.,Chargement... N'éteignez pas la console.,Ladevorgang... Bitte das System nicht ausschalten.,Cargando... No apagues la consola.,Caricamento in corso... Non spegnere la console.,Bezig met laden... Zet het systeem niet uit.,A carregar... Não desligue a consola.,"Идет загрузка... Пожалуйста, не выключай систему.",Yükleniyor... Lütfen sistemi kapatmayın.
minigame/mgBtl.bmsm,55,Btl_bt_lock,mgBtl_button_m2,1,1,nil,???,???,???,(?),???,???,???,???,???
minigame/mgBtl.bmsm,56,Btl_key_help_00,mgBtl_key_help_00,0,0,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,57,Btl_key_help_01,mgBtl_key_help_00,2,0,0,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,58,Btl_status_00,mgBtl_status_edge,1,1,0,[0],[0],[0],[0],[0],[0],[0],[0],[0]
minigame/mgBtl.bmsm,59,Btl_status_01,mgBtl_status,1,1,0,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,60,Btl_status_02,mgBtl_war_edge_m,1,1,mgBtl_telop_up_s,[0],[0],[0],[0],[0],[0],[0],[0],[0]
minigame/mgBtl.bmsm,61,Btl_status_03,mgBtl_status_name,1,1,0,[0],[0],[0],[0],[0],[0],[0],[0],[0]
minigame/mgBtl.bmsm,62,Btl_status_04,mgBtl_status,1,1,0,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,63,Btl_status_05,mgBtl_status,1,1,0,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,64,Btl_status_09,mgBtl_status,1,1,0,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,65,Btl_status_10,mgBtl_status,1,1,0,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,66,Btl_status_11,mgBtl_status,1,1,0,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,67,Btl_type_00,mgBtl_status,1,1,nil,cavalry,cavaliers,Kavallerie,caballería,cavalleria,cavalerie,cavalaria,всадники,
minigame/mgBtl.bmsm,68,Btl_type_00_l,mgBtl_status,1,1,nil,Cavalry,Cavaliers,Kavallerie,Caballería,Cavalleria,Cavalerie,Cavalaria,Всадники,
minigame/mgBtl.bmsm,69,Btl_type_01,mgBtl_status,1,1,nil,archers,archers,Schützen,arqueros,arcieri,boogschutters,arqueiros,лучники,
minigame/mgBtl.bmsm,70,Btl_type_01_l,mgBtl_status,1,1,nil,Archers,Archers,Schützen,Arqueros,Arcieri,Boogschutters,Arqueiros,Лучники,
minigame/mgBtl.bmsm,71,Btl_type_02,mgBtl_status,1,1,nil,infantry,fantassins,Infanterie,infantería,fanteria,infanterie,infantaria,мечники,
minigame/mgBtl.bmsm,72,Btl_type_02_l,mgBtl_status,1,1,nil,Infantry,Fantassins,Infanterie,Infantería,Fanteria,Infanterie,Infantaria,Мечники,
minigame/mgBtl.bmsm,73,Btl_type_03,mgBtl_status,1,1,nil,ninjas,ninjas,Ninjas,ninjas,ninja,ninja's,ninjas,ниндзя,
minigame/mgBtl.bmsm,74,Btl_jii_name,mgBtl_status,1,1,nil,Wentworth,Alfred,Konrad,Alfredo,Anselmo,Wilfred,Batista,Воеводов,
minigame/mgBtl.bmsm,75,Btl_castle_02,mgBtl_button_m1,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,76,Btl_castle_03,mgBtl_button_m2,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,77,Btl_castle_04,mgBtl_button_m2,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,78,Btl_castle_confirm,mgBtl_windowD_02,1,1,nil,"Once your castle is built, you
will not be able to change it.

Are you sure of your decision?","Attention, vous ne pourrez pas
revenir sur votre décision !

Voulez-vous bâtir ce château ?","Eine einmal erbaute Burg wird
für die gesamte Spieldauer
dein Zuhause sein.
Bist du sicher?","Una vez que construyas el
castillo, no podrás cambiarlo.

¿Seguro que quieres este?","Una volta costruito, non potrai
più cambiare tipo di castello.

Confermi la tua scelta?","Zodra het kasteel is gebouwd,
kun je het niet meer veranderen.

Weet je het zeker?","Depois de construir o castelo,
já não o poderá alterar.

Tem a certeza que quer este?","Построенную крепость
невозможно изменить.

Это твое окончательное
решение?",
minigame/mgBtl.bmsm,79,Btl_castle_trial,mgBtl_windowD_02,1,1,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,80,Btl_castle_name_00,mgBtl_status_name2,1,1,nil,Shogun's Castle,Château oriental,Pagodenburg,Castillo oriental,Samurai,Samoeraikasteel,Oriental,"Японская
крепость",
minigame/mgBtl.bmsm,81,Btl_castle_name_01,mgBtl_status_name2,1,1,nil,Medieval Castle,Château médiéval,Trutzburg,Castillo medieval,Medievale,Ridderkasteel,Medieval,"Средневековая
крепость",
minigame/mgBtl.bmsm,82,Btl_castle_name_02,mgBtl_status_name2,1,1,nil,Cyber Castle,Château futuriste,Weltraumburg,Cibercastillo,Spaziale,Cyberkasteel,Futurista,"Космическая
крепость",
minigame/mgBtl.bmsm,83,Btl_comment_00,mgBtl_comment_l,0,0,nil,"I am [System:Color name=""mgBtl_dark_green"" ][1][/System:Color],
from [0]!","[System:Color name=""mgBtl_dark_green"" ][1][/System:Color], de la contrée
[0].","Ich bin [System:Color name=""mgBtl_dark_green"" ][1][/System:Color]! Meine Heimat:
[0].","Soy [System:Color name=""mgBtl_dark_green"" ][1][/System:Color] y vengo de:
[0].","Io mi chiamo [System:Color name=""mgBtl_dark_green"" ][1][/System:Color], e la mia
terra [0].","Ik ben [System:Color name=""mgBtl_dark_green"" ][1][/System:Color],
uit [0]!","O meu nome é [System:Color name=""mgBtl_dark_green"" ][1][/System:Color], de
[0].","Я [System:Color name=""mgBtl_dark_green"" ][1] [/System:Color]из региона
[0]!",
minigame/mgBtl.bmsm,84,Btl_comment_01,mgBtl_comment_l,nil,nil,nil,"I bring a force of [System:Color name=""mgBtl_red"" ][0][/System:Color] soldiers!
Let us fight by your side!","Nous sommes [System:Color name=""mgBtl_red"" ][0] [/System:Color]soldats
à venir combattre à vos côtés !","Wir sind [System:Color name=""mgBtl_red"" ][0][/System:Color] mutige Recken und
wollen an deiner Seite kämpfen!","Somos [System:Color name=""mgBtl_red"" ][0][/System:Color] soldados y sería
un honor ponernos a sus órdenes.","Siamo in [System:Color name=""mgBtl_red"" ][0][/System:Color]! Sarà un onore
combattere al vostro fianco. ","Ons leger bestaat uit [System:Color name=""mgBtl_red"" ][0][/System:Color] soldaten!
Laat ons meevechten aan uw zijde!","Trago um exército de [System:Color name=""mgBtl_red"" ][0][/System:Color] soldados.
Deixe-nos lutar a seu lado!","Со мной войско из [System:Color name=""mgBtl_red"" ][0][/System:Color] [SingularPluralNumberRU : 0, солдата, солдат, солдат]!
Давай сражаться вместе!",
minigame/mgBtl.bmsm,85,Btl_comment_01_sf,mgBtl_comment_l,nil,nil,nil,"I bring a force of [System:Color name=""mgBtl_red"" ][0][/System:Color] soldier...myself!
Let me fight by your side!","Vous pouvez compter sur moi, je me
battrai coûte que coûte à vos côtés !","Ich [System:Color name=""mgBtl_red"" ]persönlich [/System:Color]bin gekommen,
um an deiner Seite zu kämpfen!",Sería un honor ponerme a su servicio.,"Contate su di me! Sarà un onore
combattere al vostro fianco.","Ik ben klaar voor de strijd!
Laat mij meevechten aan uw zijde!","O que falta em número, compenso em
valentia! Deixe-me lutar a seu lado!","Ты можешь на меня положиться!
Давай сражаться вместе!",
minigame/mgBtl.bmsm,86,Btl_comment_02,mgBtl_comment_l,0,0,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,87,Btl_comment_03,mgBtl_comment_l,0,0,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,88,Btl_comment_04,mgBtl_comment_l,0,0,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,89,Btl_comment_05,mgBtl_comment_l,0,0,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,90,Btl_comment_06,mgBtl_comment_l,nil,nil,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,91,Btl_comment_11,mgBtl_comment_l,nil,nil,nil,"I am [System:Color name=""mgBtl_dark_green"" ][1][/System:Color],
from [0]!","[System:Color name=""mgBtl_dark_green"" ][1][/System:Color], de la contrée
[0].","Ich bin [System:Color name=""mgBtl_dark_green"" ][1][/System:Color]! Meine Heimat:
[0].","Soy [System:Color name=""mgBtl_dark_green"" ][1][/System:Color] y vengo de:
[0].","Io mi chiamo [System:Color name=""mgBtl_dark_green"" ][1][/System:Color], e la mia
terra [0].","Ik ben [System:Color name=""mgBtl_dark_green"" ][1][/System:Color],
uit [0]!","O meu nome é [System:Color name=""mgBtl_dark_green"" ][1][/System:Color], de
[0].","Я [System:Color name=""mgBtl_dark_green"" ][1] [/System:Color]из региона
[0]!",
minigame/mgBtl.bmsm,92,Btl_comment_12,mgBtl_comment_l,0,0,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,93,Btl_comment_13,mgBtl_comment_l,0,0,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,94,Btl_comment_14,mgBtl_comment_l,nil,nil,nil,"Forgive me, but I just had to
stop by to see your fine castle.","Je me devais de venir admirer
votre superbe château !","Als ich diese prachtvolle Burg sah,
musste ich einen Moment innehalten.","¡Disculpe la intromisión, pero su
admirable castillo me ha fascinado!","Non ho potuto far a meno di fermarmi
ad ammirare il vostro splendido castello.","Ik zag uw prachtige kasteel en wilde
het van dichtbij bewonderen.","Perdoe-me a ousadia, mas eu tinha
de ver o seu castelo pessoalmente!","Прости, но мне очень захотелось
посмотреть на твою чудную крепость.",
minigame/mgBtl.bmsm,95,Btl_comment_cancel,mgBtl_comment_l,nil,nil,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,96,Btl_comment_caution,mgBtl_comment_l,nil,nil,nil,##,##,##,##,##,##,##,##,##
minigame/mgBtl.bmsm,97,Btl_comment_reply_00,mgBtl_comment_l,nil,nil,nil,"Your army's size is quite impressive!
I would like to battle you someday!","Votre armée me fait forte impression.
J'espère vous affronter un jour.","Die Größe deiner Armee imponiert mir!
Wir sollten uns mal im Kampf messen!","Tiene usted un ejército impresionante.
¡Espero poder retarle algún día!","Il vostro esercito è impressionante!
Uno di questi giorni proverò a sfidarvi.","Wat een indrukwekkend leger!
Ik zou graag de strijd met u aangaan!","O seu exército é impressionante!
Espero um dia podermos batalhar.","Размер твоей армии впечатляет!
Может, сразимся когда-нибудь?",
minigame/mgBtl.bmsm,98,Btl_comment_reply_01,mgBtl_comment_l,nil,nil,nil,"My, your army's shaping up nicely!
I look forward to seeing it grow.","Les rangs de votre armée
grossissent de jour en jour !","Deine Armee wächst zusehends!
Ich bin gespannt, wie groß sie wird.","¡Su ejército es cada vez más
numeroso! ¡Siga así!","Il vostro esercito cresce di giorno in
giorno. Chissà come diventerà!","Je leger is al aardig groot!
Ik hoop dat het zo blijft groeien.","Folgo em ver o seu exército a
continuar a crescer tanto!","Твоя армия растет с каждым днем.
Продолжай в том же духе!",
minigame/mgBtl.bmsm,99,Btl_comment_reply_02,mgBtl_comment_l,nil,nil,nil,"To commemorate our meeting,
I offer you [System:Color name=""mgBtl_red"" ][0][/System:Color] soldiers.","En gage de bonne foi, je vous
fais don de [System:Color name=""mgBtl_red"" ][0][/System:Color] soldats.","Anlässlich unserer Begegnung
überlasse ich dir [System:Color name=""mgBtl_red"" ][0][/System:Color] Soldaten!","Para celebrar nuestro encuentro, le
ofrezco [System:Color name=""mgBtl_red"" ][0][/System:Color] soldados.","Per commemorare il nostro incontro,
eccovi [System:Color name=""mgBtl_red"" ][0][/System:Color] soldati.","Om onze ontmoeting te vieren
geef ik je [System:Color name=""mgBtl_red"" ][0][/System:Color] soldaten!","Para comemorar a nossa aliança, eis
uma oferenda de [System:Color name=""mgBtl_red"" ][0][/System:Color] soldados.","Позволь в честь нашей встречи
принести тебе в дар [System:Color name=""mgBtl_red"" ][0] [/System:Color][SingularPluralNumberRU : 0, солдата, солдат, солдат].",
